"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","continentOcean","country","stateProvince","relatedCatalogItem","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","locality","phylum","minimumElevationInMeters","maximumElevationInMeters","individualCount","preparationType","fieldNumber"
"12","2021-03-19 17:59:23-03","UFMG","BHCB","195339","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb.Rodr.",NA,"Batista, JAN; Lustre, GMC","2018","02","07","Southern America","Brasil","Minas Gerais",NA,"Espécie coletada no local em 3/02/2009; recoletada a fim de documentar a sua permanencia no local, que está sob forte pressão antrópica do bairro ao redor.; Erva terrestre Em plena floração. Flor toda verde claro, base das pétalas, l","BHCB195339",NA,"2018","02","07","3566","Poços de Caldas","-46.577269","-21.830553",NA,NA,"-46.577269","-21.830553","MG - 877, Saída para São Paulo, ca. de 3 km do entroncamento para Andradas, ca. de 2 km antes da entrada da ALCOA, Bairro São Bento","Monocotyledon",NA,NA,NA,NA,NA
"13","2020-09-12 05:00:02-03","US","US","1541027","PreservedSpecimen","Plantae","Monocotyledonae","Orchidales","Orchidaceae","Habenaria","exaltata","Habenaria exaltata",NA,NA,"P. Jorgensen","1931","1",NA,"South America","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,"4646",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"14","2020-09-02 16:34:58-03","Cenargen","CEN","101132","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","2009","01","31",NA,"Brasil","MG",NA,"Brejo na base de morro. Solo hidromórfico, instável. com água sobre a superfície. Área não queimada, cobertura graminosa densa. Em plena floração. Doação do Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 132485.","CEN00101132","CEN00101132","2009","01",NA,"2771","POCOS DE CALDAS",NA,NA,NA,NA,NA,NA,"Morro de Ferro; BR-146, estrada de Poços de Caldas para Andradas, ca. de 5 km após a entrada da ALCOA, pouco após o aterro sanitário de Poços de Caldas, seguindo ca. de 5-6 km E de terra a esquerda da BR.",NA,"1378","1378","1","Exsicatas",NA
"15","2020-09-02 16:34:58-03","Cenargen","CEN","101136","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb.Rodr.","J. A. N. Batista","João Aguiar Nogueira Batista","2009","02","03",NA,"Brasil","MG",NA,"Solo hidromórfico, escuro, com água sobre a superfície. Crescendo preferencialmente na base de um Eryngium de grande porte. Área não queimada. Em plena floração Pétalas e labelo com a base esbranquiçada. Doação do Herbário do Departamento de Botânica ICB - UFMG - Plantas do Brasil - BHCB 132512.","CEN00101136","CEN00101136","2009","02",NA,"2798","CALDAS","-46.386100769043","-21.9235992431641","25710","auto",NA,NA,"MG 877, saída para São Paulo, ca. de 3 km do entrocamento para Andradas, ca. de 2 km antes da entrada da ALCOA, entre os Bairros Esperança III e São Bento.",NA,"1260","1260","1","Exsicatas",NA
"16","2019-07-09 12:44:04-03","F","FMNH-SEEDPLANTS","V0433377F","PreservedSpecimen","Plantae","Monocotyledoneae",NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata",NA,"RRC ID Flag","G. Hatschbach","1967","2","3","South America","Brazil","Paraná",NA,NA,"V0433377F","V0433377F_01 V0433377F_02",NA,NA,NA,"15962",NA,NA,NA,NA,NA,NA,NA,NA,"Spermatophyta","500",NA,NA,NA,"15962"
"17","2019-07-09 12:44:04-03","F","FMNH-SEEDPLANTS","V0433378F","PreservedSpecimen","Plantae","Monocotyledoneae",NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata",NA,NA,"Z. A. Trinta","1966","1","25","South America","Brazil",NA,NA,NA,"V0433378F","V0433378F_01",NA,NA,NA,"1204 (36819)",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA
"18","2019-07-09 12:44:04-03","F","FMNH-SEEDPLANTS","V0433379F","PreservedSpecimen","Plantae","Monocotyledoneae",NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata",NA,NA,"G. Hatschbach","1964","2","9","South America","Brazil",NA,NA,NA,"V0433379F","V0433379F_01",NA,NA,NA,"10946",NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA
"19","2014-10-09 13:58:28-03","UHH","HBG","501065","S","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb. Rod.","Pabst, G.","Trinta, Z.A.","1966","01","25","South America","Brazil",NA,NA,"Herbarium Bradeanum Rio de Janeiro - Brazil no. 36819 HBG loan #1996 to UGDA (Gdansk Univ.) finished 23.03.2011","HBG501065","HBG501065","1967","06","04","1204",NA,NA,NA,NA,NA,NA,NA,"Rio Grande do Sul, entre Erval e Pedras Altas",NA,NA,NA,NA,NA,NA
"20","2017-09-11 17:11:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb.Rodr.",NA,"Regnell, AF",NA,NA,NA,"Southern America","Brazil","Minas Gerais",NA,NA,NA,"P03P4N0018",NA,NA,NA,"ser. III1689","Caldas","-46.3861","-21.9236","25710","auto",NA,NA,"habitat in locis humidis ad Capivary prope Caldas prov. Minas Geraes.",NA,NA,NA,NA,NA,NA
"21","2021-02-08 12:52:16-03","UFRGS","ICN","186753","S","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb. Rodr.","Singer, RB","Singer, RB; Castro, JB; Dias, S","2016","01","04","América do Sul","Brasil","RS",NA,NA,"ICN00040066",NA,"2016","04","28","s.n.","Caxias do Sul","-51.1794013977051","-29.1681003570557","49662","auto",NA,NA,"Criúva, Camping Mulada","Monocotyledon",NA,NA,NA,NA,NA
"22","2021-02-08 12:52:16-03","UFRGS","ICN","053560","S","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb. Rodr.","Batista, JAN","Waechter, JL","1983","01","13","América do Sul","Brasil","RS",NA,"herbácea, flores verde-claras; em banhado","ICN00040065",NA,NA,NA,NA,"1976","Esmeralda","-51.190299987793","-28.0536003112793","38649","auto",NA,NA,"Estação Ecológica de Aracuri","Monocotyledon",NA,NA,NA,NA,NA
"23","2021-02-08 12:52:16-03","UFRGS","ICN","053139","S","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb. Rodr.","Batista, JAN","Arzivenco, L","1979","01","26","América do Sul","Brasil","RS",NA,"em banhado","ICN00040064",NA,NA,NA,NA,"521","Esmeralda","-51.190299987793","-28.0536003112793","38649","auto",NA,NA,"Estação Ecológica de Aracuri","Monocotyledon","950","950",NA,NA,NA
"24","2021-02-08 12:52:16-03","UFRGS","ICN","169159","S","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb. Rodr.","Pedron, M","Pedron, M","2011","02","02","América do Sul","Brasil","RS",NA,"Erva; Banhado","ICN00040061",NA,"2011","02","02","6","Muitos Capões","-51.1817016601562","-28.3141994476318","41750","auto",NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA
"25","2021-02-08 12:52:16-03","UFRGS","ICN","020364","S","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb. Rodr.","Batista, JAN","Irmão Amadeu","1950","01","31","América do Sul","Brasil","RS",NA,"terrestre","ICN00040063",NA,NA,NA,NA,"37","Pelotas","-52.3424987792969","-31.771900177002","51462","auto",NA,NA,"Inst. Agr. Do Sul","Monocotyledon",NA,NA,NA,NA,NA
"26","2021-02-08 12:52:16-03","UFRGS","ICN","015074","S","Plantae",NA,NA,"Orchidaceae","Habenaria","exaltata","Habenaria exaltata","Barb. Rodr.","Batista, JAN","Dutra, J","1929","12","04","América do Sul","Brasil","RS",NA,"Banhado.","ICN00040062",NA,NA,NA,NA,"1074","Viamão","-51.0233001708984","-30.0811004638672","41667","auto",NA,NA,"Itapuã","Monocotyledon",NA,NA,NA,NA,NA
