"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","dayIdentified","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00923332","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","W. W. Thomas","B. D. Sucre","6779","1970","05","13","South America","Brazil","Minas Gerais",NA,"Serra de Ibitipoca, Pico do Pião, Arenito da Serie Lavras.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1005845' target='other'> <mi>dwc_moreinfo</mi></a>","NY00923332","NY00923332_01","1580","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","661348","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","W. W. Thomas","J. A. Steyermark","128443","1983","01","30","South America","Venezuela","Bolívar","Piar","Macizo del Chimantá. Altiplanicie en la base meridional de los farallones superiores del Apacará-tepui, sector Norte del Macizo.","-62.2","5.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637549' target='other'> <mi>dwc_moreinfo</mi></a>","NY00661348",NA,"2200","2200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","687668","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","A. C. Araújo","G. G. Hatschbach","31144","1973","01","11","South America","Brazil","Paraná","Jaguariaíva","Paredão","-49.7056","-24.2511","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00687668","NY00687668_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","612865","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","S. F. Smith","G. G. Hatschbach","14996","1966","10","18","South America","Brazil","Paraná","General Carneiro","Cabeçeiras do Rio Iratim.","-51.3156","-26.4275","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612865","NY00612865_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","686425","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","L. T. Eiten","A. C. Brade","19285","1948","08","13","South America","Brazil","Espírito Santo","Castelo","Braço do Sul - Forno","-41.091417","-20.483564","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834148' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686425","NY00686425_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","612864","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","M. Barros","R. Reitz","9778","1960","09","03","South America","Brazil","Santa Catarina",NA,"Morro do Campo Alegre, Sao Francisco do Sul.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=637547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00612864","NY00612864_01","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","51581","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","sororopana","Rhynchospora sororopana","Steyerm.",NA,"J. A. Steyermark","60831","1944","12","03","South America","Venezuela","Bolívar",NA,"Along Quebrada Sororopán, between Santa Teresita de Kavanayén and Río Tek-Yunsén.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=704777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00051581","NY00051581_01","1375","1375","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","686435","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","C. F. S. Muniz","243","1981","02","12","South America","Brazil","São Paulo","Cunha","Reserva do Florestal","-45.052474","-23.263965","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834183' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686435","NY00686435_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00939704","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","B. D. Sucre","7145","1970","09","28","South America","Brazil","Minas Gerais",NA,"Serra de Ibitipoca.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003783' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939704","NY00939704_01","1500","1700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","884562","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","E. Pereira","5967","1961","10","14","South America","Brazil","São Paulo",NA,"Noca estrada de S. Paulo a Santos.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00884562","NY00884562_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","685994","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","J. A. Steyermark","128443","1983","01","30","South America","Venezuela","Bolívar","Piar","Maczio del Chimantá. Altiplanicie en la base meridional de los farallones superiores del Apacará-tepui, sector Norte del Maczio.","-62.2","5.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=823336' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685994",NA,"2200","2200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","686437","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","E. Pereira","5967","1961","10","14","South America","Brazil","São Paulo",NA,"Nova S. P. Santos",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834187' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686437","NY00686437_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00939705","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","M. Eiterer","24868","1991","07","27","South America","Brazil","Minas Gerais",NA,"Conc. Ibitipoca - P. Fl. Est. Ibitipoca. Próximo ao Cruzeiro, em frente a gruta do cruzeiro, saxicola.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1003791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00939705","NY00939705_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","685995","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","F. R. S. Pires","24775","1991","06","20","South America","Brazil","Minas Gerais",NA,"Conc. de Ibitipoca - Pq. Fl. Est. de Ibitipoca",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=823369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685995","NY00685995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","686436","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","M. Sugiyama","677","1986","09","18","South America","Brazil","São Paulo",NA,"Paranapiacaba, Estação Biologica","-46.3","-23.77","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834186' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686436","NY00686436_01","750","900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","569200","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","P. von Luetzelburg","12226",NA,NA,NA,"South America","Brazil","Rio de Janeiro",NA,"Serra dos Orgaos.","-43.073979","-22.494042","sheet","Communicavit herb. reg. monacense 1935 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00569200","NY00569200_01","2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","568892","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","A. C. Araújo","G. G. Hatschbach","24731","1970","09","18","South America","Brazil","Paraná","Balsa Nova","Serra Sao Luis.","-49.6356","-25.5842","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=495292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568892","NY00568892_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","685993","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","S. G. Beck","14908","1989","04","11","South America","Bolivia","La Paz","Nor Yungas","De Chuspipata unos 20 km hacia Yolosa.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=823334' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685993",NA,"1800","1800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","686438","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","R. Gross","H. Luederwaldt","9323","1910","11",NA,"South America","Brazil","São Paulo",NA,"Est. Biologica, Sao Paulo","-46.618358","-23.646109","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834190' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686438","NY00686438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","686434","PreservedSpecimen","Plantae","Magnoliophyta","Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","W. W. Thomas","J. B. Baitello","585","1994","03","30","South America","Brazil","São Paulo","Cunha","Parque Estadual da Serra do Mar, pedreira e arredores","-45.052474","-23.263965","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=834165' target='other'> <mi>dwc_moreinfo</mi></a>","NY00686434","NY00686434_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","11828","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","Sobral, M.","Sobral, M.","2762","1983","12",NA,NA,"Brasil","Rio Grande do Sul","Cambará do Sul",NA,NA,NA,NA,"Erva eminterior de mata, V. Barros","BOTU011828",NA,NA,NA,NA,"1984","04","9999","9999",NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:19:32-03","UFRJ","RFA","23022","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","Manoel Barros","F. Segadas-Vianna; L. Dau; W.T. Ormond; G.C. Machline","Serra - 53","1953","02","28",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra do Itatiaia, base das Agulhas Negras, às margens do caminho","-44.5633010864258","-22.4960994720459",NA,NA,"RFA52837",NA,NA,NA,NA,"1960",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA
"33","2020-02-08 10:14:27-03","NBC","NL-BOTANY","L.1401150","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler",NA,"Reitz R; Klein RM",NA,"1960","09","03","Southern America","Brazil",NA,NA,"Santa Catarina, Merro de Campo Alegre, São Francisco de Sul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1401150 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1401150","NL-L1401150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"34","2020-02-08 10:14:27-03","NBC","NL-BOTANY","L.1401151","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler",NA,"Reitz R; Klein RM",NA,"1958","12","10","Southern America","Brazil",NA,NA,"Santa Catarina, Curral Falso, Bom Jardim, S. Joaquim.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1401151 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1401151","NL-L1401151",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"35","2020-02-08 10:14:27-03","NBC","NL-BOTANY","U.1229780","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler",NA,"Lindeman JC; Haas JH de",NA,"1967","08","02","Southern America","Brazil",NA,NA,"Brasiliae australis. Est. Parana. Below summit Garatuva.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1229780 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1229780","NL-U1229780",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:14:51-03","NBC","NL-BOTANY","L.1400448","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler",NA,"Reitz R; Klein RM",NA,"1957","10","17","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina. Campo Alegre. Mata.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1400448 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1400448","NL-L1400448",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-02-08 10:14:51-03","NBC","NL-BOTANY","L.1400449","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler",NA,"Reitz R; Klein RM",NA,"1957","10","24","Southern America","Brazil",NA,NA,"Plantas de Santa Catarina. Serra da Boa Vista, S. José. Mata.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1400449 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1400449","NL-L1400449",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"38","2020-02-08 10:14:51-03","NBC","NL-BOTANY","L.1400450","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler",NA,"Smith LB; Klein RM",NA,"1956","11","06","Southern America","Brazil",NA,NA,"Santa Catarina. Mun. Campo Alegre: Campo and pinheiral, 4 km south of Campo Alegre on the road to Jaraguá do Sul.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1400450 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1400450","NL-L1400450",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2019-10-18 16:49:46-03","IAP","PACA-AGP","33664","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","P.J.S. Silva Filho","Rambo, B.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fenofase: flor","PACA033664",NA,NA,NA,NA,"2013","02",NA,NA,NA,NA,"Liliatae","01",NA,NA,NA
"40","2019-08-27 13:25:37-03","IAP","PACA-AGP","55266","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","P.J.S. Silva Filho","Reitz, R.","5182","1950","01","29",NA,"Brasil","SC","Cambajuva",NA,NA,NA,NA,"Habitat: In paludosis.","PACA055266",NA,NA,NA,NA,"2013","02",NA,NA,NA,NA,"Liliatae","01",NA,NA,NA
"41","2019-08-27 13:25:37-03","IAP","PACA-AGP","35200","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","P.J.S. Silva Filho","Rambo, B.",NA,"1947","02","14",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: In silvula nebulari. Fenofase: flor e fruto","PACA035200",NA,NA,NA,NA,"2013","02",NA,NA,"55856","auto","Liliatae","01",NA,NA,NA
"42","2019-08-27 13:25:37-03","IAP","PACA-AGP","8743","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","P.J.S. Silva Filho","Rambo, B.",NA,"1942","01","15",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"Habitat: In silvula nebulari. Fenofase: flor","PACA008743",NA,NA,NA,NA,"2013","02",NA,NA,"55856","auto","Liliatae","01",NA,NA,NA
"43","2019-08-27 13:25:37-03","IAP","PACA-AGP","37711","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","M. Luceño","Rambo, B.",NA,"1948","09","22",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,"Confirmado por P.J.S. Silva Filho em 2013. Habitat: In saxosis graminosis subhumidis. Fenofase: fruto","PACA037711",NA,NA,NA,NA,"1996","03",NA,NA,"29946","auto","Liliatae",NA,NA,NA,NA
"44","2019-08-27 13:25:37-03","IAP","PACA-AGP","54023","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","P.J.S. Silva Filho","Rambo, B.",NA,"1953","02","20",NA,"Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"Habitat: In araucarieto humido. Fenofase: flor e fruto","PACA054023",NA,NA,NA,NA,"2013","02",NA,NA,"76715","auto","Liliatae","01",NA,NA,NA
"45","2019-08-27 13:25:37-03","IAP","PACA-AGP","58556.1","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Rhynchospora","biflora","Rhynchospora biflora","Boeckeler","P.J.S. Silva Filho","Rambo, B.",NA,"1956","02","12",NA,"Brasil","RS","São Francisco de Paula","Taimbezinho","-50.5835990905762","-29.4480991363525",NA,"Habitat: in araucarieto Fenofase: flor","PACA058556-1",NA,NA,NA,NA,"2013","02",NA,NA,"76715","auto","Liliatae","01",NA,NA,NA
"46","2019-08-27 13:25:38-03","IAP","PACA-AGP","45448","PreservedSpecimen","Plantae","Magnoliophyta","Cyperales","Cyperaceae","Rhynchospora","uniflora","Rhynchospora uniflora","Boeckeler","Emrich-Rambo","Rambo, B.",NA,"1950","01","18",NA,"Brasil","RS","Bom Jesus","Serra da Rocinha","-50.4166984558105","-28.6678009033203",NA,"SEM MATERIAL Habitat: in silvula nebulari Fenofase: flor e fruto","PACA045448",NA,NA,NA,NA,NA,NA,NA,NA,"55856","auto","Liliatae",NA,NA,NA,NA
