"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","day","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus","sex"
"1970","2008-05-27 22:02:00-03","MO","MOBOT","2994694","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","D. Brunner","Nélida Soria","1988",NA,"Paraguay","Paraguarí",NA,"-57.11666","-25.41666",NA,NA,NA,NA,"Soria Rey 002773",NA,NA,NA,NA,"Cerro Mbatovi. Orillas del bosque.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1971","2008-05-27 22:02:00-03","MO","MOBOT","173530","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","P. Acevedo (US)","Elsa M. Zardini|Leongino Guerrero","1993","8","Paraguay","Paraguarí",NA,"-57.38333","-25.88333",NA,NA,NA,NA,"Zardini 36786","5",NA,NA,NA,"Estero del Ypoá: Trinchera Cué. Border of estero.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4",NA,NA,"838",NA,NA
"1972","2016-08-29 16:20:00-03","MO","MOBOT","173538","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","P. Acevedo-Rdgz.","Elsa M. Zardini|Tulio Tillería","1993","8","Paraguay","Paraguarí",NA,"-57.3833333","-25.8833333",NA,NA,NA,NA,"Zardini 36795","5",NA,NA,NA,"Estero del Ypoá: Trinchera Cué. Gallery forest on clay soil along creek.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"2",NA,NA,"839",NA,NA
"1973","2008-05-27 22:02:00-03","MO","MOBOT","173639","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","D. Brunner (MO)","Elsa M. Zardini","1988","7","Paraguay","Paraguarí",NA,"-57.15","-26.9",NA,NA,NA,NA,"Zardini 6140","26",NA,NA,NA,"Macizo Acahay. Eastern peak, streamside.","500.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"4",NA,NA,"88-64",NA,NA
"1974","2008-05-27 22:02:00-03","MO","MOBOT","172919","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","D. Brunner (MO)","Elsa M. Zardini","1988","7","Paraguay","Paraguarí",NA,"-57.15","-26.9",NA,NA,NA,NA,"Zardini 5834","21",NA,NA,NA,"Macizo Acahay. On diorite rock outcrops on Eastern side of Eastern peak.","500.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"2",NA,NA,"88-55",NA,NA
"1975","2021-01-08 11:36:00-03","MO","MOBOT","101242405","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.",NA,"Teodoro Rojas","1944","8","Paraguay","Presidente Hayes",NA,"-59.3713","-26.3055",NA,NA,NA,NA,"Rojas 12092","27",NA,NA,NA,"El Colorado",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"1976","2008-05-27 22:02:00-03","MO","MOBOT","167559","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Acevedeo (US)","Timothy J. Killeen|S. Davis","1992","7","Bolivia","Beni","Gral. Ballivian","-67.16666","-14.66666",NA,NA,NA,NA,"Killeen 4315","7",NA,NA,NA,"Serrania Pilón Lajas, arroyo 20 km N de Río Colorado y 5 km hacia la Serrania. Bosque Ribereño. Muestras preservadas en alcohol.","350.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"8",NA,NA,"62",NA,NA
"1977","2013-11-26 05:40:00-02","MO","MOBOT","2991583","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Beck, St.","A. Carretero|H. Huaylla|Reinaldo Lozano|Ariel Lliully","2003","12","Bolivia","Chuquisaca","Luis Calvo","-63.4333333","-19.6",NA,NA,NA,NA,"Carretero 1243","26",NA,NA,NA,"Las Frias. Ca. 3 km del pueblo de Las Frias subiendo hacia la cima de la serranía de Yahuañanca. Bosque semi caducifolio con estrato arboreo de 10 m de altura, al pie de monte la serranía de Yahuañanca, presencia de potreros y viviendas; quebradas con agua permanente.","1552.00000000",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"1978","2018-02-24 05:31:00-03","MO","MOBOT","2227914","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Ferrucci, M. S., //","M. Silvia Ferrucci|Sergio Cáceres M.|Marita Dematteis|R. Ranea|M. M. Sosa","1997","9","Argentina","Corrientes","Mercedes","-57.78333","-26.55",NA,NA,NA,NA,"Ferrucci 1298","5",NA,NA,NA,"Destacamento de la Reserva Nacional Iberá",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1979","2018-06-26 05:23:00-03","MO","MOBOT","3255084","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","P. Acevedo-Rodríguez","André M. Amorim|E. de L. Jacques|F.S. Juchum|H. Berbert|J. Lima da Paixão","1998","11","Brazil","Bahia",NA,"-39.5286111","-15.1580556",NA,NA,NA,NA,"Amorim 2625","7",NA,NA,NA,"Mpio de Jussari. Rod. Jussari-Palmira. Entrada ca. 7, 5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso. MATA MESÓFILA.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA
"1980","2014-01-01 11:32:00-02","MO","MOBOT","2990610","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","P. Acevedo","Edith L. Taylor|Mario Lobo|George E. Schatz|Nelson A. Rosa|T. Rebbeck|Carlos S. Rosário|M.R. dos Santos|J.B.F. da Silva","1983","2","Brazil","Maranhão",NA,"-44.46666","-5.23333",NA,NA,NA,NA,"Taylor 1044","26",NA,NA,NA,"Tuntum; Palmeirinhas, on unpaved road S from Br226,between Presidente Duatre and Barro do Corda. Terra frime forest on sandy soil, dry with open canopy. Reported to be virgin forest, however there are indications of selective cutting.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1981","2014-11-13 12:22:00-02","MO","MOBOT","166926","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis gracilis","Radlk.","P. Acevedo (NY)","Blas Pérez","1991","1","Paraguay","Central",NA,"-57.4666667","-25.3333333",NA,NA,NA,NA,"Pérez Maricerich 345",NA,NA,NA,NA,"Jardín Botánico y Zoológico, Trinidad, Asuncion. Reserva Natural.",NA,NA,NA,NA,NA,NA,NA,"South America",NA,"gracilis",NA,NA,NA,NA,"3",NA,NA,"2",NA,NA
"1982","2008-05-27 22:02:00-03","MO","MOBOT","2513133","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis gracilis","Radlk.","Foster's catalog note file","T. Herzog","1907","10","Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,"Herzog 568",NA,NA,NA,NA,"near Quebrada de Cunucu","500.00000000","600.00000000",NA,NA,NA,NA,NA,"South America",NA,"gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1983","2008-05-27 22:02:00-03","MO","MOBOT","2513175","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis gracilis","Radlk.","Foster's catalog note file","T. Herzog","1910","10","Bolivia","Tarija","Gran Chaco",NA,NA,NA,NA,NA,NA,"Herzog 1024","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1984","2008-05-27 22:02:00-03","MO","MOBOT","2513182","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis gracilis","Radlk.","Foster's catalog note file","T. Herzog","1910","10","Bolivia","Tarija","Gran Chaco",NA,NA,NA,NA,NA,NA,"Herzog 1031","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,"gracilis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1985","2020-06-22 14:19:05-03","UNESP-IBILCE","SJRP","29577","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.",NA,"Rezende, A.A.","2001","09","Brasil","São Paulo","Paulo de Faria","-49.516667","-19.916667","-49.516667","-19.916667",NA,NA,"756.0","12",NA,NA,NA,"Estação Ecológica de Paulo de Faria",NA,NA,"Árvore, 11m, vegetativa",NA,NA,"Tracheophyta","Sapindales","América do Sul",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1986","2020-06-22 14:19:05-03","UNESP-IBILCE","SJRP","09924","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.",NA,"H.F. Leitão Filho",NA,NA,"Brasil","Minas Gerais","Poços de Caldas","-46.5614013671875","-21.7877998352051",NA,NA,NA,NA,NA,NA,NA,NA,NA,"faz. chiqueirão",NA,NA,"Árvore com frutos vermelhos;","23696","auto","Tracheophyta","Sapindales","América do Sul",NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1987","2019-03-29 10:41:42-03","UFSM","HDCF","4598","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.",NA,"Longhi, S. J.","1991","10","Uruguai",NA,"Artigas",NA,NA,NA,NA,NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1988","2019-03-29 10:41:42-03","UFSM","HDCF","465","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Figueira, M.","Andrae, F. H.",NA,NA,"?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2016","02","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989","2016-09-05 16:03:33-03","UFSM","HDCF","639","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Hatschbach, G.","Longhi, S. J.","1979","11","Brasil","Paraná","São João do Triunfo","-50.2971992492676","-25.6833000183105",NA,NA,NA,NA,"138","02","1979","11","18","Vila Palmira, Vila Palmira",NA,NA,"Presença de frutos","20512","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1990","2019-03-29 10:41:42-03","UFSM","HDCF","1391","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Marchiori, J. N. C.","Marchiori, J. N. C.","1983","10","Brasil","Rio Grande do Sul","Pinheiro Machado","-53.3810997009277","-31.5783004760742",NA,NA,NA,NA,NA,"20","1983","11","19","Granja de Pedras Altas",NA,NA,"Árvore jovem, com flores","70026","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1991","2019-03-29 10:41:42-03","UFSM","HDCF","5932","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Souza, D. B.","Souza, D. B.","2009","02","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,NA,NA,NA,"13","2009","02","13","Fepagro",NA,NA,"Trabalho Danilo Boanerges da Souza","37819","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1992","2019-03-29 10:41:42-03","UFSM","HDCF","4256","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Alberti, L. F.","Alberti, L. F.","2001","09","Brasil","Rio Grande do Sul","Santa Maria","-53.785556","-29.702778","-53.785556","-29.702778",NA,NA,NA,"30","2001","09","30","Cerrito",NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1993","2016-09-05 16:03:33-03","UFSM","HDCF","44","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Figueira, M.","Longhi, S. J.","1979","09","Brasil","Paraná","São João do Triunfo","-50.2971992492676","-25.6833000183105",NA,NA,NA,NA,"18","20","2016","02","02",NA,NA,NA,"Floresta de Araucária","20512","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1994","2016-09-05 16:03:33-03","UFSM","HDCF","638","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Hatschbach, G.","Longhi, S. J.","1979","10","Brasil","Paraná","São João do Triunfo","-50.2971992492676","-25.6833000183105",NA,NA,NA,NA,"137","13","1979","11","18","Vila Palmira",NA,NA,NA,"20512","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1995","2019-03-29 10:41:42-03","UFSM","HDCF","4226","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Longhi, S. J.","Araújo, M. M.","2001","10","Brasil","Rio Grande do Sul","Cachoeira do Sul","-52.8939018249512","-30.0391998291016",NA,NA,NA,NA,NA,"15","2001","10","20",NA,NA,NA,"Seringa. Mata ciliar. Tese da coletora (Araujo 040)","71201","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996","2019-03-29 10:41:42-03","UFSM","HDCF","6012","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Scipioni, M. C.","Scipioni, M. C.; Giacomolli, L. Z.","2007","08","Brasil","Rio Grande do Sul","Nova Pádua","-51.3067016601562","-29.028600692749",NA,NA,NA,NA,NA,"24","2007","08","24",NA,NA,NA,NA,"11772","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997","2016-09-05 16:03:33-03","UFSM","HDCF","968","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Marchiori, J. N. C.","Longhi, S. J.","1982","01","Brasil","Rio Grande do Sul","Pelotas","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"239","12","1984","10","18","Pelotas",NA,NA,"Inventário de nativas (am. 6)","51462","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998","2019-03-29 10:41:42-03","UFSM","HDCF","1583","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Marchiori, J. N. C.","Marchiori, J. N. C.","1984","12","Brasil","Rio Grande do Sul","Pinheiro Machado","-53.3810997009277","-31.5783004760742",NA,NA,NA,NA,NA,"19","1985","01","07","Pedras Altas",NA,NA,"Com frutos","70026","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999","2019-03-29 10:41:42-03","UFSM","HDCF","5165","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Longhi, S. J.","Longhi, S. J.","1997","12","Brasil","Rio Grande do Sul","São João do Polêsine","-53.4455986022949","-29.613899230957",NA,NA,NA,NA,NA,"15",NA,NA,NA,"Vale Vêneto",NA,NA,"Chácara Miguel, amostra de madeira","12492","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000","2019-03-29 10:41:42-03","UFSM","HDCF","5767","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Scipioni, M. C.","Scipioni, M. C.","2006","01","Brasil","Rio Grande do Sul","Itaara","-54.358125","-29.900922","-54.358125","-29.900922",NA,NA,NA,"20",NA,NA,NA,"Reserva ecológica do Ibicuí-mirim",NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001","2019-03-29 10:41:42-03","UFSM","HDCF","6055","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Scipioni, M. C.","Scipioni, M. C.","2006","01","Brasil","Rio Grande do Sul","Itaara","-54.358125","-29.900922","-54.358125","-29.900922",NA,NA,NA,"20","2006","01","20","Reserva Ecológica do Ibicuí-mirim",NA,NA,"Duplicata",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002","2019-03-29 10:41:42-03","UFSM","HDCF","5750","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Scipioni, M. C.","Scipioni, M. C.","2007","01","Brasil","Rio Grande do Sul","Itaara","-54.358125","-29.900922","-54.358125","-29.900922",NA,NA,NA,"12","2007","01","12","Reserva Ecológica do Ibicuí-mirim",NA,NA,NA,NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2003","2016-09-05 16:03:33-03","UFSM","HDCF","2944","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Marchiori, J. N. C.","Marchiori, J. N. C.","1986","09","Brasil","Rio Grande do Sul","Taim",NA,NA,NA,NA,NA,NA,"564","13","1986","09","13",NA,NA,NA,"Flores",NA,NA,NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004","2016-09-05 16:03:33-03","UFSM","HDCF","956","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Longhi, S. J.","Longhi, S. J.","1982","01","Brasil","Rio Grande do Sul","Canguçu","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"227","11","1982","01","11","São João (III Distrito)",NA,NA,"Inventário de nativas (am. 1/sn)","68702","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005","2019-03-29 10:41:42-03","UFSM","HDCF","5813","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Telmo","Telmo","1999","10","Brasil","Rio Grande do Sul","Gramado Xavier","-52.5788993835449","-29.2681007385254",NA,NA,NA,NA,NA,"28","1999","10","28","Fazenda São Roque",NA,NA,"Inventário Florestal, amostra 1.308, árvore 03","14221","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006","2019-03-29 10:41:42-03","UFSM","HDCF","3","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Marchiori, J. N. C.","Marchiori, J. N. C.","1978","12","Brasil","Rio Grande do Sul","Jaguari","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,"15","1978","12","15",NA,NA,NA,NA,"27649","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007","2019-03-29 10:41:42-03","UFSM","HDCF","661","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Marchiori, J. N. C.","Longhi, S. J.; Marchiori, J. N. C.","1982","07","Brasil","Rio Grande do Sul","Mata","-54.4603004455566","-29.5655994415283",NA,NA,NA,NA,NA,"15","1982","07","15","Próx. ao jardim paleontol. da UFSM",NA,NA,"Madeira coletada, lâmina de madeira","14229","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008","2016-09-05 16:03:33-03","UFSM","HDCF","871","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.","Longhi, S. J.; Marchiori, J. N.","Longhi, S. J.; Marchiori, J. N. C.","1981","10","Brasil","Rio Grande do Sul","Santiago","-54.8671989440918","-29.1916999816895",NA,NA,NA,NA,"210","16","1981","10","16","Invernada do Cedro (4° Distrito)",NA,NA,"Inventário de nativas (am. 20/20). Fazenda de Várzea","56006","auto",NA,NA,"América",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2009","2019-03-29 10:41:42-03","UFSM","HDCF","4567","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St. -Hil.) Radlk.",NA,"Longhi, S. J.","1991","10","Uruguai",NA,"Artigas",NA,NA,NA,NA,NA,NA,NA,"30",NA,NA,NA,"Tres Cerros de Catalán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2010","2018-12-03 15:35:29-02","UNIOESTE","UNOP","6616","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Temponi, L.G.","Temponi, L.G.; Marcon, T.R.; Cardozo, A.P.; Marcon, T.R.; Cardozo, A.P.","2010","10","Brasil","Paraná","Foz do Iguaçu","-54.446083","-25.62175","-54.446083","-25.62175",NA,NA,"887","11","2010","10",NA,"Parque Nacional do Iguaçu. Trilha Poço Preto.",NA,NA,"Arbórea, 4m. Frutos verdes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2011","2018-09-12 14:48:34-03","UNIOESTE","UNOP","4761","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Snak, C.","Snak, C.; Poli, L.P.; Poli, L.P.","2008","08","Brasil","Paraná","Cascavel","-53.420556","-24.937222","-53.420556","-24.937222",NA,NA,"180","28","2008","08",NA,"Parque Ecológico Paulo Gorski, Lago Municipal.",NA,NA,"Árvore ca. 5m alt. Caule com lenticelas. Folha jovem, lâmina levemente discolor, membranácea. Botão floral verde. Cálice verde, corola alva.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2012","2018-09-12 14:48:34-03","UNIOESTE","UNOP","2494","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Munhoz, H.M.","Escher, A.R.; Jesus, C.S.; Souza, T.; Jesus, C.S.; Souza, T.","2015","09","Brasil","Paraná","Santa Tereza do Oeste","-54.095514","-25.218606","-54.095514","-25.218606",NA,NA,"47","19","2016","02","18","Limite Leste PN Iguaçu. APP rio Gonçalves Dias (margem esquerda). Transição FOM-FES. P04-14.","561","561","Arbórea, altura estimada: 05 m.; CAP = 24 cm. Frutos drupa globosa, imaturos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2013","2019-03-08 14:15:21-03","UNIOESTE","UNOP","9812","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Silva, D.R. da","Silva, D.R. da; Tcatch, B.G.; Moura, A.P.; Tcatch, B.G.; Moura, A.P.","2018","09","Brasil","Paraná","Capanema","-53.602375","-25.570236","-53.602375","-25.570236",NA,NA,"454","05","2018","11","19","Lado esquerdo do Rio Capanema, ca. de 800 m da foz do rio Capanema.","259","259","Árvore 6 m de altura. Folhas membranáceas, verde-claras, em brotamentos. Flores alvas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2014","2018-09-12 14:48:34-03","UNIOESTE","UNOP","2492","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Munhoz, H.M.","Escher, A.R.; Jesus, C.S.; Souza, T.; Jesus, C.S.; Souza, T.","2015","09","Brasil","Paraná","Santa Tereza do Oeste","-54.096225","-25.218189","-54.096225","-25.218189",NA,NA,"45","19","2016","02","18","Limite Leste PN Iguaçu. APP rio Gonçalves Dias (margem esquerda). Transição FOM-FES. P06-11.","560","560","Arbórea, altura estimada: 04 m.; CAP = 18 cm. Flores esbranquiçadas, dispostas em racemos axilares curtos. Frutos drupa globosa, imaturos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2015","2019-03-08 14:15:21-03","UNIOESTE","UNOP","9981","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Conceição, L.H.S.M.; Rauber, C.R.","Conceição, L.H.S.M.; Temponi, L.G.; Ritter, C.R.; Hentz Junior, E.J.; Temponi, L.G.; Ritter, C.R.; Hentz Junior, E.J.","2018","08","Brasil","Paraná","Foz do Iguaçu","-54.446083","-25.62175","-54.446083","-25.62175",NA,NA,"60","17","2018","08","22","Trilha das Cataratas do Parque Nacional do Iguaçu",NA,NA,"Árvore cerca de 6 metros de altura, folhas membranáceas com domácias com tricomas na face abaxial, flores esverdeadas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016","2018-09-12 14:48:34-03","UNIOESTE","UNOP","2293","S","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A. St.-Hil., A. Juss. & Cambess.) Hieron. ex Niederl.","Franco, G.A.D.C.","Cielo-Filho, R.","2015","03","Brasil","Paraná","Matelândia","-53.910278","-25.427778","-53.910278","-25.427778",NA,NA,"1628","03","2015","03","11","Antiga estrada de Guarapuava, capão beira parque","310","310","Árvore, 2m, flor branca.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
