"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","day","yearIdentified","monthIdentified","dayIdentified","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","coordinatePrecision","geoFlag","phylum","order","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","previousCatalogNumber","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus","sex"
"11","2021-04-05 14:26:05-03","UNESC","CRI","13937","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","Aline Votri Guislon","Aline Votri Guislon","2016","09","Brasil","Santa Catarina","Criciúma","-49.3825","-28.735278","49º22'57''W","28º44'7''S","CRI012548",NA,NA,"04","2016","09","04","Bairro Morro Estavão","37","37","Habitat: Terrestre Habito: Arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:34:08-03","UNESC","CRI","6714","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","R. Reitz","R. M. Klein","1961","11","Brasil","Santa Catarina","Itajaí","-48.662222","-26.908333","48º39'44''W","26º54'30''S","CRI009892","CRI009892","2.803","19","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:26:05-03","UNESC","CRI","14251","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","Ferrucci, MS","Gasper, A.L. de; Stival-Santos, A. & Silveira, S.","2008","11","Brasil","Santa Catarina","Joaçaba","-51.612222","-27.179167","51º36'44''W","27º10'45''S","CRI013380","CRI013380","1922","19","2011","12","06",NA,"744","744","Florística IFFSC 1980(Arbórea) Habitat: Ecótono Floresta Ombrófila Mista e Floresta Estacional Decidual; Estágio Avançado; borda do fragmento Habito: arbórea; Fruto verde;",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:26:05-03","UNESC","CRI","13844","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","Aline Votri Guislon","Alexandre Medeiros","2018","08","Brasil","Santa Catarina","Balneário Camboriú","-48.595556","-27.006111","48º35'44''W","27º0'22''S","CRI012455",NA,"1059","14","2018","10","02","Barra APA Costa Brava",NA,NA,"Flores brancas/ amareladas Habitat: Terrestre Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:34:08-03","UNESC","CRI","11645","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","M. Sobral","A. Korte; A. Kniess","2009","12","Brasil","Santa Catarina","Ituporanga","-49.410556","-27.54","49º24'38''W","27º32'24''S","CRI009624","CRI009624","1295","03","2010","01","25","Alto Rio Bonito.","676","676","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbórea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:26:05-03","UNESC","CRI","7986","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","Vanilde C. Zanette","Beatriz Wessler; Bruna Alberton","2007","10","Brasil","Santa Catarina","Criciúma","-49.37","-28.678056","49º22'12''W","28º40'41''S","CRI009891","CRI009891",NA,"10","2007","10","11","SANTEC Resíduos.","46","46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:26:05-03","UNESC","CRI","10613","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","Vanilde Citadini-Zanette","Robson dos Santos; Vanilde Citadini-Zanette & Alexandre S. Klein","2001","10","Brasil","Santa Catarina","Praia Grande","-49.950278","-29.198611","49º57'1''W","29º11'55''S","CRI013715","CRI013715",NA,"24","2001","10","24","Aparados da Serra",NA,NA,"Habito: Arbóreo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:34:08-03","UNESC","CRI","6118","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","Vanilde Citadini-Zanette","Zenaide Pais Topanotti","1996","09","Brasil","Santa Catarina","Nova Veneza","-49.500833","-28.636944","49º30'3''W","28º38'13''S","CRI009893","CRI009893","130","15",NA,NA,NA,NA,"65","65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:34:08-03","UNESC","CRI","2923","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","R. Reitz","R. Reitz; R. M. Klein","1960","10","Brasil","Santa Catarina","Rancho Queimado","-49.021944","-27.673056","49º1'19''W","27º40'23''S","CRI009616","CRI009616","10.208","14","1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:34:08-03","UNESC","CRI","6094","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","Vanilde Citadini-Zanette","Valdemar Boff","1996","05","Brasil","Santa Catarina","Araranguá","-49.486111","-28.935278","49º29'10''W","28º56'7''S","CRI009894","CRI009894","512","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:34:08-03","UNESC","CRI","5346","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","J. A. Jarenkow","J. A. Jarenkow","1992","08","Brasil","Rio Grande do Sul","Vale do Sol","-52.683333","-29.604167","52º41'0''W","29º36'15''S","CRI009615","CRI009615","2133","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:34:08-03","UNESC","CRI","8375","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","Vanilde Citadini-Zanette","Aline Costa Brum Figueiro Leandro; Rosimar Tertuliano da Silva","2006",NA,"Brasil","Santa Catarina","Criciúma","-49.37","-28.678056","49º22'12''W","28º40'41''S","CRI009618","CRI009618",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:34:08-03","UNESC","CRI","8189","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","S. Dreveck","F. E. Carneiro; S. Dreveck","2008","11","Brasil","Santa Catarina","Ibicaré","-51.367778","-27.1075","51º22'4''W","27º6'27''S","CRI009619","CRI009619",NA,"21","2008","11","21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:26:05-03","UNESC","CRI","13945","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil. et al.) Hieron. ex Niederl.","Valdemar Boff","Valdemar Boff","1995","09","Brasil","Santa Catarina","Fraiburgo","-50.9213981628418","-27.0261001586914",NA,NA,"CRI012556",NA,NA,"08","1995","09","08",NA,NA,NA,"Com brotos verdes Habitat: Terrestre Habito: Arbórea","24284","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","476478","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","P. Acevedo-Rodríguez","D. C. Daly","1996","05","Brazil","Acre","Mâncio Lima","-73.2875","-7.7069",NA,NA,"NY00476478","NY00476478_01","9013","11",NA,NA,NA,"Parque Nacional Serra do Divisor, Rio Azul, southern tributary of Rio Moa, 0-3 hours by motor-canoe from confluence.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=598265' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","447697","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","T. D. Pennington","L. Riedel","1821","10","Brazil","Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,"NY00447697",NA,"467",NA,NA,NA,NA,"Ilheos.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152945' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","447696","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","T. D. Pennington","L. Riedel","1821","10","Brazil","Bahia","Ilhéus","-39.0492","-14.7892",NA,NA,"NY00447696",NA,"467",NA,NA,NA,NA,"Ilheos.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152944' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02423556","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.",NA,"C. T. Blum","2010","09","Brazil","Paraná","Curitiba","-49.2736","-25.3853",NA,NA,"NY02423556","NY02423556_01","10-060","02",NA,NA,NA,"Bairro Pilarzinho","945",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2668884' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","632054","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","K. Almeida","K. Almeida","2001","06","Brazil","Pernambuco","Sao Lourenço da Mata","-34.9503","-8.0128",NA,NA,"NY00632054","NY00632054_01","151","21",NA,NA,NA,"Estaçao Ecológica do Tapacurá",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152965' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-09-27 07:31:00-03","NY","NYBG","01109784","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis",NA,"R. Monteiro","S. A. da M. Souza","1986","10","Brazil","Pará","Altamira","-52.2064","-3.20333",NA,NA,"NY01109784","NY01109784_01","299","12",NA,NA,NA,"Rio Xingu. Ilha Belo Horizonte. Vegetação à margem da praia, solo arenoso.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1471729' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","476564","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","M. A. Sundue","M. H. Nee","1998","01","Bolivia","Santa Cruz","Andrés Ibáñez","-63.18","-18.07",NA,NA,"NY00476564",NA,"47957","14",NA,NA,NA,"Along Brecha 5, 1 km E of highway from Santa Cruz to Abapó (at km 38).","465","465","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152968' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","447675","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","T. D. Pennington","I. Silberbauer-Gottsberger","1970","11","Brazil","São Paulo","Botucatu","-48.4397","-22.88",NA,NA,"NY00447675","NY00447675_01","11-26970","26",NA,NA,NA,"9 km NW, along the highway Marechal Rondon, branching of the road to Toledo. Gallery forest of the little river Corrego das palmeiras.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152948' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","887312","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","P. Acevedo-Rodríguez","G. Gottsberger","1974","09","Brazil","São Paulo","Botucatu","-48.5","-22.9167",NA,NA,"NY00887312","NY00887312_01","21-18974","18",NA,NA,NA,"Botucatu, Fazenda Lageado, ca. 10 km NE of Botucatu.","800","800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1092132' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","447693","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","T. D. Pennington","P. K. H. Dusén","1908","10","Brazil","Paraná","Morretes","-48.8342","-25.4769",NA,NA,"NY00447693","NY00447693_01","6825","10",NA,NA,NA,"Morretes.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152976' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1737890","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","B. S. Amorim","B. S. Amorim","2011","12","Brazil","Pernambuco","Recife","-34.9667","-8.0778",NA,NA,"NY01737890","NY01737890_01","1324","09",NA,NA,NA,"Jardim Botânico do Recife.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1944152' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","04073062","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","D. Piotto","D. Piotto","2010","06","Brazil","Bahia","Uruçuca","-39.08","-14.42",NA,NA,"NY04073062",NA,"711","10",NA,NA,NA,"Parque Est. Serra do Conduru","120","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3670993' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02695346","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","A. M. Miranda","A. S. Souza","2013","12","Brazil","Bahia","Boa Nova","-40.127583","-14.401417",NA,NA,"NY02695346","NY02695346_01","8","11",NA,NA,NA,"Parque Nacional de Boa Nova.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2952824' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 07:31:00-03","NY","NYBG","447701","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis",NA,NA,"A. H. Gentry","1984","02","Peru","San Martín",NA,"-76.33","-6.67",NA,NA,"NY00447701",NA,"45090","06",NA,NA,NA,"Valley of Río Huallaga, 29 km S of Tarapoto near El Abra, dry steep cliffs overlooking Río Huallaga.","450","540","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152987' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01109785","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","R. Monteiro","S. A. da M. Souza","1986","10","Brazil","Pará",NA,"-52.7416277","-4.3220195",NA,NA,"NY01109785","NY01109785_01","381","19",NA,NA,NA,"Altamira - Rio Xingu.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1471730' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","447681","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","T. D. Pennington","J. C. Lindeman","1966","11","Brazil","Paraná","Ortigueira","-50.9492","-24.2083",NA,NA,"NY00447681","NY00447681_01","3257","15",NA,NA,NA,"Rio Preto, 35 km NW of Ortigueira.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=152952' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","02642161","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.",NA,"E. G. A. Martins","2012","04","Brazil","São Paulo","Cubatão","-46.41572","-23.8489",NA,NA,"NY02642161","NY02642161_01","332","20",NA,NA,NA,"Parque Ecológico Perequê. Após o campinho de futebol, na borda da mata ao lado da área de banheiros. Borda de Floresta Atlântica.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2962816' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01109783","PreservedSpecimen","Plantae","Sapindaceae","Allophylus","edulis","Allophylus edulis","(A.St.-Hil., A.Juss. & Cambess.) Hieron. ex Niederl.","T. D. Pennington","M. G. da Silva","1977","10","Brazil","Pará",NA,"-52.3978758","-3.271835",NA,NA,"NY01109783","NY01109783_01","3449","21",NA,NA,NA,"Altamira, km 23 da Transamazonica, Centro de Experimentação da EMBRAPA.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1471728' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,"Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
