"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","typeStatus","individualCount","verbatimLongitude","verbatimLatitude"
"13","2020-08-20 20:41:41-03","UFSC","FLOR","56555","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Poa","reitzii","Poa reitzii","Swallen","Wagner, H.M.L.","Falkenberg, D.B.","8486","1996","10","12",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Topo da Serra do Rio do Rastro, junto à borda dos Aparados, entre o mirante da SC 438 e o monocultivo de Pinus ao norte do mirante.","-49.624698638916","-28.3369007110596","1400","1400",NA,"graminóide, 0,3m altura","FLOR0056555",NA,"2001",NA,NA,"32577","auto",NA,NA,NA,NA,NA
"14","2020-08-20 20:41:41-03","UFSC","FLOR","35533","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1134","2006","12","04",NA,"Brasil","Santa Catarina","Urubici","Caminho entre a Pousada #?##?#Rio Canoas Refúgio de montanhas#?##?# e Fazenda do Sr. Arno Phili.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva. Muito comum. Habitat: beira de mata","FLOR0035533","FLOR0035533","2006",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"15","2020-08-20 20:41:41-03","UFSC","FLOR","35534","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1135","2006","12","04",NA,"Brasil","Santa Catarina","Urubici","Caminho entre a Pousada #?##?#Rio Canoas Refúgio de montanhas#?##?# e Fazenda do Sr. Arno Phili.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva Habitat: beira de mata","FLOR0035534","FLOR0035534","2006",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"16","2020-08-20 20:41:41-03","UFSC","FLOR","35664","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1265","2006","12","07",NA,"Brasil","Santa Catarina","Urubici","Fazenda do Sr. Arno Philippe, campo entre a casa da Fazenda e Morro dos Padres, passando pela casa azul (vizinho) e cemitério dos jesuítas, Campo dos Padres.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva, 1,1m altura. Planta masculina, da mesma população de AZ et al. 1264 Habitat: beira de riacho","FLOR0035664","FLOR0035664","2006",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"17","2020-08-20 20:41:41-03","UFSC","FLOR","35663","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1264","2006","12","07",NA,"Brasil","Santa Catarina","Urubici","Fazenda do Sr. Arno Philippe, campo entre a casa da Fazenda e Morro dos Padres, passando pela casa azul (vizinho) e cemitério dos jesuítas, Campo dos Padres.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva, 1,1m altura. População grande Habitat: beira de riacho","FLOR0035663","FLOR0035663","2006",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"18","2020-08-20 20:41:41-03","UFSC","FLOR","35567","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1168","2006","12","05",NA,"Brasil","Santa Catarina","Urubici","Fazenda do Sr. Arno Philippe, campo entre a casa da Fazenda e o Morro Boa Vista, Campo dos Padres.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva Habitat: beira de mata","FLOR0035567","FLOR0035567","2006",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"19","2020-08-20 20:41:41-03","UFSC","FLOR","35831","PreservedSpecimen","Plantae",NA,"Poales","Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, H.M.","Zanin, A.; Longhi-Wagner, H.M.; Souza, M.L. & Rieper, M.","1234a","2006","12","05",NA,"Brasil","Santa Catarina","Urubici","Fazenda do Sr. Arno Philippe, campo entre a casa da Fazenda e o Morro Boa Vista, em direção ao Morro dos Padres, Campo dos Padres.","-49.5917015075684","-28.0149993896484",NA,NA,NA,"erva","FLOR0035831","FLOR0035831","2006",NA,NA,"30102","auto",NA,NA,NA,NA,NA
"20","2021-02-08 12:54:17-03","UFRGS","ICN","168209","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","cf. reitzii","Poa cf. reitzii","Swallen","Longhi-Wagner, HM","Zanin, A; Longhi-Wagner, HM; Souza, ML; Rieper, M","1277","2008","12","07","América do Sul","Brasil","SC","Umbuci","Campo dos Padres caminho em direção ao Morro Campo dos Padres",NA,NA,NA,NA,NA,NA,NA,NA,"2011","04","15",NA,NA,NA,NA,NA,NA,NA
"21","2021-02-08 12:54:18-03","UFRGS","ICN","190498","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, HM","Dalmolim, E; Bastos, FEA; Zanin, A","114","2011","12","15","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim Campos de Santa Bárbara Morro do Baú. 28°09'S - 49°37'W","-49.616667","-28.15","1698","1698",NA,"Doação FLOR 42054; Solo úmido.",NA,NA,"2012","06","18",NA,NA,NA,NA,NA,"-49.616667","-28.15"
"22","2021-02-08 12:54:18-03","UFRGS","ICN","190499","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Dalmolim, E","Silva; Silva, E; Zanin, A","51","2009","12","07","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim Propriedade Caiambra. 28°06'S - 49°30'W","-49.5","-28.1","1616","1616",NA,"Doação FLOR 38000; Planta feminina e masculina.; Baixada úmida.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.5","-28.1"
"23","2021-02-08 12:54:18-03","UFRGS","ICN","190500","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Dalmolim, E","Silva; Silva, E; Zanin, A","31","2009","12","07","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim caminho para o Morro da Igreja. 28°05'S - 49°30'W","-49.5","-28.083333","1600","1600",NA,"Doação FLOR 37981; Margem da folha extremamente cortante, forma grandes populações, touceiras robustas, 1,3m altura.; Beira de estrada, sob sol.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.5","-28.083333"
"24","2021-02-08 12:54:18-03","UFRGS","ICN","190502","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Dalmolim, E","Silva; Silva, E; Zanin, A","173","2009","12","07","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim Morro da Igreja Cindacta II. 28°07'S - 49°28'W","-49.466667","-28.116667","1759","1759",NA,"Doação FLOR 37932; Planta feminina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.466667","-28.116667"
"25","2021-02-08 12:54:18-03","UFRGS","ICN","190504","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Dalmolim, E","Dalmolim, E; Bastos, FEA; Zanin, A","56","2011","12","14","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim Morro da Igreja Saída da trilha da nascente do Rio Pelotas. 28°07'S - 49°29'W","-49.483333","-28.116667","1730","1730",NA,"Doação FLOR 42023; Campo aberto.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.483333","-28.116667"
"26","2021-02-08 12:54:18-03","UFRGS","ICN","190505","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Dalmolim, E","Dalmolim, E; Bastos, FEA; Zanin, A","44","2011","12","14","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim Morro da Igreja Saída da trilha da nascente do Rio Pelotas. 28°07'S - 49°29'W","-49.483333","-28.116667","1724","1724",NA,"Doação FLOR 42033; Planta feminina e masculina.; Solo úmido.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.483333","-28.116667"
"27","2021-02-08 12:54:18-03","UFRGS","ICN","190506","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Dalmolim, E","Bastos, FEA; Dalmolim, E; Zanin, A","18","2011","12","16","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim Morro da Igreja Cindacta II. 28°07'S - 49°28'W","-49.466667","-28.116667","1783","1783",NA,"Doação FLOR 42130; Touceiras pouco densas, bainhas velhas, rizomatosa, anteras amarelo claro, planta com teratologia, inflor. ramos floríferos verticilados, folhas eratas, não nutantes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.466667","-28.116667"
"28","2021-02-08 12:54:18-03","UFRGS","ICN","190507","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Dalmolim, E","Bastos, FEA; Dalmolim, E; Zanin, A","17","2011","12","16","América do Sul","Brasil","SC","Urubici","Parque Nacional de São Joaquim Morro da Igreja Cindacta II. 28°07'S - 49°28'W","-49.466667","-28.116667","1783","1783",NA,"Doação FLOR 42124; Planta masculina.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-49.466667","-28.116667"
"29","2021-02-08 12:54:18-03","UFRGS","ICN","192813","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen",NA,"Valls, JM; Dall'Agnol, M; Fischer, RG","7486","1983","11","24","América do Sul","Brasil","SC","Bom Jardim da Serra",NA,"-49.624698638916","-28.3369007110596",NA,NA,NA,NA,NA,NA,NA,NA,NA,"32577","auto",NA,NA,NA,NA,NA
"30","2021-02-08 12:54:18-03","UFRGS","ICN","025199","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Valls, JFM","Valls, JFM; et al.","3139","1974","01","10","América do Sul","Brasil","SC","Urubici","13 Km da cidade na estrada para São Joaquim","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Espécie ameaçada de extinção (Criticamente em perigo).; Com teratologia nas espiguetas.",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"31","2021-02-08 12:54:18-03","UFRGS","ICN","150537","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, HM","Zanin, A; et al.","1135","2006","12","04","América do Sul","Brasil","SC","Urubici","caminho entre a Pousada Rio Canoas Refúgio de montanhas e Fazenda do Sr. Arno Philippe","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação Herbário FLOR.; Erva.; Beira de mata.",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"32","2021-02-08 12:54:18-03","UFRGS","ICN","150637","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, HM","Zanin, A; et al.","1265","2006","12","07","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda do Sr. Arno Philippe campo entre a casa da Fazenda e Morro dos Padres passando pela casa azul (vizinho) e cemitério dos Jesuítas","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação Herbário FLOR.; Erva. Planta masculina, da mesma população de AZ et al., 1264.; Beira de riacho.",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"33","2021-02-08 12:54:18-03","UFRGS","ICN","150636","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, HM","Zanin, A; et al.","1264","2006","12","07","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda do Sr. Arno Philippe campo entre a casa da Fazenda e Morro dos Padres passando pela casa azul (vizinho) e cemitério dos Jesuítas","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação Herbário FLOR.; Erva. População grande.; Beira de riacho.",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"34","2021-02-08 12:54:18-03","UFRGS","ICN","150616","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, HM","Zanin, A; et al.","1234a","2006","12","05","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda do Sr. Arno Philippe campo entre a casa da Fazenda e o Morro Boa Vista em direção ao Morro dos Padres","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação Herbário FLOR.; Erva.",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"35","2021-02-08 12:54:18-03","UFRGS","ICN","024910","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi, H","Valls, JFM; et al.","1891","1972","01","04","América do Sul","Brasil","RS","Bom Jesus","Encruzo cabeceira do Rio das Antas","-50.4166984558105","-28.6678009033203",NA,NA,NA,"Espécie ameaçada de extinção (Criticamente em perigo).; Planta com espiguetas teratológicas.; no campo arbustivo, sob pinhal (Araucarieto), muito ralo.",NA,NA,NA,NA,NA,"55856","auto",NA,NA,NA,NA,NA
"36","2021-02-08 12:54:18-03","UFRGS","ICN","150536","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, HM","Zanin, A; et al.","1134","2006","12","04","América do Sul","Brasil","SC","Urubici","caminho entre a Pousada Rio Canoas Refúgio de montanhas e Fazenda do Sr. Arno Philippe","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação Herbário FLOR.; Erva. Muito comum.; Beira de mata.",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"37","2021-02-08 12:54:18-03","UFRGS","ICN","150559","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Longhi-Wagner, HM","Zanin, A; et al.","1168","2006","12","05","América do Sul","Brasil","SC","Urubici","Campo dos Padres Fazenda do Sr. Arno Philippe campo entre a casa da Fazenda e o Morro Boa Vista","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação Herbário FLOR.; Erva.; Beira de mata.",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"38","2021-02-08 12:54:18-03","UFRGS","ICN","190503","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen","Dalmolim, E","Zanin, A; Santos, BH","1450","2007","12","27","América do Sul","Brasil","SC","Urubici","Morro da Igreja","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Doação FLOR 36296; Campo úmido.",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
"39","2021-02-08 12:54:18-03","UFRGS","ICN","025192","S","Plantae","Monocotyledon",NA,"Poaceae","Poa","reitzii","Poa reitzii","Swallen",NA,"Valls, JFM; et al.","3132","1974","01","09","América do Sul","Brasil","SC","Urubici","no trecho mais alto da serra entre Urupema e Rio Rufino 6 Km após Urupema","-49.5917015075684","-28.0149993896484",NA,NA,NA,"Espécie ameaçada de extinção (Criticamente em perigo).; Com teratologia nas espiguetas.",NA,NA,NA,NA,NA,"30102","auto",NA,NA,NA,NA,NA
