"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","coordinatePrecision","individualCount","geoFlag","continentOcean","preparationType","class","relatedCatalogItem","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","typeStatus","infraspecificEpithet"
"11","2021-02-18 09:29:02-03","UNESP-IBB","BOTU","1128","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.","Filho, W.E.","Filho, W.E.","9","1971","10","27","Brasil","São Paulo","São Manuel","Mata da Pavuna, a 10 km de Botucatu",NA,NA,"9999","9999",NA,NA,"BOTU001128",NA,"1971",NA,NA,"Flor de cor vermelha, epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-08 11:07:46-03","UNESP-IBB","BOTU","29171","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.",NA,"Ishara, K.L.","494","2005","09","13","Brasil","São Paulo","Botucatu",NA,"-48.443333","-22.988889","48°26'36w","22°59'20s",NA,NA,"BOTU029171",NA,NA,NA,NA,"Jardim Botânico UNESP Botucatu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:51:43-03","EAO","IAN","81925","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.","Smith, LB","Pires, JM","4557","1954","01","23","Brasil","Rio Grande do Sul","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"IAN081925",NA,"1956",NA,NA,NA,"Monocotiledônea",NA,"51462",NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-12-04 15:26:25-03","PUCPR","HUCP","24387","S","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.",NA,"Ariati, V; Michelon, C","496","2011","12","16","Brasil","Paraná","Telêmaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"HUCP00004416","HUCP00004416",NA,NA,NA,NA,"Monocotiledonea",NA,"35037",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 10:12:23-03","NBC","NL-BOTANY","L.1426874","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.",NA,"Pedersen TM",NA,"1979","09","23","Argentina",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1426874","NL-L1426874",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426874 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae","L 0105324",NA,NA,NA,NA,NA
"16","2020-02-08 10:12:23-03","NBC","NL-BOTANY","L.1426875","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.",NA,"Lorentz PG",NA,"1878","10","01","Uruguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1426875","NL-L1426875",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426875 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae","L 0105325",NA,NA,NA,NA,NA
"17","2020-02-08 10:12:23-03","NBC","NL-BOTANY","L.1426876","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.",NA,"Reineck EM",NA,"1899","07","09","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1426876","NL-L1426876",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1426876 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae","L 0105327",NA,NA,NA,NA,NA
"18","2020-02-08 10:12:23-03","NBC","NL-BOTANY","U.1167947","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.",NA,"Leite JE",NA,"1941","07","01","Brazil",NA,NA,"Plants of Brazil, !",NA,NA,NA,NA,NA,NA,"NL-U1167947","NL-U1167947",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1167947 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"19","2020-02-08 10:12:23-03","NBC","NL-BOTANY","U.1167948","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.",NA,"Haas RH de; Haas JH de",NA,"1967","08","13","Brazil",NA,NA,"Flora Brasiliae Australis, Santa Catarina, Road from Blumenau to Lajes.",NA,NA,NA,NA,NA,NA,"NL-U1167948","NL-U1167948",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1167948 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"20","2020-02-08 10:12:23-03","NBC","NL-BOTANY","U.1174688","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.",NA,"Gallinal JP; et al.",NA,"1942","10","01","Uruguay",NA,NA,"Dept.: Soriano. Juan Jackson. Sta. Elena.",NA,NA,NA,NA,NA,NA,"NL-U1174688","NL-U1174688",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174688 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"21","2020-02-08 10:12:23-03","NBC","NL-BOTANY","U.1174689","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.",NA,"Gallinal JP; et al.",NA,"1937","12","01","Uruguay",NA,NA,"Dept.: Cerro Largo. Rio Negro. Palleros.",NA,NA,NA,NA,NA,NA,"NL-U1174689","NL-U1174689",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174689 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"22","2020-02-08 10:12:23-03","NBC","NL-BOTANY","U.1174690","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B.Sm.",NA,"Heel ALS van",NA,"1961","10","22","Argentina",NA,NA,"Vic. of Buenos Aires.",NA,NA,NA,NA,NA,NA,"NL-U1174690","NL-U1174690",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1174690 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Poales",NA,NA,NA,"Southern America",NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:26:06-03","MN","R","227941","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.",NA,"Paixão-Souza, B.","354","2014","02","18","Brasil","Rio Grande do Sul","Torres",NA,"-49.75","-29.3666667","-49,75","-29,3666667",NA,NA,"R010002167","R010002167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-01-14 15:26:06-03","MN","R","228430","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.","Paixão-Souza, B.","Paixão-Souza, B. 321; Barros, F.",NA,"2014","02","19","Brasil","Rio Grande do Sul","Cambará do Sul","PARNA Aparados da Serra","-50.100017","-29.170433","50°06.001'W","29°10.226'S","911","911","R010002168","R010002168","2016","07","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-01-14 15:26:06-03","MN","R","30440","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.","Smith, L.B.","Cabrera, A.L.","2436","1932","10","30","Argentina","Buenos Aires","Punta Lara",NA,NA,NA,NA,NA,NA,NA,"R010008170",NA,"1952","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:26:05-03","MN","R","46274","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.","Smith, L.B.","D#?#Araújo, F.J.","48",NA,NA,NA,"Brasil","Rio Grande do Sul","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"R010008169",NA,"1952","02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-01-14 15:26:06-03","MN","R","193511","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.",NA,"Santos, E.A.A. 2627; Fromm-Trinta, E. 2521; Trinta, Z.A. 1495; Leane, N. 25; Santos, E.C. 142 & Santos, E.C. 212",NA,"1971","10","07","Brasil","Rio Grande do Sul","Bento Gonçalves",NA,"-51.5191993713379","-29.1714000701904",NA,NA,NA,NA,"R010008171",NA,NA,NA,NA,NA,NA,NA,"21248",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-01-14 15:26:05-03","MN","R","107667","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.",NA,"Vidal, J.","1063","1947","10","18","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"R010008167",NA,NA,NA,NA,NA,NA,NA,"29946",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-01-14 15:26:06-03","MN","R","46816","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L.B. Sm.","Smith, L.B.","Eugênio, J.","122","1942","08",NA,"Brasil","Rio Grande do Sul","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"R010008168",NA,"1952","02",NA,NA,NA,NA,"10287",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-27 13:25:16-03","IAP","PACA-AGP","92370","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Büneker, H.M.","Mondin, C.",NA,"1999","09","04","Brasil","RS","Camaquã","Pacheca, Ilha das Três Bocas","-51.812198638916","-30.8511009216309",NA,NA,NA,NA,"PACA092370",NA,"2018","06","08","HASU 7377. Habitat: Mata arenosa Hábito: epífita","Magnoliophyta","Bromeliales","49429",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"31","2019-08-27 13:25:16-03","IAP","PACA-AGP","101246","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","A. Sehnem","V.L. Mendes",NA,"1971","05","14","Brasil","RS","Canoas",NA,"-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"PACA101246",NA,NA,NA,NA,NA,"Magnoliophyta","Bromeliales","8037",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"32","2019-08-27 13:25:16-03","IAP","PACA-AGP","92374","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Büneker, H.M.","Ohlweiler, A. A.","236","1996","09","30","Brasil","RS","Canoas","Parque Getúlio Vargas","-51.1836013793945","-29.9178009033203",NA,NA,NA,NA,"PACA092374",NA,"2018","06","08","VULNERÁVEL&nf;Em timbaúva, brácteas e sépalas róseas e pétalas roxas. HASU 4205. Hábito: epífita","Magnoliophyta","Bromeliales","8037",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:25:16-03","IAP","PACA-AGP","42611.1","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","Rambo, B.",NA,"1949","07","18","Brasil","RS","Montenegro","Pareci","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA042611-1",NA,"1954","05","17","SEM MATERIAL Habitat: in silva rupestri ad arbores Fenofase: flor","Magnoliophyta","Bromeliales","21601",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"34","2019-08-27 13:25:16-03","IAP","PACA-AGP","107544","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Büneker, H.M.","Sehnem, A.","2094","1946","09","06","Brasil","RS","Montenegro","S. Salvador.","-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"PACA107544",NA,"2018","06","08","Habitat: epiphytum","Magnoliophyta","Bromeliales","21601",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"35","2019-08-27 13:25:16-03","IAP","PACA-AGP","92354","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","sem det.","V. F. Nunes","56","1988","08","24","Brasil","RS","Porto Alegre","Agronomia, campus do vale- UFRGS- viveiro 11","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA092354",NA,NA,NA,NA,"Inflorescência com Brácteas lilaz- avermelhadas e flores roxas. HASU 310. Habitat: Hospedeiros decíduos ou de sombrs rala. Hábito: epífita","Magnoliophyta","Bromeliales","29946",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"36","2019-08-27 13:25:16-03","IAP","PACA-AGP","7415","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Emrich-Rambo","F. Theissen","152","1907",NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA007415",NA,"1954","05","17","Habitat: In silva campestri ad arbores. Fenofase: flor","Magnoliophyta","Bromeliales","10287",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"37","2019-08-27 13:25:16-03","IAP","PACA-AGP","92355","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","M. Haussen","C.J. Steffen",NA,"1988","08","24","Brasil","RS","São Leopoldo","Bairro São José","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA092355",NA,NA,NA,NA,"Sobre Gingko biloba. HASU 020. Hábito: epífita","Magnoliophyta","Bromeliales","10287",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"38","2019-08-27 13:25:16-03","IAP","PACA-AGP","114269","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Dorneles, Maralise B.","Becker, Diego F.P.","5","2010","11","06","Brasil","RS","Caraá","Alto Vila Nova.","-50.366889","-29.725583","50°22'00,8W","29°43'32.1S",NA,NA,"PACA114269",NA,"2010","11","30","Habitat: epifítico","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"39","2019-08-27 13:25:16-03","IAP","PACA-AGP","115334","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","M.L. Paz, V. Graeff, M.F. Parode & V.R.P da Silva","M. L. Paz","7","2014","09","23","Brasil","RS","Palmares do Sul","Fazenda Marcelina","-50.3447","-30.37045","50° 20.682'W","30° 22.227'S",NA,NA,"PACA115334",NA,"2014","09","30","Habitat: epifitico","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"40","2019-08-27 13:25:16-03","IAP","PACA-AGP","115483","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Caldas, J.","Rocha, L.D.","145","2012","10","19","Brasil","RS","Taquara","trecho médio do Rio dos Sinos","-50.765833","-29.679667","50º45'57.0W","29º40'46.8S",NA,NA,"PACA115483",NA,"2012","10","19","Habitat: epífito","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"41","2019-08-27 13:25:16-03","IAP","PACA-AGP","115523","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Becker, D.F.P.","Becker, D.F.P.",NA,"2013","10","28","Brasil","RS","São Francisco de Paula","Floresta Nacional de São Francisco de Paula","-50.394217","-29.420572","50º23'39.18W","29º25'14.06S",NA,NA,"PACA115523",NA,"2013","10","28",NA,"Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"42","2019-11-14 13:52:04-03","IAP","PACA-AGP","115528","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Graeff, V., Junges, F. & Mottin, I.G.","Graeff, V.","3","2014","10","25","Brasil","RS","São Leopoldo","Parque Imperatriz Leopoldina","-51.133","-29.760833","51º07.98'W","29º45.65'S",NA,NA,"PACA115528",NA,"2014","11","05","Habitat: epífito","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"43","2019-08-27 13:25:16-03","IAP","PACA-AGP","92349","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","M. Haussen","M. Haussen",NA,"1986","09","23","Brasil","RS",NA,"Estação Ecológica do Taim.",NA,NA,NA,NA,NA,NA,"PACA092349",NA,NA,NA,NA,"Com flores azuis,abundantes e freqüentes. HASU 772. Habitat: Na beira do Capão. Hábito: erva epífita","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"44","2019-08-27 13:25:16-03","IAP","PACA-AGP","97044","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","Larocca, J.","Oberherr, A.D.","20","2007","08","13","Brasil","RS","Sapiranga",NA,"-50.9965","-29.611333","50°59.79'W","29°36.68'S","52","52","PACA097044",NA,"2007","10","10","Herbário CEMEAM No 96 Habitat: mata Hábito: epífita","Magnoliophyta","Bromeliales",NA,NA,NA,NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"45","2019-08-27 13:25:16-03","IAP","PACA-AGP","74309","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","I. Fernandes","I. Fernandes","939","1991","08","19","Brasil","RS","Bagé","Casa de Pedra","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"PACA074309",NA,NA,NA,NA,"Exposicao sudeste, brácteas roseas. Habitat: Em paredão rochoso. Fenofase: flor roxa","Magnoliophyta","Bromeliales","74087",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
"46","2019-08-27 13:25:16-03","IAP","PACA-AGP","92351","PreservedSpecimen","Plantae","Bromeliaceae","Tillandsia","aeranthos","Tillandsia aeranthos","(Loisel.) L. B. Sm.","M. Haussen","M. Haussen",NA,"1988","01","20","Brasil","RS","Capão da Canoa","Próximo ao Morro Alto","-50.0097007751465","-29.7455997467041",NA,NA,NA,NA,"PACA092351",NA,"1988","04","02","Em final de floração. HASU 636. Habitat: Na mata, paludosa Hábito: erva epífita","Magnoliophyta","Bromeliales","15808",NA,"auto",NA,NA,"Liliatae",NA,NA,NA,NA,NA,NA
