"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","infraspecificEpithet","class","yearIdentified","monthIdentified","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","typeStatus","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","585512","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","K. Andrade","19","1995","03","16","South America","Brazil","Pernambuco","Buíque","Buíque, Catimbau","-37.1542","-8.625","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647247' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585512","NY00585512_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00983189","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","L. Riedel","s.n.","1829","12",NA,"South America","Brazil","Rio de Janeiro",NA,"in umbr. pr. R. Jan.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1112785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00983189","NY00983189_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","585500","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","J. C. de Moraes Vasconcelos","908","1953","11","13","South America","Brazil","Paraíba","Areia","Areia","-35.712202","-6.95148","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650681' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585500","NY00585500_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1522905","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","B. D. Sucre","578","1965","06","17","South America","Brazil","Distrito Federal","Brasília","Margem do Rio S. Bartolomeu.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1787735' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522905","NY01522905_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","585495","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","G. Eiten","5005","1962","07","18","South America","Brazil","Bahia","Euclides da Cunha","Along road from Canudos to Euclides da cunha. About 45 km south of Canudos, or ca. 28 km north of Euclides da Cunha","-39.0158004760742","-10.5074996948242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650678' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585495","NY00585495_01",NA,NA,"65162","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","585502","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","M. d. C. Vidal","15","1988","01","27","South America","Venezuela","Miranda",NA,"Sur-oestre del valle de Caracas. Escuela de Biologia Arboretum","-66.88","10.5","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650669' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585502",NA,"1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","777342","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","W. Ganev","984","1992","08","28","South America","Brazil","Bahia","Piata","Estrada Catolés-Ouro Verde, ca. 4 km. de Catolés","-41.82","-13.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647248' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777342","NY00777342_01","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","585490","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","L. Duarte","349","1964","07","11","South America","Brazil","Bahia",NA,"36 km de Jequié",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650673' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585490","NY00585490_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","585487","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","R. P. Belém","328","1965","01","28","South America","Brazil","Bahia",NA,"Rodovia BR-4, a 300 km de Salvador para Jequié",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650683' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585487","NY00585487_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","585506","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","K. Andrade","280","1996","01","11","South America","Brazil","Pernambuco","Buíque","Entrada para o Paraíso Selvagem","-37.1542","-8.625","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=149746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585506","NY00585506_01","799","799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","585485","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","R. P. Belém","328","1965","01","28","South America","Brazil","Bahia",NA,"Rodovia BR-4, a 300 km de Salvador para Jequié",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650682' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585485","NY00585485_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","585493","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","G. P. Lewis","1964","1991","04","03","South America","Brazil","Bahia",NA,"10 km S of Livramento do Brumado on road to Brumado","-41.83","-13.72","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585493","NY00585493_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","585499","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","R. M. Harley","19450","1977","03","06","South America","Brazil","Bahia",NA,"Serra do Jatobá. Morro de Noss Senhora dos Milagres, just west of Milagres","-39.87","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650670' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585499","NY00585499_01","500","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","585497","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","L. Coradin","6009","1983","06","25","South America","Brazil","Bahia","Jaguarari","Rodovia Jauzeiro-Senhor do Bonfim (BR-40) km 100","-40.17","-10.32","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585497","NY00585497_01","750","750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","585503","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","E. M. N. Ferraz","272","1995","07","21","South America","Brazil","Pernambuco","Inajá","Reserva Biológica de Serra Negra","-37.8239","-8.9019","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=647245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585503","NY00585503_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02099061","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","J. G. Jardim","6206","2012","04","29","South America","Brazil","Rio Grande do Norte","Martins","Sítio do Sr. Clesinho, entrada na saída para Umarizal, ca. 2 Km da entrada","-37.937583","-6.064417","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2953284' target='other'> <mi>dwc_moreinfo</mi></a>","NY02099061","NY02099061_01","707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","585494","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","G. Eiten","5005","1962","07","18","South America","Brazil","Bahia","Euclides da Cunha","Along road from Canudos to Euclides da cunha. About 45 km south of Canudos, or ca. 28 km north of Euclides da Cunha","-39.0158004760742","-10.5074996948242","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650677' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585494","NY00585494_01",NA,NA,"65162","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1522900","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","W. R. Anderson","9153","1973","04","19","South America","Brazil","Minas Gerais","Januária","13 km by road W of Januária on road to Serra das Araras","-44.3616981506348","-15.4881000518799","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1787722' target='other'> <mi>dwc_moreinfo</mi></a>","NY01522900","NY01522900_01","575","575","148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","585496","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Nissolia","vincentina","Nissolia vincentina","(Ker Gawl.) T.M.Moura & Fort.-Perez","T. M. de Moura","L. Coradin","6582","1983","07","07","South America","Brazil","Bahia","Ibotirama","Rodovia (BR-242) Ibotirama-Barreiras km 30","-43.5","-12.2","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=650679' target='other'> <mi>dwc_moreinfo</mi></a>","NY00585496","NY00585496_01","540","540",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","33724","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.",NA,"F.G. Aquino","377","2008","04","25",NA,"Brasil","Goiás","Barro Alto",NA,"-49.010667","-15.101222",NA,NA,"BOTU033724",NA,NA,NA,NA,NA,"49°00'38,4''w","15°06'04,4''s",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","32688","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(L.) Urb.",NA,"Krapovickas, A.","38044",NA,NA,NA,NA,"Brasil","Pernambuco","Pesqueira","Pesqueira:Mimoso, 22km leste de Arcoverde, BR-232",NA,NA,NA,NA,"BOTU032688",NA,NA,NA,NA,NA,"9999","9999","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-02-18 09:29:38-03","UNESP-IBB","BOTU","32688","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(L.) Urb.",NA,"Krapovickas, A.","38044",NA,NA,NA,NA,"Brasil","Pernambuco","Pesqueira","Pesqueira:Mimoso, 22km leste de Arcoverde, BR-232",NA,NA,NA,NA,"BOTU032688",NA,NA,NA,NA,NA,"9999","9999","pubescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-11-19 15:44:02-03","UNEB","HUNEB","10026","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.",NA,"Silva-Lima, Ciro Samuel","38","2006","06","24",NA,"Brasil","Bahia","Olindina","Fazenda Samambaia","-38.3333015441895","-11.3667001724243",NA,NA,"HUNEB0010026",NA,NA,NA,"25403","auto",NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-19 15:44:02-03","UNEB","HUNEB","7125","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens var. pubescens","(DC.) Rudd",NA,"Queiroz, L.P.de","1112","1986","11","16",NA,"Brasil","Bahia","Valente","Ba 120, 3 km após Valente.","-39.433333","-11.383333",NA,NA,"HUNEB0007125",NA,NA,NA,NA,NA,"39W26'0''","11S23'0''","var. pubescens","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-19 15:44:02-03","UNEB","HUNEB","7693","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens var. pubescens","(DC.) Rudd",NA,"França, F.","2318","1997","06","21",NA,"Brasil","Bahia","Iaçu","Morro da Garrafa","-39.858611","-12.755278",NA,"Margem da encosta com rocha exposta, fronteiras com encostas arbustiva-arbórea.","HUNEB0007693",NA,NA,NA,NA,NA,"39W51'31''","12S45'19''","var. pubescens","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-11-19 15:44:02-03","UNEB","HUNEB","7125","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens var. pubescens","(DC.) Rudd",NA,"Queiroz, L.P.de","1112","1986","11","16",NA,"Brasil","Bahia","Valente","Ba 120, 3 km após Valente.","-39.433333","-11.383333",NA,NA,"HUNEB0007125",NA,NA,NA,NA,NA,"39W26'0''","11S23'0''","var. pubescens","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2019-11-19 15:44:02-03","UNEB","HUNEB","7693","PreservedSpecimen","Plantae","Angiospermae","Florideophycidae","Fabaceae","Chaetocalyx","scandens","Chaetocalyx scandens var. pubescens","(DC.) Rudd",NA,"França, F.","2318","1997","06","21",NA,"Brasil","Bahia","Iaçu","Morro da Garrafa","-39.858611","-12.755278",NA,"Margem da encosta com rocha exposta, fronteiras com encostas arbustiva-arbórea.","HUNEB0007693",NA,NA,NA,NA,NA,"39W51'31''","12S45'19''","var. pubescens","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-04-08 17:41:21-03","EAO","IAN","104980","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Chaetocalyx","parviflora","Chaetocalyx parviflora","Benth.",NA,"Ducke, A","2482","1955","08","18","Southern America","Brasil","Ceará",NA,"Serra do Maranguape, terra inferior, beira do caminho.",NA,NA,NA,"Trepadeirinha; flor amarela.","IAN104980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-04-08 17:41:21-03","EAO","IAN","5539","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Chaetocalyx","parviflora","Chaetocalyx parviflora","Benth.",NA,"Sellow, F","s.n.",NA,NA,NA,"Southern America","Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"IAN005539","IAN005539_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-04-08 17:41:21-03","EAO","IAN","104862","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Chaetocalyx","parviflora","Chaetocalyx parviflora","Benth.",NA,"Ducke, A","195","1956","06","02","Southern America","Brasil","Ceará","Maracanaú","Ponte do rio do Lugar Pau Serrado.","-38.6255989074707","-3.87666988372803",NA,"Flor creme.","IAN104862",NA,NA,NA,"10325","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-04-08 17:41:21-03","EAO","IAN","25882","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Chaetocalyx","pubescens","Chaetocalyx pubescens","DC.",NA,"sc","s.n.",NA,NA,NA,NA,"Rep. Dominicana","Santo Domingo",NA,NA,NA,NA,NA,NA,"IAN025882","IAN025882_f",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-04-08 17:41:21-03","EAO","IAN","183462","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Chaetocalyx","scandens","Chaetocalyx scandens","(L.) Urb.","Queiróz, LP de","Cardoso, D","11","2004","04","09","Southern America","Brasil","Bahia","Feira de Santana","Tucano: Sítio do Mandacaru, ca. 11km de Tucano. Caatinga arbóreo-arbustiva. Solo arenoso e pedregoso.","-38.7725","-10.876111",NA,"Treapadeira, volúvel. Folhas papiráceas, puvbescentes e concolores verdes. flores com corola amarela, cálice verde e anteras creme. Frutos imaturos verdes.","IAN183462",NA,"382","382",NA,NA,"-38.7725","-10.876111",NA,NA,"2004","06",NA,NA,NA,NA,NA,NA,NA
"43","2021-04-08 17:41:21-03","EAO","IAN","82563","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Chaetocalyx","scandens","Chaetocalyx scandens pubescens","(L.) Urb.","Rudd, VE","Moraes, JC de","908","1953","11","13","Southern America","Brasil","Paraíba",NA,"Areia. Lugares altos, região de agreste.",NA,NA,NA,"Subarbusto volúvel.","IAN082563",NA,NA,NA,NA,NA,NA,NA,"pubescens",NA,"1958",NA,NA,NA,NA,NA,NA,NA,NA
