"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","typeStatus","recordNumber","continentOcean","preparationType","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","class","verbatimLongitude","verbatimLatitude","dayIdentified","relatedCatalogItem","fieldNumber","sex"
"47","2020-09-12 05:00:02-03","US","US","2519266","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Orthophytum","compactum","Orthophytum compactum","L.B. Sm.",NA,NA,NA,"R. P. Belém",NA,NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,"1",NA,NA,"Holotype","1626","South America - Neotropics",NA,"US00091414","US00091414_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA
"48","2020-09-12 05:00:02-03","US","US","2519281","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Orthophytum","compactum","Orthophytum compactum","L.B. Sm.",NA,NA,NA,"R. P. Belém","1965","8","14","Brazil","Minas Gerais",NA,"Margem da Rodovia Nanuque - Teofilo Otoni, Serra Rochosa.",NA,NA,NA,"1",NA,NA,"Holotype","1626","South America - Neotropics",NA,"US00091413","US00091413_01",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA
"49","2020-09-12 05:00:02-03","US","US","2121547","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B. Sm.",NA,NA,NA,"M. B. Foster","1952","1",NA,"Brazil","Mato Grosso",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1079","South America - Neotropics",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA
"50","2020-09-12 05:00:02-03","US","US","2169560","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B. Sm.",NA,NA,NA,"M. B. Foster",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,"s.n.","South America",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA
"51","2020-09-12 05:00:02-03","US","US","2584783A","PreservedSpecimen","Plantae",NA,"Bromeliales","Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B. Sm.",NA,NA,NA,"R. P. Belém","1968","7","9","Brazil","Espírito Santo",NA,"Região Bahia. Margem da Rodovia Colatina-Vitória. 45km leste de Colatina. Zona calcárea.",NA,NA,NA,"1",NA,NA,NA,"3832","South America - Neotropics",NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA
"52","2019-07-09 12:55:32-03","F","FMNH-SEEDPLANTS","V0404173F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum",NA,NA,NA,NA,"R. P. Belém","1968","9","7","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,"3832","South America",NA,"V0404173F","V0404173F_01",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA
"53","2020-07-23 12:01:00-03","CEPLAC","CEPEC","4413","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","compactum","Orthophytum compactum",NA,"L. B. Smith",NA,NA,"R. P. Belém","1968","06","30","Brasil","Minas Gerais","NANUQUE","Margem da Rodovia.","-40.3539009094238","-17.8391990661621","46980",NA,NA,"auto",NA,"3793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/08/1985",NA,NA
"54","2020-07-23 12:01:00-03","CEPLAC","CEPEC","1852","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","compactum","Orthophytum compactum",NA,"R. B. Louzada",NA,NA,"R. P. Belém","1965","08","14","Brasil","Minas Gerais","NANUQUE","Margem da Rod. Nanuque/Teofilo Otoni.","-40.3539009094238","-17.8391990661621","46980",NA,NA,"auto","Isótipo","1626",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"27/03/2008",NA,NA
"55","2020-07-23 12:01:00-03","CEPLAC","CEPEC","4643","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum",NA,"L. B. Smith",NA,NA,"R. P. Belém","1968","07","09","Brasil","Espírito Santo","colatina","Margem da Rod. Colatina/Vitoria, 45 Km E de Colatina.","-40.6305999755859","-19.539400100708","57036",NA,NA,"auto",NA,"3832",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01/06/1979",NA,NA
"56","2019-11-01 15:13:19-03","UnB","UB","190996","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Orthophytum","compactum","Orthophytum compactum","L.B. Sm.","Smith, LB","1983","06","Belém, RP","1965","08","14","Brasil","Minas Gerais",NA,"Serra rochosa",NA,NA,NA,NA,"Terrestre. Flores brancas, brácteas esbranquiçadas",NA,"isotype","1626","Southern America",NA,"UB0036745","UB0036745",NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-01 15:13:19-03","UnB","UB","114485","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Bromeliaceae","Orthophytum","compactum","Orthophytum compactum","L.B. Sm.","Wanderley, MGL","2006",NA,"Márcio; PLK","1976","01","28","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807","101169",NA,"Folhas alvas; folhas grossas.; Cerrado.","auto",NA,"14062","Southern America",NA,"UB0002845","UB0002845",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-05-06 11:54:38-03","UFU","HUFU","52812","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","compactum","Orthophytum compactum","L.B.Sm.","Wanderley, M.G.L.","2006","06","Márcio; Krieger, L.","1976","01","28","Brasil","Minas Gerais","Diamantina",NA,"-43.6002998352051","-18.2493991851807","101169",NA,"Flores alvas.; No cerrado, entre blocos de arenito.","auto",NA,"14062",NA,NA,"HUFU00025868","HUFU00025868",NA,NA,NA,NA,NA,"01",NA,NA,NA
"59","2021-03-05 16:09:36-03","MN","R-TIPOS","32448a","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B. Sm.","Louzada, R.B.","2010","08","Foster, M.B. ; Foster, R.","1939","07","27","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","23813",NA,NA,"auto","Isotypus","288",NA,NA,"R000032448a","R000032448a_001","2550","2550",NA,NA,NA,NA,NA,NA,NA
"60","2021-03-05 16:09:36-03","MN","R-TIPOS","32448","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B. Sm.","Louzada, R.B.","2010","08","Foster, M.B. ; Foster, R.","1939","07","27","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","23813",NA,NA,"auto","Isotypus","288",NA,NA,"R000032448","R000032448_001 R000032448_002","2550","2550",NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 10:02:41-03","IBt","SP","390443","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Louzada, RB",NA,NA,"Louzada, RB; et al.","2006","08","02","Brasil","Espírito Santo","Santa Teresa","São Marcos","-40.3669","-19.5274",NA,NA,NA,NA,NA,"13",NA,NA,"SP052313","SP052313",NA,NA,NA,"-40.3669","-19.5274",NA,NA,NA,NA
"62","2019-11-21 10:02:41-03","IBt","SP","442623","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Louzada, RB","2012","03","Louzada, RB; Medeiros, MCMP","2009","07","17","Brasil","Espírito Santo","Vila Pavão",NA,"-40.560278","-18.631667",NA,NA,NA,NA,NA,"145",NA,NA,"SP052314","SP052314","133","133",NA,"-40.560278","-18.631667","14",NA,NA,NA
"63","2019-11-21 10:02:41-03","IBt","SP","442623a","Extra","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Louzada, RB","2012","03","Louzada, RB; Medeiros, MCMP","2009","07","17","Brasil","Espírito Santo","Vila Pavão",NA,"-40.560278","-18.631667",NA,NA,NA,NA,NA,"145",NA,NA,"SP052315","SP052315","133","133",NA,"-40.560278","-18.631667","14",NA,NA,NA
"64","2019-11-21 10:02:41-03","IBt","SP","453353","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Wanderley, MGL","2014","01","Forzza, RC; Silva, J; Hmeljeviski, KV; Leal, ES","2009","11","19","Brasil","Espírito Santo","Vila Pavão","Afloramento rochoso dentro da cidade","-40.604167","-18.615",NA,NA,NA,NA,NA,"5755",NA,NA,"SP052317","SP052317","300","300",NA,"-40.604167","-18.615","09",NA,NA,NA
"65","2019-11-21 10:02:41-03","IBt","SP","44752","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L.B.Sm.","Louzada, RB","2012","03","Foster, M; Foster, R","1940","08","07","Brasil","Espírito Santo","Santa Teresa",NA,"-40.6002998352051","-19.9356002807617","23813",NA,NA,"auto",NA,"881",NA,NA,"SP052316","SP052316",NA,NA,NA,NA,NA,"14",NA,NA,NA
"66","2019-11-21 10:02:41-03","IBt","SP","412567","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","rubiginosum","Orthophytum rubiginosum","Leme","Louzada, RB",NA,NA,"Louzada, RB","2009","04","02","Brasil","Espírito Santo","Vila Pavão","Cabeceira do córrego Socorro. Propriedade do Sr. Valdemar Grenivald","-40.654444","-18.592778",NA,NA,NA,NA,NA,"130",NA,NA,"SP052383","SP052383","230","230",NA,"-40.654444","-18.592778",NA,NA,NA,NA
"67","2019-11-21 10:02:41-03","IBt","SP","442625","S","Plantae",NA,NA,"Bromeliaceae","Orthophytum","rubiginosum","Orthophytum rubiginosum","Leme","Louzada, RB",NA,NA,"Louzada, RB","2009","04","02","Brasil","Espírito Santo","Vila Pavão","Cabeceira do córrego Socorro","-40.653333","-18.599167",NA,NA,NA,NA,NA,"132",NA,NA,"SP052382","SP052382","209","209",NA,"-40.653333","-18.599167",NA,NA,NA,NA
"68","2010-08-16 16:42:49-03","GH","HU-HERB","GH 00029159","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L. B. Smith",NA,NA,NA,"M. B. Foster & R. Foster","1939","7","27","Brazil","Espirito Santo",NA,"Santa Teresa, alt. 2550 feet",NA,NA,NA,NA,NA,NA,"Type","288","South America","Sheet",NA,NA,"777",NA,NA,NA,NA,NA,NA,"288","undetermined"
"69","2010-08-16 16:42:49-03","GH","HU-HERB","GH 00029160","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Orthophytum","foliosum","Orthophytum foliosum","L. B. Smith",NA,NA,NA,"M. B. Foster & R. Foster","1939","7","27","Brazil","Espirito Santo",NA,"Santa Teresa, alt. 2550 feet",NA,NA,NA,NA,NA,NA,"Type","288","South America","Sheet",NA,NA,"777",NA,NA,NA,NA,NA,NA,"288","undetermined"
