"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","typeStatus","individualCount"
"22","2021-03-15 16:37:00-03","NY","NYBG","02423478","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,"P. C. Porto","1928","01","09","Brazil","Rio de Janeiro","Itatiaia","Monte Serrat Maromba","-44.609817","-22.331098",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685387' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423478","NY02423478_01","1663",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","391069","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby",NA,NA,NA,"J. M. Silva","1997","09","18","Brazil","Paraná","Tijucas do Sul","Serra Papanduva","-49.1989","-25.9283",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532798' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391069","NY00391069_01","1986",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","391070","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby",NA,NA,NA,"J. M. Silva","1998","11","10","Brazil","Paraná","Tunas do Paraná","Ouro Fino","-49.0856","-24.9744",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391070","NY00391070_01","2605",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","391063","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"W. Hoehne","1936","10",NA,"Brazil","São Paulo","Sao Paulo","Sao Paulo, Cidade Jardim","-46.698324","-23.591462",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532793' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391063","NY00391063_01",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","391084","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"R. M. Klein","1949","12","05","Brazil","Santa Catarina","Brusque","Mata da Azambuja, Brusque","-48.910147","-27.126635",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532782' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391084","NY00391084_01","151","50","50","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","391083","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"R. M. Klein","1955","11","18","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391083","NY00391083_01","1759","150","150","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","391079","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"R. Reitz","1956","10","25","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532772' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391079","NY00391079_01","3912","200","200","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","391073","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"C. Pabst","1961","10","17","Brazil","Paraná","Paranaguá","A 3km de Paranaguá","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532796' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391073","NY00391073_01","5890",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00917421","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"A. P. Duarte","1948","11","04","Brazil","Minas Gerais","Juiz de Fora","Parque de Mariano Procópio. Juíz de Fóra","-43.359468","-21.746131",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917421","NY00917421_01","1078",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02423481","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,"W. D. Barros","1940","12","10","Brazil","Rio de Janeiro","Itatiaia","Vale do Taquaral","-44.5631","-22.4961",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2685392' target='other'> <mi>dwc_moreinfo</mi></a>","NY02423481","NY02423481_01","130",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00917420","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. M. Magalhaes","1961","11","05","Brazil","Minas Gerais",NA,"Entre Mariana e Ponte Nova",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996244' target='other'> <mi>dwc_moreinfo</mi></a>","NY00917420","NY00917420_01","s.n.",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","391078","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"R. Reitz","1965","12","10","Brazil","Santa Catarina","Itaiópolis","Itaió, Itaiópolis","-49.9064","-26.3367",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532779' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391078","NY00391078_01","17371","800","800","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","391068","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby",NA,NA,NA,"J. M. Silva","1998","12","01","Brazil","Paraná","Guaratuba","Rio Itararé","-48.5744","-25.8831",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391068","NY00391068_01","2684",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","391085","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"L. B. Smith","1956","11","04","Brazil","Santa Catarina","Itajaí","Praia Braba, Itajaí","-48.644872","-26.946812",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532787' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391085","NY00391085_01","7304",NA,"3","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","391065","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"A. B. Joly","1948","06","26","Brazil","São Paulo","Ribeirao Pires","Paranapiacaba: Alto da Serra. Estaçao Biológica","-46.4097","-23.71",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532794' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391065","NY00391065_01",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","391077","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"K. Lems","1964","03","22","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. Pedra do Conde, Floresta da Tijuca. Top of mountain","-43.2075","-22.9031",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532774' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391077","NY00391077_01",NA,"800","800","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","391064","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"W. Hoehne","1941","12","02","Brazil","São Paulo","Sao Paulo","Sao Paulo, Campo Congonhas","-46.660488","-23.627973",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532791' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391064","NY00391064_01",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","391056","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes",NA,NA,NA,NA,"M. Kirizawa","1978","03","15","Brazil","São Paulo","Sao Paulo","Sao Paulo, Parque Estadual das Fontes do Ipiranga, Jardim Botanico. Area 9","-46.618358","-23.646109",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532803' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391056","NY00391056_01","330",NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","391086","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"J. G. Kuhlmann","1950","09","03","Brazil","Santa Catarina","Florianópolis","Morro da Lagoa da Coleceiças, Florianópolis","-48.47383","-27.564807",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532797' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391086","NY00391086_01",NA,NA,NA,"Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","391059","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. G. Hatschbach","1965","11","03","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.365093","-25.575152",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532780' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391059","NY00391059_01 NY00391059_02","13089","10","10","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","391057","PreservedSpecimen","Plantae","Fabaceae","Abarema","langsdorfii","Abarema langsdorfii","(Benth.) Barneby & J.W.Grimes","R. C. Barneby; J. W. Grimes",NA,NA,NA,"G. G. Hatschbach","1967","11","24","Brazil","Paraná","Paranaguá","Taboleiro do Guarani","-48.5092","-25.5203",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=532801' target='other'> <mi>dwc_moreinfo</mi></a>","NY00391057","NY00391057_01","17959","5","10","Magnoliophyta","Fabales","South America","sheet",NA,NA,NA,NA,NA,NA,NA
