"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","individualCount","sex"
"92","2020-09-02 16:34:44-03","Cenargen","CEN","53063","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Bruno Machado Teles Walter","4976","2001","12","12",NA,"Brasil","Exsicatas",NA,"Coleção oriunda de faixa campestre (campo limpo). Pseudo bulbo aparente (acima do solo). Planta coletada para cultivo e posterior confecção de voucher. Inflorescência coletada a partir de mudas. Florescimento em 4/8/2004. Doação do Herbário do IBGE - Reserva Ecológica do IBGE. Plantas do Brasil - Bahia.","CEN00053063",NA,NA,"Lindl.","B. M. T. Walter","BA","COCOS","Fazendas Trijunção, estrada da velha sede administrativa para a sede do Guará, ladeada por grandes veredas.","-44.5344009399414","-14.1838998794556","830","830","CEN00053063","2011","03",NA,NA,NA,NA,NA,"199742","auto",NA,"1",NA
"93","2020-09-02 16:34:44-03","Cenargen","CEN","45574","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"João Aguiar Nogueira Batista","1170","2001","01","11",NA,"Brasil","Exsicatas",NA,"Pseudobulbos não enterrados, os mais velhos externamente verdes ou amarelados, 11-13 x 2-2,5 cm. Folhas não articuladas. Observado alguns exemplares esparsos pelo local. Inflorescência marrom, 120 cm de altura. Pedúnculo 78 cm compr. Ráquis ca. 43 cm, com 2-3 ramificações laterais de 17-26 cm de altura. OBS.: Plantas coletadas no local em 11/01/2001 e mantidas em cultivo na Embrapa-Cenargen em Brasília desde então. Primeira floração em cultivo. Floração do meio de setembro ao começo de outubro.","CEN00045574",NA,NA,"Lindl.","J. A. N. Batista & L. B. Bianchetti","DF","BRASILIA","Núcleo Bandeirante, Mansões Park way, campo as margens do córrego do Cedro, na altura em que este é cortado pela pista, próximo a quadra 16.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00045574","2002","09",NA,NA,NA,NA,NA,"70570","auto",NA,"2",NA
"94","2020-09-02 16:34:44-03","Cenargen","CEN","25472","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"João Aguiar Nogueira Batista","613","1996","08","17",NA,"Brasil","Exsicatas",NA,"Em campo limpo permanentemente úmido. Solo escuro, hidromorfo. Área não queimada este ano. Queimada, aparentemente, no ano passado. Frequente, observado uma grande população no local com grande número de plantas em floração. Floração em estágio mediano, alguns poucos exemplares com haste ainda em crescimento e outros poucos já em final de floração.","CEN00025472",NA,NA,"Lindl.","J. A. N. Batista","DF","BRASILIA","Santuário Ecológico do Riacho Fundo. Área entre a pista que sobe em direção ao balão do aeroporto e a QL 2 do lago sul.","-47.9296989440918","-15.7797002792358",NA,NA,"CEN00025472 CEN00025472_1","1996","08",NA,NA,NA,NA,NA,"70570","auto",NA,"2",NA
"95","2020-09-02 16:34:44-03","Cenargen","CEN","27422","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"João Aguiar Nogueira Batista","1240","2001","06","30",NA,"Brasil","Exsicatas",NA,"coletada 2 plantas para cultivo no cenargen, demais informações na exsicata. Doação Flora do Brasil - Estado de Goiás.","CEN00027422",NA,NA,"Lindl.","J. A. N. Batista & L. B. Bianchetti","GO","ALTO PARAISO DE GOIAS","Chapada dos Veadeiros. Mun. de Alto Paraíso, Área a direita da estrada de terra, em direção a São Jorge, ca. de 11 Km após e a Oeste da bifurcação com a GO-118.","-47.5099983215332","-14.1324996948242",NA,NA,"CEN00027422","2001","06",NA,NA,NA,NA,NA,"44724","auto",NA,"1",NA
"96","2020-09-02 16:34:44-03","Cenargen","CEN","51366","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"João Aguiar Nogueira Batista","1240","2001","07","30",NA,"Brasil","Exsicatas",NA,"A partir de material coletado no local em 30/07/2001 e matido em cultivo na EMBRAPA-CENARGEN, em Brasília, primeira floração, demais informações na exsicata. Doação Flora do Brasil - Estado de Goiás.","CEN00051366",NA,NA,"Lindl.","J. A. N. Batista","GO","ALTO PARAISO DE GOIAS","Chapada dos Veadeiros. Mun. de Alto Paraíso, Área a direita da estrada de terra, em direção a São Jorge, ca. de 11 Km após e a Oeste da bifurcação com a GO-118.","-47.5099983215332","-14.1324996948242",NA,NA,"CEN00051366","2003","08",NA,NA,NA,NA,NA,"44724","auto",NA,"1",NA
"97","2020-09-02 16:34:44-03","Cenargen","CEN","37141","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"João Aguiar Nogueira Batista","1154","2001","01","10",NA,"Brasil","Exsicatas",NA,"Coletada afim de documentar a parte vegetativa e a ocorrência da espécie no local, Demais informações na exsicata, Doação Flora do Brasil - Estado de Goiás.","CEN00037141",NA,NA,"Lindl.","J. A. N. Batista","GO","ALTO PARAISO DE GOIAS","Chapada dos Veadeiros. Mun. de Alto Paraíso, Área a esquerda da pista na GO 118 em direção a Teresina de Goiás, ca. de 20 km após e ao N de Alto Paraíso, na altura do km 187, ca. de 1 - 1,5 km antes do morro com o cruzeiro.","-47.5099983215332","-14.1324996948242",NA,NA,"CEN00037141","2001","01",NA,NA,NA,NA,NA,"44724","auto",NA,"1",NA
"98","2020-09-02 16:34:44-03","Cenargen","CEN","14922","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Taciana Barbosa Cavalcanti","852","1991","08","14",NA,"Brasil","Exsicatas",NA,NA,"CEN00014922",NA,NA,"Lindl.","L. B. Bianchetti","GO","ALTO PARAISO DE GOIAS","Parque Nacional da Chapada dos Veadeiros - na margem da cerca próxima à sede. (8 km).","-47.5099983215332","-14.1324996948242","1100","1100","CEN00014922",NA,NA,NA,NA,NA,NA,NA,"44724","auto",NA,"5",NA
"99","2020-09-02 16:34:44-03","Cenargen","CEN","103019","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"B. M. Carvalho","44","2009","09","29",NA,"Brasil","Exsicatas",NA,"Pseudobulbos expostor, com folhas não articuladas, flores com sépalas e pétalas marrom esverdeada com áculas marrom avermelhadas, labelo amarelo com os segmentos laterais com máculas veremelho amarronzado,Doação Herbário do Departamento de Botânica - ICB - UFMG - Plantas do Brasil - BHCB 137598","CEN00103019",NA,NA,"Lindl.","J. A. N. Batista","MG","ILICINEA","Parque Estadual da Boa Esperança, planta incorparada a coleção do Museu de História Natural e Jardim Botânico da UFMG (MHNJBO1778) em 20/01/2009","-45.8328018188477","-20.9358005523682",NA,NA,"CEN00103019","2009","09",NA,NA,NA,NA,NA,"15296","auto",NA,"1",NA
"100","2020-09-02 16:34:44-03","Cenargen","CEN","29504","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Tarcisio de Souza Filgueiras","3290","1995","09","28",NA,"Brasil","Exsicatas",NA,"Doação Herbário IBGE.","CEN00029504",NA,NA,"Lindl.","J. A. N. Batista","GO","ALTO PARAISO DE GOIAS","Parque Nacional da Chapada dos Veadeiros.","-47.5099983215332","-14.1324996948242","1126","1126","CEN00029504","1998","03",NA,NA,NA,NA,NA,"44724","auto",NA,"1",NA
"101","2019-12-09 17:30:34-03","UFPR","EFC","16744","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Silva, A.R.",NA,"2012","09","12",NA,"Brasil",NA,NA,"Erva, campo úmido, 57cm de altura, pseudobulbos verde-amarronzados","EFC016744",NA,NA,"Lindl.","Engels, M.E.","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"2012","11",NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA
"102","2021-03-15 18:29:06-03","USP","SPF","210754","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Zappi, DC","2254","2009","07","27",NA,"Brasil",NA,NA,"Pseudobulbos amarelos com listras enegrecidas, os mais jovens completamente cinéreos com espinhos na ponta, inflorescência vinacea, flores vináceas com labelo amarelo.; Campo limpo com afloramentos rochosos planos a angulosos, entre","SPF00210754",NA,NA,"Lindl.","Menini Neto, L","Minas Gerais","Santana de Pirapama","Serra do Cipó, Trilha da Senhorinha, topo da serra. Acesso pela Faz. Inhame.","-43.743249","-18.937314",NA,NA,NA,"2010","12","-43.743249","-18.937314",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-10-07 09:19:55-03","UEFS","HUEFS","33454","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Viana, B.F.","130","1996","01","10",NA,"Brasil",NA,NA,"Dunas.","HUEFS0033454","Angiospermae","Asparagales","Lindl.",NA,"Bahia","Salvador","Abaeté.","-38.510799407959","-12.9710998535156",NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,"26018","auto",NA,NA,NA
"104","2019-10-07 09:19:55-03","UEFS","HUEFS","101607","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Smidt, E.C.","671","2005","10",NA,NA,"Brasil",NA,NA,NA,"HUEFS0101607","Angiospermae","Asparagales","Lindl.",NA,"Bahia","Ibicoara",NA,"-41.3","-13.516667",NA,NA,NA,NA,NA,"41W18'","13S31'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"105","2019-10-07 09:19:55-03","UEFS","HUEFS","58222","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Ribeiro, T.","331","2001","07","04",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0058222","Angiospermae","Asparagales","Lindl.","J.A.N.Batista","Bahia","Érico Cardoso","Poção, Estrada Vereda-Curralzinho.","-42.098333","-13.271111","1123","1123",NA,"2006","02","42W5'54''","13S16'16''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"106","2019-10-07 09:19:55-03","UEFS","HUEFS","12200","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Ganev, W.","1136","1992","09","22",NA,"Brasil",NA,NA,NA,"HUEFS0012200","Angiospermae","Asparagales","Lindl.","A.T.de Brito","Bahia","Abaíra",NA,"-41.85","-13.316667","1250","1250",NA,"1996","03","41W51'","13S19'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"107","2019-10-07 09:19:55-03","UEFS","HUEFS","15843","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Ganev, W.","2304","1993","10","25",NA,"Brasil",NA,NA,NA,"HUEFS0015843","Angiospermae","Asparagales","Lindl.","A.T.de Brito","Bahia","Abaíra",NA,"-41.85","-13.383333","1480","1480",NA,"1996","03","41W51'","13S23'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"108","2019-10-07 09:19:55-03","UEFS","HUEFS","178754","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Harley, R.M.","25764","1988","10","30",NA,"Brasil",NA,NA,"Campo arenoso com afloramento de rocha conglomerada.","HUEFS0178754","Angiospermae","Asparagales","Lindl.",NA,"Bahia","Rio de Contas","Pico das Almas - vertente leste - trilha Faz. Silvina - Queiroz.","-41.933333","-13.533333","1350","1450",NA,NA,NA,"41W56'","13S32'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"109","2019-10-07 09:19:55-03","UEFS","HUEFS","192420","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Almeida-Silva, G.","295","2012","10","25",NA,"Brasil",NA,NA,"Campo rupestre dominado por Vellozia sincorana.","HUEFS0192420","Angiospermae","Asparagales","Lindl.",NA,"Bahia","Palmeiras","Parque Nacional Chapada Diamantina - Morro dos ventos.","-41.510833","-12.517778","950","950",NA,NA,NA,"41W30'39''","12S31'4''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"110","2019-10-07 09:19:55-03","UEFS","HUEFS","220125","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Brito, A.L.T.","2205",NA,NA,NA,NA,"Brasil",NA,NA,NA,"HUEFS0220125","Angiospermae","Asparagales","Lindl.",NA,"Bahia",NA,"Sítio do Pai Inácio.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,NA,NA,NA,NA,NA
"111","2019-10-07 09:19:55-03","UEFS","HUEFS","40352","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Melo, E.","2965","1999","09","05",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0040352","Angiospermae","Asparagales","Lindl.","J.A.N.Batista","Bahia","Jacobina","Antena do Bairro dos Índios.","-40.506111","-11.211667","840","840",NA,"2006","02","40W30'22''","11S12'42''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"112","2019-10-07 09:19:55-03","UEFS","HUEFS","5518","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Noblick, L.R.","4479","1985","12","12",NA,"Brasil",NA,NA,NA,"HUEFS0005518","Angiospermae","Asparagales","Lindl.","C.van den Berg","Bahia","Salvador",NA,"-38.35","-12.933333",NA,NA,NA,"2004","01","38W21'","12S56'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"113","2019-10-07 09:19:55-03","UEFS","HUEFS","76776","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Rapini, A.","1092","2003","09","09",NA,"Brasil",NA,NA,NA,"HUEFS0076776","Angiospermae","Asparagales","Lindl.","J.A.N.Batista","Minas Gerais","Grão Mogol","Grão-Mogol Trilha do Barão","-42.883333","-16.55","900","900",NA,"2006","02","42W53'","16S33'","Lilianae",NA,NA,NA,NA,NA,NA,NA
"114","2019-10-07 09:19:55-03","UEFS","HUEFS","90951","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"van den Berg, C.","1430","2004","11","22",NA,"Brasil",NA,NA,"Campo rupestre.","HUEFS0090951","Angiospermae","Asparagales","Lindl.",NA,"Bahia","Rio de Contas","Subida do Itoibira.","-41.888611","-13.379722","1507","1507",NA,NA,NA,"41W53'19''","13S22'47''","Lilianae",NA,NA,NA,NA,NA,NA,NA
"115","2019-10-07 09:19:55-03","UEFS","HUEFS","41203","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Conceição, A.S.","418","1999","10","23",NA,"Brasil",NA,NA,"Campo rupestre. Solo argiloso com muitas rochas.","HUEFS0041203","Angiospermae","Asparagales","Lindl.","J.A.N.Batista","Bahia","Abaíra","Mata. Subida do Barbado.","-41.6636009216309","-13.2496995925903","1485","1485",NA,"2006","02",NA,NA,"Lilianae",NA,NA,"26531","auto",NA,NA,NA
"116","2019-10-07 09:19:55-03","UEFS","HUEFS","161342","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Smidt, E.C.","812",NA,NA,NA,NA,"Brasil",NA,NA,NA,"HUEFS0161342","Angiospermae","Asparagales","Lindl.",NA,"Bahia","Lençóis","Sitio do Luis Piedade","-41.3899993896484","-12.563099861145",NA,NA,NA,NA,NA,NA,NA,"Lilianae",NA,NA,"47385","auto",NA,NA,NA
"117","2019-09-05 14:21:56-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum","Type [status unknown]","Schomburgk","617",NA,NA,NA,"South America","Guyana",NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,"-58.7017","4.7364",NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA
"118","2019-07-09 12:44:23-03","F","FMNH-SEEDPLANTS","V0436145F","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"J. A. Steyermark","60350","1944","11","18","South America","Venezuela",NA,NA,NA,"V0436145F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-65.9119","7.0758",NA,NA,"V0436145F_01",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA
"119","2019-07-09 12:46:50-03","F","FMNH-SEEDPLANTS","V0436162F","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"H. S. Irwin et al.","18529","1968","1","13","South America","Brazil",NA,NA,NA,"V0436162F","Spermatophyta",NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0436162F_01",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA
"120","2020-07-23 12:17:11-03","CEPLAC","CEPEC","48127","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"R. M. Harley","25764","1988","10","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"C. van den Berg","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Trilho Faz. Silvina/Campo do Queiroz.","-41.933333","-13.533333",NA,NA,NA,NA,NA,"41W56'0","13S32'0",NA,"28/07/2003",NA,NA,NA,NA,NA,NA
"121","2020-07-23 12:17:11-03","CEPLAC","CEPEC","49178","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"R. M. Harley","26139","1988","11","13",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"A. Toscano","Bahia","RIO DE CONTAS","Pico das Almas. Vertente leste. Trilho Faz. Silvina-Queiroz. Foto.","-41.933333","-13.533333",NA,NA,NA,NA,NA,"41W56'","13S32'",NA,"30/12/1995",NA,NA,NA,NA,NA,NA
"122","2015-02-26 09:30:04-03","NHMLondon","NHM-LONDON-BOT","BM000901051","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Collaboration; T.B. Cavalcanti, et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,"NHMUK:ecatalogue:4655069",NA,NA,NA,NA,"Lindl.",NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA
"123","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","falcilobum","Cyrtopodium falcilobum",NA,"Heringer, EP",NA,"1958","08","23","Southern America","Brasil",NA,NA,"Planta terrestre que vive enterrada no solo, somente saindo poucas folhas cacho de flor; Cerrado seco","UB0015904","Monocotyledonae",NA,"Hoehne & Schltr.","Pabst, G","Minas Gerais","Felixlândia","Bacia de Três Marias","-44.8988990783691","-18.7581005096436",NA,NA,"UB0015904","1958","08",NA,NA,NA,NA,"31","38053","auto",NA,NA,NA
"124","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","falcilobum","Cyrtopodium falcilobum",NA,"Heringer, EP",NA,"1958","08","23","Southern America","Brasil",NA,NA,"Planta terrestre que vive enterrada no solo, somente saindo poucas folhas cacho de flor; Cerrado seco","UB0015901","Monocotyledonae",NA,"Hoehne & Schltr.","Pabst, G","Minas Gerais","Felixlândia","Bacia de Três Marias","-44.8988990783691","-18.7581005096436",NA,NA,"UB0015901","1958","08",NA,NA,NA,NA,"31","38053","auto",NA,NA,NA
"125","2019-11-01 15:15:18-03","UnB","UB","87795","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","falcilobum","Cyrtopodium falcilobum",NA,"Heringer, EP","8756","1961","11","10","Southern America","Brasil",NA,NA,"Terrestre; pseudo-bulbos pequenos quase saturados; flores roxo-escuras","UB0019406","Monocotyledonae",NA,"Hoehne & Schltr.","Pabst, GFJ","Distrito Federal","Brasília","Plano Piloto","-47.9296989440918","-15.7797002792358",NA,NA,"UB0019406",NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,NA,NA
"126","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","falcilobum","Cyrtopodium falcilobum",NA,"Heringer, EP","6438","1958","08","23","Southern America","Brasil",NA,NA,"Planta terrestre que vive enterrada no solo, somente saindo poucas folhas cacho de flor; Cerrado seco","UB0015901","Monocotyledonae",NA,"Hoehne & Schltr.","Pabst, G","Minas Gerais","Felixlândia","Bacia de Três Marias","-44.8988990783691","-18.7581005096436",NA,NA,"UB0015901","1958","08",NA,NA,NA,NA,"31","38053","auto",NA,NA,NA
"127","2019-11-01 15:15:18-03","UnB","UB","200328","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Lima, JH","9","2012","08","25","Southern America","Brasil",NA,NA,"Terrestre. Inflorescência iniciando formação. Flores castanhas e amarelo com perfume diurno.&nf;Floresceu em cultivo em 03/IX/2012&nf;; Campo limpo úmido, próximo a borda de mata de galeria","UB0019325","Monocotyledonae",NA,"Lindl.","Lima, JH","Distrito Federal","Taguatinga","Floresta Nacional de Brasília (Área 1)","-48.151111","-16.317222","1180","1180","UB0019325","2012","09","-48.151111","-16.317222",NA,NA,"03",NA,NA,NA,NA,NA
"128","2019-11-01 15:15:18-03","UnB","UB","40950","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Irwin, HS","24243","1969","03",NA,"Southern America","Brasil",NA,NA,NA,NA,"Monocotyledonae",NA,"Lindl.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Irwin, HS","13672","1966","03","06","Southern America","Brasil",NA,NA,"In clumps, the infructescence ca. 1,5m tall. Fruit light green; Campo and creek margin","UB0018049","Monocotyledonae",NA,"Lindl.","Bianchetti, LB; Batista, JAN","Goiás","Cristalina","Cristalina, Ca. 5km S of Cristalina","-47.6136","-16.7686","1200","1200","UB0018049","2002","04","-47.6136","-16.7686",NA,NA,NA,NA,NA,NA,NA,NA
"130","2019-11-01 15:15:18-03","UnB","UB","102932","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Irwin, HS","13672","1966","03","06","Southern America","Brasil",NA,NA,"In clumps, the infructescence ca. 1,5m tall. Fruit light green; Campo and creek margin","UB0018048","Monocotyledonae",NA,"Lindl.","Bianchetti, LB; Batista, JAN","Goiás","Cristalina","Cristalina, Ca. 5km S of Cristalina","-47.6136","-16.7686","1200","1200","UB0018048","2002","04","-47.6136","-16.7686",NA,NA,NA,NA,NA,NA,NA,NA
"131","2019-11-01 15:15:18-03","UnB","UB","111843","PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Santos, LC; Faria, BP; Conceição, G","8","2009","01","08","Southern America","Brasil",NA,NA,"Inflorescência e brotação verde claro, brácteas de mesma cor da inflorescência, passando a marrom a medida que se aproxima do ápice. Flor com tépalas verde claro salpicadas de vermelho securo, lóbulo central do labelo amarelo, calo e lobos laterais",NA,"Monocotyledonae",NA,"Lindl.","Santos, LC","Sergipe","Itabaiana","Parque Nacional da Serra de Itabaiana, topo da serra. 11h44min, 50% umidade relativa do ar, 39°C, luminosidade 91000 lux. Campo rupestre limpo com gramíneas, terrano inclinado composto de quartzito raro.","-37.357633","-10.74025","598","598",NA,NA,NA,"-37.357633","-10.74025",NA,NA,NA,NA,NA,NA,NA,NA
"132","2019-11-01 15:15:18-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Irwin, HS","9444A","1965","10","21","Southern America","Brasil",NA,NA,"Terrestrial, to 45 cm tall. Perianth deep","UB0015903","Monocotyledonae",NA,"Lindl.","Flora do Brasil","Goiás",NA,"Campo slope, ca. 12 km NW of Veadeiros, road to Cavalcante",NA,NA,"1200","1200","UB0015903","2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2019-05-06 12:01:20-03","UFU","HUFU","47471","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Bernardes, P.H.N.; Rosa, P.O.; Melo, K.B.S. & Pinho, G.V.","64","2007","03","21",NA,"Brasil",NA,NA,"Erva, ca. 0,9 m. Fruto verde imaturos.; Campo rupestre.","HUFU00035594",NA,NA,"Lindl.","Romero, R.","Minas Gerais","Capitólio","Região de Furnas, Estrada para Pedreira, próximo a cachoeira da estrada.","-46.0499992370605","-20.6152992248535",NA,NA,"HUFU00035594","2007","11",NA,NA,NA,NA,"26","29474","auto",NA,NA,NA
"134","2019-05-06 12:01:20-03","UFU","HUFU","36745","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Batista, J.A.N.; Pansarim, E.R.","1170A","2002","09","16",NA,"Brasil",NA,NA,"Em campo limpo permanentemente úmido (inundado). Solo hidromórfico, escuro, instável, frequentemente com água sobre a supefície.","HUFU00030469",NA,NA,"Lindl.","Batista, J.A.N.","Distrito Federal","Núcleo Bandeirante","Mansões Parque Way, Campo as margens do córrego do Cedro, na altura em que este é cortado pela pista, próximo a quadra 16.",NA,NA,NA,NA,"HUFU00030469","2002","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-08-04 12:48:56-03","UFU","HUFU","45139","S","Plantae","Orchidaceae","Cyrtopodium","parviflorum","Cyrtopodium parviflorum",NA,"Romero, R.; Arantes, A.A.A.; Bernardes, P.H.N.; Silva, M.A.O.; Caixeta, F.; et al.","7747","2006","07","12",NA,"Brasil",NA,NA,"Planta, ca. 0,8 m. Tépalas amarelo-amarronzadas, labelo amarelo.; Campo rupestre.","HUFU00035595",NA,NA,"Lindl.","Romero, R.","Minas Gerais","Capitólio","Região da represa de Furnas, Paraíso Perdido, ca. 5 km da rodovia MG 050.","-46.0499992370605","-20.6152992248535",NA,NA,"HUFU00035595","2007","11",NA,NA,NA,NA,"26","29474","auto",NA,NA,NA
