"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","infraspecificEpithet","typeStatus","previousCatalogNumber"
"11","2021-03-15 16:37:00-03","NY","NYBG","02206258","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"L. B. Smith","14903","1965","01","20","Brazil","Paraná","Ponta Grossa","Vila Velha","-50.03","-25.22",NA,NA,"800","920","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2334617' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206258","NY02206258_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","2206254","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"R. Reitz","5679","1953","04","18","Brazil","Santa Catarina","Brusque","Mata Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"12",NA,"Possible collection number mistake. There is another Reitz 5679 with a different date and locality. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2334613' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206254","NY02206254_01","Magnoliophyta","Ericales","South America","sheet","19684","auto",NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02206249","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"J. E. Leite","586","1941","09",NA,"Brazil","Rio Grande do Sul",NA,"Vicinity of Sao Leopoldo","-51.143791","-29.75136",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2334608' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206249","NY02206249_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","01081575","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","A. Custodio Filho; S. Romaniuc Neto",NA,NA,NA,"A. Custodio Filho","1506","1983","08","31","Brazil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.875","-23.642",NA,NA,"890","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237994' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081575","NY01081575_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1039181","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","G. Ferreira",NA,NA,NA,"H. C. de Lima","2304","1984","10","24","Brazil","Rio de Janeiro","Magé","Paraiso, Area do Centro de Primatología do RJ. Caminho para of focinho de porco.","-42.883","-22.483",NA,NA,"11",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482144' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039181","NY01039181_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","2206255","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"R. Reitz","4568","1957","07","26","Brazil","Santa Catarina",NA,"Três Barras, Garuva, S. Francisco de Sul.",NA,NA,NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2334614' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206255","NY02206255_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","823075","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","A. C. de Roon",NA,NA,NA,"J. C. Lindeman","5758","1967","07","20","Brazil","Paraná",NA,"Along road Guaratuba - Garuva.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=936608' target='other'> <mi>dwc_moreinfo</mi></a>","NY00823075","NY00823075_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","2206256","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"R. Reitz","8596","1959","03","14","Brazil","Santa Catarina",NA,"Rio do Sul",NA,NA,NA,NA,"400",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2334615' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206256","NY02206256_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 18:49:00-03","NY","NYBG","02332397","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha",NA,NA,NA,NA,NA,"R. Persaud","75","1973","10","20","Guyana",NA,NA,"Mt. Roraima, Waruma trail",NA,NA,NA,NA,"1402.1","1402.1","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2517417' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332397","NY02332397_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02332371","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"J. C. Lindeman","2275","1966","08","12","Brazil","Paraná","Cerro Azul","ca. 10 km W of Cêrro Azul","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2517659' target='other'> <mi>dwc_moreinfo</mi></a>","NY02332371","NY02332371_01","Magnoliophyta","Ericales","South America","sheet","32006","auto",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","2206251","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"R. Reitz","5679","1953","04","18","Brazil","Santa Catarina","Brusque","Mata Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"12",NA,"Possible collection number mistake. There is another Reitz 5679 with a different date and locality. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2334610' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206251","NY02206251_01","Magnoliophyta","Ericales","South America","sheet","19684","auto",NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","2206252","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"E. de Melo","s.n.","1989","05","31","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha.","-49.97","-25.42",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2334611' target='other'> <mi>dwc_moreinfo</mi></a>","NY02206252","NY02206252_01","Magnoliophyta","Ericales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-06-29 11:31:19-03","UFRJ","RFA","16812","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"P. Occhioni","7630","1975","07","15","Brasil","Rio de Janeiro","Nova Friburgo","Serra de Friburgo","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Arbusto, flor avermelhada","RFA14241",NA,NA,NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA
"24","2020-06-29 11:31:19-03","UFRJ","RFA","15444","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","D. Medina","2002","04","18","P. Occhioni","6284","1974","10","01","Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos, Morro Garrafão","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Semiepífita","RFA13438",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:31:19-03","UFRJ","RFA","15271","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","D. Medina","2002","04","18","P. Occhioni","6085","1974","09",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos, próximo ao Morro Garrafão, próximo ao rio Soberbo","-42.9655990600586","-22.4122009277344",NA,NA,"600","600","Epífita","RFA13332",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:31:19-03","UFRJ","RFA","6937","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"P. R. Reitz","5679","1953","04","18","Brasil","Santa Catarina","Brusque","Mata Azambuja","-48.9174995422363","-27.0981006622314",NA,NA,"40","40","Cipó","RFA26662",NA,NA,NA,NA,NA,"19684","auto",NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:31:19-03","UFRJ","RFA","16760","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","D. Medina","2002","04","18","P. Occhioni","7526","1975","06",NA,"Brasil","Rio de Janeiro","Cachoeiras de Macacu",NA,"-42.6530990600586","-22.4624996185303",NA,NA,NA,NA,"Epífita, flor avermelhada","RFA14212",NA,NA,NA,NA,NA,"32671","auto",NA,NA,NA,NA,NA,NA,NA
"28","2020-11-13 09:20:13-03","UFRJ","RFA","26741","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","R. C. Lopes & D. Medina","2002","04","17","A. Quinet","fev-71","2001","02","10","Brasil","Rio de Janeiro","Magé","Estrada do Matão.","-43.040599822998","-22.6527996063232","43º7'73''W","22º34'80''S","210","210","Liana, 21cm de DAP, folha verde discolor, flor com botões verdes, comum no local.","RFA41148",NA,NA,NA,NA,NA,"20531","auto",NA,NA,NA,NA,NA,NA,NA
"29","2020-06-29 11:31:19-03","UFRJ","RFA","6107","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","G. L. Ferreira","1987","05","20","P. Occhioni","1637","1959","04","30","Brasil","Rio de Janeiro","Rio de Janeiro","Nova estrada Rio - Teresópolis","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,"Epífita","RFA14839",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA
"30","2020-06-29 11:31:19-03","UFRJ","RFA","16200","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","T. Teruaki","2002","04","18","P. Occhioni","6686","1975","01",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Orgãos, loc Limoeiro","-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,"Arbusto, flor (botão avermelhado), epífita","RFA13890",NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:44:11-03","EAO","IAN","31219","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","dasyantha","Marcgravia dasyantha","Pilg.",NA,NA,NA,NA,"Araújo in Hb. Schuma","9363",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN031219",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-04-08 17:42:39-03","EAO","IAN","108667","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"Irwin, HS; Egler, WA","47348","1960","08","05","Brasil","Amapá",NA,"5 Km southeast of Clevelândia.","-51.883333","3.8","-51.883333","3.8",NA,NA,"Liana to 2 m or more in forest trees; bracts yellow-green; buds green; mature inflorescence reddish. Virgin forest.","IAN108667",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:44:11-03","EAO","IAN","113960","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Oliveira, E","1972","10",NA,"Pires, JM; Rodrigues, WA","51388","1961","09","30","Brasil","Amapá",NA,"Upland plant, vicinity Camp 12.","-53.333333","1.183333","-53.333333","1.183333",NA,NA,"Liana, leaves only at top, young fruit greenish-brown.","IAN113960",NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-04-08 17:42:39-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"Irwin, HS; Egler, WA","47348","1960","08","05","Brasil","Amapá",NA,"5 Km southeast of Clevelândia.","-51.883333","3.8","-51.883333","3.8",NA,NA,"Liana to 2 m or more in forest trees; bracts yellow-green; buds green; mature inflorescence reddish. Virgin forest.",NA,NA,"Dicotiledônea",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:44:11-03","EAO","IAN","15219","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Barreto, M",NA,NA,NA,"Oliveira, E","589","1941","06","10","Brasil","Minas Gerais","Tombos","Nas pedras, Pedra Dourada, pouco frequente.","-42.0228004455566","-20.9046993255615",NA,NA,NA,NA,"Trepadeira.","IAN015219","IAN015219 IAN015219_e","Dicotiledônea",NA,"Southern America",NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:44:11-03","EAO","IAN","13091","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino","Oliveira, E","1972","10",NA,"Silva, A da","283","1944","07","19","Brasil","Pará","Belém","On lands of IAN, k of Administration Building.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Vine.","IAN013091","IAN013091 IAN013091_e","Dicotiledônea",NA,"Southern America",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA
"37","2021-04-08 17:42:39-03","EAO","IAN",NA,"PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"Pereira, RS de","31884","1966","08","11","Brasil","Pará","Capitão Poço","Colônia São José.","-47.059398651123","-1.74638998508453",NA,NA,NA,NA,"Mata, terra firme.",NA,NA,"Dicotiledônea",NA,"Southern America",NA,"97682","auto",NA,NA,NA,NA,NA,NA,NA
"38","2021-04-08 17:42:39-03","EAO","IAN","123668","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"Pereira, RS de","31884","1966","08","11","Brasil","Pará","Capitão Poço","Colônia São José.","-47.059398651123","-1.74638998508453",NA,NA,NA,NA,"Mata, terra firme.","IAN123668",NA,"Dicotiledônea",NA,"Southern America",NA,"97682","auto",NA,NA,NA,NA,NA,NA,NA
"39","2019-12-04 15:25:23-03","PUCPR","HUCP","16545","S","Plantae","Marcgraviaceae","Marcgravia","dasyantha","Marcgravia dasyantha","Gilg.","Smith, SF",NA,NA,NA,"Hatschbach, GG","49669","1985","09","14","Brasil","Minas Gerais","Gouveia","Corrego do Tigre","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,NA,"HUCP00013824","HUCP00013824","Eudicotiledonea",NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA
"40","2019-12-04 15:25:23-03","PUCPR","HUCP","25105","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino.","Caxambu, MG","2010","06","02","Siqueira, EL; Caxambu, MG","338","2010","05","14","Brasil","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"Hemiepífita, rupícola, Botões florais verdes. Flores com cálice verde. Filetes e estames alvos. Relevo: ondulado. Vegetação: Estepe (Campos Gerais).","HUCP00025105","HUCP00025105","Eudicotiledonea",NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"41","2019-12-04 15:25:23-03","PUCPR","HUCP","23662","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino.","Dunaiski, A",NA,NA,NA,"Dunaiski, A","3390","2007","06","12","Brasil","Paraná","São José dos Pinhais","Colônia Castelhanos","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,NA,"HUCP00013719","HUCP00013719","Eudicotiledonea",NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-12-04 15:25:23-03","PUCPR","HUCP","21339","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino.","Baccaro, M",NA,NA,NA,"Baccaro, M","030","2010","05","30","Brasil","Paraná","Lapa","Parque Estadua do Monge","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,"HUCP00013810","HUCP00013810","Eudicotiledonea",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"43","2019-12-04 15:25:23-03","PUCPR","HUCP","19041-B","S","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino.","Selusniaki, M",NA,NA,NA,"Gonçalves, F","002","2001","05","18","Brasil","Paraná","Lapa","Parque Estadua do Monge","-49.7158012390137","-25.7696990966797",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"44","2020-11-26 18:08:48-03","CPAN-UFMS","COR","12600","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","dasyantha","Marcgravia dasyantha","Gilg","S.F. Smith",NA,NA,NA,"G. Hatschbach & R. Kummrow","49669","1985","09","14","Brasil","Minas Gerais","Gouveia","Córrego do Tigre. Campo rupestre, margem do córrego.; ;.","-43.7407989501953","-18.4543991088867",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"37970","auto",NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:03:04-03","NBC","NL-BOTANY","U.1383728","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"Hatschbach GG",NA,"1973","01","11","Brazil",NA,NA,"Paredão( mun. Jaguariaiva) Paraná.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1383728 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1383728","NL-U1383728",NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"46","2020-02-08 09:03:04-03","NBC","NL-BOTANY","L.1069492","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069492 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069492","NL-L1069492",NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw14342",NA,NA,NA,NA,NA
"47","2020-02-08 09:03:04-03","NBC","NL-BOTANY","L.1069493","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069493 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069493","NL-L1069493",NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae","U 0053547 | Uw 14342",NA,NA,NA,NA,NA
"48","2020-02-08 09:03:04-03","NBC","NL-BOTANY","L.1069495","PreservedSpecimen","Plantae","Marcgraviaceae","Marcgravia","polyantha","Marcgravia polyantha","Delpino",NA,NA,NA,NA,"Hatschbach GG; Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1069495 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1069495","NL-L1069495",NA,"Ericales","Southern America",NA,NA,NA,"Magnoliopsidae","Uw14342",NA,NA,NA,NA,NA
