"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","preparationType","occurrenceRemarks","barcode","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"201","2020-08-20 14:55:54-03","UFSC","FLOR","54012","PreservedSpecimen","Plantae",NA,"Fabales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, L.L.C.","Ferreira, J.P.R.; Trevisan, R.","564","2014","02","05",NA,"Brasil","Santa Catarina","Araranguá","No CTG, na Lagoa Azul.",NA,"Macrófita aquática anfíbia; flores branco-salmão; planta galdulosa e fedegosa Habitat: aquática","FLOR0054012","FLOR0054012","-49.410278","-28.946667",NA,NA,NA,NA,"49º24'37''W","28º56'48''S","2016","06","06",NA,NA,NA,NA,NA,NA,NA
"202","2008-06-10 16:58:41-03","CAS","CAS-BOT","116","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Venturi, Santiago","5604","1927","11",NA,"South America","Argentina",NA,NA,"unspecified",NA,NA,NA,NA,NA,NA,NA,NA,NA,"isotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA
"203","2021-02-08 12:41:23-03","UFRGS","ICN","195385","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Hagelund, K",NA,"1969",NA,NA,"América do Sul","Brasil","RS","Santo Ângelo",NA,NA,NA,"ICN00031022",NA,"-54.2630996704102","-28.2992000579834",NA,NA,NA,NA,NA,NA,"2017","11","09","25915","auto",NA,NA,NA,NA,NA
"204","2021-02-08 12:41:23-03","UFRGS","ICN","045518","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Pedersen, TM","Pedersen, TM","11675","1977","02","18","América do Sul","Argentina","Corrientes","Empedrado","wet ground along irrigation ditches",NA,NA,"ICN00019647","ICN00019647 ICN00019647_1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-02-08 12:41:23-03","UFRGS","ICN","197687","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Tonizza, MC","s.n.","2014","03","27","América do Sul","Brasil","PE","Lagoa Grande",NA,NA,"HTSA 5752","ICN00032683",NA,"-40.456389","-9.653056",NA,NA,NA,NA,"-40.456389","-9.653056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-02-08 12:41:23-03","UFRGS","ICN","197728","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Tonizza, MC","s.n.","2014","09","27","América do Sul","Brasil","BA","Sobradinho","1",NA,"HTSA 5811","ICN00033797",NA,"-41.357222","-9.7725",NA,NA,NA,NA,"-41.357222","-9.7725",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-02-08 12:41:23-03","UFRGS","ICN","185283","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Miotto, STS","Miotto, STS","2770","2016","02","26","América do Sul","Brasil","RS","Turuçu","BR-116",NA,"Em barranco na beira da estrada","ICN00019659","ICN00019659","-52.225278","-31.513889",NA,NA,NA,NA,"-52.225278","-31.513889","2016","02","26",NA,NA,NA,NA,NA,NA,NA
"208","2021-02-08 12:41:23-03","UFRGS","ICN","168113","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Miotto, STS; et al.","2630","2011","02","24","América do Sul","Brasil","SC","Jaguaruna","BR-101 Km 349; 28°34'23 1S 49°03'10 1W",NA,NA,"ICN00019650","ICN00019650 ICN00019650_1","-49.052778","-28.573056",NA,NA,NA,NA,"-49.052778","-28.573056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-02-08 12:41:23-03","UFRGS","ICN","197686","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Tonizza, MC","s.n.","2014","09","27","América do Sul","Brasil","BA","Sobradinho","Chico Periquito",NA,"HTSA 5818","ICN00032674",NA,"-41.356944","-9.753056",NA,NA,NA,NA,"-41.356944","-9.753056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-02-08 12:41:23-03","UFRGS","ICN","146469","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Miotto, STS","2353","2006","02","21","América do Sul","Brasil","SC","Garopaba","trevo de entrada para a cidade BR-101 e estrada secundária; 28°07'49 4''S 48°41'32 6''W",NA,NA,"ICN00019654","ICN00019654","-48.692222","-28.130278",NA,NA,NA,NA,"-48.692222","-28.130278","2014","09","09",NA,NA,NA,NA,NA,NA,NA
"211","2021-02-08 12:41:23-03","UFRGS","ICN","190283","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Silva Filho, PJS","Silva Filho, PJS","1713","2011","12","18","América do Sul","Brasil","RS","Uruguaiana",NA,NA,"Flores amarelas; Em campo úmido","ICN00019655","ICN00019655","-56.189167","-30",NA,NA,NA,NA,"-56.189167","-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-02-08 12:41:23-03","UFRGS","ICN","201189","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Souza, MC","Kranz, WM","s.n.",NA,NA,NA,"América do Sul","Brasil","PR","Apucarana",NA,NA,"Doação FUEL 32106; Herbáceo 2m; invasora exótica","ICN00043096",NA,"-51.4608001708984","-23.5508003234863",NA,NA,NA,NA,NA,NA,"2012","06","12","23979","auto",NA,NA,NA,NA,NA
"213","2021-02-08 12:41:23-03","UFRGS","ICN","089219","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Miotto, STS; Machado, L","Sobral, M; Stehmann, JR","890","1981","12",NA,"América do Sul","Brasil","RS","Alegrete",NA,NA,NA,"ICN00019646","ICN00019646","-55.7919006347656","-29.7831001281738",NA,NA,NA,NA,NA,NA,"1991",NA,NA,"89305","auto",NA,NA,NA,NA,NA
"214","2021-02-08 12:41:23-03","UFRGS","ICN","004658","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, ML","Irgang, BE","232","1967","11","02","América do Sul","Brasil","RS","Barra do Ribeiro","Morro da Formiga",NA,"com flor e fruto","ICN00019643","ICN00019643 ICN00019643_1","-51.3011016845703","-30.2910995483398",NA,NA,NA,NA,NA,NA,"2002",NA,NA,"31686","auto",NA,NA,NA,NA,NA
"215","2021-02-08 12:41:23-03","UFRGS","ICN","121928","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Garcia, EN","Garcia, EN","888","2003","01","07","América do Sul","Brasil","RS","Capivari do Sul","Fazenda dos Touros",NA,"Arbusto ereto ca. 30 cm altura. C amarela, frutos imaturos verdes e maduros castanhos.; Solo arenoso seco. Área c/ca. 21meses de pousio após 2 cultivos convencionais consecutivos de arroz irrigado.","ICN00019656","ICN00019656","-50.5147018432617","-30.1450004577637",NA,NA,NA,NA,NA,NA,"2004","06","16","17105","auto",NA,NA,NA,NA,NA
"216","2021-02-08 12:41:23-03","UFRGS","ICN","116645","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, ML","Carneiro, AM","325","1996","12","10","América do Sul","Brasil","RS","General Câmara","Santo Amaro",NA,"ruderal, terreno baldio quadra L","ICN00019653","ICN00019653","-51.7602996826172","-29.9050006866455","20","20",NA,NA,NA,NA,"2002","10","10","33939","auto",NA,NA,NA,NA,NA
"217","2021-02-08 12:41:23-03","UFRGS","ICN","122513","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, ML","Miotto, STS","2037","2002","01","14","América do Sul","Brasil","RS","Jaguari","BR 287 a 13 Km de Jaguari vindo de Santiago",NA,"Planta glutinosa.","ICN00019652","ICN00019652","-54.689998626709","-29.4974994659424",NA,NA,NA,NA,NA,NA,"2002","10","10","27649","auto",NA,NA,NA,NA,NA
"218","2021-02-08 12:41:23-03","UFRGS","ICN","018457","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Miotto, STS; Machado, L","Irmão Augusto","s.n.","1942","02","02","América do Sul","Brasil","RS","Pelotas","estrada de Pelotas até o rio São Gonçalo",NA,NA,"ICN00019657","ICN00019657","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,"1991","09","05","51462","auto",NA,NA,NA,NA,NA
"219","2021-02-08 12:41:23-03","UFRGS","ICN","007614","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, ML","Irgang, BE; Ferreira, A","s.n.","1970","01","27","América do Sul","Brasil","RS","Porto Alegre","Aterro Praia de Belas",NA,NA,"ICN00019658","ICN00019658 ICN00019658_1","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"2002",NA,NA,"29946","auto",NA,NA,NA,NA,NA
"220","2021-02-08 12:41:23-03","UFRGS","ICN","000225","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, ML","Schultz, AR","225","1942","09","23","América do Sul","Brasil","RS","Porto Alegre","Cristal",NA,NA,"ICN00019660","ICN00019660","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"2002",NA,NA,"29946","auto",NA,NA,NA,NA,NA
"221","2021-02-08 12:41:23-03","UFRGS","ICN","025467","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Machado, L; Miotto, S","Porto, ML","s.n.","1972","04","02","América do Sul","Brasil","RS","Porto Alegre","Niteroi",NA,"ereta, flores amarelas; perto de rio","ICN00019644","ICN00019644","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"1991","09",NA,"29946","auto",NA,NA,NA,NA,NA
"222","2021-02-08 12:41:23-03","UFRGS","ICN","025516","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Boldrini, II","Porto, ML","s.n.","1972","04","02","América do Sul","Brasil","RS","Porto Alegre","Niteroi",NA,"ereta, flores amarelas; campo, beira de rio","ICN00019645","ICN00019645","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"1990",NA,NA,"29946","auto",NA,NA,NA,NA,NA
"223","2021-02-08 12:41:23-03","UFRGS","ICN","122502","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, ML","Miotto, STS","2005","2002","01","12","América do Sul","Brasil","RS","Rosário do Sul","beira do rio Santa Maria",NA,"Em solo arenoso.","ICN00019651","ICN00019651","-54.9141998291016","-30.25830078125",NA,NA,NA,NA,NA,NA,"2002","10","10","71660","auto",NA,NA,NA,NA,NA
"224","2021-02-08 12:41:23-03","UFRGS","ICN","175996","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Bonilha, CL","Bonilha, CL","605","2012","04","02","América do Sul","Brasil","RS","São Lourenço do Sul","Fazenda Pedra Mole",NA,NA,"ICN00019661","ICN00019661","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,NA,"2012","05","05","48842","auto",NA,NA,NA,NA,NA
"225","2021-02-08 12:41:23-03","UFRGS","ICN","122657","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, ML","Miotto, STS","1983","2002","01","04","América do Sul","Brasil","RS","Tramandaí","estrada inter-praias",NA,NA,"ICN00019649","ICN00019649","-50.1335983276367","-29.9846992492676",NA,NA,NA,NA,NA,NA,"2002","10","10","21077","auto",NA,NA,NA,NA,NA
"226","2021-02-08 12:41:23-03","UFRGS","ICN","098463","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Miotto, STS; et al.","1401","1993","03","23","América do Sul","Brasil","RS","Uruguaiana","Saladero, Barra do Quaraí",NA,NA,"ICN00019648","ICN00019648 ICN00019648_1","-57.0882987976074","-29.7546997070312",NA,NA,NA,NA,NA,NA,NA,NA,NA,"93142","auto",NA,NA,NA,NA,NA
"227","2021-02-08 12:41:23-03","UFRGS","ICN","025647","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Miotto, STS; Machado, L","Porto, ML","s.n.","1972","04","02","América do Sul","Brasil","RS","Porto Alegre","Niteroi",NA,"ereta, flores amarelas; perto de rio",NA,NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,NA,NA,"1991","09",NA,"29946","auto",NA,NA,NA,NA,NA
"228","2021-02-08 12:41:23-03","UFRGS","ICN","176649","S","Plantae","Dicotyledon",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Schmidt-Silveira, F; Miotto","Schmidt-Silveira, F","530","2013","01","22","América do Sul","Brasil","RS","Santana do Livramento","D. Pedro- Santana do Livramento",NA,"beira de rio",NA,NA,"-55.5327987670898","-30.8908004760742",NA,NA,NA,NA,NA,NA,NA,NA,NA,"79795","auto",NA,NA,NA,NA,NA
"229","2021-03-22 16:23:07-03","FEPAGRO","BLA","2662","PreservedSpecimen","Plantae","Spermatophyta",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata",NA,"M. L. Abruzzi","V. Fagundes",NA,"1962","02","15",NA,"Brasil","Rio Grande do Sul","São Gabriel","Estrada Cachoeira km 10",NA,"Habitat: Lavoura de arroz","BLA002662",NA,"-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,NA,"2002","01","01","56206","auto",NA,NA,NA,NA,NA
"230","2020-08-26 10:48:48-03","MCN-FZBRS","HAS","83912","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd.","Antunes, L.L.C.","Mattos, J.","30686","1986","12",NA,NA,"Brasil","Rio Grande do Sul","Guaíba","Vila Madianeira, na Estação Experimental do Arroz",NA,"Numa lavoura abandonada","HAS0083912",NA,"-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,"2017","03","01","28343","auto",NA,NA,NA,NA,NA
"231","2020-08-26 10:48:48-03","MCN-FZBRS","HAS","83971","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Mattos, J.","30732","1986","11",NA,NA,"Brasil","Rio Grande do Sul","Guaíba","Vila Madianeira, na Estação Experimental do Arroz",NA,"Numa lavoura abandonada","HAS0083971",NA,"-51.3250007629395","-30.113899230957",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28343","auto",NA,NA,NA,NA,NA
"232","2020-08-26 10:48:48-03","MCN-FZBRS","HAS","33437","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd.",NA,"Abruzzi, M.L.","2803","1994","03",NA,NA,"Brasil","Rio Grande do Sul","Nova Santa Rita","P. Estadual do Delta do Jacuí, distrito de Morretes, Depressão Central",NA,"Margem de área periodicamente inundável","HAS0033437",NA,"-51.2738990783691","-29.8567008972168",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12374","auto",NA,NA,NA,NA,NA
"233","2020-08-26 10:48:48-03","MCN-FZBRS","HAS","19522","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Abruzzi, M.L.","Abruzzi, M.L.","957","1984","02",NA,NA,"Brasil","Rio Grande do Sul","Pelotas","BR-116, km 519.",NA,"Em beira de estrada; em baixada úmida; flores amarelo-alaranjadas com estrias vermelhas no estandarte e na quilha.","HAS0019522",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,"1988",NA,NA,"51462","auto",NA,NA,NA,NA,NA
"234","2020-08-26 10:48:48-03","MCN-FZBRS","HAS","83933","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Silveira, N.","83933","1984","02",NA,NA,"Brasil","Rio Grande do Sul","Torres","nos terrenos arenosos próximos a praia",NA,"Flores amarelas com traços marrons","HAS0083933",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA,NA,NA
"235","2019-11-21 10:04:45-03","IBt","SP","28107","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Spegazzini, C","3832","1894","01","07","Southern America","Argentina","La Plata","Isla Santiago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017","03","13",NA,NA,NA,NA,NA,NA,NA
"236","2019-11-21 10:04:45-03","IBt","SP","120417","S","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd","Antunes, LLC","Silva, JS","152","1973","06","08",NA,"Brasil","Mato Grosso do Sul","Miranda","Tição de Fogo 18km N NE de Guaicurus, pantanal",NA,NA,"SP025959","SP025959","-56.3782997131348","-20.2406005859375","80","200",NA,NA,NA,NA,"2017","03","13","92112","auto",NA,NA,NA,NA,NA
"237","2010-08-16 16:39:13-03","A","HU-HERB","A 00058450","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Aeschynomene","denticulata","Aeschynomene denticulata","Rudd",NA,"Sant. Venturi","5604","1927","11","17","South America","Argentina","Salta","Orán","Abra Grande","Sheet",NA,NA,NA,NA,NA,"750",NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5604","undetermined"
