"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","typeStatus","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"27","2021-03-15 16:37:00-03","NY","NYBG","424569","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","L. Riedel","1092","1824",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=677563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424569","Iter Brasiliense",NA,NA,NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.",NA,NA,NA,NA,"NY00424569_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00941164","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","A. Castellanos","624","1964","08","03","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007415' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941164","Entre Barao do Grajaú e S. Joao do Patos",NA,NA,NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.","A. Vianna","Maranhão",NA,NA,"NY00941164_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","00941192","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","J. A. Ratter","R46","1967","07","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007623' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941192","34 km N. of Xavantina on Xavantina-Cachimbo Road.","-52.1583","-14.0503",NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.","J. A. Ratter","Mato Grosso",NA,NA,"NY00941192_01","Água Boa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","424577","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","W. R. Anderson","36865","1972","03","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=677555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00424577","Espigao Mestre, ca. 100 km WSW of Barreiras","-44.99","-12.15",NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.","H. Balslev","Bahia","750","800","NY00424577_01","Barreiras",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02026947","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","R. Spruce","s.n.","1850","06",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2175980' target='other'> <mi>dwc_moreinfo</mi></a>","NY02026947","in vicinibus Santarem.","-54.740486","-2.449614",NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.",NA,"Pará",NA,NA,"NY02026947_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00941231","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","J. A. Rizzo","5335","1970","06","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007769' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941231","Alto da Serra de Caldas Novas",NA,NA,NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.","M. L. Kawasaki","Goiás",NA,NA,"NY00941231_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-27 07:31:00-03","NY","NYBG","1025","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","A. F. C. P. Saint-Hilaire","s.n.","1816",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=677562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00001025","Ad Duro Branco, in paludosis [=In paludosis ad Ouro Branco, Minas Gerais]",NA,NA,NA,NA,"Magnoliophyta","Myrtales",NA,NA,"Minas Gerais",NA,NA,"NY00001025_01",NA,"isolectotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00941217","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","J. H. Kirkbride Jr.","4373","1981","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007720' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941217","Córrego Palmeira.","-47.65","-16.03",NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.",NA,"Distrito Federal","880","880","NY00941217_01","Brasília",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00941203","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","C. E. O. Kuntze","s.n.",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941203","Mattogrosso",NA,NA,NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.","F. A. Stafleu","Mato Grosso",NA,NA,"NY00941203_01 NY00941203_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00941233","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","J. A. Rizzo","6339","1971","05","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007773' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941233","Alto da Serra dos Pireneus, na base dos 3 picos.",NA,NA,NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.","M. L. Kawasaki","Goiás",NA,NA,"NY00941233_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","02026954","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","L. O. A. Teixeira","1042","1982","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2175988' target='other'> <mi>dwc_moreinfo</mi></a>","NY02026954","Estrada Humaitá-Lábrea, Km 17.","-63.1664","-7.5917",NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.",NA,"Amazonas",NA,NA,"NY02026954_01","Humaitá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00941179","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","R. C. de Mendonça","3442","1998","05","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007553' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941179","Parque Nacional Grande Sertao Veredas; 14 km da Sede da FUNATURA, numa estrada conhecida como Belém-Brasília (denominaçao local).","-45.9542","-15.3458",NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.","M. L. Fonseca","Minas Gerais","745","745","NY00941179_01","Formoso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00941174","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","P. Clausen","83","1836","04",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941174","Brésil (Minas Geraes)",NA,NA,NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.","F. A. Stafleu","Minas Gerais",NA,NA,"NY00941174_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00941235","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","J. A. Rizzo","6576","1971","07","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007777' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941235","Serra de Santa Rita, no distrito de Jeroaquara","-50.1403","-15.9344",NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.","M. L. Kawasaki","Goiás",NA,NA,"NY00941235_01","Goiás",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00941200","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","D. R. Hunt","5557","1966","05","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1007664' target='other'> <mi>dwc_moreinfo</mi></a>","NY00941200","Xavantina - Cachimbo road, 65 km. from Xavantina.","-52.1583","-14.0503",NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.",NA,"Mato Grosso",NA,NA,"NY00941200_01","Água Boa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1583777","PreservedSpecimen","Plantae","Vochysiaceae","Salvertia","convallariodora","Salvertia convallariodora","B. Mostacedo C.","1488","1994","05","01","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1157126' target='other'> <mi>dwc_moreinfo</mi></a>","NY01583777","Parque Nacional Noel Kempff M. Campamento Los Fierros, 10 km E y 1 km S.","-60.8736","-14.6081",NA,NA,"Magnoliophyta","Myrtales","A.St.-Hil.","T. J. Killeen","Santa Cruz","240",NA,"NY01583777_01","José Miguel de Velasco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
