"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","locality","coordinatePrecision","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","typeStatus","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","fieldNumber","sex"
"13","2021-04-05 14:26:11-03","UNESC","CRI","12231","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","Dreveck, S","2010","01","25","Dreveck, S; Carneiro, FE","1522","2009","12","15","Brasil","Santa Catarina","Joinville","-49.097778","-26.223889","49º5'52''W","26º13'26''S",NA,NA,"Inflorescência branca. Doação Herbário FURB (19252) Habito: Arbustivo","CRI010412",NA,"Celesc - Usina Bracinho",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:34:14-03","UNESC","CRI","6089","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","Vanilde Citadini-Zanette",NA,NA,NA,"Zenaide Pais Topanotti","127","1996","10","30","Brasil","Santa Catarina","Criciúma","-49.37","-28.678056","49º22'12''W","28º40'41''S",NA,NA,NA,"CRI007786","CRI007786",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:34:14-03","UNESC","CRI","11879","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","Jean Gabriel Cemim, Marciel Fernandes & Kleber Emerick",NA,NA,NA,"Jean Gabriel Cemin; Marciel Fernandes e Kleber Emerick",NA,"2009","08","04","Brasil","Santa Catarina","Turvo","-49.685","-28.915556","49º41'6''W","28º54'56''S","30","30",NA,"CRI007792","CRI007792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:34:14-03","UNESC","CRI","10335","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.",NA,NA,NA,NA,"Robson dos Santos; Alecsandro S. Klein & Vanilde C. Zanete",NA,"2001","11","19","Brasil","Santa Catarina","Praia Grande","-49.950556","-29.197222","49º57'2''W","29º11'50''S",NA,NA,NA,"CRI007795","CRI007795","Aparados da Serra.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:26:11-03","UNESC","CRI","11639","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","S. Dreveck","2010","10","10","S. Dreveck; M. Verdi","2415","2010","10","10","Brasil",NA,"Brasil","-49.297222","-26.325","49º17'50''W","26º19'30''S","470","470","Floresta Ombrófila Densa","CRI007801","CRI007801","Rio Vermelho - APA Rio Vermelho / humbold.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:34:14-03","UNESC","CRI","10834","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.",NA,NA,NA,NA,"Zenaide P. Topanotti",NA,NA,NA,NA,"Brasil","Santa Catarina","Criciúma","-49.37","-28.678056","49º22'12''W","28º40'41''S","58","58",NA,"CRI007802","CRI007802","Morro Estevão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:34:14-03","UNESC","CRI","11640","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","M. Verdi","2010","01","25","M. Verdi; N.L. de Souza & D.H. Klettenberg","3482","2010","01","28","Brasil","Santa Catarina","Siderópolis","-49.431667","-28.595833","49º25'54''W","28º35'45''S","111","111","Floresta Ombrófila Densa Habitat: interior do fragmento Habito: arbusto","CRI007804","CRI007804","Belvedere Baixo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:34:14-03","UNESC","CRI","5352","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","J. A. Jarenkow",NA,NA,NA,"J. A. Jarenkow","2160","1992","08","13","Brasil","Rio Grande do Sul","Vale do Sol","-52.683333","-29.604167","52º41'0''W","29º36'15''S",NA,NA,NA,"CRI007787","CRI007787",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:34:14-03","UNESC","CRI","7692","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","Vanilde Citadini-Zanette","2008","04","20","Marciel Bonfim Fernandes",NA,"2007","10","31","Brasil","Santa Catarina","Turvo","-49.681944","-28.928056","49º40'55''W","28º55'41''S",NA,NA,NA,"CRI007797","CRI007797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:34:14-03","UNESC","CRI","8130","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","M. Sobral","2009","03","27","M. Verdi; B. Grosch e G. Klemz","1077","2008","11","27","Brasil","Santa Catarina","Concórdia","-52.028056","-27.234722","52º1'41''W","27º14'5''S",NA,NA,NA,"CRI007794","CRI007794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-04-05 14:26:11-03","UNESC","CRI","636","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","Marcos Sobral",NA,NA,NA,"Vanilde Citadini-Zanette; Aurélio José de Aguiar","636","1990","11","14","Brasil","Santa Catarina","Orleans","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300",NA,"CRI007788","CRI007788","Rio Novo.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-04-05 14:26:11-03","UNESC","CRI","12572","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","Aline Votri Guislon & Peterson T. Padilha","2017","08","18","Alexandre Medeiros",NA,"2017","05","09","Brasil","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 312 Habito: Arbustivo","CRI010779",NA,"Quilombola.","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-04-05 14:26:11-03","UNESC","CRI","11381","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","Renato Colares","2017","09","14","Emir Dias",NA,"2000","11","28","Brasil","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564",NA,NA,NA,NA,"Doação Herbário Joinville (13336) (Herbário Joinville - Museu Botânico Municipal - 547)","CRI010822",NA,NA,"37150","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-05 14:34:14-03","UNESC","CRI","12294","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","Aline Votri Guislon","2017","05","22","Alexandre Medeiros",NA,"2017","04","22","Brasil","Santa Catarina","Balneário Camboriú","-48.6347007751465","-26.9906005859375",NA,NA,NA,NA,"Coleta 185","CRI010478",NA,"Estaleiro.","8793","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:44:12-03","E","E","315181","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata",NA,NA,NA,NA,NA,"Semir, J., Satima, M. & Guilietti, A.M.","4427","1973","09","05","BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00315181 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00315181",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:321976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-23 10:44:12-03","E","E","280519","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata",NA,NA,NA,NA,NA,"Howorth, R.; Colonnello, G.","67","1999","06","03","VE",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00280519 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00280519",NA,NA,NA,NA,"W. Tropical South America","herbarium specimen of unspecif","BGBASE:288883",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-23 10:44:12-03","E","E","315180","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata",NA,NA,NA,NA,NA,"Leitão Fo., H F","6617","1977","10","21","BR",NA,NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00315180 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00315180",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:321975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-23 10:44:12-03","E","E","334665","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata",NA,NA,NA,NA,NA,"Tweedie, John",NA,NA,NA,NA,"AR","Provincia de Buenos Aires",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00334665 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00334665",NA,"Buenos Ayres",NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:353314",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-23 10:44:12-03","E","E","269216","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata",NA,NA,NA,NA,NA,"Fiebrig, K.","5386","1905","03","23","PY","Alto Paraná",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00269216 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","E00269216",NA,NA,NA,NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:284800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","02506288","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","M. F. González Giraldo",NA,NA,NA,"P. Pedraza-Peñalosa","1964","2011","01","26","Colombia","Antioquia","Urrao","-76.2525","6.5181",NA,NA,"1351",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1499871' target='other'> <mi>dwc_moreinfo</mi></a>","NY02506288","NY02506288_01","Corregimiento La Encarnación, vereda Calles, Parque Nacional Natural Las Orquídeas, en el camino de la cabaña a la quebrada El Agudelo",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-27 18:11:00-03","NY","NYBG","441256","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata",NA,"R. E. Gereau",NA,NA,NA,"C. E. Cerón Martínez","2532","1987","10","17","Ecuador","Napo",NA,"-77.87","-0.63",NA,NA,"1800","1800","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768155' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441256",NA,"Cosanga",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","777762","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","A. Gehrt",NA,NA,NA,"M. Kuhlmann","s.n.","1936","10","27","Brazil","São Paulo","Caieiras","-46.74","-23.3603",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768142' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777762","NY00777762_01","Caieiras, em terreno da Cia Melhoramentos de Sao Paulo",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","441242","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","F. C. Hoehne",NA,NA,NA,"H. Luederwaldt","12770",NA,NA,NA,"Brazil","São Paulo","Cubatao","-46.4197","-23.89",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768161' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441242","NY00441242_01","Raiz da Serra",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","02506287","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","M. F. González Giraldo",NA,NA,NA,"P. Pedraza-Peñalosa","2145","2011","01","31","Colombia","Antioquia","Frontino","-76.233","6.508",NA,NA,"1600","1850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1500261' target='other'> <mi>dwc_moreinfo</mi></a>","NY02506287","NY02506287_01","Parque Nacional Natural Las Orquídeas, vereda Venados Abajo, despues del Río Polo y el Río Calle, y antes del Río San Pedro, sitio La Quiebra. Bosque primario poco intervenido.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","441220","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","I. Friis; C. M. Wilmot-Dear",NA,NA,NA,"H. de F. Leitão Filho","13141","1981","11","07","Brazil","São Paulo","Jundiaí","-46.88","-23.1803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768137' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441220","NY00441220_01","Nativa em mata na Serra do Japi",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","441245","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","P. K. H. Dusén",NA,NA,NA,"P. K. H. Dusén","10670","1910","10","29","Brazil","Paraná","Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768124' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441245","NY00441245_01","Jaguariaíva",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","777763","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.",NA,NA,NA,NA,"A. Usteri","s.n.",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"Collector written on label as P. A. Usteri <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768185' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777763","NY00777763_01","Jaraguá",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","441213","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","I. Friis; C. M. Wilmot-Dear",NA,NA,NA,"W. Hoehne","6253","1968","08","17","Brazil","São Paulo","Aguas de Lindóia","-46.63","-22.47",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768130' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441213","NY00441213_01","Aguas de Lindóia",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","441224","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","L. B. Smith",NA,NA,NA,"R. M. Klein","2238","1957","11","26","Brazil","Santa Catarina","Vidal Ramos","-49.3556","-27.3919",NA,NA,"600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768166' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441224","NY00441224_01","Sabiá, Vidal Ramos",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","441205","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","J. P. P. Carauta",NA,NA,NA,"P. J. M. Maas","3126","1977","10","08","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768146' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441205","NY00441205_01","Corcovado, between Paineiras and Jardim Botânico",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","441222","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","I. Friis; C. M. Wilmot-Dear",NA,NA,NA,"B. D. Sucre","6391","1969","11","27","Brazil","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768139' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441222","NY00441222_01","Serra do Mendanha",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","777758","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","M. Kirizawa",NA,NA,NA,"M. Kirizawa","1897","1987","08","21","Brazil","São Paulo","Bananal","-44.3197","-22.6803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768160' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777758","NY00777758_01","A 10 km de Sao Jose do Barreiro",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","719875","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.",NA,NA,NA,NA,"R. J. Almeida-Scabbia","5350","2010","01","27","Brazil","São Paulo","Santo André","-46.297311","-23.769289",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2523716' target='other'> <mi>dwc_moreinfo</mi></a>","NY00719875","NY00719875_01","Paranapiacaba, Trilha da Pontinha",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","441232","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.",NA,NA,NA,NA,"E. Pereira","7451","1964","01","11","Brazil","São Paulo","Miracatu","-47.4597","-24.2803",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768174' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441232","NY00441232_01","Na estrada de Biguá a Iguapé km 6.",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","441207","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.",NA,NA,NA,NA,"F. Sellow",NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768171' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441207","NY00441207_01",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","441214","PreservedSpecimen","Plantae","Urticaceae","Boehmeria","caudata","Boehmeria caudata","Sw.","I. Friis; C. M. Wilmot-Dear",NA,NA,NA,"W. Hoehne","6252","1968","08","17","Brazil","São Paulo","Aguas de Lindóia","-46.63","-22.47",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768131' target='other'> <mi>dwc_moreinfo</mi></a>","NY00441214","NY00441214_01","Aguas de Lindóia",NA,NA,"South America","sheet",NA,"Magnoliophyta","Rosales",NA,NA,NA,NA,NA,NA,NA,NA
