"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","imagecode","typeStatus","fieldNumber","individualCount"
"11","2019-08-27 13:30:20-03","IAP","PACA-AGP","30047","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Rambo, B.",NA,"1945",NA,NA,NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: in saxosis siccis graminosis Fenofase: flor","PACA030047","J. Marzinek","2002","05",NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"12","2019-08-27 13:30:20-03","IAP","PACA-AGP","29210","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Rambo, B.",NA,"1945","10","03",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: in campestribus siccis graminosis Fenofase: flor","PACA029210","J. Marzinek","2002","05",NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"13","2019-08-27 13:30:20-03","IAP","PACA-AGP","28909","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Rambo, B.",NA,"1945","05","23",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: in saxosis siccis graminosis Fenofase: flor","PACA028909","J. Marzinek","2002","05",NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"14","2019-08-27 13:30:20-03","IAP","PACA-AGP","162","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Rambo, B.",NA,"1933","03","18",NA,"Brasil","RS","Porto Alegre","Vila Manresa","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: in saxosis siccis graminosis Fenofase: flor","PACA000162","J. Marzinek","2002","05",NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:30:20-03","IAP","PACA-AGP","30122","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Emrich, K.",NA,"1945","06","12",NA,"Brasil","RS","Porto Alegre","Montserrat","-51.2299995422363","-30.0331001281738",NA,NA,NA,"Habitat: in saxosis siccis graminosis Fenofase: flor","PACA030122","J. Marzinek","2002","05",NA,"29946","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:30:20-03","IAP","PACA-AGP","69959","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Sehnem, A.","10993","1970","05","03",NA,"Brasil","RS","São Francisco de Paula","Tainhas - Fazenda Fogaça","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in campo Hábito: erva","PACA069959","J. Marzinek","2002","05",NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:30:20-03","IAP","PACA-AGP","30860","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Rambo, B.",NA,"1946","01","01",NA,"Brasil","RS","São Francisco de Paula","Vila Oliva","-50.5835990905762","-29.4480991363525",NA,NA,NA,"Habitat: in saxosis siccis graminosis Fenofase: flor","PACA030860","J. Marzinek","2002","05",NA,"76715","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:30:20-03","IAP","PACA-AGP","64323","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Labiatae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Mattos","6258","1958","02","01",NA,"Brasil","SC","São Joaquim","Mantiqueira","-49.9317016601562","-28.2938995361328",NA,NA,NA,"Habitat: in graminosis siccis Fenofase: flor","PACA064323","J. Marzinek","2002","05",NA,"48290","auto","Magnoliatae",NA,NA,NA,NA,NA,NA
"19","2021-03-10 14:35:09-03","UFSC","CTBS","5144","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Drew, B.T.; Antar, G.M.; Pastore, J.F.B.","1142","2019","03","18",NA,"Brasil","Rio Grande do Sul","São José dos Ausentes","Along road.","-50.0657997131348","-28.7483005523682","1182","1182",NA,"pink-purple flowers, some plants with leaves, some +/- leafless; leaves with faint minty smell. on rocky roadcut.",NA,"Drew, B.T.; Antar, G.M.; Pastore, J.F.B.",NA,NA,NA,"42598","auto",NA,"-49.773268W","-28.50212798S",NA,NA,NA,NA
"20","2021-03-10 14:35:09-03","UFSC","CTBS","5142","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Drew, B.T.; Antar, G.M.; Pastore, J.F.B.","1140","2019","03","18",NA,"Brasil","Santa Catarina","Bom Jardim da Serra","Along road.","-49.624698638916","-28.3369007110596","1270","1270",NA,"pink-purple flowers, nearly leafless. Wet area with shallow soil, with Cunila galiodes",NA,"Drew, B.T.; Antar, G.M.; Pastore, J.F.B.",NA,NA,NA,"32577","auto",NA,"-49.644808W","-28.41600903S",NA,NA,NA,NA
"21","2019-11-19 14:07:26-03","UFRPE","PEUFR","177","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","G. Hatschbach",NA,"1953","04","23",NA,"Brasil","Paraná","Timbú",NA,NA,NA,NA,NA,NA,"Flor lilás, do campo.","PEUFR000177","G. Hatschbach",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-16 17:52:51-03","UCS","HUCS","47826","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling.","Gonzatti, F.","3482","2017","03","26",NA,"Brasil","Rio Grande do Sul","Vacaria","Refugiados","-50.914725","-28.664719","738","738",NA,"Erva ereta, em campo em sucessão, solo pedregoso seco junto à moitas de gramíneas",NA,"Bordignon, S.","2018","06","05",NA,NA,NA,"-50.914725","-28.664719",NA,NA,NA,NA
"23","2021-03-16 17:52:51-03","UCS","HUCS","17142","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling.","Wasum, R.A.","1054","2001","04","09",NA,"Brasil","Rio Grande do Sul","São Francisco de Paula","Lajeado Grande","-50.5835990905762","-29.4480991363525","830","830",NA,"no campo",NA,"Cordeiro, J.","2001",NA,NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-16 17:52:51-03","UCS","HUCS","40170","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling.","Silva, J.M.","8234","2012","03","19",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Xilopodífera, flor rosada.; Campo recém queimado",NA,"Felitto, G.; Codeiro, J.","2012","04",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-16 17:52:51-03","UCS","HUCS","28128","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling.","Wasum, R.A.","3602","2006","03","11",NA,"Brasil","Rio Grande do Sul","Jaquirana","RS - 020","-50.3577995300293","-28.8847007751465","830","830",NA,"no campo - rochedos",NA,"Smith, S.F.","2006","07",NA,"31282","auto",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-16 17:52:51-03","UCS","HUCS","16369","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling.","Kegler, A.","968","2000","04","01",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557","780","780",NA,"em orla da capoeira",NA,"Ribas, O.S.","2001","05",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-16 17:52:51-03","UCS","HUCS","16208","PreservedSpecimen","Plantae","Angiospermae","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling.","Scur, L.","724","2000","04","01",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Vila Oliva","-51.1794013977051","-29.1681003570557","780","780",NA,"no campo",NA,"Smith, S.F.","2001","09",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"28","2021-01-20 11:43:49-03","UFSM","SMDB","19542","S","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling.","Gonzatti, F","3482","2017","03","26",NA,"Brasil","Rio Grande do Sul","Vacaria","Refugiados","-50.914722","-28.664722","738","738",NA,"Erva ereta. HUCS 47826; campo de sucessão, solo pedregosos seco, junto a moita de gramneas","SMDB019542","Bordignon, S","2018","06","05",NA,NA,NA,"-50.914722","-28.664722",NA,NA,NA,NA
"29","2020-12-21 16:30:29-03","MBM","MBM","430094","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Gonzatti, F.","3482","2017","03","26","Southern America","Brazil","Rio Grande do Sul","Vacaria","Refugiados","-50.914722","-28.664722","738","738",NA,"Erva ereta.; Em campo de sucessão, solo pedregoso e seco. Junto às moitas de gramíneas.","MBM430094","Bordignon, S.","2018","06","05",NA,NA,NA,"-50.914722","-28.664722",NA,NA,NA,NA
"30","2020-12-21 16:30:29-03","MBM","MBM","407036","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Deconto, L.R.","s.n.","2012","02","02","Southern America","Brazil","Paraná","Candói","Fazenda Rodeio Velho 1, Monitoramento UHE Fundão - Santa Clara","-52.0558013916016","-25.5722007751465",NA,NA,NA,"Campo sujo úmido.","MBM407036","Cordeiro, J.","2016","11","16","42664","auto",NA,NA,NA,"MBM407036",NA,NA,NA
"31","2020-12-21 16:30:29-03","MBM","MBM","428308","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2650","2014","03","11","Southern America","Brazil","Paraná","Ponta Grossa","Fazenda Pinheirinhos, Capão da Onça","-50.025417","-25.102389",NA,NA,NA,"Xilopodifera, 60 cm, flores roxas, campo seco.; Campos Gerais.","MBM428308","Lozano, E.D.","2017",NA,NA,NA,NA,NA,"-50.025417","-25.102389",NA,NA,NA,NA
"32","2020-12-21 16:30:29-03","MBM","MBM","407035","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Deconto, L.R.; Molin, T.; Molin, T.","s.n.","2012","02","03","Southern America","Brazil","Paraná","Candói","Fazenda Rodeio Velho 2, Monitoramento UHE Fundão - Santa Clara","-52.0558013916016","-25.5722007751465",NA,NA,NA,NA,"MBM407035","Cordeiro, J.","2016","11","16","42664","auto",NA,NA,NA,"MBM407035",NA,NA,NA
"33","2015-09-27 00:58:44-03","MNHN","RECOLNAT_MNHN_P","P00714594","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Keithia","gracilis","Keithia gracilis","Benth.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Campos près Rio Pardo, Province de Rio Grande do Sul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00714594' target='other'> <mi>dwc_moreinfo</mi></a>","P00714594",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00714594_01","syntype","C2 2791 10",NA
"34","2015-09-27 09:54:33-03","MNHN","RECOLNAT_MNHN_P","P00714595","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Keithia","gracilis","Keithia gracilis","Benth.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Campos près Carapatos dans les Campos Geraes, Province de Saint Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00714595' target='other'> <mi>dwc_moreinfo</mi></a>","P00714595",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00714595_01 P00714595_02","syntype","C2 1572",NA
"35","2018-09-11 09:22:47-03","MNHN","RECOLNAT_MNHN_P","P00714596","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Keithia","gracilis","Keithia gracilis","Benth.","Saint-Hilaire, A. de",NA,"1816",NA,NA,NA,"Brésil",NA,NA,"Campos près Carapatos dans les Campos Geraes, Province de Saint Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00714596' target='other'> <mi>dwc_moreinfo</mi></a>","P00714596",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P00714596_01","syntype","C2 1572",NA
"36","2015-09-04 09:39:40-03","MNHN","RECOLNAT_MNHN_P","P04367203","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04367203' target='other'> <mi>dwc_moreinfo</mi></a>","P04367203",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P04367203_01",NA,"296",NA
"37","2015-09-04 09:39:40-03","MNHN","RECOLNAT_MNHN_P","P04367204","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Saint-Hilaire, A.",NA,"1816","1","1",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04367204' target='other'> <mi>dwc_moreinfo</mi></a>","P04367204",NA,NA,NA,NA,NA,NA,NA,NA,NA,"P04367204_01",NA,"C1 1580",NA
"38","2015-09-04 08:51:36-03","MNHN","RECOLNAT_MNHN_P","P02971639","PreservedSpecimen",NA,NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Hatschbach, G.",NA,"1966","4","24",NA,"Brasil","Paraná","Castro","Carambei, Rio S. João.","-50.0119018554688","-24.7910995483398",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02971639' target='other'> <mi>dwc_moreinfo</mi></a>","P02971639",NA,NA,NA,NA,"50779","auto",NA,NA,NA,"P02971639_01",NA,"14200",NA
"39","2021-04-07 14:12:27-03","JBB","HEPH","18465","S","Plantae","Dicotyledon","Lamiales","Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Ribas, OS","797","1995","03","16","Southern America","Brasil","Paraná","Curitiba","Vila Macedo","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"Santos, EP dos","2001",NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-12-11 11:36:56-03","UFMG","BHCB","76152","PreservedSpecimen","Plantae","Dicotyledon",NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Ribas, OS","797","1995","03","16","Southern America","Brasil","Paraná","Curitiba",NA,"-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-02-11 17:19:17-03","UFPR","UPCB","2861","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Hatschbach, G.","3175","1953","04","23",NA,"Brasil","Paraná",NA,"Timbú",NA,NA,NA,NA,NA,"Flor lilás do campo..",NA,"Marzinek, J.","2002","06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-11 17:19:17-03","UFPR","UPCB","15566","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Camargo, L.de",NA,"1951","04","18",NA,"Brasil","Paraná","Lapa",NA,"-49.7158012390137","-25.7696990966797",NA,NA,NA,"Erva, no campo na margem da estrada..",NA,"Marzinek, J.","2002","06",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-02-11 17:19:17-03","UFPR","UPCB","2441","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Braga, R.","260","1960","03","05",NA,"Brasil","Paraná","Lapa","Fazenda Santa Bernadete","-49.7158012390137","-25.7696990966797",NA,NA,NA,"Campo..",NA,"Marzinek, J.","2002","06",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-02-11 17:19:17-03","UFPR","UPCB","2585","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Braga, R.","260","1960","03","05",NA,"Brasil","Paraná","Lapa","Fazenda Santa Bernadete","-49.7158012390137","-25.7696990966797",NA,NA,NA,"Campo..",NA,"Marzinek, J.","2002","06",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-02-11 17:19:17-03","UFPR","UPCB","76362","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Braga, R.","260","1960","03","05",NA,"Brasil","Paraná","Lapa","Fazenda Santa Bernadete","-49.7158012390137","-25.7696990966797",NA,NA,NA,"Campo..",NA,"Marzinek, J.","2002","06",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"46","2021-02-11 17:19:17-03","UFPR","UPCB","83705","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Braga, R.","260","1960","03","05",NA,"Brasil","Paraná","Lapa","Fazenda Santa Bernadete","-49.7158012390137","-25.7696990966797",NA,NA,NA,"Campo..",NA,"Marzinek, J.","2002","06",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"47","2021-02-11 17:19:17-03","UFPR","UPCB","11968","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Cure, J.R.",NA,NA,NA,NA,NA,"Brasil","Paraná","Curitiba","Parque da Cidade","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,"Marzinek, J.","2002","06",NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"48","2021-02-11 17:19:17-03","UFPR","UPCB","3522","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Hatschbach, G.","9039","1962","03","25",NA,"Brasil","Paraná","Ponta Grossa","Parque Estadual Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"Flor lilás, campo..",NA,"Marzinek, J.","2002","06",NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA
"49","2021-02-11 17:19:17-03","UFPR","UPCB","19038","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Barbola, I.F.",NA,"1991","03","14",NA,"Brasil","Paraná","Lapa","Reserva Florestal Passa Dois","-49.7158012390137","-25.7696990966797",NA,NA,NA,"Herbácea do campo seco..",NA,"Marzinek, J.","2002","06",NA,"49965","auto",NA,NA,NA,NA,NA,NA,NA
"50","2021-02-11 17:19:17-03","UFPR","UPCB","16925","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Silva, J.M.","507","1988","03","24",NA,"Brasil","Paraná","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"Xilopodífera, flores rosadas. Campo limpo, seco.",NA,"Marzinek, J.","2002","06",NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"51","2021-02-11 17:19:17-03","UFPR","UPCB","6575","PreservedSpecimen","Plantae",NA,NA,"Lamiaceae","Rhabdocaulon","gracile","Rhabdocaulon gracile","(Benth.) Epling","Hatschbach, G.","16183","1967","03","16",NA,"Brasil","Paraná","Porto Amazonas","Rio Iguaçu","-49.8903007507324","-25.5447006225586",NA,NA,NA,"Xilopodífera, flor lilás, do campo limpo seco..",NA,"Marzinek, J.","2002","06",NA,"14684","auto",NA,NA,NA,NA,NA,NA,NA
