"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","occurrenceRemarks","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","coordinatePrecision","geoFlag","class","order","relatedCatalogItem","individualCount","fieldNumber"
"11","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556300","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","cruciata","Colletia cruciata","Gillies & Hook.","Herter WGF",NA,NA,NA,"Herter WGF",NA,"1936","04","10","Uruguay","Maldonado",NA,"Cerro Animas, Maldonado",NA,NA,NA,NA,NA,NA,"NL-U1556300","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556300 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556300",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Rosales","U 0244471",NA,NA
"12","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556301","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","cruciata","Colletia cruciata","Gillies & Hook.",NA,NA,NA,NA,"Sello F",NA,NA,NA,NA,"Uruguay","Montevideo",NA,"Montevideo",NA,NA,NA,NA,NA,NA,"NL-U1556301","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556301 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556301",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Rosales","U 0244464",NA,NA
"13","2020-02-08 10:25:48-03","NBC","NL-BOTANY","L.2323735","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Johnston MC",NA,NA,NA,"Vincent D; Herb Alleizette AC d'",NA,"1915","11","01","Brazil","Minas Gerais",NA,"Brésil, Minas Gerais, Diamantina.",NA,NA,NA,NA,NA,NA,"NL-L2323735","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2323735 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2323735",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Rosales","L 0384298",NA,NA
"14","2020-02-08 10:25:48-03","NBC","NL-BOTANY","L.2323737","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Johnston MC",NA,NA,NA,"Sello HL",NA,NA,NA,NA,"Brazil",NA,NA,"Montevidio",NA,NA,NA,NA,NA,NA,"NL-L2323737","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2323737 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2323737",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Rosales","L 0384300",NA,NA
"15","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556303","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Schinini A",NA,NA,NA,"Seijo G; Solís Neffa VG; Peichoto C; Sosa M",NA,"2001","12","01","Uruguay","Maldonado",NA,"Uruguay, Maldonado. La Barra.","-54.820833","-34.906667","-54.820833","-34.906667",NA,NA,"NL-U1556303","En dunas costeras.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556303 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556303",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Rosales","U 0246953",NA,NA
"16","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556304","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Irgang BE",NA,NA,NA,"Irgang BE",NA,"1973","03","05","Uruguay",NA,NA,"Parque Sta. Tereza-Uruguay",NA,NA,NA,NA,NA,NA,"NL-U1556304","Em bosque.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556304 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556304",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Rosales","U 0244458",NA,NA
"17","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556305","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Johnston MC","1968","08","01","Heel ALS van",NA,"1961","10","13","Argentina","Buenos Aires",NA,"Argentina, Buenos Aires: 30 km from Mar del Plata",NA,NA,NA,NA,NA,NA,"NL-U1556305","Base of rocky slope.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556305 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556305",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Rosales","U 0244465",NA,NA
"18","2020-02-08 10:25:48-03","NBC","NL-BOTANY","U.1556351","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Bastos NR",NA,NA,NA,"Lindeman JC; Porto ML",NA,"1971","11","15","Brazil","Rio Grande do Sul",NA,"Morro dos Conventos",NA,NA,NA,NA,NA,NA,"NL-U1556351","Zona pantanosa na beira da lagoa na restinga.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1556351 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1556351",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Rosales","U 0244457",NA,NA
"19","2020-02-08 10:25:48-03","NBC","NL-BOTANY","WAG.1538794","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.",NA,NA,NA,NA,"Pedersen TM",NA,"1994","10","08","Argentina","Buenos Aires",NA,"sa. Vigilancia, pdo. Balcarce.",NA,NA,NA,NA,NA,NA,"NL-WAG1538794","<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1538794 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1538794",NA,"Southern America",NA,NA,NA,NA,NA,"Magnoliopsidae","Rosales","WAG0075304",NA,NA
"20","2020-11-04 11:17:56-03","ESALQ","ESA","102265","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa",NA,"Tsuji, R.","2007","03","05","Tsuji, R.","1789.0","2007","03","05","Brasil","Rio Grande do Sul","Porto Alegre",NA,"-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"ESA102265",NA,"ESA102265",NA,NA,NA,NA,"Magnoliophyta","29946","auto",NA,NA,NA,NA,NA
"21","2020-11-04 11:17:56-03","ESALQ","ESA","31692","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa",NA,NA,NA,NA,NA,"Jarenkow, J.A. et al.","1288.0","1989","05","26","Brasil","Rio Grande do Sul","Santa Vitória do Palmar",NA,"-53.3680992126465","-33.5189018249512",NA,NA,NA,NA,"ESA031692",NA,"ESA031692",NA,NA,NA,NA,"Magnoliophyta","130170","auto",NA,NA,NA,NA,NA
"22","2015-07-02 14:03:53-03","JBP","HPL","7704","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa",NA,"R. Tsuji","2007","03","05","R. Tsuji","1789","2007","03","05","Brasil","RS","Porto Alegre","Coletado no Parque Zoobotânico, entre a coleção de plantas.","-51.23","-30.0331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29946","auto",NA,NA,NA,NA,NA
"23","2019-08-27 13:32:04-03","IAP","PACA-AGP","70802","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos e D. Moraes","1998","10",NA,"J. Larocca",NA,"1991","02","03","Brasil","RS","Bom Jesus","Faz. Águas Brancas próx. Rio dos Touros","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"PACA070802","Arbusto 2m Habitat: Interior de mata de araucária",NA,NA,NA,NA,NA,"Magnoliophyta","55856","auto","Magnoliatae","Rhamnales",NA,NA,NA
"24","2019-08-27 13:32:04-03","IAP","PACA-AGP","36361","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos e D. Moraes","1998","10",NA,"Rambo, B.",NA,"1948","02",NA,"Brasil","RS","Cambará do Sul","Perto de São Francisco de Paula","-50.1446990966797","-29.0478000640869",NA,NA,NA,NA,"PACA036361","Habitat: Ad araucarietum Fenofase: estéril",NA,NA,NA,NA,NA,"Magnoliophyta","30776","auto","Magnoliatae","Rhamnales",NA,NA,NA
"25","2019-08-27 13:32:04-03","IAP","PACA-AGP","391","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos","1998","10",NA,"Rambo, B.",NA,"1933","05","19","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA000391","Habitat: In silvula campestri Fenofase: flor",NA,NA,NA,NA,NA,"Magnoliophyta","29946","auto","Magnoliatae","Rhamnales",NA,NA,NA
"26","2019-08-27 13:32:04-03","IAP","PACA-AGP","52796","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos e D. Moraes","1998","10",NA,"Rambo, B.",NA,"1952","06",NA,"Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA052796","Habitat: In dumetosis campestribus Fenofase: flor",NA,NA,NA,NA,NA,"Magnoliophyta","29946","auto","Magnoliatae","Rhamnales",NA,NA,NA
"27","2019-08-27 13:32:04-03","IAP","PACA-AGP","35012","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R.Bastos e D. Moraes","1998","10",NA,"Rambo, B.",NA,"1947","10",NA,"Brasil","RS","Vacaria","Faz. a Ronda","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"PACA035012","Habitat: In silvula campestri Fenofase: flor",NA,NA,NA,NA,NA,"Magnoliophyta","63451","auto","Magnoliatae","Rhamnales",NA,NA,NA
"28","2019-08-27 13:32:04-03","IAP","PACA-AGP","72161","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos",NA,NA,NA,"N. R. Bastos",NA,"1992","10","11","Brasil","SC","São Joaquim","Faz. Café Turismo Ecológico","-49.9317016601562","-28.2938995361328",NA,NA,NA,NA,"PACA072161","Revisado por Bastos e Moraes em 101998 Habitat: Em beira de caminho, solo rochoso Fenofase: fruto imaturo",NA,NA,NA,NA,NA,"Magnoliophyta","48290","auto","Magnoliatae","Rhamnales",NA,NA,NA
"29","2019-08-27 13:32:04-03","IAP","PACA-AGP","106648","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","M. Verdi","2008","04","17","M. Verdi & F. E. Carneiro","621","2008","04","17","Brasil","SC","São Joaquim",NA,"-49.76909","-28.260536","-49,76909","-28,260536","1449","1449","PACA106648","Florística IFFSC 144. FOM. Classe de floresta: estágio médio de regeneração [Coord.Orig.UTM: 620739 S, 6873322] Fenofase: Flor creme Hábito: arbustiva",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Magnoliatae","Rhamnales",NA,NA,NA
"30","2019-08-27 13:32:04-03","IAP","PACA-AGP","109688","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos",NA,NA,NA,"N. R. Bastos","444","1997","07","29","Brasil","RS","Cambará do Sul","Passo da Ilha, na divisa com São Francisco.","-50.355306","-29.121778","50°21'19,1W","29°7'18,4S","8","8","PACA109688","Habitat: em afloramento rochoso basáltico, na margem do Rio tainhas",NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,"Magnoliatae","Rhamnales",NA,NA,NA
"31","2019-08-27 13:32:04-03","IAP","PACA-AGP","74298","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","I. Fernandes",NA,NA,NA,"J. Giachim","909","1991","07","01","Brasil","RS","Bagé","Casa de Pedra","-54.1068992614746","-31.3313999176025",NA,NA,NA,NA,"PACA074298","Revisto por N. R. Bastos e D. Moraes em 101998&nf;Arbusto com flores brancas Habitat: Entre rochedos, sobre rocha Fenofase: flor",NA,NA,NA,NA,NA,"Magnoliophyta","74087","auto","Magnoliatae","Rhamnales",NA,NA,NA
"32","2019-08-27 13:32:04-03","IAP","PACA-AGP","9030","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos e D. Moraes","1998","10",NA,"Rambo, B.",NA,"1942","01","16","Brasil","RS","Bom Jesus",NA,"-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"PACA009030","Habitat: In silvula campestri Fenofase: flor",NA,NA,NA,NA,NA,"Magnoliophyta","55856","auto","Magnoliatae","Rhamnales",NA,NA,NA
"33","2019-08-27 13:32:04-03","IAP","PACA-AGP","69964","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos e D. Moraes","1998","10",NA,"Sehnem, A.","5837","1952","11","22","Brasil","RS","Bom Jesus","Rio pelotas","-50.4166984558105","-28.6678009033203",NA,NA,NA,NA,"PACA069964","Habitat: In silvula",NA,NA,NA,NA,NA,"Magnoliophyta","55856","auto","Magnoliatae","Rhamnales",NA,NA,NA
"34","2019-08-27 13:32:04-03","IAP","PACA-AGP","70741","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos",NA,NA,NA,"N. R. Bastos","097","1991","04","09","Brasil","RS","Cangussú","A 500m do limit com Piratini.","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,"PACA070741","Arbustos isolados.&nf;Revisado por Bastos e Moraes em 10.1998. Habitat: Em barranco na beira da estrada. Fenofase: flor",NA,NA,NA,NA,NA,"Magnoliophyta","68702","auto","Magnoliatae","Rhamnales",NA,NA,NA
"35","2019-08-27 13:32:04-03","IAP","PACA-AGP","73448","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos e D. Moraes","1998","10",NA,"Eggli","2527","1994","02","08","Brasil","RS","Caxias do Sul","Rodovia Ana Rech/Lageado Grande","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,"PACA073448",NA,NA,NA,NA,NA,NA,"Magnoliophyta","49662","auto","Magnoliatae","Rhamnales",NA,NA,NA
"36","2019-08-27 13:32:04-03","IAP","PACA-AGP","52017","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos e D. Moraes","1998","10",NA,"Rambo, B.",NA,"1952","02","20","Brasil","RS","Jaquirana","Perto de São Francisco de Paula","-50.3577995300293","-28.8847007751465",NA,NA,NA,NA,"PACA052017","Habitat: In silvula campestri Fenofase: flor",NA,NA,NA,NA,NA,"Magnoliophyta","31282","auto","Magnoliatae","Rhamnales",NA,NA,NA
"37","2019-08-27 13:32:04-03","IAP","PACA-AGP","70740","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos",NA,NA,NA,"N. R. Bastos","096","1991","04","09","Brasil","RS","Piratini","A 100m do limite entre Cangussú e Piratini","-53.1041984558105","-31.4480991363525",NA,NA,NA,NA,"PACA070740","Arbustos até 2m de alt., densa floração com cheiro de baunilha, estames conspíuos. Revisada em 1998. Habitat: Em campo na beira da estrada. Fenofase: flores brancas Hábito: arbusto",NA,NA,NA,NA,NA,"Magnoliophyta","62286","auto","Magnoliatae","Rhamnales",NA,NA,NA
"38","2019-08-27 13:32:04-03","IAP","PACA-AGP","82189","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","N. R. Bastos",NA,NA,NA,"N. R. Bastos",NA,"1991","01","12","Brasil","RS","Porto Alegre","Morro da Polícia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"PACA082189","Arbusto 1m alt., ramos verde-escuro, grande variação na forma de espinhos&nf;Revisto por Bastos e Moraes em 101998 Habitat: Entre rochas solo arenoso",NA,NA,NA,NA,NA,"Magnoliophyta","29946","auto","Magnoliatae","Rhamnales",NA,NA,NA
"39","2019-11-27 13:52:11-03","UFS","ASE","40084","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.",NA,"2013","03","05","Grizzon, M; Wasum, R","4007","2013","02","27","Brasil","Rio Grande do Sul","Jaquirana",NA,"-53.3578","-28.8847","-53.3578","-28.8847","832","832","ASE0041601","Na borda da mata ciliar",NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
"40","2019-11-27 13:52:11-03","UFS","ASE","40152","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Grizzon, M","2013","03","05","Grizzon, M","192","2013","02","27","Brasil","Rio Grande do Sul","Jaquirana",NA,"-50.254444","-30.145556","-50.254444","-30.145556","832","832","ASE0041669","Arbusto com 1,8 m de altura, flores alvas; Na borda da mata ciliar",NA,NA,"Southern America",NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-01 16:38:42-03","UNICAMP","UEC","81532","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Jarenkow, JA","1990","01",NA,"Jarenkow, JA; Waechter, JL","1288","1989","05","26","Brazil","Rio Grande do Sul","Santa Vitória do Palmar","Chui","-53.3680992126465","-33.5189018249512",NA,NA,NA,NA,"UEC171710","Arbustos com 50-100 cm de altura; em borda de mata ciliar do Arroio do Chui.","UEC171710",NA,NA,NA,NA,"Magnoliopsida","130170","auto",NA,NA,NA,NA,NA
"42","2020-04-22 16:23:21-03","UFPB","JPB","36914","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Pereira, LA","2017","05","19","Machado, M","724","2005","12","07","Brasil","Rio Grande do Sul","Quaraí","BR-293 de Santana do Livramento em direção a Quaraí, ca. 30.9 km da entrada oeste de Santana do Livramento (35.6 km da entrada leste de Santana do Livramento), dobra-se à direita (norte) na estrada RS-183 para Passo da Guarda e Harmonia, após 52 km dobra","-56.0725","-30.314722","-56.0725","-30.314722","295","295","JPB0036914",NA,"JPB0036914",NA,"Southern America",NA,NA,"Angiosperma",NA,NA,NA,"Dicotyledon",NA,NA,NA
"43","2020-12-04 13:19:40-03","UDESC","LUSC","8455","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Barboza, E.","2014","08","07","Ariati, V.; et al.","960","2014","03","21","Brasil","Rio Grande do Sul","São José dos Ausentes","Cachoeirão os Rodrigues.","-50.0657997131348","-28.7483005523682",NA,NA,NA,NA,"LUSC001399",NA,"LUSC001399",NA,NA,NA,NA,NA,"42598","auto",NA,NA,NA,NA,NA
"44","2019-01-17 11:26:56-02","PUCRS","MPUC","4551","S","Plantae","Rhamnaceae","Colletia","cruciata","Colletia cruciata","Gillies & Hook.","W. Kaercher",NA,NA,NA,NA,NA,"1975","09","30","Brasil","RS","Porto Alegre","Morro Santana","-51.2372222222","-30.0191388889","-51.2372222222","-30.0191388889",NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Magnoliopsida","Rosales",NA,"1",NA
"45","2019-01-17 11:26:56-02","PUCRS","MPUC","13966","S","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","C. Schlindwein","1995","01","01",NA,NA,"1990","04","07","Brasil","RS","Canguçu","3 km em direção ao Posto Branco","-52.6755981445312","-31.3950004577637",NA,NA,NA,NA,NA,"Vegetação aberta secundária, solo arenoso",NA,NA,"South America",NA,NA,NA,"68702","auto","Magnoliopsida","Rosales",NA,"1",NA
"46","2020-10-14 10:05:51-03","FURB","FURB","35013","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Korte, A","2011","06","08","Korte, A.","6934","2011","06","02","Brasil","Santa Catarina","Lages","Fazenda Igrejinha.","-50.22","-28.08","-50.2200000","-28.0800000","1163","1163","FURB41332","Florística IFFSC 158 (Arbusto) Habitat: Campos naturais; Estágio Médio Habito: arbusto; flor branca","FURB41332",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-10-14 10:05:51-03","FURB","FURB","35137","PreservedSpecimen","Plantae","Rhamnaceae","Colletia","paradoxa","Colletia paradoxa","(Spreng.) Escal.","Korte, A","2011","07","05","Korte, A.","7037","2011","06","20","Brasil","Santa Catarina","Bom Jardim da Serra","Campo de Fora.","-49.68","-28.26","-49.6800000","-28.2600000","1380","1380","FURB41335","Florística IFFSC 115 (Arbusto) Habitat: Floresta Ombrófila Mista; Estágio Médio Habito: arbusto; flor branca","FURB41335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
