"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","individualCount","occurrenceRemarks","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","continentOcean","country","stateProvince","preparationType","barcode","imagecode","month","day","locality","yearIdentified","monthIdentified","dayIdentified","county","verbatimLongitude","verbatimLatitude","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","typeStatus"
"12","2021-03-30 12:52:42-03","EAO","IAN","192699","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Flores não-ressupinadas. Tépalas verdes pintalgadas de marrom. Labelo amarelo. Erva epífita.","Rchb.f.","Petini-Benelli, A","Petini-Benelli, A","ADA569","2013","Southern America","Brasil","São Paulo",NA,"IAN192699",NA,"12","09","Ex hort. Mari Teresa de Lima.","2014","01","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:52:42-03","EAO","IAN","192703","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Flores não-ressupinadas. Tépalas verdes, pintalgadas de marrom-avermelhado. Labelo aconchavado, verde-amarelado com margem serrilhada. Erva epífita. Sobre Acrocomia aculeata (jacq.) Lodd. ex Mart.","Rchb.f.","Petini-Benelli, A","Monteiro, N","ADA349","2014","Southern America","Brasil","Goiás",NA,"IAN192703",NA,"01","25","Margem da rodovia.","2014","01","25","Iporá","-51.065278","-16.456389","-51.065278","-16.456389",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-26 18:09:06-03","CPAN-UFMS","COR","17574","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Erva epífitas sobre Copernicia alba. Habito: Erva","(C.Morren) Lindl.",NA,"Bortolotto, I.M.",NA,"1995",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"09","01","Morro Rabicho",NA,NA,NA,"Corumbá","57º27'1''W","19º1'16''S","-57.450278","-19.021111",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-02 16:29:06-03","CPAN-UFMS","COR","3513","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Habito: Epifita","(C.Morren) Lindl.","Barros.F","Chaparro,M.;Bortolotto,I.M.",NA,"1994",NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,"05","06","Morro próximo a Baia Negra.",NA,NA,NA,"Ladário",NA,NA,"-57.6016998291016","-19.0046997070312","23141","auto",NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:46:01-03","NBC","NL-BOTANY","L 0303213","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200303213 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","(C.Morren) Lindl.",NA,"Unknown",NA,"1988","Southern America","Bolivia",NA,NA,"NL-L0303213",NA,"01","01","No further data available",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","16862",NA,NA,NA
"17","2021-03-31 13:40:42-03","MN","R","16598","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(C. Morren) Lindl.","Bicalho, H.D.","Pierri, A.",NA,"1927",NA,NA,NA,NA,NA,NA,"12",NA,NA,"1966","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-31 13:40:48-03","MN","R","35779","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(C. Morren) Lindl.","Bicalho, H.D.","s.col.",NA,"1939",NA,NA,NA,NA,NA,NA,"12","11",NA,"1966","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:40:48-03","MN","R","35835","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(C. Morren) Lindl.","Romero, G.A.","Sampaio, A.J.","4850",NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"1991","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-31 13:40:48-03","MN","R","69977","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(C. Morren) Lindl.","Bicalho, H.D.","Sampaio, A.J.","4581","1930",NA,"Brasil","São Paulo",NA,NA,NA,"11","29",NA,"1966","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-11-19 10:24:32-03","CPAP","CPAP","7329","PreserverdSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Epífita. Planta masculina; odor suave. FLOR: amarelo esverdeado. Pétalas com pintas de cor vinho. FRUTO: . INTERESSE: Ornamental. FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: tronco seco. RELEVO: .","(C. Morren) Lindl.","F. Barros","Pott, V. J.","1304","1990",NA,"Brasil","MS",NA,NA,NA,"03","26","Casa de vegetação - Embrapa/cpap","2002","01","30","Corumbá","57°39' W","19°01' S","-57.65","-19.016667",NA,NA,"141","141",NA,NA,NA,NA,NA
"22","2020-11-19 10:24:32-03","CPAP","CPAP","10645","PreserverdSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Epífita. Planta com inflorescências masculinas. FLOR: verde. FRUTO: verde. INTERESSE: Ornamental. FREQUÊNCIA: . AMBIENTE: . SUBSTRATO: sobre o carandá. RELEVO: plano.","(C. Morren) Lindl.",NA,"Salis, S. M.","781","1995",NA,"Brasil","MS",NA,NA,NA,"02","20","Em vaso plantado",NA,NA,NA,"Corumbá",NA,NA,"-57.6533012390137","-19.0091991424561","295160","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-19 10:24:32-03","CPAP","CPAP","13833","PreserverdSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Epífita. FLOR: ocre. FRUTO: verde. INTERESSE: . FREQUÊNCIA: . AMBIENTE: Mata. SUBSTRATO: carandá (Copernicia australis).. RELEVO: plano.","(C. Morren) Lindl.","F. de Barros","Chaparro, M. A. C.","03","1994",NA,"Brasil","MS",NA,NA,NA,"05","06","Na base do morro localizado na margem da Baía Negra","1994","07",NA,"Ladário",NA,NA,"-57.6016998291016","-19.0046997070312","23141","auto",NA,NA,NA,NA,NA,NA,NA
"24","2019-08-27 13:26:31-03","IAP","PACA-AGP","84951","PreservedSpecimen","Plantae","Magnoliophyta","Orchidales","Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"EM PERIGO&nf;SEM MATERIAL Habitat: Epiphytum in silva primaeva","Ldl.","A. Sehnem","Sehnem, A.",NA,"1973",NA,"Brasil","RS",NA,"PACA084951",NA,"01",NA,"Reserva do Turvo","1973",NA,NA,"Tenente Portela",NA,NA,"-53.75830078125","-27.3710994720459","14404","auto",NA,NA,"Liliatae",NA,NA,NA,NA
"25","2016-07-05 11:14:14-03","FFCLRP","LBMBP","301","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Altinópolis","47°22'W","21°01'S","-47.366667","-21.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2016-07-05 11:14:14-03","FFCLRP","LBMBP","806","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Altinópolis","47°22'W","21°01'S","-47.366667","-21.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-07-05 11:14:14-03","FFCLRP","LBMBP","302","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brotas","48°07'W","22°17'S","-48.116667","-22.283333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-07-05 11:14:14-03","FFCLRP","LBMBP","303","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Simão","47°33'W","21°28'S","-47.55","-21.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-07-05 11:14:14-03","FFCLRP","LBMBP","304","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Altinópolis","47°22'W","21°01'S","-47.366667","-21.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2016-07-05 11:14:14-03","FFCLRP","LBMBP","807","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Altinópolis","47°22'W","21°01'S","-47.366667","-21.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2016-07-05 11:14:14-03","FFCLRP","LBMBP","306","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin","E.R. Pansarin",NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Altinópolis","47°22'W","21°01'S","-47.366667","-21.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-07-05 11:14:14-03","FFCLRP","LBMBP","714","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Carlos","47°53'W","22°01'S","-47.883333","-22.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-07-05 11:14:14-03","FFCLRP","LBMBP","723","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"São Carlos","47°53'W","22°01'S","-47.883333","-22.016667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-07-05 11:14:14-03","FFCLRP","LBMBP","729","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ribeirão Preto","47°48'W","21°10'S","-47.8","-21.166667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-07-05 11:14:14-03","FFCLRP","LBMBP","914","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(E. Morren) Lindl. & Paxton","E.R. Pansarin",NA,NA,NA,NA,"Brasil","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Itaquiraí","54°11'W","23°28'S","-54.183333","-23.466667",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-07 11:46:53-03","UFMS","CGMS","9703","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Flor esverdeada. Indivíduo feminino. Epífita. Origem Bodoquena, cultivada em Campo Grande-MS.","(C.Morren) Lindl.","R.B. Singer","E.B. Santos",NA,"1999",NA,"Brasil","Mato Grosso do Sul",NA,"CGMS1018301",NA,"03","18","Campo Grande-Bodoquena.","2003","03","17","Mato Grosso do Sul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-04-07 11:46:53-03","UFMS","CGMS","33399","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(C.Morren) Lindl.","R.H. Silva","E.S. Souza-Lima; S.S. Lima; M. Torres; A.R.Q. Paredes; W. Vargas; R.H. Silva","45","2011",NA,"Brasil","Mato Grosso do Sul",NA,"CGMS1062795",NA,"06","28","Fazenda São Bento.","2011","06","28","Corumbá","-57,0166667","-19,4822223","-57.0166667","-19.4822223",NA,NA,"94","94",NA,NA,NA,NA,NA
"38","2021-04-07 11:46:53-03","UFMS","CGMS","69892","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Flor esverdeada com pintas castanhas nas pétalas. Fruto ausente. Flor em viveiro. Planta masculina. Habitat: Savana inundável de Copernicia alba (bocaiúva). Solo argiloso vértico. Relevo plano. Habito: Erva epífita. Esparsa.","(C.Morren) Lindl.","A. Pott; V.J. Pott","A. Pott","17424","2014",NA,"Brasil","Mato Grosso do Sul",NA,"CGMS1102850",NA,"11","20","RPPN Portal do Pantanal, Rodovia BR-262, Km 571, 5 Km a leste da ponte do Rio Miranda.",NA,NA,NA,"Aquidauana","-56,4738889","-20,1905555","-56.4738889","-20.1905555",NA,NA,"123","123",NA,NA,NA,NA,NA
"39","2021-04-07 11:46:53-03","UFMS","CGMS","65536","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Flor esverdeada. Pétalas com pintas.Flores masculinas. Habitat: Savana inundável de Copernicia albae Casearia aculeata. Solo argiloso vértico. Relevo plano. Habito: Erva epífita em estipe de palmeira 'carandá' (Copernicia alba).","(C.Morren) Lindl.","V.J. Pott; A. Pott","V.J. Pott; A. Pott","12111","2016",NA,"Brasil","Mato Grosso do Sul",NA,"CGMS1098497",NA,"02","10","RPPN Porta do Pantanal. Rodovia BR-262, Km 571, 26 Km E da Ponte do Rio Miranda.",NA,NA,NA,"Miranda","-56,4794445","-20,1905555","-56.4794445","-20.1905555",NA,NA,"123","123",NA,NA,NA,NA,NA
"40","2021-04-07 11:46:53-03","UFMS","CGMS","6146","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"(C.Morren) Lindl.","R.B. Singer","U.M. Resende","1092","1998",NA,"Brasil","Mato Grosso do Sul",NA,"CGMS1018302",NA,"03","14","Morro do desenho - Aldeia Limão Verde.","2002","01","17","Aquidauana",NA,NA,"-55.7872009277344","-20.4710998535156","212961","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-04-07 11:46:53-03","UFMS","CGMS","4335","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Epífita.","(C.Morren) Lindl.","R.B. Singer","U.M. Resende","682","1992",NA,"Brasil","Mato Grosso do Sul",NA,"CGMS004335",NA,"04","10","Morro do Azeite.","2003","01","17","Miranda",NA,NA,"-56.3782997131348","-20.2406005859375","92112","auto",NA,NA,NA,NA,NA,NA,NA
"42","2019-08-20 10:00:37-03","UNICAMP","UEC","140203","S","Plantae","Liliopsida",NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"Lindl.",NA,"Breier, TB","891",NA,NA,"Brazil","São Paulo",NA,"UEC064639","UEC064639",NA,NA,"Estação Ecológica Caetetus",NA,NA,NA,"Gália","-49.5","-22.25","-49.5","-22.25",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-08-20 10:00:37-03","UNICAMP","UEC","139088","S","Plantae","Liliopsida",NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,NA,"Lindl.","Singer, RB","Singer, RB","2004/08","2004",NA,"Brazil","Mato Grosso do Sul",NA,"UEC064642","UEC064642","02","08","Fazenda Água limpa",NA,NA,NA,"Bonito",NA,NA,"-56.4818992614746","-21.1210994720459","71352","auto",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-01 16:20:06-03","UNICAMP","UEC","140338","S","Plantae","Liliopsida",NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Data de floração: 05/03/2004.","Lindl.",NA,"Pansarin, ER","s.n.",NA,NA,"Brazil","São Paulo",NA,"UEC064640","UEC064640",NA,NA,"Serra do Japi",NA,NA,NA,"Jundiaí",NA,NA,"-46.8800010681152","-23.1800003051758","17840","auto",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-01 16:20:06-03","UNICAMP","UEC","139216","S","Plantae","Liliopsida",NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Prensada em II.98.","Lindl.","Singer, RB","Singer, RB","97/121","1997",NA,"Brazil","São Paulo",NA,"UEC064644","UEC064644","12","10","Parque Estadual Morro do Diabo",NA,NA,NA,"Teodoro Sampaio",NA,NA,"-52.1599998474121","-22.5300006866455","54606","auto",NA,NA,NA,NA,NA,NA,NA
"46","2020-10-14 10:03:58-03","FURB","FURB","62777","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"Coletada 30/10/18 floração 23/12/18 - Tépalas escurecidas, labelo verde fimbriado Habitat: Interior de unidade amostral Habito: Epífita","(C.Morren) Lindl.","Kassner-Filho, A.","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","4424","2018",NA,"Brasil","Santa Catarina",NA,"FURB62777","FURB62777","10","30","Linha Dalchiovão.","2018","12","23","Nova Itaberaba","-52.7836111","-26.9536111","-52.7836111","-26.9536111",NA,NA,"590","590",NA,NA,NA,NA,NA
"47","2019-12-07 11:15:36-03","UTFPR","HCF","30073","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"erva epífita encontrada em árvore morta. Flores esverdeadas com máculas marrons. Labelo verde e calo branco.","(C.Morren) Lindl.","M.G. Caxambu","M.G. Caxambu","9091","2019",NA,"Brasil","PR",NA,NA,NA,"12","04","Parque Nacional do Iguaçu, Trilha Manoel","2019","12","04","Céu Azul","53°49'25 W","25°07'50 S","-53.823611","-25.130556",NA,NA,"691","691",NA,NA,NA,NA,NA
"48","2019-12-07 11:15:36-03","UTFPR","HCF","18824","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"erva epífita, ripária. Flores verdes com labelo amarelado.","(C.Morren) Lindl.","M.G. Caxambu","M.G. Caxambu","7153","2015",NA,"Brasil","PR",NA,NA,NA,"12","18","Estação Ecológica Municipal Reinaldo","2016","01","29","Nova Tebas","51°56'42,7 W","24°22'12,3 S","-51.945194","-24.370083",NA,NA,"569","569",NA,NA,NA,NA,NA
"49","2019-08-16 08:40:23-03","UTFPR","HCF","10515","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"erva epífita, heliófita, com flores verdes, a cerca de 18 m de altura. Forófito: Syagrus romanzoffiana (Cham.) Glassman","(C.Morren) Lindl.","M.G. Caxambu","M.G. Caxambu","3944","2012",NA,"Brasil","PR",NA,NA,NA,"04","18","Estação Ecológica Luiziana","2012","05","04","Luiziana","52°27'33 W","24°31'19,1 S","-52.459167","-24.521972",NA,NA,"696","696",NA,NA,NA,NA,NA
"50","2019-08-16 08:40:23-03","UTFPR","HCF","6578","S","Plantae",NA,NA,"Orchidaceae","Catasetum","fimbriatum","Catasetum fimbriatum",NA,"erva epífita, semi-ciófila, entouceirada. Pseudobulbos grossos, com folhas membranáceas. Flores esverdeadas.","(C.Morren) Lindl.","J. Cordeiro","M.G. Caxambu","1993","2008",NA,"Brasil","PR",NA,NA,NA,"01","04","Parque Estadual Lago Azul (PELA)","2008",NA,NA,"Campo Mourão","52°19'39,2 W","24°06'13,1 S","-52.327556","-24.103639",NA,NA,"565","565",NA,NA,NA,NA,NA
