"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","fieldNumber","individualCount","typeStatus","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","603018","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.F.Mattos) H.C.Lima","G. P. Lewis","G. P. Lewis","865","1981","12","19","South America","Brazil","Bahia","Estrada de Lençois BR 242, 5-6 km ao N. de Lençois","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617479' target='other'> <mi>dwc_moreinfo</mi></a>","NY00603018","NY00603018_01","Lençóis","-41.37","-12.52","420","420",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","603017","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.F.Mattos) H.C.Lima","H. C. de Lima","D. de Andrade-Lima","54-1900","1954","10","21","South America","Brazil","Pernambuco","Goiana. Uzina Santa Tereza","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=617478' target='other'> <mi>dwc_moreinfo</mi></a>","NY00603017","NY00603017_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-06-29 11:30:31-03","UFRJ","RFA","39538","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","R. D. Ribeiro","Finotti R.; Caruzo J.","6","2007","09","14",NA,"Brasil","Rio de Janeiro","Interior de fragmento florestal cujo o entorno é ocupado por várias pequenas propriedades, antigo assentamento do INCRA",NA,"Arvore de 16 metros de altura e PAP de 218 cm.","RFA24501",NA,"Guapimirim","-42.845833","-22.577222","50","50","42º50'45''W","22º34'38''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-15 11:14:39-03","FUNED","FUNED-POL","3425","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense",NA,NA,"Sandra Matoso",NA,"2001","10","24",NA,"Brasil","MG","Campus UFV",NA,NA,"POL003425","POL003425_p01 POL003425_p02 POL003425_p03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-08 17:41:42-03","EAO","IAN","22564","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"Kuhlmann, M; Ducke, A","23394",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,"IAN022564",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-08 17:41:42-03","EAO","IAN","71107a","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.Mattos) H.C.de Lima","Lima, HC de","Ducke, A; Andrade-Lima, D de","56","1951","11","30","Southern America","Brasil","Pernambuco","Uzina Santa Tereza. Mata.",NA,"Árvore; flor verde-claro. Frutos.","IAN71107a",NA,"Goiana","-35.002498626709","-7.56056022644043",NA,NA,NA,NA,"1981","03","22853","auto",NA,NA,NA,NA,NA,NA
"17","2021-04-08 17:41:42-03","EAO","IAN","71107","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.Mattos) H.C.de Lima","Lima, HC de","Ducke, A; Andrade-Lima, D de","56","1951","11","30","Southern America","Brasil","Pernambuco","Uzina Santa Tereza. Mata.",NA,"Árvore; flor verde-claro. Frutos.","IAN071107",NA,"Goiana","-35.002498626709","-7.56056022644043",NA,NA,NA,NA,"1982",NA,"22853","auto",NA,NA,NA,NA,NA,NA
"18","2021-04-08 17:41:42-03","EAO","IAN","90468","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.Mattos) H.C.de Lima","Lima, HC de","Andrade-Lima, D de","1900","1954","10","21","Southern America","Brasil","Pernambuco","Uzina Santa Tereza. Mata de terra firme à margem da estrada p/ Goiana.",NA,"Arvore de 8-10m. Casca mais ou menos lisa com reticulação miuda, sobressaindo-se as fendas tranversais; cor da casca cinzento-pardo com manchas amarelo ocre. Flor róseo pálido.","IAN090468",NA,"Goiana","-35.002498626709","-7.56056022644043",NA,NA,NA,NA,"1981","03","22853","auto",NA,NA,NA,NA,NA,NA
"19","2021-04-08 17:41:42-03","EAO","IAN","71107a","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.Mattos) H.C.de Lima","Lima, HC de","Ducke, A; Andrade-Lima, D de","56","1951","11","30","Southern America","Brasil","Pernambuco","Uzina Santa Tereza. Mata.",NA,"Árvore; flor verde-claro. Frutos.","IAN71107a",NA,"Goiana","-35.002498626709","-7.56056022644043",NA,NA,NA,NA,"1981","03","22853","auto",NA,NA,NA,NA,NA,NA
"20","2021-04-08 17:41:42-03","EAO","IAN","71107","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.Mattos) H.C.de Lima","Lima, HC de","Ducke, A; Andrade-Lima, D de","56","1951","11","30","Southern America","Brasil","Pernambuco","Uzina Santa Tereza. Mata.",NA,"Árvore; flor verde-claro. Frutos.","IAN071107",NA,"Goiana","-35.002498626709","-7.56056022644043",NA,NA,NA,NA,"1982",NA,"22853","auto",NA,NA,NA,NA,NA,NA
"21","2021-04-08 17:41:42-03","EAO","IAN","90468","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Hymenolobium","janeirense","stipulatum","Hymenolobium janeirense stipulatum","(N.Mattos) H.C.de Lima","Lima, HC de","Andrade-Lima, D de","1900","1954","10","21","Southern America","Brasil","Pernambuco","Uzina Santa Tereza. Mata de terra firme à margem da estrada p/ Goiana.",NA,"Arvore de 8-10m. Casca mais ou menos lisa com reticulação miuda, sobressaindo-se as fendas tranversais; cor da casca cinzento-pardo com manchas amarelo ocre. Flor róseo pálido.","IAN090468",NA,"Goiana","-35.002498626709","-7.56056022644043",NA,NA,NA,NA,"1981","03","22853","auto",NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:16:11-03","UFBA","ALCB","126247","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann","Lima, HC","Lima, HC; Machado, DNS; Souza, TP","8348","2016","09","22","Southern America","Brasil","Rio de Janeiro","Reserva Biológica União. Rocha Leão, Rodovia BR-101, Km.185, ca. m do portão de entrada da Rebio União, próx. ao plantio de eucalipto.",NA,"jovem com 8 m alt. Tronco ramificado acima da base ( 5 ramificações) casca fissurada e pardo-acinzentada, DAP ca. 30+20+15+10+10 cm. Folhas jovens rebrotando após a caducifolia. Flores passadas com cálice persistente verde-fulvescente","ALCB038150","ALCB038150","Rio das Ostras","-42.055556","-22.431944","43","43","-42.055556","-22.431944","2016","09",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:16:11-03","UFBA","ALCB","128411","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann","Lima, HC","Queiroz, LP de","16037","2014","10","26","Southern America","Brasil","Bahia","ca. 2 Km N da saída da cidade em direção à BR-242, na beira do rio.",NA,"ca. 5-6 m altura, copada. Folíolos cartáceos.; Floresta estacional perenifolia montana.","ALCB046378","ALCB046378","Lençóis","-41.376667","-12.563333","433","433","-41.376667","-12.563333","2014","10",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:16:11-03","UFBA","ALCB","132656","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann",NA,"Cardoso, D; Cruz, AL da","3828","2015","10","19","Southern America","Brasil","Bahia","Parque Estadual Sete Passagens, ?rea de pastagem do lado esquerdo logo na portaria de entrada do parque.",NA,"ca. 12 m alt. Flores coletadas em álcool 70%","ALCB049440","ALCB049440 ALCB049440_1","Miguel Calmon","-40.547222","-11.399722","822","822","-40.547222","-11.399722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:16:11-03","UFBA","ALCB","132658","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann",NA,"Cardoso, D; Lima, HC de; Oliveira, AS; Santos, QC","4201","2017","10","02","Southern America","Brasil","Bahia","BA-142, sentido Mucug?-Andara?, logo depois do portal da entrada da cidade de Andara?.",NA,"ca. 20 m alt., florescendo praticamente sem folhas. Foto. DNA.; antropizada, na beira do rio","ALCB049442","ALCB049442","Andaraí","-41.328889","-12.787778","482","482","-41.328889","-12.787778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:16:11-03","UFBA","ALCB","134558","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann","Lima, HC","Lima, HC; Machado, DN; Lima, AN","8581","2017","11","27","Southern America","Brasil","Rio de Janeiro","Reserva Biológica União. Rocha Leão, próx. ao portão de entrada da Rebio. União, BR-101, Km 185.",NA,"Pequena com 6 m alt. Frutos castanho-claro a pardacentos. Sementes para viveiro JB. Mesmo ind. coleta HCL 8348.","ALCB053689","ALCB053689","Rio das Ostras","-42.036111","-22.431944","40","40","-42.036111","-22.431944","2017","11",NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-02-14 14:10:26-03","UFBA","ALCB","138443","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann","Cardoso, D","Cardoso, D; Lima, HC de; Carvalho, CS de; Zuanny, D; Silva, JB da","4663","2019","01","23","Southern America","Brasil","Alagoas","Fazenda Flor da Serra, acesso pela BR-104, estrada do Barro Vermelho, após o assentamento Ximenes.",NA,"ca. 20 m alt. Folhas crescendo em espiral no ápice dos ramos, folíolos papiráceos. Estéril. Amostra em sílica-gel. Fotos DC.","ALCB069664",NA,"União dos Palmares","-35.953333","-9.174722","502","502","-35.953333","-9.174722","2019","01",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:16:11-03","UFBA","ALCB","76893","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann","Melchor-Castro, B.","Valadão, RM; Guedes, ML","361","2006","02","17","Southern America","Brasil","Bahia","Litoral Sul, Fargmento do Corte Alto. Parcela 21, N° 765",NA,"de ca. 7,0m de altura, CAP de 18,5cm. Folhas com raque e estípulas alaranjadas. Folíolos membranáceos discolores. Material estéril.; Arbórea.","ALCB031133","ALCB031133","Ituberá","-39.133333","-13.716667",NA,NA,"-39.133333","-13.716667","2018","08",NA,NA,"14",NA,NA,NA,NA,NA
"29","2019-10-09 11:16:11-03","UFBA","ALCB","75676","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann","Guedes, ML","Guedes, ML; Carvalho, G; Valadão, RM; Santos, JS","13030","2006","12","21","Southern America","Brasil","Bahia","Piemonte da Diamantina, Entorno da Entrada do Parque Sete Passagens. Ponto nº 215",NA,"de ca 15m. d altura. Folhas com folíolos membranáceos, discolores, com indumento. Fruto Sâmara, madura.","ALCB031132","ALCB031132","Miguel Calmon","-40.546389","-11.939722",NA,NA,"-40.546389","-11.939722","2007","01",NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:16:11-03","UFBA","ALCB","131381","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann","Lima, HC de","Lima, CH; Cardoso, DBS; Oliveira, AS de; Santos, QC dos","8551","2017","09","28","Southern America","Brasil","Bahia","Serrano, prox. ao Salão das Areias Coloridas.",NA,"Ca 16/17 m de altura. Tronco com casca fissurada-escamosa, castanho-escuro, DAP ca. 50 cm, caducifolia, flores com cálice verde-fulvescente e corola alvo-rosada com nuances róseo-lilás, vexilo com mácula central vinosa. frequente. Amo","ALCB048142","ALCB048142","Lençois/Wagner","-41.399167","-12.563333","443","443","-41.399167","-12.563333","2017","09",NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:16:11-03","UFBA","ALCB","131394","PreservedSpecimen","Plantae","Dicotyledon",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlmann","Lima, HC de","Lima, CH; Cardoso, DBS; Oliveira, AS de; Santos, QC dos","8553","2017","09","28","Southern America","Brasil","Bahia","Tanquinho, estrada para a Cachoeira do Mosquito Faz. Santo Antônio, próximo a sede.",NA,"ca 18-19m de altura. Tronco com casca pardo-escura., DAP ca. 80cm. Particulamente caducifolia, ramo lateral com folhas e desprovido de flores, flores com cálice verde-fulvescentes e corola alvo-rosada com nuaces róseio-lilás, vexílo c","ALCB048155","ALCB048155 ALCB048155_1","Lençois/Wagner","-41.363333","-12.428333","400","400","-41.363333","-12.428333","2017","09",NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:09:33-03","ESALQ","ESA","123828","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense",NA,"Souza, V.C.","Souza, V.C. ; Flores, T.B.","34929.0","2013","04","30",NA,"Brasil","São Paulo","Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.",NA,"Árvore, ca. 6 m alt. Vegetativo.","ESA123828",NA,"Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"2013",NA,"41034","auto",NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:09:33-03","ESALQ","ESA","123834","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense",NA,"Souza, V.C.","Souza, V.C. ; Flores, T.B.","34935.0","2013","04","30",NA,"Brasil","São Paulo","Área da Cia. Votorantim. Estrada entre o alojamento da Barra e a portaria para Tapiraí.",NA,"Árvore, ca. 7 m alt. Vegetativo.","ESA123834",NA,"Tapiraí","-47.5","-23.9599990844727",NA,NA,NA,NA,"2013",NA,"41034","auto",NA,NA,NA,NA,NA,NA
"34","2020-11-04 10:55:48-03","ESALQ","ESA","139161","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.",NA,"Colletta, G.D","2680.0","2016","03","30",NA,"Brasil","SP","Ilha do Cardoso",NA,"Árvore, 7m, estéril","ESA139161",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"35","2020-11-04 10:55:48-03","ESALQ","ESA","132845","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Souza, V. C","Colletta, G.D.; Souza, V. C; Dix, K ; Llanes, G","1861.0","2014","07","02",NA,"Brasil","São Paulo","Ilha do Cardoso, próximo ao alojamento",NA,"Árvore, 9m, vegetativo.","ESA132845",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"2014","07","37574","auto","01",NA,NA,NA,NA,NA
"36","2020-11-04 11:09:33-03","ESALQ","ESA","51231","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense",NA,"Coelho, R.L.G.","Coelho, R.L.G. et al.","54.0","2005","04","03",NA,"Brasil","São Paulo",NA,NA,NA,"ESA051231","ESA051231","Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"37","2020-11-04 11:09:33-03","ESALQ","ESA","23979","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlman",NA,"Ivanauskas, N.M.","445.0","1995","09","29",NA,"Brasil","São Paulo",NA,NA,NA,"ESA023979","ESA023979","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:09:33-03","ESALQ","ESA","119703","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense",NA,"Nakamura, F.M.","Hertwig, A.M.V.","111.0","2007","08","26",NA,"Brasil","São Paulo","Ilha do Cardoso.",NA,NA,"ESA119703",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"2007","12","37574","auto","01",NA,NA,NA,NA,NA
"39","2020-11-04 11:09:33-03","ESALQ","ESA","109360","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense",NA,NA,"Sampaio, D.","168.0","2003","03","31",NA,"Brasil","São Paulo",NA,NA,NA,"ESA109360",NA,"Cananéia","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,NA,NA,"37574","auto",NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:09:33-03","ESALQ","ESA","23978","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlman",NA,"Ivanauskas, N.M.","355.0","1995","09","13",NA,"Brasil","São Paulo",NA,NA,NA,"ESA023978","ESA023978","Pariquera-Açu","-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,NA,NA,"17990","auto",NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:09:33-03","ESALQ","ESA","124964","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense",NA,NA,"Flores, T.B.",NA,"2013","04","02",NA,"Brasil","São Paulo","Reserva da Votorantim. Estrada entre a portaria e o alojamento. 6-8 Km da portaria.",NA,NA,"ESA124964",NA,"Tapirai","-47.5","-23.9599990844727",NA,NA,NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:09:33-03","ESALQ","ESA","128342","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense",NA,NA,"Flores, T.B.","1908.0","2013","04","02",NA,"Brasil","São Paulo","Reserva da Votorantim. Estrada entre a portaria e o alojamento. 6-8 Km da portaria.",NA,NA,"ESA128342",NA,"Tapirai","-47.5","-23.9599990844727",NA,NA,NA,NA,NA,NA,"41034","auto",NA,NA,NA,NA,NA,NA
"43","2015-07-02 14:42:28-03","JBP","HPL","13438","S","Plantae",NA,NA,"Fabaceae","Hymenolobium","cf. janeirense",NA,"Hymenolobium cf. janeirense",NA,NA,"T.B. Flores & G. Siqueira","951","2010","05","26",NA,"Brasil","ES","Reserva Natural Vale - Aceiro Aracruz - João Pedro.",NA,NA,NA,NA,"Linhares","-39.997","-19.242083",NA,NA,"39° 59' 49,2 W","19° 14' 31,5 S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-20 21:17:24-03","UFV","VIC","28113","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Hymenolobium","janeirense",NA,"Hymenolobium janeirense","Kuhlm.","Silva, A.F. da; Lopes, W.P. de","Lopes, W.P. de","383","1997","09","09",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), Ao lado do Centro de Treinamento.",NA,"Árvore, c.a. de 9,0 metros de altura; flores lilases.","VIC028113","VIC028113","Marliéria","-42.7322006225586","-19.7122001647949",NA,NA,NA,NA,"1997","11","28215","auto",NA,NA,NA,NA,NA,NA
