"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","infraspecificEpithet","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00922784","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","H. S. Irwin","1965","12","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001992' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922784","Magnoliophyta","Oxalidales","Planch.","10941","Goiás","Corumbá de Goiás","Serra dos Pirineus, ca. 9 km S. of Corumbá de Goiás","-48.8086","-16.00493","NY00922784_01","induta","E. Forero","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","00922710","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","H. S. Irwin","1964","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001799' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922710","Magnoliophyta","Oxalidales","Planch.","7051","Goiás","Caiapônia","Ca. 35 km. E. of Caiapônia on road to Jataí. Serra do Caiapó.","-51.82","-17.22","NY00922710_01","induta","E. Forero","800","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00922804","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","L. Duarte","1962","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922804","Magnoliophyta","Oxalidales","Planch.","167","Distrito Federal","Brasília","Gama","-47.9294","-15.7797","NY00922804_01","induta","E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00922738","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","J. R. Pirani","1987","02","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001833' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922738","Magnoliophyta","Oxalidales","Planch.","1591","Goiás","Cristalina","Serra dos Cristais. Ca. 8 km da cidade, estrada para Paracatu.","-47.62","-16.77","NY00922738_01",NA,"G. P. Lewis","1050","1050",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","02429094","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta reticulata","M. G. Vieira","1979","10","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2654058' target='other'> <mi>dwc_moreinfo</mi></a>","NY02429094","Magnoliophyta","Oxalidales","(Planch.) Baker","782","Rondônia",NA,"4 km próximo de Vilhena.","-60.166667","-12.75","NY02429094_01","reticulata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00922711","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","H. S. Irwin","1965","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001800' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922711","Magnoliophyta","Oxalidales","Planch.","10542","Minas Gerais",NA,"Serra do Rio Preto. 25 km E. of Cabeceiras (ca. 4 km E. of Goiás-Minas Gerais border)","-46.74996","-15.8","NY00922711_01","induta","E. Forero","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","565026","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta reticulata","L. P. de Queiroz","1994","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=175547' target='other'> <mi>dwc_moreinfo</mi></a>","NY00565026","Magnoliophyta","Oxalidales","(Planch.) Baker","4113","Bahia","Barreiras","Ca. 40 km W de Barreiras na BR-242","-45.37","-12.08","NY00565026_01","reticulata","E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00922733","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","R. M. Harley","1968","10","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001822' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922733","Magnoliophyta","Oxalidales","Planch.","10396","Mato Grosso",NA,"C. 2,5 km S.E. of Base camp.","-51.77","-12.82","NY00922733_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","00922779","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta reticulata","F. C. A. Oliveira","1994","10","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922779","Magnoliophyta","Oxalidales","(Planch.) Baker","122","Distrito Federal","Brasília","Reserva Ecológica do IBGE. Proximo ao viveiro.","-47.9294","-15.7797","NY00922779_01","reticulata","E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02429091","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta reticulata","G. T. Prance","1977","11","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2654061' target='other'> <mi>dwc_moreinfo</mi></a>","NY02429091","Magnoliophyta","Oxalidales","(Planch.) Baker","24866","Pará",NA,"Serra do Cachimbo, BR 163, Cuiabá-Santarém Highway, Cachoeira de Curuá; north slope of Serra Cachimbo.","-54.9644","-8.7367","NY02429091_01","reticulata",NA,"300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00922767","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta reticulata","G. T. Prance","1985","11","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922767","Magnoliophyta","Oxalidales","(Planch.) Baker","29887","Maranhão","São Luís","Sede de CEMAR, Av. Euclides Figueiredo, Sao Luis","-44.30355","-2.53079","NY00922767_01","reticulata","E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","00922760","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta reticulata","H. S. Irwin","1964","09","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922760","Magnoliophyta","Oxalidales","(Planch.) Baker","6422","Mato Grosso","Água Boa","Ca. 50 km. S. of Garapú.","-52.4007","-13.8408","NY00922760_01","reticulata","E. Forero","300","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00922800","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","G. F. J. Pabst","1962","10","13","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002068' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922800","Magnoliophyta","Oxalidales","Planch.","7107","Minas Gerais",NA,"Na estrada para Pirapora, a 5 km. do entroncamento da BR-7.",NA,NA,"NY00922800_01","induta","E. Forero","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00922743","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","J. H. Kirkbride Jr.","1983","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001849' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922743","Magnoliophyta","Oxalidales","Planch.","5382","Distrito Federal","Brasília","Fazenda Água Limpa, campo experimental da Universidade de Brasília.","-47.92","-15.97","NY00922743_01",NA,NA,"1120","1120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00922713","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","H. S. Irwin","1970","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001802' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922713","Magnoliophyta","Oxalidales","Planch.","25655","Minas Gerais",NA,"Morro da Pedras, ca. 30 km N.E. of Patrocínio","-43.2485756","-19.9480039","NY00922713_01",NA,"E. Forero","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00922719","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","B. Maguire","1963","08","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001808' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922719","Magnoliophyta","Oxalidales","Planch.","56397","Mato Grosso",NA,"100 km north of Cuiaba, en route to Diamantino, 200-400 m alt. Brasilia-Acre Highway.","-56.515631","-15.011036","NY00922719_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","487007","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta reticulata","J. G. Jardim","1996","08","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=175545' target='other'> <mi>dwc_moreinfo</mi></a>","NY00487007","Magnoliophyta","Oxalidales","(Planch.) Baker","910","Bahia","Correntina","Ca. de 17 km a W da sede do município, na Rod. BA 349 no sentido Correntina/Brasilia","-44.73","-13.42","NY00487007_01","reticulata","E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00922745","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","M. L. M. Azevedo","1996","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922745","Magnoliophyta","Oxalidales","Planch.","1084","Goiás","Niquelândia","Macedo, ca. de 2.5 km abaixo da minas de Niquel (Grota).","-48.3875","-14.3706","NY00922745_01",NA,"F. C. A. Oliveira","840","840",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","393582","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta reticulata","W. R. Anderson","1972","03","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=175548' target='other'> <mi>dwc_moreinfo</mi></a>","NY00393582","Magnoliophyta","Oxalidales","(Planch.) Baker","36414","Bahia","Barreiras","Espigao Mestre; Serra 34km W of Barreiras","-44.99","-12.15","NY00393582_01","reticulata","J. A. Kallunki","710","710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00922763","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta reticulata","H. S. Irwin","1966","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922763","Magnoliophyta","Oxalidales","(Planch.) Baker","16637","Mato Grosso",NA,"Ca. 75 km. N. of Xavantina. Serra do Roncador.","-52.12","-14.03","NY00922763_01","reticulata","E. Forero","550","550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00922788","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","B. Maguire","1963","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922788","Magnoliophyta","Oxalidales","Planch.","56895","Mato Grosso",NA,"85 km from Cuiaba to Rondonopolis.",NA,NA,"NY00922788_01","induta","E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00922750","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","O. Cesar","1984","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001880' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922750","Magnoliophyta","Oxalidales","Planch.","301","Mato Grosso do Sul","Selvíria","Próx. Ilha Solteira.","-51.4189","-20.3672","NY00922750_01",NA,"O. César",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","818671","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","H. S. Irwin","1965","12","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=866375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818671","Magnoliophyta","Oxalidales","Planch.","10881","Goiás","Pirenópolis","Serra dos Pirineus, ca. 12 km S. of Pirenópolis","-48.95","-15.95844","NY00818671_01",NA,"G. T. Prance","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00922717","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","B. Maguire","1963","08","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001806' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922717","Magnoliophyta","Oxalidales","Planch.","56276","Mato Grosso",NA,"15-120 km beyond Alto Araguaia, road to Cuiaba, Brasília-Acre Highway",NA,NA,"NY00922717_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00922770","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta reticulata","G. Eiten","1968","08","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001940' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922770","Magnoliophyta","Oxalidales","(Planch.) Baker","8328","Mato Grosso","Barra do Garças","City of Xavantina on the Rio das Mortes. Outskirts of the city, WSWW of center, along road near river","-52.35","-14.7","NY00922770_01","reticulata","E. Forero","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","818665","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","P. E. Gibbs","1976","09","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=866121' target='other'> <mi>dwc_moreinfo</mi></a>","NY00818665","Magnoliophyta","Oxalidales","Planch.","2829","Goiás","Morrinhos",NA,"-49.0992","-17.7311","NY00818665_01","induta","E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00922728","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","E. P. Heringer","1980","09","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001817' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922728","Magnoliophyta","Oxalidales","Planch.","17904","Goiás","Luziânia",NA,"-47.9503","-16.2528","NY00922728_01","induta","E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00922732","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","G. C. G. Argent","1968","08","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001821' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922732","Magnoliophyta","Oxalidales","Planch.","6781","Mato Grosso",NA,"c 3 km S along road from Base Camp","-51.77","-12.82","NY00922732_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00922740","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","R. C. de Mendonça","1994","10","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922740","Magnoliophyta","Oxalidales","Planch.","2191","Goiás","Vila Propício","Chapada dos Veadeiros - Estrada de Chao entre Goianesia e Padre Bernardo, 58 km. de Goianesia.","-48.9661","-15.3853","NY00922740_01","induta","E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00922730","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","G. C. G. Argent","1967","09","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922730","Magnoliophyta","Oxalidales","Planch.","6485","Mato Grosso",NA,"c. 6 km S of Xavantina near R & A transect","-52.23","-14.63","NY00922730_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00922803","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","L. Duarte","1962","09","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1002086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922803","Magnoliophyta","Oxalidales","Planch.","147","Distrito Federal","Brasília","Gama","-47.9294","-15.7797","NY00922803_01","induta","E. Forero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","00922715","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta","E. T. Neto","1994","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001804' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922715","Magnoliophyta","Oxalidales","Planch.","1412","Minas Gerais",NA,"Perdizes. Mata da Zilda; Unidade de Conservação do Galheiro - CEMIG","-47.1566667","-19.2269444","NY00922715_01",NA,"E. T. Neto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","00922786","PreservedSpecimen","Plantae","Connaraceae","Rourea","induta","Rourea induta induta","H. S. Irwin","1970","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001996' target='other'> <mi>dwc_moreinfo</mi></a>","NY00922786","Magnoliophyta","Oxalidales","Planch.","25655","Minas Gerais",NA,"Morro da Pedras, ca. 30 km N.E. of Patrocínio","-43.2485756","-19.9480039","NY00922786_01","induta","E. Forero","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
