"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","class","order","individualCount","continentOcean","preparationType","previousCatalogNumber","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","relatedCatalogItem","infraspecificEpithet","fieldNumber","sex"
"12","2021-03-15 16:37:00-03","NY","NYBG","3802137","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"J. H. Wiersema","4544","1991","03","07","Guyana","Demerara-Mahaica",NA,"Roadside ditches opposite National Botanical Garden in Georgetown",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105338' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802137","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802137_01",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","3802149","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"F. Encarnación","25082","1982","11","26","Peru","Loreto","Requena","Caño Iricahua, abajo de Jenaro Herrera margen izquierda R. Ucayli",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105350' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802149","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802149_01",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","3802136","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"J. Jaramillo","11575","1990","02","25","Ecuador","Napo",NA,"Laguna de Yuturi. Colecciones en sendero 2, entre las cabañas de Yuturi y moretales","-76.02","-0.6",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105337' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802136","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802136_01","220",NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","3802159","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"J. A. Steyermark","57722","1944","07","31","Venezuela","Bolívar",NA,"woods 1-10 kilometers northwest of Upata, on road to San Felix, between Upata and Altagracia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105360' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802159","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,NA,"700",NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","3802147","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"J. Revilla Cardenas","469","1976","04","01","Peru","Loreto","Maynas","Rio Itaya, Moena Cano, 4 km de Iquitos","-73.248131","-3.785023",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105348' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802147","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802147_01",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","3802118","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"M. H. Nee","40191","1990","12","05","Bolivia","Santa Cruz","Andrés Ibáñez","7 km. SE of Cmounidad Don Lorenzo.","-62.82","-17.83",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105319' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802118","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802118_01","310",NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","3108194","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"J. L. Clark","9602","2007","05","19","Ecuador","Esmeraldas","Quinindé","Reserva Ecologica Mache-Chindul, 25 km west of Quinindé. Collections from lake at La Laguna de Cube (near La Y de la Laguna). Soils calcareous.","-79.6481","0.3914",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2909195' target='other'> <mi>dwc_moreinfo</mi></a>","NY03108194","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03108194_01","358",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02674654","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"P. da C. Gadelha Neto","3600","2013","05","30","Brazil","Paraíba","Pilões","Cachoeira do Ouricuri. Rio Araçagi","-35.585278","-6.892222",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3677071' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674654","Magnoliophyta",NA,"Alismatales",NA,"South America","Sheet",NA,"NY02674654_01","120","120",NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","3802110","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"I. Jiménez-Pérez","2001","2003","08","05","Bolivia","Pando","Manuripi","Puerto Rico, rio arriba por el manuripi, rio al lado de la laguna cola de caiman","-67.55","-11.13",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105311' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802110","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,NA,"160",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01074132","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"R. Spruce","1400","1851","06",NA,"Brazil",NA,NA,"Ad oram meridionalem flum. Amaxonum, ad ostium flum. Solimoes.",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502539' target='other'> <mi>dwc_moreinfo</mi></a>","NY01074132","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY01074132_01 NY01074132_02",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","498021","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"W. J. Burchell","1579","1826","01","18","Brazil","Rio de Janeiro",NA,"In a walk to the village of Sao Cristovao (section of Rio where the Museu Nacional is located) and Engenho Velho","-43.22","-22.9",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498021","Magnoliophyta",NA,"Alismatales",NA,"South America",NA,NA,"NY00498021_01",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1075710","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"T. B. Croat","85014","2001","11","11","Brazil","Acre","Porto Walter","Municipio Cruzeiro do Sul; Rio Juruá Mirim, 1 hour up river from its mouth at Rio Juruá.","-73.1425095","-8.2402451",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721962' target='other'> <mi>dwc_moreinfo</mi></a>","NY01075710","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY01075710_01","230","230",NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","498013","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"A. F. M. Glaziou","16922",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498013","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY00498013_01",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","498010","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","L. B. Smith; S. F. Smith",NA,NA,NA,"G. G. Hatschbach","17972","1967","11","25","Brazil","Paraná","Paranaguá","Pontal do Sul","-48.365093","-25.575152",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721955' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498010","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY00498010_01","3","5",NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","777722","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","M. Borgo",NA,NA,NA,"M. Borgo","611","2000","02","09","Brazil","São Paulo","Iguape","Canal do Vale Grande","-47.55","-24.7",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777722","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY00777722_01",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","872989","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","L. B. Smith",NA,NA,NA,"F. E. Drouet","2215","1935","08","12","Brazil","Ceará","Fortaleza","Near lagoa do Tanápe, Baires de Be[?] Fortaleza","-38.5431","-3.7172",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872989","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY00872989_01",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","498104","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","S. Thompson",NA,NA,NA,"G. W. Prescott","1539","1958","05","24","Ecuador",NA,NA,"Napo/Pastaza border. Limon Cocha",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721957' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498104","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY00498104_01",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","498011","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"L. Riedel","837",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"Com. ex Herb. Imp. Horti Petropolit. 1859 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498011","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY00498011_01",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","3802148","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"A. H. Gentry","22135","1978","05","22","Peru","Loreto","Maynas","Padre Isla in Río Amazonas below Iquitos","-73.162363","-3.660047",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105349' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802148","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802148_01","120",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","3802111","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"I. Jiménez-Pérez","2009","2003","08","06","Bolivia","Pando","Abuná","desde Puerto Rico rio abajo por el Orthon, launga Chantay","-67.5","-11.02",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105312' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802111","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,NA,"180",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","3802119","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"G. Schmitt","94","1984","04","24","Bolivia","Santa Cruz","Cordillera","10 km by road E Gutierrez, Laguna Caucaya",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105320' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802119","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,NA,"875",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","01074133","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","D. Nicolson",NA,NA,NA,"G. T. Prance","23336","1975","03","13","Brazil","Amazonas",NA,"Santa Teresinha, Ilha do Careiro, Rio Amazonas.","-59.8453","-3.1514",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1502543' target='other'> <mi>dwc_moreinfo</mi></a>","NY01074133","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY01074133_01 NY01074133_02",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","3802121","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"R. Frey","585","1990","05","10","Bolivia","Santa Cruz","Chiquitos","Puerto Suarez. Northern border of Laguna Cáceres, 5 km NE of the plaza central of Puerto Suarez","-57.7667","-18.9222",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105322' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802121","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,NA,"80",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","330407","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","M. H. Nee",NA,NA,NA,"M. H. Nee","47492","1997","12","24","Bolivia","Santa Cruz","Andrés Ibáñez","Along old road from Santa Cruz to Camiri, 3.5 km S of Pedro Lorenzo, and 20 km S of turnoff from Santa Cruz-Samaipata highway.","-63.22","-18.025",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721952' target='other'> <mi>dwc_moreinfo</mi></a>","NY00330407","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY00330407_01","500","500",NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1413863","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","I. Brasil",NA,NA,NA,"I. Brasil","134","2006","07","10","Brazil","Acre","Manoel Urbano",NA,"-67.8714","-9.9289",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1414152' target='other'> <mi>dwc_moreinfo</mi></a>","NY01413863","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY01413863_01",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","3802132","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"W. Devia A.","476","1983","12","22","Colombia","Valle del Cauca","Tuluá","corr Mateguadua, Jadín Botánico",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105333' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802132","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802132_01","1050",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","3802152","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"M. Rimachi Y.","10629","1993","05","20","Peru","Loreto","Maynas","Dtto. Punchana, Río Momón, Quebrada del caserio de Momoncillo, en orilla inundable",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105353' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802152","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802152_01","90",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","3802120","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"M. H. Nee","31912","1985","12","14","Bolivia","Pando","Manuripi","along Río Orthon, ca. 1 km. above confluence with Río Beni (=Rio Madre de Dios hereon some maps), 20 km. (by air) N of Riveralta","-66.08","-10.8",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105321' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802120","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802120_01","125",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","872988","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","L. B. Smith",NA,NA,NA,"F. E. Drouet","2641","1935","10","23","Brazil","Ceará","Maranguape","Small lake at Kagado","-38.6856","-3.8908",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=951035' target='other'> <mi>dwc_moreinfo</mi></a>","NY00872988","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY00872988_01 NY00872988_02",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","3802128","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"E. P. Killip","3236","1922","06","02","Colombia","Valle del Cauca",NA,"Guanabanal",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105329' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802128","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802128_01",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","3802123","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"E. P. Killip","14591","1926","11","16","Colombia","Bolívar",NA,"Soplaviento and vicinity",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105324' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802123","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802123_01","5","10",NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","498105","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.","S. Thompson",NA,NA,NA,"G. J. Schwarz","812","1945","03","15","Argentina","Misiones","Candelaria","Bonpland Norte",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721958' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498105","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY00498105_01",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","3802117","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"M. H. Nee","40162","1990","12","02","Bolivia","Santa Cruz","Nuflo de Chavez","along road from Colonia Okinawa 1 to San Ramon, 2 km. SW of Los Troncos, on alluvial plain of E side of Rio Grande","-62.67","-17.08",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4105318' target='other'> <mi>dwc_moreinfo</mi></a>","NY03802117","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY03802117_01","250",NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","498012","PreservedSpecimen","Plantae","Araceae","Pistia","stratiotes","Pistia stratiotes","L.",NA,NA,NA,NA,"G. Gardner","1171","1838",NA,NA,"Brazil",NA,NA,"Prope Pernambuco",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=721968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00498012","Magnoliophyta",NA,"Alismatales",NA,"South America","sheet",NA,"NY00498012_01",NA,NA,NA,NA,NA,NA,NA,NA
