"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class","sex"
"11","2021-03-30 17:25:31-03","UFSC","CTBS","3149","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Oliveira, R.C. & Cunha, M.M.R.","1158","1998","07","04",NA,"Brasil","Maranhão","Agrovila Nova de Carli- lote pivo central.Ambiente antroporizado na borda da mata de galerias; substrato arenos.",NA,NA,"Calice verde. Corola lilacinea com estrias mais escura( planta se odor)",NA,NA,NA,"(Benth.) Harley",NA,"Harley,R.M.",NA,NA,NA,"Balsas","-46.622222","-8.549167",NA,NA,"46º37'20W","08°32'57S",NA,NA,NA,NA,NA,NA
"12","2015-09-28 18:56:48-03","MNHN","RECOLNAT_MNHN_P","P00737505","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum","isotype","Gardner, G.",NA,"1840",NA,NA,NA,"Brésil",NA,"Province de Piauhy, Pernambuco","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737505' target='other'> <mi>dwc_moreinfo</mi></a>","P00737505",NA,NA,"(Benth.) Harley","P00737505_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2936",NA,NA,NA
"13","2018-01-18 14:39:54-02","MNHN","RECOLNAT_MNHN_P","P00737506","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum","isotype","Gardner, G.",NA,"1840",NA,NA,NA,"Brésil",NA,"Province de Piauhy, Pernambuco","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737506' target='other'> <mi>dwc_moreinfo</mi></a>","P00737506",NA,NA,"(Benth.) Harley","P00737506_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2936",NA,NA,NA
"14","2016-01-22 13:21:47-02","MNHN","RECOLNAT_MNHN_P","P00737507","PreservedSpecimen",NA,"Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum","isotype","Gardner, G.",NA,"1840",NA,NA,NA,"Brésil",NA,"Province de Piauhy, Pernambuco","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00737507' target='other'> <mi>dwc_moreinfo</mi></a>","P00737507",NA,NA,"(Benth.) Harley","P00737507_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2936",NA,NA,NA
"15","2020-10-01 14:21:42-03","JBB","HEPH","14353","S","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Oliveira, RC; Cunha, MMR","1158","1998","07","04","Southern America","Brasil","Maranhão","Agrovila Nova de Carli - lote pivo Central",NA,NA,NA,NA,"Dicotyledon","Lamiales","(Benth.) Harley",NA,"Harley, RM","2014",NA,NA,"Balsas","-46.622222","-8.549167",NA,NA,"-46.622222","-8.549167","500","500",NA,NA,NA,NA
"16","2020-10-01 14:21:42-03","JBB","HEPH","14461","S","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Oliveira, RC; Cunha, MMR","1266","1998","07","05","Southern America","Brasil","Maranhão","Agrovila Nova de Carli Lote 19 depois da escarpa",NA,NA,NA,NA,"Dicotyledon","Lamiales","(Benth.) Harley",NA,NA,NA,NA,NA,"Balsas","-46.7625","-8.692222",NA,NA,"-46.7625","-8.692222","447","447",NA,NA,NA,NA
"17","2017-09-28 15:18:00-03","MO","MOBOT","100999932","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Gardner","Gardner 2936","1892","3","23","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"(Benth.) Harley",NA,"R.L. Liesner (MO)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"18","2020-09-12 05:00:02-03","US","US","2812438","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","conspersa","Hyptis conspersa","Isotype","G. Gardner","2936",NA,NA,NA,"South America - Neotropics","Brazil","Piauí","Rio Preto.",NA,NA,NA,"US00121874",NA,"Lamiales","Benth. in DC.","US00121874_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"19","2020-09-02 16:30:03-03","Cenargen","CEN","30091","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Glocimar Pereira-Silva","3407","1996","03","07",NA,"Brasil","MA","Projeto de Balsas; Condominio Kissy; lote 23.","Exsicatas",NA,NA,"CEN00030091",NA,NA,"(Benth.) Harley","CEN00030091","G. M. Antar","2017","07",NA,"BALSAS","-46.0355987548828","-7.53249979019165","222094","auto",NA,NA,"470","470",NA,"5",NA,NA
"20","2019-11-13 11:20:43-03","USP","SPF","220728","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Antar, GM","459","2014","09","17",NA,"Brasil","Tocantins",NA,NA,NA,NA,"SPF00220728",NA,NA,"(Benth.) Harley","SPF00220728","Antar, GM","2016","06",NA,"Mateiros","-46.424722","-10.576944",NA,NA,"-46.424722","-10.576944","523","523",NA,NA,NA,NA
"21","2019-10-07 09:16:11-03","UEFS","HUEFS","179470","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Harley, R.M.","56691","2012","02","02",NA,"Brasil","Tocantins","Na TO-255 para Ponte Alta do Tocantins, 2 Km da torre Monte do Carmo na TO-255.",NA,NA,"Cerrado.","HUEFS0179470","Angiospermae","Lamiales","(Benth.) Harley","HUEFS0179470","G.M.Antar","2018","03",NA,"Alto do Carmo","-48.065","-10.775556",NA,NA,"48W3'54''","10S46'32''","592","592",NA,NA,"Asteranae",NA
"22","2019-10-07 09:16:11-03","UEFS","HUEFS","17779","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Ratter, J.A.","6841","1993","07","14",NA,"Brasil","Maranhão",NA,NA,NA,NA,"HUEFS0017779","Angiospermae","Lamiales","(Benth.) Harley","HUEFS0017779","G.M.Antar","2018","03",NA,"Balsas","-45.833333","-7.866667",NA,NA,"45W50'","7S52'",NA,NA,NA,NA,"Asteranae",NA
"23","2019-10-07 09:16:11-03","UEFS","HUEFS","179300","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Harley, R.M.","56523","2012","01","27",NA,"Brasil","Maranhão","Margem da estrada BR 230, 11 km da divisa do município em direção a São Raimundo das Mangabeiras.",NA,NA,"Cerrado.","HUEFS0179300","Angiospermae","Lamiales","(Benth.) Harley","HUEFS0179300","G.M.Antar","2018","03",NA,"Sambaiba","-45.294444","-6.906389",NA,NA,"45W17'40''","6S54'23''","397","397",NA,NA,"Asteranae",NA
"24","2019-10-07 09:16:11-03","UEFS","HUEFS","179364","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Harley, R.M.","56587","2012","01","29",NA,"Brasil","Maranhão","20 km da cidade na estrada para Estreito. Portal da Chapada.",NA,NA,"Área de cerrado e paredões de arenito.","HUEFS0179364","Angiospermae","Lamiales","(Benth.) Harley","HUEFS0179364",NA,NA,NA,NA,"Carolina","-47.423056","-7.186944",NA,NA,"47W25'23''","7S11'13''","296","350",NA,NA,"Asteranae",NA
"25","2019-10-07 09:16:11-03","UEFS","HUEFS","191888","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Oliveira, R.C.","1266","1998","07","05",NA,"Brasil","Maranhão","Depois da escarpa. Agrovila Nova de Carli.",NA,NA,"campo sujo, substrato laterítico.","HUEFS0191888","Angiospermae","Lamiales","(Benth.) Harley","HUEFS0191888","G.M.Antar","2018","03",NA,"Balsas","-46.7625","-8.692222",NA,NA,"46W45'45''","8S41'32''",NA,NA,NA,NA,"Asteranae",NA
"26","2019-10-07 09:16:11-03","UEFS","HUEFS","191919","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Oliveira, R.C.","1158","1998","07","04",NA,"Brasil","Maranhão","Agrovila Nova Di Carli, lote pivo central.",NA,NA,NA,"HUEFS0191919","Angiospermae","Lamiales","(Benth.) Harley","HUEFS0191919","R.M.Harley","2014","01",NA,"Balsas","-46.617222","-8.549167",NA,NA,"46W37'2''","8S32'57''","500","500",NA,NA,"Asteranae",NA
"27","2019-10-07 09:16:11-03","UEFS","HUEFS","45971","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Harley, R.M.","53867","2000","04","05",NA,"Brasil","Bahia","48 Km da cidade a 12 Km da cancela dentro da Fazenda Estrondo. Área bem preservado de cerrado, com campo brejoso ao longo de uma vereda de buriti (Mauritia spp.).",NA,NA,"Cerrado, sobre solo arenoso.","HUEFS0045971","Angiospermae","Lamiales","(Benth.) Harley","HUEFS0045971","R.M.Harley","2001","05",NA,"Formosa do Rio Preto","-45.5625","-11.109167",NA,NA,"45W33'45''","11S6'33''","601","601",NA,NA,"Asteranae",NA
"28","2019-10-07 09:16:11-03","UEFS","HUEFS","76648","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Souza, V.C.","24197","2000","07","18",NA,"Brasil","Tocantins","Estrada para Ponta Alta do Tocantins, beira de estrada.",NA,NA,"Cerrado.","HUEFS0076648","Angiospermae","Lamiales","(Benth.) Harley","HUEFS0076648","G.M.Antar","2018","03",NA,"Monte do Carmo","-48.1088981628418","-10.7632999420166","53751","auto",NA,NA,NA,NA,NA,NA,"Asteranae",NA
"29","2019-10-07 09:16:11-03","UEFS","HUEFS","48890","PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Silva, G.P.","3407","1996","03","07",NA,"Brasil","Maranhão","Projeto de Balsas; Condominio Kissy; Lote 23.",NA,NA,"Cerrado. Solo arenoso.","HUEFS0048890","Angiospermae","Lamiales","(Benth.) Harley","HUEFS0048890","R.M.Harley","2001","05",NA,"Balsas","-46.0355987548828","-7.53249979019165","222094","auto",NA,NA,"470","470",NA,NA,"Asteranae",NA
"30","2019-09-04 18:33:11-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Lamiaceae","Hyptis","conspersa","Hyptis conspersa","Isotype","G. Gardner","2936","1841",NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"31","2019-01-23 12:26:07-02","F","FMNH-SEEDPLANTS","V0360031F","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","conspersa","Hyptis conspersa","Isotype","G. Gardner","2936",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0360031F","Spermatophyta",NA,NA,"V0360031F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"32","2019-01-23 12:26:07-02","F","FMNH-SEEDPLANTS","V0361500F","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","conspersa","Hyptis conspersa","Isotype","G. Gardner","2936",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0361500F","Spermatophyta",NA,NA,"V0361500F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"33","2019-01-23 12:26:07-02","F","FMNH-SEEDPLANTS","V0361501F","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","conspersa","Hyptis conspersa","Isotype","G. Gardner","2936",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"V0361501F","Spermatophyta",NA,NA,"V0361501F_01",NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA
"34","2016-08-23 10:59:36-03","NHMLondon","NHM-LONDON-BOT","BM000992899","S","Plantae","Lamiaceae","Hyptis","conspersa","Hyptis conspersa","Isotype","George Gardner; b.1812; d.1849; Gardner","2936","1839","09",NA,NA,"Brasil","Pernambuco",NA,NA,"NHMUK:ecatalogue:497212","<a href=http://www.nhm.ac.uk/services/media-store/asset/d0d1a7a457d00ba078776fc843477a9be677be26/contents/preview target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,"-38.194244","-8.376025",NA,NA,"-38.194244","-8.376025",NA,NA,NA,NA,NA,NA
"35","2019-11-01 15:01:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Barbosa, RAA","IFN-7582181.1","2017","11","09","Southern America","Brasil","Maranhão",NA,NA,NA,"Conglomerado MA-758. Subunidade 1 . Subparcela 1. Indivíduo 7RE. F8; Arbusto com 1,7m de altura e DAP:1,1cm. Base reta. Casca cinza, fina e lisa, internamente verde; Área de Cerrado, solo argiloso",NA,"Dicotyledoneae",NA,"(Benth.) Harley",NA,"Antar, GM","2018","09","27","Balsas","-45.719997","-7.559997",NA,NA,"-45.719997","-7.559997",NA,NA,NA,NA,NA,NA
"36","2019-11-01 15:01:38-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum",NA,"Gomes, MS","IFN-5253633.10","2017","12","04","Southern America","Brasil","Piauí",NA,NA,NA,"Conglomerado PI-525. Subunidade 3. Subparcela 10. Indivíduo 13. F8; Arbusto com 1,50m de altura","UB0126006","Dicotyledoneae",NA,"(Benth.) Harley","UB0126006","Antar, GM","2018","09","27","Santa Filomena","-45.720006","-9.18",NA,NA,"-45.720006","-9.18",NA,NA,NA,NA,NA,NA
"37","2017-09-11 17:10:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","conspersa","Hyptis conspersa",NA,"Dupré","Herb. Mus.77",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia austr.",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:10:13-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Lamiaceae","Hyptis","conspersa","Hyptis conspersa",NA,"Gardner, G","2936",NA,NA,NA,"Southern America","Brazil","Piauí","habitat ad Rio Preto prov. Piauhiensis",NA,NA,NA,NA,NA,NA,"Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2010-08-16 16:41:47-03","GH","HU-HERB","GH 00001240","PreservedSpecimen","Plantae","Lamiaceae","Hyptis","conspersa","Hyptis conspersa","Isotype","George Gardner","2936",NA,NA,NA,"South America","Brazil","Pernambuco",NA,"Sheet",NA,NA,NA,NA,NA,"Bentham",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2936",NA,NA,"undetermined"
"40","2014-09-23 10:58:01-03","G","G","G00437851","S","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum","ISOTYPUS of Hyptis conspersa Benth.","Gardner, G.","2936","1841",NA,"00","AMERIQUE DU SUD","Brazil","Piaui",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00437851",NA,NA,"(Benth.) Harley",NA,"Epling, C. C.","1928","01","01",NA,"-43.19638889","-8.08138889",NA,NA,"-43.19638889","-8.08138889",NA,NA,NA,NA,NA,NA
"41","2014-09-23 10:58:01-03","G","G","G00437853","S","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum","ISOTYPUS of Hyptis conspersa Benth.","Gardner, G.","2936","1841",NA,"00","AMERIQUE DU SUD","Brazil","Piaui",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00437853",NA,NA,"(Benth.) Harley",NA,"?",NA,NA,NA,NA,"-43.19638889","-8.08138889",NA,NA,"-43.19638889","-8.08138889",NA,NA,NA,NA,NA,NA
"42","2014-09-23 10:58:01-03","G","G","G00437852","S","Plantae","Lamiaceae","Hyptidendron","conspersum","Hyptidendron conspersum","ISOTYPUS of Hyptis conspersa Benth.","Gardner, G.","2936","1841",NA,"00","AMERIQUE DU SUD","Brazil","Piaui",NA,NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00437852",NA,NA,"(Benth.) Harley",NA,"Epling, C. C.","1928","01","01",NA,"-43.19638889","-8.08138889",NA,NA,"-43.19638889","-8.08138889",NA,NA,NA,NA,NA,NA
