"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","infraspecificEpithet","relatedCatalogItem","individualCount","fieldNumber","typeStatus","sex"
"11","2021-04-05 14:34:00-03","UNESC","CRI","2090","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","(Lam.) P.Beauv.","R. Klein","1964","03","02","Brasil","Santa Catarina","Descanso","-53.5017013549805","-26.826099395752",NA,NA,"CRI007211","CRI007211","Belmont, Descanso.","700","700","Habitat: capoeira",NA,NA,NA,NA,"16299","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:34:00-03","UNESC","CRI","7403","PreservedSpecimen","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Marcel Madeira de Costa","2007","06","25","Brasil","Santa Catarina","Criciúma","-49.370278","-28.678333","49º22'13''W","28º40'42''S","CRI007210","CRI007210",NA,NA,NA,NA,"Rafael Trevision","2007","06","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:25:53-03","UNESC","CRI","7836","PreservedSpecimen","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","T. B. Guimarães; Daniel de Barcelos Falkenberg","2004","03","26","Brasil","Santa Catarina","Florianópolis","-48.518611","-27.598611","48º31'7''W","27º35'55''S","CRI007207","CRI007207","Parque Municipal das Dunas da Lagoa da Conceição, Ilha de Santa Catarina, próximo ao estacionamento da Joaquina.",NA,NA,"Habitat: Dunas frontal da restinga, parte posterior Habito: herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:53-03","UNESC","CRI","13395","PreservedSpecimen","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Renato Colares","2018","01","15","Brasil","Santa Catarina","Siderópolis","-49.404167","-28.614444","49º24'15''W","28º36'52''S","CRI012002",NA,"Estágio sucessional Inicial","139","139","Habitat: Terrestre Habito: Herbácea","Renato Colares","2018","05","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:34:00-03","UNESC","CRI","2372","PreservedSpecimen","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","R. M. Klein","1975","11","25","Brasil","Santa Catarina","Brusque","-48.917778","-27.098611","48º55'4''W","27º5'55''S","CRI007222","CRI007222","Jardim Maluche.","19","19",NA,"L. B. Smith","1977",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:25:53-03","UNESC","CRI","13450","PreservedSpecimen","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","Renato Colares","2017","05",NA,"Brasil","Santa Catarina","Criciúma","-49.396944","-28.703056","49º23'49''W","28º42'11''S","CRI012057",NA,"Bairro Jardim Angélica","238","238","Habitat: Terrestre Habito: Herbácea","Renato Colares","2018","05","30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:39:41-03","E","E","514364","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Bridges, Thomas Charles",NA,NA,NA,"CL","Región X [Los Lagos]","Provincia de Valdivia",NA,NA,NA,NA,"E00514364",NA,"Fields near Valdivia",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00514364 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"831","Temperate South America","herbarium specimen of unspecif","BGBASE:542204",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:39:41-03","E","E","514371","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Hollermayer, Pedro A.",NA,NA,NA,"CL","Región X [Los Lagos]","Provincia de Valdivia",NA,NA,NA,NA,"E00514371",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00514371 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"701","Temperate South America","herbarium specimen of unspecif","BGBASE:542315",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:39:41-03","E","E","514369","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Stuckert, Teodoro Juan Vicente","1901","03","26","AR",NA,NA,NA,NA,NA,NA,"E00514369",NA,"Auf feuchtem Wald- und Wiesenboden und an Abhängen bei Estancia San Teodoro","400","400","<a href=http://data.rbge.org.uk/herb/E00514369 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"188","Temperate South America","herbarium specimen of unspecif","BGBASE:542276",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:39:41-03","E","E","514367","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Pedersen, Troels Myndel","1951","11","14","AR","Provincia de Corrientes",NA,NA,NA,NA,NA,"E00514367",NA,"Mburucuyä; Estancia Santa Teresa",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00514367 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"1319","Temperate South America","herbarium specimen of unspecif","BGBASE:542234",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:39:41-03","E","E","514368","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Pedersen, Troels Myndel","1960","11","14","CL","Provincia de Corrientes",NA,NA,NA,NA,NA,"E00514368",NA,"Mburucuyä; Estancia Santa Teresa",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00514368 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"1320","Temperate South America","herbarium specimen of unspecif","BGBASE:542261",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:39:41-03","E","E","312550","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Stannard, B.; Nic Lughadha, E.; Queiroz, R.F.","1992","02","03","BR",NA,NA,NA,NA,NA,NA,"E00312550",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00312550 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"51144","E. Tropical South America","herbarium specimen of unspecif","BGBASE:313512",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:39:41-03","E","E","514362","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Cuming, Hugh",NA,NA,NA,"CL","Región V [Valparaíso]","Provincia de Valparaíso",NA,NA,NA,NA,"E00514362",NA,"Valparaíso",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00514362 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"757","Temperate South America","herbarium specimen of unspecif","BGBASE:541865",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:39:41-03","E","E","312548","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Stannard, B.; Ganev, W.; Queiroz, R.F.","1992","03","04","BR",NA,NA,NA,NA,NA,NA,"E00312548",NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00312548 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"51760","E. Tropical South America","herbarium specimen of unspecif","BGBASE:313510",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-23 10:39:41-03","E","E","514366","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Stuckert, Teodoro Juan Vicente",NA,NA,NA,"AR","Provincia de Córdoba",NA,NA,NA,NA,NA,"E00514366",NA,"Bei Córdoba.","400","400","<a href=http://data.rbge.org.uk/herb/E00514366 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"486","Temperate South America","herbarium specimen of unspecif","BGBASE:542209",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:39:41-03","E","E","514365","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Kneucker, Johann Andreas",NA,NA,NA,"AR","Provincia de Córdoba",NA,NA,NA,NA,NA,"E00514365",NA,"Flussufer bei der Estancia San Teodoro im Distrikt Villamonte, Bezirk Rio Primero, Prov. Córdoba","400","400","<a href=http://data.rbge.org.uk/herb/E00514365 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"558","Temperate South America","herbarium specimen of unspecif","BGBASE:542205",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:39:41-03","E","E","514363","PreservedSpecimen","Plantae","Gramineae","Setaria","parviflora","Setaria parviflora",NA,"Cuming, Hugh",NA,NA,NA,"CL","Región V [Valparaíso]","Provincia de Valparaíso",NA,NA,NA,NA,"E00514363",NA,"Valparaíso",NA,NA,"<a href=http://data.rbge.org.uk/herb/E00514363 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"757","Temperate South America","herbarium specimen of unspecif","BGBASE:542203",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","00866532","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","L. Buscalioni","1899","05","26","Brazil","Pará",NA,NA,NA,NA,NA,"NY00866532","NY00866532_01","Rio Tocantins. Ilha Tucumanduba.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=967594' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"3502","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1174422","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","E. A. Goeldi",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,"NY01174422","NY01174422_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400631' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"160","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1174419","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","J. J. Strudwick","1981","07","31","Brazil","Pará",NA,"-54.43","-0.92",NA,NA,"NY01174419","NY01174419_01","Ca. 23 km upstream from Lageira airstrip",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400628' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"3819","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1174407","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","W. A. Rodrigues","1962","01","25","Brazil","Rondônia",NA,NA,NA,NA,NA,"NY01174407","NY01174407_01","Forte Príncipe da Beira, caminho do Aeroporto. Campo, solo argilo-arenoso.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402010' target='other'> <mi>dwc_moreinfo</mi></a>","J. R. Swallen",NA,NA,NA,NA,NA,"4326","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1174418","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","J. M. Pires",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,"NY01174418","NY01174418_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399769' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"52349","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1174416","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","L. F. Coêlho",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,"NY01174416","NY01174416_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399907' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"s.n.","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1174411","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","A. Loureiro",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,"NY01174411","NY01174411_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400086' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"s.n.","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","1174413","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","M. G. da Silva","1977","03","26","Brazil","Pará","Marabá","-49.9502179","-6.0708102",NA,NA,"NY01174413","NY01174413_01","Km 4 da estrada para a Serra dos Carajás. Antigo acampamento da Camargo Correa.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402012' target='other'> <mi>dwc_moreinfo</mi></a>","M. F. da Silva",NA,NA,NA,NA,NA,"2902","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1174408","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","E. A. Goeldi",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,"NY01174408","NY01174408_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400657' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"257","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1174417","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","G. T. Prance","1966","11","28","Brazil","Amazonas","Humaitá","-63.0804759","-7.6396461",NA,NA,"NY01174417","NY01174417_01","Road Humaitá to Porto Velho, Km 10. Open grassy savanna.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402013' target='other'> <mi>dwc_moreinfo</mi></a>","I. I. Boldrini",NA,NA,NA,NA,NA,"3436","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1174410","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","J. Chagas Rodrigues",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,"NY01174410","NY01174410_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399909' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"INPA6323","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1174412","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","N. A. Rosa","1982","04","08","Brazil","Amapá",NA,NA,NA,NA,NA,"NY01174412","NY01174412_01","Quadrícula SB-22-VA. Ponto 44. Campos naturais de terra firme, alagado temporariamente, em algumas partes, com manchas de florestas nos arredores, solo argiloso escuro.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402011' target='other'> <mi>dwc_moreinfo</mi></a>","N. A. Rosa",NA,NA,NA,NA,NA,"4193","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1174415","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","P. L. B. Lisboa",NA,NA,NA,"Brazil","Amazonas",NA,NA,NA,NA,NA,"NY01174415","NY01174415_01 NY01174415_02",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400137' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"746","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1174406","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","R. Spruce","1949","11",NA,"Brazil","Pará",NA,"-54.740486","-2.449614",NA,NA,"NY01174406","NY01174406_01","In vicinibus Santarem",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400654' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"s.n.","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1174414","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","J. M. Pires",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,"NY01174414","NY01174414_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399764' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"52085","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1174409","PreservedSpecimen","Plantae","Poaceae","Setaria","geniculata","Setaria geniculata","P.Beauv.","W. A. Egler",NA,NA,NA,"Brazil","Amapá",NA,NA,NA,NA,NA,"NY01174409","NY01174409_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1399770' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"46386","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","1174405","PreservedSpecimen","Plantae","Poaceae","Setaria","gracilis","Setaria gracilis","Kunth","M. J. G. Hopkins","1986","06","07","Brazil","Roraima","Alto Alegre","-61.333333","3.366667",NA,NA,"NY01174405","NY01174405_01","Ilha de Maracá. SEMA Estação.-Ilha de Maracá. SEMA Estação. Open savanna close to Estação. Partly dry, and partly damp marsh.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1402009' target='other'> <mi>dwc_moreinfo</mi></a>","G. Davidse",NA,NA,NA,NA,NA,"573","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"45","2016-09-28 16:03:00-03","NY","NYBG","782176","PreservedSpecimen","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora",NA,"O. Morrone","1996","02","20","Argentina","Misiones","San Ignacio","-55.55","-27.28",NA,NA,"NY00782176",NA,"Teyú Cuaré, camino al paraje Payal","30","30","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=186923' target='other'> <mi>dwc_moreinfo</mi></a>","J. F. Pensiero",NA,NA,NA,NA,NA,"1045","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","00896054","PreservedSpecimen","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","H. S. Irwin","1964","10","31","Brazil","Goiás","Caiapônia","-51.82","-17.1",NA,NA,"NY00896054","NY00896054_01","Ca. 20 km. S. of Caiapônia on rd. to Jataí. Serra do Caiapó.","800","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969635' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"7607","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00896100","PreservedSpecimen","Plantae","Poaceae","Setaria","parviflora","Setaria parviflora","(Poir.) Kerguélen","E. P. Heringer","1981","02","02","Brazil","Distrito Federal","Brasília","-47.9294","-15.7797",NA,NA,"NY00896100","NY00896100_01","Bacia do Rio São Bartolomeu.",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=969735' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,"6106","South America","sheet",NA,"Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA
