"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","typeStatus","class","relatedCatalogItem","individualCount","fieldNumber","minimumDepthInMeters","maximumDepthInMeters","previousCatalogNumber","sex"
"14","2021-04-05 14:33:25-03","UNESC","CRI","1440","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","R. R. Negrelle",NA,NA,NA,"R. R. B. Negrelle; C. Londero","572","1992","11","07","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","9","9","CRI006512","CRI006512","Habito: árvore",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01022841","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"Y. E. J. Mexia","5297","1930","11","13","Brazil","Minas Gerais",NA,"Distrito Rio Branco. Retiro de Antonio Avelino.",NA,NA,NA,NA,"750","750","NY01022841","NY01022841_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162337' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","477227","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"Pessoal do Horto Florestal","s.n.","1928","01","16","Brazil","Rio de Janeiro","Rio de Janeiro","Mata do Andaime Pequeno, Paineiras","-43.2075","-22.9031",NA,NA,NA,NA,"NY00477227","NY00477227_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524566' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01022839","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"Y. E. J. Mexia","5323","1930","11","19","Brazil","Minas Gerais","Viçosa","São Domingo.","-42.8817","-20.7542",NA,NA,"720","720","NY01022839","NY01022839_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162329' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","477209","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"J. C. Lindeman","4345","1967","01","22","Brazil","Paraná","Icaraíma","Porto Camargo; sandstone escarpment by Rio Paraná","-53.6139","-23.3958",NA,NA,NA,NA,"NY00477209","NY00477209_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524562' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01022838","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"C. C. Berg","P18554","1973","10","15","Brazil","Mato Grosso",NA,"Forest on west side of Rio Aripuana below Slato dos Dardanelos","-59.35","-10.2",NA,NA,NA,NA,"NY01022838","NY01022838_01","Prance's Coll. no. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1162327' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","01807021","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana glaziovii","(Planch. & Triana) Zappi","L. C. Marinho",NA,NA,NA,"W. W. Thomas","10168","1993","10","26","Brazil","Bahia","Uruçuca","7.3 km north of Serra Grande on road to Itacaré. Transect study site","-39.0617","-14.4231",NA,NA,NA,NA,"NY01807021","NY01807021_01","Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=516113' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet","glaziovii",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","477221","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. Reitz","5618","1957","11","07","Brazil","Santa Catarina","Garuva","Três Barras, Garuva, Sao Francisco do Sul","-48.8547","-26.0269",NA,NA,"150","150","NY00477221","NY00477221_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524557' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01304016","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"J. M. Pires","10541","1967","06","15","Brazil","Pará","Belém","IPEAN, Reserva Mocambo, L20-24.","-48.417263","-1.4402643",NA,NA,NA,NA,"NY01304016","NY01304016_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1635814' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","477222","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. Reitz","3208","1949","11","13","Brazil","Santa Catarina","Brusque","Mata Hoffmann","-48.9","-27.1",NA,NA,"50","50","NY00477222","NY00477222_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331598' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","01304021","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. de Lemos Fróes","24603","1949","06","20","Brazil","Pará",NA,"Rio Itacaiuna; Seco - Grande, beira d'agua.",NA,NA,NA,NA,NA,NA,"NY01304021","NY01304021_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1635881' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","477212","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. X. Lima","463","1997","10","18","Brazil","Paraná","Antonina","Reserva Particular da SPVS, Morro da Mina","-48.72","-25.42",NA,NA,NA,NA,"NY00477212","NY00477212_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524576' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","01304009","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. de Lemos Fróes","20583","1945","04","21","Brazil","Amazonas",NA,"Fonte Boa, Solimões.","-66.1014748","-2.5011698",NA,NA,NA,NA,"NY01304009","NY01304009_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1635790' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","477255","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"H. de F. Leitão Filho","10777","1979","11","14","Brazil","São Paulo","Cananéia","Ilha do Cardoso","-47.992538","-25.197304",NA,NA,NA,NA,"NY00477255","NY00477255_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=516164' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","477247","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. Reitz","1051","1953","09","24","Brazil","Santa Catarina","Palhoça","Campo do Massiambú","-48.62515","-27.834087",NA,NA,"5","5","NY00477247","NY00477247_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=516156' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","477225","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"C. G. Fonseca","5","1961","02","02","Brazil","São Paulo","Sao Paulo","Parque do Estado, terreno do Instituto de Botanica, ca. 10 km ao sul do centro de Sao Paulo (Praça da Sé)","-46.618358","-23.646109",NA,NA,"780","780","NY00477225","NY00477225_01","Label says C. B. Fonseca <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524577' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","477206","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"G. G. Hatschbach","25768","1970","12","08","Brazil","Paraná","Guaraqueçaba","Rio Bananal","-48.3289","-25.3069",NA,NA,"20","20","NY00477206","NY00477206_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524571' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1281243","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"E. P. Heringer","11916","1970","10","20","Brazil","Minas Gerais","Coronel Pacheco","Rio Doce, cultivada no momento na Estação Experimental de Água Limpa.","-43.2656","-21.5878",NA,NA,NA,NA,"NY01281243","NY01281243_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1680276' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","477210","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. Reitz","1644","1954","03","02","Brazil","Santa Catarina","Ibirama","Horto Florestal I.N.P.","-49.5178","-27.0569",NA,NA,"300","300","NY00477210","NY00477210_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524553' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","477245","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. Reitz","4414","1952","02","26","Brazil","Santa Catarina","Torres","Campo bonito",NA,NA,NA,NA,NA,NA,"NY00477245","NY00477245_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331602' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02674888","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","D. Piotto",NA,NA,NA,"D. Piotto","2709","2010","06","10","Brazil","Bahia","Uruçuca","Parque Est. Serra do Conduru","-39.08","-14.42",NA,NA,"120","300","NY02674888","NY02674888_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=3671361' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","477216","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. M. Klein","1621","1955","09","29","Brazil","Santa Catarina","Itajaí","Cunhas","-48.6617","-26.9081",NA,NA,"10","10","NY00477216","NY00477216_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524554' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","477223","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. Reitz","4414","1952","02","26","Brazil","Rio Grande do Sul","Torres","Campo Bonito","-49.7267","-29.3356",NA,NA,NA,NA,"NY00477223","NY00477223_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=331599' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","477217","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. M. Klein","1703","1955","10","14","Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6617","-26.9081",NA,NA,"100","100","NY00477217","NY00477217_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524555' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","477213","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"N. A. Rosa","3808","1980","11","20","Brazil","São Paulo","Sao Paulo","Arredores do Castelinho do Instituto de Botanico de Sao Paulo","-46.63","-23.5403",NA,NA,NA,NA,"NY00477213","NY00477213_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524564' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","477203","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. L. Liesner","11206","1981","04","04","Venezuela","Bolívar",NA,"Represa Guri; ca. 55 km NE of Ciudad Piar by twisty road","-63.12","7.58",NA,NA,"250","300","NY00477203",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524552' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","01304015","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"J. M. Pires","10540","1967","06","16","Brazil","Pará","Belém","IPEAN, Reserva Mocambo, L18-30.","-48.417263","-1.4402643",NA,NA,NA,NA,"NY01304015","NY01304015_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1635812' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","477214","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"P. K. H. Dusén","16110","1914","12","13","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,NA,NA,NA,"NY00477214","NY00477214_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=524550' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","477244","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"A. C. Brade","16716","1940","08","31","Brazil","Rio de Janeiro",NA,"Flora da Serra dos Orgaos, Rio Paquequer",NA,NA,NA,NA,"1000","1000","NY00477244","NY00477244_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=516154' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","01304020","PreservedSpecimen","Plantae","Clusiaceae","Garcinia","gardneriana","Garcinia gardneriana","(Planch. & Triana) Zappi","M. H. Nee",NA,NA,NA,"R. de Lemos Fróes","24603","1949","06","20","Brazil","Pará",NA,"Rio Itacaiuna; Seco - Grande, beira d'agua.",NA,NA,NA,NA,NA,NA,"NY01304020","NY01304020_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1635875' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
