"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","year","month","day","continentOcean","preparationType","previousCatalogNumber","typeStatus","recordNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1281","2008-05-27 22:02:00-03","MO","MOBOT","3329030","PreservedSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","M. Nee",NA,NA,NA,"Israel G. Vargas C.|Robin B. Foster|M. Peña-Chocarro","Bolivia","Santa Cruz","Chiquitos","Santo Corazón, tramo entre el pueblo de Santo Corazón y alrededores de la pista de aterrizaje. Bosque bajo de 5 a 10 m de altura, con elementos de bosque Cerrado como Qualea sp., Byrsonima sp. y Machaerium sp. Area intervenida por ganadería y quema reciente del bosque.","-58.81666","-17.96666",NA,NA,NA,NA,NA,"1994","10","29","South America",NA,NA,NA,"Vargas Caballero 3630",NA,NA,"350.00000000","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"1282","2015-04-20 17:08:00-03","MO","MOBOT","3329078","PreservedSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","A. Fuentes (LPB)",NA,NA,NA,"Stephan G. Beck","Bolivia","La Paz","Sud Yungas","Chulumani 30 kms hacia Asunta - Colquechaca, embocadura del rio Solacama en el rio Tamampayo. Borde del rio.",NA,NA,NA,NA,NA,NA,NA,"1985","6","29","South America",NA,NA,NA,"Beck 12127",NA,NA,"1120.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1283","2015-03-22 18:57:00-03","MO","MOBOT","3482930","PreservedSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","G.P. Lewis (K)",NA,NA,NA,"Isau Huamantupa","Peru","Cusco","La Convención","Distrito Echarate, Chahuares. Bosque sabanero tropical secundario.","-72.53305","-12.65305",NA,NA,NA,NA,NA,"2007","4","9","South America",NA,NA,NA,"Huamantupa Chuquimaco 8915",NA,NA,"805.00000000",NA,NA,NA,NA,NA,NA,NA,"4",NA
"1284","2013-01-28 05:13:00-02","MO","MOBOT","934156","PreservedSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","V. Rudd (SFV)",NA,NA,NA,"René Guillén V.|R. Vespa|S. Balderrama|Edil Osinaga","Bolivia","Santa Cruz","Angel Sandoval","San Matias, Pantanal boliviano. Estancia Cascabel, a 7800 m al NE de la casa. Bosque dominado por plantas pirrófitas de tallos tortuosos y corteza gruesa. Suelos arenosos.","-58.46666","-16.55",NA,NA,NA,NA,NA,"1994","9","9","South America",NA,NA,NA,"Guillén Villarroel 2235",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1285","2011-06-09 18:10:00-03","MO","MOBOT","941879","PreservedSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","A. Jardim (USZ)",NA,NA,NA,"Bonifacio Mostacedo C.","Bolivia","Santa Cruz","Andrés Ibáñez","Hacienda Las Bolas (10 km al S de Don Lorenzo).","-63.63333","-17.8",NA,NA,NA,NA,NA,"1994","10","20","South America",NA,NA,NA,"Mostacedo C. 2425",NA,NA,"340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1286","2019-09-08 09:58:00-03","MO","MOBOT","97555","PreservedSpecimen","Plantae","Fabaceae","Machaerium","hirtum","Machaerium hirtum","(Vell.) Stellfeld","S. Palacios-Ramos",NA,NA,NA,"Alwyn H. Gentry|Hermes Cuadros V.","Colombia","Cesar",NA,"Ca. 5 km W of Manaure on road to LaPaz, streamside moist forest remnant. Transect 1.","-73.1333333","10.3666667",NA,NA,NA,NA,NA,"1987","4","26","South America",NA,NA,NA,"Gentry 57131",NA,NA,"540.00000000",NA,NA,NA,NA,NA,NA,"87-69","3",NA
"1287","2014-01-22 12:40:00-02","MO","MOBOT","3204367","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","Velva E. Rudd",NA,NA,NA,"W.L. Balée|O. Álvares da Silva","Bolivia","Beni",NA,"Forest inventory on Indian mound.","-64.40972","-14.80305",NA,NA,NA,NA,NA,"1993","8","14","South America",NA,NA,NA,"Balée 5067",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1288","2008-05-27 22:02:00-03","MO","MOBOT","102306","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby",NA,NA,NA,NA,"Timothy J. Killeen|Valentín García|Emilia García|Renate Seidel|M. Umaday","Bolivia","Beni","Gral. Ballivian","Serrania Pilon LaJas, 24 km suroeste del Yucumo por la carretera Yucumo- Quiquibey. Bosque alto, humido, siempre-verde; topografía muy pendiente que varía de 30% hasta 60%. Arboles con muchas epífitas, helechos arboreas presente pero raros. Suelos derivadas de rocas areniscas pero son arcillosas rojos. Muestras preservadas en alcohol.","-67","-15.25",NA,NA,NA,NA,NA,"1991","5","3","South America",NA,NA,NA,"Killeen 3100",NA,NA,"850.00000000","900.00000000",NA,NA,NA,NA,NA,"12","8",NA
"1289","2010-03-09 15:22:00-03","MO","MOBOT","100259573","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","Foster's Catalog Note File",NA,NA,NA,"R.W. Pearce","Bolivia",NA,NA,"Machariapu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Pearce s.n.",NA,NA,"1828.80000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"1290","2013-01-29 12:17:00-02","MO","MOBOT","100563449","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","V.E. Rudd",NA,NA,NA,"Stephan G. Beck","Bolivia","La Paz","Nor Yungas","Coroico (Yolosa), 15 km bajando hacia Cranavi.",NA,NA,NA,NA,NA,NA,NA,"1983","6","3","South America",NA,NA,NA,"Beck 9222",NA,NA,"1250.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"1291","2015-01-09 13:40:00-02","MO","MOBOT","100769582","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby",NA,NA,NA,NA,"Richard T. Pennington|et al.","Bolivia","La Paz","Sud Yungas","Valley of Rio Boopi, 19 km from village below Las Mercedes on road to La Asunta.",NA,NA,NA,NA,NA,NA,NA,"1999","3","10","South America",NA,NA,NA,"Pennington 844",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"1292","2008-05-27 22:02:00-03","MO","MOBOT","104764","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","V. Rudd",NA,NA,NA,"Alwyn H. Gentry","Bolivia","La Paz",NA,"Chaquimayo-Tuichi trail ca 20 km NW of Apolo, dry forest along Río Machariapo.","-68.46666","-14.56666",NA,NA,NA,NA,NA,"1990","6","12","South America",NA,NA,NA,"Gentry 71158",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,"381","6",NA
"1293","2008-05-27 22:02:00-03","MO","MOBOT","105055","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","V.E. Rudd (SFV)",NA,NA,NA,"Marko Lewis","Bolivia","La Paz","Inquisivi","Near the Río Khara Bridge ca. 1 km NW from Licoma Pampa. Subtropical woods and forests in shady ravine and riverine habitats.","-67.21666","-16.8",NA,NA,NA,NA,NA,"1989","3","11","South America",NA,NA,NA,"Lewis 35305",NA,NA,"1900.00000000","1950.00000000",NA,NA,NA,NA,NA,"13","7",NA
"1294","2008-05-27 22:02:00-03","MO","MOBOT","107936","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","V.E. Rudd (SFV)",NA,NA,NA,"Alwyn H. Gentry|Ghillean T. Prance","Peru","Junín",NA,"La Merced, second growth at outskirts of town.",NA,NA,NA,NA,NA,NA,NA,"1976","6","26","South America",NA,NA,NA,"Gentry 16395",NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,"998","1",NA
"1295","2008-05-27 22:02:00-03","MO","MOBOT","1091838","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","R. Guillén & A. Rodriguez (USZ)",NA,NA,NA,"Timothy J. Killeen|M. Toledo G.","Bolivia","Santa Cruz","Chiquitos","Concesión Minera Don Mario; bosque seco chiquitano.","-59.69666","-17.29833",NA,NA,NA,NA,NA,"1996","5","7","South America",NA,NA,NA,"Killeen 8077",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"2",NA
"1296","2013-01-28 05:13:00-02","MO","MOBOT","1151475","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","A. Jardim",NA,NA,NA,"René Guillén V.|M. Marmañas","Bolivia","Santa Cruz","Velasco","Hacienda San Roque, parcela permanente de estudio los cusis, 15 km. al oeste de la Hacienda. Bosque semidecíduo, húmedo estacionalmente, dominado por Attalea speciosa (cusi); suelos arenosos, con presencia de limo y arcilla en poca cantidad.","-61.12833","-15.01027",NA,NA,NA,NA,NA,"1996","8","30","South America",NA,NA,NA,"Guillén Villarroel 4594",NA,NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1297","2013-01-28 05:13:00-02","MO","MOBOT","1155884","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","R. Guillén & A. Rodriguez (USZ)",NA,NA,NA,"René Guillén V.|Roca","Bolivia","Santa Cruz","Velasco","San José de Campamento, a 8 km. del pueblo sobre el camino al río Paraguá. Pampa termitero, anegada temporalmente; suelos areno limosos hasta arcillosos.","-60.99138","-15.15555",NA,NA,NA,NA,NA,"1996","5","10","South America",NA,NA,NA,"Guillén Villarroel 4383",NA,NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1298","2011-12-19 12:59:00-02","MO","MOBOT","1441832","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","Foster Catalogue Note File",NA,NA,NA,"Robert S. Williams","Bolivia",NA,NA,"Apolo",NA,NA,NA,NA,NA,NA,NA,"1902","7","17","South America",NA,NA,"Holotype","Williams 1436",NA,NA,"1463.04000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"1299","2008-05-27 22:02:00-03","MO","MOBOT","1575001","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby",NA,NA,NA,NA,"Robert S. Williams","Bolivia","La Paz",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1902","7","17","South America",NA,NA,NA,"Williams 1436",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1300","2008-05-27 22:02:00-03","MO","MOBOT","1718483","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","V.Rudd, 93",NA,NA,NA,"Stephan G. Beck","Bolivia","La Paz","Inquisivi","Entre Plazuela y Miguillas 16 km de distancia. Bosque con Astronium y Schinopsis sobre el río La Paz.",NA,NA,NA,NA,NA,NA,NA,"1996","4","24","South America",NA,NA,NA,"Beck 21113",NA,NA,"1500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1301","2020-04-30 04:37:00-03","MO","MOBOT","3351116","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","D.A. Neil",NA,NA,NA,"RODRÍGUEZ","Bolivia","La Paz","Sud Yungas","Palos Blancos. Orilla del río. Beni.",NA,NA,NA,NA,NA,NA,NA,"1998","6",NA,"South America",NA,NA,NA,"RODRÍGUEZ 420",NA,NA,"425.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1302","2018-04-04 05:23:00-03","MO","MOBOT","82505","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","V.E. Rudd (SFV)",NA,NA,NA,"David N. Smith|Willi Brack E.","Peru","Junín","Chanchamayo","La Merced-Satipo road, between Puente Chanchamayo and Santa Ana. Second growth.","-75.25","-10.93333",NA,NA,NA,NA,NA,"1984","4","14","South America",NA,NA,NA,"Smith 6917",NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,"84-215","5",NA
"1303","2011-10-07 05:03:00-03","MO","MOBOT","85064","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","V.E. Rudd (SFV)",NA,NA,NA,"David N. Smith|Sandy Knapp|Jim Mallet","Peru","Junín","Chanchamayo","San Ramón-Vitoc road. Second growth.","-75.3","-11.25",NA,NA,NA,NA,NA,"1984","3","23","South America",NA,NA,NA,"Smith 6506",NA,NA,"940.00000000",NA,NA,NA,NA,NA,NA,"84-194","8",NA
"1304","2008-05-27 22:02:00-03","MO","MOBOT","87783","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","V. E. Rudd",NA,NA,NA,"James C. Solomon|Bruce A. Stein","Bolivia","La Paz","Nor Yungas","0.4 km N of Yolosa on road to Coroico. Moist, disturbed ravine with mostly secondary growth trees.","-67.71666","-16.21666",NA,NA,NA,NA,NA,"1984","3","9","South America",NA,NA,NA,"Solomon 11698",NA,NA,"1300.00000000",NA,NA,NA,NA,NA,NA,"84-19","2",NA
"1305","2008-05-27 22:02:00-03","MO","MOBOT","97227","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","V.E. Rudd (SFV)",NA,NA,NA,"Percy Núñez V.|C. Cárdenas","Peru","Cusco","La Convención","En alrededores y entre la hacienda Potrero y Quillabamba.","-72.68333","-12.81666",NA,NA,NA,NA,NA,"1989","3","24","South America",NA,NA,NA,"Núñez Vargas 10290",NA,NA,"1200.00000000",NA,NA,NA,NA,NA,NA,"24","8",NA
"1306","2008-05-27 22:02:00-03","MO","MOBOT","978504","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby",NA,NA,NA,NA,"Antony Jardim|G. Moscoso","Bolivia","Santa Cruz","Nuflo de Chavez","Las Trancas, Lomerio, las parcelas de Bolfor, Las Trancas '95. Bosque seco chiquitano de Anadenanthera. Suelos lateríticos.","-61.84805","-16.52166",NA,NA,NA,NA,NA,"1995","3","24","South America",NA,NA,NA,"Jardim 1846",NA,NA,"400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1307","2008-05-27 22:02:00-03","MO","MOBOT","98341","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","V. E. Rudd (SFV)",NA,NA,NA,"Percy Núñez V.|O. L. Phillips","Peru","Madre de Dios","Tambopata","Trail between Río Madre de Dios and Lago Sandoval.","-69.08333","-12.58333",NA,NA,NA,NA,NA,"1989","5","18","South America",NA,NA,NA,"Núñez Vargas 10438",NA,NA,NA,NA,NA,NA,NA,NA,NA,"27","8",NA
"1308","2008-05-27 22:02:00-03","MO","MOBOT","1196516","PreservedSpecimen","Plantae","Fabaceae","Machaerium","jacarandifolium","Machaerium jacarandifolium","Rusby","M. Menacho (USZ)",NA,NA,NA,"M. Menacho|M. Temo","Bolivia","Beni","Gral. Ballivian","El Porvenir centro de operaciones de la E.B.B. Sabana estacionalmente inundada, con islas de bosques y termiteros.Suelos limoso a franco limoso. Proy. Efecto del Pastoreo Sobre la Diversidad Biologica de la E.B.B.","-66.30833","-14.63333",NA,NA,NA,NA,NA,"1996","4","24","South America",NA,NA,NA,"Menacho Viruez 936A",NA,NA,"220.00000000","230.00000000",NA,NA,NA,NA,NA,NA,"5",NA
"1309","2009-10-26 23:35:00-02","MO","MOBOT","3203942","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.",NA,NA,NA,NA,"Ludwig Riedel","Brazil",NA,NA,"Borba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Riedel 2287",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1310","2013-08-23 04:12:00-03","MO","MOBOT","100142264","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","M. Nee",NA,NA,NA,"Michael H. Nee","Bolivia","Santa Cruz","Andrés Ibáñez","9 km N of center of Cotoca.","-63.0105556","-17.6819445",NA,NA,NA,NA,NA,"2007","4","5","South America",NA,NA,NA,"Nee 55009",NA,NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"1311","2012-08-03 13:24:00-03","MO","MOBOT","100311036","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","G. A. Parada (USZ)",NA,NA,NA,"G.A. Parada|V.D. Rojas","Bolivia","Santa Cruz","Vallegrande","3 km al NO de Masicurí.","-63.8136111","-18.8305556",NA,NA,NA,NA,NA,"2010","5","20","South America",NA,NA,NA,"Parada-Gutierrez 2535",NA,NA,"783.00000000",NA,NA,NA,NA,NA,NA,"10-8","1",NA
"1312","2012-03-18 05:12:00-03","MO","MOBOT","1009295","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","A. Fuentes (USZ)",NA,NA,NA,"Fabiana Mamani M.","Bolivia","Santa Cruz","Nuflo de Chavez","Lomerio. 12 km al Norte de la comunidad Las Tranca. Parcelas permanentes del proyecto BOLFO. Bosque semideciduo chiquitano.","-61.84638","-16.52027",NA,NA,NA,NA,NA,"1995","2","28","South America",NA,NA,NA,"Mamani M. 552",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,"3",NA
"1313","2008-05-27 22:02:00-03","MO","MOBOT","1429848","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","fide Killeen",NA,NA,NA,"Michael H. Nee|James C. Solomon","Bolivia","Santa Cruz","Andrés Ibáñez","en la ciudad de Santa Cruz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Nee 36516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1314","2008-05-27 22:02:00-03","MO","MOBOT","1522069","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","M. Nee",NA,NA,NA,"Michael H. Nee","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that is bound by the 700 m contour of the Andean foothills to the west, and the Río Grande to the east","-63.2","-17.74166",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Nee 36446",NA,NA,"520.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1315","2008-05-27 22:02:00-03","MO","MOBOT","1523457","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","M. Nee",NA,NA,NA,"Michael H. Nee","Bolivia","Santa Cruz","Andrés Ibáñez","City of Santa Cruz. In Barrio MacDonald.","-63.18333","-17.76666",NA,NA,NA,NA,NA,"1998","7","1","South America",NA,NA,NA,"Nee 49932",NA,NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1316","2013-02-13 05:33:00-02","MO","MOBOT","1529438","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","M. Nee",NA,NA,NA,"Michael H. Nee|Mario Saldias P.","Bolivia","Santa Cruz","Andrés Ibáñez","Vic. Estancia Maguey, 7 km NNW of Ayacucho [=Porongo] on road to Terevinto, 17 km (by air) west of center of Santa Cruz. Rolling to hilly terrain on leached sandy and clay sediments. Deciduous woodland with some savanna species, cerrado vegetation, with Attalea phalerata [Scheelea princeps], Astronium, Anadenanthera macrocarpa, Dilodendron bipinnatum, Tabebuia aurea, T. roseo-alba, Curtalla americana.","-63.33333","-17.8",NA,NA,NA,NA,NA,"1996","8","25","South America",NA,NA,NA,"Nee 47037",NA,NA,"475.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1317","2008-05-27 22:02:00-03","MO","MOBOT","1530655","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","M. Nee",NA,NA,NA,"Michael H. Nee","Bolivia","Santa Cruz","Andrés Ibáñez","Along Brecha 5, 1 km E of highway from Santa Cruz to Abapó (at km 38), the turnoff 29 km S of junction with highway from Santa Cruz to Samaipata. Somewhat rolling, probably old dune fields. Soil sandy. Somewhat disturbed remnant of tall chaco forest with Phyllostylon rhamnoides, Pterogyne nitens.","-63.18333","-18.06666",NA,NA,NA,NA,NA,"1998","5","16","South America",NA,NA,NA,"Nee 49374",NA,NA,"465.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1318","2008-05-27 22:02:00-03","MO","MOBOT","1534056","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","M. Nee",NA,NA,NA,"Michael H. Nee","Bolivia","Santa Cruz",NA,"The plain around Santa Cruz that lies within the Flora de la Region del Parque Nacional Amboro","-63.6","-17.5",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Nee 40433",NA,NA,"360.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1319","2010-12-11 06:47:00-02","MO","MOBOT","1535469","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","M. Nee",NA,NA,NA,"Michael H. Nee|Ana Quevedo|Maria Dolores Carreño|Liliana Soria","Bolivia","Santa Cruz","Florida","Along pipeline and dirt road between Bermejo and the antennas on Cerro Herradura, 0.6 km from turnoff from highway from Santa Cruz to Samaipata. Steep slopes. Brushy area and woodland.","-63.61666","-18.13333",NA,NA,NA,NA,NA,"1998","3","13","South America",NA,NA,NA,"Nee 48660",NA,NA,"1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1320","2008-05-27 22:02:00-03","MO","MOBOT","1536608","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","M. Nee",NA,NA,NA,"Michael H. Nee","Bolivia","Santa Cruz","Andrés Ibáñez","2.5 km eastwards along Brecha 5, leaving the Santa Cruz-Abapó highway at km 38. Brushy remnants of chaco forest near edge of cleared fields for Mennonite colony.","-63.16666","-18.06666",NA,NA,NA,NA,NA,"1998","3","21","South America",NA,NA,NA,"Nee 48726",NA,NA,"480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1321","2011-05-01 07:37:00-03","MO","MOBOT","1537133","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","M. Nee",NA,NA,NA,"Michael H. Nee|E. Chávez|Adriana Becerra","Bolivia","Santa Cruz","Andrés Ibáñez","7.3 km from Santa Cruz-Samaipata highway leaving at Tarumá, on dirt road along Río Salado and oil pipeline. Slope, with dryish forest.","-63.5","-18.1",NA,NA,NA,NA,NA,"1998","3","27","South America",NA,NA,NA,"Nee 48758",NA,NA,"900.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA
"1322","2008-05-27 22:02:00-03","MO","MOBOT","1718518","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.",NA,NA,NA,NA,"Israel G. Vargas C.|et al.","Bolivia","Santa Cruz","Andrés Ibáñez","Loc. Guapilo Jardín Botánico de Santa Cruz, km 8 al E de la ciudad, carretera SC-Cotoca. Bosque natural intervenido con",NA,NA,NA,NA,NA,NA,NA,"2001","3","8","South America",NA,NA,NA,"Vargas Caballero 5514",NA,NA,"420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1323","2010-01-27 08:55:00-02","MO","MOBOT","1803556","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","V.E. Rudd (US)",NA,NA,NA,"Miguel Bang","Bolivia",NA,NA,"Coripati, Yungas.",NA,NA,NA,NA,NA,NA,NA,"1894","5","14","South America",NA,NA,"Isotype","Bang 2190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"1324","2013-09-23 14:30:00-03","MO","MOBOT","2703738","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","Luzmila Arroyo P",NA,NA,NA,"Luzmila Arroyo P.|et al.","Bolivia","Santa Cruz","Florida","Comunidad de Bella Vista. Sendero Chorro del Fraile.","-63.6772223","-18.3211111",NA,NA,NA,NA,NA,"2005","5","18","South America",NA,NA,NA,"Arroyo Padilla 2879",NA,NA,"1240.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"1325","2011-12-05 14:40:00-02","MO","MOBOT","3203371","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","V. E. Rudd",NA,NA,NA,"José Steinbach","Bolivia","Santa Cruz","Sara","Standor: B-Vista",NA,NA,NA,NA,NA,NA,NA,"1926","3","28","South America",NA,NA,NA,"Steinbach G. 7525",NA,NA,"450.00000000",NA,NA,NA,NA,NA,NA,NA,"1",NA
"1326","2008-05-27 22:02:00-03","MO","MOBOT","3203764","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","A. Fuentes",NA,NA,NA,"Elias Meneces","Bolivia","Santa Cruz","Sara","Cera al poblado de Palometillas. Suelo plano arcilloso.",NA,NA,NA,NA,NA,NA,NA,"1976","4","13","South America",NA,NA,NA,"Meneces 393",NA,NA,"290.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1327","2008-05-27 22:02:00-03","MO","MOBOT","3204030","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","A. Fuentes",NA,NA,NA,"Nélida Soria","Paraguay","Amambay",NA,"Parque Nacional Cerro Corá. Sobre la ruta 5ta.",NA,NA,NA,NA,NA,NA,NA,"1997","1","10","South America",NA,NA,NA,"Soria Rey 7654",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1328","2008-05-27 22:02:00-03","MO","MOBOT","3204051","PreservedSpecimen","Plantae","Fabaceae","Machaerium","pilosum","Machaerium pilosum","Benth.","A. Fuentes",NA,NA,NA,"Nélida Soria","Paraguay","Amambay",NA,"Parque Nacional Cerro Cora. Parcela lado B, cerca del cerro Muralla. En el bosque.",NA,NA,NA,NA,NA,NA,NA,"1995","1",NA,"South America",NA,NA,NA,"Soria Rey 7169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
