"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class"
"11","2021-02-11 17:20:55-03","UFPR","UPCB","22843","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Cogn.","Waechter, J.L.","Negrelle, R.R.B.","A839","1993","03","05",NA,"Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,"Epífita, fruto verde com porção apical carnosa marrom..",NA,NA,"18121","auto","1994","03","28",NA,NA,NA,NA,NA,NA,NA
"12","2021-02-11 17:20:55-03","UFPR","UPCB","22842","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Cogn.","Waechter, J.L.","Negrelle, R.R.B.","A69","1992","01","13",NA,"Brasil","Santa Catarina","Itapoá","Reserva Volta Velha","-48.6161003112793","-26.1168994903564",NA,"Epífita, flor branca..",NA,NA,"18121","auto","1994","03","28",NA,NA,NA,NA,NA,NA,NA
"13","2008-05-27 22:02:00-03","MO","MOBOT","672945","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Cogn.","G. Carnevali (MO)","Ronald L. Liesner","Liesner 24572","1988","10","9","South America","Venezuela","Amazonas",NA,"ATABAPO Río Cunucunuma, at mouth of Caño Negro to 3 km down river.","-65.71666","3.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"260.00000000",NA,"88-43","4",NA
"14","2019-12-09 17:30:34-03","UFPR","EFC","16364","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Rchb.f.","Souza, I.",NA,"232","2018","02","23",NA,"Brasil","Paraná","Morretes","Trilha Salto dos Macacos","-48.9116","-25.4028",NA,"Epífita a 2 m, capsulas de aparência espinosa. Floresta Ombrófila Densa Montana","EFC016364",NA,NA,NA,"2018","03","09","-48.9116","-25.4028","250","250",NA,NA,NA
"15","2021-03-25 13:53:02-03","UNIVILLE","JOI","15157","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Cogn.","Mancinelli, W. S.","Mancinelli, W.S.","1100","2009","12","22",NA,"Brasil","Santa Catarina","Garuva","Monte Crista.","-48.8549995422363","-26.0266990661621",NA,"Ovário com parede muricada; HABITO: Epífita","JOI015157",NA,"22441","auto","2014","05","17",NA,NA,"200","200",NA,NA,NA
"16","2021-03-25 13:53:02-03","UNIVILLE","JOI","14873","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Cogn.","Mancinelli, W. S.","Mancinelli, W.S.","878","2009","04","24",NA,"Brasil","Santa Catarina","Joinville","Morro da Tromba.","-48.8456001281738","-26.3043994903564",NA,"; HABITO: Epífita","JOI014873",NA,"37150","auto","2009","04","24",NA,NA,"150","150",NA,NA,NA
"17","2021-03-25 13:53:02-03","UNIVILLE","JOI","8692","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Cogn.","Meyer, F.S.","Meyer, F.S.",NA,"2008","06","20",NA,"Brasil","Santa Catarina","São Bento do Sul","Arredores do CEPA Rugendas - Univille, Rio Natal.","-49.3786010742188","-26.2502994537354",NA,"; HABITO: epífita sob caule de arvoreta; TIPO VEGETACIONAL: Floresta Ombrófila Densa Montana","JOI008692",NA,"23090","auto","2008","08","20",NA,NA,NA,NA,NA,NA,NA
"18","2019-10-07 09:19:56-03","UEFS","HUEFS","200356","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Rchb.f.",NA,"Barberena, F.F.V.A.","242","2011","12","11",NA,"Brasil","Paraná","Guaraqueçaba","Reserva Natural Salto Morato. Trilha para o braçinho (0,5 Km), próximo ao rio.","-48.3288993835449","-25.3066997528076",NA,NA,"HUEFS0200356",NA,"37295","auto",NA,NA,NA,"48W17'87''","25S10'61''","48","48",NA,NA,"Lilianae"
"19","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Rchb.f.",NA,"Riedel, L","15?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arboribus prope Mandiocca, ad Serra da Estrella et Copacabana prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Rchb.f.",NA,"Riedel, L","15",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arboribus prope Mandiocca, ad Serra da Estrella et Copacabana prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Rchb.f.",NA,"Riedel, L","54",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arboribus prope Mandiocca, ad Serra da Estrella et Copacabana prov. Rio de Janeiro",NA,NA,NA,"in Herb. Hort. et Acad. Petropol. - Floret Februario - Martio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2017-09-11 17:11:36-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Rchb.f.",NA,"Riedel, L","54?",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"Habitat in arboribus prope Mandiocca, ad Serra da Estrella et Copacabana prov. Rio de Janeiro",NA,NA,NA,"in Herb. Hort. et Acad. Petropol. - Floret Februario - Martio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 10:13:06-03","IBt","SP","196604","S","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Rchb.f.","Helfstein, EA","Duarte, LSR","13","1981","10","21",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Cachoeira do rio Tapera","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"37574","auto","1995","08","08",NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 10:13:06-03","IBt","SP","200837","S","Plantae",NA,NA,"Orchidaceae","Dichaea","anchorifera","Dichaea anchorifera","Rchb.f.","Helfstein, EA","Muniz, CFS","500","1983","12","13",NA,"Brasil","São Paulo","Cananéia","Ilha do Cardoso, Reserva Biológica, sítio do Cardoso","-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"37574","auto","1995","08","08",NA,NA,NA,NA,NA,NA,NA
