"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","phylum","order","recordNumber","continentOcean","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","infraspecificEpithet","class","individualCount","fieldNumber","typeStatus","relatedCatalogItem","sex"
"11","2017-08-03 10:04:00-03","NY","NYBG","02618570","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,NA,NA,NA,NA,"I. G. Vargas Caballero","1989","02","23","Bolivia","Santa Cruz","Andrés Ibáñez","Loc. Río Pirai, 4° anillo carretera a Vallegrande.",NA,NA,NA,NA,"420",NA,"NY02618570","NY02618570_01","Magnoliophyta","Poales","122","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2920652' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-11-01 11:44:00-02","NY","NYBG","00749811","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"A. C. Araújo",NA,NA,NA,"J. E. de Paula","1982","11","07","Brazil","Mato Grosso do Sul","Ladário","Pantanal.","-57.6017","-19.0047",NA,NA,NA,NA,"NY00749811","NY00749811_01","Magnoliophyta","Poales","1612","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910633' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-10-28 15:22:00-02","NY","NYBG","00925750","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"E. R. Guaglianone",NA,NA,NA,"E. P. Heringer","1980","04","14","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00925750","NY00925750_01","Magnoliophyta","Poales","4353","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001305' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-10-28 15:22:00-02","NY","NYBG","00925751","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"E. R. Guaglianone",NA,NA,NA,"E. P. Heringer","1981","03","16","Brazil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu.","-47.9294","-15.7797",NA,NA,NA,NA,"NY00925751","NY00925751_01","Magnoliophyta","Poales","6462","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001307' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-11-01 12:44:00-02","NY","NYBG","602659","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"L. B. Smith",NA,NA,NA,"L. B. Smith","1965","01","18","Brazil","Paraná","Jaguariaíva","Barra do Rio das Mortes, Rio Jaguariaiva.","-49.27","-24.13",NA,NA,"810","810","NY00602659","NY00602659_01","Magnoliophyta","Poales","14741","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=421219' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-01 12:44:00-02","NY","NYBG","602658","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"L. B. Smith",NA,NA,NA,"L. B. Smith","1965","01","18","Brazil","Paraná","Jaguariaíva","Barra do Rio das Mortes, Rio Jaguariaiva.","-49.27","-24.13",NA,NA,"810","810","NY00602658","NY00602658_01","Magnoliophyta","Poales","14734","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=421220' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","00925747","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"W. R. Anderson","1973","03","06","Brazil","Goiás","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km by road N of Alto Paraíso","-47.5167","-13.9376",NA,NA,"1600","1600","NY00925747","NY00925747_01","Magnoliophyta","Poales","6479","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1001286' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","602657","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","M. Barros",NA,NA,NA,"L. B. Smith","1957","01","15","Brazil","Santa Catarina","Lajes","Morro Pinheiro Seco, 3 km east of Lajes.","-50.3258","-27.8161",NA,NA,"900","950","NY00602657","NY00602657_01","Magnoliophyta","Poales","10046","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=421212' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01177047","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"P. J. M. Maas","1971","05","04","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"NY01177047","NY01177047_01","Magnoliophyta","Poales","302","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412151' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","687662","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","M. Alves",NA,NA,NA,"L. P. de Queiroz","1999","04","11","Brazil","Bahia","Umburanas","Serra do Curral Feio (localmente referida como Serra da Empreitada): Cachoeirinha, à beira do Rio Tabuleiro, ca. 10 km NW de Delfino na estrada que sai pelo depósito de lixo.","-41.22","-10.35",NA,NA,NA,NA,"NY00687662","NY00687662_01","Magnoliophyta","Poales","5344","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879141' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","602653","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","M. Barros",NA,NA,NA,"R. Reitz","1954","03","18","Brazil","Santa Catarina",NA,"Caixa Dagua da Fazenda, Itajaí.",NA,NA,NA,NA,"10","10","NY00602653","NY00602653_01","Magnoliophyta","Poales","1775","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=421209' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 10:08:00-03","NY","NYBG","1747914","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"A. C. Araújo",NA,NA,NA,"A. C. Araújo","2010","03","05","Brazil","Minas Gerais","Santana do Pirapama","Serra do Cipó, Vilarejo de Inhame, Subida partindo da antiga estrada da mina de manganês.","-43.7892","-18.9258",NA,NA,"1073",NA,"NY01747914","NY01747914_01","Magnoliophyta","Poales","1835","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2012552' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-11-01 12:44:00-02","NY","NYBG","602654","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"C. Kozera",NA,NA,NA,"C. Kozera","1997","01","06","Brazil","Paraná","Curitiba","Parque Barigui.","-49.22","-25.37",NA,NA,NA,NA,"NY00602654","NY00602654_01","Magnoliophyta","Poales","483","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=421213' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","02714736","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","M. Alves",NA,NA,NA,"J. G. Jardim","1999","02","23","Brazil","Bahia","Una","Rod. BA-001 Ilhéus/Una, ca 38 km S de Ilhéus","-39.0083","-15.1056",NA,NA,NA,NA,"NY02714736","NY02714736_01","Magnoliophyta","Poales","2027","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=137350' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 12:45:00-03","NY","NYBG","636935","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"M. T. Strong",NA,NA,NA,"M. J. Jansen-Jacobs","1995","06","14","Guyana",NA,NA,"Rupununi. Mountain Point.","-59.65","2.97",NA,NA,"110","110","NY00636935",NA,"Magnoliophyta","Poales","4085","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=421216' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","636955","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","H. T. O'Neill",NA,NA,NA,"H. H. Rusby","1896",NA,NA,"Venezuela",NA,NA,"Lower Orinoco.",NA,NA,NA,NA,NA,NA,"NY00636955",NA,"Magnoliophyta","Poales","43","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=421215' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00749877","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","A. C. Araújo",NA,NA,NA,"E. P. Heringer","1982","05","04","Brazil","Distrito Federal","Brasília","Lago Norte, morro cascalhento próximo ás duas ilhas","-47.8466667","-15.7473",NA,NA,NA,NA,"NY00749877","NY00749877_01","Magnoliophyta","Poales","7474","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=910826' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-11-01 12:44:00-02","NY","NYBG","602652","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,NA,NA,NA,NA,"M. Alves","2000","01","26","Brazil","Bahia","Palmeiras","Próximo ao Morro do Pai Inácio, ao longo da BR-242, logo após o rio Santo Antônio.","-41.43","-12.47",NA,NA,NA,NA,"NY00602652","NY00602652_01","Magnoliophyta","Poales","1816","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=421223' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01177046","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"P. J. M. Maas","1971","09","28","Brazil","Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,"NY01177046","NY01177046_01","Magnoliophyta","Poales","464","South America","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1412148' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-01-28 13:11:10-03","MCN-PUC-MINAS","HPUC-MG","ANG665","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"Gonçalves, A.P.S.",NA,NA,NA,"G. Pedralli, A. P. S. Gonçalves","1996","06","29","Brasil","Minas Gerais","Resende Costa","Município de Resende Costa","-44.2374992370605","-20.9221992492676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29517","auto",NA,NA,NA,NA,NA,NA,NA
"31","2020-01-28 13:11:10-03","MCN-PUC-MINAS","HPUC-MG","ANG664","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"Gonçalves, A.P.S.",NA,NA,NA,"G. Pedralli, A. P. S. Gonçalves","1996","09","24","Brasil","Minas Gerais","Resende Costa","Município de Resende Costa","-44.2374992370605","-20.9221992492676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29517","auto",NA,NA,NA,NA,NA,NA,NA
"32","2019-03-20 11:47:08-03","MCN-PUC-MINAS","HPUC-MG","ANG663","S","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis",NA,"Vasconcelos, F.C.",NA,NA,NA,"G. Pedralli, J. C. Santos, F. C. Vasconcelos","1998","04","23","Brasil","Minas Gerais","Resende Costa","Município de Resende Costa","-44.2374992370605","-20.9221992492676",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29517","auto",NA,NA,NA,NA,NA,NA,NA
"33","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","21317","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Kozera, C.","1997","03",NA,"Kozera, C.","1997",NA,NA,"Brasil","Paraná","Curitiba",NA,NA,NA,"9999","9999",NA,NA,"BOTU021317",NA,NA,NA,"483",NA,NA,"Herbácea",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:30:01-03","UFRJ","RFA","22506","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"A. A. M. de Barros; K. Tanizaki (167)","1988","05","22","Brasil","Rio de Janeiro","Casimiro de Abreu","Barra de São João","-42.2042007446289","-22.4806003570557",NA,NA,NA,NA,"RFA51761",NA,NA,NA,"322",NA,NA,"Erva, inflorescência marrom","24732","auto",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:52:02-03","EAO","IAN","142168","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Hook","1957","03","03","Guiana Francesa",NA,NA,"Route de Sinnamary, Sorte de Malmanoury.",NA,NA,NA,NA,NA,NA,"IAN142168",NA,"Monocotiledônea",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:52:02-03","EAO","IAN","52362","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Gröss","1952",NA,NA,"Lima, RP de","1950","03",NA,"Brasil","Pará",NA,"Ilha do Marajó; fazenda Santa Rita, Retiro Pau-Grande. Vegetação herbácea os campos.",NA,NA,NA,NA,NA,NA,"IAN052362",NA,"Monocotiledônea",NA,"57","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:52:02-03","EAO","IAN","83754","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Black, GA","1954","06","01","Brasil","Pará",NA,"Rio Mojú; Fábrica, mata do Najateua.",NA,NA,NA,NA,NA,NA,"IAN083754",NA,"Monocotiledônea",NA,"16336","Southern America",NA,"Capim, muito freqüente no campo.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:52:02-03","EAO","IAN","83768","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.",NA,NA,NA,NA,"Black, GA","1954","06","04","Brasil","Pará",NA,"Rio Mojú, Fábrica.",NA,NA,NA,NA,NA,NA,"IAN083768",NA,"Monocotiledônea",NA,"16349","Southern America",NA,"Inflorescência com estames castanho-claro.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:52:02-03","EAO","IAN","48221","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis gracilis","(L.) Roem. & Schult.","Gröss","1952",NA,NA,"Black, GA","1938","05","07","México",NA,NA,"Perto de Vera Cruz.",NA,NA,NA,NA,NA,NA,"IAN048221",NA,"Monocotiledônea",NA,"7516",NA,NA,NA,NA,NA,"gracilis",NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:52:02-03","EAO","IAN","158891","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Cordeiro, MR",NA,NA,NA,"Dantas, M; Nivaldo, S","1982","04","27","Brasil","Pará","Cachoeira do Arari","Curral do Meio Campo do Propasto. Campo.","-48.9632987976074","-1.01138997077942",NA,NA,NA,NA,"IAN158891",NA,"Monocotiledônea",NA,"1206","Southern America",NA,"Capim.","66242","auto",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-30 12:52:02-03","EAO","IAN","112734","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Alves, MV de","1999","11",NA,"Pena, BS da","1962","04","05","Brasil","Pará","Muaná","Fazenda Santo André. Ilha do Marajó.","-49.2167015075684","-1.52832996845245",NA,NA,NA,NA,"IAN112734",NA,"Monocotiledônea",NA,"12","Southern America",NA,NA,"72451","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:52:02-03","EAO","IAN","106451","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) Roem. & Schult.","Bertela, A",NA,NA,NA,"Sacco, JC da","1957","03","09","Brasil","Rio Grande do Sul","Pelotas","Granja União de Ângelo Hadler & Cia. Em local reservado a trilha; terreno encharcado. Abundante.","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"IAN106451",NA,"Monocotiledônea",NA,"605","Southern America",NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:52:02-03","EAO","IAN","48221","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis gracilis","(L.) Roem. & Schult.","Gröss","1952",NA,NA,"Black, GA","1938","05","07","México",NA,NA,"Perto de Vera Cruz.",NA,NA,NA,NA,NA,NA,"IAN048221",NA,"Monocotiledônea",NA,"7516",NA,NA,NA,NA,NA,"gracilis",NA,NA,NA,NA,NA,NA
"44","2020-05-19 10:31:01-03","UFBA","ALCB","047556","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) A.Ruiz & Sch. Bip.",NA,NA,NA,NA,"Alves, M; Araújo, A; Thomas, W; Jardim, JG; Santana, S; Torke, B","2000","01","26","Brasil","Bahia","Palmeiras","Chapada Diamantina, próximo ao Morro do Pai In cio, ao longo da BR-242, logo após o rio Santo Antônio.","-41.433333","-12.466667","-41.433333","-12.466667",NA,NA,"ALCB016401","ALCB016401","Monocotyledon",NA,"1816","Southern America",NA,"planta cespitosa, em área parcialmente alagada com solo arenoso.; paredão rochoso com nascente natural.",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-05-19 10:31:01-03","UFBA","ALCB","000368","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) A.Ruiz & Sch. Bip.","Noblick, LR","1979","07",NA,"Costa, AL","1953",NA,NA,"Brasil","Bahia","Salvador","Região Metropolitana Salvador, Pituba","-38.5","-12.966667","-38.5","-12.966667",NA,NA,"ALCB016402","ALCB016402","Monocotyledon",NA,"252","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-05-19 10:31:01-03","UFBA","ALCB","005801","PreservedSpecimen","Plantae","Cyperaceae","Fimbristylis","autumnalis","Fimbristylis autumnalis","(L.) A.Ruiz & Sch. Bip.","Barros, M","1956","07",NA,"Lordêlo, RP","1956","02",NA,"Brasil","Bahia","São Felipe","Recôncavo Sul, Fazenda Mucambo","-39.083333","-12.833333","-39.083333","-12.833333",NA,NA,"ALCB016398","ALCB016398","Monocotyledon",NA,"s/n","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
