"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","recordedBy","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","class","monthIdentified","coordinatePrecision","geoFlag","fieldNumber","verbatimLongitude","verbatimLatitude","individualCount","relatedCatalogItem","dayIdentified"
"11","2020-12-21 16:22:36-03","MBM","MBM","22376","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeck.","Muniz, C.",NA,"29884","1972","08","Southern America","Brazil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,"MBM022376","MBM022376","Hatschbach, G.","05",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA
"12","2017-11-29 16:39:24-02","MNHN","RECOLNAT_MNHN_P","P00266854","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeck.",NA,NA,NA,"1881","8",NA,"Brésil",NA,NA,"Nova Friburgo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00266854' target='other'> <mi>dwc_moreinfo</mi></a>","P00266854","P00266854_01","Glaziou, A.","12",NA,NA,NA,NA,NA,NA,NA,"13306",NA,NA,NA,NA,NA
"13","2015-09-19 18:41:27-03","MNHN","RECOLNAT_MNHN_P","P00266855","PreservedSpecimen",NA,NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeck.",NA,NA,NA,"1881","8",NA,"Brésil",NA,NA,"Nova Friburgo",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00266855' target='other'> <mi>dwc_moreinfo</mi></a>","P00266855","P00266855_01","Glaziou, A.","12",NA,NA,NA,NA,NA,NA,NA,"13306",NA,NA,NA,NA,NA
"14","2020-10-01 14:26:31-03","JBB","HEPH","2466","S","Plantae","Monocotyledon","Poales","Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Böckeller","Oliveira, PEAM de",NA,"5587","1980","10","Southern America","Brasil","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,"Heringer, EP; et al.","15",NA,NA,"1982",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:43:54-03","UFMG","BHCB","38833","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"2290","1997","08","Southern America","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça","-43.479167","-20.096111",NA,"Erva em afloramento rochoso; folhas cortantes; estigma branco, muito evidente",NA,NA,"Stehmann, JR; Salino, A; Vasconcelos, MF de","30",NA,NA,NA,NA,NA,NA,NA,NA,"-43.479167","-20.096111",NA,NA,NA
"16","2020-12-11 11:43:54-03","UFMG","BHCB","39043","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"s.n.",NA,NA,"Southern America","Brasil","Minas Gerais","Januária","Distrito de Fabião.","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA
"17","2020-12-11 11:43:54-03","UFMG","BHCB","79736","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"131","2001","08","Southern America","Brasil","Minas Gerais","Brumadinho","Retiro das Pedras. Serra da Calçada.","-44.1996994018555","-20.1432991027832",NA,"Erva",NA,NA,"Viana, PL","20",NA,NA,NA,NA,NA,"26639","auto",NA,NA,NA,NA,NA,NA
"18","2020-12-11 11:43:54-03","UFMG","BHCB","31016","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"s.n.",NA,NA,"Southern America","Brasil","Minas Gerais","Moeda","Serra da Moeda","-44.0527992248535","-20.3330993652344",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14750","auto",NA,NA,NA,NA,NA,NA
"19","2020-12-11 11:43:54-03","UFMG","BHCB","10023","PreservedSpecimen","Plantae","Monocotyledon",NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"s.n.","1986","10","Southern America","Brasil","Minas Gerais","Santa Bárbara","Serra do Caraça, Cascatinha","-43.4152984619141","-19.959400177002",NA,"Campo rupestre; Herbáceo (2m); inflorescência marrom-avermelhada",NA,NA,"Braga, MMN","11",NA,NA,NA,NA,NA,"33136","auto",NA,NA,NA,NA,NA,NA
"20","2010-08-13 09:05:00-03","MO","MOBOT","100296936","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"MacDonald 4071","1991","12","South America","Peru","San Martín","San Martín","Dtto. Tarapoto, Carretera Tarapoto/Yurimaguas, ca. 13.5 km. from Tarapoto; roadside area at ca. 800 meters altitude.",NA,NA,NA,NA,NA,NA,"John R. MacDonald|Manuel Rimachi Y.","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"21","2011-02-18 10:19:00-02","MO","MOBOT","100349000","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"MacDonald 4067","1991","12","South America","Peru","San Martín","San Martín","Dtto. Tarapoto, Carretera Tarapoto/Yurimaguas, ca. 13.5 km. from Tarapoto; roadside area.",NA,NA,NA,NA,NA,NA,"John R. MacDonald|Manuel Rimachi Y.","10","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"22","2008-05-27 22:02:00-03","MO","MOBOT","273043","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"Maguire 40296",NA,NA,"South America","Venezuela",NA,NA,"Bolivar/Río Branco.",NA,NA,NA,NA,NA,NA,"Bassett Maguire|Celia K. Maguire",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","273052","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"Steyermark 104093",NA,NA,"South America","Venezuela","Bolívar",NA,NA,NA,NA,NA,NA,NA,NA,"Julian A. Steyermark",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2008-05-27 22:02:00-03","MO","MOBOT","2928325","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler","C. Muniz",NA,"Hatschbach 29884","1972","8","South America","Brazil","Minas Gerais",NA,"Serra do Cipó (mun. Jaboticatuba).",NA,NA,NA,NA,NA,NA,"Gert G. Hatschbach","5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2011-02-07 09:42:00-02","MO","MOBOT","3132278","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler","C.B. Clarke",NA,"Warming s.n.","1964","11","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"J.E.B. Warming","2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2009-07-17 14:12:00-03","MO","MOBOT","3132277","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler","G. Davidse",NA,"Irwin 11857","1966","1","South America","Brazil","Goiás",NA,"Serra Dourada. Shade of gallery forest, lower slopes of Serra Dourada, ca. 30 km E of Goiás Velho.","-50","-14",NA,NA,NA,NA,"Howard S. Irwin|R. Souza|R. Reis dos Santos","20","650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-06-10 10:10:35-03","FZB-BH","BHZB","7019","S","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa",NA,NA,NA,"1599","2008","09",NA,"Brasil","MG","Belo Horizonte","FZBBH/ Aquário","-43.937801361084","-19.9207992553711",NA,"Nº 553. Outros coletores: Andrade, I.R; Alves, A.S; Felix, D.F; Machado, G.C. Com duplicata. <ll>dwc_commonname:</ll> Capim-navalha",NA,NA,"Ordones, J. et al.","05",NA,NA,NA,NA,NA,"17082","auto",NA,NA,NA,NA,NA,NA
"28","2019-06-10 10:10:35-03","FZB-BH","BHZB","6864","S","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa",NA,"R.C. Mota",NA,"1454","2008","06",NA,"Brasil","MG","Belo Horizonte","FZBBH/ Portaria - Praça Nacional","-43.937801361084","-19.9207992553711",NA,"Nº 474. Outros coletores: Andrade, I.R; Alves, A.S; Felix, D.F; Machado, G.C <ll>dwc_commonname:</ll> Capim navalha",NA,NA,"Ordones, J. et al.","04",NA,NA,"2008",NA,"07","17082","auto",NA,NA,NA,NA,NA,NA
"29","2019-06-10 10:10:35-03","FZB-BH","BHZB","6866","S","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa",NA,"R.C. Mota",NA,"1456","2007","12",NA,"Brasil","MG","Belo Horizonte","FZBBH/ Setor Extra","-43.937801361084","-19.9207992553711",NA,"Nº 58. Outros coletores: Andrade, I.R; Alves, A.S; Felix, D.F; Machado, G.C. <ll>dwc_commonname:</ll> Capim navalha",NA,NA,"Ordones, J. et al.","05",NA,NA,"2008",NA,"07","17082","auto",NA,NA,NA,NA,NA,NA
"30","2019-06-10 10:10:35-03","FZB-BH","BHZB","6865","S","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa",NA,"R.C. Mota",NA,"1455","2007","11",NA,"Brasil","MG","Belo Horizonte","FZBBH/ Ninhal","-43.937801361084","-19.9207992553711",NA,"Nº 17. Outros coletores: Andrade, I.R; Alves, A.S; Felix, D.F; Machado, G.C. <ll>dwc_commonname:</ll> Capim navalha",NA,NA,"Ordones, J. et al.","29",NA,NA,"2008",NA,"07","17082","auto",NA,NA,NA,NA,NA,NA
"31","2021-03-01 11:55:56-03","UFPE","UFP","11711","PreservedSpecimen","Plantae",NA,"Poales","Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeck.","Luceño, M",NA,"UFP11711","1996","01",NA,"Brasil","Bahia","Andaraí",NA,"-41.3314018249512","-12.8072004318237",NA,NA,"UFP011711",NA,"Luceño, M","26",NA,NA,"1996",NA,"01","58558","auto",NA,NA,NA,NA,NA,NA
"32","2020-09-12 05:00:02-03","US","US","2842657","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"6144","1964","9","South America - Neotropics","Brazil","Distrito Federal",NA,"Planalto do Brasil, Distrito Federal. Disturbed gallery forest at Catetinho, ca. 15 S.W. of Brasilia.",NA,NA,NA,NA,"US02238433","US02238433_01","H. S. Irwin & T. R. Soderstrom","12","700","1000",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"33","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler","Cremers, G.",NA,"12452","1991","10","South America - Neotropics","French Guiana",NA,NA,"Piste de Petit Saut, Bassin du Sinnamary","-53.11","5.16",NA,NA,NA,NA,"G. Cremers, L. Escobar & C. Feuillet","26","20",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"34","2020-09-12 05:00:02-03","US","US","3263781","PreservedSpecimen","Plantae",NA,"Cyperales","Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"12452","1991","10","South America - Neotropics","French Guiana",NA,NA,"Piste de Petit Saut - Bassin du Sinnamary.","-53.1167","5.1667",NA,NA,"US00510317",NA,"G. Cremers, L. Escobar & C. Feuillet","26","20","20",NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,"1",NA,NA
"35","2021-03-15 18:26:35-03","USP","SPF","210003","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler","Araújo, AC",NA,"1852","2010","03",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Capela de São José. Subida da Senhorinha","-43.757941","-18.958419",NA,"Erva rizomatosa, 1-1,5 m alt., flores passadas com glumas verdes, fruto alvo. DNA.; Pequena mata de galeria, entre rochas, local sombreado.","SPF00210003",NA,"Araújo, AC","06",NA,NA,"2011",NA,"06",NA,NA,NA,"-43.757941","-18.958419",NA,NA,NA
"36","2021-03-15 18:26:35-03","USP","SPF","210051","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler","Araújo, AC",NA,"1870","2010","03",NA,"Brasil","Minas Gerais","Santana de Pirapama","Serra do Cipó, Coberto Pequeno. Cabeceira do Rio Coberto, antiga estrada para a mina de manganês","-43.805434","-18.910765",NA,"Erva rizomatosa apoiante, atingindo 5 m alt., glumas vináceas, fruto alvo tuberculado, DNA.; Mata de galeria de pequeno riacho.","SPF00210051",NA,"Araújo, AC","12",NA,NA,"2011",NA,"06",NA,NA,NA,"-43.805434","-18.910765",NA,NA,NA
"37","2019-09-04 19:16:17-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa",NA,NA,"Type [status unknown]",NA,"1864","11","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"J. E. B. Warming","2",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2015-03-07 01:29:02-03","F","FMNH-SEEDPLANTS","V0098720F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa",NA,NA,NA,"6549",NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,"V0098720F","V0098720F_01 V0098720F_02","H. S. Irwin & T. R. Soderstrom",NA,NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-07-23 12:04:43-03","CEPLAC","CEPEC","59716","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa",NA,"A. M. Amorim",NA,"1417","1993","11",NA,"Brasil","Bahia","UNA","Reserva Biologica do Mico-leão. Entrada Km 46 BA-001 Ilheus/Una.","-39.083333","-15.15",NA,NA,NA,NA,"A. M. Amorim","09",NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,"30/12/1997",NA
"40","2020-07-23 12:04:43-03","CEPLAC","CEPEC","69779","PreservedSpecimen","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa",NA,"W. W. Thomas",NA,"800","1996","04",NA,"Brasil","Bahia","UNA","Reserva Biológica do Mico-leão (IBAMA). Entrada Km 46 BA-001 Ilheus/Una. Picada do Príncipe.","-39.083333","-15.15",NA,NA,NA,NA,"J. G. Jardim","20",NA,NA,NA,NA,NA,NA,NA,NA,"39W5'","15S9'",NA,"30/12/1997",NA
"41","2019-11-01 15:14:37-03","UnB","UB","205696","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeck",NA,NA,"170","2010","05","Southern America","Brasil","Minas Gerais",NA,"Fazenda do Seu Geraldão, acesso por Inhaí. Parque Nacional das Sempre Vivas","-43.5308","-17.5539",NA,"Cerrado rupestre","UB0031772","UB0031772","Mello, TRB; Munhoz, CBR; Eugênio, CUO; Emmert, P","03",NA,NA,NA,NA,NA,NA,NA,NA,"-43.5308","-17.5539",NA,NA,NA
"42","2019-11-01 15:14:37-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeck","Oliveira, ALR; Amaral, EJ",NA,"IFN-3772253.9","2017","07","Southern America","Brasil","Piauí","Manoel Emídio",NA,"-44.1","-8.1",NA,"Conglomerado PI_377. Subunidade 3. Subparcela 9. Indivíduo 5. F9 - Levantamento de herbáceas; Herbácea; Vegetação foi queimada há um certo tempo, localizada em chapada de serra","UB0129089","UB0129089","Gomes, MS","24",NA,NA,"2018",NA,"03",NA,NA,NA,"-44.1","-8.1",NA,NA,"23"
"43","2019-11-01 15:14:37-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeck","Koyama, T",NA,"5328","1964","08","Southern America","Brasil","Distrito Federal","Brasília","38km E of Brasília","-47.9296989440918","-15.7797002792358",NA,"Erect 2,5m, from bulb-like rhizome; Shade, gallery forest",NA,NA,"Irwin, HS; Soderstrom, TR","20",NA,NA,"1968",NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA
"44","2021-01-11 11:19:59-03","IBt","SP","474198","S","Plantae",NA,NA,"Cyperaceae","Scleria","acanthocarpa","Scleria acanthocarpa","Boeckeler",NA,NA,"29884","1972","08",NA,"Brasil","Minas Gerais","Jaboticatubas","Serra do Cipó","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"Hatschbach, G","05",NA,NA,NA,NA,NA,"31264","auto",NA,NA,NA,NA,NA,NA
