"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","monthIdentified","dayIdentified","relationshipType","relatedCatalogItem","fieldNumber","individualCount"
"157","2009-07-31 17:12:00-03","MO","MOBOT","2519446","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Radovancich, A., //",NA,"Ricardo O. Vanni|Anita Radovancich|Aurelio Schinini","1991","3","1","Paraguay","Boquerón",NA,"Col. Fernheim, Ea. Laguna Porá","-59","-21.75",NA,NA,NA,NA,NA,NA,NA,"Vanni 2597","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2020-05-14 15:50:22-03","FUVATES","HVAT","3732","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","I. I. Boldrini","2012","P. Zampol","2012","04","16","Brasil","Rio Grande do Sul","Forquetinha","Arroio Alegre.","-52.147778","-29.395556","-52º8'52''W","-29º23'44''S",NA,NA,"Herbáceo.; Área com vegetação em estágio inicial de regeneração.","HVAT00003732",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,"08","07",NA,NA,NA,NA
"159","2020-09-12 05:00:02-03","US","US","3264964","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Poaceae Reorganization Project",NA,"P. M. Peterson, R. J. Soreng & S. Lægaard","1993","3","31","Bolivia","Departamento Potosi","Prov. Tomas Frias","23 mi NW of Potosi at Yocalla on road towards Challapata.",NA,NA,NA,NA,"3500",NA,NA,NA,NA,"13153","South America - Neotropics",NA,NA,NA,"Cyperales",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"1"
"160","2020-09-02 16:36:18-03","Cenargen","CEN","84358","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","J. F. M. Valls","2016","J. L. de A. Moreira- UEC","1995","04","05","Brasil","SP","CRUZEIRO","Estrada da Fazenda Boa Vista.","-45.016666","-22.483333","-45.016666","-22.483333",NA,NA,"Doação da UEC","CEN00084358","CEN00084358","33",NA,"Exsicatas",NA,NA,NA,NA,NA,NA,"01",NA,NA,NA,NA,NA
"161","2020-09-02 16:36:18-03","Cenargen","CEN","51542","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","J. F. M. Valls","2016","Tatiana Sendulsky","1982","03","26","Brasil","PR","LARANJEIRAS DO SUL","Estrada","-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,"Doação - Instituto de Botânica SP","CEN00051542","CEN00051542","1885",NA,"Exsicatas",NA,NA,NA,"28404","auto",NA,"01",NA,NA,NA,NA,"1"
"162","2019-12-09 17:30:41-03","UFPR","EFC","18324","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Souza, I.","2019","Souza, I.","2019","05","27","Brasil","Paraná","Pinhais","Represa do Iraí","-49.11118","-25.395988","-49.111180","-25.395988","894","894","Erva 2 m, espigas com cerdas castanho-avermelhadas, frutos verde-amarronzados.","EFC018324",NA,"499",NA,NA,NA,NA,NA,NA,NA,NA,"06","04",NA,NA,NA,NA
"163","2019-12-09 17:30:40-03","UFPR","EFC","9873","PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Kozera, C.","2002","Kozera, C.; et al.","2002","03","15","Brasil","Paraná","Araucária","REPAR","-49.3478","-25.5889","-49.3478","-25.5889",NA,NA,"Herbácea cespitosa em área de floresta ciliar.","EFC009873",NA,"1889",NA,NA,NA,NA,NA,NA,NA,NA,"03","01",NA,NA,NA,NA
"164","2019-11-13 11:29:01-03","USP","SPF","139346","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","López, MG","1999","Tressens, SG","1999","04","27","Argentina","Misiones","Guaraní",NA,"-54.205","-26.916389","-54.205","-26.916389",NA,NA,NA,"SPF00139346","SPF00139346","6170","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-13 11:29:01-03","USP","SPF","84204","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Boldrini, IJ","1998","Wedel, M","1949","04","13","Brasil","Minas Gerais","Passa Quatro","Fazenda do Pinho.","-44.9667015075684","-22.3903007507324",NA,NA,NA,NA,NA,"SPF00084204","SPF00084204","s.n.",NA,NA,NA,NA,NA,"17293","auto",NA,"04",NA,NA,NA,NA,NA
"166","2019-11-13 11:29:01-03","USP","SPF","84203","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Boldrini, IJ","1998","Joly, AB","1948","05","09","Brasil","São Paulo","Embu-Guaçu","Sítio em Embu (30 km sul de São Paulo).","-46.810001373291","-23.8299999237061",NA,NA,NA,NA,NA,"SPF00084203","SPF00084203","s.n.",NA,NA,NA,NA,NA,"15311","auto",NA,"04",NA,NA,NA,NA,NA
"167","2014-04-04 18:28:19-03","PNFM","IRAI","1931","S","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Cordeiro, J.","2011","Ristow, R.","2010","03","06","Brasil","Paraná","Quatro Barras","Estrada da Graciosa, Rio do Meio","-48.936917","-25.345667","-48.936917","-25.345667",NA,NA,"Gramínea, 1.5 m","IRAI00001931",NA,"523",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"01","01",NA,NA,NA,NA
"168","2014-04-04 18:28:19-03","PNFM","IRAI","1842","S","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Cordeiro, J.","2011","Ristow, R.","2010","02","14","Brasil","Paraná","Colombo","Jardim Mediterrâneo","-49.222361","-25.333306","-49.222361","-25.333306",NA,NA,"Gramínea, 1.5 m, folhas pilosas","IRAI00001842",NA,"498",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"01","01",NA,NA,NA,NA
"169","2014-04-04 18:28:19-03","PNFM","IRAI","2166","S","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Cordeiro, J.","2011","Ristow, R.","2010","05","29","Brasil","Paraná","Colombo","Rodovia da Uva, km 6.5","-49.219917","-25.322528","-49.219917","-25.322528",NA,NA,"Gramínea, 1.2 m, campo limpo seco","IRAI00002166",NA,"660",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,"01","01",NA,NA,NA,NA
"170","2019-06-11 13:49:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius",NA,"RRC ID Flag",NA,"I. G. Vargas C.","1993","5","17","Bolivia","Santa Cruz",NA,NA,"-61.5","-17.5",NA,NA,NA,NA,NA,NA,NA,"2518","South America",NA,NA,"Spermatophyta",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,"2518",NA
"171","2019-06-11 13:49:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius",NA,"RRC ID Flag",NA,"I. G. Vargas C.","1993","5","17","Bolivia","Santa Cruz",NA,NA,"-61.5","-17.5",NA,NA,NA,NA,NA,NA,NA,"2518","South America",NA,NA,"Spermatophyta",NA,NA,NA,"Monocotyledoneae",NA,NA,NA,NA,"2518",NA
"172","2019-01-25 15:44:49-02","IAC","IAC","3384","S","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","M.A. Chase","1939","A.P. Viégas","1939","03","15","Brasil","São Paulo","São Luís do Paraitinga",NA,"-45.31","-23.2217","-45.31","-23.2217",NA,NA,NA,NA,NA,"s/nº",NA,NA,NA,NA,NA,NA,NA,NA,"09","21",NA,NA,NA,NA
"173","2021-03-02 11:50:04-03","URICER","HPBR","2191","S","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","RIGO, V.","2000","PLAUMANN, F.","1944","03","20","Brasil","SC","Nova Teutônia",NA,NA,NA,NA,NA,NA,NA,NA,"HPBR002191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"01","10",NA,NA,NA,"1"
"174","2021-03-29 11:47:57-03","URICER","HPBR","7390","S","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","BUTZKE, A.","1994","BUTZKE, A.","1994","03","31","Brasil","RS","Erechim",NA,"-52.2738990783691","-27.6341991424561",NA,NA,NA,NA,NA,"HPBR007390",NA,NA,NA,NA,NA,NA,NA,"46790","auto",NA,"03","31",NA,NA,NA,NA
"175","2020-11-12 17:02:36-03","UEL","FUEL","19920","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Kozera, C","1997","Kozera, C; Isernhagen, I","1997","03","19","Brasil","Paraná","Curitiba","Parque Barigüi","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"530",NA,NA,NA,"Tracheophyta","Poales","25180","auto",NA,"03","17",NA,NA,NA,NA
"176","2019-11-01 15:16:01-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone",NA,NA,"Sendulsky, T","1982","03","26","Brasil","Paraná ","Laranjeiras do Sul",NA,"-52.4160995483398","-25.4078006744385",NA,NA,NA,NA,NA,"UB0016491","UB0016491","1885","Southern America",NA,NA,"Monocotyledonae",NA,"28404","auto",NA,NA,NA,NA,NA,NA,NA
"177","2019-11-01 15:16:01-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone",NA,NA,"Reitz; Klein, R","1959","03","20","Brasil","Santa Catarina","Lauro Muller","Rio do Meio","-49.3967018127441","-28.3927993774414",NA,NA,NA,NA,"Erva","UB0016490","UB0016490","8690","Southern America",NA,NA,"Monocotyledonae",NA,"15992","auto",NA,NA,NA,NA,NA,NA,NA
"178","2020-08-20 20:41:41-03","UFSC","FLOR","24531","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Smith, L.B.","1977","Klein, R.M.","1964","03","01","Brasil","Santa Catarina","São Miguel Do Oeste","Canela Gaucha.",NA,NA,NA,NA,"700","700",NA,"FLOR0024531",NA,"5059",NA,NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-08-20 20:41:41-03","UFSC","FLOR","24533","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Smith, L.B.","1977","Klein, R.M.","1964","03","01","Brasil","Santa Catarina","São Miguel Do Oeste","Paraíso.",NA,NA,NA,NA,"700","700",NA,"FLOR0024533",NA,"5096",NA,NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-08-20 14:59:55-03","UFSC","FLOR","42852","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Trevisan, R.","2015","Trevisan, R.","2012","04","20","Brasil","Santa Catarina","Bom Jardim da Serra","Fazenda Invernada Grande.","-49.676667","-28.326944","49º40'36''W","28º19'37''S",NA,NA,NA,"FLOR0042852",NA,"1161",NA,NA,NA,NA,"Poales",NA,NA,NA,"03",NA,NA,NA,NA,NA
"181","2020-08-20 20:41:41-03","UFSC","FLOR","7858","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Falkenberg, D.B.","1985","Falkenberg, D.B.","1985","04","26","Brasil","Rio Grande do Sul","Taquara",NA,"-50.7806015014648","-29.6506004333496",NA,NA,"250","250","Nativo.","FLOR0007858",NA,"2328",NA,NA,NA,NA,"Poales","22252","auto",NA,NA,NA,NA,NA,NA,NA
"182","2020-08-20 20:41:41-03","UFSC","FLOR","56496","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Falkenberg, D.B.","1998","Falkenberg, D.B.","1997","02","27","Brasil","Santa Catarina","Lauro Muller","Descida da Serra do Rio do Rastro, SC 438, 3 km abaixo do topo e 3,4 km acima da lanchonete (antigo Museu Geológico).","-49.3967018127441","-28.3927993774414",NA,NA,"1100","1100","Graminóide rupícola ou terrícola, espiguetas verdes; 0,6-0,8m altura","FLOR0056496",NA,"9694",NA,NA,NA,NA,"Poales","15992","auto",NA,NA,NA,NA,NA,NA,NA
"183","2020-08-20 20:41:41-03","UFSC","FLOR","596","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Swallen, J.R.","1961","Reitz, R.; Klein, R.M.","1959","03","20","Brasil","Santa Catarina","Lauro Muller","Rio do meio.","-49.3967018127441","-28.3927993774414",NA,NA,"350","350","erva","FLOR0000596",NA,"8690",NA,NA,NA,NA,"Poales","15992","auto",NA,NA,NA,NA,NA,NA,NA
"184","2020-08-20 20:41:41-03","UFSC","FLOR","56495","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","Falkenberg, D.B.","1998","Falkenberg, D.B.","1996","03","27","Brasil","Santa Catarina","Urubici","Estrada SC 439, ca. 2 km a leste do trevo de acesso para o Morro da Igreja, junto a paredão arenítico na margem do Rio Canoas.","-49.5917015075684","-28.0149993896484",NA,NA,"950","950","graminóide, 1-1,5m altura","FLOR0056495",NA,"7702",NA,NA,NA,NA,"Poales","30102","auto",NA,NA,NA,NA,NA,NA,NA
"185","2021-03-04 15:42:13-03","IF","SPSF","21897","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium",NA,NA,NA,"O.T. Aguiar","1997","07","29","Brasil","MG","Naque","Nascente do Rio Tietê","-42.3283004760742","-19.2303009033203",NA,NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"630","América do Sul",NA,NA,"Magnoliophyta","Poales","13992","auto","Liliopsida",NA,NA,NA,NA,NA,NA
"186","2021-02-08 12:52:51-03","UFRGS","ICN","136742","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Valls, JFM","2011","Longhi-Wagner, HM; Zuloaga; Guglieri","2005","03","07","Brasil","PR","Telêmaco Borba","para Curiúva, Lat. 24°17'39 S long. 50°36'05 W","-50.601389","-24.294167","-50.601389","-24.294167","700","700","Dupl. SI.",NA,NA,"9449","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"02","14",NA,NA,NA,NA
"187","2021-02-08 12:52:51-03","UFRGS","ICN","041782","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Longhi-Wagner, HM","2016","Boechat, SC","1978","03",NA,"Brasil","RS","Gramado",NA,"-50.8739013671875","-29.3785991668701",NA,NA,NA,NA,NA,NA,NA,"s.n.","América do Sul",NA,NA,"Monocotyledon",NA,"13851","auto",NA,"10",NA,NA,NA,NA,NA
"188","2021-02-08 12:52:51-03","UFRGS","ICN","014686","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Longhi-Wagner, HM","2016","Dutra, J","1904","02","20","Brasil","RS","Gravataí","Barro Vermelho","-50.9919013977051","-29.9444007873535",NA,NA,NA,NA,NA,NA,NA,"686","América do Sul",NA,NA,"Monocotyledon",NA,"25424","auto",NA,"10",NA,NA,NA,NA,NA
"189","2021-02-08 12:52:51-03","UFRGS","ICN","111729","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Longhi-Wagner, HM","2016","Longhi-Wagner, HM; et al.","1995","03",NA,"Brasil","PR",NA,"Serra da Graciosa",NA,NA,NA,NA,NA,NA,NA,NA,NA,"3381","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,"10",NA,NA,NA,NA,NA
"190","2021-02-08 12:52:51-03","UFRGS","ICN","115397","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Ilsi Boldrini",NA,"Carneiro, AM","1996","09","06","Brasil","RS","Santo Amaro","quadra T",NA,NA,NA,NA,NA,NA,NA,NA,NA,"238","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-02-08 12:52:51-03","UFRGS","ICN","163977","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","P. J. S. Silva Filho, II Bo",NA,"Silva Filho, PJS","2010","03","30","Brasil","RS","Viamão","Bairro Tarumã região de entorno do Lago Tarumã","-51.021667","-30.067778","-51.021667","-30.067778","53","53","Em solo úmido, à sombra de uma corticeira do banhado.",NA,NA,"276","América do Sul",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-02-08 12:52:51-03","UFRGS","ICN","131434","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone",NA,NA,"Longhi-Wagner, HM","1999","03","30","Brasil","RS","Dois Irmãos","Cascata de São Miguel local sombreado junto à cascata","-51.0853004455566","-29.5802993774414",NA,NA,NA,NA,NA,NA,NA,"6064","América do Sul",NA,NA,"Monocotyledon",NA,"7716","auto",NA,NA,NA,NA,NA,NA,NA
"193","2021-02-08 12:52:51-03","UFRGS","ICN","083291","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Longhi-Wagner, HM","2016","Longhi-Wagner, HM; Boldrini, II","1988","04","23","Brasil","RS","Pelotas","BR-116 km 474","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,"Barranco úmido, beira de estrada.",NA,NA,"1708","América do Sul",NA,NA,"Monocotyledon",NA,"51462","auto",NA,"10",NA,NA,NA,NA,NA
"194","2021-02-08 12:52:51-03","UFRGS","ICN","088188","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Longhi-Wagner, HM","2016","Pilz, A","1988","04","23","Brasil","RS","Pelotas","BR-116 km 474","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,NA,"330","América do Sul",NA,NA,"Monocotyledon",NA,"51462","auto",NA,"10",NA,NA,NA,NA,NA
"195","2021-02-08 12:52:51-03","UFRGS","ICN","143080","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone",NA,NA,"Longhi-Wagner, HM","2006","03","25","Brasil","RS","São Francisco de Paula","estrada para Padilha Velha","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Na estrada, junto à mata. Beira de mata.",NA,NA,"10103","América do Sul",NA,NA,"Monocotyledon",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"196","2021-02-08 12:52:51-03","UFRGS","ICN","190800","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Longhi-Wagner, HM",NA,"Wasun, R","2002","05","15","Brasil","RS","São Francisco de Paula","José Velho","-50.5835990905762","-29.4480991363525",NA,NA,"750","750","Doação HUCS 19151; Orla de mata",NA,NA,"1506","América do Sul",NA,NA,"Monocotyledon",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"197","2021-02-08 12:52:51-03","UFRGS","ICN","192792","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone",NA,NA,"Valls, JM; Gonçalves, JON; Marin, VA; Boldrini, II","1985","11","29","Brasil","RS","São Gabriel",NA,"-54.3199996948242","-30.3363990783691",NA,NA,NA,NA,NA,NA,NA,"9596","América do Sul",NA,NA,"Monocotyledon",NA,"56206","auto",NA,NA,NA,NA,NA,NA,NA
"198","2021-02-08 12:52:51-03","UFRGS","ICN","033409","S","Plantae","Poaceae","Cenchrus","latifolius","Cenchrus latifolius","(Spreng.) Morrone","Longhi-Wagner, HM","2016","Lorscheitter, ML; Baptista, LRM","1971","06","19","Brasil","RS","São Sebastião do Caí",NA,"-51.3755989074707","-29.5867004394531",NA,NA,NA,NA,"Beira de arroio, terreno cultivado com alfafa.",NA,NA,"s.n.","América do Sul",NA,NA,"Monocotyledon",NA,"12036","auto",NA,"10",NA,NA,NA,NA,NA
"199","2021-03-22 16:23:43-03","FEPAGRO","BLA","16870","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.",NA,NA,"E. X. Pinheiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BLA016870",NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2020-12-29 16:52:49-03","FEPAGRO","BLA","1654","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","I. L. Barreto",NA,"I. L. Barreto","1955","04","12","Brasil","Rio Grande do Sul","Bom Retiro do Sul",NA,"-51.9430999755859","-29.6089000701904",NA,NA,NA,NA,"Habitat: Próximo as margens do caminho.","BLA001654",NA,NA,NA,NA,NA,"Spermatophyta",NA,"11259","auto",NA,NA,NA,NA,NA,NA,NA
"201","2020-12-29 16:52:49-03","FEPAGRO","BLA","7286","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.",NA,NA,"L. A.","1970","01","28","Brasil","Rio Grande do Sul","Caxias do Sul","Galópolis","-51.1794013977051","-29.1681003570557",NA,NA,NA,NA,NA,"BLA007286",NA,"423",NA,NA,NA,"Spermatophyta",NA,"49662","auto",NA,NA,NA,NA,NA,NA,NA
"202","2021-02-18 17:09:23-03","FEPAGRO","BLA","5270","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","L. R. Parodi",NA,"A. A. Araújo",NA,NA,NA,"Brasil","Rio Grande do Sul","Montenegro",NA,"-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Data de Coleta: 04/1934.Habitat: Cultivado","BLA005270",NA,"137",NA,NA,NA,"Spermatophyta",NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA
"203","2021-02-18 17:09:23-03","FEPAGRO","BLA","146","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","L. R. Parodi",NA,"A. A. Araújo",NA,NA,NA,"Brasil","Rio Grande do Sul","Montenegro",NA,"-51.4611015319824","-29.6886005401611",NA,NA,NA,NA,"Data de Coleta: 04/1934.Habitat: Cultivado","BLA000146",NA,NA,NA,NA,NA,"Spermatophyta",NA,"21601","auto",NA,NA,NA,NA,NA,NA,NA
"204","2021-02-18 17:09:23-03","FEPAGRO","BLA","4031","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","I. L. Barreto & A. Kappel",NA,"I. L. Barreto & A. Kappel","1964","03","19","Brasil","Rio Grande do Sul","Novo Hamburgo","Cascata São Miguel","-51.1305999755859","-29.6783008575439",NA,NA,NA,NA,"Habitat: Terreno úmido, ao lado do arroio.","BLA004031",NA,NA,NA,NA,NA,"Spermatophyta",NA,"20722","auto",NA,NA,NA,NA,NA,NA,NA
"205","2020-12-29 16:52:49-03","FEPAGRO","BLA","10050","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","C. R. Dillenburg",NA,"C. R. Dillenburg","1976","05","12","Brasil","Rio Grande do Sul","Porto Alegre","Escola de Agronomia","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Habitat: Beira de mato","BLA010050",NA,"3",NA,NA,NA,"Spermatophyta",NA,"29946","auto",NA,NA,NA,NA,NA,NA,NA
"206","2021-02-18 17:09:23-03","FEPAGRO","BLA","6770","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","J. F. M. Valls",NA,"A. Kappel","1966","04","17","Brasil","Rio Grande do Sul","Santo Augusto","Estação Experimental","-53.7771987915039","-27.8507995605469",NA,NA,NA,NA,NA,"BLA006770",NA,NA,NA,NA,NA,"Spermatophyta",NA,"24835","auto",NA,NA,NA,NA,NA,NA,NA
"207","2021-02-18 17:09:23-03","FEPAGRO","BLA","12011","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","J. F. M. Valls",NA,"A. Kappel","1966","04","17","Brasil","Rio Grande do Sul","Santo Augusto","Estação Experimental","-53.7771987915039","-27.8507995605469",NA,NA,NA,NA,NA,"BLA012011",NA,NA,NA,NA,NA,"Spermatophyta",NA,"24835","auto",NA,NA,NA,NA,NA,NA,NA
"208","2021-02-18 17:09:23-03","FEPAGRO","BLA","2884","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","I. L. Barreto",NA,"A. P. Silva","1962","03","12","Brasil","Rio Grande do Sul","São Francisco de Paula","5 Km antes da cidade, na estrada para Taquara.","-50.5835990905762","-29.4480991363525",NA,NA,NA,NA,"Habitat: Beira da estrada, sombra.","BLA002884",NA,NA,NA,NA,NA,"Spermatophyta",NA,"76715","auto",NA,NA,NA,NA,NA,NA,NA
"209","2020-06-05 17:07:01-03","FEPAGRO","BLA","16869","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.",NA,NA,NA,"1962","03","12","Brasil","Rio Grande do Sul","Taquara",NA,"-50.7806015014648","-29.6506004333496",NA,NA,NA,NA,NA,"BLA016869",NA,NA,NA,NA,NA,"Spermatophyta",NA,"22252","auto",NA,NA,NA,NA,NA,NA,NA
"210","2020-12-29 16:52:49-03","FEPAGRO","BLA","3016","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.","I. L. Barreto",NA,"V. Froner","1962","03","22","Brasil","Rio Grande do Sul","Vacaria","Estação Experimental de Forrageiras","-50.9338989257812","-28.5121994018555",NA,NA,NA,NA,"Habitat: Em solo argilo-arenoso. Campo baixo e úmido.","BLA003016",NA,NA,NA,NA,NA,"Spermatophyta",NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA
"211","2020-12-29 16:52:49-03","FEPAGRO","BLA","10767","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.",NA,NA,"E. Kornelius","1967","02","10","Brasil","Santa Catarina","Joaçaba",NA,"-51.5046997070312","-27.1781005859375",NA,NA,NA,NA,"Habitat: Beira da estrada, solo fértil.","BLA010767",NA,NA,NA,NA,NA,"Spermatophyta",NA,"18588","auto",NA,NA,NA,NA,NA,NA,NA
"212","2020-08-26 10:50:32-03","MCN-FZBRS","HAS","44528","PreservedSpecimen","Plantae","Poaceae","Pennisetum","latifolium","Pennisetum latifolium","Spreng.",NA,NA,"Schmidt, R.","2005","04",NA,"Brasil","Rio Grande do Sul","Itati","Arroio Carvalho; Estação Ecológica Estadual Aratinga",NA,NA,NA,NA,NA,NA,"erva","HAS0044528",NA,"1145",NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
