"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","yearIdentified","monthIdentified","dayIdentified","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"11","2020-11-26 18:07:05-03","CPAN-UFMS","COR","1835","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Sacco, J.C.","1108",NA,"Brasil",NA,NA,"Planta aquática, flutuante sobre água estagnada. Abundante. Habito: Aquática",NA,NA,NA,"Phil.","Pe. Dalduino Rambo","1958","04","14","Rio Grande do Sul","Pelotas","I.A.S. Pelotas, RS.","-52.3424987792969","-31.771900177002",NA,NA,NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105085","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Lindeman JC",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105085 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105085",NA,"Alismatales","Phil.","DeFilipps RA","1954","03","04",NA,NA,NA,NA,NA,NA,NA,"NL-U1105085",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018409",NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105086","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Lindeman JC",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105086 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105086",NA,"Alismatales","Phil.","DeFilipps RA","1954","03","04",NA,NA,NA,NA,NA,NA,NA,"NL-U1105086",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018407",NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105087","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Donselaar J van",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105087 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105087",NA,"Alismatales","Phil.","DeFilipps RA","1966","07","19","Marowijne",NA,NA,NA,NA,NA,NA,"NL-U1105087",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0018412",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1423594","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Ginzberger A; Zerny H",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1423594 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1423594",NA,"Alismatales","Phil.",NA,"1927","07","10",NA,NA,"Brasilien. Amazonas- Gebiet, Taperinha bei Santarem: In der Hochgras formation des uberschwimmungsgebietes.",NA,NA,NA,NA,"NL-L1423594",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-02-08 08:43:25-03","NBC","NL-BOTANY","L.1423595","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Reitz R; Klein RM",NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1423595 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1423595",NA,"Alismatales","Phil.",NA,"1958","12","13",NA,NA,"Santa catrina. Fazenda da Laranja, Bom Jardim, S. Joaquim. Banhado do campo.",NA,NA,NA,NA,"NL-L1423595",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105088","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Lindeman JC",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105088 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105088",NA,"Alismatales","Phil.","DeFilipps RA","1954","10","29","Paramaribo",NA,NA,"-55.159049","5.846517",NA,NA,"NL-U1105088",NA,"-55.159049","5.846517",NA,NA,"Magnoliopsidae","U 0018408",NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105089","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Lindeman JC",NA,"Southern America","Surinam",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105089 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105089",NA,"Alismatales","Phil.","DeFilipps RA","1954","10","24","Paramaribo",NA,NA,"-55.159049","5.846517",NA,NA,"NL-U1105089",NA,"-55.159049","5.846517",NA,NA,"Magnoliopsidae","U 0018411",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-02-08 08:43:25-03","NBC","NL-BOTANY","U.1105098","PreservedSpecimen","Plantae","Lemnaceae","Lemna","valdiviana","Lemna valdiviana","Herter WGF",NA,"Southern America","Uruguay",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1105098 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1105098",NA,"Alismatales","Phil.",NA,"1932","12","01",NA,NA,"Dep. de Treinta y Tres. Vergara.",NA,NA,NA,NA,"NL-U1105098",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-01-14 15:23:13-03","MN","R","183898","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Salis, S.M. 649; Silva, J.S.V.",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Phil.","Pott, V.J.","1993","02","03","Mato Grosso do Sul","Corumbá",NA,"-57.516667","-19.033333","100","100",NA,NA,"57°31'W","19°02'S",NA,NA,NA,NA,"1993","02",NA,NA,NA,NA,NA,NA
"21","2021-01-14 15:23:13-03","MN","R","217497","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Bove, C.P. 1849; Costa, W.",NA,NA,"Brasil","Álcool 70%",NA,NA,NA,NA,NA,"Phil.",NA,"2007","06","23","Rio de Janeiro",NA,"Armação dos Búzios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-01-14 15:23:13-03","MN","R","22518","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Brade, A.C.","10465",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Phil.","Landolt, E.","1929","05","05","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA
"23","2021-01-14 15:23:13-03","MN","R","216104","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Bove, C.P. 795; Costa, W. & Costa, B.B.",NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Phil.","Pott, V.J.","2001","01","07","Espírito Santo","Conceição da Barra",NA,"-39.7322006225586","-18.5932998657227",NA,NA,NA,NA,NA,NA,"41644","auto",NA,NA,"2001","04","14",NA,NA,NA,NA,NA
"24","2021-01-14 15:23:13-03","MN","R","217498","PreservedSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Bove, C.P. 1794; Costa, W.",NA,NA,"Brasil","Álcool 70%",NA,NA,NA,NA,NA,"Phil.",NA,"2006","09","25","Rio de Janeiro","Cabo Frio","Praia do Peró","-42.0186004638672","-22.8794002532959",NA,NA,NA,NA,NA,NA,"40069","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-19 10:22:41-03","CPAP","CPAP","9410","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Salis, S. M.","649",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: fértil. FRUTO: . INTERESSE: Levantamento florístico. FREQUÊNCIA: Pouco frequente. AMBIENTE: Lagoa. Planta presa nas raézes de Eichornea crassipes. SUBSTRATO: solo argiloso com matéria orgânica. RELEVO: plano.",NA,NA,NA,"Phil.","V. J. Pott","1993","02","03","MS","Corumbá","Margem da lagoa do Jacadigo",NA,"-19.55","100","100",NA,NA,"57°86' W","19°33' S",NA,NA,NA,NA,"1993","02",NA,NA,NA,NA,NA,NA
"26","2020-11-19 10:22:41-03","CPAP","CPAP","10162","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Dunaiski Jr., A.","224",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Lagoa permanente, dentro do bosque. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Phil.","V. J. Pott","1992","04","22","PR","Paranaguá","Balneário de Ipanema","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-19 10:22:41-03","CPAP","CPAP","10168","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Bueno, N. C.","404",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Aquático. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Phil.",NA,"1992","07","30","MS","Corumbá","Caixa de empréstimo ao longo da Br-262 a 4km da entrada para Forte Coimbra","-57.316667","-19.2","90","90",NA,NA,"57°19' W","19°12' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-19 10:22:41-03","CPAP","CPAP","10395","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1866",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Pirizal (Cyperus giganteus) em margem de lagoa, 25cm profundidade. SUBSTRATO: solo argiloso hidromórfico eutrófico. RELEVO: plano deprimido.",NA,NA,NA,"Phil.","V. J. Pott","1993","02","28","MS","Corumbá","Lagoa do Jacadigo, km 735 / BR-262","-57.483333","-19.433333","120","120",NA,NA,"57°29' W","19°26' S",NA,NA,NA,NA,"1993","03","01",NA,NA,NA,NA,NA
"29","2020-11-19 10:22:41-03","CPAP","CPAP","10669","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1940",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Purificador de agua.. FREQUÊNCIA: Ocasional. AMBIENTE: Aquático, entre camalote de E. crassipes. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Phil.",NA,"1992","08","12","MS","Miranda","Fazenda Bodoquena, Pantanal, Km 640 da BR-262, em frente ao Morro do Azeite","-57","-19.683333","100","100",NA,NA,"57°00' W","19°41' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-19 10:22:41-03","CPAP","CPAP","10687","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1958",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Typhetum sombreado, dos arbustos do aterro da estrada. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Phil.",NA,"1992","08","14","MS","Corumbá","Estrada inacabada para Forte Coimbra, próximo 8km da BR-262, Sub-região do Nabileque, Pantanal","-57.55","-19.516667","90","90",NA,NA,"57°33' W","19°31' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-19 10:22:41-03","CPAP","CPAP","10690","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1961",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: estames brancos. FRUTO: ainda verde. INTERESSE: Purificador da água. FREQUÊNCIA: Muito frequente. AMBIENTE: Typhetum, em borda de aterro de estrada, sombreado por árvores. Presença de Limnobium stoloniferum, Pistia, s",NA,NA,NA,"Phil.",NA,"1992","10","09","MS","Corumbá","Estrada inacabada para Forte Coimbra, próximo 8km da BR-262, Sub-região do Nabileque, Pantanal","-57.55","-19.516667","90","90",NA,NA,"57°33' W","19°31' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-19 10:22:41-03","CPAP","CPAP","10706","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","1977",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: não vista. FRUTO: . INTERESSE: . FREQUÊNCIA: Muito frequente. AMBIENTE: Typhetum, em borda de aterro de estrada, sombreado por árvores.. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Phil.","V. J. Pott","1992","10","09","MS","Corumbá","Fazenda Fazendinha, estrada para Forte Coimbra, MS-454, 11,5km da BR-262 , Pantanal","-57.55","-19.516667","90","90",NA,NA,"57°33' W","19°31' S",NA,NA,NA,NA,"1992","10",NA,NA,NA,NA,NA,NA
"33","2020-11-19 10:22:41-03","CPAP","CPAP","10729","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","2000",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Rara. AMBIENTE: Campo inundável, planície de inundação do rio. Água 20cm de profundidade na data. SUBSTRATO: solo argiloso fértil. RELEVO: plano deprimido.",NA,NA,NA,"Phil.","V. J. Pott","1992","12","11","MS","Ladário","Terminal da Branave no Porto de Ladário, rio Paraguai, Pantanal","-57.583333","-19.016667","85","85",NA,NA,"57°35' W","19°01' S",NA,NA,NA,NA,"1992","12",NA,NA,NA,NA,NA,NA
"34","2020-11-19 10:22:41-03","CPAP","CPAP","10750","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","2021",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: . FREQUÊNCIA: Ocasional. AMBIENTE: Taboal e Caetezal, borde de lagoa e aterro de estrada; meia sombra. Presença de Limnobium laevigatum, Ricciocarpus natans, Wollfiella lingulata, Wolffia",NA,NA,NA,"Phil.","V. J. Pott","1993","02","13","MS","Corumbá","Estrada inacabada para Forte Coimbra, MS-454, 9,3km da BR-262, Pantanal","-57.55","-19.516667","90","90",NA,NA,"57°33' W","19°31' S",NA,NA,NA,NA,"1993","02",NA,NA,NA,NA,NA,NA
"35","2020-11-19 10:22:41-03","CPAP","CPAP","10765","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Hamilton, S.","09",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Pirizal. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Phil.","V. J. Pott","1992","07","15","MS","Corumbá","BR-262, próximo a Maria Coelho, beira da estrada","-57.616667","-19.266667","100","100",NA,NA,"57°37' W","19°16' S",NA,NA,NA,NA,"1992","12",NA,NA,NA,NA,NA,NA
"36","2020-11-19 10:22:41-03","CPAP","CPAP","10769","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Prado, A. L.","01",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Raro. AMBIENTE: Pequeno tanque com Woffiella e Chara. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Phil.",NA,"1992","08","05","MT","Poconé","Tanque de plantas aquáticas da Universidade Federal de Mato Grosso","-56.316667","-16.366667","118","118",NA,NA,"56°19' W","16°22' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-19 10:22:41-03","CPAP","CPAP","10809","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Hamilton, S.","25",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Baía rasa, secando. SUBSTRATO: solo arenoso. RELEVO: plano.",NA,NA,NA,"Phil.","V. J. Pott","1993","05","30","MS","Corumbá","Lagoa do Jacadigo, próximo a morraria da Trombas dos Macacos","-57.716667","-19.216667","100","100",NA,NA,"57°43' W","19°13' S",NA,NA,NA,NA,"1993","06","02",NA,NA,NA,NA,NA
"38","2020-11-19 10:22:41-03","CPAP","CPAP","11188","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Dunaiski Jr., A.","260",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. AMBIENTE: Lago em céu aberto, juntamente com Azolla e Wolffia. SUBSTRATO: solo arenoso.",NA,NA,NA,"Phil.","V. J. Pott","1992","07","12","SC","Joenvile","Itinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1993","02","18",NA,NA,NA,NA,NA
"39","2020-11-19 10:22:41-03","CPAP","CPAP","11267","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","2088",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: . FREQUÊNCIA: Frequente. AMBIENTE: Baía tomada de bacero de E.crassipes, S.auriculata, Pistia stratiotes, L. helmintorrhiza. SUBSTRATO: solo argiloso. RELEVO: plano.",NA,NA,NA,"Phil.","V. J. Pott","1993","04","23","MT","Barão de Melgaço","Baía Acurizal - em frente igreja Nossa Senhora da Conceição, Pantanal","-55.933333","-16.183333","100","100",NA,NA,"55°56' W","16°11' S",NA,NA,NA,NA,"1993","04","23",NA,NA,NA,NA,NA
"40","2020-11-19 10:22:41-03","CPAP","CPAP","11303","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","2124",NA,"Brasil",NA,NA,"Erva aquática flutuante livre. FLOR: estéril. FRUTO: . INTERESSE: Despoluidora.. FREQUÊNCIA: Frequente. AMBIENTE: Lagoa, entre o camalote de Eichhornia crassipes e Azolla. SUBSTRATO: solo argiloso com muita matéria orgânica. RELEVO: plano.",NA,NA,NA,"Phil.","V. J. Pott","1993","11","01","MT","Santo Antonio do Leverger","Borda do aterro que corta a lagoa do Jacadigo","-55.833333","-15.983333","100","100",NA,NA,"55°50' W","15°59' S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-19 10:22:41-03","CPAP","CPAP","15476","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Silva, M. P. da","114",NA,"Venezuela",NA,NA,"Erva aquática flutuante livre. FLOR: . FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: . AMBIENTE: Água repressada por estrada - ácida. SUBSTRATO: . RELEVO: .",NA,NA,NA,"Phil.","V. J. Pott","1995","09","01",NA,"La Trampa","Estado de Merida, Venezuela",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1995","09",NA,NA,NA,NA,NA,NA
"42","2020-11-19 10:22:41-03","CPAP","CPAP","15893","PreserverdSpecimen","Plantae","Araceae","Lemna","valdiviana","Lemna valdiviana","Pott, V. J.","3277",NA,"Bolívia",NA,NA,"Erva aquática flutuante livre. Ocorre junto com Azolla e Scirpus riparius (totora). FLOR: s/ flor. FRUTO: . INTERESSE: Despoluidora. FREQUÊNCIA: Frequente. AMBIENTE: Lagoa entre Cyperaceae (totora); água alcalina. SUBSTRATO: . RELEVO: plano.",NA,NA,NA,"Phil.","V. J. Pott","1998","02","24",NA,"Copacabana","Lago Titicaca, Baía de Siguani",NA,NA,"3800","3800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
