"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","class","order","scientificNameAuthorship","year","month","day","imagecode","phylum","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordNumber","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","minimumElevationInMeters","maximumElevationInMeters"
"11","2019-08-20 09:59:00-03","UNICAMP","UEC","172977","S","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Dutilh, JHA",NA,"Brazil","São Paulo","Cultivada no sítio São Francisco",NA,NA,NA,"UEC084185",NA,NA,"(Lindl.) Herb.","1999","02","05","UEC084185","Liliopsida",NA,NA,NA,NA,"s.n.","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA
"12","2019-08-20 09:59:00-03","UNICAMP","UEC","171113","S","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Dutilh, JHA",NA,"Brazil","São Paulo","Cultivada sem procedência",NA,NA,NA,"UEC045146",NA,NA,"(Lindl.) Herb.","2000","02","21","UEC045146","Liliopsida",NA,NA,NA,NA,"s.n.","Campinas","-47.060001373291","-22.8999996185303","23900","auto",NA,NA,NA,NA,NA,NA
"13","2020-04-22 16:25:55-03","UFPB","JPB","52291","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Ribeiro, A","Southern America","Brasil","Rio Grande do Norte",NA,NA,NA,"; DESC: Erva, ca. 30cm de altura. Flores brancas.","JPB0052291",NA,"Monocotyledon","(Lindl.) Herb.","2004","03","14",NA,"Angiosperma","Ribeiro, A","2004","03","15","25","Parnamirim","-35.2627983093262","-5.91555976867676","17237","auto",NA,NA,NA,NA,NA,NA
"14","2015-09-03 20:09:03-03","MNHN","RECOLNAT_MNHN_P","P01852816","PreservedSpecimen",NA,"Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Commerson",NA,"Uruguai",NA,"Montevideo.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01852816' target='other'> <mi>dwc_moreinfo</mi></a>","P01852816",NA,NA,"(Lindl.) Herb.","1767","1","1","P01852816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2015-09-03 20:09:03-03","MNHN","RECOLNAT_MNHN_P","P01852814","PreservedSpecimen",NA,"Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Debeaux, G.",NA,"Argentina",NA,"Buenos Aires.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01852814' target='other'> <mi>dwc_moreinfo</mi></a>","P01852814",NA,NA,"(Lindl.) Herb.","1899","1","13","P01852814_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2015-09-03 20:09:03-03","MNHN","RECOLNAT_MNHN_P","P01852815","PreservedSpecimen",NA,"Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Lorentz",NA,"Argentina",NA,"Concepcion del Uruguay.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01852815' target='other'> <mi>dwc_moreinfo</mi></a>","P01852815",NA,NA,"(Lindl.) Herb.",NA,NA,NA,"P01852815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2015-09-03 20:09:03-03","MNHN","RECOLNAT_MNHN_P","P01852817","PreservedSpecimen",NA,"Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Courbon",NA,"Uruguai",NA,"Montevidéo, (Plata). St. Gabriel.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01852817' target='other'> <mi>dwc_moreinfo</mi></a>","P01852817",NA,NA,"(Lindl.) Herb.","1853","4","5","P01852817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-09-03 20:09:03-03","MNHN","RECOLNAT_MNHN_P","P01852818","PreservedSpecimen",NA,"Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Debeaux, G.",NA,"Argentina",NA,"Buenos-Aires. Prép. Argentine. Pelouses sur le bord du Rio de la Plata.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01852818' target='other'> <mi>dwc_moreinfo</mi></a>","P01852818",NA,NA,"(Lindl.) Herb.","1879","1","13","P01852818_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3",NA,NA,NA
"19","2009-10-28 15:32:00-02","MO","MOBOT","100193295","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Pablo M. Simón","South America","Argentina","Entre Ríos","Paraje La Calera, márgenes del Río Uruguay, desembocadura del arroyo Perucho Verna en Río Uruguay.",NA,NA,NA,NA,NA,NA,"(Lindl.) Herb.","1998","12","21",NA,NA,"S. Pablo M.",NA,NA,NA,"Simón 90","Colón",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"20","2012-09-11 09:40:00-03","MO","MOBOT","100520285","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","E. Cervantes|E. Portal|J. Alberto Peñaranda","South America","Bolivia","Chuquisaca","Saliendo de Azurduy hacia el rio Pilcomayo.",NA,NA,NA,NA,NA,NA,"(Lindl.) Herb.","2007","10","15",NA,NA,"E. Cervantes (HSB)",NA,NA,NA,"Cervantes 188","Azurduy","-64.4436111","-20.2144444",NA,NA,NA,NA,NA,"1","3114.00000000",NA
"21","2012-04-20 11:11:00-03","MO","MOBOT","3031231","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","W. Lossen","South America","Argentina","Corrientes",NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Herb.","1925","4",NA,NA,NA,NA,NA,NA,NA,"Lossen 540",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"22","2016-08-26 09:15:57-03","UFSM","HDCF","2236","S","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Marchiori, J. N. C.; Sobral, M.","América","Brasil","Rio Grande do Sul",NA,NA,NA,"Flores brancas",NA,NA,NA,"(Lindl.) Herb.","1986","01","15",NA,NA,"Marchiori, J. N. C.","1986","07","15","284","São Gabriel","-54.3199996948242","-30.3363990783691","56206","auto",NA,NA,NA,NA,NA,NA
"23","2021-03-01 11:53:11-03","UFPE","UFP","4188","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Barbosa, MCA",NA,"Brasil","Pernambuco",NA,NA,NA,"Planta cultivada.; Planta cultivada.","UFP004188",NA,"Asparagales","(Lindl.) Herb.","1976","10","25",NA,NA,"Alves-Araújo, A","2006","01","19","06","Recife","-34.8810997009277","-8.05389022827148","18865","auto",NA,NA,NA,NA,NA,NA
"24","2021-03-01 11:53:11-03","UFPE","UFP","42424","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Alves-Araújo, A",NA,"Brasil","Pernambuco",NA,NA,NA,"Mantida em cultivo. Flores brancas com base verde e estames de tamanhos semelhantes. Material submetido a análises anatômicas e palinológicas.; Mantida em cultivo. Flores brancas com base verde e estames de tamanhos semelhantes. Materi","UFP042424",NA,"Asparagales","(Lindl.) Herb.","2005","11","03",NA,NA,"Alves-Araújo, A",NA,NA,NA,"38","Recife","-34.8810997009277","-8.05389022827148","18865","auto",NA,NA,NA,NA,NA,NA
"25","2020-09-12 05:00:02-03","US","US","1544257","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Bro. Julio","South America - Neotropics","Bolivia","Cochabamba",NA,NA,NA,NA,"US00040901","Monocotyledonae","Liliales",NA,"1930",NA,NA,NA,NA,NA,NA,NA,NA,"Ii 120",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2020-09-12 05:00:02-03","US","US","2122168","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","T. M. Pedersen","South America","Argentina","Corrientes","Estancia Santa Teresa",NA,NA,NA,"US00040900","Monocotyledonae","Liliales",NA,"1947","3","22",NA,NA,NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"27","2019-06-05 10:33:04-03","UFG","HJ","2640","S","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Gielf, F.S.",NA,"Brasil","Goiás","Zona urbana, jardim.",NA,NA,NA,"HJ00002640",NA,NA,"(Lindl.) Herb.","2008","06","22",NA,NA,NA,NA,NA,NA,"11","Jataí","-51.7144012451172","-17.8813991546631","75073","auto",NA,NA,NA,NA,NA,NA
"28","2020-11-12 16:58:04-03","UEL","FUEL","30378","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Piske, OR",NA,"Brasil","São Paulo","Parque ESALQ/USP, USP",NA,NA,NA,NA,NA,"Asparagales","(Lindl.) Herb.","1992","09","29",NA,"Tracheophyta",NA,NA,NA,NA,"s.n.","Piracicaba","-47.6399993896484","-22.7199993133545","44778","auto",NA,NA,NA,NA,NA,NA
"29","2020-08-20 20:37:49-03","UFSC","FLOR","47826","PreservedSpecimen","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Trevisan, R.; Venturi, S.",NA,"Brasil","Santa Catarina","Estrada de terra que sai da SC 438, a pouco mais de 1km desta.",NA,NA,"flor lilás claro. Planta faz parte do Projeto Reflora. Com material fixado em FAAPossui amostra em sílica para estudos moleculares","FLOR0047826",NA,"Asparagales","(Lindl.) Herb.","2012","12","02","FLOR0047826",NA,"Trevisan, R.","2012",NA,NA,"1318","São Joaquim","-50.061111","-28.13",NA,NA,"50º3'40''W","28º7'48''S",NA,NA,"1111","1111"
"30","2020-08-27 12:19:16-03","IBt","SP","32435","S","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Kuhlmann, M",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Herb.","1935","02","10",NA,NA,NA,NA,NA,NA,"s.n.","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto",NA,NA,NA,NA,NA,NA
"31","2020-08-27 12:19:16-03","IBt","SP","302872","S","Plantae","Amaryllidaceae","Zephyranthes","candida","Zephyranthes candida","Kuhlmann, M",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"(Lindl.) Herb.","1935","02","10",NA,NA,NA,NA,NA,NA,"s.n.","Campos do Jordão","-45.5900001525879","-22.7299995422363","21048","auto",NA,NA,NA,NA,NA,NA
