"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","previousCatalogNumber"
"11","2021-04-05 14:25:42-03","UNESC","CRI","11200","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","A. Korte","2009","10","21","A. Korte","661","2009","10","21","Brasil","Santa Catarina","Blumenau","Bairro Ristow.","-49.154722","-26.939167","49º9'17''W","26º56'21''S","130","130","Floresta Ombrófila Densa","CRI005613","CRI005613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-04-05 14:25:42-03","UNESC","CRI","12101","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Verdi, M","2010","01","31","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3498","2010","01","30","Brasil","Santa Catarina","Treviso","Nova Brasília.","-49.498611","-28.443611","49º29'55''W","28º26'37''S","555","555","Florística IFFSC 74 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor cálice bordô","CRI010279","CRI010279",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-04-05 14:33:49-03","UNESC","CRI","1441","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","L. C. Schimmelpfeng",NA,NA,NA,"R. R. B. Negrelle; C. Londero","539","1992","11","06","Brasil","Santa Catarina","Itapoá","Reserva Volta Velha.","-48.616389","-26.1175","48º36'59''W","26º7'3''S","9","9","Habito: árvore","CRI005617","CRI005617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-04-05 14:25:42-03","UNESC","CRI","11958","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Aline Votri Guislon","2016","09","29","Aline Votri Guislon; Altamir Rocha Antunes; Robson dos Santos & Peterson Teodoro Padilha",NA,"2013","01","14","Brasil","Santa Catarina","Grão Pará",NA,"-49.421389","-28.136944","49º25'17''W","28º8'13''S","450","450",NA,"CRI010104","CRI010104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-04-05 14:25:42-03","UNESC","CRI","13871","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Alexandre Medeiros","2018","12","17","Alexandre Medeiros","958","2018","12","17","Brasil","Santa Catarina","Balneário Camboriú","Pinhonat APA Costa Branca","-48.579722","-27.018056","48º34'47''W","27º1'5''S",NA,NA,"Fruto vermelho/ amarelo Habitat: Terrestre Habito: Arbóreo","CRI012482",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-04-05 14:33:49-03","UNESC","CRI","11148","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","San Zatta Custódio","2012","09","25","Karoline Felix; Robson dos Santos & Peterson T. Padilha",NA,"2012","09","05","Brasil","Santa Catarina","Criciúma","morro do céu.","-49.37","-28.678056","49º22'12''W","28º40'41''S","58","58",NA,"CRI005614","CRI005614",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-04-05 14:33:49-03","UNESC","CRI","1765","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","M. Sobral",NA,NA,NA,"V. Citadini-Zanette; C. M. Martinello & Z. P. Topanotti","1742","1993","02","02","Brasil","Santa Catarina","Orleans","Rio Novo.","-49.291667","-28.359444","49º17'30''W","28º21'34''S","110","110","Habito: árvore","CRI005620","CRI005620",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-04-05 14:25:42-03","UNESC","CRI","11280","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","M. Verdi","2011","01","20","M. Verdi; S. Dreveck","5808","2010","10","14","Brasil",NA,"Brasil","Braço Esquerdo - APA Rio Vermelho/Humbold.","-49.236667","-26.366944","49º14'12''W","26º22'1''S","334","334","Floresta Ombrófila Densa","CRI005616","CRI005616",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-04-05 14:33:49-03","UNESC","CRI","8854","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Zenaide P. Topanotti","1998",NA,NA,"Zenaide P. Topanotti",NA,"1998","12","30","Brasil","Santa Catarina","Criciúma","Sítio de João Dagostim, Bairro Quarta Linha.","-49.37","-28.678056","49º22'12''W","28º40'41''S","58","58",NA,"CRI005618","CRI005618",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-04-05 14:33:49-03","UNESC","CRI","5108","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Vanilde Citadini- Zanette",NA,NA,NA,"V. Citadini-Zanette; V. P. Boff",NA,"1996","09","20","Brasil","Santa Catarina","Urussanga","Santana.","-49.321111","-28.518333","49º19'16''W","28º31'6''S","38","38","Habito: arbórea","CRI005615","CRI005615",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-04-05 14:25:42-03","UNESC","CRI","12100","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","Stival-Santos, A","2009","10","07","Stival-Santos, A.; Legal, E. & Silveira, S.","978","2009","10","07","Brasil","Santa Catarina","Gaspar","Gaspar Alto, Rua Hésio Silveira de Souza.","-49.050833","-27.000556","49º3'3''W","27º0'2''S","215","215","Florística IFFSC 637 (Arbórea) Habitat: Floresta Ombrófila Densa Submontana; Estágio Avançado Habito: árvore; flor botões florais verdes","CRI010278",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-04-05 14:25:42-03","UNESC","CRI","11200","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","A. Korte","2009","10","21","A. Korte","661","2009","10","21","Brasil","Santa Catarina","Blumenau","Bairro Ristow.","-49.154722","-26.939167","49º9'17''W","26º56'21''S","130","130","Floresta Ombrófila Densa","CRI005613","CRI005613",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00841233","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"L. Riedel","754","1824",NA,NA,"Brazil",NA,NA,"Iter Brasiliense",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2751848' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841233","NY00841233_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","396040","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","H. O. Sleumer",NA,NA,NA,"R. Reitz","5780","1953","10","29","Brazil","Santa Catarina","Araquari","Barra do Sul, Araquari","-48.7219","-26.3703",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705387' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396040","NY00396040_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","396050","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","H. O. Sleumer",NA,NA,NA,"F. C. Hoehne","27186",NA,NA,NA,"Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,"sheet 2 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705391' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396050","NY00396050_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","396039","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","R. Reitz",NA,NA,NA,"R. Reitz","8477","1959","02","20","Brazil","Santa Catarina","Lauro Muller","Novo Horizonte, Lauro Muller","-49.483071","-28.387264",NA,NA,"450","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705366' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396039","NY00396039_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","396038","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","R. Reitz",NA,NA,NA,"R. Reitz","2074","1954","09","23","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705358' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396038","NY00396038_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","1114026","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","G. G. Hatschbach",NA,NA,NA,"J. M. Silva","3065","1999","09","29","Brazil","Paraná","Morretes","Serra da Prata, trilha para o cume","-48.8342","-25.4769",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1256984' target='other'> <mi>dwc_moreinfo</mi></a>","NY01114026","NY01114026_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","396069","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","D. M. Johnson",NA,NA,NA,"Y. S. Kuniyoshi","5187","1986","12","08","Brazil","Paraná","Paranaguá","Rio Guaraguaçu","-48.5092","-25.5203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705380' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396069","NY00396069_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00841234","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","J. A. Kallunki",NA,NA,NA,"G. H. von Langsdorff","s.n.","1813",NA,NA,"Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924333' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841234","NY00841234_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00841232","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","H. O. Sleumer",NA,NA,NA,"W. R. Anderson","35702","1972","02","09","Brazil","Minas Gerais",NA,"Serra do Espinhaço. Southeastern drainage of Pico de Itambé; ca. 5 km. directly west and north of Santo Antõnio de Itambé",NA,NA,NA,NA,"950","950","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924326' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841232","NY00841232_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","396070","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","E. F. Guimarães; A. R. Bastos",NA,NA,NA,"J. G. Kuhlmann",NA,"1931","12","10","Brazil","Rio de Janeiro","Rio de Janeiro","Guanabara. Estrada do Redentor","-43.245505","-22.956326",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705355' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396070","NY00396070_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","396079","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","H. O. Sleumer",NA,NA,NA,"G. G. Hatschbach","14753","1967","09","26","Brazil","Paraná","Antonina","Pinheirinho","-48.7117","-25.4286",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705384' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396079","NY00396079_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00396061","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","H. O. Sleumer",NA,NA,NA,"Y. E. J. Mexia","4146","1929","12","21","Brazil","Minas Gerais",NA,"East boundary of Agricultural College grounds","-42.850067","-20.759801",NA,NA,"690","690","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705383' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396061","NY00396061_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","396074","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","H. O. Sleumer",NA,NA,NA,"P. K. H. Dusén",NA,"1911","07","21","Brazil","Paraná","Lapa","Valta Grande","-49.7156","-25.7697",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705375' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396074","NY00396074_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","396077","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","18111","1967","12","14","Brazil","Paraná","Guaraqueçaba","Rio do Cedro","-48.32","-25.28",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705381' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396077","NY00396077_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","396054","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","M. Kuhlmann",NA,NA,NA,"M. Kuhlmann","3364","1946","02","12","Brazil","São Paulo","Sao Paulo","Nativa no Jardim Botánico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705378' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396054","NY00396054_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","396057","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"B. Braga","5557","1969","02","06","Brazil","São Paulo","Sao Paulo","Serra da Cantareira, Pinheirinho","-46.63","-23.5403",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705393' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396057","NY00396057_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","396055","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","O. Handro",NA,NA,NA,"O. Handro",NA,"1935","11","01","Brazil","São Paulo","Sao Paulo","Nativa no Jardim Botánico","-46.618358","-23.646109",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705353' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396055","NY00396055_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00841309","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","X. Cornejo",NA,NA,NA,"S. Tsugaru","B-2316","1987","12","08","Brazil","São Paulo","Registro","Vicinity of Registro, 200 km SW from Sao Paulo, along the Rt. BR-116","-47.84","-24.48",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924676' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841309","NY00841309_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","396063","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","H. O. Sleumer",NA,NA,NA,"P. E. Gibbs","3485","1976","11","09","Brazil","São Paulo","Ubatuba","Ubatuba, ao redor do Hotel das Flores","-45.0697","-23.4303",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705372' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396063","NY00396063_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","396045","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","R. Reitz",NA,NA,NA,"R. M. Klein","598","1953","10","20","Brazil","Santa Catarina","Ibirama",NA,"-49.5178","-27.0569",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705360' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396045","NY00396045_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","396058","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"J. B. Baitello","5641","1977","03","03","Brazil","São Paulo",NA,"Serra da Cantareira, Pinheirinho",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705394' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396058","NY00396058_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","00841236","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","H. O. Sleumer",NA,NA,NA,"A. P. Duarte","339","1946","10","31","Brazil","Rio de Janeiro",NA,"Distrito Federal, Gavea","-43.250118","-22.98261",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=924337' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841236","NY00841236_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1017973","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","J. A. Kallunki",NA,NA,NA,"R. Reitz","5780","1953","10","29","Brazil","Santa Catarina",NA,"Barra do Sul, Araquarí.","-48.616171","-26.462948",NA,NA,"5","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1233492' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017973","NY01017973_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-15 16:37:00-03","NY","NYBG","396068","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke",NA,NA,NA,NA,"G. Martinelli","10207","1984","11","07","Brazil","Rio de Janeiro","Magé","Paraiso, área do Centro de Primatologia do RJ","-43.0406","-22.6531",NA,NA,"250","250","Quadrat II - Arvore no. 284 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705397' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396068","NY00396068_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"47","2021-03-15 16:37:00-03","NY","NYBG","00841205","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","X. Cornejo",NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=923973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00841205","NY00841205_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-15 16:37:00-03","NY","NYBG","396044","PreservedSpecimen","Plantae","Olacaceae","Heisteria","silvianii","Heisteria silvianii","Schwacke","R. Reitz",NA,NA,NA,"R. M. Klein","1026","1955","01","07","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,NA,"250","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=705359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396044","NY00396044_01","Magnoliophyta","Santalales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
