"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","typeStatus","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","individualCount","fieldNumber"
"11","2020-12-21 16:44:04-03","MBM","MBM","60001","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H. Kirkbr.","Hatschbach, G.","41322","1978","04","22","Southern America","Brazil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Flor alva, solo arenoso da base dos morros; Flor alva.; Solo arenoso da base dos morros.","MBM060001","MBM060001",NA,NA,"ISOTYPE",NA,NA,NA,NA,"67219","auto",NA,NA,NA
"12","2020-12-21 16:44:04-03","MBM","MBM","143705","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H. Kirkbr.","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","54955",NA,NA,NA,"Southern America","Brazil","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"MBM143705","MBM143705","Smith, S.F.",NA,NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA
"13","2020-12-11 11:41:09-03","UFMG","BHCB","181181","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Hatschbach, G","41322","1978","04","22","Southern America","Brasil","Minas Gerais","Grão Mogol","Rio Itacambiruçu.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Flor alva; Solo arenoso da base dos morros","BHCB035334","BHCB035334",NA,NA,"Isotypus",NA,NA,NA,NA,"67219","auto",NA,NA,NA
"14","2014-08-23 05:36:00-03","MO","MOBOT","3246248","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H. Kirkbr.","Howard S. Irwin|R. Reis dos Santos|R. Souza|S.F. da Fonsêca","Irwin 23381","1969","2","16","South America","Brazil","Minas Gerais",NA,"Wet Campo. Cerrado, interspersed with wet rocky campo, ca. 8 km West of Grao Mogol.",NA,NA,"950.00000000",NA,NA,NA,NA,NA,"J.H.Kirkbride, Jr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2009-12-04 16:26:00-02","MO","MOBOT","3246337","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H. Kirkbr.","Gert G. Hatschbach|Maria M. Hatschbach|O.S. Ribas","Hatschbach 54955","1991",NA,NA,"South America","Brazil","Minas Gerais",NA,"Rio Itacambirucu ( mun. Grao Mogol).",NA,NA,"800.00000000",NA,NA,NA,NA,NA,"S.F.Smith",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-06-10 10:11:37-03","FZB-BH","BHZB","12491","S","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii",NA,"Ferreira Junior, C.A. et al.","1714","2019","02","19",NA,"Brasil","MG","Botumirim","Estrada pra balsa, depois da fazenda Botafogo, com areal na base.","-43.010799407959","-16.872200012207","689","689",NA,"com duplicata com caule semi-enterrado, na areia. Ameaçada",NA,NA,NA,NA,NA,"42°58'51.4","16°52'08.0",NA,NA,"39434","auto",NA,NA,NA
"17","2020-09-12 05:00:02-03","US","US","3236811","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H. Kirkbr.","G. Hatschbach, M. M. Hatschbach & O. S. Ribas","54955","1991","2","9","South America - Neotropics","Brazil","Minas Gerais",NA,"Rio Itacambirucu (mun. Grao Mogol)",NA,NA,"800",NA,NA,NA,"US02554751","US02554751_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"18","2020-09-12 05:00:02-03","US","US","3693608","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H. Kirkbr.","N. Roque et al.","4288","2014","5","24","South America - Neotropics","Brazil","Bahia",NA,"Palmeiras, Trilha para Poço das Aguas Claras.","-41.4847","-12.5369","977",NA,NA,NA,"US01325396","US01325396_01","Kirkbride, J. H.",NA,NA,"41 29 05 W","12 32 13 S",NA,NA,NA,NA,"Dicotyledonae","1",NA
"19","2020-09-12 05:00:02-03","US","US","2853277","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H. Kirkbr.","G. Hatschbach","41322","1978","4","22","South America - Neotropics","Brazil","Minas Gerais","Grão Mogol","Rio Itacambirucu.","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"US00288771","US00288771_01",NA,NA,"Isotype",NA,NA,NA,NA,"67219","auto","Dicotyledonae","1",NA
"20","2020-09-12 05:00:02-03","US","US","3494260","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H. Kirkbr.","I. Cordeiro, J. R. Pirani, M. C. R. Amaral, L. Rossi & A. Furlan","SPF22882/CFCR956",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"De Campos Rupestres, Estr. Grao Mogol-Cristalia",NA,NA,NA,NA,NA,NA,"US02554752","US02554752_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"21","2020-09-12 05:00:02-03","US","US","2598454","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H. Kirkbr.","H. S. Irwin, R. Reis dos Santos, R. Souza & S. F. Fonsêca","23381","1969","2","16","South America - Neotropics","Brazil","Minas Gerais",NA,"Planalto do Brasil, Serra do Espinhaco, wet campo, Cerrado, wet rocky campo, ca. 8 km west of Grao Mogol",NA,NA,"950",NA,NA,NA,"US02554753","US02554753_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"22","2019-11-13 11:30:37-03","USP","SPF","22826","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Pirani, JR","CFCR899","1981","04","14",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"SPF00022826",NA,"Calió, MF","2004",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"23","2019-11-13 11:30:37-03","USP","SPF","22882","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Cordeiro, I","CFCR956","1981","04","15",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,"SPF00022882",NA,"Calió, MF","2004",NA,NA,NA,"10",NA,NA,NA,NA,NA,NA
"24","2019-11-13 11:30:37-03","USP","SPF","23633","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Giulietti, AM","CFCR3430","1982","05","22",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.916667","-16.533333","1067","1067",NA,NA,"SPF00023633",NA,"Calió, MF","2004",NA,"-42.916667","-16.533333","10",NA,NA,NA,NA,NA,NA
"25","2019-11-13 11:30:37-03","USP","SPF","67473","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Silva, TRS","CFCR12592","1989","12","12",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu","-42.916667","-16.6","1650","1650",NA,NA,"SPF00067473",NA,"Calió, MF","2004",NA,"-42.916667","-16.6","10",NA,NA,NA,NA,NA,NA
"26","2019-11-13 11:30:37-03","USP","SPF","68597","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Zappi, DC","CFCR12858","1990","06","13",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.966667","-16.6","750","750",NA,NA,"SPF00068597",NA,"Calió, MF","2004",NA,"-42.966667","-16.6","10",NA,NA,NA,NA,NA,NA
"27","2019-11-13 11:30:37-03","USP","SPF","43773","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Zappi, DC","CFCR9871","1986","07","23",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717","740","740",NA,NA,"SPF00043773",NA,"Calió, MF","2004",NA,NA,NA,"10",NA,"67219","auto",NA,NA,NA
"28","2019-11-13 11:30:37-03","USP","SPF","39852","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Zappi, DC","CFCR8523","1985","09","05",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SPF00039852",NA,"Calió, MF","2004",NA,NA,NA,"10",NA,"67219","auto",NA,NA,NA
"29","2019-11-13 11:30:37-03","USP","SPF","30973","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Cordeiro, I","CFCR4129","1983","02","28",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SPF00030973",NA,"Calió, MF","2004",NA,NA,NA,"10",NA,"67219","auto",NA,NA,NA
"30","2019-11-13 11:30:37-03","USP","SPF","156503","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Pirani, JR","4582","2000","03","22",NA,"Brasil","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SPF00156503",NA,"Calió, MF","2004",NA,NA,NA,"05",NA,"67219","auto",NA,NA,NA
"31","2021-02-10 17:41:50-03","USP","SPF","33844","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Hatschbach, G","41322","1978","04","22",NA,"Brasil","Minas Gerais","Grão Mogol","Rio Itacambiruçu.","-42.8897018432617","-16.5594005584717",NA,NA,NA,"Flor alva, solo arenoso da base dos morros.","SPF00033844","SPF00033844","Kirkbride, JH",NA,"isotype",NA,NA,NA,NA,"67219","auto",NA,NA,NA
"32","2019-11-13 11:30:37-03","USP","SPF","42947","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Semir, J","CFCR9697","1986","02","26",NA,"Brasil","Minas Gerais","Grão Mogol","Vale do Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,NA,NA,"SPF00042947",NA,"Calió, MF","2004",NA,NA,NA,"10",NA,"67219","auto",NA,NA,NA
"33","2019-10-07 09:14:58-03","UEFS","HUEFS","70299","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","França, F.","4365","2003","02","14",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada Grão-Mogol-Cristália, c. 2km do entroncamento com a estrada Boqueirão-Grão-Mogol.","-42.725","-16.591667","645","680",NA,"Vegetação herbáceo-subarbustiva em monte de areia branca (Duna).","HUEFS0070299","HUEFS0070299","R.M.Salas","2007",NA,"42W43'30''","16S35'30''","06",NA,NA,NA,"Asteranae",NA,NA
"34","2019-10-07 09:14:58-03","UEFS","HUEFS","94005","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Souza, E.B.","1075","2005","04","02",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada de Barrocão para Grão Mogol, ca. 3 km N de Grão Mogol, vegetação de cerrado com manchas de solo arenoso.","-42.940833","-16.613056","737","737",NA,"Área dominada por vegetação de cerrado, incluindo manchas e bancos de areia.","HUEFS0094005","HUEFS0094005","R.M.Salas","2007",NA,"42W56'27''","16S36'47''","06",NA,NA,NA,"Asteranae",NA,NA
"35","2019-10-07 09:14:58-03","UEFS","HUEFS","94031","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Souza, E.B.","1100","2005","04","02",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada entre Grão Mogol e Cristália a 2 km da ponte sobre o Rio Congonhas indo em direção a Grão Mogol.","-42.894167","-16.595278","669","669",NA,"Área de bancos de solo arenoso e afloramento rochosos.","HUEFS0094031","HUEFS0094031",NA,NA,NA,"42W53'39''","16S35'43''",NA,NA,NA,NA,"Asteranae",NA,NA
"36","2019-10-07 09:14:58-03","UEFS","HUEFS","94036","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Souza, E.B.","1105","2005","04","02",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada entre Grão Mogol e Cristália a 2 km da ponte sobre o Rio Congonhas indo em direção a Grão Mogol.","-42.894167","-16.595278","669","669",NA,"Área de bancos de solo arenoso e afloramento rochosos.","HUEFS0094036","HUEFS0094036","R.M.Salas","2007",NA,"42W53'39''","16S35'43''","06",NA,NA,NA,"Asteranae",NA,NA
"37","2019-10-07 09:14:58-03","UEFS","HUEFS","94042","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Souza, E.B.","1111","2005","04","02",NA,"Brasil","Minas Gerais","Grão Mogol","Estrada entre Grão Mogol e Cristália a 2 km da ponte sobre o Rio Congonhas indo em direção a Grão Mogol.","-42.894167","-16.595278","669","669",NA,"Área de bancos de solo arenoso e afloramento rochosos.","HUEFS0094042",NA,"R.M.Salas","2007",NA,"42W53'39''","16S35'43''","06",NA,NA,NA,"Asteranae",NA,NA
"38","2017-10-06 12:24:40-03","F","FMNH-SEEDPLANTS","V0321342F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii",NA,"J. R. Pirani et al.","4582","2000","3","22","South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0321342F","V0321342F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"39","2018-04-19 09:41:58-03","F","FMNH-SEEDPLANTS","V0355872F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii",NA,"H. S. Irwin et al.","23381","1969","2","16","South America","Brazil","Minas Gerais",NA,"Serra do Espinhaço, ca. 8 km W of Grão Mogol",NA,NA,"950",NA,NA,NA,"V0355872F","V0355872F_01 V0355872F_02","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"23381"
"40","2014-10-09 13:58:34-03","UHH","HBG","520996","S","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H. Kirkbr.","Hatschbach, G.","41322","1978","04","22","South America","Brazil",NA,NA,"Minas Gerais, Rio Itacambirucu (mun. Grao Mogol), solo arenoso da base dos morros",NA,NA,NA,NA,NA,NA,"HBG520996",NA,"Kirkbride, J.H.",NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2019-11-21 10:18:39-03","IBt","SP","203885","S","Plantae",NA,NA,"Rubiaceae","Staelia","hatschbachii","Staelia hatschbachii","J.H.Kirkbr.","Wanderley, MGL; Cerati, TM; Kral, R","851","1985","07","10",NA,"Brasil","Minas Gerais","Grão Mogol","Vargem do Quartel, 8 km WSW da cidade","-42.8897018432617","-16.5594005584717","500","650",NA,NA,NA,NA,"Souza, EB","2005",NA,NA,NA,NA,NA,"67219","auto",NA,NA,NA
