"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","continentOcean","preparationType","previousCatalogNumber","phylum","order","stateProvince","coordinatePrecision","geoFlag","class","typeStatus","infraspecificEpithet","fieldNumber","individualCount","relatedCatalogItem"
"277","2021-02-11 17:19:48-03","UFPR","UPCB","47621","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2001","05",NA,"Scheer, M.B.","283","2001","05","26","Brasil","São José dos Pinhais","Serra da Igreja, Morro dos Padres","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"Arbustiva ereta, 1,3m, local pouco sombreado, floresta ombrófila densa altomontana, encosta. Alt.: 1320m s.n.m...","UPCB0014258","UPCB0014258",NA,NA,NA,NA,NA,"Paraná","45291","auto",NA,NA,NA,NA,NA,NA
"278","2021-02-11 17:19:48-03","UFPR","UPCB","47619","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2004","01","01","Mocochinski, A.Y.","59","2002","08","09","Brasil","São José dos Pinhais","Serra da Igreja, Morro dos Padres","-49.2064018249512","-25.5347003936768",NA,NA,NA,NA,"5m, pouco sombreado. Alt.: 1200m s.n.m...","UPCB0014263","UPCB0014263",NA,NA,NA,NA,NA,"Paraná","45291","auto",NA,NA,NA,NA,NA,NA
"279","2021-02-11 17:19:48-03","UFPR","UPCB","34597","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2001","01","01","Santos, E.P.","544","1998","09","11","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto de ± 2 m; corola, estames e estilete alvos, pedúnculo floral esverdeado. Interior de mata nebular, 1210 m de altitude..","UPCB0014273","UPCB0014273",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"280","2021-02-11 17:19:48-03","UFPR","UPCB","34598","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2001","01","01","Santos, E.P.","545","1998","09","11","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto de ± 1 m; corola, estames e estilete alvos, pedúnculo floral violáceo. Interior de mata nebular, 1210 m de altitude..","UPCB0014139","UPCB0014139",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"281","2021-02-11 17:19:48-03","UFPR","UPCB","34604","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2001","01","01","Santos, E.P.","551","1998","09","11","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto de ± 2 m, corola, estames e estilete alvos. Interior de mata nebular, 1210 m de altitude..","UPCB0014272","UPCB0014272",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"282","2021-02-11 17:19:48-03","UFPR","UPCB","34606","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2001","01","01","Santos, E.P.","553","1998","09","11","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto de ± 1 m, flores alvas (corola, estames e estilete). Beira de mata nebular, 1210 m de altitude..","UPCB0014269","UPCB0014269",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"283","2021-02-11 17:19:48-03","UFPR","UPCB","34657","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","1998","01","01","Fernandes, H.M.","37","1997","09","18","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Subarbusto apoiante, flores alvas, estames brancos. Borda da mata nebular, 1200 m de altitude..","UPCB0014138","UPCB0014138",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"284","2021-02-11 17:19:48-03","UFPR","UPCB","35523","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2001","01","01","Santos, E.P.","599","1998","11","13","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Subarbusto de ± 60 cm, flores alvas. Campo rupestre, 1250 m de altitude..","UPCB0014270","UPCB0014270",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"285","2021-02-11 17:19:48-03","UFPR","UPCB","35527","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2001","01","01","Santos, E.P.","603","1998","11","13","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Subarbusto de ± 1,5 m, flores alvas. Campo rupestre, 1280 m de altitude..","UPCB0014135","UPCB0014135",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"286","2021-02-11 17:19:48-03","UFPR","UPCB","35534","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Reginato, M.","2016",NA,NA,"Santos, E.P. et al.","610","1998","11","13","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"1280","1280","Subarbusto de ± 60 cm, flores alvas. Campo rupestre..","UPCB0014840","UPCB0014840",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"287","2021-02-11 17:19:48-03","UFPR","UPCB","38834","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2001","01","01","Santos, E.P.","793","1999","08","27","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"1200","1200","Arbusto de ± 2m, flores alvas. Interior de mata. Floresta ombrófila densa alto-montana..","UPCB0014560","UPCB0014560",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"288","2021-02-11 17:19:48-03","UFPR","UPCB","38939","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2001","01","01","Santos, E.P.","805","1999","09","17","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Arbusto de ± 1,5 m, flores alvas. Floresta ombrófila densa alto-montana, ± 1100 m de altitude.","UPCB0014268","UPCB0014268",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"289","2021-02-11 17:19:48-03","UFPR","UPCB","50910","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Caddah, M.K. & Goldenberg, R.","2006","01","01","Cervi, A.C.","8544","2003","11","12","Brasil","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,NA,"1300","1300","Arbusto, ca. 1m, pétalas e estames alvos..","UPCB0014255","UPCB0014255",NA,NA,NA,NA,NA,"Paraná","41937","auto",NA,NA,NA,NA,NA,NA
"290","2021-02-11 17:19:48-03","UFPR","UPCB","67778","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Camargo, E.","2007","04",NA,"Camargo, E.","124","2007","04","22","Brasil","Campina Grande do Sul","Serra do Capivari.","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arvoreta 1,5 m, com frutos nigrescentes. Refúgio Altomontano..","UPCB0014568","UPCB0014568",NA,NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"291","2021-02-11 17:19:48-03","UFPR","UPCB","59253","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2007","01","01","Schwartsburd, P.B.","1273","2007","03","04","Brasil","Campina Grande do Sul","Serra do Capivari, Morro Capivari Grande.","-49.0553016662598","-25.3055992126465",NA,NA,"1600","1600","Arvoreta da matinha nebular. Floresta altomontana, mata nebular e campos de altitude..","UPCB0014261","UPCB0014261",NA,NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"292","2021-02-11 17:19:48-03","UFPR","UPCB","42876","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2000","01","01","Vasconcelos, M.F.",NA,"2000","04","14","Brasil","Catas Altas","Serra do Caraça, Pico do Inficionado","-43.4075012207031","-20.0746994018555",NA,NA,NA,NA,"Arbustivo. Campo rupestre. Alt. 2060m..","UPCB0014252","UPCB0014252",NA,NA,NA,NA,NA,"Minas Gerais","11966","auto",NA,NA,NA,NA,NA,NA
"293","2021-02-11 17:19:48-03","UFPR","UPCB","91184","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Caddah, M.K.","2006","08",NA,"Scheer, M. et al.","239","2001","03","10","Brasil","Antonina","Serra do Ibitiraquire, Pico do Paraná","-48.7118988037109","-25.4286003112793",NA,NA,"1815","1815","Arbustiva ereta 80cm; Flors amarelas; local pouco sombreado. Refúgio Altomontano; Encosta a 1815m..","UPCB0028315","UPCB0028315",NA,NA,NA,NA,NA,"Paraná","38300","auto",NA,NA,NA,NA,NA,NA
"294","2021-02-11 17:19:48-03","UFPR","UPCB","49447","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Mocochinski, A.Y.","2004","01","01","Mocochinski, A.Y.","280","2003","12","01","Brasil","Campina Grande do Sul","Serra do Ibitiraquire, Pico Ibitirati","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Refúgio vegetacional altomontano. Alt.: 1820m s.n.m..","UPCB0014260","UPCB0014260",NA,NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"295","2021-02-11 17:19:48-03","UFPR","UPCB","49446","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Scheer, M.B.","2004","01","01","Mocochinski, A.Y.","281","2003","12","01","Brasil","Campina Grande do Sul","Serra do Ibitiraquire, Pico Ibitirati","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Refúgio vegetacional altomontano. Alt.: 1835m s.n.m..","UPCB0014262","UPCB0014262",NA,NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"296","2021-02-11 17:19:48-03","UFPR","UPCB","47601","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Scheer, M.B.","2001","08",NA,"Scheer, M.B.","239","2001","03","10","Brasil","Antonina","Serra do Ibitiraquire, Pico Paraná","-48.7118988037109","-25.4286003112793",NA,NA,NA,NA,"Arbustiva ereta, 80cm, flores amarelas, local pouco sombreado, refúgio vegetacional altomontano, encosta. Alt.: 1815m s.n.m..","UPCB0014254","UPCB0014254",NA,NA,NA,NA,NA,"Paraná","38300","auto",NA,NA,NA,NA,NA,NA
"297","2021-02-11 17:19:48-03","UFPR","UPCB","53509","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Caddah, M.K. & Goldenberg, R.","2006","01","01","Mocochinski, A.Y.","658b","2003","12","01","Brasil","Campina Grande do Sul","Serra do Ibitiraquire, Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,"1870","1870","Arbustiva ereta 1m. Refúgio vegetacional altomontano..","UPCB0014275","UPCB0014275",NA,NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"298","2021-02-11 17:19:48-03","UFPR","UPCB","91181","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Caddah, M.K.","2006","08",NA,"Scheer, M. | Mocochinski, A.Y.","430","2001","11","02","Brasil","Campina Grande do Sul","Serra do Ibitiraquire, Pico Taipabuçu","-49.0553016662598","-25.3055992126465",NA,NA,"1700","1700","Arbustiva ereta 2m. Refúgio Vegetacional Altomontano..","UPCB0028366","UPCB0028366",NA,NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"299","2021-02-11 17:19:48-03","UFPR","UPCB","47606","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Mocochinski, A.Y.","2004","01",NA,"Scheer, M.B.","430","2001","11","02","Brasil","Campina Grande do Sul","Serra do Ibitiraquire, Pico Taipabuçu","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbustiva ereta, 2m. Alt.: 1700m s.n.m..","UPCB0014256","UPCB0014256",NA,NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"300","2021-02-11 17:19:48-03","UFPR","UPCB","21912","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Wurdack, J.J.","1993","01","01","Cordeiro, J.","907","1992","02","19","Brasil","Campo Alegre","Serra do Iquererim","-49.2655982971191","-26.1924991607666",NA,NA,"1000","1000","Subarbusto, 90cm, flor alva. Matinha nebular..","UPCB0014251","UPCB0014251",NA,NA,NA,NA,NA,"Santa Catarina","37493","auto",NA,NA,NA,NA,NA,NA
"301","2021-02-11 17:19:48-03","UFPR","UPCB","46766","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Reginato, M.","2016",NA,NA,"Mello Barreto","9024","1937","08","11","Brasil","Ouro Preto","Serra do Itacolomy","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"Arbusto, 2m. Nas pedras..","UPCB0014811","UPCB0014811",NA,NA,NA,NA,NA,"Minas Gerais","44599","auto",NA,NA,NA,NA,NA,NA
"302","2021-02-11 17:19:48-03","UFPR","UPCB","47605","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Scheer, M.B.","2001","05",NA,"Scheer, M.B.","228","2001","02","17","Brasil","Guaraqueçaba","Serra Gigante, Morro Pirambeira","-48.3288993835449","-25.3066997528076",NA,NA,NA,NA,"Arbustiva ereta, 1,2m, local sombreado, floresta ombrófila densa altomontana, encosta. Alt.: 860m s.n.m..","UPCB0014274","UPCB0014274",NA,NA,NA,NA,NA,"Paraná","37295","auto",NA,NA,NA,NA,NA,NA
"303","2021-02-11 17:19:48-03","UFPR","UPCB","91198","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Caddah, M.K.","2006","08",NA,"Scheer, M. et al.","228","2001","02","17","Brasil","Guaraqueçaba","Serra Gigante; Morro Pirambeira","-48.3288993835449","-25.3066997528076",NA,NA,"860","860","Arbustiva ereta 1,2m; local sombreado. Floresta Ombrófila Densa Altomontana; Enconsta a 860m..","UPCB0028364","UPCB0028364",NA,NA,NA,NA,NA,"Paraná","37295","auto",NA,NA,NA,NA,NA,NA
"304","2021-02-11 17:19:48-03","UFPR","UPCB","70749","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Camargo, E.A.","2007","11",NA,"Vieira, F.C.S.","1276","2005","09","07","Brasil","Campo Alegre","Serra Quiriri. Floresta Ombrófila Mista.","-49.2655982971191","-26.1924991607666",NA,NA,"900","900","Arbusto, 2m alt. Corola branca..","UPCB0014566","UPCB0014566",NA,NA,NA,NA,NA,"Santa Catarina","37493","auto",NA,NA,NA,NA,NA,NA
"305","2021-02-11 17:19:48-03","UFPR","UPCB","42898","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2000","01","01","Kamino, L.H.Y.","70","2000","06","21","Brasil","Gonçalves","Sítio São João do Canta Galo","-45.8558006286621","-22.658899307251",NA,NA,NA,NA,"Arbóreo, frutos maduros pretos. Mata. Alt. 1800-1900m s.n.m..","UPCB0014250","UPCB0014250",NA,NA,NA,NA,NA,"Minas Gerais","15843","auto",NA,NA,NA,NA,NA,NA
"306","2021-02-11 17:19:48-03","UFPR","UPCB","52193","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Goldenberg, R.","2005","01","01","Goldenberg, R.","800","2005","10","24","Brasil","Campina Grande do Sul","Subida para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto 1,5m, botões com pétalas brancas. Floresta ombrófila densa. Alt.: 1550m s.n.m..","UPCB0014277","UPCB0014277",NA,NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"307","2021-02-11 17:19:48-03","UFPR","UPCB","52182","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Caddah, M.K. & Goldenberg, R.","2006","01","01","Goldenberg, R.","795","2005","10","24","Brasil","Campina Grande do Sul","Subida para o Pico Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,NA,"Arbusto, ca. 2-3m, pétalas e estames brancos. Floresta Ombrófila Densa..","UPCB0014279","UPCB0014279",NA,NA,NA,NA,NA,"Paraná","55154","auto",NA,NA,NA,NA,NA,NA
"308","2018-06-22 05:25:00-03","MO","MOBOT","2477009","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.",NA,NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 5383",NA,NA,NA,"Brazil",NA,"Sao José, Serra da Boa Vista",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA
"309","2016-01-19 05:29:00-02","MO","MOBOT","3226536","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","J.F.A. Baumgratz & M.L. D'El Rei Souza",NA,NA,NA,"R.M. Harley|Ana M. Giulietti|B.L. Stannard|David J.N. Hind","Harley 26318","1988","11","10","Brazil",NA,"Mun.: Rio de Contas. Pico das Almas. Vertente leste. Subida do pico do campo norte do Queiroz. Afloramento de rocha conglomerada com campo pedregoso. Na sombra das pedras.","-41.96666","-13.53333",NA,NA,"1600.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA
"310","2013-02-11 17:08:00-02","MO","MOBOT","3226834","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","J. Wurdack",NA,NA,NA,"Nobor Imaguire","Imaguire 228","1967",NA,NA,"Brazil",NA,"Lomba do Morro do Luar Serra Ibeterquira Campina Gde. do Sul Paraná.",NA,NA,NA,NA,"1400.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA
"311","2008-05-27 22:02:00-03","MO","MOBOT","3226893","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","J. Wurdack",NA,NA,NA,"Gert G. Hatschbach","Hatschbach 25748","1970","12","3","Brazil",NA,"Serra do Emboque (mun. Piraquara).",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA
"312","2018-06-22 05:25:00-03","MO","MOBOT","3227134","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","J.J. Wurdack",NA,NA,NA,"Pe. Raulino Reitz|Roberto M. Klein","Reitz 5296","1957",NA,NA,"Brazil",NA,"Mata, Morro do Iquererim, Campo Alegre.",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA
"313","2008-05-27 22:02:00-03","MO","MOBOT","3227627","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","J.J. Wurdack",NA,NA,NA,"O.S. Ribas","Ribas 435","1992",NA,NA,"Brazil",NA,"Rodeio Grande, subida para Serra do Quiriri (mun Campo Alegre).",NA,NA,NA,NA,"1200.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA
"314","2008-05-27 22:02:00-03","MO","MOBOT","3227919","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","S.F. Smith em XII.",NA,NA,NA,"Ronaldo Wasum","Wasum 1075","2001",NA,NA,"Brazil",NA,"Mun. São Francisco de Paula - RS 235, interior da mata.",NA,NA,NA,NA,"830.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"315","2019-06-13 04:36:00-03","MO","MOBOT","3230402","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","J.F.A. Baumgratz & M.L.D. El'Rei Souza",NA,NA,NA,"T. Læssøe","Læssøe 53302","1992",NA,NA,"Brazil",NA,"Mun. Abaíra: Mata do Cigano. Interior da mata.","-41.91666","-13.25",NA,NA,"1800.00000000","1850.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,"Bahia",NA,NA,NA,NA,NA,NA,NA,NA
"316","2008-05-27 22:02:00-03","MO","MOBOT","3230509","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","Stephen F. Smith em II e III.",NA,NA,NA,"Ronaldo Wasum","Wasum 186","1999",NA,NA,"Brazil",NA,"Mun. de Cambará do Sul - Estrada para Fortaleza.",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,NA
"317","2008-05-27 22:02:00-03","MO","MOBOT","3230867","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","J.J. Wurdack",NA,NA,NA,"J. Cordeiro","Cordeiro 907","1992",NA,NA,"Brazil",NA,"Serra do Iquererim (mun. Campo Alegre). Matinha nebular.",NA,NA,NA,NA,"1000.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA
"318","2008-05-27 22:02:00-03","MO","MOBOT","3231044","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","M.L. Souza",NA,NA,NA,"J.M. Silva","Silva 2654","1998",NA,NA,"Brazil",NA,"Serra do Araçatuba (Mun. Guaratuba). Orla da mata nebular.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA
"319","2008-05-27 22:02:00-03","MO","MOBOT","3231142","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","J. Wurdack",NA,NA,NA,"C.B. Poliquesi","Poliquesi 200","1994",NA,NA,"Brazil",NA,"Serra do Araçatuba (mun. Guaratuba). Matinha nebular.",NA,NA,NA,NA,"1300.00000000",NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Paraná",NA,NA,NA,NA,NA,NA,NA,NA
"320","2018-05-14 14:04:00-03","MO","MOBOT","101045950","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","M. Reginato",NA,NA,NA,"Marcelo Reginato|F.S. Meyer|Renato Goldenberg|R.J.F. Garcia","Reginato 1321","2012","2","14","Brazil","São Paulo","P.E. da Serra do Mar, Núcleo Curucutu, trilha do campo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"São Paulo","53584","auto",NA,NA,NA,NA,"1",NA
"321","2019-07-29 11:45:00-03","MO","MOBOT","101144639","PreservedSpecimen","Plantae","Melastomataceae","Miconia","quinquedentata","Miconia quinquedentata","(DC.) R. Goldenb.","fide Michelangeli et al.",NA,NA,NA,"C.F.P. Martius","Martius s.n.",NA,NA,NA,"Brazil",NA,"[Woody] in Brasiliæ prov. Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,"Minas Gerais",NA,NA,NA,"Holotype",NA,NA,"1",NA
"322","2020-07-08 18:55:04-03","UNESP-IBILCE","SJRP","17519","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","J.J. Wurdack",NA,NA,NA,"J.M. Silva & J. Cordeiro",NA,"1995","10","15","Brasil","Guaratuba","Serra do Araçatuba","-48.5746994018555","-25.8827991485596",NA,NA,NA,NA,"Subarbusto 50 cm, flor alvescente;",NA,NA,"América do Sul",NA,NA,"Tracheophyta","Myrtales","Paraná","41937","auto","Magnoliopsida",NA,NA,NA,NA,NA
"323","2020-06-22 14:18:48-03","UNESP-IBILCE","SJRP","17833","PreservedSpecimen","Plantae","Melastomataceae","Leandra","quinquedentata","Leandra quinquedentata","(DC.) Cogn.","J.J. Wurdack",NA,NA,NA,"O.S. Ribas",NA,NA,NA,NA,"Brasil","Morretes","Serra Marumbi, Pico Olimpo","-48.834400177002","-25.476900100708",NA,NA,NA,NA,"Arbusto 1,5 m, frutos imaturos;",NA,NA,"América do Sul",NA,NA,"Tracheophyta","Myrtales","Paraná","30514","auto","Magnoliopsida",NA,NA,NA,NA,NA
