"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","year","month","day","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","eventTime","fieldNumber","individualCount","sex"
"1581","2020-12-02 09:07:44-03","UNITINS","HUTO","4221","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Oliveira, F.C.A.","2441",NA,"Brasil",NA,NA,"Árvore com cerca de 5 m de altura e 17 cm DAP. Folhas cartáceas, pilosas. Botões florais creme, pilosos; Cerrado típico","HUTO004221","2010","05","21",NA,NA,"Cambess.","Marocollo, J.F.","Tocantins","Araguatins","Bacia do Araguaia. Sub-bacia do rio Araguaia. Fazenda São José. Solo arenoso branco. Relevo levemente ondulado","-48.016111","-5.891389","132",NA,"132",NA,NA,NA,"-48.016111","-5.891389","2010","11",NA,NA,NA,NA,NA,NA,NA
"1582","2020-12-02 09:07:44-03","UNITINS","HUTO","756","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Santos, E.R.","702",NA,"Brasil",NA,NA,"Árvore com cerca de 3,50 m de altura. Flores de cálice creme, estames creme com filetes creme, anteras amarela e gineceu amarelo; Cerradão","HUTO000756","2006","11","24",NA,NA,"Cambess.",NA,"Tocantins","Palmas","Sub-bacia do Ribeirão São João","-48.359444","-10.399444",NA,"HUTO000756 HUTO000756_1",NA,NA,NA,NA,"-48.359444","-10.399444",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583","2020-12-02 09:07:44-03","UNITINS","HUTO","513","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Santos, E.R.","488",NA,"Brasil",NA,NA,"Árvore com cerca de 4 m de altura. Inflorescência creme; Cerradão","HUTO000513","2006","07","31",NA,NA,"Cambess.",NA,"Tocantins","Palmas","Sub-bacia do Ribeirão São João","-48.362778","-10.405278",NA,"HUTO000513 HUTO000513_1",NA,NA,NA,NA,"-48.362778","-10.405278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","2020-12-02 09:07:44-03","UNITINS","HUTO","3993","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Oliveira, F.C.A.","2283",NA,"Brasil",NA,NA,"Arvoreta com cerca de 2,20 m de altura. Folhas cartáceas, face abaxial clara. Botões florais cor verde. Frutos imaturos marrons; Cerrado rupestre","HUTO003993","2010","05","19",NA,NA,"Cambess.",NA,"Tocantins","Darcinópolis","Bacia do Araguaia. Sub-bacia do ribeirão Corda. Solo arenoso com afloramento rochoso. Relevo inclinado","-47.908611","-6.68","348",NA,"348",NA,NA,NA,"-47.908611","-6.68",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585","2019-10-07 09:32:44-03","UEFS","HUEFS","204049","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Harley, R.M.","56909",NA,"Brasil",NA,NA,"Carrasco.","HUEFS0204049","2013","12","30","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Bahia","Abaíra","Catolés Catolés, Estrada Catolés-Inúbia, Vila de Barra, ca. 10.4 km de de Catolés.","-41.890556","-13.232222","1072","HUEFS0204049","1072",NA,NA,NA,"41W53'26''","13S13'56''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1586","2019-10-07 09:32:44-03","UEFS","HUEFS","194182","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Gomes, B.M.","566",NA,"Brasil",NA,NA,NA,"HUEFS0194182","2011","10","25","Angiospermae","Malpighiales","Cambess.",NA,"Rondônia","Jaci Paraná","Canteiro de obras da AHE Jirau. Área de Influência Direta, próximo ao futuro lago.","-64.658333","-9.292778","96","HUEFS0194182","96",NA,NA,NA,"64W39'30''","9S17'34''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1587","2019-10-07 09:32:44-03","UEFS","HUEFS","185100","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Lima, D.","13573",NA,"Brasil",NA,NA,"Floresta Nacional do Araripe.","HUEFS0185100","1998","08","19","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Crato",NA,"-39.4094009399414","-7.23416996002197",NA,"HUEFS0185100",NA,"30071","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1588","2019-11-22 16:09:03-03","UEFS","HUEFS","134370","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,NA,"21",NA,"Brasil",NA,NA,"Mata seca.","HUEFS0134370","2007","12","19","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Ceará","Graça",NA,"-40.752799987793","-4.04611015319824",NA,"HUEFS0134370",NA,"12534","auto",NA,NA,NA,"2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1589","2019-10-07 09:32:44-03","UEFS","HUEFS","97028","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Miranda, A.M.","4904",NA,"Brasil",NA,NA,"Margem do Rio Parnaíba.","HUEFS0097028","2005","02","28","Angiospermae","Malpighiales","Cambess.","R.Marquete","Piauí","Palmeirais","Fazenda Galápagos.","-43.0633010864258","-5.97777986526489",NA,"HUEFS0097028",NA,"48667","auto",NA,NA,NA,"2009","06",NA,"Rosanae",NA,NA,NA,NA,NA
"1590","2019-10-07 09:32:44-03","UEFS","HUEFS","53280","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Miranda, A.M.","3411",NA,"Brasil",NA,NA,NA,"HUEFS0053280","1999","05","24","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Crato","Floresta Nacional do Araripe.","-39.4094009399414","-7.23416996002197",NA,"HUEFS0053280",NA,"30071","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1591","2019-10-07 09:32:44-03","UEFS","HUEFS","53281","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Miranda, A.M.","3330",NA,"Brasil",NA,NA,NA,"HUEFS0053281","1999","05","22","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Crato","Floresta Nacional do Araripe, estrada do aeroporto.","-39.4094009399414","-7.23416996002197",NA,"HUEFS0053281",NA,"30071","auto",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1592","2019-10-07 09:32:44-03","UEFS","HUEFS","147979","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Carreira, L.","1493",NA,"Brasil",NA,NA,NA,"HUEFS0147979","1999","09","14","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Pará","Augusto Corrêa","Vila de Aturiai, Rio Aturiaí, margeado de manguezais, comunidade de Santa Cruz.","-46.6349983215332","-1.02166998386383",NA,"HUEFS0147979",NA,"35705","auto",NA,NA,NA,"2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1593","2019-10-07 09:32:44-03","UEFS","HUEFS","123121","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Funch, R.","602",NA,"Brasil",NA,NA,"Floresta Secundária.","HUEFS0123121","2005","02","06","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Bahia","Mucugê","Chapadinha.","-41.1525","-13.223889",NA,"HUEFS0123121",NA,NA,NA,NA,"41W9'9''","13S13'26''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1594","2019-10-07 09:32:44-03","UEFS","HUEFS","122385","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Santos, R.M.","1448",NA,"Brasil",NA,NA,"Caatinga arbórea.","HUEFS0122385","2007","06","22","Angiospermae","Malpighiales","Cambess.","R.Marquete","Piauí","Caracol","Parque Nacional da Serra das Confusões.","-43.485","-9.221389","643",NA,"643",NA,NA,NA,"43W29'6''","9S13'17''","2009","06",NA,"Rosanae",NA,NA,NA,NA,NA
"1595","2019-10-07 09:32:44-03","UEFS","HUEFS","123068","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Funch, R.","438",NA,"Brasil",NA,NA,"Transição cerrado-caatinga.","HUEFS0123068","2004","12","04","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Bahia","Palmeiras","Caeté-Açu.","-41.509722","-12.553611",NA,"HUEFS0123068",NA,NA,NA,NA,"41W30'35''","12S33'13''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1596","2019-10-07 09:32:44-03","UEFS","HUEFS","174061","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Melo, E.","9679",NA,"Brasil",NA,NA,"Cerradão.","HUEFS0174061","2011","05","22","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Ceará","Crato","Estrada da Velha Minguiriba.","-39.641667","-7.292778","919","HUEFS0174061","919",NA,NA,NA,"39W38'30''","7S17'34''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1597","2019-10-07 09:32:44-03","UEFS","HUEFS","143216","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Popovkin, A.V.","241",NA,"Brasil",NA,NA,NA,"HUEFS0143216","2008","04","30","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-37.95","-12.883333","153","HUEFS0143216","153",NA,NA,NA,"37W57'","12S53'","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1598","2019-10-07 09:32:44-03","UEFS","HUEFS","143218","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Popovkin, A.V.","243",NA,"Brasil",NA,NA,NA,"HUEFS0143218","2008","04","30","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Bahia","Entre Rios","Fazenda Rio do Negro. Residual stands of the Atlantic Forest of the Rio do Negro valley, ca. 15 km southeast of Entre Rios.","-37.95","-12.883333","153","HUEFS0143218","153",NA,NA,NA,"37W57'","12S53'","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1599","2019-10-07 09:32:44-03","UEFS","HUEFS","174249","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Melo, E.","9867",NA,"Brasil",NA,NA,NA,"HUEFS0174249","2011","05","24","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Ceará","Santana do Cariri","Estrada para Crato.","-39.477778","-7.231111","853","HUEFS0174249","853",NA,NA,NA,"39W28'40''","7S13'52''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1600","2019-10-07 09:32:44-03","UEFS","HUEFS","174248","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Melo, E.","9866",NA,"Brasil",NA,NA,NA,"HUEFS0174248","2011","05","24","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Ceará","Santana do Cariri","Estrada para Crato.","-39.477778","-7.231111","853","HUEFS0174248","853",NA,NA,NA,"39W28'40''","7S13'52''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1601","2019-10-07 09:32:44-03","UEFS","HUEFS","156239","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Queiroz, L.P.de","14222",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0156239","2009","04","24","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Goiás","Nova Roma","Estrada para Alto Paraíso de Goiás.","-46.959167","-13.828611","906","HUEFS0156239","906",NA,NA,NA,"46W57'33''","13S49'43''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1602","2019-10-07 09:32:44-03","UEFS","HUEFS","16234","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Ganev, W.","2636",NA,"Brasil",NA,NA,"Campo rupestre com solo arenoso.","HUEFS0016234","1993","10","25","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Bahia","Abaíra","Caminho Capão de Levi-Serrinha.","-41.85","-13.316667","1260","HUEFS0016234","1340",NA,NA,NA,"41W51'","13S19'","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1603","2019-10-07 09:32:44-03","UEFS","HUEFS","164851","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Melo, E.","8340",NA,"Brasil",NA,NA,"Cerrado.","HUEFS0164851","2010","06","25","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Bahia","Seabra","Estrada Lagoa Boa Vista e Água de Rega.","-41.794444","-12.247778","1120","HUEFS0164851","1120",NA,NA,NA,"41W47'40''","12S14'52''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1604","2019-10-07 09:32:44-03","UEFS","HUEFS","169876","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Martinelli, G.","16393",NA,"Brasil",NA,NA,"Cerradão em margem de rio.","HUEFS0169876","2008","04","13","Angiospermae","Malpighiales","Cambess.",NA,"Goiás","Cavalcante","Chapada dos Veadeiros, RPPN Vale das Araras.","-47.450556","-13.816389","1151","HUEFS0169876","1151",NA,NA,NA,"47W27'2''","13S48'59''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1605","2019-10-07 09:32:44-03","UEFS","HUEFS","174426","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Andrade, I.M.de","4042",NA,"Brasil",NA,NA,NA,"HUEFS0174426","2010","10","27","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Ceará","Santana do Cariri","Cancelão. APA da Chapada do Araripe","-39.59","-7.209722",NA,"HUEFS0174426 HUEFS0174426_01",NA,NA,NA,NA,"39W35'24''","7S12'35''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1606","2019-10-07 09:32:44-03","UEFS","HUEFS","177666","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Melo, E.","10127",NA,"Brasil",NA,NA,NA,"HUEFS0177666","2011","07","17","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Piauí","Caracol","Próximo ao término das formações rochosas. Área da fonte.","-43.49","-9.219444","562","HUEFS0177666","562",NA,NA,NA,"43W29'24''","9S13'10''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1607","2019-10-07 09:32:44-03","UEFS","HUEFS","179700","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Saddi, E.M.","370",NA,"Brasil",NA,NA,NA,"HUEFS0179700","2010","03","22","Angiospermae","Malpighiales","Cambess.",NA,"Piauí","Ribeiro Gonçalves","Parcela de Monitoramento C7 do emprendimento da Linha de Transmissão LT 500 Kv Colinas - São João do Piauí.","-45.248056","-7.596111",NA,"HUEFS0179700",NA,NA,NA,NA,"45W14'53''","7S35'46''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1608","2019-10-07 09:32:44-03","UEFS","HUEFS","174180","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Melo, E.","9798",NA,"Brasil",NA,NA,NA,"HUEFS0174180","2011","05","23","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Ceará","Barbalha","Malhada Bonita.","-39.446111",NA,"897","HUEFS0174180","897",NA,NA,NA,"39W26'46''","7S21'91''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1609","2019-10-07 09:32:44-03","UEFS","HUEFS","201016","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Barboza, E.","3661",NA,"Brasil",NA,NA,NA,"HUEFS0201016","2013","04","17","Angiospermae","Malpighiales","Cambess.",NA,"Goiás","Cavalcante","RPPN Serra do trombador, trilha Mata do Borá.","-47.775556","-13.700556","900","HUEFS0201016","900",NA,NA,NA,"47W46'32''","13S42'2''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1610","2019-10-25 14:22:05-03","UEFS","HUEFS","237834","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Fontana, A.P.","10302",NA,"Brasil",NA,NA,"Áreas de Tensão Ecológica, Latossolo Vermelho-Amarelo Distrófico","HUEFS0237834","2018","11","05","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Brejo Santo","Chapada do Araripe. Cerradão/Floresta Estacional Semidecidual.","-39.666389","-7.473056","953",NA,"953",NA,NA,NA,"39W39'59''","7S28'23''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1611","2019-10-07 09:32:44-03","UEFS","HUEFS","204638","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Walter, B.M.T.","6595",NA,"Brasil",NA,NA,"Cerrado com elementos de caatinga.","HUEFS0204638","2014","01","22","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Jardim","Estrada Crato para Jardim, nas bordas da Floresta Nacional do Araripe, próximo à rodovia.","-39.335278","-7.458056","895","HUEFS0204638","895",NA,NA,NA,"39W20'7''","7S27'29''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1612","2019-10-07 09:32:44-03","UEFS","HUEFS","204706","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Simon, M.F.","1040",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa de terra firme.","HUEFS0204706","2010","10","19","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Rondônia","Porto Velho","Canteiro de obras UHE Jirau.","-64.614167","-9.258889","123","HUEFS0204706","123",NA,NA,NA,"64W36'51''","9S15'32''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1613","2019-10-07 09:32:44-03","UEFS","HUEFS","21594","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Kirkbride, J.H.","4861",NA,"Brasil",NA,NA,"Campo cerrado na encosta muito inclinada na cabeça do vale do Córrego Capão da Onça.","HUEFS0021594","1982","06","23","Angiospermae","Malpighiales","Cambess.","M.D.R.Orge","Distrito Federal","Brasília","Côrrego Capão da Onça.","-47.633333","-15.816667","970","HUEFS0021594","970",NA,NA,NA,"47W38'","15S49'","1998","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1614","2019-10-25 14:22:05-03","UEFS","HUEFS","237833","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Fontana, A.P.","10360",NA,"Brasil",NA,NA,"Áreas de Tensão Ecológica, Latossolo Vermelho-Amarelo Distrófico","HUEFS0237833","2018","11","06","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Missão Velha","Chapada do Araripe. Cerradão. Floresta preservada.","-39.651667","-7.458611","924",NA,"924",NA,NA,NA,"39W39'6''","7S27'31''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1615","2019-10-07 09:32:44-03","UEFS","HUEFS","1896","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Noblick, L.R.","2438",NA,"Brasil",NA,NA,NA,"HUEFS0001896","1982","12","09","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Bahia","Camaçari",NA,"-38.3","-12.483333",NA,"HUEFS0001896",NA,NA,NA,NA,"38W18'","12S29'","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1616","2019-10-07 09:32:44-03","UEFS","HUEFS","235553","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Mizushima, M.","81",NA,"Brasil",NA,NA,"Caatinga","HUEFS0235553","2017","04","12","Angiospermae","Malpighiales","Cambess.",NA,"Piauí","Sete Cidades",NA,"-41.713889","-4.099722",NA,"HUEFS0235553",NA,NA,NA,NA,"41W42'50''","4S5'59''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1617","2019-10-07 09:32:44-03","UEFS","HUEFS","248326","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Moonlight, P.W.","1573",NA,"Brasil",NA,NA,"Roadside Cerradao vegetation.","HUEFS0248326","2019","03","21","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Crato","Road from Crato to Floresta Nacional, entrance to Trilha do Belmote.","-39.450833","-7.278056","960",NA,"960",NA,NA,NA,"39W27'3''","7S16'41''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1618","2019-10-07 09:32:44-03","UEFS","HUEFS","248380","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Moonlight, P.W.","1627",NA,"Brasil",NA,NA,"Cerradao vegetation. Semi-closed canopy at ca. 10-14m, composed of both deciduous and evergreen species. Relatively dense shrub layer. Relatively few lianas. Little herb layer.","HUEFS0248380","2019","03","24","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Crato","Nordeste plot Araripe-01. Floresta Nacional do Araripe. Trilha do Belmonte, 500m from the start of the trail.","-39.454167","-7.275556","963",NA,"963",NA,NA,NA,"39W27'15''","7S16'32''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1619","2019-10-07 09:32:44-03","UEFS","HUEFS","248421","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Moonlight, P.W.","1668",NA,"Brasil",NA,NA,"Dense Cerrado vegetation. Sparse trees ca. 5-8m tall. Dense shrub layer. Sparse grass and sedge layer.","HUEFS0248421","2019","03","26","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Crato","Nordeste plot Araripe-02. Floresta Nacional do Araripe. Around 8km from past entrance to Trilha Belmonte on road from Crato. 50m to the W of the road.","-39.470556","-7.337778","928",NA,"928",NA,NA,NA,"39W28'14''","7S20'16''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1620","2019-10-07 09:32:44-03","UEFS","HUEFS","248528","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Moonlight, P.W.","1776",NA,"Brasil",NA,NA,"Mata seca vegetation, dominated by large, deciduous Legume trees to >20m with a understory primarily composed of Rubiaceae trees (>5 spp.) at 5-8m. Many large lianas. Few herbs.","HUEFS0248528","2019","03","29","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Crato","Nordeste plot Araripe-03. Private reserve between Crato and Floresta Nacional do Araripe at the base of the escarpment, around 1km E of the main road to Trilha Belmote down a small footpath.","-39.452778","-7.271111","760",NA,"760",NA,NA,NA,"39W27'10''","7S16'16''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1621","2019-10-07 09:32:44-03","UEFS","HUEFS","248630","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Moonlight, P.W.","1878",NA,"Brasil",NA,NA,"Carrasco vegetation. Dense, shrubby vegetation with a canopy below 4m. Many multistemmed trees, few lianas, and few herbs.","HUEFS0248630","2019","04","07","Angiospermae","Malpighiales","Cambess.",NA,"Ceará","Crato","Nordeste plot Araripe-04. Barreiro Grande, 10km S of Crato. 100m NW of the village.","-39.476944","-7.36","901",NA,"901",NA,NA,NA,"39W28'37''","7S21'36''",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1622","2019-10-07 09:32:44-03","UEFS","HUEFS","29086","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Atkins, S.","PCD4692",NA,"Brasil",NA,NA,"Área antropizada","HUEFS0029086","1997","01","03","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Bahia","Mucugê",NA,"-41.335","-12.97","1140","HUEFS0029086","1140",NA,NA,NA,"41W20'6''","12S58'12''","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1623","2019-10-07 09:32:44-03","UEFS","HUEFS","38712","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Ratter, J.A.","8059",NA,"Brasil",NA,NA,"It remains of dystrophic facies cerradão.","HUEFS0038712","1998","08","02","Angiospermae","Malpighiales","Cambess.",NA,"Bahia",NA,"22 km W of the junction with the road to Lençois on the BR 242 highway.","-41.5","-12.433333","780","HUEFS0038712","780",NA,NA,NA,"41W30'","12S26'",NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA
"1624","2019-10-07 09:32:44-03","UEFS","HUEFS","42614","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Melo, E.","3269",NA,"Brasil",NA,NA,"Brejo próximo ao rio.","HUEFS0042614","1999","12","29","Angiospermae","Malpighiales","Cambess.","R.B.Torres","Goiás","Cristalina","Balneário de Lages.","-47.62","-16.867222","995","HUEFS0042614","995",NA,NA,NA,"47W37'12''","16S52'2''","2001","07",NA,"Rosanae",NA,NA,NA,NA,NA
"1625","2019-10-07 09:32:44-03","UEFS","HUEFS","53279","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Félix, L.P.","8234",NA,"Brasil",NA,NA,NA,"HUEFS0053279","1998","04","18","Angiospermae","Malpighiales","Cambess.","R.Marquete","Piauí",NA,"Parque Nacional de Sete Cidades.",NA,NA,NA,"HUEFS0053279",NA,NA,NA,NA,NA,NA,"2009","06",NA,"Rosanae",NA,NA,NA,NA,NA
"1626","2019-10-07 09:32:44-03","UEFS","HUEFS","7018","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Queiroz, L.P.de","1319",NA,"Brasil",NA,NA,NA,"HUEFS0007018","1986","11","19","Angiospermae","Malpighiales","Cambess.","F.A.A.Nepomuceno","Bahia","Morro do Chapéu",NA,"-41","-11.733333","900","HUEFS0007018","900",NA,NA,NA,"41W0'","11S44'","2017","08",NA,"Rosanae",NA,NA,NA,NA,NA
"1627","2019-10-07 09:32:44-03","UEFS","HUEFS","21595","PreservedSpecimen","Plantae","Salicaceae","Casearia","grandiflora","Casearia grandiflora",NA,"Kirkbride, J.H.","4839",NA,"Brasil",NA,NA,"Campo cerrado.","HUEFS0021595","1982","06","16","Angiospermae","Malpighiales","Cambess.","M.D.R.Orge","Distrito Federal","Bragança","Perto do Córrego Barreiro.","-48.183333","-15.583333","1000","HUEFS0021595","1000",NA,NA,NA,"48W11'","15S35'","1998","08",NA,"Rosanae",NA,NA,NA,NA,NA
