"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","year","month","day","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount"
"100","2021-03-15 16:37:00-03","NY","NYBG","2527642","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"I. Huamantupa Chuquimaco","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769533' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527642","3269","2003","05","20","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Cusco","Dist. Machu Picchu, Trocha Iran Bingham.","-72.22","-13.15","2207",NA,"NY02527642_01","Urubamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2021-03-15 16:37:00-03","NY","NYBG","2527628","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"M. H. Nee","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769519' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527628","49778","1998","06","18","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Trail from Estancia Islani Bajo to water intake for hydroelectric projects along Río Chuchulluni, 1 km W of Estancia Islani Bajo and Planta Hidroeléctrica Jarca.","-68.05","-16.08","1700","2050","NY02527628_01","Pedro Domingo Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2021-03-15 16:37:00-03","NY","NYBG","2527622","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"O. Buchtien","South America","Bolivia","sheet",NA,"[Inferred locality from precise loc.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769513' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527622","8156","1930","06","30","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Region von Coripata. Hacienda El Choro.",NA,NA,"1700",NA,"NY02527622_01","Nor Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2021-03-15 16:37:00-03","NY","NYBG","2527640","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"J. L. Luteyn","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769531' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527640","15686","2006","06","23","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Puno","Roadside slopes 20 km below (N of) Sandia, along roads towards San Juan de Oro.","-69.408","-14.192","1580",NA,"NY02527640_01","Sandia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2021-03-15 16:37:00-03","NY","NYBG","2527657","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"G. Navarro","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769548' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527657","CA. 1891","2001","11","01","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","De Sorata a Consata por el camino de abajo, Quiabaya.",NA,NA,"2940",NA,"NY02527657_01","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2021-03-15 16:37:00-03","NY","NYBG","2527633","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"R. Seidel","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769524' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527633","1307",NA,NA,NA,"Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Arriba de Yanacachi.","-67.738226","-16.398751","2050","2100","NY02527633_01","Sud Yungas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2021-03-15 16:37:00-03","NY","NYBG","2527661","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"G. Mandon","South America","Bolivia","sheet",NA,"[No precise loc.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769552' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527661","559",NA,NA,NA,"Magnoliophyta","Ericales","mucronata","Luteyn",NA,NA,"[No precise loc.]",NA,NA,NA,NA,"NY02527661_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2021-03-15 16:37:00-03","NY","NYBG","2527626","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"J. Solomon","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769517' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527626","12944","1984","12","23","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","45.5 km below the dam at Lago Zongo, Zongo valley. Vicinity of Cahua Hydroelectric Plant.","-68.02","-16.05","1200","1400","NY02527626_01","Pedro Domingo Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2021-03-15 16:37:00-03","NY","NYBG","2527662","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"G. Mandon","South America","Bolivia","sheet",NA,"[Illegible precise loc.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769553' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527662","559","1859","05",NA,"Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Vicinis Sorata, ad rivum [Challasuyo].",NA,NA,"2700","3000","NY02527662_01","Larecaja",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2021-03-15 16:37:00-03","NY","NYBG","2527624","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"S. G. Beck","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769515' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527624","2738","1980","01","12","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Valle de Zongo.","-68.12","-16.15","2000",NA,"NY02527624_01","Pedro Domingo Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2021-03-15 16:37:00-03","NY","NYBG","02527611","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"I. Huamantupa Chuquimaco","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769499' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527611","4364","2004","03","24","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Cusco","Dist. Santa Teresa, Urpipata. Ecotono.","-72.6144","-13.1264","2600",NA,"NY02527611_01","La Convención",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2021-03-15 16:37:00-03","NY","NYBG","2527652","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"L. Cayola","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769543' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527652","1456","2004","09","13","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Area Natural de Manejo Integrado Apolobamba, Carpa, carretera hacia Charazani.","-68.8856","-15.19","2510",NA,"NY02527652_01","Bautista Saavedra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2021-03-15 16:37:00-03","NY","NYBG","2527639","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"L. Valenzuela Gamarra","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769530' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527639","1779","2003","04","14","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Cusco","Dist. Machu Picchu. En la quebrada.","-72.55","-13.2","2342",NA,"NY02527639_01","Urubamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2021-03-15 16:37:00-03","NY","NYBG","2527627","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"J. Solomon","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769518' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527627","9030","1982","11","29","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","32.7 km N of (below) dam at Lago Zongo. A few hundred meters above Plant Hidroelectrica Chururaqui.",NA,NA,NA,NA,"NY02527627_01","Pedro Domingo Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2021-03-15 16:37:00-03","NY","NYBG","2527612","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"L. Valenzuela Gamarra","South America","Peru","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769503' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527612","1525","2003","02","25","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"Cusco","Dist. Machu Picchu, Trocha Hiran Bingham.","-72.5228","-13.1628","2117","2700","NY02527612_01","Urubamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2021-03-15 16:37:00-03","NY","NYBG","2527665","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"J. L. Luteyn","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769556' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527665","13645","1990","05","10","Magnoliophyta","Ericales","mucronata","Luteyn",NA,"La Paz","Valle de Zongo, 33.2 km N of (below) La Cumbre, along road through cloud forest.","-68.07","-16.07","2120",NA,"NY02527665_01","Pedro Domingo Murillo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2021-03-15 16:37:00-03","NY","NYBG","2527666","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla mucronata",NA,"Collector unspecified","South America","Bolivia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2769557' target='other'> <mi>dwc_moreinfo</mi></a>","NY02527666","223","1890",NA,NA,"Magnoliophyta","Ericales","mucronata","Luteyn",NA,NA,"Yungas.",NA,NA,NA,NA,"NY02527666_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-02-18 09:29:11-03","UNESP-IBB","BOTU","8326","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Ehrendorfer, F.",NA,"Brasil",NA,NA,NA,"BOTU008326","73906-28","1973","09","06",NA,NA,"eriophylla","(Pers.) Sleumer","Paschoal, M.E.S.",NA,"São Paulo/Minas Gerais, Serra da Mantiqueira: Itatiaia Mts.",NA,NA,NA,NA,NA,NA,NA,NA,"2015","05","19","9999","9999",NA,NA,NA,NA
"118","2020-06-29 11:30:08-03","UFRJ","RFA","22800","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla",NA,"F. Segadas-Vianna",NA,"Brasil",NA,NA,NA,"RFA40075",NA,"1953",NA,NA,NA,NA,NA,"(Pers.) Sleumer ex Burtt","H. Sleumer","Rio de Janeiro","Serra do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-06-29 11:30:08-03","UFRJ","RFA","22802","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla",NA,"F. Segadas-Vianna",NA,"Brasil",NA,NA,NA,"RFA40073","35","1943","06",NA,NA,NA,NA,"(Pers.) Sleumer ex Burtt",NA,"Rio de Janeiro","Macieiras","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Itatiaia","19648","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-06-29 11:30:08-03","UFRJ","RFA","22799","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla",NA,"F. Segadas-Vianna",NA,"Brasil",NA,NA,NA,"RFA40074","254","1953",NA,NA,NA,NA,NA,"(Pers.) Sleumer ex Burtt","H. Sleumer","Rio de Janeiro","Serra do Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,NA,"Itatiaia","19648","auto","1960",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-06-29 11:30:08-03","UFRJ","RFA","22801","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla",NA,"Newton Santos",NA,"Brasil",NA,NA,NA,"RFA40071","5048","1964","02","07",NA,NA,NA,"(Pers.) Sleumer ex Burtt","H. Sleumer","Rio de Janeiro","Serra do Itatiaia, Abrigo Rebouças","-44.5633010864258","-22.4960994720459","2350","2350",NA,"Itatiaia","19648","auto","1964",NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-10-09 11:13:45-03","UFBA","ALCB","19340","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla",NA,"Grupo Verde; Bolson, M; Lombardi, JA; Marcusso, GM; Melo, PHA; Royer, CA","Southern America","Brasil",NA,NA,"de aproximadamente 80 cm, na beira da trilha. Corola rósea e cálice rósea esbranquiçado. Frutos maduros verdes. Amostra em sílica.","ALCB068329","84","2015","08","23","Dicotyledon",NA,NA,"(Pers.) Sleumer ex Burtt.","Marcusso, GM","Rio de Janeiro","Parque Nacional do Itatiaia. Parte Alta do PARNA do Itatiaia. Trilha do Abrigo Rebouças sentido Prateleiras.","-44.5633010864258","-22.4960994720459",NA,NA,"ALCB068329","Itatiaia","19648","auto","2015","09",NA,NA,NA,NA,NA,NA,NA
"123","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615558","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla",NA,"Capell P","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615558 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615558",NA,"1951","10","01",NA,"Ericales",NA,"(Pers.) Mart. ex Sleumer",NA,NA,"Estado do Rio: Novo Friburgo, Cascada Pinel.",NA,NA,NA,NA,"NL-L2615558",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"124","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615559","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla",NA,"Beck SG","Southern America","Bolivia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615559 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615559",NA,"1979","12","29",NA,"Ericales",NA,"(Pers.) Mart. ex Sleumer",NA,NA,"Dpto. La Paz, Prov. Sud Yungas, Yanacachi, 1 km NW, cerca del acueducto, 15° NE.",NA,NA,NA,NA,"NL-L2615559",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"125","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615560","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla",NA,"Dusén PKH","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615560 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615560",NA,NA,NA,NA,NA,"Ericales",NA,"(Pers.) Mart. ex Sleumer",NA,NA,"Estado do Rio Minas Gerais: Serra da Itatiaya, ad Manzas.",NA,NA,NA,NA,"NL-L2615560",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"126","2020-02-08 09:01:17-03","NBC","NL-BOTANY","U.1280789","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla",NA,"Lindeman JC; Haas JH de","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1280789 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1280789",NA,"1967","07","03",NA,"Ericales",NA,"(Pers.) Mart. ex Sleumer",NA,NA,"BRASILIAE AUSTRALIS. Est. Rio de Janeiro. Parque Nacional do Itatiaia; Via Dutra to Abrigo Rebouças, 11 km from Abrigo.",NA,NA,NA,NA,"NL-U1280789",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"127","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L 0007094","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla","isotype","Sello F","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200007094 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0007094",NA,NA,NA,NA,NA,"Ericales","eriophylla",NA,"Luteyn JL",NA,"Brasilia.",NA,NA,NA,NA,"NL-L0007094",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","478215",NA,NA
"128","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615562","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Martins HF","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615562 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615562",NA,"1960","03","13",NA,"Ericales","eriophylla",NA,NA,NA,"Est. do Rio de Janeiro, Itatiaia, caminho Reboucas - Prate leiras.",NA,NA,NA,NA,"NL-L2615562",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"129","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615563","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Castellanos A","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615563 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615563",NA,"1960","11","15",NA,"Ericales","eriophylla",NA,NA,NA,"Minas Gerais, Serra do Caparao, Macieiras.",NA,NA,NA,NA,"NL-L2615563",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"130","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615580","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Koczicki C","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615580",NA,"1973","10","20",NA,"Ericales","eriophylla",NA,NA,NA,"Serra da Piedade (mun. Caete) Minas Gerais.",NA,NA,NA,NA,"NL-L2615580",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"131","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615564","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Anderson WR; Stieber M; Kirkbride Jr JH","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615564 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615564",NA,"1972","02","10",NA,"Ericales","eriophylla",NA,NA,NA,"Plants of the Planalto do Brasil. Estado de Minas Gerais, Serra do Espinhaco.",NA,NA,NA,NA,"NL-L2615564",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"132","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615565","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Krapovickas A","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615565 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615565",NA,"1975","01","30",NA,"Ericales","eriophylla",NA,NA,NA,"Plantas De Brasil. Estado Rio de Janeiro. Parque Nac. de Itatiaia, fin de la carretera a Prateleiras.",NA,NA,NA,NA,"NL-L2615565",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"133","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615566","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Carauta JPP","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615566 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615566",NA,"1969","11","09",NA,"Ericales","eriophylla",NA,NA,NA,"Est. do Rio de Janeiro, Itatiaia, Prateleiras.",NA,NA,NA,NA,"NL-L2615566",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"134","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615567","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Renner SS; Kubitzki K","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615567 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615567",NA,"1981","03","02",NA,"Ericales","eriophylla",NA,NA,NA,"Pflanzen Aus Brasilien.* Rio de Janeiro. Serra dos Orgaos. 2 m hoher Strauch, Petalen hellrot.",NA,NA,NA,NA,"NL-L2615567",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"135","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615568","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Renner SS; Kubitzki K","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615568",NA,"1981","03","02",NA,"Ericales","eriophylla",NA,NA,NA,"Pflanzen Aus Brasilien. Rio de Janeiro. Serra dos Orgaos. 2 m hoher Strauch.",NA,NA,NA,NA,"NL-L2615568",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"136","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615569","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Tórgo FM","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615569 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615569",NA,"1960","03","02",NA,"Ericales","eriophylla",NA,NA,NA,"Rio de Janeiro. Minas Gerais, pr. Caparao, Velho.",NA,NA,NA,NA,"NL-L2615569",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"137","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615570","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Monteiro L; Vianna MC","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615570 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615570",NA,"1968","09","27",NA,"Ericales","eriophylla",NA,NA,NA,"Minas Gerais, Estrada para Caxambu.",NA,NA,NA,NA,"NL-L2615570",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"138","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615571","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Vianna MC","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615571 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615571",NA,"1963","11","02",NA,"Ericales","eriophylla",NA,NA,NA,"Rio de Janeiro. Teresopolis, P.N.S.O. entre abrigos 3 & 4. Arbusto lenhoso. Cor. vermelha.",NA,NA,NA,NA,"NL-L2615571",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"139","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615572","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Segadas-Vianna F; Dau L; Ormond WT; Machline GC","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615572",NA,"1953","01","01",NA,"Ericales","eriophylla",NA,NA,NA,"St. of Rio de Janeiro, Resende Co., Serra do Itatiaia.",NA,NA,NA,NA,"NL-L2615572",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"140","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615574","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Hunt DR","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615574 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615574",NA,"1966","07","24",NA,"Ericales","eriophylla",NA,NA,NA,"South-eastern Brazil. States of Sao Paulo, Rio de Janeiro, Guanabara, Parana and Santa Catarina. Itatiaia, Parque Nacional.",NA,NA,NA,NA,"NL-L2615574",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"141","2020-02-08 09:01:17-03","NBC","NL-BOTANY","L.2615575","PreservedSpecimen","Plantae","Ericaceae","Gaultheria","eriophylla","Gaultheria eriophylla eriophylla",NA,"Porto PC","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2615575 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2615575",NA,"1937","09","10",NA,"Ericales","eriophylla",NA,NA,NA,"Campes de Jerdao - Sao Paulo.",NA,NA,NA,NA,"NL-L2615575",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
