"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","minimumElevationInMeters","maximumElevationInMeters","phylum","order","continentOcean","preparationType","infraspecificEpithet","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","typeStatus"
"16","2020-05-21 10:21:45-03","UFCG","CSTR","3166","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertal","Queiroga, I.S.","90","2011","05","29","Brasil","Paraíba","Pombal","Sítio Maniçoba II","-37.801700592041","-6.77027988433838",NA,NA,"Erva; folha membranáceas; inflorescência verdes; ocasional.; Na margem do riacho do Carneiro, nas proximidades de Silva.",NA,NA,"Maciel, J.R.; Garcia, C.A.","2011",NA,NA,NA,NA,NA,NA,NA,"09","09",NA,"28929","auto",NA,NA,NA
"17","2021-03-21 19:40:23-03","UFC","EAC","7706","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Martins, P.; Nunes, E.","s.n.","1979","12","10","Brasil","Maranhão",NA,"entre Imperatriz e Porto Franco, Substrato arenoso",NA,NA,NA,NA,"Erva, abundante; Capoeira","EAC0007706","EAC0007706","Loiola, M.I.B.","2017",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,"06",NA,NA,NA,NA,NA,NA,NA
"18","2020-12-14 16:14:35-03","UFC","EAC","13503","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Mata, M.F.","s.n.","1989","05","22","Brasil","Ceará","Fortaleza","Campus do Pici","-38.543098449707","-3.71722006797791",NA,NA,"Erva; Mata","EAC0013503","EAC0013503","Loiola, M.I.B.","2017",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,"06",NA,NA,"19924","auto",NA,NA,NA
"19","2020-12-14 16:14:35-03","UFC","EAC","26549","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Castro, A.S.F.","547","1998","04","10","Brasil","Ceará","Pacoti",NA,"-38.9233016967773","-4.22499990463257",NA,NA,"Mata úmida","EAC0026549","EAC0026549","Loiola, M.I.B.","2017",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,"06",NA,NA,"9622","auto",NA,NA,NA
"20","2020-12-14 16:14:35-03","UFC","EAC","13501","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Mata, M.F.","s.n.","1989","05","22","Brasil","Ceará","Fortaleza","Campus do Pici","-38.543098449707","-3.71722006797791",NA,NA,"Erva; Mata","EAC0013501","EAC0013501","Loiola, M.I.B.","2017",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,"06",NA,NA,"19924","auto",NA,NA,NA
"21","2020-12-14 16:14:35-03","UFC","EAC","1233","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Ducke, A.","171","1955","06","18","Brasil","Ceará","Fortaleza","Parangaba, Taperoaba","-38.543098449707","-3.71722006797791",NA,NA,NA,"EAC0001233","EAC0001233","Loiola, M.I.B.","2017",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,"06",NA,NA,"19924","auto",NA,NA,NA
"22","2021-03-21 19:40:23-03","UFC","EAC","9649","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Fernandes, A.; Matos, F.J.A.","EAC9649","1981","02","12","Brasil","Ceará","Guaramiranga","Serra de Baturité, Margem de riacho","-38.9331016540527","-4.26332998275757",NA,NA,"Mata","EAC0009649","EAC0009649","Loiola, M.I.B.","2017",NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,"06",NA,NA,"13198","auto",NA,NA,NA
"23","2015-10-01 09:35:18-03","MNHN","RECOLNAT_MNHN_P","P00740841","PreservedSpecimen",NA,"Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Gaudichaud, C.",NA,"1831",NA,NA,"Brésil",NA,NA,"Rio de janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740841' target='other'> <mi>dwc_moreinfo</mi></a>","P00740841","P00740841_01","Zuloaga",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"288",NA,NA
"24","2015-09-05 10:40:35-03","MNHN","RECOLNAT_MNHN_P","P00740842","PreservedSpecimen",NA,"Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Gaudichaud, C.",NA,"1831",NA,NA,"Brésil",NA,NA,"Rio de janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00740842' target='other'> <mi>dwc_moreinfo</mi></a>","P00740842","P00740842_01","Zuloaga",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"288",NA,NA
"25","2020-12-11 11:45:08-03","UFMG","BHCB","73012","PreservedSpecimen","Plantae","Poaceae","Hymenachne","condensata","Hymenachne condensata","(Bertol) Chase","Viegas, GP","s.n.","1939","09","21","Brasil","São Paulo","Pindorama","Barranca do rio São Domingos","-48.9000015258789","-21.1800003051758",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon",NA,"Southern America",NA,NA,NA,NA,NA,"14884","auto",NA,NA,NA
"26","2009-06-24 18:35:00-03","MO","MOBOT","1920923","PreservedSpecimen","Plantae","Poaceae","Hymenachne","condensata","Hymenachne condensata","(Bertol.) Chase","Agnes Chase","Chase 8414","1925","2","10","Brazil","Rio de Janeiro",NA,"Jacarepaguá. Mucky soil, open low ground",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.00000000","15.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2009-06-24 18:35:00-03","MO","MOBOT","1920924","PreservedSpecimen","Plantae","Poaceae","Hymenachne","condensata","Hymenachne condensata","(Bertol.) Chase","Agnes Chase","Chase 8418","1925","2","10","Brazil","Rio de Janeiro",NA,"Jacarepaguá, in shallow water, edge of little pool",NA,NA,NA,NA,NA,NA,NA,NA,NA,"10.00000000","15.00000000",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","1812551","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Gerrit Davidse|T.P. Ramamoorthy|Daniel M. Vital","Davidse 11494","1976","3","28","Brazil","Minas Gerais",NA,"Ca. 1 km S of São Pedro do Suaçuí along Highway MG-3. Secondary growth along road.",NA,NA,NA,NA,NA,NA,NA,"F.O. Zuloage",NA,"520.00000000",NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1187",NA,NA
"29","2015-02-26 22:03:00-03","MO","MOBOT","228904","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","G. Raddi","Raddi s.n.",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2012-04-13 08:57:00-03","MO","MOBOT","2482800","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Roberto M. Klein|A. Bresolin","Klein 9966",NA,NA,NA,"Brazil","Santa Catarina",NA,"Florianópolis. Florianópolis",NA,NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","2959099","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","Casari","Casari 552","1981",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio de Janeiro. Recreic dos Bandeirantes, mata paludesa das Taxas.",NA,NA,NA,NA,NA,NA,NA,"F.O Zuloaga",NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-08-31 09:21:31-03","INPA","INPA","10434","S","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Sw.","Rodrigues, WA","3869","1961","12","12","Brasil","Amazonas","Manaus","Parque 10., Parque 10. Terra firme, solo arenoso, descampado.","-60.006369","-3.078643","-60.006369","-3.078643",NA,"INPA0010434",NA,"Gibertoni, TB; Gomes-Silva, AC","2012",NA,NA,"Monocotyledon","Poales","Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-08-31 09:21:31-03","INPA","INPA","10463","S","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Sw.","Rodrigues, WA","3898","1961","12","13","Brasil","Amazonas","Manaus","Igarapé do Buião., Igarapé do Buião. Terra firme, solo arenoso, descampado.","-60.025","-3.10194","-60.025","-3.10194",NA,"INPA0010463",NA,"Gibertoni, TB; Gomes-Silva, AC","2012",NA,NA,"Monocotyledon","Poales","Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-08-31 09:21:31-03","INPA","INPA","5106","S","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Sw.","Ferreira, E","57-57","1957","03","02","Brasil","Amazonas","Manaus","BR174, Km 9, BR 17, Km 9.","-60.03","-2.87","-60.03","-2.87",NA,"INPA0005106",NA,"Gibertoni, TB; Gomes-Silva, AC","2012",NA,NA,"Monocotyledon","Poales","Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-08-31 09:21:31-03","INPA","INPA","5277","S","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Sw.","Rodrigues, WA","398","1957","04","04","Brasil","Amazonas","Manacapuru","Posto Sto. Antônio; margem argilo-arenosa, alagáve, Posto Sto. Antônio; margem argilo-arenosa, alagável.","-60.6206","-3.29972","-60.6206","-3.29972",NA,"INPA0005277",NA,"Gibertoni, TB; Gomes-Silva, AC","2012",NA,NA,"Monocotyledon","Poales","Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","975897","PreservedSpecimen","Plantae","Poaceae","Hymenachne","condensata","Hymenachne condensata","(Bertol.) Chase","Wilkes Explor. Exped.","s.n.","1838",NA,NA,"Brazil","Rio de Janeiro",NA,"Rio Janeiro",NA,NA,NA,NA,NA,"US00960711","US00960711_01",NA,NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA
"37","2020-09-12 05:00:02-03","US","US","80598","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Raddi ex Bertoloni","G. Raddi","---",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,"US00148374","US00148374_01",NA,NA,NA,NA,NA,"Cyperales","South America - Neotropics",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1","Type fragment"
"38","2020-09-12 05:00:02-03","US","US","1255900","PreservedSpecimen","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","A. Chase","08414","1925","2","10","Brazil","Rio de Janeiro",NA,"Jacarepaguá",NA,NA,NA,NA,NA,NA,NA,"Zuloaga, F. O.",NA,"10","15",NA,"Cyperales","South America - Neotropics",NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA
"39","2019-01-25 15:44:41-02","IAC","IAC","3377","S","Plantae","Poaceae","Panicum","condensatum","Panicum condensatum","Bertol.","G.P. Viégas","s/nº","1939","03","20","Brasil","São Paulo","Pindorama","Barranca Rio São Domingos","-48.9072","-21.1858","-48.9072","-21.1858",NA,NA,NA,"F.O. Zuloaga","1997",NA,NA,NA,NA,NA,NA,NA,"11","20",NA,NA,NA,NA,NA,NA
"40","2020-11-04 17:30:23-03","UEM","HUEM","14256","S","Plantae","Poaceae","Hymenachne","condensata","Hymenachne condensata","(Bertol.) Chase","K.K Kita","334","2004","08","13","Brasil","Paraná","Porto Rico","rio Paraná, Lagoa Figueira, ilha Porto Rico.","-53.2668991088867","-22.7721996307373",NA,NA,"Herbáceo. Espigueta de coloração bege.","HUEM000022440",NA,"K.K Kita","2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18063","auto",NA,NA,NA
"41","2020-08-20 20:41:30-03","UFSC","FLOR","4289","PreservedSpecimen","Plantae","Poaceae","Hymenachne","condensata","Hymenachne condensata","(Bertol.) Chase","Klein, R.M.; Bresolin, A.","9966","1971","11","18","Brasil","Santa Catarina","Governador Celso Ramos","Vagem do Macário.","-48.5592002868652","-27.3146991729736",NA,NA,NA,"FLOR0004289",NA,"Smith, L.B.","1977","5","5",NA,"Poales",NA,NA,NA,NA,NA,NA,"13751","auto",NA,NA,NA
"42","2020-08-20 20:41:30-03","UFSC","FLOR","28259","PreservedSpecimen","Plantae","Poaceae","Hymenachne","condensata","Hymenachne condensata","(Bertol.) Chase","Imaguire, N.","12","1973","03","19","Brasil","Santa Catarina","Ilhota","Fazenda da Barra.","-48.8272018432617","-26.8997001647949",NA,NA,NA,"FLOR0028259",NA,"Smith, L.B.","1980",NA,NA,NA,"Poales",NA,NA,NA,NA,NA,NA,"18275","auto",NA,NA,NA
"43","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","?","s.n.",NA,NA,NA,"?",NA,NA,"ad fossas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Maly, FP","s.n.",NA,NA,NA,"Brazil","Bahia","Ilhéus","ad fluvium prope Ilheos","-39.0494","-14.7889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,"61245","auto",NA,NA,NA
"45","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Martius, CFP","s.n.",NA,NA,NA,"Brazil",NA,NA,"in nemoribus prope Caxias",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"46","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Regnell, AF","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"locis herbidis udis provinciae Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"47","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Glaziou, AFM","4301",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"48","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Poeppig, EF","3049",NA,NA,NA,"Brazil",NA,NA,"in regione fluminis Amazonum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"49","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Martius, CFP","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"locis herbidis udis provinciae Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"50","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Regnell, AF","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"locis herbidis udis provinciae Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"51","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Forssell, KBJ","351",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"52","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Forssell, KBJ","313",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"53","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Beyrich, HC","s.n.",NA,NA,NA,"Brazil",NA,NA,"ad Santa Anna",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"54","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Martius, CFP","s.n.",NA,NA,NA,"Brazil","Minas Gerais",NA,"locis herbidis udis provinciae Minarum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
"55","2017-09-11 17:12:53-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae","Poaceae","Panicum","pilosum","Panicum pilosum subverticillatum","Döll","Gaudichaud Beaupré, C","136",NA,NA,NA,"Brazil","Rio de Janeiro",NA,"prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Southern America",NA,"subverticillatum",NA,NA,NA,NA,NA,NA,NA,NA
