"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","dayIdentified","fieldNumber","individualCount","class"
"11","2019-08-20 10:19:25-03","UNICAMP","UEC","88220","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Caddah, MK","Goldenberg, R; Koch, I; Mansano, VF; Sciamarelli, A; Sartori, ALB","377","1996","08","20",NA,"Brazil","Espírito Santo","Santa Teresa","Reserva Biológica de Santa Lúcia","-40.543611","-19.956667",NA,NA,NA,"Arvoreta de 3 m, em floresta alta, de encosta. Material estéril.","UEC071988","UEC071988",NA,"2012",NA,"-40.543611","-19.956667",NA,NA,NA,NA,NA,NA
"12","2019-08-20 10:19:25-03","UNICAMP","UEC","84466","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Caddah, MK","Baitello, JB","622","1994","03","30",NA,"Brazil","São Paulo","Cunha","Parque estadual da Serra do Mar, Pedreira e arredores.","-44.9599990844727","-23.0699996948242",NA,NA,NA,"flor, Arvoreta de 4 m de altura, frutos imaturos verdes. Ver Miconia revoluta. Solo arenoso, pedregoso e em alguns locais bastante úmido.","UEC083592","UEC083592",NA,"2012",NA,NA,NA,"38855","auto",NA,NA,NA,NA
"13","2019-08-20 10:19:25-03","UNICAMP","UEC","182798","S","Plantae","Magnoliopsida",NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Caddah, MK","Brito, VLG","38","2011","03","30",NA,"Brazil","São Paulo","Ubatuba","Núcleo Picinguaba.","-45.0699996948242","-23.4300003051758",NA,NA,NA,NA,"UEC011532","UEC011532",NA,"2012","08",NA,NA,"34265","auto","29",NA,NA,NA
"14","2019-06-27 10:25:40-03","UFES","VIES","16813","S","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Goldenberg, R.","Gomes, J.M.L.","3105","2006","08",NA,NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"VIES016813","VIES016813",NA,"2013",NA,NA,NA,"23813","auto",NA,NA,NA,NA
"15","2019-12-06 19:29:55-03","UFES","VIES","34276","S","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","R. Goldenberg","Araújo, E.A.","357","2015","09","12",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 08, indivíduo 53. Parque Nacional do Caparaó","-41.769722","-20.490833",NA,NA,NA,NA,"VIES034276","VIES034276",NA,"2016",NA,"41º46'11''W","20º29'27''S",NA,NA,NA,NA,NA,NA
"16","2020-04-27 16:10:35-03","UFES","VIES","34699","S","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","R. Goldenberg","Araújo, E.A.","372","2015","12",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta. Parcela 08, indivíduo 190. Parque Nacional do Caparaó","-41.769722","-20.490833",NA,NA,NA,NA,"VIES034699","VIES034699",NA,"2016","02","41º46'11''W","20º29'27''S",NA,NA,NA,NA,NA,NA
"17","2017-05-09 10:07:05-03","MNHN","RECOLNAT_MNHN_P","P01167950","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.",NA,"Glaziou, A.",NA,"1888","2","27",NA,"Brésil","Rio de Janeiro",NA,"Province de RJ : Petropolis",NA,NA,NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167950' target='other'> <mi>dwc_moreinfo</mi></a>","P01167950","P01167950_01","isotype",NA,NA,NA,NA,NA,NA,NA,"16934",NA,NA
"18","2017-05-09 10:07:15-03","MNHN","RECOLNAT_MNHN_P","P01167951","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.",NA,"Glaziou, A.",NA,"1888","2","27",NA,"Brésil","Rio de Janeiro",NA,"Province de RJ : Petropolis",NA,NA,NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167951' target='other'> <mi>dwc_moreinfo</mi></a>","P01167951","P01167951_01","isotype",NA,NA,NA,NA,NA,NA,NA,"16934",NA,NA
"19","2017-04-20 11:22:28-03","MNHN","RECOLNAT_MNHN_P","P01167952","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.",NA,"Glaziou, A.",NA,"1888","2","27",NA,"Brésil","Rio de Janeiro",NA,"Province de RJ : Petropolis",NA,NA,NA,NA,"hb","Donné par Mme Simart, sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01167952' target='other'> <mi>dwc_moreinfo</mi></a>","P01167952","P01167952_01","isotype",NA,NA,NA,NA,NA,NA,NA,"16934",NA,NA
"20","2020-12-11 11:38:28-03","UFMG","BHCB","32163","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-11 11:38:28-03","UFMG","BHCB","32163","PreservedSpecimen","Plantae","Dicotyledon",NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.",NA,NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-02-11 17:20:09-03","UFPR","UPCB","67191","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Caddah, M.K.","Caddah, M.K.","720","2010","01","18",NA,"Brasil","Rio de Janeiro","Teresópolis","Parque Nacional da Serra dos Órgãos, proximidades do Vale dos Macacos.","-43.015556",NA,"1400","1400",NA,"Coleta em sílica..","UPCB0020169","UPCB0020169",NA,"2010","02","-43.015556",NA,NA,NA,NA,NA,NA,NA
"23","2021-02-11 17:20:09-03","UFPR","UPCB","40251","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Goldenberg, R.","Goldenberg, R.","377","1996","08","20",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"Arvoreta 3m, em floresta alta, de encosta. Material estéril..","UPCB0020163","UPCB0020163",NA,"1999","01","9999","9999",NA,NA,"01",NA,NA,NA
"24","2021-02-11 17:20:09-03","UFPR","UPCB","54016","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Goldenberg, R.","Boone, W.","446","1985","05","15",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"Arvoreta 6m x 4cm. inflorescência com botão floral de corola branca, ciófila. Mata..","UPCB0020165","UPCB0020165",NA,"2006","01","9999","9999",NA,NA,"01",NA,NA,NA
"25","2021-02-11 17:20:09-03","UFPR","UPCB","64029","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Goldenberg, R.","Kollmann, L.","8288","2005","09","02",NA,"Brasil","Espírito Santo","Santa Teresa","BLOQUEADO",NA,NA,NA,NA,NA,"Arvoreto 5m, no sol. Frutos verdes..","UPCB0020164","UPCB0020164",NA,"2009","01","9999","9999",NA,NA,"01",NA,NA,NA
"26","2021-02-11 17:20:09-03","UFPR","UPCB","82719","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Goldenberg, R.","Amorim, A.M.A.","7793","2009","04","09",NA,"Brasil","Espírito Santo","Castelo","Entorno do alojamento em fragmentos de floresta ombófila densa. Floresta Ombrófila Densa Montana.","-41.075","-20.519","1100","1100",NA,"Árvore ca. 6m alt. Folhas discolores, a face inferior ferrugínea. Botões jovens ferrugíneos..","UPCB0020144","UPCB0020144",NA,NA,NA,"-41.075","-20.519",NA,NA,NA,NA,NA,NA
"27","2021-02-11 17:20:09-03","UFPR","UPCB","83911","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Goldenberg, R.","Gomes, J.M.L.","3105","2006","08",NA,NA,"Brasil","Espírito Santo","Santa Teresa","São Lourenço","-40.6","-19.9358",NA,NA,NA,NA,"UPCB0020145","UPCB0020145",NA,"2013",NA,"-40.6000","-19.9358",NA,NA,NA,NA,NA,NA
"28","2021-02-11 17:20:09-03","UFPR","UPCB","84614","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Goldenberg, R.","Araújo, E.A.","357","2015","09","12",NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta, PARNA do Caparaó: Parcela 08, indivíduo 53","-41.77","-20.491",NA,NA,NA,"Fruto capsular, folha discolor, ápice cuspidado, presença de domácias..","UPCB0020142","UPCB0020142",NA,"2015",NA,"-41.770","-20.491",NA,NA,NA,NA,NA,NA
"29","2021-02-11 17:20:09-03","UFPR","UPCB","84636","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Goldenberg, R.","Araújo, E.A.","372","2015","12",NA,NA,"Brasil","Espírito Santo","Ibitirama","Santa Marta, Parque Nacional do Caparaó, Parcela 08, indivíduo 190","-41.769722","-20.490833",NA,NA,NA,NA,"UPCB0020143","UPCB0020143",NA,"2016","02","-41.769722","-20.490833",NA,NA,NA,NA,NA,NA
"30","2021-02-11 17:20:09-03","UFPR","UPCB","39953","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Goldenberg, R.","Araújo, D.","948","1976","01","21",NA,"Brasil","Rio de Janeiro","Santa Maria Madalena","Parque Estadual do Desengano, Santa Clara","-42.0080986022949","-21.9552993774414",NA,NA,NA,"Árvore com ±4m, botões cobertos de indumento ferrugíneo, folhas verdes na parte superior, esbranquiçadas na inferior. Altitude ±800m s.n.m..","UPCB0020166","UPCB0020166",NA,"1999","01",NA,NA,"30526","auto","01",NA,NA,NA
"31","2010-12-27 14:28:00-02","MO","MOBOT","100332504","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Cogniaux, TYPE","Auguste F.M. Glaziou","Glaziou 16934","1861",NA,NA,"South America","Brazil","Rio de Janeiro",NA,"[No data on label; protologue says in prov. Rio de Janeiro.]",NA,NA,NA,NA,NA,NA,NA,NA,"Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"32","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","25045",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","R. Goldenberg/IV-2009","L. Kollmann; et al","8288","2005","09","02",NA,"Brasil","Espírito Santo","Santa Teresa","Estação Biológica de Santa Lúcia","-40.530278","-19.971389",NA,NA,NA,"Arvoreto 5m, no sol. Frutos verdes.","MBML025045","MBML025045",NA,NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA,NA,NA
"33","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","819",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","(UEC67283): Caddah, MK 2012","W. Boone","446","1985","05","15",NA,"Brasil","Espírito Santo","Santa Teresa","Nova Lombardia","-40.510556","-19.823611",NA,NA,NA,"Arvoreta de 6m, DAP 4cm, inflorescência com botões florais de corola branca, ciófila, mata.","MBML000819","MBML000819",NA,NA,NA,"40W30'38","19S49'25",NA,NA,NA,NA,NA,NA
"34","2020-07-10 09:47:32-03","MBML","MBML-HERBARIO","39516",NA,"Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","R. Goldenberg/2015","A. M. Amorim","7793","2009","04","09",NA,"Brasil","Espírito Santo","Castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,NA,NA,"MBML039516","MBML039516",NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","1124149","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.",NA,"A. F. M. Glaziou","16934","1888","2",NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Petropolis.",NA,NA,NA,NA,NA,NA,"US00121189","US00121189_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"36","2020-09-12 05:00:02-03","US","US","2405558","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.",NA,"A. F. M. Glaziou","934",NA,NA,NA,"South America - Neotropics","Brazil",NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,"US01101167","US01101167_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae"
"37","2020-09-12 05:00:02-03","US","US","2776108","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.",NA,"D. Araujo",NA,"1976","1","21","South America - Neotropics","Brazil","Rio de Janeiro","Santa Maria Madalena","Parque do Desengano, Santa Clara","-42.0080986022949","-21.9552993774414","800",NA,NA,NA,"US01916689","US01916689_01 US01916689_02",NA,NA,NA,NA,NA,"30526","auto",NA,NA,"1","Dicotyledonae"
"38","2020-09-12 05:00:02-03","US","US","3184427","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.",NA,"W. Boone",NA,"1985","5","15","South America - Neotropics","Brazil","Espírito Santo","Santa Teresa","Nova Lombardia","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"US01916688","US01916688_01 US01916688_02",NA,NA,NA,NA,NA,"23813","auto",NA,NA,"1","Dicotyledonae"
"39","2019-11-13 11:25:42-03","USP","SPF","96836","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Caddah, MK","Baitello, JB","622","1994","03","30",NA,"Brasil","São Paulo","Cunha","Parque Estadual da Serra do Mar","-44.9599990844727","-23.0699996948242",NA,NA,NA,NA,"SPF00096836",NA,NA,"1996","09",NA,NA,"38855","auto",NA,NA,NA,NA
"40","2019-09-04 19:24:50-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","setoso-ciliata","Miconia setoso-ciliata",NA,NA,"A. Glaziou","16934",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,"Type [status unknown]",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"41","2019-01-23 11:32:29-02","F","FMNH-SEEDPLANTS","V0093076F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","setoso-ciliata","Miconia setoso-ciliata",NA,NA,"A. Glaziou","16934","1988","2","27","South America","Brazil",NA,NA,"Petrópolis",NA,NA,NA,NA,NA,NA,"V0093076F","V0093076F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"42","2019-09-04 17:23:55-03","F","FMNH-SEEDPLANTS","V0063841F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Melastomataceae","Miconia","setoso-ciliata","Miconia setoso-ciliata",NA,NA,"A. Glaziou","16934","1888","2","27","South America","Brazil",NA,NA,"Petrópolis",NA,NA,NA,NA,NA,NA,"V0063841F","V0063841F_01","Isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae"
"43","2020-07-23 12:13:24-03","CEPLAC","CEPEC","147281","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setoso-ciliata","Miconia setoso-ciliata",NA,"R. Goldenberg","A. M. Amorim","7793","2009","04","09",NA,"Brasil","Espírito Santo","castelo",NA,"-41.184700012207","-20.6035995483398",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,"23588","auto",NA,NA,NA,NA
"44","2021-02-23 13:22:45-03","MN","R-TIPOS","9552","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setoso-ciliata","Miconia setoso-ciliata","Cogn.",NA,"Glaziou, A.F.M.","16934","1888","02","27",NA,"Brasil","Rio de Janeiro","Petrópolis","Vila Teresa","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"R000009552","R000009552_001","Isotypus",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA
"45","2021-02-23 13:22:45-03","MN","R-TIPOS","9552b","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setoso-ciliata","Miconia setoso-ciliata","Cogn.",NA,"Glaziou, A.F.M.","16934","1888","02","27",NA,"Brasil","Rio de Janeiro","Petrópolis","Vila Teresa","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"R000009552b","R000009552b_001","Isotypus",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA
"46","2021-02-23 13:22:45-03","MN","R-TIPOS","9552a","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setoso-ciliata","Miconia setoso-ciliata","Cogn.",NA,"Glaziou, A.F.M.","16934","1888","02","27",NA,"Brasil","Rio de Janeiro","Petrópolis","Vila Teresa","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"R000009552a","R000009552a_001","Isotypus",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA
"47","2021-02-23 13:22:45-03","MN","R-TIPOS","9552c","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Miconia","setoso-ciliata","Miconia setoso-ciliata","Cogn.",NA,"Glaziou, A.F.M.","16934","1888","02","27",NA,"Brasil","Rio de Janeiro","Petrópolis","Vila Teresa","-43.1786003112793","-22.5049991607666",NA,NA,NA,NA,"R000009552c","R000009552c_001","Isotypus",NA,NA,NA,NA,"36524","auto",NA,NA,NA,NA
"48","2020-08-20 14:57:59-03","UFSC","FLOR","65203","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Caddah, M.K.","Scarponi, T.M.; Nascimento, L.S.; Ammon, R.A.; Hottz, D.","83","2014","08","13",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Conglomerado 14-2-10-106; UTM do Ponto Central: E (768691m) N (7519456m). Fuso do GPS (23K). Projeto Inventário Florestal Nacional.","-42.39","-22.41","750","750",NA,"Árvore com 7,8m de altura; Base reta; Casca interna creme e externa castanho claro, fina, áspera; Com desprendimento espoliante; Fruto imaturo com 0,2-0,3 cm, formato globoso, internamente branco e externamente verde claro/roxo, carno","FLOR0065203","FLOR0065203",NA,"2017","05","42º23'24''W","22º24'36''S",NA,NA,NA,NA,NA,NA
"49","2020-08-20 14:57:59-03","UFSC","FLOR","66531","PreservedSpecimen","Plantae",NA,"Myrtales","Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Baumgratz, J.F.A.","Baumgratz, J.F.A.; Barberena, F.F.V.A.; Elaine; Damaisceno, R.; Condake, J.; Siva, W.","1115","2009","05","05",NA,"Brasil","Rio de Janeiro","Itatiaia","Trilha Maromba a Macieiras (Travessia Rui Braga - Sede Rebouças).","-44.635556","-22.4375","1500","1500",NA,"2m altura. Arvoreta. Ramos e pecíolos ferrugíneos; folhas discolores: face adaxial verde-escura, face abaxial verde-clara com nervuras pardacentas; botões florais com hipanto verde-alvacento e corola alva. Recebida do Herbário RB nº48","FLOR0066531","FLOR0066531",NA,"2009","05","44º38'8''W","22º26'15''S",NA,NA,NA,NA,NA,NA
"50","2014-09-23 10:58:42-03","G","G","G00368358","S","Plantae",NA,NA,"Melastomataceae","Miconia","setosociliata","Miconia setosociliata","Cogn.","Caddah, M.","Glaziou, A. F. M.","16934","1888",NA,"00","AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00368358",NA,"ISOLECTOTYPUS of Miconia setosociliata Cogn.","2012","01","-53.08972222","-10.77305556",NA,NA,"01",NA,NA,NA
