"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","minimumElevationInMeters","coordinatePrecision","maximumElevationInMeters","geoFlag","fieldNumber","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude"
"11","2021-03-15 18:27:25-03","USP","SPF","193728","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Tetraplandra","dimitrii","Tetraplandra dimitrii","Emmerich","Anônimo","Sucre, D","8972","1972","04","26",NA,"Brasil","Espírito Santo","Cachoeiro de Itapemirim","Na estrada para Alegre, 10 km da cidade.","-41.1128005981445","-20.8488998413086",NA,"Arbusto umbrófilo com até 4 m de alt., sendo frequentes exemp0lares floríferos a partir de 1.5 m de alt. Bastante frequente em mata seca (periodicamente) de solo arenoso. Látex branco. Lâmina de folha na fac e ventral verde muito esc","SPF00193728",NA,"isotype","90","35694","90","auto",NA,NA,NA,NA,NA,NA,NA
"12","2020-07-23 12:06:49-03","CEPLAC","CEPEC","130610","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Tetraplandra","dimitrii","Tetraplandra dimitrii",NA,"D. Sucre","D. Sucre","8957","1972","04","25",NA,"Brasil","Espírito Santo","CACHOEIRO DE ITAPEMIRIM","Estrada para Itabira.","-41.1128005981445","-20.8488998413086",NA,NA,NA,NA,"Paratipo",NA,"35694",NA,"auto",NA,NA,NA,NA,NA,NA,NA
"13","2021-02-23 13:22:24-03","MN","R-TIPOS","169489h","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489h","R000169489h_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"14","2021-02-23 13:22:24-03","MN","R-TIPOS","169489d","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489d","R000169489d_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"15","2021-02-23 13:22:24-03","MN","R-TIPOS","169489i","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489i","R000169489i_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"16","2021-02-23 13:22:24-03","MN","R-TIPOS","169489f","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489f","R000169489f_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"17","2021-02-23 13:22:24-03","MN","R-TIPOS","169489j","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489j","R000169489j_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"18","2021-02-23 13:22:24-03","MN","R-TIPOS","169489e","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489e","R000169489e_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"19","2021-02-23 13:22:24-03","MN","R-TIPOS","169489","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489","R000169489_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"20","2021-02-23 13:22:24-03","MN","R-TIPOS","169489g","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489g","R000169489g_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"21","2021-02-23 13:22:24-03","MN","R-TIPOS","169489c","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489c","R000169489c_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"22","2021-02-23 13:22:24-03","MN","R-TIPOS","169489b","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489b","R000169489b_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"23","2021-02-23 13:22:24-03","MN","R-TIPOS","169489a","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L. Webster","Oliveira, L.","Sucre Benjamin, D.","8972","1972","04","26",NA,"Brasil","Espírito Santo",NA,"10Km de Cachoeiro de Itapemirim",NA,NA,NA,NA,"R000169489a","R000169489a_001","Isotypus de Tetraplandra dimitrii Emmerich",NA,NA,NA,NA,NA,NA,"2009","11","17",NA,NA
"24","2021-02-25 18:37:30-03","IBt","SP","269971","S","Plantae",NA,NA,"Euphorbiaceae","Algernonia","dimitrii","Algernonia dimitrii","(Emmerich) G.L.Webster","Oliveira, LAF","Pirani, JR; Mello-Silva, R","2826","1993","05","12",NA,"Brasil","Espírito Santo","Cachoeiro do Itapemirim","Morro Grande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","12","10",NA,NA
