"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","country","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","dayIdentified","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","class","order","year","month","day","continentOcean","occurrenceRemarks","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","typeStatus","individualCount","infraspecificEpithet","preparationType","fieldNumber","sex"
"37","2019-09-05 15:30:49-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Bromeliaceae","Dyckia","distachya","Dyckia distachya",NA,"K. Fiebrig","5648","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-58.1689","-23.2025",NA,NA,"Monocotyledoneae",NA,"1908",NA,NA,"South America",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA
"38","2019-09-05 15:30:28-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta","Bromeliaceae","Dyckia","interrupta","Dyckia interrupta",NA,"K. Fiebrig","5648","Paraguay",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-58.1689","-23.2025",NA,NA,"Monocotyledoneae",NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,"Holotype",NA,NA,NA,NA,NA
"39","2019-04-02 09:30:51-03","URICER","HPBR","11275","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011275",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2005","07","10",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"40","2019-04-02 09:30:51-03","URICER","HPBR","11274","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011274",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2005","07","27",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"41","2019-04-02 09:30:51-03","URICER","HPBR","11279","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011279",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2005","07","27",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"42","2019-04-02 09:30:51-03","URICER","HPBR","11281","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011281",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2005","06","09",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"43","2019-04-02 09:30:51-03","URICER","HPBR","11270","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011270",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2005","07","05",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"44","2019-04-02 09:30:51-03","URICER","HPBR","11278","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011278",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2005","07","01",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"45","2019-04-02 09:30:51-03","URICER","HPBR","11280","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011280",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2005","06","22",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"46","2019-04-02 09:30:51-03","URICER","HPBR","11284","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011284",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2005","07","27",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"47","2019-04-02 09:30:51-03","URICER","HPBR","11276","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011276",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2006","01","04",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"48","2019-04-02 09:30:51-03","URICER","HPBR","11285","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011285",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2005","07","01",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"49","2019-04-02 09:30:51-03","URICER","HPBR","11277","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011277",NA,"STREHL, T.",NA,NA,NA,"RS","Vacaria","COXILHA GRANDE, ENCANADOS","-50.9338989257812","-28.5121994018555","63451","auto",NA,NA,"2005","06","22",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"50","2019-04-02 09:30:51-03","URICER","HPBR","11283","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011283",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","23",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"51","2019-04-02 09:30:51-03","URICER","HPBR","11254","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011254",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","09",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"52","2019-04-02 09:30:51-03","URICER","HPBR","11262","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011262",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","23",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"53","2019-04-02 09:30:51-03","URICER","HPBR","11260","S","Plantae",NA,"Bromeliaceae","Dyckia","distachya","Dyckia distachya","Hassl.","BOURSCHEID",NA,"Brasil","HPBR011260",NA,"STREHL, T.",NA,NA,NA,"SC","Campo Belo do Sul","FAZENDA GUAMIRIM GATEADOS","-50.760799407959","-27.8992004394531","35150","auto",NA,NA,"2005","07","09",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
