"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","fieldNumber","year","month","day","locality","preparationType","occurrenceRemarks","barcode","imagecode","phylum","yearIdentified","monthIdentified","recordNumber","continentOcean","coordinatePrecision","geoFlag","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","class","order","individualCount","typeStatus","sex"
"11","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","24373",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","A. P. Fontana/15-03-2005","A. P. Fontana; et al","Brasil","Espírito Santo","Santa Leopoldina","-40.614444","-20.173056","40W36'52","20S10'23",NA,"2005","03","15","Luxemburgo, Pedra Preta",NA,"Rupestre, flores amarelas.","MBML024373",NA,NA,NA,NA,"1150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","25620",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","L. Kollmann/04-03-2006","L. Kollmann; et al","Brasil","Espírito Santo","São Roque do Canaã","-40.775278","-19.796944","40W46'31","19S47'49",NA,"2006","03","04","Alto Misterioso",NA,"Rupestre no sol, flores amarelas.","MBML025620",NA,NA,NA,NA,"8707",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","34194",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","A.P. Fontana/30-07-2006","C. Esgario; et al","Brasil","Espírito Santo","São Roque do Canaã","-40.775278","-19.796944","40W46'31","19S47'49",NA,"2006","07","30","Alto Misterioso",NA,NA,"MBML034194",NA,NA,NA,NA,"55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","34208",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","A.P. Fontana/30-07-2007","C. Esgario; et al","Brasil","Espírito Santo","São Roque do Canaã","-40.775278","-19.796944","40W46'31","19S47'49",NA,"2007","01","30","Alto Misterioso",NA,NA,"MBML034208",NA,NA,NA,NA,"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","34216",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","A.P. Fontana/17-07-2006","C. Esgario; et al","Brasil","Espírito Santo","São Roque do Canaã","-40.775278","-19.796944","40W46'31","19S47'49",NA,"2006","07","16","Alto Misterioso",NA,NA,"MBML034216",NA,NA,NA,NA,"20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","35022",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","L. Kollmann/27-04-2008","L. Kollmann; A.P. Fontana, E. Leme & M. Zanoni","Brasil","Espírito Santo","Água Doce do Norte","-40.995","-18.5725","40W59'42","18S34'21",NA,"2008","04","27",NA,NA,"Rupestre no sol. Flores amarelas.","MBML035022",NA,NA,NA,NA,"10948",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","36973",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros",NA,"A. P. Fontana; L. Kollmann, E. Leme, M. Zanoni & O. Ribeiro","Brasil","Espírito Santo","Água Doce do Norte","-41.122333","-18.423833","41W7'20,4","18S25'25,8",NA,"2008","04","28","Santa Luzia do Córrego Azul, Pedra da Torre, ao lado do vilarejo, afloramento rochoso granítico",NA,"Epífita/rupícola, no sol. Flores amarelas.","MBML036973",NA,NA,NA,NA,"5087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","37083",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","A. P. Fontana","A. P. Fontana; L. Kollmann, E. Leme, M. Zanoni, O. Ribeiro & N.F.B.Botelho","Brasil","Espírito Santo","Água Doce do Norte","-40.993097","-18.575017","40W59'35,15","18S34'30,06",NA,"2008","04","27","Córrego Havaí, afloramento rochoso para torre de celular/rampa de voo livre",NA,"Epífita ca. 1m, no sol. Flores amarelas.","MBML037083",NA,NA,"2008","04","5052",NA,NA,NA,"27","612","612",NA,NA,NA,NA,NA
"19","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","40021",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F. Barros","L. Kollmann/22-01-2013","D.P. Saraiva; J. Silva, K.V. Hmeljeviski & R.C. Forzza","Brasil","Espírito Santo","Água Doce do Norte","-40.993056","-18.573611","40W59'35","18S34'25",NA,"2010","03","12","Estrada para o morro das torres. Inselbergue",NA,"Folhas concolores, perigônio amarelo claro, labelo amarelo-ouro, polineas negras, coluna amarela","MBML040021",NA,NA,NA,NA,"26",NA,NA,NA,NA,"578","578",NA,NA,NA,NA,NA
"20","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","41195",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros",NA,"L. Kollmann; R. Goldenberg, M.K.Caddah, M.Reginato & F. Michelangeli","Brasil","Espírito Santo","São Roque do Canaã","-40.775278","-19.803056","40W46'31","19S48'11",NA,"2011","02","06","Alto Misterioso",NA,"Rupicola ao sol, flores amarelas;","MBML041195",NA,NA,NA,NA,"12162",NA,NA,NA,NA,"1000","1000",NA,NA,NA,NA,NA
"21","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","4438",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","Fraga/11-11-2002","H. Q. Boudet Fernandes","Brasil","Espírito Santo","Santa Teresa","-40.808611","-19.851944","40W48'31","19S51'7",NA,"1988","02","17","Alto Pedra Alegre",NA,"Rupestre. Estéril. Culta/Herb. e álcool na floração em 03/03/1989: Sépalas e pétalas alvo amareladas, labelo amarelo mais intenso. *Jardim Rupestre. Duplicata: MO","MBML004438",NA,NA,NA,NA,"2297",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","44908",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F. Barros","A. P. Fontana/23-IV-2013","L. Kollmann; A.P.Fontana, C.N.Fraga, E,J, de Lirio & V. Sarnaglia","Brasil","Espírito Santo","Santa Teresa","-40.814722","-19.897778","40W48'53","19S53'52",NA,"1990","01","16","Pedra da Onça",NA,"Erva rupícola ao sol, flores amarelas, odoríferas","MBML044908",NA,NA,NA,NA,"12575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","44931",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","L. Kollmann","L. Kollmann; A.P.Fontana","Brasil","Espírito Santo","Itarana","-40.859722","-19.992778","40W51'35","19S59'34",NA,"2012","09","05","São Sebastião",NA,"Rupícola ao sol, frutos verdes","MBML044931",NA,NA,NA,NA,"12529",NA,NA,NA,NA,"1130","1130",NA,NA,NA,NA,NA
"24","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","48301",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F. Barros",NA,"L.Menini Neto; R.C. Forzza, M.M. Saavedra & J.C. Silva","Brasil","Espírito Santo","Água Doce do Norte","-40.993333","-18.574444","40W59'36","18S34'28",NA,"2009","05","29","Pedra da Antena. Inselberg",NA,"Erva rupícola, no afloramento, formando grandes touceiras. Pseudobulbo verde-claro, bainhas estramíneas, folha verde-claro, frutos imaturos verde-escuros, pedúnculo verde-avermelhado","MBML048301",NA,NA,NA,NA,"758",NA,NA,NA,NA,"571","571",NA,NA,NA,NA,NA
"25","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","48473",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","L. Kollmann","L. Kollmann; A.P. Fontana","Brasil","Espírito Santo","Mantenópolis","-41.088611","-18.899444","41W5'19","18S53'58",NA,"2012","09","25","São José",NA,"Rupícola ao sol. Frutos verdes","MBML048473",NA,NA,NA,NA,"12504",NA,NA,NA,NA,"950","950",NA,NA,NA,NA,NA
"26","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","51244",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","A.P. Fontana/04-03-2006","A. P. Fontana; C.P. Esgario, L. Kollmann & R.L. Kollmann","Brasil","Espírito Santo","São Roque do Canaã","-40.775278","-19.803333","40W46'31","19S48'12",NA,"2006","03","04","Alto Misterioso,Pedra 6",NA,"Herbácea, rupícola heliófila. Flores amarelas.","MBML051244",NA,NA,NA,NA,"1992",NA,NA,NA,NA,"1029","1029",NA,NA,NA,NA,NA
"27","2021-01-19 14:30:51-03","MBML","MBML-HERBARIO","54454",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","Gonella, P.M., 2020","P.M. Gonella; M.S. Coelho, G.A. da Silva & P.R. Bartolomay","Brasil","Espírito Santo","Itarana","-40.813306","-19.896972","40W48'47,9","19S53'49,1",NA,"2020","04","20","Praça Oito. Pedra da Onça, ao longo da trilha até o topo, em área de afloramento após o segundo capão de mata e antes do cruzeiro.",NA,"Inselberg. Afloramento de rocha granítica. Plantas em ilhas de solo e vegetação. Ervas até 1.6 m alt. Flores amareladas. Abundante.","MBML054454",NA,NA,NA,NA,"1154",NA,NA,NA,NA,"950","950",NA,NA,NA,NA,NA
"28","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","668",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","L. Kollmann/Jun.-2000","H. Q. Boudet Fernandes","Brasil","Espírito Santo","Santa Teresa","-40.530278","-19.971389","40W31'49","19S58'17",NA,"1986","03","04","Estação Biológica de Santa Lúcia",NA,"Orquídea rupícola, flores amarelas, labelo amarelo mais escuro que as pétalas, com mancha avermelhada na borda, heliófila.","MBML000668",NA,NA,NA,NA,"1878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","37826",NA,"Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","L. Kollmann/3-7-2009","L. Kollmann; E.Leme & M.Grossi","Brasil","Minas Gerais","Itabirinha de Mantena","-41.179722","-18.493056","41W10'47","18S29'35",NA,"2009","07","03","beira da estrada para Corrego Azul,",NA,"Rupícola ao sol, inflorescência seca.","MBML037826",NA,NA,NA,NA,"11696",NA,NA,NA,NA,"708","708",NA,NA,NA,NA,NA
"30","2020-09-12 05:00:02-03","US","US","2562787","PreservedSpecimen","Plantae","Orchidaceae","Renata","canaanensis","Renata canaanensis",NA,NA,"A. Ruschi","Brazil","Espírito Santo",NA,NA,NA,NA,NA,NA,"1949","3","25",NA,NA,NA,"US00467254","US00467254_01",NA,NA,NA,"55328","South America - Neotropics",NA,NA,NA,NA,NA,"Monocotyledonae","Orchidales","1",NA,NA
"31","2019-10-07 09:20:09-03","UEFS","HUEFS","212833","PreservedSpecimen","Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros",NA,"Menini Neto, L.","Brasil","Minas Gerais","Nova Belém","-41.124722","-18.533889","41W7'29''","18S32'2''",NA,"2009","05","30","Serra do Pitengo, a 7 Km da entrada de Nova Belém.",NA,"Inselberg.","HUEFS0212833","HUEFS0212833","Angiospermae",NA,NA,"761",NA,NA,NA,NA,"628","628","Lilianae","Asparagales",NA,NA,NA
"32","2021-02-23 13:22:55-03","MN","R-TIPOS","40711","PreservedSpecimen","Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F. Barros","Menini Neto, L.","Ruschi, A.","Brasil","Espírito Santo","Santa Tereza","-40.6002998352051","-19.9356002807617",NA,NA,NA,"1936","03","23","Vale de Canaan",NA,NA,"R000040711","R000040711_001 R000040711_002",NA,"2008","07","46",NA,"23813","auto","25","850","850",NA,NA,NA,"Lectotypus de Renata canaanensis Ruschi",NA
"33","2021-02-23 13:22:55-03","MN","R-TIPOS","40713","PreservedSpecimen","Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F. Barros","Menini Neto, L.","Ruschi, A.","Brasil","Espírito Santo","Santa Tereza","-40.6002998352051","-19.9356002807617",NA,NA,NA,"1942","07","15","Vale de Canaan",NA,NA,"R000040713","R000040713_001 R000040713_002",NA,"2008","07","194",NA,"23813","auto","25","950","950",NA,NA,NA,"Paratypus de Renata canaanensis Ruschi",NA
"34","2019-11-21 10:13:47-03","IBt","SP","175174","S","Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","Menini Neto, L","Bicalho, HD","Brasil",NA,NA,NA,NA,NA,NA,NA,"1969","03","26","Sem localidade",NA,NA,NA,NA,NA,"2010","08","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-11-21 10:13:47-03","IBt","SP","473832","S","Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","Barros, F","Saraiva, DP; Silva, J; Hmeljeviski, KV; Forzza, RC","Brasil","Espírito Santo","Água Doce do Norte","-40.993056","-18.573611","-40.993056","-18.573611",NA,"2010","03","12","Estrada para o morro das torres",NA,NA,NA,NA,NA,"2011","01","26",NA,NA,NA,"05","578","578",NA,NA,NA,NA,NA
"36","2019-11-21 10:13:47-03","IBt","SP","55328A","S","Plantae","Orchidaceae","Pseudolaelia","canaanensis","Pseudolaelia canaanensis","(Ruschi) F.Barros","Menini Neto, L","Ruschi, A","Brasil","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cultivado no Jardim Botânico de São Paulo, fl. 25/3/1949",NA,NA,NA,NA,NA,"2010","08","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2010-08-16 16:42:47-03","AMES","HU-HERB","AMES 00103763","PreservedSpecimen","Plantae","Orchidaceae","Renata","canaanensis","Renata canaanensis","Ruschi",NA,"A. Ruschi","Brazil","Espirito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Munic. Santa Tereza, Canaan Valley","Sheet",NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,"Type","undetermined"
