"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","month","day","county","decimalLongitude","decimalLatitude","typeStatus","minimumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","individualCount"
"105","2021-02-08 12:50:46-03","UFRGS","ICN","004113","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Schultz, A R","1966","América do Sul","Brasil","RS","Itapuã",NA,NA,"ICN00030162",NA,"Irgang, B","s.n.","11","05","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,"1968","03","15",NA,NA,NA,NA,NA
"106","2021-02-08 12:50:46-03","UFRGS","ICN","002864","S","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Wollheim, O","1960","América do Sul","Brasil","RS","Itapuã",NA,"Com flor alaranjada muito perfumada","ICN00030163",NA,"Irgang, B","s.n.","08","22","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,"1968","03","15",NA,NA,NA,NA,NA
"107","2020-02-28 17:39:11-03","MCN-FZBRS","HAS","19737","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Sobral, M.","1982",NA,"Brasil","Paraná","Vila Velha - Região Fitozoogeográfica Neotropical.",NA,NA,"HAS0019737",NA,NA,"s.n.","02",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2020-12-01 09:01:31-03","MCN-FZBRS","HAS","41635","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Abruzzi, M.L.","2003",NA,"Brasil","Rio Grande do Sul","Lagoa das Capivaras",NA,NA,"HAS0041635",NA,"Senna, R.M.","4894","05",NA,"Barra do Ribeiro","-51.3011016845703","-30.2910995483398",NA,NA,"31686","auto",NA,"2004",NA,NA,NA,NA,NA,NA,NA
"109","2020-02-28 17:39:11-03","MCN-FZBRS","HAS","18539","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Waechter, J.L.","1982",NA,"Brasil","Rio Grande do Sul","Parque Saint-Hilaire.",NA,"Epífita encontrada sobre o solo; corola laranja; flores fortemente aromáticas.","HAS0018539",NA,"Waechter, J.L.","1885","04",NA,"Viamão","-51.097476","-30.088839",NA,"99",NA,NA,NA,"1982",NA,NA,"-51,097476","-30,088839","99",NA,NA
"110","2020-02-28 17:39:11-03","MCN-FZBRS","HAS","41079","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Abruzzi, M.L.","2003",NA,"Brasil","Rio Grande do Sul","Fazenda José Taylor",NA,NA,"HAS0041079",NA,"T. Strehl","4425","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA
"111","2020-02-28 17:39:11-03","MCN-FZBRS","HAS","42959","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Bencke, G. A.","2004",NA,"Brasil","Rio Grande do Sul","Fazenda J. Taylor",NA,"epífita","HAS0042959",NA,"Nilson, A.","s.n.","07",NA,"Tapes","-51.3958015441895","-30.6732997894287",NA,NA,"25762","auto",NA,"2004",NA,NA,NA,NA,NA,NA,NA
"112","2020-02-28 17:39:11-03","MCN-FZBRS","HAS","13633","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Bueno, O.","1981",NA,"Brasil","Rio Grande do Sul","Ilha do Junco.",NA,"Epífita de flor amarela, com perfume agradável nas flores, numerosa em sub-bosque de granito.","HAS0013633",NA,"Strehl, T.","3129","10",NA,"Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2020-02-28 17:39:11-03","MCN-FZBRS","HAS","19724","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Haussen, M.","1983",NA,"Brasil","Rio Grande do Sul","Itapuã; Lagoa Negra.",NA,"Epífito em figueira; abundante nesta árvore; nas margens da lagoa.","HAS0019724",NA,NA,"s.n.","12",NA,"Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2020-02-28 17:39:11-03","MCN-FZBRS","HAS","18772","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Nilson, A.","1983",NA,"Brasil","Rio Grande do Sul","Itapuã, Praia de Fora.",NA,"Flor amarela.","HAS0018772",NA,NA,"s.n.","04",NA,"Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-02-28 17:39:11-03","MCN-FZBRS","HAS","12226","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Aguiar, L.","1980",NA,"Brasil","Rio Grande do Sul","Morro da Grota.",NA,"Epífita numerosa, com flor alaranjada com muito perfume. Em campo sujo, na baixada úmida, em solo granito, sobreFicussp.","HAS0012226",NA,"Waechter, J.L.","476","06",NA,"Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-02-28 17:39:11-03","MCN-FZBRS","HAS","12339","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Soares, Z.","1980",NA,"Brasil","Rio Grande do Sul","Morro da Grota.",NA,"Pouco numerosa. No mato, em solo granito.","HAS0012339",NA,"Strehl, T.","301","03",NA,"Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-02-28 17:39:11-03","MCN-FZBRS","HAS","12065","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Bueno, O.","1980",NA,"Brasil","Rio Grande do Sul","Morro da Grota, acesso pelo Leprosário.",NA,"Flor alaranjada com perfume adocicado. Fruto castanho. Solo arenito.","HAS0012065",NA,"(Waechter, J.L.) Strehl, T.","2614","06",NA,"Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2019-11-21 10:02:44-03","IBt","SP","349585","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É.Morren) N.E.Br.","Konno, T; et al.","2000",NA,"Brasil","São Paulo","Estrada Bomsucesso de Itararé,km 9, Fazenda Santa Isabel (RIPASA).",NA,NA,"SP052803","SP052803","Wanderley, MGL","745","12","12","Itapeva","-49.076944","-24.138889",NA,"9010",NA,NA,NA,"2001","05","31","-49.076944","-24.138889","9010",NA,NA
"119","2019-11-21 10:02:44-03","IBt","SP","453347","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É.Morren) N.E.Br.","Mota, NFO; et al.","2009",NA,"Brasil","Minas Gerais","Base do pico da Formosa.",NA,NA,"SP052800","SP052800","Wanderley, MGL","1437","06","12","Monte Azul","-42.816389","-15.231944",NA,"1388",NA,NA,NA,"2014","02",NA,"-42.816389","-15.231944","1388",NA,NA
"120","2019-11-21 10:02:44-03","IBt","SP","84395","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É.Morren) N.E.Br.","Hatschbach, G","1946",NA,"Brasil","Paraná","Fortaleza.",NA,NA,"SP052801","SP052801","Till, W","305","04",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1989","02","24",NA,NA,NA,NA,NA
"121","2019-11-21 10:02:44-03","IBt","SP","41548","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É.Morren) N.E.Br.","Gonçalves, P","1939",NA,"Brasil","Paraná","Vila Velha",NA,NA,"SP052804","SP052804","Till, W","s.n.","08","28","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2019-11-21 10:02:44-03","IBt","SP","320502","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É.Morren) N.E.Br.","Scaramuzza, CAM; Souza, VC","1989",NA,"Brasil","São Paulo","Estrada Itararé - Bonsucesso.",NA,NA,"SP052802","SP052802","Wanderley, MGL","456","08","14","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"27729","auto",NA,"1993","11",NA,NA,NA,NA,NA,NA
"123","2019-11-21 10:02:44-03","IBt","SP","342989","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(É.Morren) N.E.Br.","Barros, F","2000",NA,"Brasil","São Paulo","Fazenda Santa Isabel (RIPASA S.A.).",NA,NA,"SP052799","SP052799","Wanderley, MGL","3035","02","09","Itararé","-49.3400001525879","-24.1100006103516",NA,NA,"27729","auto",NA,"2006","03","10",NA,NA,NA,NA,NA
