"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","year","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","recordNumber","month","day","county","decimalLongitude","decimalLatitude","typeStatus","minimumElevationInMeters","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","fieldNumber","individualCount"
"11","2021-01-14 15:26:06-03","MN","R","189843","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Castellanos, A.","1958",NA,"Brasil","Paraná",NA,NA,NA,"R010008185",NA,"Brown, E.K.","21872","01","07","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1997","10","09",NA,NA,NA,NA,NA
"12","2021-01-14 15:26:06-03","MN","R","32517","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Foster, M.B. 414; Foster, R.","1939",NA,"Brasil","Paraná",NA,NA,NA,"R010008183",NA,"Brown, E.K.",NA,"08","28","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,"1000","46557","auto",NA,"1997","10","09",NA,NA,"1000",NA,NA
"13","2021-01-14 15:26:06-03","MN","R","46206","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Moreira, C.","1903",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"R010008182",NA,"Smith, L.B.","5","11",NA,"Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"19648","auto",NA,"1952","02",NA,NA,NA,NA,NA,NA
"14","2019-02-15 11:35:38-02","IPA","IPA","52607","S","Plantae","Plantae",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Silva, J.M.","1991","Southern America","Brasil","Paraná","Buraco do Padre. Zona de Campo, afloramentos e paredões de arenito.",NA,"Flor amarela.","IPA0052607",NA,"Leme, E.M.C.","965","03","04","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1991",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:25:16-03","IAP","PACA-AGP","1630","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","C. Orth SJ","1935",NA,"Brasil","RS","ad montem Steinkopf",NA,"SEM MATERIAL Habitat: ad rupes in silvula Fenofase: flor","PACA001630",NA,"Emrich-Rambo",NA,"09","13","São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"10287","auto","Liliatae","1954","05","17",NA,NA,NA,NA,NA
"16","2019-08-27 13:25:16-03","IAP","PACA-AGP","33621","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Hatschbach, G.","1946",NA,"Brasil","PR",NA,NA,"Habitat: Ad rupes. Fenofase: flor","PACA033621",NA,"Emrich-Rambo",NA,"04",NA,NA,NA,NA,NA,NA,NA,NA,"Liliatae","1954","05","17",NA,NA,NA,NA,NA
"17","2019-08-27 13:25:16-03","IAP","PACA-AGP","69665","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","J. Cordeiro","1988",NA,"Brasil","PR","Rio Tibagi",NA,"flor amarela Habitat: dos paredoes rochosos","PACA069665",NA,"G. Hatschbah","527","04","05","Palmeira das Missões",NA,NA,NA,NA,NA,NA,"Liliatae","1988",NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:25:16-03","IAP","PACA-AGP","69655","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","J. Cordeiro","1988",NA,"Brasil","PR","Rio Tibagi.",NA,"Dos paredões rochosos. Fenofase: flor amarela","PACA069655",NA,"G. Hatschbach","527","04","05","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto","Liliatae","1988",NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:25:16-03","IAP","PACA-AGP","34079","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Rambo, B.","1933",NA,"Brasil","RS","Vila Manresa",NA,"SEM MATERIAL Habitat: in silvula campestri ad arbore Fenofase: flor","PACA034079",NA,"Emrich-Rambo",NA,NA,NA,"Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,"29946","auto","Liliatae","1954","05","17",NA,NA,NA,NA,NA
"20","2019-08-27 13:25:16-03","IAP","PACA-AGP","34116","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","C. Orth SJ","1933",NA,"Brasil","RS","Ad montem Steinkopf.",NA,"Habitat: Ad rupes apricas. Fenofase: flor","PACA034116",NA,"Emrich-Rambo",NA,NA,NA,"São Leopoldo","-51.1472015380859","-29.7602996826172",NA,NA,"10287","auto","Liliatae","1954","05","16",NA,NA,NA,NA,NA
"21","2019-08-27 13:25:16-03","IAP","PACA-AGP","92356","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","M. Haussen","1986",NA,"Brasil","RS","Parque Estadual de Itapuã, Praia de Fora.Tarumã.",NA,"Final de floração, última com flor, flor laranja, perfumada, abundante.HASU 766. Habitat: Restinga Arenosa. Hábito: epífita","PACA092356",NA,"M. haussen",NA,"08","31","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:25:16-03","IAP","PACA-AGP","92358","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","M. Haussen","1989",NA,"Brasil","RS","Parque Estadual de Itapuã, Praia de Fora",NA,"Freqüente e abundante com flores amarelas. HASU 532. Habitat: Na restinga. Hábito: Epífita heliófita","PACA092358",NA,"sem det.",NA,"06","11","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-08-27 13:25:16-03","IAP","PACA-AGP","92357","PreservedSpecimen","Plantae","Magnoliophyta","Bromeliales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","F. Gaieski","1990",NA,"Brasil","RS","Parque Estadual de Itapuã, Praia de Fora.",NA,"Flores alaranjadas. HASU 1298. Hábito: epífita","PACA092357",NA,"M. Hausseen",NA,"04","29","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto","Liliatae",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:32:50-03","UFJF","CESJ","11268","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","L. Krieger","1971","América do Sul","Brasil","Paraná","Parque Estadual de Vila Velha",NA,"Rupícola, sobre arenito, paredão. Folhas novas cinéreas, as velhas pardas, flores amarelas e frutos.","CESJ011268",NA,"G. Martinelli","CESJ11268","12","18","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1980","04",NA,NA,NA,NA,NA,NA
"25","2019-11-21 14:32:50-03","UFJF","CESJ","20497","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","R.F. Novelino; et al.","1985","América do Sul","Brasil","Paraná",NA,NA,"Rupícola, folhas esbranquiçadas, pelos escamosos. Flores amarelas.","CESJ020497",NA,"G. Martinelli","s.n.","01","27","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1989","07","22",NA,NA,NA,NA,NA
"26","2019-11-21 14:32:50-03","UFJF","CESJ","42361","PreservedSpecimen","Plantae","Angiosperma",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","O.S. Ribas; et al.","2003","América do Sul","Brasil","Paraná","Fazenda Santana",NA,"Flor amarela. Rupícola dos afloramentos de arenito; campo limpo, seco.","CESJ042361",NA,"G. Hatschbach","5075","02","20","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2003",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-16 17:54:13-03","UCS","HUCS","39772","PreservedSpecimen","Plantae","Angiospermae","Poales","Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Grizzon, M.","2013",NA,"Brasil","Paraná","Cachoeira da Mariquinha",NA,"Rupícola",NA,NA,"Grizzon, M.","148","01","18","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2013","01","30",NA,NA,NA,NA,NA
"28","2019-08-16 08:38:50-03","UTFPR","HCF","9494","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","G.L. Oliveira","2011",NA,"Brasil","PR","Arredores do Buraco do Padre",NA,"erva rupícola, ca. 0,15 m, pilosa. Flores amarelas, diminutas.",NA,NA,"M.G. Caxambu",NA,"05","21","Ponta Grossa","-49.967806","-25.171944",NA,"946",NA,NA,NA,"2011","06","17","49°58'04,1 W","25°10'19 S","946",NA,NA
"29","2019-08-16 08:38:50-03","UTFPR","HCF","27526","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","E. Barboza","2007",NA,"Brasil","PR","Cachoeira da Mariquinha",NA,"rupícola, flor amarela. Solo de arenito.",NA,NA,"G. Hatschbach","2126","02","28","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2007",NA,NA,NA,NA,NA,NA,NA
"30","2019-08-16 08:38:50-03","UTFPR","HCF","19131","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","J.M. Silva","2010",NA,"Brasil","PR","Cachoeira Rio São Jorge",NA,"rupícola, flor amarela. Afloramentos rochosos.",NA,NA,"E. Barboza","7607","04","14","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-21 19:40:01-03","UFC","EAC","17707","PreservedSpecimen","Plantae","Monocotyledon",NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E.Morren) Baker","Bueno, O.","1980","Southern America","Brasil","Rio Grande do Sul","Morro da grota, Acesso pelo Leprosário. Solo: arenito.",NA,"Flor alaranjada com perfume adocicado, fruto castanho.","EAC0017707","EAC0017707","Waecheter, J.L.","2614","06","10","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"41667","auto",NA,"1980","06","10",NA,NA,NA,NA,NA
"32","2020-09-02 11:21:29-03","UFSM","SMDB","13927","S","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(E. Morren) Baker","Büneker, H; Pontes, R; Witeck, L","2012",NA,"Brasil","Rio Grande do Sul",NA,NA,"Epífita, folhas dísticas, cinério-lepidotas. Em frutificação","SMDB013927",NA,"Büneker, H","s.n.","12","24","Dom Pedrito","-54.6730995178223","-30.9827995300293",NA,NA,"68371","auto",NA,"2012",NA,NA,NA,NA,NA,NA,NA
"33","2020-12-21 16:19:29-03","MBM","MBM","388444","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Grizzon, M.; Gaio, J.; Brotto, M.L.; Barboza, E.; Silva, J.M.; Gaio, J.; Brotto, M.L.; Barboza, E.; Silva, J.M.","2013","Southern America","Brazil","Paraná","Cachoeira da Mariquinha",NA,"Rupícola.","MBM388444","MBM388444","Grizzon, M.","148","01","18","Ponta Grossa","-49.947833","-25.201611",NA,"1032",NA,NA,NA,"2013","01","30","-49.947833","-25.201611","1032",NA,NA
"34","2020-12-21 16:19:29-03","MBM","MBM","429886","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Brotto, M.L.; Lubow, S.; Lubow, S.","2020","Southern America","Brazil","Paraná","Morro Corpo Seco",NA,"Erva rupícola.; Campo rupestre entre afloramentos de arenito.","MBM429886",NA,"Brotto, M.L.","3861","05","26","Piraí do Sul","-50.040278","-24.503333",NA,"1170",NA,NA,NA,"2020","06","01","-50.040278","-24.503333","1170",NA,NA
"35","2020-12-21 16:19:29-03","MBM","MBM","895","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Hatschbach, G.",NA,"Southern America","Brazil","Paraná","Carambeí, Rio São João",NA,"Rupícola e raramente epífita.","MBM000895","MBM000895","Hatschbach, G.","14207",NA,NA,"Castro","-50.0119018554688","-24.7910995483398",NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-12-21 16:19:29-03","MBM","MBM","142440","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","1988","Southern America","Brazil","Paraná","Rio Tibagi",NA,"Rupícola e raramente epífita.","MBM142440","MBM142440","Hatschbach, G.","527","04","05","Palmeira","-50.0064010620117","-25.4293994903564",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-12-21 16:19:29-03","MBM","MBM","353540","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Novelino, R.F.; et al.; et al.","1985","Southern America","Brazil","Paraná",NA,NA,"Rupícola, folhas esbranquiçadas, pelos escamosos. Flores amarelas.","MBM353540","MBM353540","Martinelli, G.","20497","01","27","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1989","07","22",NA,NA,NA,NA,NA
"38","2020-12-21 16:19:29-03","MBM","MBM","142441","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Silva, J.M.; Barboza, E.; Barboza, E.","1991","Southern America","Brazil","Paraná","Buraco do Padre",NA,"Rupícola e raramente epífita.","MBM142441","MBM142441","Leme, E.M.C.","965","03","04","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-12-21 16:19:29-03","MBM","MBM","102897","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Lewis, G.P.; et al.; et al.","1985","Southern America","Brazil","Paraná","East of Parque Estadual de Vila Velha",NA,"Rupícola e raramente epífita.","MBM102897","MBM102897",NA,"1381","01","28","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-21 16:19:29-03","MBM","MBM","34102","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Hatschbach, G.","1963","Southern America","Brazil","Paraná","Fazenda Cambiju",NA,"Rupícola e raramente epífita.","MBM034102","MBM034102","Smith, L.B.","9796","03","14","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:19:29-03","MBM","MBM","270250","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Tessmann, G.","1951","Southern America","Brazil","Paraná","Fazenda Lagoa Dourada",NA,NA,"MBM270250","MBM270250","Smith, L.B.","2994","07","17","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:19:29-03","MBM","MBM","281538","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Ribas, O.S.; Barboza, E.; Costa, E.F.; Barboza, E.; Costa, E.F.","2003","Southern America","Brazil","Paraná","Fazenda Santana",NA,NA,"MBM281538","MBM281538","Hatschbach, G.","5075","02","20","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:19:29-03","MBM","MBM","34103","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Curial, O.","1946","Southern America","Brazil","Paraná","Fortaleza",NA,"Rupícola e raramente epífita.","MBM034103","MBM034103","Rambo, P.B.","305","04",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-21 16:19:29-03","MBM","MBM","290933","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Kaczmarech, R.; et al.; et al.","1994","Southern America","Brazil","Paraná","Lagoa Dourada",NA,NA,"MBM290933","MBM290933","Hatschbach, G.","423","02","02","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:19:29-03","MBM","MBM","76309","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Kummrow, R.; Stutts, J.G.; Graham, S.; Stutts, J.G.; Graham, S.","1982","Southern America","Brazil","Paraná","Rio Barrozinho",NA,"Rupícola e raramente epífita.","MBM076309","MBM076309","Hatschbach, G.","1896","03","06","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:19:29-03","MBM","MBM","208360","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","1997","Southern America","Brazil","Paraná","Vila Velha",NA,NA,"MBM208360","MBM208360","Hatschbach, G.","1818","02","13","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:19:29-03","MBM","MBM","22533","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Pereira, E.","1960","Southern America","Brazil","Paraná","Vila Velha",NA,"Rupícola e raramente epífita.","MBM022533","MBM022533","Pereira, E.","5261","02","10","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:19:29-03","MBM","MBM","248627","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Ziller, S.R.; et al.; et al.","1999","Southern America","Brazil","Paraná","Vila Velha",NA,NA,"MBM248627","MBM248627","Hatschbach, G.","1893","05","03","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:19:29-03","MBM","MBM","353536","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Krieger, L.","1971","Southern America","Brazil","Paraná","Vila Velha Reserva Estadual",NA,"Rupícula, sobre arenito, paredão. Folhas novas cinéreas, as velhas pardas, fl. amarelas e frutos","MBM353536","MBM353536","Martinelli, G.","11268","12","18","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"1980","04",NA,NA,NA,NA,NA,NA
"50","2020-12-21 16:19:29-03","MBM","MBM","34101","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Hatschbach, G.; Smith, L.B.; Klein, R.; Smith, L.B.; Klein, R.","1965","Southern America","Brazil","Paraná","Carambeí, Rio São João",NA,"Rupícola e raramente epífita.","MBM034101","MBM034101","Hatschbach, G.","12150","01","15","Castro","-50.0119018554688","-24.7910995483398",NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2020-12-21 16:19:29-03","MBM","MBM","358133","PreservedSpecimen","Plantae",NA,NA,"Bromeliaceae","Tillandsia","crocata","Tillandsia crocata","(Morren) Baker","Silva, J.M.; et al.; et al.","2010","Southern America","Brazil","Paraná","Cachoeira do Rio São Jorge",NA,"Rupícola, flor amarela. Afloramentos rochosos","MBM358133","MBM358133","Barboza, E.","7607","04","14","Ponta Grossa","-50.1618995666504","-25.0949993133545",NA,NA,"46557","auto",NA,"2010",NA,NA,NA,NA,NA,NA,NA
