"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","barcode","geoFlag","phylum","order","recordNumber","individualCount","typeStatus","continentOcean","preparationType","previousCatalogNumber","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","relationshipType","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","4137092","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"J. A. Steyermark","1979","11","10","Venezuela","Táchira",NA,"forested slopes, Cerro Las Minas, 18 - 20 km southeast of Santa Ana","-72.22","7.6",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464513' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137092",NA,"Magnoliophyta","Piperales","119837",NA,NA,"South America","sheet",NA,"1150","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","4136999","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"M. H. Nee","1988","01","18","Bolivia","Santa Cruz","Ichilo","Parque Nacional Amboro, along Rio Saguayo, 1 km NE of entrance into first Andean foothills","-63.72","-17.65",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464375' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136999",NA,"Magnoliophyta","Piperales","35963",NA,NA,"South America","sheet",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","556190","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"A. P. Viégas","1939","01","25","Brazil","São Paulo","Campinas","Campinas, Monte Mór","-47.06","-22.9",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556190",NA,"Magnoliophyta","Piperales","3982",NA,NA,"South America","sheet",NA,NA,NA,"NY00556190_01",NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","556179","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"G. G. Hatschbach","1960","07","04","Brazil","Paraná","Cerro Azul","Estrada do Turvo, Rio Ribeira","-49.2608","-24.8236",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343834' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556179",NA,"Magnoliophyta","Piperales","7114",NA,NA,"South America","sheet",NA,NA,NA,"NY00556179_01",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","4137067","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"J. M. Schunke-Vigo","1970","08","19","Peru","San Martín","Mariscal Cáceres","Dtto: Campanilla. Fundo San Eliseo del sr. Oscar Maldonado, sur de Mashuyacu, (margen izquierda del río Huallaga)",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464488' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137067",NA,"Magnoliophyta","Piperales","4277",NA,NA,"South America","sheet",NA,"395",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00957337","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"G. M. Magalhaes","1962","06","11","Brazil","Minas Gerais","Ponte Nova","Campo de Cana.","-42.9086","-20.4164",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1094006' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957337",NA,"Magnoliophyta","Piperales","19015",NA,NA,"South America","sheet",NA,NA,NA,"NY00957337_01",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","556158","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"T. S. Wachter","1985","12","04","Peru","Cusco","Paucartambo","Cosnipata Valley: Rio Tono. First foothill ridge on road N of Patria","-71.2","-13.12",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343826' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556158",NA,"Magnoliophyta","Piperales","210",NA,NA,"South America","sheet",NA,"800","800","NY00556158_01",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","4137089","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"J. D. Boeke","1980","08","15","Peru","Puno","Carabaya","Ollachea-San Goban road, just north of Camatane","-70.461977","-13.649963",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464510' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137089",NA,"Magnoliophyta","Piperales","3034",NA,NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","556187","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","R. Callejas Posada",NA,NA,NA,"J. Cordeiro","1985","05","23","Brazil","Paraná","Paranaguá","Saquarema","-48.5092","-25.5203",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343827' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556187",NA,"Magnoliophyta","Piperales","42",NA,NA,"South America","sheet",NA,NA,NA,"NY00556187_01",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","4136974","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"M. H. Nee","1999","10","20","Bolivia","Santa Cruz","Ichilo","at bridge over now non-flowing Arroyo Beni on road to Puerto Grether, 4.2 km NW. of highway turnoff from main Buena Vista-Villa Tunari highway","-64.28","-17.22",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464350' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136974",NA,"Magnoliophyta","Piperales","50221",NA,NA,"South America","sheet",NA,"230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00957335","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","T. G. Yuncker",NA,NA,NA,"W. A. Ducke","1908","07","24","Brazil","Ceará","Guaramiranga","Riacho do Capim.","-38.9331","-4.2633",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1093998' target='other'> <mi>dwc_moreinfo</mi></a>","NY00957335",NA,"Magnoliophyta","Piperales","s.n.",NA,NA,"South America","sheet",NA,NA,NA,"NY00957335_01",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","556170","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","T. G. Yuncker",NA,NA,NA,"R. Reitz","1954","04","28","Brazil","Santa Catarina","Itajaí","Morro da Fazenda","-48.6617","-26.9081",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343842' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556170",NA,"Magnoliophyta","Piperales","1802",NA,NA,"South America","sheet",NA,"10","10","NY00556170_01",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","4137002","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"A. Araujo-M.","2004","11","28","Bolivia","La Paz","Franz Tamayo","Parque Nacional y area Nautrual de Manejo Integrado Madidi. Chalalan, Chalalan, sector arroyo Rudidi","-67.9708","-14.3492",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464378' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137002",NA,"Magnoliophyta","Piperales","1186",NA,NA,"South America","sheet",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","556513","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","M. Carvalho-Silva",NA,NA,NA,"R. de Mello-Silva","1993","05","12","Brazil","Espírito Santo","Domingos Martins","Domingos Martins: Km 44 da rodovia Vitória - Belo Horizonte (BR 262). Entrada para Soido","-40.6592","-20.3633",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343820' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556513",NA,"Magnoliophyta","Piperales","826",NA,NA,"South America","sheet",NA,NA,NA,"NY00556513_01",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","4137058","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"W. H. Camp","1944","12","14","Ecuador",NA,NA,"Santiago-Zamora: (Oriente): From Mendez to crossing of río Paute",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464478' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137058",NA,"Magnoliophyta","Piperales","E1508",NA,NA,"South America","sheet",NA,"579","640","NY04137058_01",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","4137051","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"P. C. D. Cazalet","1962","02","07","Ecuador",NA,NA,"Santiago-Zamora: Taisha",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464471' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137051",NA,"Magnoliophyta","Piperales","7704",NA,NA,"South America","sheet",NA,"457",NA,"NY04137051_01",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","756275","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","E. F. Guimarães",NA,NA,NA,"P. J. M. Maas","1971","05","15","Brazil","Acre","Porto Walter","Porangaba, Rio Juruá-Mirim.","-72.7439","-8.2686",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701585' target='other'> <mi>dwc_moreinfo</mi></a>","NY00756275",NA,"Magnoliophyta","Piperales","P12990",NA,NA,"South America","sheet",NA,NA,NA,"NY00756275_01",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","4137056","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"W. H. Camp","1944","11","14","Ecuador",NA,NA,"Santiago-Zamora: (Oriente): Near Mendez. Uplands along río Upano just north of Junction with r. Chupiantza",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464476' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137056",NA,"Magnoliophyta","Piperales","E992",NA,NA,"South America","sheet",NA,"533","762","NY04137056_01",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","4136996","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"B. A. Krukoff","1939","07","01","Bolivia","La Paz","Sud Yungas","Basin of Rio Bopi, San Bartolome (near Calisaya)",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464372' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136996",NA,"Magnoliophyta","Piperales","10438",NA,NA,"South America","sheet",NA,"750","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","556169","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","H. 't Hart",NA,NA,NA,"J. C. Lindeman","1967","05","20","Brazil","Paraná","Roncador","15 km S of Cava Funda","-52.275","-24.6031",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343819' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556169",NA,"Magnoliophyta","Piperales","5374",NA,NA,"South America","sheet",NA,NA,NA,"NY00556169_01",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","556177","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth","T. G. Yuncker",NA,NA,NA,"P. K. H. Dusén","1914","07","13","Brazil","Paraná","Jaguariaíva","Jacarehý","-49.7056","-24.2511",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=343838' target='other'> <mi>dwc_moreinfo</mi></a>","NY00556177",NA,"Magnoliophyta","Piperales","15276",NA,NA,"South America","sheet",NA,NA,NA,"NY00556177_01",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","4136978","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"M. H. Nee","1987","02","21","Bolivia","Santa Cruz","Andrés Ibáñez","Espejillas, a waterfall of a small tributary of the Rio Espejillas, ca. 12 km. W of La Guardia","-63.43","-17.88",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464354' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136978",NA,"Magnoliophyta","Piperales","34201",NA,NA,"South America","sheet",NA,"550","600",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","4136983","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"S. G. Beck","1979","03","08","Bolivia","La Paz","Nor Yungas","arriba de Puente Villa, Tarila Alto",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464359' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136983",NA,"Magnoliophyta","Piperales","331",NA,NA,"South America","sheet",NA,"1850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","4136980","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"M. Saldías Paz","1996","07","22","Bolivia","Santa Cruz","Manuel María Caballero","K'arawasi","-64.75","-17.75",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464356' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136980",NA,"Magnoliophyta","Piperales","4524",NA,NA,"South America","sheet",NA,"1900",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","4136985","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"B. Ståhl","2000","02","02","Bolivia","Cochabamba",NA,"Old trail Pojo-Kara Huasi, ca. 3 km NW of Locotal","-64.7603","-17.7686",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464361' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136985",NA,"Magnoliophyta","Piperales","5558",NA,NA,"South America","sheet",NA,"2200","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","4137044","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"V. Zak","1987","07","10","Ecuador","Pichincha",NA,"Carretera Quito-Lloa-Mindo, Hacienda El Pedregal. Area higrófila-lluviosa, suelo huraífero-rocosa","-78.67","-0.05",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464464' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137044",NA,"Magnoliophyta","Piperales","2144",NA,NA,"South America","sheet",NA,"1650","1850","NY04137044_01",NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","4137047","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"E. Gudiño","1990","08","01","Ecuador","Pastaza","Pastaza","Pozo Petrolero Corrientes de UNOCAL.","-76.82","-1.72",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464467' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137047",NA,"Magnoliophyta","Piperales","542",NA,NA,"South America","sheet",NA,"300",NA,"NY04137047_01",NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-09-27 14:05:00-03","NY","NYBG","1488036","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium",NA,"W. Trujillo-C.",NA,NA,NA,"W. Trujillo-C.","2011","06","29","Colombia","Caquetá","San José del Fragua","vegetación a orilla del río Fragua, Balnearío Villa Collazos","-75.99111111","1.334444444",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2353851' target='other'> <mi>dwc_moreinfo</mi></a>","NY01488036",NA,"Magnoliophyta","Piperales","2000",NA,NA,"South America","sheet",NA,"400",NA,"NY01488036_01",NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","251528","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"G. Klug","1930","12",NA,"Colombia","Putumayo",NA,"Umbria",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=701592' target='other'> <mi>dwc_moreinfo</mi></a>","NY00251528",NA,"Magnoliophyta","Piperales","1840",NA,NA,"South America","sheet",NA,"325","325","NY00251528_01",NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","720551","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"E. F. Guimarães","1990",NA,NA,"Brazil","Rio de Janeiro",NA,"Macaé de Cima",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2505667' target='other'> <mi>dwc_moreinfo</mi></a>","NY00720551",NA,"Magnoliophyta","Piperales","s.n.",NA,NA,"South America","sheet",NA,NA,NA,"NY00720551_01",NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","4137091","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"J. A. Steyermark","1980","02","21","Venezuela","Sucre","Cajigal","(near border with Distrito Arismendi): Peninsula de Paria: Cloud forest of uppermost slopes tributary to headwater tributaries of Río Cumaná, below trail between El Paujil and El Brasil","-62.72","10.6611",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464512' target='other'> <mi>dwc_moreinfo</mi></a>","NY04137091",NA,"Magnoliophyta","Piperales","121525",NA,NA,"South America","sheet",NA,"850","890",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","4136973","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"M. H. Nee","2000","11","21","Bolivia","Santa Cruz","Ichilo","6 km SW of Villa San Germán, south side of Río Moile, opposite Campamento Moile of Parque Nacional Amboró","-64.13","-17.4",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464349' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136973",NA,"Magnoliophyta","Piperales","51658",NA,NA,"South America","sheet",NA,"275",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","4136981","PreservedSpecimen","Plantae","Piperaceae","Piper","crassinervium","Piper crassinervium","Kunth",NA,NA,NA,NA,"M. H. Nee","1994","02","14","Bolivia","Santa Cruz","Ichilo","2 km WSW of El Hondo, Portrerillo, between buildings and río Güendá","-63.45","-17.6722",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4464357' target='other'> <mi>dwc_moreinfo</mi></a>","NY04136981",NA,"Magnoliophyta","Piperales","44988",NA,NA,"South America","sheet",NA,"400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
