"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount"
"14","2021-03-15 16:37:00-03","NY","NYBG","00934651","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","H. S. Irwin","8670","1965","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945213' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934651","Magnoliophyta","Fabales","(Mart.) Coville","V. R. Scalon","Distrito Federal","Brasília","Ca. 20 km S. of Brasília, rd. to Goiânia, near Rio Melchior","-48.0355","-15.87895","NY00934651_01","1125","1125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00934617","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","H. S. Irwin","27036","1970","03","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943603' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934617","Magnoliophyta","Fabales","(Mart.) Coville","V. R. Scalon","Minas Gerais","Joaquim Felício","On middle slopes of Serra do Cabral, immediately E. of Joaquim Felício","-44.1708333","-17.7588","NY00934617_01","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-01 11:05:00-02","NY","NYBG","00934658","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","L. A. Mattos Silva","61","1976","09","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946169' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934658","Magnoliophyta","Fabales",NA,"V. R. Scalon","Distrito Federal","Brasília","Centro de Pesq. do Cerrado, km 18 da BR 020, trecho Sobradinho/Planaltina","-47.9294","-15.7797","NY00934658_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","459564","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","G. Eiten","5767","1964","10","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250245' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459564","Magnoliophyta","Fabales","(Mart.) Coville","E. M. Occhioni","São Paulo","Sao José dos Campos","Along road to Paraibuna, at 6.7-6.8km south and 2.15-2.2km east of main plaza city of Sao Jose dos Campos","-45.88","-23.1703","NY00459564_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00934666","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","W. R. Anderson","7193","1973","03","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946587' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934666","Magnoliophyta","Fabales","(Mart.) Coville","V. R. Scalon","Goiás","Teresina de Goiás","Chapada dos Veadeiros, 24 km by road S of Terezina","-47.42163","-13.92979","NY00934666_01","1250","1250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-11-01 11:06:00-02","NY","NYBG","00934655","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","M. P. Valle","2","1981","09","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945564' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934655","Magnoliophyta","Fabales",NA,"V. R. Scalon","Distrito Federal","Brasília","Area ao leste da Colina (morada dos docentes da UnB)","-47.9294","-15.7797","NY00934655_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2016-09-29 21:03:00-03","NY","NYBG","00934669","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","P. E. Gibbs","2693","1976","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934669","Magnoliophyta","Fabales",NA,"V. R. Scalon","Goiás","Goiatuba","Rodovia Itumbiara-Goiania a 170 km de Goiania.","-49.3544","-18.0128","NY00934669_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","00934615","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","H. S. Irwin","26345","1970","02","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934615","Magnoliophyta","Fabales","(Mart.) Coville","V. R. Scalon","Minas Gerais","Paracatú","Serra da Anta, summit of chapada, ca. 2 km N. of Paracatú","-46.8727","-17.22555","NY00934615_01","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2016-11-01 11:05:00-02","NY","NYBG","00934683","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","J. H. Kirkbride Jr.","4455","1981","09","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946388' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934683",NA,"Fabales",NA,"V. R. Scalon","Distrito Federal","Brasília","Fazenda Água Limpa, campo experimental da Universidade de Brasília.","-47.9","-15.95","NY00934683_01","1080","1080",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","459558","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","G. Eiten","2880","1961","05","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250252' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459558","Magnoliophyta","Fabales","(Mart.) Coville","E. Forero","São Paulo","Sao José dos Campos","At 7.5km S of Sao Jose dos Campos (along highway to Paraibuna), and ca. 1km further south on dirt road.","-45.88","-23.1703","NY00459558_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00934614","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","H. S. Irwin","25729","1970","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943563' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934614","Magnoliophyta","Fabales","(Mart.) Coville","V. R. Scalon","Minas Gerais","Patrocínio","Ca. 4 km N. of Patrocínio","-46.99465","-18.9407","NY00934614_01","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2016-09-29 21:02:00-03","NY","NYBG","00934663","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","B. M. T. Walter","1552","1992","06","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934663","Magnoliophyta","Fabales",NA,"V. R. Scalon","Goiás","Niquelândia","Margem esquerada do Rio Trairas; a 10 km da Ponte Sobre este Rio (descendo) proxima a Indaianapolis. Area de influencia da UHE Serra da Mesa","-48.57","-14.23","NY00934663_01","470","470",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","00934646","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","R. S. Santos","24039","1963","09","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944610' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934646","Magnoliophyta","Fabales","(Mart.) Coville","V. R. Scalon","Minas Gerais",NA,"Entre Matozinhos e Prudente de Morais","-44.1199689","-19.5184939","NY00934646_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2016-11-01 11:06:00-02","NY","NYBG","00934657","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","E. Onishi","8","1970","09","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945621' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934657","Magnoliophyta","Fabales",NA,"V. R. Scalon","Distrito Federal","Brasília","Near Universidade de Brasília","-47.9294","-15.7797","NY00934657_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-11-01 11:05:00-02","NY","NYBG","00934668","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","J. A. Ratter","R2413","1972","09","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946652' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934668",NA,"Fabales",NA,"V. R. Scalon","Goiás","Padre Bernardo","Region of Fazenda Lagoa Santa, Nr Padre Bernardo. About 140 km N of Brasília.","-48.58","-15.5","NY00934668_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-11-01 11:06:00-02","NY","NYBG","00934679","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","T. A. B. Dias","201","1992","06","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945516' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934679","Magnoliophyta","Fabales",NA,"V. R. Scalon","Distrito Federal","Brasília","Saindo da DF-180 rumo Brasilia pela DF-220 (APA Cafuringa/Descoberto) a 2 km; parada a direita da pista","-48.18","-15.62","NY00934679_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00934648","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","H. S. Irwin","19551","1968","02","08","South America","Brazil","separate fruit",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945081' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934648","Magnoliophyta","Fabales","(Mart.) Coville","V. R. Scalon","Minas Gerais",NA,"Serra do Itabirito, ca. 45 km S.E. of Belo Horizonte.","-43.8","-20.2","NY00934648_01","1500","1500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","459553","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","D. O. Norris","331","1964","06","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250257' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459553","Magnoliophyta","Fabales","(Mart.) Coville","E. Forero","São Paulo","Pirassununga","Near city of Pirassununga","-47.4197","-21.99","NY00459553_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2016-09-29 21:00:00-03","NY","NYBG","00934640","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","J. W. B. Machado","s.n.","1987","11","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943637' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934640","Magnoliophyta","Fabales",NA,"V. R. Scalon","Minas Gerais",NA,"Proximidades da Fazenda Experimental do Glória, U.F.U., Uberlândia",NA,NA,"NY00934640_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-11-01 14:07:00-02","NY","NYBG","459550","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","F. C. Hoehne","28327","1931","10","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250255' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459550",NA,"Fabales",NA,"E. Forero","São Paulo","Moji-Mirim","Moji-Mirim",NA,NA,"NY00459550_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2016-09-29 21:03:00-03","NY","NYBG","00934672","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","C. A. Cid Ferreira","4438","1984","06","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=947569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934672","Magnoliophyta","Fabales",NA,"V. R. Scalon","Mato Grosso","Vila Bela de Santíssima Trindade","BR 364, rodovia Cuibá-Porto Velho, km 80, Distrito de Patronal, Vila Bela da Santíssima Trinidade",NA,NA,"NY00934672_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00934613","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","H. S. Irwin","19634","1968","02","09","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943555' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934613","Magnoliophyta","Fabales","(Mart.) Coville","V. R. Scalon","Minas Gerais",NA,"Serra do Itabirito, ca. 48km S.E. of Belo Horizonte.","-43.8","-20.22","NY00934613_01","1750","1750",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2016-11-01 11:09:00-02","NY","NYBG","00934625","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","G. M. Araújo","FEEP205","1992","06","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944454' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934625","Magnoliophyta","Fabales",NA,"V. R. Scalon","Minas Gerais",NA,"Estaçao Ecológica do Panga, Uberlândia",NA,NA,"NY00934625_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-11-01 11:09:00-02","NY","NYBG","00934624","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","G. M. Araújo","FEEP54","1992","04","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934624","Magnoliophyta","Fabales",NA,"V. R. Scalon","Minas Gerais",NA,"Estaçao Ecológica do Panga, Uberlândia",NA,NA,"NY00934624_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2016-11-01 11:09:00-02","NY","NYBG","00934619","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","L. Riedel","732","1824","10",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=944290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934619","Magnoliophyta","Fabales",NA,"V. R. Scalon","Minas Gerais",NA,"In campis, Minas Geraes vulgatis",NA,NA,"NY00934619_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","00934654","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","H. S. Irwin","18134","1966","07","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=945290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934654","Magnoliophyta","Fabales","(Mart.) Coville","V. R. Scalon","Distrito Federal","Brasília","Near Sobradinho, ca. 25 km. E. of Brasília.","-47.8","-15.65","NY00934654_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2016-09-29 21:03:00-03","NY","NYBG","00934664","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","R. F. Vieira","457","1990","09","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=946445' target='other'> <mi>dwc_moreinfo</mi></a>","NY00934664","Magnoliophyta","Fabales",NA,"V. R. Scalon","Goiás","Corumbá de Goiás","Estrada para Corumba a mais ou menos 2 km no desvio a direita; rumo a cidade Ecletica","-48.35","-15.87","NY00934664_01","1100","1100",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2016-09-29 09:43:00-03","NY","NYBG","459565","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","A. C. Cervi","3747","1992","09","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459565","Magnoliophyta","Fabales",NA,NA,"Paraná","Jaguariaíva",NA,"-49.68","-24.23","NY00459565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-29 09:43:00-03","NY","NYBG","459552","PreservedSpecimen","Plantae","Fabaceae","Stryphnodendron","adstringens","Stryphnodendron adstringens","A. F. M. Glaziou",NA,"1883",NA,NA,"South America","Brazil","sheet",NA,"Reçu le 6 Aout 1885 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250259' target='other'> <mi>dwc_moreinfo</mi></a>","NY00459552",NA,"Fabales",NA,"E. Forero","Rio de Janeiro",NA,"Plantes des environs de Rio de Janeiro et d'Ouro Preto",NA,NA,"NY00459552_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
