"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","infraspecificEpithet","coordinatePrecision","individualCount","geoFlag","recordNumber","continentOcean","preparationType","class","relatedCatalogItem","typeStatus","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","645505","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia violacea","Leuenb.","A. N. Lima",NA,NA,NA,"B. E. Leuenberger","1983","04","13","Brazil","Bahia","Vitória da Conquista","Vitoria da Conquista, cultivado no jardin setor sul da cidade","-40.8392","-14.8661",NA,NA,"850","850","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=290688' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645505","NY00645505_01","Magnoliophyta","Caryophyllales","violacea",NA,NA,NA,"3060","South America","sheet",NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","645500","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","A. N. Lima",NA,NA,NA,"Shamel","1914","01","06","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=345258' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645500","NY00645500_01 NY00645500_02","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"138b","South America","sheet",NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","645502","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","A. N. Lima",NA,NA,NA,"R. Reitz","1951","09","19","Brazil","Santa Catarina","Laguna",NA,"-48.781687","-28.480425",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=345260' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645502","NY00645502_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"3","South America","sheet",NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","03889996","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.",NA,NA,NA,NA,"J. N. Rose","1916","10","28","Venezuela",NA,NA,"Vicinity of Puerto Cabello",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4181270' target='other'> <mi>dwc_moreinfo</mi></a>","NY03889996","NY03889996_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"21850","South America","sheet",NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","645504","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","A. N. Lima",NA,NA,NA,"G. G. Hatschbach","1982","11","27","Brazil","Paraná","Curitiba","Curitiba","-49.2731","-25.4281",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=345262' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645504","NY00645504_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"45754","South America","sheet",NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","03889993","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.",NA,NA,NA,NA,"L. W. Williams","1930","04",NA,"Peru","Loreto",NA,"Rio Mazan near Iquitos",NA,NA,NA,NA,"125",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4181267' target='other'> <mi>dwc_moreinfo</mi></a>","NY03889993","NY03889993_01","Magnoliophyta","Caryophyllales",NA,NA,NA,NA,"8131","South America","sheet",NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","645496","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia grandifolia","Haw.","B. E. Leuenberger",NA,NA,NA,"G. Klug","1929","10",NA,"Peru","Loreto",NA,"Mishuyacu, near Iquitos","-73.412281","-3.792532",NA,NA,"100","100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=530237' target='other'> <mi>dwc_moreinfo</mi></a>","NY00645496","NY00645496_01","Magnoliophyta","Caryophyllales","grandifolia",NA,NA,NA,"40","South America","sheet",NA,NA,NA,NA,NA
"18","2021-02-08 11:07:47-03","UNESP-IBB","BOTU","30307","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.",NA,NA,NA,NA,"Guimarães, J.R.A.","2013","10","30","Brasil","São Paulo","Botucatu","Fazenda Lageado","-48.441667","-22.838889","48°26'30w","22°50'20s",NA,NA,NA,"BOTU030307",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"19","2021-02-08 11:07:47-03","UNESP-IBB","BOTU","26814","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Pfeiff.","Santos, L.B.","2009","11","09","Santos, L.B.","2009","11",NA,"Brasil","São Paulo","Rio Claro","Campus Unesp Bela Vista","-47.533333","-22.383333","47°32'w","22°23's",NA,NA,"Trepadeira, sobre arbusto, folhas suculentas, tépalas rosas, anteras amarelas, estígmas creme, fruto jovem verde carnoso","BOTU026814",NA,NA,NA,NA,NA,NA,NA,"422",NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:29:43-03","UFRJ","RFA","42933","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Pfeiff.","M.L. Guedes",NA,NA,NA,"M.L. Guedes; Alunos de Botânica Econômica 2 º semestre 2017","2017","12","15","Brasil","Bahia","Condeúba",NA,"-41.966667","-14.883333","41º58'W","14º53'S",NA,NA,"Arbusto; espinescente. Folhas crassas. frutos jovens","RFA39566",NA,NA,NA,NA,NA,NA,NA,"30182",NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:29:43-03","UFRJ","RFA","24024","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Marlon Machado","2013","09","18","F. M. de B. Pereira; G. de Souza, J.A.F. Nogueira, M.R. Gomes, L.M. Gonçalves","2000","02","04","Brasil","Rio de Janeiro","Guapimirim","Fazenda Sendas de propriedade das Organizações Sendas.","-42.066389","-22.659444","42º3'59''W","22º39'34''S",NA,NA,"Arbusto, 6m de altura, 3m de diâmetro, heliófila, rara no local.","RFA35370",NA,NA,NA,NA,NA,NA,NA,"55",NA,NA,NA,NA,NA,NA,NA
"22","2020-11-13 09:19:18-03","UFRJ","RFA","25477","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Marlon Machado","2013","09","18","A. Quinet","2000","10","30","Brasil","Rio de Janeiro","Lumiar","Vale dos Peões",NA,NA,"42º19'72''W","22º18'96''S","840","840","Arbusto, 3m de altura, 29cm de DAP, folha discolor verde, flor rosa, rara no local.","RFA35368",NA,NA,NA,NA,NA,NA,NA,"22/48",NA,NA,NA,NA,NA,NA,NA
"23","2020-11-13 09:19:18-03","UFRJ","RFA","27555","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Marlon Machado","2013","09","18","Flávio de Britto Pereira","2001","04","10","Brasil","Espírito Santo","Mimoso do Sul","Fazenda Beira Muqui.","-41.330556","-21.180278","41º19'50''W","21º10'49''S","28","28","Arbusto, 3m de altura, 4cm de DAP, folhas e frutos verdes, flor rosa, comum no local.","RFA35369",NA,NA,NA,NA,NA,NA,NA,"jan-87",NA,NA,NA,NA,NA,NA,NA
"24","2020-11-13 09:19:18-03","UFRJ","RFA","30020","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Marlon Machado","2013","09","18","Flavio Britto","2002","01","14","Brasil","Rio de Janeiro","Rio Claro","Distrito de Lídice.","-44.238056","-22.859722","44º14'17''W","22º51'35''S","600","600","Arbustiva, 4m de altura, 13cm de DAP, flor lilás, fruto verde, comum no local.","RFA35374",NA,NA,NA,NA,NA,NA,NA,"30/141",NA,NA,NA,NA,NA,NA,NA
"25","2020-06-29 11:29:43-03","UFRJ","RFA","43088","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","D.C. Zappi",NA,NA,NA,"H.Q. Boudet Fernandes; et al.","1987","12","10","Brasil","Espírito Santo","Santa Teresa","Rio Cinco de Novembro, barra do córrego Valsugana, pedra da fenda à beira da estrada para Colatina.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arborescente. Capoeirão sobre rocha. Estéril. Cult. (no jardim rupestre [do Museu Mello Leitão]) Herborizada em 22-3-1989: flores rosadas com a base das pétalas alvas.","RFA47422",NA,NA,NA,NA,"23813",NA,"auto","2267",NA,NA,NA,NA,NA,NA,NA
"26","2020-06-29 11:29:43-03","UFRJ","RFA","43087","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia violacea","(Leuenb.) N.P.Taylor & Zappi","D.C. Zappi",NA,NA,NA,"H.Q. Boudet Fernandes","1985","10","08","Brasil","Espírito Santo","Santa Teresa","São João de Petrópolis, Escola Agrotécnica F.S.T.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arbusto 2.5m, folhas com bordos avermelhados, flores rosadas-liláses, heliófila.","RFA47421",NA,NA,NA,"violacea","23813",NA,"auto","1536",NA,NA,NA,NA,NA,NA,NA
"27","2020-06-29 11:29:43-03","UFRJ","RFA","43086","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia violacea","(Leuenb.) N.P.Taylor & Zappi","D.C. Zappi",NA,NA,NA,"W. Boone","1985","11","08","Brasil","Espírito Santo","Santa Teresa","Vale do Canaã","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,"Arbusto, 1.5m, com flores de corola lilás, verticilos reprodutores amarelos, heliófila, cultivada na propriedade do Ferrari.","RFA47418",NA,NA,NA,"violacea","23813",NA,"auto","869",NA,NA,NA,NA,NA,NA,NA
"28","2020-06-29 11:29:43-03","UFRJ","RFA","21026","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","M. Machado","2013","09","18","C.M. Rizzini; M.T.M. Szechy 33","1982","10","16","Brasil","Rio de Janeiro","Bom Jesus do Itabapoana","Fazenda São Jorge","-41.6796989440918","-21.1338996887207",NA,NA,NA,NA,"Arbusto escandente; flores rosas","RFA17383",NA,NA,NA,NA,"30210",NA,"auto","203",NA,NA,NA,NA,NA,NA,NA
"29","2020-11-24 17:10:34-03","UTFPR","DVPR","5468","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Pfeiff.","Estevan, DA","2018",NA,NA,"Menetrier, JV","2018","02","03","Brasil","Paraná","Enéas Marques",NA,"-53.112108","-26.068805","-53.112108","-26.068805",NA,NA,"Arbusto. com espinhos flor rosa.","DVPR005468",NA,"Magnoliophyta",NA,NA,NA,NA,NA,"53",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:36:22-03","EAO","IAN","132035","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Haw.",NA,NA,NA,NA,"Mathias, M","1968","08","15","Costa Rica",NA,NA,"University of California, Los Angeles.&nf;Osa Penisula. Near top of ridge west of Tropical Science Center Station.",NA,NA,NA,NA,NA,NA,"Flowers white.","IAN132035",NA,"Dicotiledônea",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:36:22-03","EAO","IAN","35736","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Haw.",NA,NA,NA,NA,"Mathias, M","1968","08","15","Costa Rica",NA,NA,"University of California, Los Angeles.&nf;Osa Penisula. Near top of ridge west of Tropical Science Center Station.",NA,NA,NA,NA,NA,NA,"Flowers white.","IAN035736","IAN035736 IAN035736_e","Dicotiledônea",NA,NA,NA,NA,NA,"s.n.","Southern America",NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:36:22-03","EAO","IAN","11216","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Haw.",NA,NA,NA,NA,"Archer, WA","1942","12","22","Brasil","Pará","Belém","Cult. as ornamental, at the IAN.","-48.5043983459473","-1.4558299779892",NA,NA,NA,NA,"Flowers pink.","IAN011216","IAN011216 IAN011216_e","Dicotiledônea",NA,NA,"48462",NA,"auto","8025","Southern America",NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:36:22-03","EAO","IAN","184039","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Zappi, DC","2017","08","23","Ribeiro, M","2008","06","28","Brasil","Maranhão","Anajatuba","Ribeirão.","-44.619701385498","-3.26444005966187",NA,NA,NA,NA,"Arbusto com aproximadamente 1,60cm de comprimento. Folha simples, flor rosa. Possui acúleos em toda a extensão da planta.","IAN184039",NA,"Dicotiledônea",NA,NA,"26153",NA,"auto","63","Southern America",NA,NA,NA,NA,NA,NA
"34","2013-07-03 10:37:48-03","EBDA","BAH","3072","S","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Scardino, Noblick, Paranhos, Guedes, C. Queiroz, Paganucci, Nascimento, N. Suely, Quaglia.","1981","01",NA,"Go. Pedra do Cavalo","1980","12",NA,"Brasil","Bahia","Cachoeira","Porto castro Alves.","-38.9558","-12.6183",NA,NA,NA,NA,"Subarbusto; caule suculento com grupos de gloquídios; folhas suculentas, em inflorescências terminais.",NA,NA,NA,NA,NA,"26884",NA,"auto","1011",NA,NA,NA,NA,NA,NA,NA
"35","2019-12-04 15:24:59-03","PUCPR","HUCP","7754","S","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Pfeiff.","Baglioli, A",NA,NA,NA,"Baglioli, A","1995","04","15","Brasil","Paraná","Curitiba","Jardim Botânico","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,NA,"25180",NA,"auto","002",NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:12:21-03","UFBA","ALCB","91995","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Pfeiff.","Meiado, MV","2010","11","16","Guedes, ML; et al.","2006","12","09","Brasil","Bahia","Morro do Chapéu","Piemonte da Diamantina, Caminho do Vuntura para a Cidade das Pedras","-41.15","-11.55","-41.15","-11.55",NA,NA,"Folhas crassas. Flores passadas. Frutos jovens",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"16273","Southern America",NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:12:21-03","UFBA","ALCB","94342","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Pfeiff.","Melo, E","2009","12",NA,"Melo, E; França, F; Silva, BM","2009","12","15","Brasil","Bahia","Barra do Mendes","Irecê, estrada para Canarina: localidade carretão.","-42.054722","-11.825833","-42.054722","-11.825833","750","750","Arbusto espinescente. Folhas semi-crassas, concolores. Frutos verdes.; Caatinga de encosta",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"7511","Southern America",NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:12:21-03","UFBA","ALCB","94848","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Pfeiff.","Melo, E","2009","12",NA,"Melo, E; Guedes, ML; Gomes, FS; Matos, LP","2009","12","10","Brasil","Bahia","Licínio de Almeida","Serra Geral, Distrito de São Domingos. Fazenda São Domingos","-42.500833","-14.471111","-42.500833","-14.471111","770","770","ramificado espinescente. Folhas crassas concolores. Flores rosadas. Formando cerca viva.; Beira de estrada.",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"7429","Southern America",NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:12:21-03","UFBA","ALCB","94849","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Pfeiff.","Melo, E","2009","10",NA,"Melo, E; Silva, BM; Guedes, ML; Gomes, FS","2009","10","25","Brasil","Bahia","Lapão","Irecê, Morro pelado, próximo à Torre","-41.8225","-11.406111","-41.8225","-11.406111","790","790","2-3,5 m alt. Folhas semi-crassas, concolores. Flores rosadas.; arbustiva.",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"6900","Southern America",NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:12:21-03","UFBA","ALCB","94850","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Pfeiff.","Melo, E","2009","10",NA,"Melo, E; Silva, BM; Guedes, ML; Gomes, FS","2009","10","25","Brasil","Bahia","Barra do Mendes","Irecê, Povoado de São Bento","-42.136389","-11.8275","-42.136389","-11.8275","730","730","Ca. 2-2,5 m alt., espinhos longos. Folhas semi-crassas. Flores rosadas.; Proximidades do rio seco.",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"6842","Southern America",NA,NA,NA,NA,NA,NA
"41","2021-02-08 21:31:57-03","UFBA","ALCB","11685","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora lanceolata","J.Caminhoá",NA,NA,NA,NA,"s.col.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,"De quase todo o Brasil e particularmente do sul",NA,NA,NA,NA,NA,NA,NA,"ALCB015426","ALCB015426","Dicotyledon",NA,"lanceolata",NA,NA,NA,"PHs/n","Southern America",NA,NA,NA,NA,NA,NA
"42","2019-10-09 11:12:21-03","UFBA","ALCB","99264","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Guedes, ML","2011","05",NA,"Guedes, ML; Silva, LM; Akita, AST; Gomes, FS","2011","05","16","Brasil","Bahia","Candeias","Região Metropolitana Salvador, Próximo à cidade de Caboto, nas imediações do Porto de Aratu","-38.502778","-12.755556","-38.502778","-12.755556","9","9","Folhas crassas.; Área antropizada.",NA,NA,"Dicotyledon",NA,NA,NA,NA,NA,"18345","Southern America",NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:12:21-03","UFBA","ALCB","124829","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia","Haw.","Guedes, ML","2016","06",NA,"Lisboa, MS; Alunos de diversos cursos da UFBA","2014","08","12","Brasil","Bahia","Banzaê","Tribo Kiriri. Aldeia Marcação.","-38.6147003173828","-10.5768995285034",NA,NA,NA,NA,"ca de 2,00 m. Caule com espinhos retos. Folhas crassas concolores. Flores rosadas, protegidas por brácteas em inflorescência terminal.&nf;; Caatinga","ALCB017877",NA,"Dicotyledon",NA,NA,"14901",NA,"auto","371","Southern America",NA,NA,NA,NA,NA,NA
"44","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180613","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia grandifolia",NA,"Leuenberger BE",NA,NA,NA,"Rojas CEB de","1968","04","26","Venezuela","Trujillo",NA,"Alrededores de Cuicas; Trujillo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180613","NL-U1180613",NA,"Caryophyllales","grandifolia",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae","U 0180586",NA,NA,NA
"45","2020-02-08 08:54:54-03","NBC","NL-BOTANY","U.1180613","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandifolia","Pereskia grandifolia grandifolia",NA,"Leuenberger BE",NA,NA,NA,"Rojas CEB de","1968","04","26","Venezuela","Trujillo",NA,"Alrededores de Cuicas; Trujillo.",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1180613 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1180613","NL-U1180613",NA,"Caryophyllales","grandifolia",NA,NA,NA,NA,"Southern America",NA,"Magnoliopsidae","U 0180586",NA,NA,NA
"46","2020-11-04 11:04:12-03","ESALQ","ESA","16904","PreservedSpecimen","Plantae","Cactaceae","Pereskia","grandiflora","Pereskia grandiflora","Haw.","Aona, L.Y.S.",NA,NA,NA,"Teixeira, L.F.L.","1994","09","22","Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,NA,NA,"ESA016904","ESA016904","Magnoliophyta",NA,NA,"44778",NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA
