"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","year","month","day","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","imagecode","infraspecificEpithet","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"568","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304887","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Prance GT; et al.","1968","06","26","Southern America","Brazil","Brazilian Amazonia. Territory of Rondônia. Basin of Rio Madeira. Between Jaciparaná and Rio Madeira.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304887 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304887",NA,"Fabales","DC.",NA,NA,NA,"NL-U1304887","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"569","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304893","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Prance GT; Pena BS; Ramos JF","1967","01","05","Southern America","Brazil","Brazilian Amazônia. State of Amazônas. Manaus and vicinity. Road Manaus (Cacau-Pireira) to Manacapuru, km 35.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304893 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304893",NA,"Fabales","DC.",NA,NA,NA,"NL-U1304893","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"570","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1304894","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Prance GT; Forero E; Pena BS; Ramos JF","1967","02","12","Southern America","Brazil","Brazilian Amazônia. Territótio do Roraima. Foothills of Serra Tepequem, near Igarape Paparú.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1304894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1304894",NA,"Fabales","DC.",NA,NA,NA,"NL-U1304894","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"571","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310647","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Denslow JS","1975","01","16","Southern America","Colombia","Dpto. Antioquia. Tropical Wet/Very Wet Forest Transition Zone Vic. Planta. Providencia, 26 kms S & 23 kms W(Air) of Zaragoza. In va;;ey of Río Anorí between Dos Bocas & Anorí.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310647 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310647",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310647","thibaudiana",NA,"-75.05","7.216667",NA,NA,NA,NA,NA,"-75.05","7.216667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"572","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310648","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Steyermark JA; Bunting GS; Blanco C","1968","03","30","Southern America","Venezuela","Estado Apure: Reserva Forestal san Camilo: Selva siempreverde a lo largo del Río Nulita, norte del caserío San Camilo (El Nula).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310648 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310648",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310648","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"573","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310649","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Cornejo JC; Lawrance A; Arroyo L; Lino R","1991","08","30","Southern America","Bolivia","Departamento: Cochabamba. NV: Pacay.? Prov: Carrasco. va;;e del acta entre 1° y 2° campamento.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310649 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310649",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310649","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"574","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310654","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Gentry AH; Fallen-Endress ME","1976","08","04","Southern America","Colombia","Choco. Vicinity of Bahia Solano.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310654 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310654",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310654","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"575","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310655","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Callejas Posada R; Arbelaez A; Correa H; Betancur J","1987","06","23","Southern America","Colombia","Antioquia. Municipio San Luis: rio Saman norte, margen izquierda del rio, sobre la via Medellín-Bogota.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310655 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310655",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310655","thibaudiana",NA,"-74.833333","6",NA,NA,NA,NA,NA,"-74.833333","6.0",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"576","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310656","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Krukoff BA","1939","07","01","Southern America","Bolivia","Department of La Paz: Province of S. Yungas: Basin of Rio Bopi, San Bartolome (near Calisaya).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310656 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310656",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310656","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"577","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310657","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Pennington TD; Lawrence A; Saldías-Paz M","1991","11","01","Southern America","Bolivia","La paz. Prov. Iturralde, rd Rurrenabaque-San Buenaventura km 1-10.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310657 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310657",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310657","thibaudiana",NA,"-67.583333","-14.416667",NA,NA,NA,NA,NA,"-67.583333","-14.416667",NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"578","2020-02-08 09:10:00-03","NBC","NL-BOTANY","U.1310658","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Gentry AH","1975","07","24","Southern America","Colombia","Dept. Santander. 25 km E of Barranca Bermeje.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1310658 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1310658",NA,"Fabales","DC.",NA,NA,NA,"NL-U1310658","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"579","2020-02-08 09:10:00-03","NBC","NL-BOTANY","WAG.1706056","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Schulz JP","1961","01","01","Southern America","Surinam","L'savanne - Mapane geb. (Suriname R.).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1706056 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1706056",NA,"Fabales","DC.",NA,NA,NA,"NL-WAG1706056","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"580","2020-02-08 09:10:00-03","NBC","NL-BOTANY","WAG.1706057","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana thibaudiana",NA,"Schulz JP","1961","01","01","Southern America","Surinam","L'savanne - Mapane geb. (Suriname R.).",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1706057 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1706057",NA,"Fabales","DC.",NA,NA,NA,"NL-WAG1706057","thibaudiana",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"581","2020-11-04 11:09:43-03","ESALQ","ESA","39544","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Dário, F.R.; Nave, A.G.; Lopes, R.F.; Bertani, D.F.","1997","03","29",NA,"Brasil","Estrada Gaúcha do Norte - Rio Coluene. Floresta Ombrófila Aberta/Mata Ciliar. Beira de afluente do rio Coluene",NA,NA,"Árvore. Altura de 4m. Fruto marrom.","ESA039544","Magnoliophyta",NA,"DC.",NA,"1155.0","Mato Grosso","ESA039544",NA,"Gaúcha do Norte","-53.0797004699707","-13.2421998977661",NA,NA,"152955","auto",NA,"-53,034,444","-13,382,778",NA,NA,NA,NA,NA,NA,NA
"582","2020-11-04 11:09:43-03","ESALQ","ESA","45241","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Árbocz, G.F.; Assis, M.C.; Silva, M.R.; Zanella, J.","1997","07","03",NA,"Brasil","Margem MT-420, a 5 km da cidade. Floresta Ombrófila alterada. Relevo suave ondulado.Solo tipo Podzólico.",NA,NA,"Árvore de 5m. Flores verdes, estames com filetes brancos e anteras amarelas","ESA045241","Magnoliophyta",NA,"DC.",NA,"4030.0","Mato Grosso","ESA045241",NA,"Aripuanã","-59.459400177002","-10.1667003631592",NA,NA,"273871","auto","1997","-59,407,222","-10,208,056","12","01",NA,NA,NA,NA,NA
"583","2020-11-04 11:09:43-03","ESALQ","ESA","71273","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Ivanauskas, N.M.","2000","02","08",NA,"Brasil",NA,NA,NA,NA,"ESA071273","Magnoliophyta",NA,"DC.",NA,"4256.0","Mato Grosso","ESA071273",NA,"Gaúcha do Norte","-53.0797004699707","-13.2421998977661",NA,NA,"152955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"584","2020-11-04 11:09:43-03","ESALQ","ESA","71276","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Ivanauskas, N.M.","1999","08","06",NA,"Brasil",NA,NA,NA,NA,"ESA071276","Magnoliophyta",NA,"DC.",NA,"4054.0","Mato Grosso","ESA071276",NA,"Gaúcha do Norte","-53.0797004699707","-13.2421998977661",NA,NA,"152955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"585","2020-11-04 11:09:43-03","ESALQ","ESA","71274","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Ivanauskas, N.M.","1999","08","13",NA,"Brasil",NA,NA,NA,NA,"ESA071274","Magnoliophyta",NA,"DC.",NA,"4071.0","Mato Grosso","ESA071274",NA,"Gaúcha do Norte","-53.0797004699707","-13.2421998977661",NA,NA,"152955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586","2020-11-04 11:09:43-03","ESALQ","ESA","33779","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Andrade, P.M. ; Lopes, M.A.","1984","07","27",NA,"Brasil",NA,NA,NA,NA,"ESA033779","Magnoliophyta",NA,"DC.",NA,"327.0","Minas Gerais","ESA033779",NA,"Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"49886","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"587","2020-11-04 11:09:43-03","ESALQ","ESA","45240","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Souza, V.C.; Souza, J.P.; Scalon, V.R.; Duarte, A.R.","1997","07","10",NA,"Brasil","Estrada entre a cidade de Juruena e o Rio Juruena, ca 2km do Rio Juruena. Contato Floresta Ombrófila-Floresta Estacional",NA,NA,"Árvore, ca. 10 m alt.; flores creme.","ESA045240","Magnoliophyta",NA,"DC.",NA,"18712.0","Mato Grosso",NA,NA,"Juruena",NA,"-10.3",NA,NA,NA,NA,"1997","-58,383,333","-10.3","12","01",NA,NA,NA,NA,NA
"588","2020-11-04 11:09:43-03","ESALQ","ESA","57517","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Oliveira, A.A. et al.","1993","03","01",NA,"Brasil",NA,NA,NA,"número ESA antigo (duplicado) 67517","ESA057517","Magnoliophyta",NA,"DC.",NA,"1761.0","Amazonas",NA,NA,"Manaus","-60.0250015258789","-3.10193991661072",NA,NA,"138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"589","2020-11-04 11:09:43-03","ESALQ","ESA","45239","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Árbocz, G.F. et al.","1997","08","01",NA,"Brasil",NA,NA,NA,NA,"ESA045239","Magnoliophyta",NA,NA,NA,"4406.0","Mato Grosso","ESA045239",NA,"Comodoro","-59.7858009338379","-13.6631002426147",NA,NA,"187708","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"590","2020-11-04 11:09:43-03","ESALQ","ESA","81395","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Carvalho Sobrinho, J.G. et al.","2001","11","03",NA,"Brasil",NA,NA,NA,NA,"ESA081395","Magnoliophyta",NA,"DC. subsp. thibaudiana",NA,"85.0","Bahia","ESA081395",NA,"Santa Terezinha","-39.5233001708984","-12.771900177002",NA,NA,"25196","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"591","2020-11-04 11:09:43-03","ESALQ","ESA","104155","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Pinho-Ferreira, M.A.M.","2006","04","10",NA,"Brasil",NA,NA,NA,NA,"ESA104155","Magnoliophyta",NA,NA,NA,"645.0","Espírito Santo","ESA104155",NA,"Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","2020-11-04 11:09:43-03","ESALQ","ESA","39534","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Nave, A.G. et al.","1997","03","01",NA,"Brasil",NA,NA,NA,NA,"ESA039534","Magnoliophyta",NA,"DC.",NA,"1292.0","Mato Grosso","ESA039534",NA,"Chapada dos Guimarães","-55.749698638916","-15.460599899292",NA,NA,"107042","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","2020-11-04 11:09:43-03","ESALQ","ESA","71277","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Ivanauskas, N.M.","1999","10","05",NA,"Brasil",NA,NA,NA,NA,"ESA071277","Magnoliophyta",NA,"DC.",NA,"4108.0","Mato Grosso","ESA071277",NA,"Gaúcha do Norte","-53.0797004699707","-13.2421998977661",NA,NA,"152955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","2020-11-04 11:09:43-03","ESALQ","ESA","71275","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Ivanauskas, N.M.","1999","10","05",NA,"Brasil",NA,NA,NA,NA,"ESA071275","Magnoliophyta",NA,"DC.",NA,"4088.0","Mato Grosso","ESA071275",NA,"Gaúcha do Norte","-53.0797004699707","-13.2421998977661",NA,NA,"152955","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","2020-11-04 11:09:43-03","ESALQ","ESA","65539","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Equipe de Fitossociologia do CNEC","1997","01","01",NA,"Brasil",NA,NA,NA,NA,"ESA065539","Magnoliophyta",NA,"DC.",NA,NA,"Mato Grosso","ESA065539",NA,"Vila Rica","-51.1164016723633","-10.0116996765137",NA,NA,"127030","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","2020-11-04 11:09:43-03","ESALQ","ESA","106543","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Correia, C.M.B.","1991","11","22",NA,"Brasil",NA,NA,NA,NA,"ESA106543","Magnoliophyta",NA,NA,"Lima, H.C.","284.0","Rio de Janeiro","ESA106543",NA,"Guapimirim","-42.9818992614746","-22.5372009277344",NA,NA,"21463","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","2020-11-04 11:09:43-03","ESALQ","ESA","99435","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Lima, H.C.","1992","11","26",NA,"Brasil",NA,NA,NA,NA,"ESA099435","Magnoliophyta",NA,NA,NA,"4456.0","Rio de Janeiro","ESA099435",NA,"Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"598","2020-11-04 11:09:43-03","ESALQ","ESA","45207","PreservedSpecimen","Plantae","Fabaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Nave, A.G.; Dário, F.R. , Lopes, R.F.; Bertani, D.F.","1997","09","13",NA,"Brasil","Quinto braço da Mineradora Santa Elina. Floresta Estacional Semidecidual. Beira de estrada, antropizado",NA,NA,"Arbóreo. Altura de 6,0 m e com fruto imaturo verde, maduro amarelo.","ESA045207","Magnoliophyta",NA,"DC.",NA,"2115.0","Mato Grosso","ESA045207",NA,"Pontes e Lacerda","-59.3353004455566","-15.2260999679565",NA,NA,"110136","auto","2000","-59,754,444","-14,630,833","06","01",NA,NA,NA,NA,NA
"599","2021-03-12 01:35:44-03","UFPI","TEPB","24157","PreservedSpecimen","Plantae","Mimosaceae","Inga","thibaudiana","Inga thibaudiana",NA,"M. A. B. L. MACHADO","2002","02","26",NA,"Brasil","Usina Coruripe",NA,NA,"árvore com 5m de altura Ambiente: mata atlântica <ll>dwc_commonname:</ll> Ingá Caixão",NA,NA,NA,"D.C","R. Lemos","175","Alagoas",NA,NA,"Coruripe","-36.1755981445312","-10.125599861145",NA,NA,"31269","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"600","2021-03-12 01:35:44-03","UFPI","TEPB","10483","PreservedSpecimen","Plantae","Mimosaceae","Inga","thibaudiana","Inga thibaudiana",NA,"M. A. R. Nem","1998","10","27",NA,"Brasil","Reserva Ecológica de Dois Irmãos",NA,NA,"árvore de cerca de 5 metros de altura, flores de cálice e corola esverdeadas, estames alvos. Flores aromaticas.",NA,NA,NA,"DC.","M. F. Mata",NA,"Pernambuco",NA,NA,"Recife","-34.8810997009277","-8.05389022827148",NA,NA,"18865","auto","2008",NA,NA,"09","19",NA,NA,NA,NA,NA
"601","2015-07-02 14:02:06-03","JBP","HPL","11672","S","Plantae","Fabaceae-Mimosoideae","Inga","thibaudiana","Inga thibaudiana",NA,"H. Lorenzi","2007","06","26",NA,"Brasil","Coletado em área de mata ciliar, no 19° BC.",NA,NA,NA,NA,NA,NA,NA,"H. Lorenzi","6292","BA",NA,NA,"Salvador","-38.5108","-12.9711",NA,NA,"26018","auto","2007",NA,NA,"06","26",NA,NA,NA,NA,NA
"602","2014-09-04 12:32:15-03","UNICAP","HUCPE","1104","S","Plantae","Mimosaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Cunha, L. .V.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"DC.",NA,"D339","Pernambuco",NA,NA,"Igarassu","-34.87481","-7.832298",NA,NA,NA,NA,NA,"-34.87481","-7.832298",NA,NA,NA,NA,NA,NA,NA
"603","2014-09-04 12:55:59-03","UNICAP","HUCPE","1192","S","Plantae","Mimosaceae","Inga","thibaudiana","Inga thibaudiana",NA,"Cunha, L. .V.","2008","06","12",NA,"Brasil","Mata Dedo de Deus",NA,NA,NA,NA,NA,NA,"DC.","Juliana","D135","Pernambuco",NA,NA,"Igarassu","-34.87481","-7.832298",NA,NA,NA,NA,"2008","-34.87481","-7.832298","12","04",NA,NA,NA,NA,NA
"604","2014-10-13 11:46:00-03","FEMACT","MIRR","11149","S","Plantae","Leguminosae-Mimo","Inga","thibaudiana","Inga thibaudiana",NA,"Milliken, W.; Lucas, E.; Nic Lughadha, E.; Mercês, F.","2012","10","13",NA,"Brasil","Cascalheira, Floresta secundária sobre solo arenoso, perturbada, com Pteridium.",NA,NA,"Árvore 8m, dbh 20cm, inflorescências jovens verdes. Elev.: 778m.",NA,NA,NA,"DC.",NA,"5052","Bahia",NA,NA,"Jaguaquara","-39.854444","-13.605555",NA,NA,NA,NA,NA,"-39.854444","-13.605555",NA,NA,NA,NA,NA,NA,NA
"605","2014-10-13 11:46:00-03","FEMACT","MIRR","11150","S","Plantae","Leguminosae-Mimo","Inga","thibaudiana","Inga thibaudiana",NA,"Aona, L.Y.S.; Biggs, N.; Jardim, J.G.; Lucas, E.; Mazine, F.F.; Victor Junior, V.V.; Costa, G","2013","03","13",NA,"Brasil","Serra do Papua, APA do Pratigi, descida da parcela 3 antes do córrego 01.",NA,NA,"Árvore ca. 3m de altura, frutos verdes. Habitat: Floresta Ombrófila densa ( mata Atlântica) em sucessão avançada.",NA,NA,NA,"DC.",NA,"2435","Bahia",NA,NA,"Ibirapitanga","-39.468333","-13.919444",NA,NA,NA,NA,NA,"-39.468333","-13.919444",NA,NA,NA,NA,NA,NA,NA
"606","2014-10-13 11:46:00-03","FEMACT","MIRR","2779","S","Plantae","Leguminosae-Mimo","Inga","thibaudiana","Inga thibaudiana",NA,"Silva, J.A. da; Prance, G.T.; Pires, J.M.; Huber, O.; Cordeiro, I.; Silva","1985","06","28",NA,"Brasil","Beira do rio Jauarí passando do igarapé Pretinho., Beira do rio Jauarí passando do igarapé Pretinho.",NA,NA,"Árvore de 5m de altura, frutos imaturos verdes.",NA,NA,NA,"DC.",NA,"173","Amazonas",NA,NA,"Barcelos","-63.366667","0.7",NA,NA,NA,NA,NA,"-63.366667","0.7",NA,NA,NA,NA,NA,NA,NA
"607","2014-10-13 11:46:00-03","FEMACT","MIRR","3481","S","Plantae","Leguminosae-Mimo","Inga","thibaudiana","Inga thibaudiana",NA,"Cordeiro, I.; Prance, G.T.; Pires, J.M.; Silva, J.A.; Huber","1985","07","08",NA,"Brasil","Serra de Aracá, rio Jauari., Próximo a base da Serra do Aracá, acesso pelo Rio Jauari (Cuieiras), afluente do Rio Aracá.",NA,NA,"Arvoreta ca. 3m altura, frutos com indumento ferrugíneo.",NA,NA,NA,"DC.",NA,"176","Amazonas",NA,NA,"Barcelos","-63.35","0.8",NA,NA,NA,NA,NA,"-63.35","0.8",NA,NA,NA,NA,NA,NA,NA
"608","2014-10-13 11:46:00-03","FEMACT","MIRR","5694","S","Plantae","Leguminosae-Mimo","Inga","thibaudiana","Inga thibaudiana",NA,"Ferreira, C.A.C.; Lima, J.; Maduro, C.B.; Erazo, ND de C; Bacelar-Lima, C.G.","2002","09","01",NA,"Brasil","Parque Nacional do Viruá, km 17, próximo a entrada do Parque, lado esquerdo. Vegetação de beira de estrada, solo argilo-arenoso.",NA,NA,"Arbusto de até 7,0 m de altura. Flores brancas e botões esverdeados.",NA,NA,NA,"DC.",NA,"12402","Roraima",NA,NA,"Caracaraí","-60.997222","1.402222",NA,NA,NA,NA,NA,"-60.997222","1.402222",NA,NA,NA,NA,NA,NA,NA
"609","2014-10-13 11:46:00-03","FEMACT","MIRR","9435","S","Plantae","Leguminosae-Mimo","Inga","thibaudiana","Inga thibaudiana",NA,"Farias H.L.S.","2011","03","20",NA,"Brasil","Igarapé Traíra, Mata de Galeria,, 2°75°57.04N e 7°32°64.08O",NA,NA,"Espécime de hábito arbóreo, base reta, fuste cilíndrico, casca com aparência lisa, folhas concolor com consistência cartácea com folíolos subglabros e com apêndices caducos no ápice, não apresenta flores e com frutos carnosos deiscente, ambiente de m",NA,NA,NA,"DC.",NA,"103","Roraima",NA,NA,"Mucajaí","-60.978722","2.39325",NA,NA,NA,NA,NA,"-60.978722","2.39325",NA,NA,NA,NA,NA,NA,NA
"610","2019-02-22 11:45:28-03","IPA","IPA","14160","S","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Pontual, I.","1966","11","01","Southern America","Brasil","Eng.Santo Antonio. Na subida da mata da Serrinha.",NA,NA,"Árvore com 10 de altura. Flores creme-claras.","IPA0014160","Plantae",NA,"DC.","Mata, M.F.","231","Alagoas",NA,NA,"União dos Palmares","-36.0318984985352","-9.16277980804443",NA,NA,"22346","auto","2008",NA,NA,"09","03",NA,NA,NA,NA,NA
"611","2019-02-22 11:45:28-03","IPA","IPA","60759","S","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Guedes, M.L.; Macedo, G.I.; Alunos de Taxonomia 2º semestre/97; Macedo, G.I.; Alunos de Taxonomia 2º semestre/97","1997","10","18","Southern America","Brasil","Fazenda Santa Cruz. Mata Ombrófila Densa. Mata com árvores de até 25m...areno-argiloso.",NA,NA,"Árvore:ca. 8m. Folíolos coriáceos, discolores. Frequente. Inflorescência com flores esverdeadas, estames alvos.","IPA0060759","Plantae",NA,"DC.","Guedes, M.L.","5376","Bahia",NA,NA,"Apuarema","-39.7439002990723","-13.8563995361328",NA,NA,"13543","auto","1997",NA,NA,"10",NA,NA,NA,NA,NA,NA
"612","2019-02-22 11:45:28-03","IPA","IPA","60174","S","Plantae","Leguminosae-Mim.","Inga","thibaudiana","Inga thibaudiana",NA,"Ferraz, E.B.; Ferreira, C.; Ferreira, C.","1997","10",NA,"Southern America","Brasil","Dois Irmãos",NA,NA,NA,"IPA0060174","Plantae",NA,"DC.","Rita Pereira","21293","Pernambuco",NA,NA,"Recife","-34.8810997009277","-8.05389022827148",NA,NA,"18865","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
