"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","579869","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","B. K. Holst","G. G. Hatschbach","1966","08","12","Brazil","Paraná","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,"NY00579869","NY00579869_01","14598","Col. S. Andrade",NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201209' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02423583","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"C. T. Blum","2010","09","07","Brazil","Paraná","Tijucas do Sul","-49.0736","-25.8242",NA,NA,"NY02423583","NY02423583_01","10-097","Remanescentes florestais marginais à represa de Vossoroca","850",NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2669171' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-09-28 16:18:00-03","NY","NYBG","579872","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana",NA,"S. G. Tressens","S. G. Tressens","1999","08","31","Argentina","Misiones","Guaraní",NA,NA,NA,NA,"NY00579872",NA,"6345","Predio Guaraní. Parcela CIFOR.",NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201205' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","579866","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","B. K. Holst","G. G. Hatschbach","1968","04","25","Brazil","Paraná","Marechal Cándido Rondon","-54.0567","-24.5561",NA,NA,"NY00579866","NY00579866_01","19153","2 Irmaos (Mun. Mal. Candido Rondon)",NA,NA,"South America","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=201207' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-13 09:20:21-03","UFRJ","RFA","8664","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","D. Legrand","G.G. Hatschbach","1966","08","12","Brasil","Paraná","São José dos Pinhais","-49.2064018249512","-25.5347003936768",NA,NA,"RFA27668",NA,"14598","Colônia Santos Andrade",NA,NA,NA,NA,NA,"Árvore pequeno porte, fruto vermelho",NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-24 17:10:53-03","UTFPR","DVPR","3085","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","David, F","Silva, JM; Motta, JT","2014","06","24","Brasil","Paraná","Piraquara","-48.5949","-25.2931","-48.5949","-25.2931","DVPR003085",NA,"8574","Mananciais da Serra","960","960",NA,NA,NA,"Árvore 4 m, frutos imaturos.; Floresta Ombrófila Mista","Magnoliophyta",NA,NA,NA,"2014","07","28",NA,NA,NA,NA,NA
"17","2020-11-24 17:10:53-03","UTFPR","DVPR","3332","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Estevan, DA","Estevan, DA; et al.","2015","05","28","Brasil","Paraná","Dois Vizinhos","-53.03029","-25.45083","-53.03029","-25.45083","DVPR003332",NA,"2153","Parque Municipal Jirau Alto.","475","475",NA,NA,NA,"Árvore 8 m.","Magnoliophyta",NA,NA,NA,"2016",NA,NA,NA,NA,NA,NA,NA
"18","2020-11-24 17:10:53-03","UTFPR","DVPR","5474","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Estevan, DA","Souza, PR; et al.","2017","04",NA,"Brasil","Paraná","São Jorge d' Oeste","-53.633","-25.4035","-53.633","-25.4035","DVPR005474",NA,"104","RPPN Salto Chopim",NA,NA,NA,NA,NA,"Árvore ca 4.0m, parcela 6, número do indivíduo 668; Floresta Estacional Semidecidual","Magnoliophyta",NA,NA,NA,"2017","06",NA,NA,NA,NA,NA,NA
"19","2020-11-24 17:10:53-03","UTFPR","DVPR","5468","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Estevan, DA","Souza, PR; et al.","2017","04",NA,"Brasil","Paraná","São Jorge d' Oeste","-53.633","-25.4035","-53.633","-25.4035","DVPR005468",NA,"98","RPPN Salto Chopim",NA,NA,NA,NA,NA,"Árvore ca 3.80m, parcela 6, número do indivíduo 667; Floresta Estacional Semidecidual","Magnoliophyta",NA,NA,NA,"2017","06",NA,NA,NA,NA,NA,NA
"20","2020-11-24 17:10:53-03","UTFPR","DVPR","2764","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Soares-Silva, LH","Chagas-Silva, F; et al.","1996","03","11","Brasil","Paraná","Londrina","-51.1627998352051","-23.3103008270264",NA,NA,"DVPR002764",NA,"587","Parque Estadual Mata dos Godoy",NA,NA,NA,NA,NA,"Árvore 9m, botão floral verde, pouco frequente.; Linha 3 da Lúcia.","Magnoliophyta",NA,"63728","auto","2001",NA,NA,NA,NA,NA,NA,NA
"21","2020-11-24 17:10:53-03","UTFPR","DVPR","3082","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Santos, TF","Silva, JM; Motta, JT; Barboza, E","2014","05","20","Brasil","Paraná","São José dos Pinhais","-48.5854","-25.4629","-48.5854","-25.4629","DVPR003082",NA,"8565","Estrada entre colônia Castelhanos e usina de Chaminé","755","755",NA,NA,NA,"Árvore 5 m, frutos imaturos.; Floresta Ombrófila Densa","Magnoliophyta",NA,NA,NA,"2014","07","28",NA,NA,NA,NA,NA
"22","2019-12-04 15:25:30-03","PUCPR","HUCP","22594","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D. Legrand) D. Legrand","Carrano, E","Carrano, E","2011","08","04","Brasil","Paraná","Guaratuba","-48.5746994018555","-25.8827991485596",NA,NA,"HUCP00015288","HUCP00015288","s.n.","Serra de Castelhanos",NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"41937","auto",NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-12-04 15:25:30-03","PUCPR","HUCP","23412","S","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D. Legrand) D. Legrand","David, F","Silva, JM","2014","06","24","Brasil","Paraná","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00015192","HUCP00015192","s.n.",NA,NA,NA,NA,NA,NA,NA,"Eudicotiledonea",NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:21:12-03","UFBA","ALCB","101091","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Sobral, M","Silva, JM; Costa, EF; Saldanha, J","2007","10","13","Brasil","Paraná","Morretes","-48.834400177002","-25.476900100708",NA,NA,"ALCB057790",NA,"6105","América de Baixo.",NA,NA,"Southern America",NA,NA,"5 m alt. Fruto vinoso.","Dicotyledon",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2503912","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Reitz R; Klein RM","1956","03","29","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2503912","NL-L2503912",NA,"Santa Catarina. Morro da Ressacada, Itajai.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503912 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"26","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2503913","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Hatschbach GG","1966","08","17","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2503913","NL-L2503913",NA,"Est. Parana. Mun. Camp. Gde. Sul. Sitio do Belizario.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503913 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"27","2020-02-08 10:06:08-03","NBC","NL-BOTANY","L.2503914","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Hatschbach GG","1966","08","12","Brazil",NA,NA,NA,NA,NA,NA,"NL-L2503914","NL-L2503914",NA,"Est. Parana. Mun. S. Jose Pinhais. Col. S. Andrade.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2503914 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"28","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U 0285238","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","07","22","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0285238",NA,NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285238 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13405",NA,NA,NA
"29","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U 0285239","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0285239",NA,NA,"Fazenda Pelanda",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285239 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13341",NA,NA,NA
"30","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U 0285240","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","06","30","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0285240",NA,NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285240 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13339",NA,NA,NA
"31","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U 0285241","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","08","11","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0285241",NA,NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285241 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13604",NA,NA,NA
"32","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U 0285242","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","08","05","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0285242",NA,NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285242 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13446",NA,NA,NA
"33","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U 0285243","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","11","28","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0285243",NA,NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285243 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw14059",NA,NA,NA
"34","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U 0285244","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Horreüs de Haas R",NA,NA,NA,"Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U0285244",NA,NA,"Cêrro Azul",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200285244 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","Uw13668",NA,NA,NA
"35","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442787","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Reitz R; Klein RM","1957","05","25","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1442787","NL-U1442787",NA,"Plantas da SANTA CATARINA. Porto do Palmital, Garuva, S. Francisco do SUl. Mata.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442787 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"36","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442788","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand","Soares-Silva LH","Lindeman JC; Haas JH de","1966","12","22","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1442788","NL-U1442788",NA,"Est. Paraná, against steep bank of Rio Iguaçu, E of ferry in road to Capanema.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442788 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,"1997","04","01","Magnoliopsidae","U 0250990",NA,NA,NA
"37","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442789","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","11","28","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1442789","NL-U1442789",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442789 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0101445",NA,NA,NA
"38","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442790","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Reitz R; Klein RM","1958","04","17","Brazil",NA,NA,NA,NA,NA,NA,"NL-U1442790","NL-U1442790",NA,"Plantas da SANTA CATARINA. Estrada Dona Francisca, Joinville. Mata.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442790 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442791","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","07","22","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1442791","NL-U1442791",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442791 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083778",NA,NA,NA
"40","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442792","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","08","11","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1442792","NL-U1442792",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442792 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083850",NA,NA,NA
"41","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442793","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","06","30","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1442793","NL-U1442793",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442793 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083851",NA,NA,NA
"42","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442794","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1967","03","14","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1442794","NL-U1442794",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442794 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083852",NA,NA,NA
"43","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U.1442795","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Lindeman JC; Haas JH de","1966","08","05","Brazil","Paraná",NA,NA,NA,NA,NA,"NL-U1442795","NL-U1442795",NA,NA,NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1442795 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae","U 0083779",NA,NA,NA
"44","2020-02-08 10:06:08-03","NBC","NL-BOTANY","WAG.1115072","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana","(D.Legrand) D.Legrand",NA,"Kummrow R; et al.","1987","08","18","Brazil",NA,NA,NA,NA,NA,NA,"NL-WAG1115072","NL-WAG1115072",NA,"Véu de Noiva (mun. Morretes) Paraná.",NA,NA,"Southern America",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1115072 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Myrtales",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"45","2020-11-04 11:14:28-03","ESALQ","ESA","108842","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","burkartiana","Eugenia burkartiana",NA,"Mazine, F.F.","Zardini, E.M.","1995","11","27","Paraguai",NA,"Alto Paraná",NA,NA,NA,NA,"ESA108842","ESA108842","43747.0",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA
