"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","stateProvince","preparationType","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","monthIdentified","dayIdentified","typeStatus","individualCount","fieldNumber"
"14","2021-03-15 16:37:00-03","NY","NYBG","656663","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","S. F. Smith","A. Jasper","1992","01","22","Brazil",NA,"Caçapava do Sul- Seival",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=597410' target='other'> <mi>dwc_moreinfo</mi></a>","NY00656663","NY00656663_01","Magnoliophyta","Fabales","8090","South America","Rio Grande do Sul","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-02-18 09:30:34-03","UNESP-IBB","BOTU","10462","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St.-Hil. & Tul.) Mart.","Hatschbach, G.","Hatschbach, G.","1971","02","25","Brasil","Guarapuava",NA,NA,NA,"9999","9999","árvore de 8m; do capão; flor creme esverdeada, rar.","BOTU010462",NA,NA,NA,"82",NA,"Paraná",NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-13 09:20:47-03","UFRJ","RFA","10925","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","G.G. Hatschbach","G.G. Hatschbach","1970","02","25","Brasil","Guarapuava","Palmerinha","-51.4580993652344","-25.395299911499",NA,NA,"Árvore 8 m de altura, do capão. Flor creme esverdeada. Rara.","RFA10857",NA,NA,NA,"26493",NA,"Paraná",NA,NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA
"17","2019-12-04 15:25:45-03","PUCPR","HUCP","17119","S","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St. Hil. & Tul.) Mart.","Selusniaki, M","Selusniaki, M; Moledo, R","2005","06","26","Brasil","Curitiba","Augusta","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00017312","HUCP00017312","Eudicotiledonea",NA,"481",NA,"Paraná",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:25:45-03","PUCPR","HUCP","17116","S","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St. Hil. & Tul.) Mart.","Selusniaki, M","Selusniaki, M; Moledo, R","2005","06","26","Brasil","Curitiba","Augusta","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00017202","HUCP00017202","Eudicotiledonea",NA,"479",NA,"Paraná",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"19","2019-12-04 15:25:45-03","PUCPR","HUCP","17117","S","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St. Hil. & Tul.) Mart.","Selusniaki, M","Selusniaki, M; Moledo, R","2005","06","26","Brasil","Curitiba","Augusta","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00017824","HUCP00017824","Eudicotiledonea",NA,"477",NA,"Paraná",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"20","2019-12-04 15:25:45-03","PUCPR","HUCP","17118","S","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St. Hil. & Tul.) Mart.","Selusniaki, M","Selusniaki, M; Moledo, R","2005","06","26","Brasil","Curitiba","Augusta","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00017302","HUCP00017302","Eudicotiledonea",NA,"478",NA,"Paraná",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"21","2019-12-04 15:25:45-03","PUCPR","HUCP","18832","S","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A. St. Hil. & Tul.) Mart.","Selusniaki, M","Selusniaki, M; Moledo, R","2007","10","06","Brasil","Curitiba","Parque Municipal do Passaúna","-49.2731018066406","-25.4277992248535",NA,NA,NA,"HUCP00017198","HUCP00017198","Eudicotiledonea",NA,"1315",NA,"Paraná",NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"22","2019-10-09 11:23:14-03","UFBA","ALCB","81448","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(Standley) Smith & Downs.","Hatschbach, G","Silva, JM; Cunha, EM","2007","02","05","Brasil","Pinhão","Rod. PR-170, rio Pinhão","-51.6596984863281","-25.6956005096436",NA,NA,"4 m . Fruto imaturo.","ALCB022097","ALCB022097","Dicotyledon",NA,"5470","Southern America","Paraná",NA,NA,NA,"2007","37408","auto",NA,NA,NA,NA,NA,NA,NA
"23","2020-02-08 10:26:26-03","NBC","NL-BOTANY","AMD.100412","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Herter WG","1934","07","24","Uruguay",NA,"Dep. de Artigas. Loc. Dic. Chiflero.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/AMD.100412 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-AMD100412","NL-AMD100412",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:26:26-03","NBC","NL-BOTANY","L.1078161","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Unknown",NA,NA,NA,"Uruguay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1078161 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1078161","NL-L1078161",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Tw20487",NA,NA,NA,NA,NA
"25","2020-02-08 10:26:26-03","NBC","NL-BOTANY","L.1899386","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Smith LB; Klein RM","1957","03","17","Brazil",NA,"Brazil. Santa Catarina. Mun. Lajes: pinheiral, Estrada da Rodagem Federal km 3 south of Lajes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1899386 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1899386","NL-L1899386",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"26","2020-02-08 10:26:26-03","NBC","NL-BOTANY","L.1899387","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Schwindt E","1950","04","15","Brazil",NA,"Gob. Misiones, Dep. San Pedro. Fracran a San Pedro Ruta 14.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1899387 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1899387","NL-L1899387",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"27","2020-02-08 10:26:26-03","NBC","NL-BOTANY","L.1899388","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Smith LB; Klein RM","1957","02","12","Brazil",NA,"Brazil. Santa Catarina. Mun. Lajes: pinheiral, Estrada da Rodagem Federal km 3 south of Lajes.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1899388 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1899388","NL-L1899388",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"28","2020-02-08 10:26:26-03","NBC","NL-BOTANY","L.1899389","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Rambo B","1949","05","13","Brazil",NA,"Brasil. Rio Grande do Sul, Vila Manresa p.P.Alega.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1899389 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1899389","NL-L1899389",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"29","2020-02-08 10:26:26-03","NBC","NL-BOTANY","L.4207521","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Wasum R; et al.","1997","12","12","Brazil",NA,"RS-Caçapava do Sul-Minas de Camaquã.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.4207521 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L4207521","NL-L4207521",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"30","2020-02-08 10:26:26-03","NBC","NL-BOTANY","U.1552013","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.","Schinini A","Pedersen TM","1995","01","26","Uruguay",NA,"Bajada de Pena, Dep. Rivera.",NA,NA,NA,NA,"Woodland on rocky hillsides.<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1552013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1552013","NL-U1552013",NA,"Rosales",NA,"Southern America","Rivera",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","U 0246839",NA,NA,NA,NA,NA
"31","2020-02-08 10:26:26-03","NBC","NL-BOTANY","U.1552014","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Tressens SG; et al.","1996","08","24","Argentina",NA,"Misiones, Dep. Guarani. Predio Guarani. Limite del Predo con IPS, rumbo hacia el arroyo Paraiso. Interior de selva.","-54.25","-26.941667","-54.25","-26.941667","<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1552014 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1552014","NL-U1552014",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"32","2020-02-08 10:26:26-03","NBC","NL-BOTANY","U.1552015","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Herter WG","1934","07","24","Uruguay",NA,"Dep. de Artigas. Chiflero.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1552015 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1552015","NL-U1552015",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"33","2020-02-08 10:26:26-03","NBC","NL-BOTANY","U.1552016","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Rodriquez","1912","12","18","Argentina",NA,"Gob. Misiones. Sta Ana.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1552016 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1552016","NL-U1552016",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"34","2020-02-08 10:26:26-03","NBC","NL-BOTANY","U.1552022","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Palacios-Cuezzo","1948","02","19","Brazil",NA,"Estado-Rio G. do Sul. Cacapora do Sul.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1552022 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1552022","NL-U1552022",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"35","2020-02-08 10:26:26-03","NBC","NL-BOTANY","U.1552023","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Sellow F",NA,NA,NA,"Brazil",NA,"Brasilia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1552023 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1552023","NL-U1552023",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"36","2020-02-08 10:26:26-03","NBC","NL-BOTANY","WAG.1478968","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","(A.St.-Hil. & Tul.) Mart.",NA,"Hatschbach GG","1970","02","25","Brazil",NA,"Palmerinha (mun. Guarapuava) Paraná.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1478968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1478968","NL-WAG1478968",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"37","2020-02-08 10:26:26-03","NBC","NL-BOTANY","L.1899408","PreservedSpecimen","Plantae","Rosaceae","Quillaja","sellowiana","Quillaja sellowiana","Walp.",NA,"Sellow F",NA,NA,NA,"Brazil",NA,"Brasilia.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1899408 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1899408","NL-L1899408",NA,"Rosales",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"38","2020-11-04 11:17:56-03","ESALQ","ESA","105985","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis",NA,"Gasper, A.L.","Verdi, M.","2008","01","22","Brasil","Ibiam",NA,"-51.2369003295898","-27.1814002990723",NA,NA,NA,"ESA105985",NA,"Magnoliophyta",NA,"22738.0",NA,"Santa Catarina",NA,NA,NA,"2008","13703","auto",NA,NA,"09","18",NA,NA,NA
"39","2020-11-04 11:17:56-03","ESALQ","ESA","60431","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis",NA,NA,"Jarenkow, J.A.","1998","01","19","Brasil","Barra do Ribeiro",NA,"-51.3011016845703","-30.2910995483398",NA,NA,NA,"ESA060431",NA,"Magnoliophyta",NA,"3828.0",NA,"Rio Grande do Sul",NA,NA,NA,NA,"31686","auto",NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:17:56-03","ESALQ","ESA","39650","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis",NA,NA,"Stehmann, J.R. et al.","1994","01","21","Brasil","Caçapava do Sul",NA,"-53.4914016723633","-30.5121994018555",NA,NA,NA,"ESA039650",NA,"Magnoliophyta",NA,"1343.0",NA,"Rio Grande do Sul",NA,NA,NA,NA,"50525","auto",NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:17:56-03","ESALQ","ESA","39767","PreservedSpecimen","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis",NA,NA,"Jarenkow, J.A.","1995","03","01","Brasil","Pelotas",NA,"-52.3424987792969","-31.771900177002",NA,NA,NA,"ESA039767",NA,"Magnoliophyta",NA,"2561.0",NA,"Rio Grande do Sul",NA,NA,NA,NA,"51462","auto",NA,NA,NA,NA,NA,NA,NA
"42","2021-01-14 15:33:23-03","MN","R","8817","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","Mart.",NA,"Glaziou, A.F.M.","1879","08","23","Brasil",NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000008817","R000008817_001",NA,NA,"14198",NA,"São Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-22 17:46:30-03","UFPI","TEPB","10105","PreservedSpecimen","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","Mart.",NA,"ETEFFEN, J. C.","1989","01","15","Brasil","Sapiranga",NA,"-51.0069007873535","-29.6380996704102",NA,NA,"<ll>dwc_commonname:</ll> Pau de sabão",NA,NA,NA,NA,NA,NA,"Rio Grande do Sul",NA,NA,NA,NA,"11711","auto",NA,NA,NA,NA,NA,NA,NA
"44","2015-07-02 14:03:52-03","JBP","HPL","13927","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis","Mart.","M.L. Kawasaki","H. Lorenzi","1997","10","05","Brasil","Vacaria","Em área de campo.","-50.9339","-28.5122",NA,NA,NA,NA,NA,NA,NA,NA,NA,"RS",NA,NA,NA,NA,"63451","auto",NA,NA,NA,NA,NA,NA,NA
"45","2015-07-02 14:03:52-03","JBP","HPL","7690","S","Plantae","Quillajaceae","Quillaja","brasiliensis","Quillaja brasiliensis",NA,"R. Tsuji","R. Tsuji","2007","03","04","Brasil","Bagé","Coletado nas proximidades do município de Bagé (sentido Caçapava), na beira da estrada.","-54.1069","-31.3314",NA,NA,NA,NA,NA,NA,NA,"1775",NA,"RS",NA,NA,NA,"2007","74087","auto",NA,NA,"03","04",NA,NA,NA
"46","2016-02-02 14:39:08-02","BGBM","B","B 10 0420766","S","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","Mart.",NA,"R. Wasum & al.","1998","08",NA,"Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100420766 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100420766","B100420766",NA,NA,"12580","Middle and South America",NA,NA,"300","300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2016-02-02 14:39:08-02","BGBM","B","B 10 0347147","S","Plantae","Rosaceae","Quillaja","brasiliensis","Quillaja brasiliensis","Mart.",NA,NA,NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100347147 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100347147","B100347147",NA,NA,NA,"Middle and South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"holotype",NA,NA
