"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","sex"
"28","2019-11-13 11:17:51-03","USP","SPF","215898","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii","Prance",NA,"Daneu, L","468","2010","11","25",NA,"Brasil","Bahia","Ibirataia",NA,"-39.833333","-15.15",NA,NA,"SPF00215898",NA,"-39.833333","-15.15",NA,NA,"Asprino, R","2018","11",NA,NA,NA,NA,NA,NA
"29","2019-10-07 09:30:01-03","UEFS","HUEFS","213932","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","santosii","Hirtella santosii","Prance",NA,"Popovkin, A.V.","1807","2014","10","29",NA,"Brasil","Bahia","Entre Rios","Algodão.","-37.966667","-12.166667",NA,NA,"HUEFS0213932","HUEFS0213932","37W58'0''","12S10'","140","140","R.Asprino","2015","10",NA,NA,NA,"Rosanae",NA,NA
"30","2019-10-07 09:30:01-03","UEFS","HUEFS","228143","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","santosii","Hirtella santosii","Prance",NA,"Asprino, R.","112","2014","11","23",NA,"Brasil","Bahia","Almadina","Serra do Corcovado. Acesso pela Faz. de Seu Francisco.","-39.602778","-14.7125",NA,"Floresta Ombrófila Densa Montana.","HUEFS0228143","HUEFS0228143","39W36'10''","14S42'45''","460","460",NA,NA,NA,NA,NA,NA,"Rosanae",NA,NA
"31","2019-10-07 09:30:01-03","UEFS","HUEFS","15450","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Chrysobalanaceae","Hirtella","santosii","Hirtella santosii","Prance",NA,"Gusmão, E.F.de",NA,"1974","11","17",NA,"Brasil","Bahia","Itanagra",NA,"-38.0416984558105","-12.2630996704102",NA,NA,"HUEFS0015450","HUEFS0015450",NA,NA,NA,NA,"F.Gomes-Silva","2017","08",NA,"20708","auto","Rosanae",NA,NA
"32","2020-07-23 12:02:54-03","CEPLAC","CEPEC","60516","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii",NA,NA,"E. F. Guimarães",NA,"1974","11","17",NA,"Brasil","Bahia","ITANAGRA","Fazenda Brejo Verde.","-38.0416984558105","-12.2630996704102",NA,NA,NA,NA,NA,NA,NA,NA,"R. Asprino",NA,NA,NA,"20708","auto",NA,"30/05/2016",NA
"33","2020-07-23 12:02:54-03","CEPLAC","CEPEC","135738","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii",NA,NA,"Carvalho, G. M.",NA,NA,NA,NA,NA,"Brasil","Bahia","PORTO SEGURO","RPPN Estação Veracel","-39.133333","-16.333333",NA,"Indivíduo P47-07",NA,NA,"39W8'0","16S20'0","100","100","Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-07-23 12:02:54-03","CEPLAC","CEPEC","141701","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii",NA,NA,"Asprino, R.","112","2014","11","23",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado. Acesso pela Faz. de Seu Francisco.","-39.602778","-14.7125",NA,NA,NA,NA,"39W36'10","14S42'45","460","460","Sem Informação",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-07-23 12:02:54-03","CEPLAC","CEPEC","150078","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii",NA,NA,"Fernandes, M.H.","161","2014","11","23",NA,"Brasil","Bahia","Condeúba","Conglomerado BA_1305","-36.12","-15.119722",NA,"<ll>dwc_commonname:</ll>",NA,NA,"36W7'12","15S7'11",NA,NA,"R. Asprino",NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-07-23 12:02:54-03","CEPLAC","CEPEC","53278","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii",NA,NA,"W. W. Thomas","7344","1991","07","01",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande, na Rod. para Itacaré. Fazenda Lagoa. Parcela 18. Árvore # 731.","-39.016667","-14.416667",NA,"<ll>dwc_commonname:</ll>",NA,NA,"39W1'","14S25'",NA,NA,"R. Asprino",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-07-23 12:02:54-03","CEPLAC","CEPEC","1369","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii",NA,NA,"T. S. dos Santos","4343","1987","11","29",NA,"Brasil","Bahia","BELMONTE","Area da Estação Experimental Gregorio Bondar. CEPLAC.","-38.8828010559082","-15.8631000518799",NA,NA,NA,NA,NA,NA,NA,NA,"R. Asprino",NA,NA,NA,"71281","auto",NA,"30/05/2016",NA
"38","2020-07-23 12:02:54-03","CEPLAC","CEPEC","5091","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii",NA,"Isótipo","T. S. dos Santos","300","1968","12","10",NA,"Brasil","Bahia","UNA","Fazenda São Rafael.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,"0W0'0","0S0'0",NA,NA,"G. T. Prance",NA,NA,NA,"36070","auto",NA,"30/12/1979",NA
"39","2020-07-23 12:02:54-03","CEPLAC","CEPEC","70100","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii",NA,NA,"G. Hatschbach","61601","1995","01","17",NA,"Brasil","Espírito Santo","domingos martins","BR-262, prox. a Vitor Hugo, Rio Jucu Braço Sul.","-40.6591987609863","-20.3633003234863",NA,NA,NA,NA,NA,NA,NA,NA,"R. Asprino",NA,NA,NA,"48150","auto",NA,"30/05/2016",NA
"40","2021-04-05 12:31:49-03","UNIVASF","HVASF","2574","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii","Prance",NA,"Marcondes Oliveira","683","2001","12","13","América do Sul","Brasil","Alagoas","Ibateguara","Coimbra. Grota do Varjão","-35.899683","-8.955641",NA,"Arvoreta 8,0m alt., caule cinzento, cálice verde, corola branca, anteras lilases. Ocasional.","HVASF002574",NA,"-35.899683","-8.955641","509","509","F. Gomes-Silva","2017","04","10",NA,NA,NA,NA,"U"
"41","2021-04-05 12:31:49-03","UNIVASF","HVASF","2504","PreservedSpecimen","Plantae",NA,NA,"Chrysobalanaceae","Hirtella","santosii","Hirtella santosii","Prance",NA,"P.A.A. Cara","16","2003","10","03","América do Sul","Brasil","Alagoas","Ibateguara","Grota do Varjão, interior da mata, topo.","-35.899683","-8.955641",NA,"pilosas. Arbusto de 3-4 m.","HVASF002504",NA,"-35.899683","-8.955641","509","509","F. Gomes-Silva","2017","04","10",NA,NA,NA,NA,"U"
