"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","maximumElevationInMeters","identifiedBy","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"11","2016-09-30 20:15:00-03","NY","NYBG","02384409","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"M. J. G. Hopkins","173","1983","08","11","South America","Bolivia","Santa Cruz","Finca of Don Luís Olivarria, 3 km north of Ascención de los Guarayos",NA,"boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579392' target='other'> <mi>dwc_moreinfo</mi></a>","NY02384409","NY02384409_01 NY02384409_02 NY02384409_03 NY02384409_04 NY02384409_05 NY02384409_06","Nuflo de Chavez","-63.08","-15.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02326934","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","E. P. Killip","25141","1929","06","16","South America","Peru","Junín","Along Ro Perene, near Hacienda 3, Colonia Perene","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579128' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326934","NY02326934_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","02384406","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","A. O. Scariot","009",NA,NA,NA,"South America","Brazil","Mato Grosso","Capao de Mata - Pantanal; Fazenda Sao Vicente do Rio Claro","100","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579389' target='other'> <mi>dwc_moreinfo</mi></a>","NY02384406","NY02384406_01 NY02384406_02 NY02384406_03 NY02384406_04 NY02384406_05 NY02384406_06 NY02384406_07 NY02384406_08 NY02384406_09 NY02384406_10 NY02384406_11 NY02384406_12 NY02384406_13","Pocone","-56.6227989196777","-16.2567005157471","200792","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-30 20:15:00-03","NY","NYBG","02384404","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"E. M. Zardini","53650","2000","01","14","South America","Paraguay","Concepción","Estancia Arrecife.",NA,"boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579387' target='other'> <mi>dwc_moreinfo</mi></a>","NY02384404","NY02384404_01 NY02384404_02 NY02384404_03 NY02384404_04 NY02384404_05 NY02384404_06 NY02384404_07",NA,"-57.5189","-22.1744",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2016-09-29 21:04:00-03","NY","NYBG","00878133","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"L. R. Noblick","4864","1992","05","10","South America","Brazil","Goiás","14 km NE of the city on BR-060/BR-153 to Anapolis.","700","packeted","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949032' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878133","NY00878133_01 NY00878133_02 NY00878133_03 NY00878133_04 NY00878133_05","Goiânia","-48.5","-16.17",NA,NA,"800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","02326935","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","E. P. Killip","25141","1929","06","16","South America","Peru","Junín","Along Río Perene, near Hacienda 3 Colonia Perene","600","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579132' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326935","NY02326935_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01137607","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","L. R. Noblick","5018",NA,NA,NA,"South America","Brazil","Pará",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1318315' target='other'> <mi>dwc_moreinfo</mi></a>","NY01137607","NY01137607_01 NY01137607_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","02384411","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","E. W. Davis","1188","1981","06","11","South America","Bolivia","El Beni","Rio Maniqui-three days by dugout below mission of Fatima",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579397' target='other'> <mi>dwc_moreinfo</mi></a>","NY02384411","NY02384411_01 NY02384411_02 NY02384411_03 NY02384411_04","José Ballivián",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2016-09-30 20:15:00-03","NY","NYBG","02384413","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"M. J. G. Hopkins","173","1983","08","11","South America","Bolivia","Santa Cruz","Finca of Don Luís Olivarria, 3 km north of Ascención de los Guarayos",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579399' target='other'> <mi>dwc_moreinfo</mi></a>","NY02384413","NY02384413_01 NY02384413_02 NY02384413_03 NY02384413_04 NY02384413_05","Nuflo de Chavez","-63.08","-15.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","02326938","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","M. H. Nee","31898","1985","09","13","South America","Bolivia","El Beni","Oro Blanco, a settlement of a few houses on high banks of Rio Beni (=Rio Madre de Dios on some maps)","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579267' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326938","NY02326938_01 NY02326938_02 NY02326938_03","Vaca Díez","-65.7","-10.63",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","02384405","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","J. C. Solomon","14790","1985","11","18","South America","Bolivia","El Beni","Estancia El Porvenir, 50 km E of the Río Maniqui (San Borja) on the road to Trinidad","250","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579388' target='other'> <mi>dwc_moreinfo</mi></a>","NY02384405","NY02384405_01 NY02384405_02 NY02384405_03 NY02384405_04 NY02384405_05 NY02384405_06","José Ballivián","-66.42","-14.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02326948","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","Collector unknown","66","1992","08","13","South America","Bolivia","Pando","Mioliendo [illegible]","240","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579356' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326948","NY02326948_01 NY02326948_02 NY02326948_03","Nicolás Suárez","-69.13","-11.43",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2016-09-30 20:15:00-03","NY","NYBG","02326937","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"F. Chávez","679","1990","10","10","South America","Peru","Madre de Dios","Pakitza, Parque Nacional del Manu, Zona 2","400","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579134' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326937","NY02326937_01",NA,"-70.97","-11.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-10-01 03:20:00-03","NY","NYBG","02623106","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"M. J. G. Hopkins","173","1983","08","11","South America","Bolivia","Santa Cruz","Finca of Don Luís Olivarria, 3 km north of Ascención de los Guarayos",NA,"wood sample","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2940541' target='other'> <mi>dwc_moreinfo</mi></a>","NY02623106",NA,"Nuflo de Chavez","-63.08","-15.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","00878140","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","E. J. Ferreira","517","1998","09","17","South America","Brazil","Mato Grosso","10 km. da estrada entre Cuiabá e Chapada dos Guimaraes, margem esquerda.",NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949105' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878140","NY00878140_01","Cuiabá","-55.75","-15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","02384403","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","M. H. Nee","35453","1987","07","30","South America","Bolivia","Santa Cruz","Estancia San Rafael de Amboro, 15 km. (by air) SSE of Buena Vista","375","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579384' target='other'> <mi>dwc_moreinfo</mi></a>","NY02384403","NY02384403_01 NY02384403_02 NY02384403_03 NY02384403_04","Ichilo","-63.62","-17.58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","00756225","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","E. J. Ferreira","169","1992","03","19","South America","Brazil","Acre","Reserva Extrativista do Alto Juruá, right bank of Rio Juruá, Seringal S. Joao, Colocaçao Tapaúna",NA,"sheet","INPA/PESACRE/UFAC/Exxon Foundation <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739651' target='other'> <mi>dwc_moreinfo</mi></a>","NY00756225","NY00756225_01","Marechal Thaumaturgo","-72.23","-9.2",NA,NA,NA,"E. J. Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2016-09-30 20:15:00-03","NY","NYBG","02326936","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"L. R. Moreno Suárez","74","1991","02","19","South America","Bolivia","Pando","Puerto America","165","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579133' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326936","NY02326936_01","Madre de Dios",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2016-09-30 20:15:00-03","NY","NYBG","02384410","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"C. R. Sperling","6548","1982","08","10","South America","Bolivia","Pando","Ca. 2 hours upstream (by boat) from the ferry crossing of Rio Manuripi on the road to Chivé",NA,"boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579395' target='other'> <mi>dwc_moreinfo</mi></a>","NY02384410","NY02384410_01 NY02384410_02 NY02384410_03 NY02384410_04 NY02384410_05 NY02384410_06 NY02384410_07 NY02384410_08","Manuripi","-68.65","-11.88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","756175","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","M. T. V. do A. Campos","962","1998","09","15","South America","Brazil","Acre","Basin of Rio Juruá, Rio Gregório, Comunidade Indígena dos Yawanawá, Area do Mutum",NA,"separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=922359' target='other'> <mi>dwc_moreinfo</mi></a>","NY00756175",NA,"Tarauacá","-71.7414","-8.3817",NA,NA,NA,"E. J. Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","02326939","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","B. M. Torke","631","2009","05","31","South America","Bolivia","La Paz","Pampas del Madidi area of the middle reaches of the Rio Madidi basin: Campamento Malanoche on the N shore of the Rio Enatahua (Rio Inambari according to one guide), ca. 3.5 linear km NE of the confluence of the Enatahua with the Rio Madidi, 0-0.5 km downriver from camp","188","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579268' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326939","NY02326939_01 NY02326939_02 NY02326939_03","Abel Iturralde","-67.79508","-12.94069",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00195560","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","M. N. Alexiades","269","1989","02","10","South America","Peru","Madre de Dios","Comunidad Nativa de Infierno. Hermosa Chica. Study plot 1","260","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=107159' target='other'> <mi>dwc_moreinfo</mi></a>","NY00195560","NY00195560_01 NY00195560_02 NY00195560_03 NY00195560_04 NY00195560_05 NY00195560_06","Tambopata","-69.28","-12.83",NA,NA,"260",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 20:15:00-03","NY","NYBG","02326941","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"P. J. Barbour","5132","1980","05","03","South America","Peru","Madre de Dios","Province Tampbopata: ca. 30 air km or 70-80 river km SSW of Puerto Maldonada at effluence Rio La Torre (Rio D'Orbigny)/Rio Tambopata (SE bank); Tampbopata Nature Reserve","260","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579271' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326941","NY02326941_01",NA,"-69.28","-12.82",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","02326944","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","M. H. Nee","31889","1984","09","12","South America","Bolivia","El Beni","Near Rio Beni (=Rio Madre de Dios) on downstream side of Cachuela Esperanza","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579352' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326944","NY02326944_01 NY02326944_02 NY02326944_03 NY02326944_04","Vaca Díez","-65.58","-10.53",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","00878135","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","G. Gottsberger","121-9769","1969","07","09","South America","Brazil","Mato Grosso","Xavantina, Serra do Roncador, 30 km N of Xavantina, Rio Areoes, along the road to Sao Félix.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949043' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878135","NY00878135_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01194337","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","E. J. Ferreira","83","1991","11","08","South America","Brazil","Acre","Reserva Extrativista Chico Mendes, Seringal Palmarí, margem esquerda do Rio Acre, Colocaçao Monte Verde.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739654' target='other'> <mi>dwc_moreinfo</mi></a>","NY01194337","NY01194337_01","Xapuri","-68.25","-10.55",NA,NA,NA,"E. J. Ferreira",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","00878973","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","C. Pinheiro","89-17","1989","12","16","South America","Brazil","Maranhão","Estrada vicinal, localidade denominada Escondido",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2529751' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878973","NY00878973_01 NY00878973_02","Itapecuru-Mirím",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00568102","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","H. Q. B. Fernandes","3202","1997","05","21","South America","Brazil","São Paulo","Fazenda Caçula, acesso peo lado esquesdo da rodovia Buritizal-Pedregulho, km 8, estrada em direçao ao fundo do vale. Do lado esquerdo, a ca. de 25-50 m da bifurcaçao, indo para fazenda Pary.","750","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=739655' target='other'> <mi>dwc_moreinfo</mi></a>","NY00568102","NY00568102_01 NY00568102_02 NY00568102_03 NY00568102_04 NY00568102_05 NY00568102_06","Buritizal","-47.7","-20.1903",NA,NA,"750","A. J. Henderson",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2016-09-30 20:15:00-03","NY","NYBG","02326947","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata",NA,"E. M. Zardini","58649","2002","06","24","South America","Paraguay","Presidente Hayes","Between Pozo Colorado and Concepción",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2579355' target='other'> <mi>dwc_moreinfo</mi></a>","NY02326947","NY02326947_01 NY02326947_02",NA,"-58.6094","-23.4953",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00878134","PreservedSpecimen","Plantae","Magnoliophyta","Arecales","Arecaceae","Attalea","phalerata","Attalea phalerata","Mart. ex Spreng.","S. F. Glassman","13092","1976","09","01","South America","Brazil","Mato Grosso do Sul","Rio Pequiri, about 150 km S of Rondopolis, along BR-163.",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=949036' target='other'> <mi>dwc_moreinfo</mi></a>","NY00878134","NY00878134_01 NY00878134_02","Pedro Gomes","-54.5517","-18.1008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
