"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","coordinatePrecision","geoFlag","occurrenceRemarks","locality","minimumElevationInMeters","maximumElevationInMeters","preparationType","individualCount","phylum","class","order"
"15","2020-09-02 16:30:03-03","Cenargen","CEN","62847","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley","R. M. Harley","2007","12",NA,"Glocimar Pereira-Silva","10592","2006","06","11","Brasil","TO","PALMEIROPOLIS","-48.190277","-13.030833","-48.190277","-13.030833","CEN00062847","CEN00062847",NA,NA,"Área de influência indireta.","Balsa do coronel Valente, Palmeirópolis Km 08.","280","280","Exsicatas","2",NA,NA,NA
"16","2020-09-02 16:30:03-03","Cenargen","CEN","24950","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley","B. M. T. Walter","2000","01",NA,"Taciana Barbosa Cavalcanti","1490","1995","07","20","Brasil","GO","NIQUELANDIA","48.2833333","-14.016666","48.2833333","-14.016666","CEN00024950","CEN00024950",NA,NA,"Estames creme.","Estrada de acesso à barra do rio Bagagem com o rio Tocantinzinho.","360","360","Exsicatas","1",NA,NA,NA
"17","2020-09-02 16:30:03-03","Cenargen","CEN","24345","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","cf. aristulata","Hypenia cf. aristulata","(Epling) Harley","B. M. T. Walter","2000","01",NA,"Glocimar Pereira-Silva","1942","1993","09","22","Brasil","GO","CALDAS NOVAS","-48.625","-17.74169921875","-4845000.0","-1783333.0","CEN00024345","CEN00024345","36612","auto","Cálice verde-escuro, corola vermelha, filete vermelho com pilosidade branca, antera amarela.","Margem esquerda do córrego Gameleira.","560","560","Exsicatas","2",NA,NA,NA
"18","2020-09-02 16:30:03-03","Cenargen","CEN","32042","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","cf. aristulata","Hypenia cf. aristulata","(Epling) Harley","B. M. T. Walter","2000","01",NA,"Bruno Machado Teles Walter","3770","1997","07","08","Brasil","GO","NIQUELANDIA","-48.4597015380859","-14.4738998413086","-4831667.0","-1415611.0","CEN00032042","CEN00032042","74171","auto","Futuro reservatório do AHE Serra da Mesa. Cálice amarelado. Corola vermelha. Estames cremes.","Cerca de 1 km abaixo da Codemiin. Próximo ao antigo leito do Rio Bagagem.","420","420","Exsicatas","4",NA,NA,NA
"19","2020-09-02 16:30:03-03","Cenargen","CEN","17108","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","cf. aristulata","Hypenia cf. aristulata","(Epling) Harley","R. M. Harley","1996","06",NA,"Bruno Machado Teles Walter","1324","1992","04","14","Brasil","GO","NIQUELANDIA","-48.4597015380859","-14.4738998413086","-4821667.0","-1415000.0","CEN00017108","CEN00017108","74171","auto","Cálice avermelhado, estigma branco. Bacia de inundação da UHE Serra da Mesa.","Estrada de terra vicinal GO - 237 (Niquelândia - Colinas). Entrada à 600 m da ponte sobre o rio Bagagem, à 32 km desta. Margem direita.","450","450","Exsicatas","1",NA,NA,NA
"20","2020-09-02 16:30:03-03","Cenargen","CEN","23414","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley",NA,NA,NA,NA,"Ruth Atkinson","138","1995","07","22","Brasil","GO","NIQUELANDIA","-48.3","-14.033333","-48.3","-14.033333","CEN00023414","CEN00023414",NA,NA,"Low woody herb to 70 cm. Corolla salmon pink, lower lip apex yellow, white hairs in throat, anthers yellow, filaments white, style pink. Calyx green tinged purple. In dense low cerrado with stoney soil. Doação Flora of Brasil - State of Goiás.","Serra da Mesa, near Codemin ca. 40 km N of Niquelândia.","360","360","Exsicatas","1",NA,NA,NA
"21","2020-07-03 15:41:13-03","UEFS","HUEFS","139548","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley","R.M.Harley","2007","12",NA,"Pereira-Silva, G.","10592","2006","06","11","Brasil","Tocantins","Palmeirópolis","-48.190278","-13.030833","48W11'25''","13S1'51''","HUEFS0139548","HUEFS0139548 HUEFS0139548_e1",NA,NA,"Cerrado.","Balsa do coronel Valente, Palmeiropólis km 08. Solo arenoso.",NA,NA,NA,NA,"Angiospermae","Asteranae","Lamiales"
"22","2019-10-07 09:16:09-03","UEFS","HUEFS","27800","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley","R.M.Harley","1998","07",NA,"Mendonça, R.C.","2565","1996","08","13","Brasil","Goiás","Niquelândia","-48.398333","-14.336667","48W23'54''","14S20'12''","HUEFS0027800","HUEFS0027800",NA,NA,"Morro com solo serpentino.","Macedo, estrda a esquerda da mina de níquel (Companhia de Níquel Tocantins), passando por baixo do teleférico.",NA,NA,NA,NA,"Angiospermae","Asteranae","Lamiales"
"23","2020-07-03 15:41:13-03","UEFS","HUEFS","27843","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley","M.T.Faria","2011","12",NA,"Mendonça, R.C.","2594","1996","08","15","Brasil","Goiás","Niquelândia","-48.412222","-14.373056","48W24'44''","14S22'23''","HUEFS0027843","HUEFS0027843 HUEFS0027843_e1",NA,NA,"Cerrado: campo sujo (ao pé do morro)","Estrada de chão na área a Companhia de Níquel Tocantins (CNT).",NA,NA,NA,NA,"Angiospermae","Asteranae","Lamiales"
"24","2020-07-03 15:41:13-03","UEFS","HUEFS","47495","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley","R.M.Harley","2003","02",NA,"Walter, B.M.T.","3770","1997","07","08","Brasil","Goiás","Niquelândia","-48.316667","-14.156111","48W19'0''","14S9'22''","HUEFS0047495","HUEFS0047495_e1",NA,NA,"Cerrado sentido restrito.","Cerca de 1m abaixo da Codemiin, próximo ao antigo leito do Rio Bagagem.","420","420",NA,NA,"Angiospermae","Asteranae","Lamiales"
"25","2020-07-03 15:41:13-03","UEFS","HUEFS","47526","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley","R.M.Harley","2003","02",NA,"Cavalcanti, T.B.","1490","1995","07","20","Brasil","Goiás","Niquelândia","-48.283333","-14.016667","48W17'","14S1'","HUEFS0047526","HUEFS0047526_e1",NA,NA,"Cerrado denso com árvores e arbusto.","Estrada de acesso a Barra do Rio Bagagem C/ o Rio Tocantinzinho.","450","450",NA,NA,"Angiospermae","Asteranae","Lamiales"
"26","2019-10-07 09:16:09-03","UEFS","HUEFS","48463","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley","R.M.Harley","2003","02",NA,"Walter, B.M.T.","3770","1997","07","08","Brasil","Goiás","Niquelândia","-48.316667","-14.156111","48W19'0''","14S9'22''","HUEFS0048463","HUEFS0048463",NA,NA,"Cerrado sentido restrito.","Cerca de 1Km abaixo da Codemin. Próximo ao antigo leito do rio Bagagem.",NA,NA,NA,NA,"Angiospermae","Asteranae","Lamiales"
"27","2019-10-07 09:16:09-03","UEFS","HUEFS","48910","PreservedSpecimen","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley","R.M.Harley","2003","02",NA,"Cavalcanti, T.B.","1490","1995","07","20","Brasil","Goiás","Niquelândia","-48.283333","-14.016667","48W17'","14S1'","HUEFS0048910","HUEFS0048910",NA,NA,"Cerrado denso com árvores e arbusto. Latossolo.","Estrada de acesso a barra do Rio Bagagem c/ o Rio Tocantinzinho.","450","450",NA,NA,"Angiospermae","Asteranae","Lamiales"
"28","2020-07-23 10:20:51-03","IBt","SP","314244","S","Plantae","Lamiaceae","Hypenia","aristulata","Hypenia aristulata","(Epling) Harley",NA,NA,NA,NA,"Atkinson, R; et al.","135","1995","07","20","Brasil","Goiás","Niquelândia","-48.283333","-14.016667","-48.283333","-14.016667",NA,NA,NA,NA,NA,"Serra da Mesa, Cerca de 40 km ao norte de Niquelândia","390","390",NA,NA,NA,NA,NA
