"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","infraspecificEpithet","scientificNameAuthorship","identifiedBy","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","individualCount","class","relatedCatalogItem"
"11","2021-03-30 12:46:50-03","EAO","IAN","154363","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Pires, JM; Silva, NT da","1963","04","25","Southern America","Brasil",NA,NA,"1m de altura; inflorescência esverdeada.","IAN154363","Dicotiledônea",NA,NA,"C.DC.","Callejas, R","9391","Distrito Federal","Brasília","Saída Sul, córrego Vicente Pires, beira do córrego.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto","1982","05",NA,NA,NA,NA,NA,NA
"12","2020-11-04 12:18:12-03","ESALQ","ESA","30651","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Rozza, A.F.","1996","01","08",NA,"Brasil",NA,NA,NA,"ESA030651","Magnoliophyta",NA,NA,NA,"Colletta, G.D.","182.0","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697","ESA030651",NA,NA,"26922","auto","2008",NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 12:18:12-03","ESALQ","ESA","27978","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Souza, V.C. ; Souza, J.P.","1996","06","08",NA,"Brasil",NA,NA,"Arbusto, ca. 1,5 m alt.; espigas creme-esverdeadas.","ESA027978","Magnoliophyta",NA,NA,NA,"Colletta, G.D.","11402.0","São Paulo","Rubiácea","Cerca de 2 Km da cidade em direção à Rodovia Marechal Rondon. Estrada para Bento de Abreu. Mata mesófila semidecídua bastante perturbada.","-507.289",NA,"ESA027978","410","410",NA,NA,"2008",NA,"-507,289","-21,273,611",NA,NA,NA,NA
"14","2015-07-02 14:03:44-03","JBP","HPL","3295","S","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","H. Lorenzi","1999","12","30",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"C.DC.","E.G. Gonçalves","2139","SP","Bertioga","Coletada na beira da mata, em restinga.","-46.1386","-23.8544",NA,NA,NA,"37616","auto","2002","10",NA,NA,"08",NA,NA,NA
"15","2019-11-21 14:41:44-03","UFJF","CESJ","10065","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans minor","L. Krieger","1971","02",NA,"América do Sul","Brasil",NA,NA,"Num vale (cerrado) alcançando 3 a 4m. Inflorescência esbranquiçada.","CESJ010065","Angiosperma",NA,"minor","Yunck.","D. Monteiro","CESJ10065","Minas Gerais","Santa Rita de Pirapama",NA,NA,NA,NA,NA,NA,NA,NA,"2008","08",NA,NA,NA,NA,NA,NA
"16","2020-12-21 16:39:41-03","MBM","MBM","21846","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM021846",NA,NA,NA,"C. DC.","Callejas, R.","24353","Mato Grosso","Terenos","Cachoeirão",NA,NA,"MBM021846",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-12-21 16:39:41-03","MBM","MBM","33209","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Hatschbach, G.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM033209",NA,NA,NA,"C. DC.","Callejas, R.","34571","Goiás","Bom Jesus","Bom Jesus, arredores",NA,NA,"MBM033209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-12-21 16:39:41-03","MBM","MBM","54766","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Gibbs, P.E.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM054766",NA,NA,NA,"C. DC.","Callejas, R.","5061","Minas Gerais",NA,"85km N de Corinto, Serra do Cabral, estrada para Joaquim Felício",NA,NA,"MBM054766",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-12-21 16:39:41-03","MBM","MBM","254456","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Hind, D.H.N.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM254456",NA,NA,NA,"C. DC.","Garces, L.A.","50451","Bahia","Abaíra","Brejo do Engenho","-41.6636009216309","-13.2496995925903","MBM254456",NA,NA,"26531","auto",NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:39:41-03","MBM","MBM","44973","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Pereira, E.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM044973",NA,NA,NA,"C. DC.","Callejas, R.","7870","Paraná","Guaíra","Sete Quedas","-54.2557983398438","-24.0799999237061","MBM044973",NA,NA,"33984","auto",NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:39:41-03","MBM","MBM","230025","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans flavicans","Ratter, J.A.; et al.; et al.",NA,NA,NA,"Southern America","Brazil",NA,NA,NA,"MBM230025",NA,NA,"flavicans","C. DC.",NA,"3061","Distrito Federal",NA,"Fazenda Água Limpa, 18km SSW de Brasília",NA,NA,"MBM230025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-12-11 11:40:13-03","UFMG","BHCB","185982","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Gontijo, FD","2014","10","06","Southern America","Brasil",NA,NA,"Arbustivo/Subarbustivo; Floração; Área alagada, altura 2m; Floresta estacional semidecidual","BHCB185982","Dicotyledon",NA,NA,"C.DC.",NA,"363","Minas Gerais","Conceição do Mato Dentro",NA,"-43.256111","-19.190725",NA,NA,NA,NA,NA,NA,NA,"-43.256111","-19.190725",NA,NA,NA,NA
"23","2008-05-27 22:02:00-03","MO","MOBOT","3061560","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Gert G. Hatschbach","1970","5","18","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"C. DC.","R. Callejas","Hatschbach 24353","Mato Grosso",NA,"Cachoeirão (mun. Terenos).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2011-02-17 10:58:00-02","MO","MOBOT","3061846","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","1968","3","15","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,"C. DC.","R. Callejas","Irwin 21202","Goiás",NA,"Cut-over forest, ca. 15 km S. of Araguaína, Goiás.",NA,NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2015-08-13 05:50:00-03","MO","MOBOT","100335970","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans flavicans","R.M. Harley","1980","4","28","South America","Brazil",NA,NA,NA,NA,NA,NA,"flavicans",NA,"R. Callejas","Harley 21872","Bahia",NA,"Chapadão Ocidental da Bahia 12 km N of Correntina, on the road to Inhaúmas.","-44.6666667","-13.25",NA,"600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"26","2019-12-19 11:20:00-03","UFG","UFG","45467","S","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Resende, I.L.M.","2009","04","15",NA,"Brasil",NA,NA,NA,"UFG0045467",NA,NA,NA,"C. DC.","Resende, I.L.M.","1496","Goiás","Bela Vista de Goiás",NA,"-48.7925","-17.0175","UFG0045467",NA,NA,NA,NA,"2010","01","-48.7925","-17.0175","15",NA,NA,NA
"27","2020-09-12 05:00:02-03","US","US","3580494","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","R. M. Harley, G. L. Bromley, A. M. Carvalho, A. M. Carvalho & H. S. Brito","1980","4","28","South America - Neotropics","Brazil",NA,NA,NA,"US01330363",NA,"Piperales",NA,"C. DC.",NA,"21672",NA,NA,"Chapadão Ocidental da Bahia. 12km N of Correntina, on the road to Inhaúmas","-44.67","-13.25","US01330363_01","600",NA,NA,NA,NA,NA,NA,NA,NA,"1","Dicotyledonae",NA
"28","2019-11-13 11:28:26-03","USP","SPF","90466","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Hind, DJN","1992","12","27",NA,"Brasil",NA,NA,NA,"SPF00090466",NA,NA,NA,"C.DC.","Garces, LA","H50451","Bahia","Abaíra","Brejo do Engenho.","-41.8","-13.3","SPF00090466","950","1000",NA,NA,"1998",NA,"-41.8","-13.3",NA,NA,NA,NA
"29","2019-10-07 09:23:27-03","UEFS","HUEFS","50910","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Hind, D.J.N.","1992","12","27",NA,"Brasil",NA,NA,NA,"HUEFS0050910","Angiospermae","Piperales",NA,"C.DC.",NA,"H50451","Bahia","Abaíra","Brejo do Engenho.","-41.8","-13.3","HUEFS0050910","950","1000",NA,NA,NA,NA,"41W48'","13S18'",NA,NA,"Magnolianae",NA
"30","2019-10-07 09:23:28-03","UEFS","HUEFS","170042","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans var. flavicans","Harley, R.M.","1980","04","28",NA,"Brasil",NA,NA,NA,"HUEFS0170042","Angiospermae","Piperales","var. flavicans","C.DC.",NA,"21872","Bahia","Correntina","12 Km N. of Correntina, on the road to Inhaúmas. Pasture, marsh & associated forest. This plant growing in forest margin.","-44.666667","-13.25","HUEFS0170042","600","600",NA,NA,NA,NA,"44W40'","13S15'",NA,NA,"Magnolianae",NA
"31","2020-07-23 12:18:09-03","CEPLAC","CEPEC","103027","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","M. A. Jaramillo","2003","01","09",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"R. Callejas","802","Bahia","PORTO SEGURO","Reserva Florestal d pau Brasil. CEPLAC.","-39.166667","-16.383333",NA,NA,NA,NA,NA,NA,NA,"39W10'","16S23'",NA,NA,NA,"30/12/2005"
"32","2020-07-23 12:18:09-03","CEPLAC","CEPEC","93204","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","D. J. N. Hind","1992","12","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,"L. A. Garces",NA,"Bahia","ABAÍRA","Brejo do Engenho. Perto da água.","-41.8","13.3",NA,NA,NA,NA,NA,NA,NA,"41W48'","13N18'",NA,NA,NA,"30/12/1998"
"33","2019-11-01 15:07:58-03","UnB","UB","170105","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Amorim, PRF; Carvalho-Silva, M; Câmara, PEAS; Faria, JEQ","2011","07","24","Southern America","Brasil",NA,NA,"Arbusto aproximadamente 3 metros de altura. Espigas eretas, em fruto, verdes; Solo muito úmido",NA,"Dicotyledoneae",NA,NA,"C.DC.","Carvalho-Silva, M; Amorim, PRF","38","Minas Gerais","Itabira","Comunidade Serra dos Alves","-43.462139","-19.508583",NA,"800","800",NA,NA,"2011","09","-43.462139","-19.508583","22",NA,NA,NA
"34","2019-11-01 15:07:58-03","UnB","UB","170106","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Amorim, PRF; Carvalho-Silva, M; Câmara, PEAS; Faria, JEQ","2011","07","24","Southern America","Brasil",NA,NA,"Arbusto aproximadamente 3 metros de altura. Espigas jovens em flor; Solo muito húmido",NA,"Dicotyledoneae",NA,NA,"C.DC.","Carvalho-Silva, M; Amorim, PRF","39","Minas Gerais","Itabira","Comunidade Serra dos Alves","-43.462139","-19.508583",NA,"800","800",NA,NA,"2011","09","-43.462139","-19.508583","22",NA,NA,NA
"35","2019-11-01 15:07:58-03","UnB","UB","174726","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Souza, VC; Souza, JP","1996","06","08","Southern America","Brasil",NA,NA,"Arbusto, ca. 1,5m alt.; espigas creme-esverdeadas.; Mata mesófila semidecídua bastante perturbada.",NA,"Dicotyledoneae",NA,NA,"C.DC.","Colletta, GD","11402","São Paulo","Rubiácea","Cerca de 2km da cidade em direção à Rodovia Marchal Rondon. Estrada para Bento de Abreu.","-50.728889","-21.273611",NA,"410","410",NA,NA,"2008","02","-50.728889","-21.273611","29",NA,NA,NA
"36","2019-11-01 15:07:58-03","UnB","UB","174728","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Rozza, A","1995","01","08","Southern America","Brasil",NA,NA,"Arbusto, 1,5m.; Coleta feita próximo a nascente (local úmido).",NA,"Dicotyledoneae",NA,NA,"C.DC.","Colletta, GD","182","São Paulo","Matão","Fazenda Cambuhy - Mata da Virgínia.","-48.3600006103516","-21.6000003814697",NA,NA,NA,"26922","auto","2008","02",NA,NA,"29",NA,NA,NA
"37","2019-11-01 15:07:58-03","UnB","UB","194263","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans minor","Araújo, GM","1998","10","02","Southern America","Brasil",NA,NA,NA,NA,"Dicotyledoneae",NA,"minor","Yunck.","Guimarães, EF; Ferreira, DM","s.n.","Minas Gerais","Uberlândia","Estrada para Campo Florido, borda esquerda da vereda 2.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"58223","auto","2004","08",NA,NA,"12",NA,NA,NA
"38","2019-05-06 12:01:28-03","UFU","HUFU","8062","S","Plantae","Piperaceae","Piper","flavicans","Piper flavicans flavicans","Zanini, E.","1994","10","14",NA,"Brasil",NA,NA,"Planta cultivada, arbusto, ca. 0,9 m. Inflorescência em ameto densifloro.","HUFU00019777",NA,NA,"flavicans","C.DC.","Guimarães E.F.","153","Minas Gerais","Uberlândia","Bairro Pacaembu","-48.2771987915039","-18.9186000823975",NA,NA,NA,"58223","auto","2004","08",NA,NA,"12",NA,NA,NA
"39","2019-05-06 12:01:28-03","UFU","HUFU","17796","S","Plantae","Piperaceae","Piper","flavicans","Piper flavicans minor","Araújo, G.M.; Barbosa, A.A.A.","1998","10","02",NA,"Brasil",NA,NA,"Vereda.","HUFU00019784",NA,NA,"minor","Yunck.","Guimarães E.F.","s.n.","Minas Gerais","Uberlândia","Estrada para Campo Florido, Borda esquerda da vereda 2.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"58223","auto","2004","08",NA,NA,"12",NA,NA,NA
"40","2019-05-06 12:01:28-03","UFU","HUFU","21395","S","Plantae","Piperaceae","Piper","flavicans","Piper flavicans minor","Araújo, G.M.; Amaral, A.F.","1999","10","08",NA,"Brasil",NA,NA,"Frequente, ca. 1,5 m.; Vereda.","HUFU00019778",NA,NA,"minor","Yunck.","Guimarães E.F.","2787","Minas Gerais","Uberlândia","Estrada para Campo Florido, Fundo direito da vereda 2.","-48.2771987915039","-18.9186000823975",NA,NA,NA,"58223","auto","2004","08",NA,NA,NA,NA,NA,NA
"41","2021-03-03 22:00:02-03","FLAS","FLAS","187174","PreservedSpecimen","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Gerald F. Guala II",NA,NA,NA,NA,"Brazil","Preserved herbarium specimen",NA,NA,NA,NA,NA,NA,"C. DC.",NA,"1469","Distrito Federal","Brasilia",NA,"-47.9296989440918","-15.7797002792358",NA,NA,NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA
"42","2014-09-23 11:02:12-03","G","G-DC","G00314058","S","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Riedel, L.",NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00314058",NA,NA,NA,"C. DC.","CAT.HERB.PRODR.",NA,NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,NA,NA,"2012","01","-53.08972222","-10.77305556","01",NA,NA,NA
"43","2014-09-23 11:02:12-03","G","G-DC","G00314523","S","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Usteri, A.","1906","11","25","AMERIQUE DU SUD","Brazil",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00314523",NA,NA,NA,"C. DC.","CAT.HERB.PRODR.","7","São Paulo",NA,NA,"-48.65972222","-22.40444444",NA,NA,NA,NA,NA,"2012","01","-48.65972222","-22.40444444","01",NA,NA,NA
"44","2019-11-21 10:14:22-03","IBt","SP","347184","S","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Hind, DJN; Harley, RM; Nic Lughadha, E; Souza, VC; Sakuragui, CM; Ganev, W","1992","12","27",NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"C.DC.","Garces, LA","H50451","Bahia","Abaíra","Brejo do Engenho. Perto da água","-41.8","-13.3",NA,"950","1000",NA,NA,"1998",NA,"-41.8","-13.3",NA,NA,NA,NA
"45","2021-02-11 09:24:59-03","IBt","SP","358957","S","Plantae","Piperaceae","Piper","flavicans","Piper flavicans","Kato, MJ",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"C.DC.",NA,"s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
