"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","typeStatus","individualCount","class","relatedCatalogItem"
"30","2020-07-23 12:14:20-03","CEPLAC","CEPEC","22456","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","grazielae","Inga grazielae",NA,"H. C. Lima","A. Rylands","19","1980","08","27",NA,"Brasil","Bahia","UNA","Estação Experimental Lemos Maia. CEPLAC. Ao oeste da sede nova da Estação.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2009"
"31","2020-07-23 12:07:40-03","CEPLAC","CEPEC","114490","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","grazielae","Inga grazielae",NA,"Sem Informação","Lopes, M. M. M.","1097","2006","10","03",NA,"Brasil","Bahia","Barro Preto","Serra da Pedra Lascada, 13,7 Km de Barro Preto, na estrada que passa pela Fazenda São Miguel, em direção à serra. Meio da encosta.","-39.202778","-14.770278","600","600",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W12'10","14S46'13",NA,NA,NA,NA,NA
"32","2020-07-23 12:07:40-03","CEPLAC","CEPEC","111413","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","grazielae","Inga grazielae",NA,"Sem Informação","Lopes, M. M. M.","400","2006","01","08",NA,"Brasil","Bahia","CAMACAN","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre da Embratel.","-39.565278","-15.391667","850","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,NA,NA,NA
"33","2020-08-04 09:17:19-03","CEPLAC","CEPEC","134887","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Inga","grazielae","Inga grazielae",NA,"M. M. Coelho","M.M. Coelho","600","2012","02","02",NA,"Brasil","Bahia","ALMADINA","Serra do Corcovado, acesso pela vertente oposta à de Seu Francisco. Área denominada de Corcovado São Domingos, acesso pela Fazenda Aleluia, proprietário Sérgio Brito, Contato seu China.","-39.6","-14.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W36'","14S42'",NA,NA,NA,NA,NA
"34","2020-07-23 12:14:20-03","CEPLAC","CEPEC","141619","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","grazielae","Inga grazielae",NA,"D. Cardoso","L. C. Marinho","928","2014","11","23",NA,"Brasil","Bahia","ALMADINA","Fazenda São José. Serra do Corcovado, entrando pela Fazenda de Sr. Francisco. 13,8Km ao SW de Coaraci na estrada para Almadina.","-39.633333","-14.7","400","400",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W38'0","14S42'0",NA,NA,NA,NA,NA
"35","2020-07-23 12:14:20-03","CEPLAC","CEPEC","53672","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","grazielae","Inga grazielae",NA,"H C. Lima","W. W. Thomas","8495","1992","01","02",NA,"Brasil","Bahia","URUÇUCA","7.3Km ao N de Serra Grande na Rod. p/ Itacaré. Fazenda Lagoa. Parcela: 38 Árvore # 1848.","-39.016667","-14.416667",NA,NA,NA,"<ll>dwc_commonname:</ll> Ingazeira",NA,NA,NA,NA,NA,NA,NA,"39W1'","14S25'",NA,NA,NA,NA,"30/06/2009"
"36","2020-07-23 12:14:20-03","CEPLAC","CEPEC","37575","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","grazielae","Inga grazielae",NA,"H. C. Lima","E. F. de Gusmão","531","1982","04","10",NA,"Brasil","Bahia","CAIRÚ","Ilha de Tinharé. Morro de São Paulo.","-39.0438995361328","-13.4869003295898",NA,NA,NA,NA,NA,NA,"24756","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2009"
"37","2020-07-23 12:14:20-03","CEPLAC","CEPEC","43778","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","grazielae","Inga grazielae",NA,"F. C. P. Garcia","E. B. dos Santos","161","1972","02","29",NA,"Brasil","Bahia","UNA","Faz. Brasilândia. Rod. São José/Una, a 12Km do entroncam. c/ BR-101.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/1999"
"38","2020-07-23 12:14:20-03","CEPLAC","CEPEC","76271","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","grazielae","Inga grazielae",NA,"H. H. Lima","L. A. Mattos-Silva","3619","1997","10","30",NA,"Brasil","Bahia","UNA","Fazenda São Rafael (antiga Fazenda dendhevea). Ramal à esquerda, aprox. a 1 Km da sede, rumo a Córrego do Tucum.","-39.0752983093262","-15.2932996749878",NA,NA,NA,NA,NA,NA,"36070","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2009"
"39","2020-07-23 12:14:20-03","CEPLAC","CEPEC","38740","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","grazielae","Inga grazielae",NA,"H. C. Lima","L. A. Mattos-Silva","2029","1986","04","14",NA,"Brasil","Bahia","ILHÉUS","Km 12 Rod. Pontal/Olivença, a direita, Faz. Barra do Manguinho.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2009"
"40","2020-07-23 12:14:20-03","CEPLAC","CEPEC","42403","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","grazielae","Inga grazielae",NA,"H. C. Lima","M. Sobral","5551","1987","03","01",NA,"Brasil","Bahia","ILHÉUS","Ramal da BR-415 de Ilhéus ao Japú. Resto de Mata em desvio a esquerda no Km 10 do ramal.","-39.0494003295898","-14.7889003753662",NA,NA,NA,NA,NA,NA,"61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30/06/2009"
"41","2020-07-23 12:14:20-03","CEPLAC","CEPEC","56925","PreservedSpecimen","Plantae",NA,NA,"Mimosaceae","Inga","grazielae","Inga grazielae",NA,"F. C. P. Garcia","A. M. Amorim","969","1979","07","20",NA,"Brasil","Bahia","ITACARÉ","12Km da estrada Itacare/Taboquinhas.","-38.9967002868652","-14.2775001525879",NA,NA,NA,NA,NA,NA,"41230","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,"28/02/1999"
"42","2019-11-21 10:05:49-03","IBt","SP","335280","S","Plantae",NA,NA,"Fabaceae","Inga","grazielae","Inga grazielae","(Vinha) T.D.Penn.","Pennington, TD","Amorim, AM; Baumgratz, JF; Juchum, FS","2416","1998","05","09",NA,"Brasil","Bahia","Uruçuca","Distrito da Serra Grande, 7,3 km na estrada Serra Grande/ Itacaré, Faz. Lagoa do Conjunto Faz. Santa Cruz","-39.016667","-14.416667",NA,NA,NA,NA,"SP026423","SP026423",NA,NA,"2000",NA,NA,"-39.016667","-14.416667",NA,NA,NA,NA,NA
