"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","387038","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","T. C. Plowman",NA,NA,NA,"L. B. Smith","13914","1964","12","09","Brazil","Santa Catarina","Faxinal dos Guedes","Fachinal dos Guedes: river margin, gorge of the Rio Irani, 12 km Southeast of Fachinal dos Guedes","-52.2","-26.95",NA,NA,"500","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463277' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387038","NY00387038_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","376636","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","J. L. da Costa Lima",NA,NA,NA,"T. C. Plowman","13958","1985","02","26","Brazil","Bahia","Ilhéus","Ramal que liga Rodovia Ilhéus/Itabuna (BR-415) do povoado Japu. Desvio à esquerda, coleta a 2 km. da entrada. Fazenda Sultao","-39.0492","-14.7892",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=209433' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376636","NY00376636_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","387040","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","T. C. Plowman",NA,NA,NA,"J. E. Leite","3105","1942","11",NA,"Brazil","Rio Grande do Sul","Porto Alegre","Porto Alegre, Vila Manresa","-51.23","-30.0331",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463283' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387040",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"14","2016-09-29 13:31:00-03","NY","NYBG","387047","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium",NA,"T. C. Plowman",NA,NA,NA,"L. R. Landrum","4324","1982","02","19","Argentina","Corrientes","Mercedes","Rio Mirinay at ruta 41",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463289' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387047","NY00387047_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","787048","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","M. H. Nee",NA,NA,NA,"M. H. Nee","47960","1998","01","14","Bolivia","Santa Cruz","Andrés Ibáñez","Along Brecha 5, 1 km E of highway from Santa Cruz to Abapó (at km 38).","-63.18","-18.07",NA,NA,"465","465","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463296' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787048",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","387039","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","T. C. Plowman",NA,NA,NA,"G. G. Hatschbach","16804","1967","08","01","Brazil","Paraná","Campina Grande do Sul","Sitio do Belizario","-49.0553","-25.3058",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463278' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387039","NY00387039_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1039209","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","J. O. Mendonça",NA,NA,NA,"R. Marquete","3936","2006","10","17","Brazil","Minas Gerais","Barroso","Boa Vista, antiga estrada para Barbacena, após a mata do Baú.","-43.9153","-21.2081",NA,NA,"972",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1482295' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039209","NY01039209_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","387033","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","T. C. Plowman",NA,NA,NA,"F. C. Hoehne",NA,"1927","05","21","Brazil","São Paulo","Moji-Mirim","Mojy-Mirim",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463281' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387033","NY00387033_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","376649","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","J. L. da Costa Lima",NA,NA,NA,"F. Mereles","3917","1990","06","11","Paraguay","Cordillera",NA,"Arroyos y Esteros","-57.08","-25.08",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=641871' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376649",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","387042","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","T. C. Plowman",NA,NA,NA,"L. B. Smith","13179","1964","11","11","Brazil","Santa Catarina","Itapiranga","Forest above Rio Uruguai, Barra Macaco Branco","-53.77","-27.17",NA,NA,"150","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463279' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387042","NY00387042_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","387032","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","J. O. Mendonça",NA,NA,NA,"A. Uhlmann",NA,"1994","10","23","Brazil","Paraná","Tibagi","Canyon Quartelá","-50.1","-24.18",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463292' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387032","NY00387032_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","822904","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","T. C. Plowman",NA,NA,NA,"J. C. Lindeman","4424","1967","01","24","Brazil","Paraná",NA,"Rock bank of Rio Paraná at 7 Quedas, waterfall system near Guaira.",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929813' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822904","NY00822904_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","01093203","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz",NA,NA,NA,NA,"T. M. Pedersen","14773","1986","10","30","Brazil","Mato Grosso do Sul","Amambai","Coronel Sapucaia.","-55.2256","-23.1044",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1230371' target='other'> <mi>dwc_moreinfo</mi></a>","NY01093203","NY01093203_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"24","2016-09-29 13:31:00-03","NY","NYBG","387049","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium",NA,"T. C. Plowman",NA,NA,NA,"W. J. Hahn","1290","1983","03","22","Paraguay","Amambay",NA,"Bella Vista, 2 km S of town. Ranch of Félix Ocariz.","-56.5","-22.17",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463284' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387049",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","387045","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","T. C. Plowman",NA,NA,NA,"L. B. Smith","12167","1957","03","15","Brazil","Santa Catarina","Pôrto Uniao","10 km south of Matos Costa","-51.0781","-26.2383",NA,NA,"900","1100","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463280' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387045","NY00387045_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","787044","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","M. H. Nee",NA,NA,NA,"M. H. Nee","47645","1997","12","31","Bolivia","Santa Cruz","Florida","On road from Mairana to Postrervalle, 12 km (by road) ESE of Quirusillas.","-63.925","-18.42",NA,NA,"1900","1900","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463295' target='other'> <mi>dwc_moreinfo</mi></a>","NY00787044",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","387041","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","T. C. Plowman",NA,NA,NA,"L. B. Smith","13175","1964","11","11","Brazil","Santa Catarina","Itapiranga","Secondary forest by Rio Uruguai, 6 km west of Itapiranga","-53.75","-27.17",NA,NA,"150","250","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463288' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387041","NY00387041_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","387048","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","T. C. Plowman",NA,NA,NA,"G. G. Hatschbach","45875","1982","12","11","Brazil","Mato Grosso do Sul","Amambaí","Amambai, 3 km 0","-55.2256","-23.1044",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463282' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387048","NY00387048_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","387035","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","N. Hensold",NA,NA,NA,"J. M. Silva","1584","1995","12","15","Brazil","Paraná","Piraquara","Serra Ipamirím","-49.0631","-25.4419",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463291' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387035","NY00387035_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","387034","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","T. C. Plowman",NA,NA,NA,"W. Hoehne","3748","1951","10","28","Brazil","São Paulo","Jales","Jales. Pastos do Retiro","-50.548731","-20.268919",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463285' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387034","NY00387034_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","387030","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz","A. Amaral",NA,NA,NA,"I. Silberbauer-Gottsberger","15141272","1972","12","14","Brazil","São Paulo","Botucatu","18 km north of BOTUCATU, (14 km east of SAO MANUEL). Along the Sao Manuel-Piracicaba highway. Near ex-RR station, 13 de Maio","-48.42","-22.75",NA,NA,"550","550","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463290' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387030","NY00387030_01","Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","387031","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E.Schulz",NA,NA,NA,NA,"A. Amaral","2079","1975","11","12","Brazil","São Paulo","Botucatu","Distrito de Rubiao Junior, Jardim Botânico Campus UNESP, 870m.s.m.","-48.4397","-22.88",NA,NA,"870","870","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=463299' target='other'> <mi>dwc_moreinfo</mi></a>","NY00387031",NA,"Magnoliophyta","Malpighiales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-01-28 13:11:10-03","MCN-PUC-MINAS","HPUC-MG","ANG4033","S","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium",NA,"James Lima",NA,NA,NA,"M.Valentina W.","155",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima",NA,"-43.966944","-20.208611","43º58'01''W","20°12'31''S","1.4","1.4","Frutos vermelhos. Altura 1 m. UTM: 7753757 x; 589668 y.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","32142","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz","Amaral Jr., A.","1979",NA,NA,"Bresolin, A.","430","1971","12","15","Brasil","Santa Catarina","Palhoça","Morro do Cambirela.",NA,NA,"9999","9999","700","700",NA,"BOTU032142",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","5457","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz",NA,NA,NA,NA,"Garcia","14","1974","10","05","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Fruto amarelo esverdeado","BOTU005457",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","20662","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz","Amaral Jr., A.","1996","10","07","Rodrigues Jr., C.E.","2","1996","10","07","Brasil","São Paulo","Pardinho",NA,NA,NA,"9999","9999",NA,NA,"Terrestre, + ou - 2 m de altura, flores brancas","BOTU020662",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","27059","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz",NA,NA,NA,NA,"Oliveira, M.A.","2","1988","10","02","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Arbusto, folhas pequenas e simples, flores solitárias e pequenas","BOTU027059",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","1549","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz","Amaral Jr., A.","1997","01","15","Takahashi, H.K.","26","1973","10","09","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU001549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","20195","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz","Amaral Jr., A.","1996","07","30","Souza, V.C.","9066","1995","09","04","Brasil","São Paulo","Eldorado",NA,NA,NA,"9999","9999",NA,NA,"Arbusto esguio, até 2,5 m de altura, flores creme","BOTU020195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-08 11:08:12-03","UNESP-IBB","BOTU","31087","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz",NA,NA,NA,NA,"Castello, A.C.D.","61","2014","11","26","Brasil","São Paulo","Pardinho","Fazenda Águas de Janeiro","-48.345","-23.051111","48°20'42w","23°03'04s",NA,NA,NA,"BOTU031087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","29091","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","Mart. O.E.Schulz.","Taguchi, L.E.","2016","02","05","Udulutsch, R.G.","67","2000","10","04","Brasil","São Paulo","Rio Claro","Fazenda São José",NA,NA,"9999","9999",NA,NA,NA,"BOTU029091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","9326","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz","Amaral Jr., A.","1997","01","15","Rossi, H.",NA,"1967","10","19","Brasil","São Paulo",NA,NA,NA,NA,"9999","9999",NA,NA,NA,"BOTU009326",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","5460","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz","Amaral Jr., A.","1977",NA,NA,"Jesus, D.M.","13","1974","10","12","Brasil","São Paulo","Botucatu",NA,NA,NA,"9999","9999",NA,NA,"Flores pequenas","BOTU005460",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-02-18 09:29:19-03","UNESP-IBB","BOTU","21276","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","cuneifolium","Erythroxylum cuneifolium","(Mart.) O.E. Schulz","Amaral Jr., A.","1996","07","31","Paschoal, M.E.S.","1224","1994","10","05","Brasil","São Paulo","Agudos",NA,NA,NA,"9999","9999",NA,NA,"Arvoreta + ou - 2,30 m de altura, caule rugoso e cinza, folhas membranáceas, flores de corola branca e estilete verde","BOTU021276",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
