"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","typeStatus"
"22","2015-09-04 15:06:33-03","MNHN","RECOLNAT_MNHN_P","P03946725","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Glaziou",NA,NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03946725' target='other'> <mi>dwc_moreinfo</mi></a>","P03946725","P03946725_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2015-09-04 15:06:33-03","MNHN","RECOLNAT_MNHN_P","P03946727","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Glaziou, A.",NA,"1872","10","7",NA,"Brasil","Rio de Janeiro",NA,"Brésil (Rio de Janeiro) Pic de la forterette de Sta. Cruz.",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03946727' target='other'> <mi>dwc_moreinfo</mi></a>","P03946727","P03946727_01",NA,NA,NA,NA,NA,NA,NA,NA,"5883",NA,NA,NA
"24","2015-09-04 15:06:33-03","MNHN","RECOLNAT_MNHN_P","P03946726","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Glaziou, A.",NA,"1872","8","7",NA,"Brasil","Rio de Janeiro","Niterói","Pic de la forteresse de Sta Cruz.","-43.1035995483398","-22.88330078125",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03946726' target='other'> <mi>dwc_moreinfo</mi></a>","P03946726","P03946726_01",NA,NA,NA,NA,NA,NA,"14785","auto","5883",NA,NA,NA
"25","2015-10-22 10:03:21-02","UNIOESTE","UNOP","7442","S","Plantae",NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K. Schum.","Peixoto, G.L.; Muniz, M.V.O.; Muniz, M.V.O.","7","2001","04","30",NA,"Brasil","Rio de Janeiro","Pedra de Guaratiba","APA de Serra da Capoeira Grande.",NA,NA,NA,NA,NA,"Árvore com 10 m de altura e 10 cm de DAP, com flor e frutos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-03 13:56:29-03","UFF","NIT","NIT1105","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","L.G. Quintanilha; A. Lobão","108","2012","10","03",NA,"Brasil","Rio de Janeiro","Iguaba Grande",NA,"-42.2289009094238","-22.8391990661621",NA,NA,NA,NA,"NIT00001114",NA,NA,NA,NA,NA,NA,NA,"5839","auto",NA,NA,NA,NA
"27","2021-03-03 13:56:29-03","UFF","NIT","NIT647","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","L.G. Quintanilha","67","2012","06","02",NA,"Brasil","Rio de Janeiro","Iguaba Grande",NA,"-42.2289009094238","-22.8391990661621",NA,NA,NA,NA,"NIT00000646",NA,NA,NA,NA,NA,NA,NA,"5839","auto",NA,NA,NA,NA
"28","2021-02-25 10:12:18-03","CVRD","CVRD","4981","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Folli, D.A.","2344","1994","07","05","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Coleta det. Conforme Lista da Flora do Brasil 2010 <ll>dwc_commonname:</ll> Goiabeira","CVRD004981","CVRD004981","Geovane S. Siqueira","2010","09",NA,NA,"13","48094","auto",NA,"Magnoliopsida",NA,NA
"29","2021-02-25 10:12:18-03","CVRD","CVRD","6274","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Folli, D.A.","3449","1999","06","23","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"Coleta de M.V.L.P. Moura <ll>dwc_commonname:</ll> Goiabeira","CVRD006274","CVRD006274","Geovane S. Siqueira","2010","09",NA,NA,"13","48094","auto",NA,"Magnoliopsida",NA,NA
"30","2021-02-25 10:12:18-03","CVRD","CVRD","6030","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Moura, M.V.L.P.","2","1998","11","06","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Goiabeira","CVRD006030",NA,"Geovane S. Siqueira","2010","09",NA,NA,"13","48094","auto",NA,"Magnoliopsida",NA,NA
"31","2021-02-25 10:12:18-03","CVRD","CVRD","13272","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Flores, T.B.","931","2010","10","25","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Goiabeira","CVRD013272",NA,"Thiago B. Flores","2010","10",NA,NA,"25","48094","auto",NA,"Magnoliopsida",NA,NA
"32","2021-02-25 10:12:18-03","CVRD","CVRD","417","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Folli, D.A.","140","1979","10","16","América do Sul","BRASIL","ES","Linhares","20m após a coleta I.A.S 03, próxima a uma &nf;Massaranduba.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Goiabeira","CVRD000417",NA,"Geovane S. Siqueira","2010","09",NA,NA,"13","48094","auto",NA,"Magnoliopsida",NA,NA
"33","2021-02-25 10:12:18-03","CVRD","CVRD","16658","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Felitto, G.","1294","2020","01","02","América do Sul","BRASIL","ES","Linhares","laranja ( PIER 23A)","-40.0722007751465","-19.3910999298096","70","70",NA,"<ll>dwc_commonname:</ll> Goiabeira","CVRD016658",NA,"Geovane S. Siqueira","2020","01",NA,NA,"07","48094","auto",NA,"Magnoliopsida",NA,NA
"34","2021-02-25 10:12:18-03","CVRD","CVRD","4719","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Folli, D.A.","2108","1993","12","01","América do Sul","BRASIL","ES","Linhares","MME.","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Goiabeira","CVRD004719","CVRD004719","Geovane S. Siqueira","2010","09",NA,NA,"13","48094","auto",NA,"Magnoliopsida",NA,NA
"35","2021-02-25 10:12:18-03","CVRD","CVRD","15795","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Folli, D.A.","7583","2017","11","09","América do Sul","BRASIL","ES","Pancas",NA,"-40.8513984680176","-19.2250003814697","112","112",NA,"área de montanha <ll>dwc_commonname:</ll> Goiabeira ?","CVRD015795",NA,"Domingos A. Folli","2017","11",NA,NA,"09","32475","auto",NA,"Magnoliopsida",NA,NA
"36","2021-02-25 10:12:18-03","CVRD","CVRD","2982","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Moraes, E.N.","56","1990","09","08","América do Sul","BRASIL","ES","Pinheiros",NA,"-40.2132987976074","-18.3703002929688",NA,NA,NA,"<ll>dwc_commonname:</ll> Goiabeira","CVRD002982",NA,"Geovane S. Siqueira","2010","09",NA,NA,"13","28525","auto",NA,"Magnoliopsida",NA,NA
"37","2021-02-25 10:12:18-03","CVRD","CVRD","10525","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Folli, D.A.","5745","2007","10","10","América do Sul","BRASIL","ES","Vila Velha",NA,"-40.2924995422363","-20.3297004699707",NA,NA,NA,"Morro do Convento <ll>dwc_commonname:</ll> Goiabeira","CVRD010525",NA,"Geovane S. Siqueira","2010","09",NA,NA,"13","27156","auto",NA,"Magnoliopsida",NA,NA
"38","2021-02-25 10:12:18-03","CVRD","CVRD","8277","PreservedSpecimen","Plantae","Magnoliophyta","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Folli, D.A.","4573","2003","08","18","América do Sul","BRASIL","MG","Carlos Chagas",NA,"-40.7663993835449","-17.7031002044678",NA,NA,NA,"<ll>dwc_commonname:</ll> Goiabeira","CVRD008277",NA,"Geovane S. Siqueira","2010","09",NA,NA,"13","46387","auto",NA,"Magnoliopsida",NA,NA
"39","2020-09-12 05:00:02-03","US","US","3091531","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Alseis","involuta","Alseis involuta","K. Schum.","H. Lucre","3773","1968","10","7","South America - Neotropics","Brazil","Rio de Janeiro",NA,"Brasil. Cabo Frio, Morro da Gamboa",NA,NA,NA,NA,NA,NA,"US02367849","US02367849_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"40","2020-09-12 05:00:02-03","US","US","3238960","PreservedSpecimen","Plantae",NA,"Rubiales","Rubiaceae","Alseis","involuta","Alseis involuta","K. Schum.","Teixeira & Carvalho, --","560","1984","11","28","South America - Neotropics","Brazil","Minas Gerais",NA,"Parque Jaiba",NA,NA,NA,NA,NA,NA,"US02367850","US02367850_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae","1",NA
"41","2019-11-13 11:29:46-03","USP","SPF","200023","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Lobão, AQ","264","1997","06","19",NA,"Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,NA,NA,"SPF00200023",NA,"Anônimo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 18:29:34-03","USP","SPF","200759","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Farney, C","3547","1996","11","20",NA,"Brasil","Rio de Janeiro","Armação dos Búzios","José Gonçalves. Rancho Dez, área da antiga Fazenda José Gonçalves. Mata sobre tabuleiro arenoso. Floresta estacional semidecídua",NA,NA,NA,NA,NA,"Arvoreta, 5 m; folhas verdes, discolores; frutos passados castanhos; na borda da mata.","SPF00200759",NA,"Gomes, M","2004","05",NA,NA,"31",NA,NA,NA,NA,NA,NA
"43","2019-11-13 11:29:46-03","USP","SPF","205055","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Farág, PRC","591","1997","04","05",NA,"Brasil","Rio de Janeiro","Armação dos Búzios",NA,NA,NA,NA,NA,NA,NA,"SPF00205055",NA,"Gomes, M","1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-13 11:29:46-03","USP","SPF","226840","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Flores, TB","931","2010","10","25",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,"SPF00226840","SPF00226840","Anônimo",NA,NA,NA,NA,NA,"48094","auto",NA,NA,NA,NA
"45","2019-11-13 11:29:46-03","USP","SPF","200022","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Farney, C","3962","2000","01","12",NA,"Brasil","Rio de Janeiro","Arraial do Cabo","Morro do Miranda","-42.0278015136719","-22.966100692749",NA,NA,NA,NA,"SPF00200022",NA,"Gomes, M","2004","06",NA,NA,NA,"25964","auto",NA,NA,NA,NA
"46","2019-11-13 11:29:46-03","USP","SPF","205057","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Farney, C","4146","2000","08","24",NA,"Brasil","Rio de Janeiro","São Pedro da Aldeia","Serra da Sapiatiba","-42.1027984619141","-22.8391990661621",NA,NA,NA,NA,"SPF00205057",NA,"Gomes, M","2004","06",NA,NA,NA,"20879","auto",NA,NA,NA,NA
"47","2020-06-15 07:51:52-03","UEFS","HUEFS","62410","PreservedSpecimen","Plantae","Angiospermae","Gentianales","Rubiaceae","Alseis","involuta","Alseis involuta","K.Schum.","Jardim, J.G.","3378","2001","04","01",NA,"Brasil","Bahia","Malhada","Rod. BR-030 Malhada/Palmas de Monte Alto, 19,2 km da sede municipal.","-43.610833","-14.286389","500","500",NA,"Caatinga Arbórea.","HUEFS0062410","HUEFS0062410 HUEFS0062410_e1","R.L.Borges","2015","06","43W36'39''","14S17'11''",NA,NA,NA,NA,"Asteranae",NA,NA
"48","2019-09-04 18:15:55-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Alseis","involuta","Alseis involuta",NA,"A. Glaziou","5883",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Syntype"
"49","2019-01-23 10:09:50-02","F","FMNH-SEEDPLANTS","V0093287F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Alseis","involuta","Alseis involuta",NA,"A. Glaziou","5883",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0093287F","V0093287F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Isosyntype"
"50","2019-01-23 10:08:04-02","F","FMNH-SEEDPLANTS","V0093288F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Alseis","involuta","Alseis involuta",NA,"A. Glaziou","5883",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0093288F","V0093288F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,"Isosyntype"
"51","2015-03-13 19:30:38-03","F","FMNH-SEEDPLANTS","V0252175F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Alseis","involuta","Alseis involuta",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0252175F","V0252175F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"52","2015-03-13 19:30:38-03","F","FMNH-SEEDPLANTS","V0252176F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Alseis","involuta","Alseis involuta",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0252176F","V0252176F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"53","2015-03-13 19:30:38-03","F","FMNH-SEEDPLANTS","V0252177F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Alseis","involuta","Alseis involuta",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0252177F","V0252177F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"54","2015-03-13 19:30:38-03","F","FMNH-SEEDPLANTS","V0252178F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Alseis","involuta","Alseis involuta",NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0252178F","V0252178F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"55","2020-07-23 12:20:00-03","CEPLAC","CEPEC","139969","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Alseis","involuta","Alseis involuta",NA,"M. Gomes","1108",NA,NA,NA,NA,"Brasil","Rio de Janeiro","saquarema",NA,"-42.5102996826172","-22.9200000762939",NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,"Mario Gomes",NA,NA,NA,NA,NA,"17036","auto",NA,NA,NA,NA
