"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","class","relatedCatalogItem","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","individualCount","fieldNumber","typeStatus"
"11","2020-02-08 08:52:13-03","NBC","NL-BOTANY","L.3660458","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Bertoni MB",NA,"1949","04","11","Southern America","Paraguay",NA,"Dep Encarnacion, Mboicae.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.3660458 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L3660458","NL-L3660458",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 08:52:13-03","NBC","NL-BOTANY","U.1150398","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Simonis JE; Pérez de Molas LF; Hahn WJ; Duré R",NA,"1983","03","22","Southern America","Paraguay","Amambay",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1150398 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1150398","NL-U1150398","Zardini EM",NA,"Magnoliopsidae","U 0141994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-02-08 08:52:13-03","NBC","NL-BOTANY","WAG.1557071","PreservedSpecimen","Plantae",NA,"Asterales","Compositae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Pedersen TM",NA,"1975","02","25","Southern America","Paraguay",NA,"Estancia 'Carumbé', San Pedro, Lima.",NA,NA,NA,NA,NA,"Rough grassland on sandy soil.<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1557071 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1557071","NL-WAG1557071","Pedersen TM",NA,"Magnoliopsidae","WAG0075814",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-11-04 11:01:55-03","ESALQ","ESA","60507","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","Ribas, O.S. ; Pereira L.B.S.","2628.0","1998","02","08",NA,"Brasil","Mato Grosso do Sul",NA,"-54.5611000061035","-23.6802997589111",NA,NA,NA,NA,"ESA060507","ESA060507","Robinson, H.","Iguatemi",NA,NA,"71460","auto",NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-11-04 11:02:44-03","ESALQ","ESA","83412","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Asteraceae","Vernonia","profusa","Vernonia profusa","Dematt & Cabrera","Hayashi, A.H. et al.","17.0","2001","05","31",NA,"Brasil","São Paulo",NA,"-46.9421997070312","-22.372200012207",NA,NA,NA,NA,"ESA083412","ESA083412","Dematteis, M.","Mogi Guaçu",NA,NA,"39309","auto",NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-11-19 10:22:52-03","CPAP","CPAP","15057","PreserverdSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","Hatschbach, G.","62417","1995","05","07",NA,"Brasil","MT","5km Oeste na rodovia para o trevo com a BR-174","-58.8664016723633","-15.3418998718262",NA,NA,NA,"Ereta, pouco ramificada, 1,20m de altura. FLOR: capítulo lilás. FRUTO: . INTERESSE: . FREQUÊNCIA: . AMBIENTE: Orla de mata degradada. SUBSTRATO: . RELEVO: .",NA,NA,"H. Robinson","Jauru",NA,NA,"40234","auto","1995",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:28:05-03","IAP","PACA-AGP","28154","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Vernonia","niederleinii","Vernonia niederleinii","Hier.","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","ad fl. Uruguai","-52.7714004516602","-27.3617000579834",NA,NA,NA,"Habitat: in campestribus siccis dumetosis Fenofase: flor","PACA028154",NA,"Emrich-Rambo","Nonoai","Magnoliatae",NA,"35080","auto","1954","07","11",NA,NA,NA,NA,NA
"18","2019-08-27 13:28:05-03","IAP","PACA-AGP","67273","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Vernonia","niederleinii","Vernonia niederleinii","Hier.","M. B. Gaelzer","18","1977","02","15",NA,"Brasil","RS",NA,"-54.2630996704102","-28.2992000579834",NA,NA,NA,"Herb. PUC","PACA067273",NA,"M. B. Gaelzer","Santo Ângelo","Magnoliatae",NA,"25915","auto",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:28:05-03","IAP","PACA-AGP","51954","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Vernonia","niederleinii","Vernonia niederleinii","Hier.","Rambo, B.",NA,"1952","11","30",NA,"Brasil","RS","ad fl. Uruguai","-53.3135986328125","-27.8994007110596",NA,NA,NA,"det. (Emrich-Rambo 1954): Vernonia echitifolia Mart. Habitat: in campestribus dumetosis","PACA051954",NA,"M. B. Gaelzer","Palmeira das Missões","Magnoliatae",NA,"33527","auto","1979","07","18",NA,NA,NA,NA,NA
"20","2019-08-27 13:28:05-03","IAP","PACA-AGP","9092","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Compositae","Vernonia","niederleinii","Vernonia niederleinii","Hier.","Rambo, B.",NA,"1942","01","25",NA,"Brasil","RS","Jari","-53.8358001708984","-29.0806007385254",NA,NA,NA,"infl. novissimis Habitat: in campestribus dumetosis","PACA009092",NA,"Emrich-Rambo","Tupanciretã","Magnoliatae",NA,"59498","auto","1954","07","11",NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0040500","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonia","niederleinii","Vernonia niederleinii",NA,"S. G. Tressens; S. Ferrucci, A. Radovancich","3814","1991","11","12",NA,"Argentina","Corrientes","Dep. Ituzaingo. Ruta 38 y Rio Aguapey.","-56.831112","-27.854699",NA,NA,NA,"Erecta. Capítulos violáceos.",NA,NA,"C. L. Cristobal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0040501","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Vernonia","niederleinii","Vernonia niederleinii",NA,"A. Krapovickas; C. L. Cristóbal, S. Cáceres, S. G. Tressens, C. Zamudio","41182","1987","3","5",NA,"Argentina","Corrientes","Dep. Ituzaingó. Ea. Santa Rita. Isleta de selva con Urunday proxima al río Paraná.","-56.06667","-27.05",NA,NA,NA,"Flores purpureas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-21 14:31:58-03","UFJF","CESJ","47517","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","G. Hatschbach; et al.","74778","2003","03","24","América do Sul","Brasil","Mato Grosso do Sul","Rod Bonito - Bodoquena, próx. da divisa","-56.7150001525879","-20.5386009216309",NA,NA,NA,"Ereta, 1 m, flor lilás-escura. Cerrado.","CESJ047517",NA,"L.C.Pereira","Bodoquena",NA,NA,"47684","auto","2012","03",NA,NA,NA,NA,NA,NA
"24","2019-11-21 14:31:58-03","UFJF","CESJ","45212","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","G. Hatschbach; et al.","74436","2003","03","10","América do Sul","Brasil","Mato Grosso do Sul","Rod Bonito - Campo dos Ìndios, Próx. Três Morros","-56.4818992614746","-21.1210994720459",NA,NA,NA,"Ereta, 1 m, capítulos lilás. Cerrado.","CESJ045212",NA,"L.C.Pereira","Bonito",NA,NA,"71352","auto","2012","03",NA,NA,NA,NA,NA,NA
"25","2021-04-07 11:41:29-03","UFMS","CGMS","46341","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","A. Pott; I.S. Dutra","14030","2006","02","22",NA,"Brasil","Mato Grosso do Sul","Fazenda Novo Recanto.","-56.5210990905762","-22.1089000701904",NA,NA,NA,"Flor roxa. Fruto não observado. Habitat: Campo. Solo argiloso sobre rocha de calcário dolomítico. Relevo encosta inferior de ondulado. Habito: Arbusto. Ocasional.","CGMS1076309",NA,"B. Loeuille","Bela Vista",NA,NA,"66197","auto","2014","11","19",NA,NA,NA,NA,NA
"26","2021-04-07 11:41:29-03","UFMS","CGMS","45077","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","G. Hatschbach; M. Hatschbach; E. Barbosa","74778","2003","03","24",NA,"Brasil","Mato Grosso do Sul","Rodovia Bonito - Bodoquena, próximo da divisa.","-56.7150001525879","-20.5386009216309",NA,NA,NA,"Flor lila escura. Fruto ausente. Habitat: Cerrado. Habito: Erva ereta. 1m de altura.","CGMS1075041",NA,NA,"Bodoquena",NA,NA,"47684","auto","2020",NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:41:29-03","UFMS","CGMS","52005","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","A. Pott; V.J. Pott; G. Hatschbach; J. Silva","10679","2002","11","12",NA,"Brasil","Mato Grosso do Sul","Trilha para Cachoeira do Aquidaban, Fazenda Baía das Garças, Serra da Bodoquena.","-56.4818992614746","-21.1210994720459",NA,NA,NA,"Flor roxa. Habitat: Floresta ripária. Solo argiloso de tufa calcária. Relevo íngreme. Habito: Subarbusto. Frequente. 1,50-2,20 m de altura.","CGMS004645",NA,"Benoit Loeuille","Bonito",NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-04-07 11:41:29-03","UFMS","CGMS","46482","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","A. Pott; I.S. Dutra","13998","2006","02","21",NA,"Brasil","Mato Grosso do Sul","Rodovia MS-276, Km 178, 30Km W de Nova Andradina.","-53.3431015014648","-22.2332992553711",NA,NA,NA,"Flor roxa. Fruto não observado. Habitat: Vegetação secundária. Solo argiloso (terra-roxa). Relevo vale em ondulado. Habito: Subarbusto. 70cm de altura, pouco ramificado. Esparsa.","CGMS1076451",NA,"B. Loeuille","Nova Andradina",NA,NA,"77831","auto","2014","11","19",NA,NA,NA,NA,NA
"29","2021-04-07 11:41:29-03","UFMS","CGMS","15608","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","D.K. Noguchi; G.P. Nunes, L.E.A.M. Lescano, F.H. Oda","21","2004","08","25",NA,"Brasil","Mato Grosso do Sul","Estrada 1.","-57.8824996948242","-21.6989002227783",NA,NA,NA,"Flor branca. Fruto ausente. Caule liso,Flores apecioladas. Habitat: Beira de estrada, ambiente de transição entre Cerrado e Mata de Chaco. Habito: Arbusto.","CGMS1045096",NA,"B. Loeuille","Porto Murtinho",NA,NA,"185577","auto",NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-01 16:25:58-03","UNICAMP","UEC","48106","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.","Leitão Filho, HF; Martins, FR; Rodrigues, RR","20084","1988","02","18",NA,"Brazil","São Paulo","Estação experimental do Instituto Florestal","-50.4099998474121","-22.6599998474121",NA,NA,NA,"Subarbusto até 1,4m; capítulos com flores lilases ou purpúreas.; Em área de cerrado/cerradão.","UEC135463","UEC135463","Dematteis, M","Assis",NA,NA,"23972","auto","2007",NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:07:21-03","UNICAMP","UEC","31481","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","profusa","Vernonia profusa","Dematt. & Cabrera","Garcia, WG","13949","1979",NA,NA,NA,"Brazil","Mato Grosso do Sul","Arredores da tribo Caiuá","-55.320619","-23.118472",NA,NA,NA,NA,"UEC137028","UEC137028","Dematteis, M","Amambai",NA,NA,NA,NA,"2007",NA,NA,"-55.320619","-23.118472",NA,NA,NA
"32","2021-03-01 16:26:02-03","UNICAMP","UEC","3326","S","Plantae","Magnoliopsida",NA,"Asteraceae","Vernonia","profusa","Vernonia profusa","Dematt. & Cabrera","Martins, FR","20","1975","03","23",NA,"Brazil","Minas Gerais","Frunas; Fazenda Salto.","-46.3880996704102","-20.8635997772217","900","900",NA,"subarbusto 0,60m, flores púrpuras.; campo rupestre com aflorações areníticasesinas de queimada.","UEC137027","UEC137027","Dematteis, M","Alpinópolis",NA,NA,"22010","auto","2007",NA,NA,NA,NA,NA,NA,NA
"33","2019-01-17 11:24:46-02","PUCRS","MPUC","10691","S","Plantae",NA,"Asterales","Asteraceae","Vernonia","niederleinii","Vernonia niederleinii","Hieron.",NA,NA,"1999","02","20","South America","Brasil","RS","CPCN Pró-Mata","-50.1744444","-29.4808333",NA,NA,NA,"Cognição da Mata de Araucária do CPCN Pró-Mata",NA,NA,"N.I. Matzenbacher","São Francisco de Paula","Magnoliopsida",NA,NA,NA,"2010","01","01","-50.1744444000","-29.4808333000","1",NA,NA
"34","2021-03-16 17:50:54-03","UCS","HUCS","24219","PreservedSpecimen","Plantae","Angiospermae","Asterales","Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.","76917","2004","03","09",NA,"Brasil","Mato Grosso do Sul","Rod. MS-164 - Fazenda Itamarati","-55.7256011962891","-22.5361003875732",NA,NA,NA,"Herbario MBM; Campo limpo",NA,NA,"Demmatteis, M.","Ponta Porã",NA,NA,"102608","auto","2004",NA,NA,NA,NA,NA,NA,NA
"35","2021-02-23 15:16:46-03","UTFPR","HCF","2037","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","E.A. Maieski","92","2005","04","03",NA,"Brasil","PR","Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,"planta herbácea, ereta, com base lenhosa, folhas glabras. Com inflorescências e pétalas roxas.",NA,NA,"M.G. Caxambu","Campo Mourão",NA,NA,"28572","auto","2005","04","12",NA,NA,NA,NA,NA
"36","2021-02-23 15:16:46-03","UTFPR","HCF","2046","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","E.A. Maieski","103","2005","04","11",NA,"Brasil","PR","Cerrado Valtra","-52.3830986022949","-24.0456008911133",NA,NA,NA,"herbácea, ereta, heliófita, com capítulos roxos terminais.",NA,NA,"M.G. Caxambu","Campo Mourão",NA,NA,"28572","auto","2005","04","25",NA,NA,NA,NA,NA
"37","2021-02-23 15:16:46-03","UTFPR","HCF","4018","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","M.G. Caxambu","1106","2006","03","17",NA,"Brasil","PR","Cerrado Valtra","-52.3830986022949","-24.0456008911133",NA,NA,NA,"Subarbusto ereto, heliófito, terrestre, com folhas roxas.",NA,NA,"M.G. Caxambu","Campo Mourão",NA,NA,"28572","auto","2007","02","28",NA,NA,NA,NA,NA
"38","2021-02-23 15:16:46-03","UTFPR","HCF","3560","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","A.E. Bianek","261","2006","03","17",NA,"Brasil","PR","Cerrado Valtra","-52.3830986022949","-24.0456008911133",NA,NA,NA,"herbácea ereta, heliófita, com flores roxas em inflorescências apicais.",NA,NA,"M.G. Caxambu","Campo Mourão",NA,NA,"28572","auto","2006","09","12",NA,NA,NA,NA,NA
"39","2021-02-23 15:16:46-03","UTFPR","HCF","3562","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","A.E. Bianek","263","2006","03","17",NA,"Brasil","PR","Cerrado Valtra","-52.3830986022949","-24.0456008911133",NA,NA,NA,"Herbácea, heliófita, de caule piloso, flores roxas em inflorescências terminais.",NA,NA,"M.G. Caxambu","Campo Mourão",NA,NA,"28572","auto","2007","02","28",NA,NA,NA,NA,NA
"40","2021-02-23 15:16:46-03","UTFPR","HCF","2017","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","E.A. Maieski","91","2005","03","15",NA,"Brasil","PR","Estação Ecológica do Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,"herbácea, ereta, glabra, com flores rosas em capítulos no ápice dos ramos.",NA,NA,"J. Cordeiro & E. Barboza","Campo Mourão",NA,NA,"28572","auto","2005","05",NA,NA,NA,NA,NA,NA
"41","2021-02-23 15:16:46-03","UTFPR","HCF","2014","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","E.A. Maieski","88","2005","03","15",NA,"Brasil","PR","Estação Ecológica do Cerrado","-52.3830986022949","-24.0456008911133",NA,NA,NA,"herbácea, ereta, com folhas ásperas, heliófita, com capítulos axilares.",NA,NA,"D. Marques","Campo Mourão",NA,NA,"28572","auto","2015","11","10",NA,NA,NA,NA,NA
"42","2021-02-23 15:16:46-03","UTFPR","HCF","5316","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","M. Souza",NA,"2007","04","24",NA,"Brasil","PR","Estrada Água Branca - Rio Bolivar","-52.6049995422363","-23.6632995605469",NA,NA,NA,"Erva heliófita, ripária, no final da frutificação. Solo: rochoso",NA,NA,"M.G. Caxambu","Cianorte",NA,NA,"32009","auto","2007","06","28",NA,NA,NA,NA,NA
"43","2021-02-23 15:16:46-03","UTFPR","HCF","1060","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","M.G. Caxambu","442","2004","05","03",NA,"Brasil","PR",NA,"-52.8760986328125","-23.8705997467041",NA,NA,NA,"planta herbácea, ereta, com base lenhosa, folhas glabras. Com inflorescências com pétalas roxas.",NA,NA,"G. Hatschbach","Tuneiras do Oeste",NA,NA,"24014","auto","2004","06","27",NA,NA,NA,NA,NA
"44","2019-11-25 12:11:35-03","UFSM","SMDB","18869","S","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H.Rob.","Christ, A","212","2016","02","11",NA,"Brasil","Rio Grande do Sul",NA,"-54.244806","-27.774667",NA,NA,NA,"Herbácea com 80 cm de altura. Flores roxas","SMDB018869",NA,"Christ, A","Três de Maio",NA,NA,NA,NA,"2016",NA,NA,"-54.244806","-27.774667",NA,NA,NA
"45","2020-12-21 16:16:26-03","MBM","MBM","174323","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.; Pott, A.; Silva, J.M.; Pott, A.; Silva, J.M.","62417","1995","05","07","Southern America","Brazil","Mato Grosso","Jauru, 5km O na rodovia para o trevo com a Rod. BR-174","-58.8664016723633","-15.3418998718262",NA,NA,NA,NA,"MBM174323","MBM174323","Robinson, H.","Jauru",NA,NA,"40234","auto",NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:16:26-03","MBM","MBM","220787","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Ribas, O.S.; Pereira, L.B.S.; Pereira, L.B.S.","2407","1998","02","03","Southern America","Brazil","Mato Grosso do Sul","Rio Formoso","-56.4818992614746","-21.1210994720459",NA,NA,NA,NA,"MBM220787","MBM220787","Robinson, H.","Bonito",NA,NA,"71352","auto",NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:16:26-03","MBM","MBM","225917","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Carneiro, J.","386",NA,NA,NA,"Southern America","Brazil","Paraná","Ibaiti","-50.187801361084","-23.8486003875732",NA,NA,NA,NA,"MBM225917","MBM225917","Robinson, H.","Ibaiti",NA,NA,"34159","auto",NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:16:26-03","MBM","MBM","279608","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Lessingianthus","niederleinii","Lessingianthus niederleinii","(Hieron.) H. Rob.","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","74772","2003","03","24","Southern America","Brazil","Mato Grosso","Rodovia Bonito - Bodoquena, próximo a divisa",NA,NA,NA,NA,NA,NA,"MBM279608","MBM279608","Dematteis, M.","Bodoquena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
