"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","typeStatus","fieldNumber","individualCount","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","396540","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"R. Reitz","10055","1960","10","07","Brazil","Santa Catarina",NA,"Morro do Campo Alegre, Sao Francisco do Sul",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459104' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396540",NA,"1300","1300","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","799065","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"R. M. Klein","6853","1966","10","22","Brazil","Santa Catarina","Garuva","Morro do Campo Alegre, Garuva","-48.8547","-26.0269",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459095' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799065",NA,"1200","1200","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","396544","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"L. B. Smith","7390","1956","11","08","Brazil","Santa Catarina","Campo Alegre","Pinheiral, lower slopes of Morro Iquererim","-49.2656","-26.1925",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459099' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396544",NA,"1000","1300","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","396541","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"R. M. Klein","1598","1955","09","15","Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459100' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396541",NA,"150","150","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","396546","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","Alfredo Grijalva",NA,NA,NA,"G. Davidse","11720","1976","04","01","Brazil","Bahia","Alagoinhas","17 km NW of Catu along the road to Alagoinhas","-38.41","-12.13",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459087' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396546",NA,"150","150","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","396549","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","B. M. Boom",NA,NA,NA,"T. C. Plowman","13925","1985","02","12","Brazil","Rio de Janeiro","Niterói","Morro do Alto Moirao","-43.1036","-22.8833",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459086' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396549",NA,"220","240","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","949071","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"Y. E. J. Mexia","5155","1930","10","08","Brazil","Minas Gerais","Viçosa","Viçosa. Road beyond Fazenda do Paraiso; behind first ranch house","-42.8817","-20.7542",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1023620' target='other'> <mi>dwc_moreinfo</mi></a>","NY00949071","NY00949071_01","700","700","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","799072","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"R. M. Klein","1595","1955","09","15","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459093' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799072",NA,"150","150","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","396550","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","G. G. Hatschbach",NA,NA,NA,"R. Kummrow","1150","1976","10","06","Brazil","Paraná","Antonina","Pinheirinho","-48.7117","-25.4286",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459088' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396550",NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","799071","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"R. M. Klein","1598","1955","09","15","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459092' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799071",NA,"150","150","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","685882","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"R. Reitz","5216","1957","10","18","Brazil","Santa Catarina","Campo Alegre","Morro Iquererim, Campo Alegre","-49.2656","-26.1925",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=822442' target='other'> <mi>dwc_moreinfo</mi></a>","NY00685882",NA,"900","900","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","396539","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"R. M. Klein","1839","1956","01","24","Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459103' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396539",NA,"150","150","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","777304","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","E. P. dos Santos",NA,NA,NA,"E. P. dos Santos","808","1999","09","17","Brazil","Paraná","Guaratuba","Serra de Araçatuba, Morro dos Perdidos","-48.97","-25.87",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459084' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777304",NA,"1100","1100","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","799066","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"R. M. Klein","1839","1956","01","24","Brazil","Santa Catarina","Itajaí","Morro da Ressacada, Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459089' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799066",NA,"150","150","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","396543","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"R. M. Klein","1595","1955","09","15","Brazil","Santa Catarina","Itajaí","Morro da Ressacada","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459102' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396543",NA,"150","150","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","799067","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","P. G. Delprete",NA,NA,NA,"R. M. Klein","1666","1955","10","07","Brazil","Santa Catarina","Itajaí","Morro da Fazenda, Itajaí","-48.6617","-26.9081",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=459090' target='other'> <mi>dwc_moreinfo</mi></a>","NY00799067",NA,"30","30","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1016205","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","catharinae","Chomelia catharinae","L.B.Sm. & Downs","S. L. Jung-Mendaçolli",NA,NA,NA,"S. L. Jung-Mendaçolli","345","1980","10","09","Brazil","São Paulo","Cananéia","Ilha do Cardoso, Rio Jacareu, morro Jacareu.","-47.966514","-25.140513",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1142692' target='other'> <mi>dwc_moreinfo</mi></a>","NY01016205",NA,NA,"200","South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","396611","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts","M. R. de V. Barbosa",NA,NA,NA,"G. G. Hatschbach","14838","1966","10","12","Brazil","Paraná","Sao José dos Pinhais","Col. S. Andrade","-49.2064","-25.5347",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=85663' target='other'> <mi>dwc_moreinfo</mi></a>","NY00396611","NY00396611_01",NA,NA,"South America","sheet",NA,"Magnoliophyta","Gentianales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-01-28 13:11:31-03","MCN-PUC-MINAS","HPUC-MG","ANG1717","S","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana",NA,"J. Cordeiro e J.M. Silva",NA,NA,NA,"M.G. Caxambu",NA,"2005","10","08","Brasil","Paraná","Morretes","Rio Sagrado","-48.834400177002","-25.476900100708",NA,NA,"Flores brancas. Doação do Jardim Botânico de Brasília. HEP4 nº 22993-8 Ciofdo. Com espinhos nos ramos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"30","2021-02-18 09:30:35-03","UNESP-IBB","BOTU","26104","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","Santos, E.P.","1999","09","22","Santos, E.P.","585","1998","11","13","Brasil","Paraná","Guaratuba",NA,NA,NA,"9999","9999","Arbusto de +- 3 m de altura; flores alvas. Interior de floresta ombrófila densa, +- 1000 m de altitude.","BOTU026104",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-02-08 11:10:01-03","UNESP-IBB","BOTU","30112","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","Barbosa, M.R.V.","2007",NA,NA,"Souza, J.P.","134","1995","11","16","Brasil","São Paulo","Tapiraí",NA,"-47.560833","-20.029444","47°33'39w","20°01'46s","Arbusto ca de 2 m de altura. Frutos imaturos verdes, maduros vináceos.","BOTU030112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-13 09:20:47-03","UFRJ","RFA","20152","PreservedSpecimen","Plantae","Rubiaceae","Anisomeris","brasiliana","Anisomeris brasiliana","(A.Rich.) Standl.","Standley","1946",NA,NA,"A.C. Brade; Altamiro; Apparicio","18421","1946","05","27","Brasil","Espírito Santo","Itaguaçu","Jatiboca","-40.855598449707","-19.8019008636475",NA,NA,NA,"RFA16949",NA,NA,NA,NA,NA,NA,NA,NA,"26990","auto",NA,NA,NA,NA,NA,NA,NA
"33","2020-06-29 11:32:18-03","UFRJ","RFA","38052","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","A.M. Paiva","2012","04","02","A.M. Paiva; M.S. Wängler; G.F. Mazzoni; V.S. Ferreira","468","2010","09","25","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Área Zona de Vida Silvestre, Água Fria","-43.378889","-22.458333","43º22'44''W","22º27'30''S","Arbusto 1,5 m altura, folha oposta, estípula interpeciolar, espinhos 2","RFA53335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-06-29 11:32:18-03","UFRJ","RFA","38053","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","A.M. Paiva","2012","04","02","A.M. Paiva; M.S. Wängler; G.F. Mazzoni; V.S. Ferreira","529","2011","02","26","Brasil","Rio de Janeiro","Paty do Alferes","APA Palmares, Área Zona de Vida Silvestre, Dona Isabel","-43.378889","-22.45","43º22'44''W","22º27'S","Arbusto 1,5 m altura, folha oposta, estípula interpeciolar, espinhos 2, frutos verdes","RFA53333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-11-13 09:20:50-03","UFRJ","RFA","9145","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","G.G. Hatschbach","1967",NA,NA,"G.G. Hatschbach","14838","1966","10","12","Brasil","Paraná","São José dos Pinhais","Col. S. Andrade","-49.2064018249512","-25.5347003936768",NA,NA,"Arbusto de flor alva","RFA27917",NA,NA,NA,NA,NA,NA,NA,NA,"45291","auto",NA,NA,NA,NA,NA,NA,NA
"36","2020-11-24 17:11:00-03","UTFPR","DVPR","3147","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A. Rich.","Barboza, E","2014","08","07","Beltrami, L; Amilcar, LC","s.n.","2007","10","09","Brasil","Santa Catarina","Morretes","Serra da Graciosa",NA,NA,NA,NA,"Arbusto pequeno ca. 2 m, ramos com espinhos, flores brancas.","DVPR003147",NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:47:40-03","EAO","IAN","183397","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","parvifolia","Chomelia parvifolia","(Standl.) Govaerts","Delprete, PG","2014","11","11","Miranda, AM","4829","2005","01","25","Brasil","Piauí","Uruçuí","Fazenda Boa Vista.&nf;habitat: Cerradão.","-44.5560989379883","-7.22944021224976",NA,NA,"Arbusto c.a 1,60m de altura; caule amarronzado;folhas fracamente crassas; frutos imaturos verdes.","IAN183397",NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,"137737","auto",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:23:29-03","UFBA","ALCB","032450","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.",NA,NA,NA,NA,"Ribas, OS; Santos, EP dos; Cruz, JM","909","1995","10","23","Brasil","Paraná","Morretes","estação Marumbi, rio Taquaral","-48.834400177002","-25.476900100708",NA,NA,"2 m. Flor alva.; atlântica da Serra do Mar.",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotyledon",NA,"30514","auto",NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:22:24-03","NBC","NL-BOTANY","U.1559853","PreservedSpecimen","Plantae","Rubiaceae","Anisomeris","brasiliana","Anisomeris brasiliana","(A.Rich.) Standl.",NA,NA,NA,NA,"Mexia YEJ",NA,"1930","11","14","Brazil",NA,NA,"State of MInas Geraes. Districto Rio Franco. Retiro de Antonio Avelino; understory in dense virgin forest.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559853 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559853","NL-U1559853",NA,NA,"Southern America",NA,NA,NA,"Gentianales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"40","2020-02-08 09:22:24-03","NBC","NL-BOTANY","U.1559859","PreservedSpecimen","Plantae","Rubiaceae","Anisomeris","brasiliana","Anisomeris brasiliana","(A.Rich.) Standl.",NA,NA,NA,NA,"Mexia YEJ",NA,"1930","12","19","Brazil",NA,NA,"State of Minas Geraes. Fazenda de Engenho, off Vicosa road.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559859 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559859","NL-U1559859",NA,NA,"Southern America",NA,NA,NA,"Gentianales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:22:24-03","NBC","NL-BOTANY","U.1559860","PreservedSpecimen","Plantae","Rubiaceae","Anisomeris","brasiliana","Anisomeris brasiliana","(A.Rich.) Standl.",NA,NA,NA,NA,"Mexia YEJ",NA,"1930","10","08","Brazil",NA,NA,"State of Minas Geraes. Vicosa, Road beyond Fazenda do Paraiso.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559860 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559860","NL-U1559860",NA,NA,"Southern America",NA,NA,NA,"Gentianales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:22:59-03","NBC","NL-BOTANY","L.2853865","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.",NA,NA,NA,NA,"Hatschbach GG",NA,"1961","09","26","Brazil",NA,NA,"Est Parana, Mun Antenina, Antenina.",NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2853865 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2853865","NL-L2853865",NA,NA,"Southern America",NA,NA,NA,"Gentianales",NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:22:59-03","NBC","NL-BOTANY","U.1559855","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","Delprete PG",NA,NA,NA,"Lindeman JC; Haas JH de",NA,"1967","08","01","Brazil","Paraná",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559855 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559855","NL-U1559855",NA,NA,"Southern America",NA,NA,NA,"Gentianales",NA,NA,"Magnoliopsidae","U 0100528",NA,NA,NA,NA,NA
"44","2020-02-08 09:22:59-03","NBC","NL-BOTANY","U.1559856","PreservedSpecimen","Plantae","Rubiaceae","Chomelia","brasiliana","Chomelia brasiliana","A.Rich.","Delprete PG",NA,NA,NA,"Klein RM",NA,"1955","10","07","Brazil","Santa Catarina",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1559856 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1559856","NL-U1559856",NA,NA,"Southern America",NA,NA,NA,"Gentianales",NA,NA,"Magnoliopsidae","U 0100527",NA,NA,NA,NA,NA
