"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","identifiedBy","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","imagecode","maximumElevationInMeters","fieldNumber","individualCount","previousCatalogNumber"
"51","2020-08-31 09:19:40-03","INPA","INPA","280933","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Klein, VP","95","2017","01","02","Southern America","Brasil","Amazonas","RDS Uatumã, Campinarana, próximo a Torre de observaçao da Amazônia - ATTO.","-59.042361","-2.312722",NA,NA,NA,"INPA0280933","Klein, VP","São Sebastião do Uatumã",NA,NA,"2019","11",NA,"-59.042361","-2.312722",NA,NA,NA,NA,NA,NA
"52","2020-08-31 09:19:40-03","INPA","INPA","280940","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Klein, VP","103","2017","02","16","Southern America","Brasil","Amazonas","RDS Uatumã, Campinarana, próximo a Torre de observaçao da Amazônia - ATTO.","-59.042361","-2.312722",NA,NA,NA,"INPA0280940","Klein, VP","São Sebastião do Uatumã",NA,NA,NA,NA,NA,"-59.042361","-2.312722",NA,NA,NA,NA,NA,NA
"53","2020-08-31 09:19:40-03","INPA","INPA","286955","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Klein, VP","312","2016","06","11","Southern America","Brasil","Amazonas","Reserva da Campina (INPA), BR-174, km 44.","-60.0250015258789","-3.10193991661072",NA,NA,NA,"INPA0286955","Klein, VP","Manaus","138090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-08-31 09:19:40-03","INPA","INPA","286952","S","Plantae","Monocotyledon","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Klein, VP","307","2019","05","11","Southern America","Brasil","Amazonas","RDS Uatumã, Campinarana Atto","-59.038889","-2.305833",NA,NA,NA,"INPA0286952","Klein, VP","São Sebastião do Uatumã",NA,NA,NA,NA,NA,"-59.038889","-2.305833",NA,NA,NA,NA,NA,NA
"55","2020-07-10 09:48:23-03","MBML","MBML-HERBARIO","20005",NA,"Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","R.R. Vervloet; et al","2000","2003","03","13",NA,"Brasil","Espírito Santo","Reserva Biológica Augusto Ruschi - Nova Lombardia","-40.553056","-19.9075",NA,NA,"Epífita, a 7m do solo, flores amarelas, labelo vinho, frutos imaturos de cor verde, topo de morro, dossel 22m.","MBML020005","A. P. Fontana/12-05-2005","Santa Teresa",NA,NA,NA,NA,NA,"40W33'11","19S54'27",NA,"MBML020005",NA,NA,NA,NA
"56","2014-11-06 16:18:29-02","UFPB","EAN","4032","S","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.F.","L. P. Felix ; G. V. Dornelas","953","1988","03","15",NA,"Brasil","Bahia",NA,"-39.0753","-15.2933",NA,NA,"Herbácea; flores amarelas..Habitat: Epífita",NA,"L. P. Felix & G. V. Dornelas","Una","36070","auto","1988","03","15",NA,NA,NA,NA,NA,NA,NA,NA
"57","2014-11-06 16:18:29-02","UFPB","EAN","1793","S","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.F.",NA,NA,"1953","05","20",NA,"Brasil","Pará",NA,NA,NA,NA,NA,"Flores amarelo-laranjas..Habitat: Epífita",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2014-11-06 16:18:29-02","UFPB","EAN","9044","S","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.F.",NA,"6963","1994","09","04",NA,"Brasil","Pernambuco","Reserva ecologica municipal","-35.7286","-8.47028",NA,NA,"Segmentos vegetativos verdes; frutos e restos florais verdes. Em uma árvore caida no interior da mata..Habitat: Epífita",NA,"L. P. Felix","Bonito","20932","auto","1986","11","01",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","S. A. Mori, S. Heald, D. Clarke, C. Captain, C. Perry, -- Smith & R. Williams","24400","1997","3","17","South America - Neotropics","Guyana","Potaro-Siparuni",NA,NA,NA,"70",NA,NA,NA,"Christenson, E. A.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","1708488","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","O. L. Haught","3630","1943","8","21","South America - Neotropics","Colombia","Magdalena",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US",NA,"PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","T. Henkel, R. Williams & B. Klein","1883","1993","4","14","South America - Neotropics","Guyana","Essequibo Isl-W. Demerara",NA,NA,NA,"5",NA,NA,NA,"Christenson, E. A.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,"20",NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","3493310","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb. f.","H. D. Clarke","3487","1997","2","11","South America - Neotropics","Guyana","U. Takutu-U. Essequibo",NA,NA,NA,"90",NA,NA,NA,"Christenson, E. A.",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA
"63","2020-09-12 05:00:02-03","US","US","1707927","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Maxillaria","gatunensis","Maxillaria gatunensis",NA,"O. L. Haught","3128","1942","1","10","South America - Neotropics","Ecuador","Guayas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledonae",NA,NA,NA,"1",NA
"64","2019-10-07 09:20:05-03","UEFS","HUEFS","102430","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Amorim, A.M.","4541","2004","12","13",NA,"Brasil","Bahia",NA,"-39.202778","-14.778611","600",NA,NA,"HUEFS0102430","R.Perdiz","Barro Preto",NA,NA,"2008","12",NA,"39W12'10''","14S46'43''","Lilianae","HUEFS0102430","900",NA,NA,NA
"65","2019-10-07 09:20:05-03","UEFS","HUEFS","114152","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Amorim, A.M.","5700","2006","03","03",NA,"Brasil","Bahia","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN e Torre. Trilha ao lado da Reserva Becker, em ramal descendo o riacho.","-39.565278","-15.391667","835",NA,"Floresta Ombrófila Densa Montana.","HUEFS0114152","R.Perdiz","Camacan",NA,NA,"2008","12",NA,"39W33'55''","15S23'30''","Lilianae","HUEFS0114152","835",NA,NA,NA
"66","2019-07-09 12:43:41-03","F","FMNH-SEEDPLANTS","V0459957F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia",NA,"R. Vasquez et al.","5335","1984","7","22","South America","Peru",NA,NA,"-74.14","-9.1839",NA,NA,NA,"V0459957F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","V0459957F_01",NA,NA,NA,NA
"67","2019-07-09 12:47:11-03","F","FMNH-SEEDPLANTS","V0459618F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia",NA,"R. B. Foster","4239","1978","8","19","South America","Peru","Loreto",NA,"-75","-4",NA,NA,NA,"V0459618F","RRC ID Flag",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","V0459618F_01 V0459618F_02",NA,"4239",NA,NA
"68","2019-07-09 12:43:46-03","F","FMNH-SEEDPLANTS","V0459958F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia",NA,"P. Dusén","7929","1909","4","2","South America","Brazil",NA,NA,"-52.8731","-10.8339",NA,NA,NA,"V0459958F",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledoneae","V0459958F_01",NA,NA,NA,NA
"69","2020-07-23 12:17:19-03","CEPLAC","CEPEC","110488","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis",NA,"Amorim, A. M.","5444","2005","10","29",NA,"Brasil","Bahia","RPPN Serra Bonita. 9,7 km W de Camacã na estrada para Jacarecí, daí 6 km SW na estrada para a RPPN. Trilha ao lado do espaço destinado a casa oficial do proprietário da RPPN.","-39.565278","-15.391667","835",NA,"UNICATA.",NA,"SpeciesLink/lacunas","CAMACAN",NA,NA,NA,NA,NA,"39W33'55","15S23'30",NA,NA,"835",NA,NA,NA
"70","2020-07-23 12:17:20-03","CEPLAC","CEPEC","116535","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis",NA,"Fontana, A. P.","2671","2007","01","20",NA,"Brasil","Bahia","Serra do Peito-de-Moça. Estrada que liga Arataca à Una, ramal ca. 22,4km de Arataca, com entrada no Assentamento Santo Antônio. RPPN Caminho das Pedras. Trilha de acesso ao mormaço.","-39.343611","-15.160833","500",NA,"UNICATA.",NA,"SpeciesLink/lacunas","arataca",NA,NA,NA,NA,NA,"39W20'37","15S9'39",NA,NA,"500",NA,NA,NA
"71","2020-07-23 12:17:20-03","CEPLAC","CEPEC","116881","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis",NA,"Lopes, M. M. M.","1204","2007","04","12",NA,"Brasil","Bahia","Serra do Peito-de-Moça. Estrada que liga Arataca a Una, ramal ca. 22,4 km de Arataca, com entrada no assentamento Sto. Antônio. RPPN Caminho das Pedras. Trilha nova.","-39.341667","-15.173611","1000",NA,"FOTO. UNICATA.",NA,"SpeciesLink/lacunas","arataca",NA,NA,NA,NA,NA,"39W20'30","15S10'25",NA,NA,"1000",NA,NA,NA
"72","2020-07-23 12:17:20-03","CEPLAC","CEPEC","117436","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis",NA,"Perdiz, R. de O.","70","2007","07","01",NA,"Brasil","Bahia","Serra das Lontras. Ca. de 7 km no ramal que liga o distrito de Itatinguí à Serra. Fazendas de Monteiro e Ciro.","-39.385278","-15.189444","820",NA,NA,NA,"SpeciesLink/lacunas","arataca",NA,NA,NA,NA,NA,"39W23'7","15S11'22",NA,NA,"820",NA,NA,NA
"73","2020-07-23 12:17:20-03","CEPLAC","CEPEC","112127","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis",NA,"Amorim, A. M.","4097","2004","04","26",NA,"Brasil","Bahia","Serra da Pedra Lascada. 13,7km de Barro Preto, na estrada que passa pela Fazenda São Miguel e sobe até o acesso à serra.","-39.202778","-14.770278","600",NA,"EXSICATA NÃO ENCONTRADA NO ACERVO!",NA,"SpeciesLink/lacunas","Barro Preto",NA,NA,NA,NA,NA,"39W12'10","14S46'13",NA,NA,"600",NA,NA,NA
"74","2016-08-23 09:45:45-03","NHMLondon","NHM-LONDON-BOT","BM000533665","S","Plantae",NA,NA,"Orchidaceae","Maxillaria","sessilis","Maxillaria sessilis","(Sw.) Fawc.& Rendle","John Miers; b.1789; d.1879; Miers","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4650966"
"75","2019-11-01 15:15:30-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Belém, RP; Pinheiro, RS","2724","1966","10","04","Southern America","Brasil","Bahia","Rodovia, BR 5, 16km S Eunápolis",NA,NA,NA,NA,"Epífita. Flores amarelas, labelo com listras roxas; Plantação de cacau","UB0018849","Pabst, G",NA,NA,NA,"1970","07","23",NA,NA,NA,"UB0018849",NA,NA,NA,NA
"76","2019-11-01 15:15:30-03","UnB","UB",NA,"PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Pires, JM","7813","1961","05","13","Southern America","Brasil","Pará","Cultivado no IAN",NA,NA,NA,NA,"epífita, flor amarelo - escuro (alaranjado)","UB0018864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"UB0018864",NA,NA,NA,NA
"77","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Hummel, A","13?",NA,NA,NA,"Southern America","Brazil",NA,"ad Itatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Purdie, W","s.n.",NA,NA,NA,"Southern America","Jamaica",NA,"in Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Carmiol","s.n.",NA,NA,NA,"Southern America","Costa Rica",NA,"in Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Carmiol","s.n.",NA,NA,NA,"Southern America","Costa Rica",NA,"in Costa Rica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Morris, D","2399",NA,NA,NA,"Southern America","Jamaica",NA,"in Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Bourgeau, E","2087",NA,NA,NA,"Northern America","Mexico",NA,"in Mexico prope Cordova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Bourgeau, E","2087?",NA,NA,NA,"Northern America","Mexico",NA,"in Mexico prope Cordova",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Purdie, W","s.n.",NA,NA,NA,"Southern America","Jamaica",NA,"in Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Wagener, H","s.n.",NA,NA,NA,"Southern America","Venezuela",NA,"Etiam in Venezuelae prov. Caracas altit. 1700m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Hummel, A","13",NA,NA,NA,"Southern America","Brazil",NA,"ad Itatinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Wagener, H","s.n.",NA,NA,NA,"Southern America","Venezuela",NA,"Etiam in Venezuelae prov. Caracas altit. 1700m",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Burchell, WJ","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia loco haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Scunders","s.n.(Hort.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia loco haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Comm. Geogr.Geol. S. Paulo","3106?",NA,NA,NA,"Southern America","Brazil","São Paulo","Habitat in prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Schwacke, CAW","9006?",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minas Geraes ad Marianna, terrestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","MacNab, G","s.n.",NA,NA,NA,"Southern America","Jamaica",NA,"in Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Comm. Geogr.Geol. S. Paulo","3106",NA,NA,NA,"Southern America","Brazil","São Paulo","Habitat in prov. S. Paulo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Scunders","s.n.(Hort.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia loco haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Burchell, WJ","s.n.",NA,NA,NA,"Southern America","Brazil",NA,"in Brasilia loco haud indicato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Wright, C","638",NA,NA,NA,"Southern America","Cuba",NA,"in Cuba orientali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Schwacke, CAW","9006",NA,NA,NA,"Southern America","Brazil","Minas Gerais","in prov. Minas Geraes ad Marianna, terrestris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Eggers, HFA","4827",NA,NA,NA,"Southern America","Cuba",NA,"in Cuba orientali",NA,NA,NA,NA,"Floret Martio - Maio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Wright, C","638?",NA,NA,NA,"Southern America","Cuba",NA,"in Cuba orientali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Eggers, HFA","4827?",NA,NA,NA,"Southern America","Cuba",NA,"in Cuba orientali",NA,NA,NA,NA,"Floret Martio - Maio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","MacNab, G","s.n.",NA,NA,NA,"Southern America","Jamaica",NA,"in Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2017-09-11 17:12:00-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Maxillaria","crassifolia","Maxillaria crassifolia","(Lindl.) Rchb.f.","Morris, D","2399?",NA,NA,NA,"Southern America","Jamaica",NA,"in Jamaica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-11-21 10:13:30-03","IBt","SP","221776","S","Plantae",NA,NA,"Orchidaceae","Heterotaxis","sessilis","Heterotaxis sessilis","(Sw.) F.Barros","Blecher, A","s.n.","1967","06","28",NA,"Brasil","Rio de Janeiro","Imediações de Teresópolis, Petrópolis ou Friburgo",NA,NA,NA,NA,NA,NA,"Blanco, MA",NA,NA,NA,"2013","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
