"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","scientificNameAuthorship","recordNumber","year","month","day","county","decimalLongitude","decimalLatitude","coordinatePrecision","imagecode","geoFlag","class","order","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","fieldNumber","individualCount","yearIdentified","monthIdentified","dayIdentified"
"11","2021-01-14 15:31:16-03","MN","R","215878","PreservedSpecimen","Plantae","Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Herter, G.",NA,"Uruguai",NA,"Cerro",NA,NA,NA,"R010040982",NA,"(Poir.) Hauman","45 a","1926","09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2016-02-02 14:38:20-02","BGBM","B","B 10 0089515","S","Plantae","Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Rambo","Middle and South America","Brazil",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100089515 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100089515",NA,NA,"42694",NA,NA,NA,NA,NA,NA,NA,"B100089515",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2016-06-21 15:44:27-03","MNHN","RECOLNAT_MNHN_P","P00135229","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,"[Colombie]",NA,"s.loc. [Nov. gen. sp. : Crescit in paludosis regni Novogranatensis, juxta urbem Zipaquirae (ubi calor aquarum est 12°-14° cent.)]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00135229' target='other'> <mi>dwc_moreinfo</mi></a>","P00135229",NA,"(Poir.) Hauman",NA,NA,NA,NA,NA,NA,NA,NA,"P00135229_01 P00135229_02",NA,NA,NA,"1410",NA,"Haynes",NA,NA,NA,NA,NA
"14","2016-06-21 15:44:30-03","MNHN","RECOLNAT_MNHN_P","P00135230","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,"[Colombie]",NA,"s.loc. [Nov. gen. sp. : Crescit in paludosis regni Novogranatensis, juxta urbem Zipaquirae (ubi calor aquarum est 12°-14° cent.)]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00135230' target='other'> <mi>dwc_moreinfo</mi></a>","P00135230",NA,"(Poir.) Hauman",NA,NA,NA,NA,NA,NA,NA,NA,"P00135230_01",NA,NA,NA,"1410",NA,"Haynes",NA,NA,NA,NA,NA
"15","2016-06-21 15:44:35-03","MNHN","RECOLNAT_MNHN_P","P00135231","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,"[Colombie]",NA,"s.loc. [Nov. gen. sp. : Crescit in paludosis regni Novogranatensis, juxta urbem Zipaquirae (ubi calor aquarum est 12°-14° cent.)]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00135231' target='other'> <mi>dwc_moreinfo</mi></a>","P00135231",NA,"(Poir.) Hauman",NA,NA,NA,NA,NA,NA,NA,NA,"P00135231_01",NA,NA,NA,"1410",NA,"Haynes",NA,NA,NA,NA,NA
"16","2015-09-29 06:17:26-03","MNHN","RECOLNAT_MNHN_P","P00135232","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,"[Colombie]",NA,"s.loc. [Nov. gen. sp. : Crescit in paludosis regni Novogranatensis, juxta urbem Zipaquirae (ubi calor aquarum est 12°-14° cent.)]","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00135232' target='other'> <mi>dwc_moreinfo</mi></a>","P00135232",NA,"(Poir.) Hauman",NA,NA,NA,NA,NA,NA,NA,NA,"P00135232_01",NA,NA,NA,"1410",NA,"Haynes",NA,NA,NA,NA,NA
"17","2015-09-03 19:25:33-03","MNHN","RECOLNAT_MNHN_P","P01738202","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Fruchard",NA,"Uruguai",NA,"Montevideo: Barra de Sta Lucia. Uruguai","hb",NA,". . Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01738202' target='other'> <mi>dwc_moreinfo</mi></a>","P01738202",NA,"(Poir.) Hauman",NA,"1874","8","1",NA,NA,NA,NA,"P01738202_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2015-09-03 19:25:33-03","MNHN","RECOLNAT_MNHN_P","P01738203","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Fruchard",NA,"Uruguai",NA,"Montevideo. Uruguai","hb",NA,". . Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01738203' target='other'> <mi>dwc_moreinfo</mi></a>","P01738203",NA,"(Poir.) Hauman",NA,"1875","1","1",NA,NA,NA,NA,"P01738203_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2015-09-03 19:25:34-03","MNHN","RECOLNAT_MNHN_P","P01738205","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Lindig, A.",NA,"Nouvelle-Grenade",NA,"Nouvelle Grenade. América do Sul","hb",NA,". 1862. Bag. M. 2600 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01738205' target='other'> <mi>dwc_moreinfo</mi></a>","P01738205",NA,"(Poir.) Hauman",NA,"1859","1","1",NA,NA,NA,NA,"P01738205_01",NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA
"20","2015-09-03 19:25:34-03","MNHN","RECOLNAT_MNHN_P","P01738206","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Lindig, A.",NA,"Nouvelle Grenade",NA,"Nouvelle Grenade. América do Sul","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01738206' target='other'> <mi>dwc_moreinfo</mi></a>","P01738206",NA,"(Poir.) Hauman",NA,NA,NA,NA,NA,NA,NA,NA,"P01738206_01",NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA
"21","2015-09-03 19:25:34-03","MNHN","RECOLNAT_MNHN_P","P01738208","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Lindig, A.",NA,"Nouvelle Grenade",NA,"s.loc.","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01738208' target='other'> <mi>dwc_moreinfo</mi></a>","P01738208",NA,"(Poir.) Hauman",NA,NA,NA,NA,NA,NA,NA,NA,"P01738208_01",NA,NA,NA,NA,NA,NA,"1415",NA,NA,NA,NA
"22","2015-09-03 19:25:34-03","MNHN","RECOLNAT_MNHN_P","P01738210","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Balansa, B.",NA,"Argentina",NA,"Buenos Aires. Argentina, América do Sul","hb",NA,". 1874-1875. Reçu le 29 novembre 1877 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01738210' target='other'> <mi>dwc_moreinfo</mi></a>","P01738210",NA,"(Poir.) Hauman",NA,"1875","11","6",NA,NA,NA,NA,"P01738210_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2015-09-03 19:26:00-03","MNHN","RECOLNAT_MNHN_P","P01758971","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Asplund, E.",NA,"Equador",NA,"Prov Carchi, Rulcán. Equador","hb",NA,"Flora arquatoriensis. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758971' target='other'> <mi>dwc_moreinfo</mi></a>","P01758971",NA,"(Poir.) Hauman",NA,"1955","7","23",NA,NA,NA,NA,"P01758971_01",NA,NA,NA,"3000",NA,NA,"17007",NA,NA,NA,NA
"24","2015-09-03 19:26:00-03","MNHN","RECOLNAT_MNHN_P","P01758974","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Petersen, T.M.",NA,"Argentina",NA,"Santa Ana (Nalda). Argentina, América do Sul","hb",NA,"Plants of Argentina. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758974' target='other'> <mi>dwc_moreinfo</mi></a>","P01758974",NA,"(Poir.) Hauman",NA,"1954","12","1",NA,NA,NA,NA,"P01758974_01",NA,NA,NA,NA,NA,NA,"2841",NA,NA,NA,NA
"25","2015-09-03 19:26:00-03","MNHN","RECOLNAT_MNHN_P","P01758975","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Pedersen, T.M.",NA,"Argentina",NA,"Estancia Las Aguadas, distr Crucecitas, dep Nogoyá, prov entre rios. Argentina, América do Sul","hb",NA,"Plants of Argentina. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758975' target='other'> <mi>dwc_moreinfo</mi></a>","P01758975",NA,"(Poir.) Hauman",NA,"1964","11","26",NA,NA,NA,NA,"P01758975_01",NA,NA,NA,NA,NA,NA,"7317",NA,NA,NA,NA
"26","2015-09-03 19:26:00-03","MNHN","RECOLNAT_MNHN_P","P01758978","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Gay",NA,"Chile",NA,". Chile","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758978' target='other'> <mi>dwc_moreinfo</mi></a>","P01758978",NA,"(Poir.) Hauman",NA,NA,NA,NA,NA,NA,NA,NA,"P01758978_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2015-09-03 19:26:00-03","MNHN","RECOLNAT_MNHN_P","P01758979","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Gardner",NA,"Colômbia",NA,"Bogota. Colômbia, América do Sul","hb",NA,". flor: Nov. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758979' target='other'> <mi>dwc_moreinfo</mi></a>","P01758979",NA,"(Poir.) Hauman",NA,NA,NA,NA,NA,NA,NA,NA,"P01758979_01",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"28","2015-09-03 19:26:00-03","MNHN","RECOLNAT_MNHN_P","P01758980","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Fruchard",NA,"Uruguai",NA,"Montevideo. River du Miguelete. Uruguai","hb",NA,". . Reçu le 15 mai 1883 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758980' target='other'> <mi>dwc_moreinfo</mi></a>","P01758980",NA,"(Poir.) Hauman",NA,"1866","12","1",NA,NA,NA,NA,"P01758980_01",NA,NA,NA,NA,NA,NA,"392",NA,NA,NA,NA
"29","2015-09-03 19:26:00-03","MNHN","RECOLNAT_MNHN_P","P01758981","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Weddell, H.A.",NA,"Bolívia",NA,"Bolívie Septentrionale (Dep. de La Paz). Ravin de Chuquiaguillo. Bolívia","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758981' target='other'> <mi>dwc_moreinfo</mi></a>","P01758981",NA,"(Poir.) Hauman",NA,"1851","1","1",NA,NA,NA,NA,"P01758981_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758983","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Sodiro",NA,"Equador",NA,"Ecuador. Chilloqallo. Equador","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758983' target='other'> <mi>dwc_moreinfo</mi></a>","P01758983",NA,"(Poir.) Hauman",NA,"1887","7","1",NA,NA,NA,NA,"P01758983_01",NA,NA,NA,NA,NA,NA,"193 4",NA,NA,NA,NA
"31","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758984","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Sodiro",NA,"Equador",NA,"In [rivulis] seq. temp. [Huret.] Pichincha. Equador","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758984' target='other'> <mi>dwc_moreinfo</mi></a>","P01758984",NA,"(Poir.) Hauman",NA,"1893","4","1",NA,NA,NA,NA,"P01758984_01",NA,NA,NA,NA,NA,NA,"195 3",NA,NA,NA,NA
"32","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758985","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Goudot, J.",NA,"Colômbia",NA,"Nouvelle Grenade. Bogota in aquatis Itaguantiba. Colômbia, América do Sul","hb",NA,". flor. Nov. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758985' target='other'> <mi>dwc_moreinfo</mi></a>","P01758985",NA,"(Poir.) Hauman",NA,"1844","1","1",NA,NA,NA,NA,"P01758985_01",NA,NA,NA,NA,NA,NA,"7878",NA,NA,NA,NA
"33","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758986","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Weddell, H.A.",NA,"Bolívia",NA,"Bolivie Septentrionale (Dept. de la Paz), Ravin de Chuquiaguillo. Bolívia","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758986' target='other'> <mi>dwc_moreinfo</mi></a>","P01758986",NA,"(Poir.) Hauman",NA,"1851","1","1",NA,NA,NA,NA,"P01758986_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758987","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Weddell, H.A.",NA,"Bolívia",NA,"Bolivie Septentrionale (Dept. de la Paz). Ravin de Chuquiaguillo. Bolívia","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758987' target='other'> <mi>dwc_moreinfo</mi></a>","P01758987",NA,"(Poir.) Hauman",NA,"1851","1","1",NA,NA,NA,NA,"P01758987_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758988","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Weddell, H.A.",NA,"Bolívia",NA,"Bolivie Septentrionale (Dept. de la Paz), Ravin de Chuquiaguillo. Bolívia","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758988' target='other'> <mi>dwc_moreinfo</mi></a>","P01758988",NA,"(Poir.) Hauman",NA,"1851","1","1",NA,NA,NA,NA,"P01758988_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758989","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Hieronymus, G.",NA,"Argentina",NA,"Al Sud de San Miguel en la Sierra Achala, Prov. de Córdoba. Argentina, América do Sul","hb",NA,"Flora Argentina. . Donné par M. Varela, Commissaire de la République argentine à l´ Exposition universelle de 1878 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758989' target='other'> <mi>dwc_moreinfo</mi></a>","P01758989",NA,"(Poir.) Hauman",NA,"1876","3","16",NA,NA,NA,NA,"P01758989_01",NA,NA,NA,NA,NA,NA,"401",NA,NA,NA,NA
"37","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758990","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Mandon, G.",NA,"Bolívia",NA,"Omasuyos - viciniis achacache, Sagchani, Guatata. Bolívia","hb",NA,"Plantae Andium Boliviensium. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758990' target='other'> <mi>dwc_moreinfo</mi></a>","P01758990",NA,"(Poir.) Hauman",NA,"1858","3","1",NA,NA,NA,NA,"P01758990_01",NA,NA,NA,"3900","4100",NA,"1434",NA,NA,NA,NA
"38","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758991","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Weddell, H.A.",NA,"Bolívia",NA,"Bolivie, La Laucha. Bolívia","hb",NA,". s.d. <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758991' target='other'> <mi>dwc_moreinfo</mi></a>","P01758991",NA,"(Poir.) Hauman",NA,NA,NA,NA,NA,NA,NA,NA,"P01758991_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758992","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Mandon, G.",NA,"Bolívia",NA,"Omasuyos - viciniis Achacache, Pagchani, Guatata. Bolívia","hb",NA,"Plantae Andium Boliviensium. . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758992' target='other'> <mi>dwc_moreinfo</mi></a>","P01758992",NA,"(Poir.) Hauman",NA,"1858","3","1",NA,NA,NA,NA,"P01758992_01",NA,NA,NA,"3900","4100",NA,"1434",NA,NA,NA,NA
"40","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758993","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Bertero",NA,"Chile",NA,"Circa St. Iago. Chile","hb",NA,". . <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758993' target='other'> <mi>dwc_moreinfo</mi></a>","P01758993",NA,"(Poir.) Hauman",NA,"1818","3","1",NA,NA,NA,NA,"P01758993_01",NA,NA,NA,NA,NA,NA,"376",NA,NA,NA,NA
"41","2015-09-03 19:26:03-03","MNHN","RECOLNAT_MNHN_P","P01758994","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Mili",NA,"Chile",NA,"Chili. St. Iago. Chile","hb",NA,". . Herbier du Chili donné par M. Gay <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758994' target='other'> <mi>dwc_moreinfo</mi></a>","P01758994",NA,"(Poir.) Hauman",NA,"1824","9","1",NA,NA,NA,NA,"P01758994_01",NA,NA,NA,NA,NA,NA,"601",NA,NA,NA,NA
"42","2015-09-03 19:26:04-03","MNHN","RECOLNAT_MNHN_P","P01758995","PreservedSpecimen",NA,"Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Triana, J.",NA,"Nouvelle Greanade",NA,"Prov. de Bogota, plateau de bogota","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p01758995' target='other'> <mi>dwc_moreinfo</mi></a>","P01758995",NA,"(Poir.) Hauman",NA,"1851","1","1",NA,NA,NA,NA,"P01758995_01",NA,NA,NA,"2600",NA,NA,"466",NA,NA,NA,NA
"43","2014-12-08 15:53:00-02","MO","MOBOT","2685162","PreservedSpecimen","Plantae","Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Esteban Terneus|J. Terneus","South America","Ecuador","Pichincha","Laguna Encantada, Reserva ecológica Cayambe- Coca",NA,NA,NA,NA,NA,"(Poir.) Hauman","Terneus 203","1998","9","6",NA,"-78.03666","-0.3325",NA,NA,NA,NA,NA,"3870.00000000",NA,NA,NA,NA,NA,NA,NA
"44","2014-12-08 15:57:00-02","MO","MOBOT","2685433","PreservedSpecimen","Plantae","Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Esteban Terneus|D. Jacobsen","South America","Ecuador","Pichincha","Reserva Cayambe - Coca, Páramo de Papallacta, Laguna San Cristobal",NA,NA,NA,NA,NA,"(Poir.) Hauman","Terneus 333","1999","5","13",NA,"-78.16611","-0.31472",NA,NA,NA,NA,NA,"3800.00000000",NA,NA,NA,NA,NA,NA,NA
"45","2014-12-08 15:57:00-02","MO","MOBOT","2685417","PreservedSpecimen","Plantae","Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Esteban Terneus|D. Jacobsen","South America","Ecuador","Pichincha","Reserva Cayambe - Coca, Páramo de Papallacta, Laguna San Cristobal",NA,NA,NA,NA,NA,"(Poir.) Hauman","Terneus 327","1999","5","13",NA,"-78.16611","-0.31472",NA,NA,NA,NA,NA,"3800.00000000",NA,NA,NA,NA,NA,NA,NA
"46","2009-09-16 19:06:00-03","MO","MOBOT","2654443","PreservedSpecimen","Plantae","Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","Simon Lægaard|S. Dhooge|E. Jones","South America","Ecuador","Tungurahua","Km 33.4 Zumbagua - Latacunga",NA,NA,NA,NA,NA,"(Poir.) Hauman","Lægaard 21465","2001","7","26",NA,"-78.75","-0.91666",NA,NA,NA,NA,NA,"3885.00000000",NA,"Laegaard, S. (AAU)",NA,NA,NA,NA,NA
"47","2014-10-06 14:02:00-03","MO","MOBOT","100747059","PreservedSpecimen","Plantae","Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","W.G. Herter","South America","Uruguay",NA,"Cerro.",NA,NA,NA,NA,NA,"(Poir.) Hauman","Herter s.n.","1926","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,"20.00000000",NA,NA,NA,"1",NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","123752","PreservedSpecimen","Plantae","Juncaginaceae","Lilaea","scilloides","Lilaea scilloides","S. Halloy","South America","Ecuador","Cotopaxi",NA,NA,NA,NA,NA,NA,"(Poir.) Hauman","Halloy A-969","1979","12","27",NA,NA,NA,NA,NA,NA,NA,NA,"3850.00000000",NA,NA,NA,NA,NA,NA,NA
