"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","identifiedBy","yearIdentified","class","monthIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","dayIdentified"
"52","2020-09-12 05:00:02-03","US","US","2850810","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","G. Hatschbach","25932","1970","12","21","South America","Brazil",NA,NA,NA,"US01631204",NA,"Asterales","(Vell.) H. Rob.","Paraná","Rio Capivari (mun. Ipiranga) Parana","US01631204_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"53","2020-09-12 05:00:02-03","US","US","3409464","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","E. M. Zardini & L. Guerrero","44381","1996","1","18","South America","Paraguay",NA,NA,NA,"US01631196",NA,"Asterales","(Vell.) H. Rob.","San Pedro","Yaguarete Forest (Sustainable Forest Systems site)","US01631196_01",NA,"-56.0953","-23.8044",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"54","2020-09-12 05:00:02-03","US","US","2708192","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","G. Hatschbach & H. Haas","15929","1967","1","25","South America","Brazil",NA,NA,NA,"US01631202",NA,"Asterales","(Vell.) H. Rob.","Paraná","Campo Mourao, Parana","US01631202_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"55","2020-09-12 05:00:02-03","US","US","3355803","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","G. Hatschbach, M. M. Hatschbach & E. L. Barbosa","66214","1997","3","14","South America - Neotropics","Brazil",NA,NA,NA,"US01631193",NA,"Asterales","(Vell.) H. Rob.","Minas Gerais","Serra do Cabral (Mun. Joaquim Felicio) Minas Gerais","US01631193_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"56","2020-09-12 05:00:02-03","US","US","2454159","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","L. Smith, R. M. Klein & G. Hatschbach","14707","1965","1","17","South America","Brazil",NA,NA,NA,"US01631201",NA,"Asterales","(Vell.) H. Rob.","Paraná","Mun. Arapoti: Campo, by scool on road to Jaguariaiva","US01631201_01",NA,"-49.37","-24.1",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"950",NA,NA,"1",NA
"57","2020-09-12 05:00:02-03","US","US","3387757","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","E. M. Zardini & L. Guerrero","48365","1998","3","12","South America","Paraguay",NA,NA,NA,"US01631194",NA,"Asterales","(Vell.) H. Rob.","San Pedro","Yaguarete Forest (Sustainable Forest Systems site) around aserradero","US01631194_01",NA,"-56.2114","-23.7961",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"210",NA,NA,"1",NA
"58","2020-09-12 05:00:02-03","US","US","3409467","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","E. M. Zardini & L. Guerrero","44341","1996","1","18","South America","Paraguay",NA,NA,NA,"US01631198",NA,"Asterales","(Vell.) H. Rob.","San Pedro","Yaguarete Forest (Sustainable Forest Systems site)",NA,NA,"-56.0953","-23.8044",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"59","2020-09-12 05:00:02-03","US","US","3409413","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","E. M. Zardini & M. Vera","47923","1998","1","14","South America","Paraguay",NA,NA,NA,"US01631200",NA,"Asterales","(Vell.) H. Rob.",NA,"Canendiyu, Mbaracayu Natural Reserve, administered bu Fundacion Moises Bertoni","US01631200_01",NA,"-55.2625","-24.1878",NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"60","2020-09-12 05:00:02-03","US","US","3147070","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","G. Hatschbach & J. Cordeiro","62646","1988","12","6","South America","Brazil",NA,NA,NA,"US01631203",NA,"Asterales","(Vell.) H. Rob.","Paraná","Rio das Mortes (mun. Jaguariaiva) Parana","US01631203_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"61","2020-09-12 05:00:02-03","US","US","3517265","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","M. Bernardi","19497","1979","1","12","South America","Paraguay",NA,NA,NA,"US01631199",NA,"Asterales","(Vell.) H. Rob.",NA,"In savanna 20 km circa post Ype-Jhu versus Capitan Bado, Canendiyu",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"62","2020-09-12 05:00:02-03","US","US","1280347","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","P. K. Dusén","16356","1915","1","13","South America","Brazil",NA,NA,NA,"US01631195",NA,"Asterales","(Vell.) H. Rob.","Paraná","Parana: Jaguariahyva app, in campo","US01631195_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,"730",NA,NA,"1",NA
"63","2021-03-15 18:25:30-03","USP","SPF","209798","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Zappi, DC","2802","2010","03","11",NA,"Brasil",NA,NA,"Erva partindo de xilopódio, corolas lilás-arroxeadas.; Campo rupestre, em solo arenoso com cascalho branco.","SPF00209798",NA,NA,"(Vell.) H.Rob.","Minas Gerais","Serra do Cipó, Trilha do João Carrinho, ao sul do Rio das Pedras.",NA,"Santana do Riacho","-43.731287","-19.044976","Loeuille, B","2014",NA,NA,NA,NA,"-43.731287","-19.044976",NA,NA,NA,NA,NA
"64","2019-11-13 11:16:24-03","USP","SPF","214891","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Loeuille, B","627","2012","04","27",NA,"Brasil",NA,NA,NA,"SPF00214891",NA,NA,"(Vell.) H.Rob.","Minas Gerais","Serra do Cabral, Morro do Tigre. Estrada Joaquim Felício#?#Várzea da Palma, 26,4 km de Joaquim Felício; 1 km em ramal à esquerda entre cultivo de eucalipto. Afloramentos rochosos na margem esquerda de córrego.",NA,"Lassance","-44.326028","-17.713056","Loeuille, B","2014",NA,NA,NA,NA,"-44.326028","-17.713056","1077","1077",NA,NA,NA
"65","2014-04-04 18:26:36-03","PNFM","IRAI","5694","S","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Silva, J.M.","8223","2012","03","19",NA,"Brasil",NA,NA,"Arbusto, 1 m, capítulos alvacentos. Campo recém queimado","IRAI00005694","Magnoliophyta",NA,"(Vell.) H.Rob.","Paraná","Parque Estadual de Vila Velha",NA,"Ponta Grossa","-49.995472","-25.240389","Barbosa, E.","2012",NA,"04",NA,NA,"-49.995472","-25.240389","950","950",NA,NA,NA
"66","2019-06-24 08:12:32-03","IAC","IAC","21872","S","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","G.G. Hatschbach","23224","1969","12","13",NA,"Brasil",NA,NA,"Lessingianthus pumillus identificação apud NY BR 805232 (SpLink). O número IAC 21872 inclui o material, proveniente da mesma coleta, que estava incorporado como IAC 22866.",NA,NA,NA,"(Vell.) H.Rob.","Paraná","Fortaleza",NA,"Ponta Grossa","-50.1619","-25.095","G.G. Hatschbach","1969",NA,"12",NA,NA,"-50.1619","-25.0950",NA,NA,NA,NA,"13"
"67","2020-11-12 16:58:23-03","UEL","FUEL","52059","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Silva, JM; Poliquesi, CB; Maranho, LT; Ristow, R","8223","2012","03","19",NA,"Brasil",NA,NA,NA,"FUEL017183","Tracheophyta","Asterales","(Vell.) H.Rob.","Paraná","Parque Estadual de Vila Velha, campo recém queimado",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545","Barboza, E","2012",NA,"04","46557","auto",NA,NA,NA,NA,NA,NA,NA
"68","2019-11-01 14:54:10-03","UnB","UB","143018","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Jones, SB","22739",NA,NA,NA,"Southern America","Brasil",NA,NA,"Undisturbed grassy",NA,"Dicotyledoneae",NA,"(Vell.) H.Rob.","Paraná","Roadside between Jaguariava & Itararé",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2019-05-10 16:39:37-03","UFU","HUFU","72582","S","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Castro, M.; Oliveira, L.F.A.; Romero, R.; Versiane, A.F.A. & Caetano, A.P.","151","2016","06","17",NA,"Brasil",NA,NA,"Subarbusto 0,6 m de alt., capítulos com flores liláses.; Campo rupestre.","HUFU00069210",NA,NA,"(Vell.) H.Rob.","Minas Gerais","Serra do Cabral, Estrada Joaquim Felício - Várzea da Palma, ca. 20km de Joaquim Felício, Armazém da Lage.","HUFU00069210","Joaquim Felício","-44.272778","-17.699722","Nakajima, J.N.","2019",NA,"04",NA,NA,"-44.272778","-17.699722","1141","1141",NA,NA,NA
"70","2020-08-20 14:55:11-03","UFSC","FLOR","28391","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.; Hatschbach, M. & Barbosa, E.","66214","1997","03","14",NA,"Brasil",NA,NA,"ereto, flor lilás","FLOR0028391",NA,"Asterales","(Vell.) H.Rob.","Minas Gerais","Serra do Cabral.",NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242","Marques, D.","2015",NA,"05","37503","auto",NA,NA,NA,NA,NA,NA,"20"
"71","2020-08-20 14:55:11-03","UFSC","FLOR","28101","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Hatschbach, G.; Hatschbach, M. & Barbosa, E.","66315","1997","03","16",NA,"Brasil",NA,NA,"flor inflorescência ereta, capítulo lilás","FLOR0028101",NA,"Asterales","(Vell.) H.Rob.","Minas Gerais","Serra do Cabral, Armazém da Laje.",NA,"Joaquim Felício","-44.1721992492676","-17.7574996948242","Marques, D.","2015",NA,"05","37503","auto",NA,NA,NA,NA,NA,NA,"20"
"72","2020-08-20 14:55:11-03","UFSC","FLOR","23642","PreservedSpecimen","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Falkenberg, D.B.; Stehmann, J.R. & Vieira, A.O.","6494","1994","01","21",NA,"Brasil",NA,NA,"subarbusto, flor roxa, 1,2m altura","FLOR0023642",NA,"Asterales","(Vell.) H.Rob.","Rio Grande do Sul","Beira da estrada Caçapava-Pedra do Segredo, à esquerda, na base do maior morro.",NA,"Caçapava do Sul","-53.4914016723633","-30.5121994018555","Marques, D.","2015",NA,"05","50525","auto",NA,NA,"300","300",NA,NA,"21"
"73","2019-11-21 10:00:55-03","IBt","SP","143480","S","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Joly, AB; Sendulsky, T; Pereira, SMB; Joly, AM; Martins, F","CFSC1961","1972","04","17",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Vell.) H.Rob.","Minas Gerais","Serra do Cipó, Km 126 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina",NA,"Jaboticatubas","-43.7449989318848","-19.513599395752",NA,NA,NA,NA,"31264","auto",NA,NA,"1200","1200",NA,NA,NA
"74","2019-11-21 10:00:55-03","IBt","SP","454003","S","Plantae","Asteraceae","Lessingianthus","pumillus","Lessingianthus pumillus","Silva, JM; Poliquesi, CB; Maranho, LT; Ristow, R","8223","2012","03","19",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Vell.) H.Rob.","Paraná","Parque Estadual de Vila Velha",NA,"Ponta Grossa","-50.1618995666504","-25.0949993133545","Barboza, E","2012",NA,"04","46557","auto",NA,NA,NA,NA,NA,NA,NA
