"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","class","typeStatus","relatedCatalogItem","dayIdentified"
"11","2019-04-01 10:10:04-03","MNHN","RECOLNAT_MNHN_P","P04023377","PreservedSpecimen",NA,NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Kallunki","Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04023377' target='other'> <mi>dwc_moreinfo</mi></a>","P04023377","P04023377_01",NA,NA,NA,NA,NA,NA,"565",NA,NA,NA,NA
"12","2020-12-11 11:41:10-03","UFMG","BHCB","73431","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani",NA,"Magalhães, GM","2647",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Governador Valadares",NA,"-41.9494018554688","-18.8511009216309",NA,NA,NA,NA,NA,NA,"50833","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-12-11 11:41:10-03","UFMG","BHCB","73420","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani",NA,"Barreto, HLM","1928",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Tombos",NA,"-42.0228004455566","-20.9046993255615",NA,NA,NA,NA,NA,NA,"16749","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-12-11 11:41:10-03","UFMG","BHCB","38952","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Januária","Vale do Peruaçu.","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-12-11 11:41:10-03","UFMG","BHCB","37726","PreservedSpecimen","Plantae","Dicotyledon",NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani",NA,NA,"s.n.",NA,NA,NA,"Southern America","Brasil","Minas Gerais","Januária","vale do Rio Peruaçu.","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"148972","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 18:29:41-03","USP","SPF","196499","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Cordeiro, I","Cabral, RS","9","2009","10","21",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Núcleo Arpoador, trilha da mangueira. Floresta ombrófila da encosta do Morro do Fernando.","-47.01875","-24.382917","38","38",NA,"Arvoreta 3 a 4 m alt., crescendo na mata da encosta do morro, frutos imaturos verdes (com glândulas), folhas anternas, com calosidade no ápice do pecíolo.","SPF00196499",NA,NA,NA,NA,NA,"-47.01875","-24.382917",NA,NA,NA,NA,NA
"17","2021-03-15 18:29:41-03","USP","SPF","169973","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Sousa, LOF","50","1999","02","24",NA,"Brasil","Rio de Janeiro","Niterói","Parque Estadual da Serra da Tiririca, Córrego dos Colibiris, trilha à direita, parte alta. Mata atlântica secundária.","-43.1035995483398","-22.88330078125",NA,NA,NA,"Subarbusto com ca. de 1.30 m de altura, ciófito, folhas coriáceas discolores verdes, cálice verde claro, corola alva.","SPF00169973",NA,"14785","auto","2004",NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 18:29:41-03","USP","SPF","76852","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Almeida, C","265","1977","06","29",NA,"Brasil","Rio de Janeiro","Paraty","Parati Mirim, Faz. de Parati Mirim, propriedade da Flumitur.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Subarbusto, umbrófilo; folhas ciscolores verde ligeiramente brilhantes na face dorsal, cálice branco amarelado e a corola alvacenta.","SPF00076852",NA,"34470","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 18:29:41-03","USP","SPF","144682","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Fiaschi, P","597","2001","01","22",NA,"Brasil","Rio de Janeiro","Paraty","Trilha de Parati Mirim para Mamanguá.","-44.7131004333496","-23.2178001403809",NA,NA,NA,"Arbusto delicado, ca.1,8m alt. Flores creme. Prensado em álcool.","SPF00144682",NA,"34470","auto","2000","01",NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 18:29:41-03","USP","SPF","143330","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Cordeiro, I","Cordeiro, I","2346","2000","09","28",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha da Captação, Mata Ombrófila Densa de Encosta.","-45.4099998474121","-23.6200008392334","163","163",NA,"Arvoreta do interior da mata, ca.2,5m de alt., flores odoríferas, cálice rosado, corola alva.","SPF00143330",NA,"30093","auto","2000",NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 18:29:41-03","USP","SPF","144139","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Rossi, L","2132","2000","09","18",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha do Jequitibá, Mata Ombrófila Densa de Encosta.","-45.4099998474121","-23.6200008392334","60","80",NA,"Arvoreta, 6malt., corola creme, estigma assimétrico.","SPF00144139",NA,"30093","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 18:29:41-03","USP","SPF","144138","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Rossi, L","2131","2000","09","18",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha do Jequitibá, Mata Ombrófila Densa de Encosta.","-45.4099998474121","-23.6200008392334","60","80",NA,"Árvore, 4,5m alt., frutos verdes.","SPF00144138",NA,"30093","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 18:29:41-03","USP","SPF","130537","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Cordeiro, I","1581A","1995","08","16",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Guarauzinho, Mata Ombrófila Densa de Encosta, junto ao alojamento da Secrataria do Meio Ambiente","-46.9900016784668","-24.3199996948242",NA,NA,NA,"Arvoreta ca 4malt., DAP 8,3cm, frutos imaturos.","SPF00130537",NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 18:29:41-03","USP","SPF","149245","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Cordeiro, I","2733","2001","08","16",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Núcleo Arpoador, Morro Cabeça do Fernando, Floresta Ombrófila da Encosta.","-46.9900016784668","-24.3199996948242",NA,NA,NA,"Arvoreta ca. 4m alt., 8,3cm de diâmetro a 1,3 m do solo, frutos imaturos verdes.","SPF00149245",NA,"21922","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 18:29:41-03","USP","SPF","143297","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Cordeiro, I","2305","2000","09","06",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Núcleo Arpoador, Trilha do Morro do Arpoador, Mata Ombrófila Densa de Encosta.","-46.9900016784668","-24.3199996948242","25","25",NA,"Arvoreta ca. 3m alt., do interior da mata, flores odoríferas, alvo-rosadas.","SPF00143297",NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2019-09-04 18:30:39-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Rutaceae","Galipea","fontanesiana","Galipea fontanesiana",NA,NA,"A. Saint-Hilaire",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA
"27","2020-07-23 12:21:32-03","CEPLAC","CEPEC","81198","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus",NA,"J. A. Kallunki","A. M. de Carvalho","6708","1999","02","27",NA,"Brasil","Bahia","JUSSARÍ","Ca. 2,5Km ao N de Palmira, na Rod.Palmira/Itajú do Colônia. Faz. São Roque","-39.566667","-15.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W34'","15S8'",NA,NA,NA,"30/12/2002",NA
"28","2020-07-23 12:21:32-03","CEPLAC","CEPEC","81549","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus",NA,"J. A. Kallunki","W. W. Thomas","11932","2000","02","02",NA,"Brasil","Bahia","JUSSARÍ","Ca. 2,5Km ao N de Palmira, conexão Rod. Palmira/Itaju do Colonia/Itapé, Faz. São Roque.","-39.566667","-15.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W34'","15S8'",NA,NA,NA,"30/12/2002",NA
"29","2020-07-23 12:21:32-03","CEPLAC","CEPEC","81552","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus",NA,"J. A. Kallunki","W. W. Thomas","11933","2000","02","02",NA,"Brasil","Bahia","JUSSARÍ","Ca. 2.5Km ao N Palmira conexão Rod. Palmira/Itajú do Colonia/Itapé, Faz. São Roque.","-39.566667","-15.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W34'","15S8'",NA,NA,NA,"30/12/2002",NA
"30","2020-07-23 12:21:32-03","CEPLAC","CEPEC","88032","PreservedSpecimen","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus",NA,"J. A. Kallunki","W. W. Thomas","12316","2001","03","14",NA,"Brasil","Bahia","JUSSARÍ","Ca. 2.5Km ao N de Palmira, conecção da Rod. Palmira/Itaju do Colonia Rod. Faz. São Roque.","-39.566667","-15.133333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W34'","15S8'",NA,NA,NA,"30/12/2002",NA
"31","2020-11-12 17:03:13-03","UEL","FUEL","36840","PreservedSpecimen","Plantae","Tracheophyta","Sapindales","Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","França, GS","França, GS","364","2003","06","06",NA,"Brasil","Minas Gerais","Dionísio","Lagoa Jacaré","-42.7766990661621","-19.8428001403809",NA,NA,NA,NA,NA,NA,"31394","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-12 17:03:13-03","UEL","FUEL","29211","PreservedSpecimen","Plantae","Tracheophyta","Sapindales","Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Salino, A","3258","1997","07","20",NA,"Brasil","Minas Gerais","Januária","Vale do rio Peruaçu; a caminho do Janelão, a caminho do Janelão","-44.3616981506348","-15.4881000518799",NA,NA,NA,NA,NA,NA,"148972","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-04 15:46:28-03","IF","SPSF","32800","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus",NA,NA,"C.Moura","42","2003","11","21","América do Sul","Brasil","SP","São Vicente","P.E.Xixová-Japuí","-46.3899993896484","-23.9599990844727",NA,NA,NA,"COLETA: XLS: SPSFAntigo;",NA,NA,"25482","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"34","2021-03-04 15:46:28-03","IF","SPSF","28664","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus",NA,NA,"L.Rossi","2131","2000","09","18","América do Sul","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa de encosta&nf;;",NA,NA,"30093","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"35","2021-03-04 15:46:28-03","IF","SPSF","28674","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus",NA,NA,"L.Rossi","2132","2000","09","18","América do Sul","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa de encosta&nf;;",NA,NA,"30093","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"36","2021-03-04 15:46:28-03","IF","SPSF","28738","PreservedSpecimen","Plantae","Magnoliophyta","Sapindales","Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus",NA,NA,"I.Cordeiro","2346","2000","09","28","América do Sul","Brasil","SP","Caraguatatuba","P.E.Serra do Mar, Núcleo Caraguatatuba","-45.4099998474121","-23.6200008392334",NA,NA,NA,"COLETA: XLS: SPSFAntigo; GEOGRAFIA: mata ombrofila densa de encosta&nf;;",NA,NA,"30093","auto",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"37","2017-09-11 17:13:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rutaceae","Cusparia","fontanesiana","Cusparia fontanesiana","(A.St.-Hil.) Engl.",NA,"Wied-Neuwied, MAP Prince","s.n",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"ad viam Felisbetiam",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2017-09-11 17:13:40-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rutaceae","Cusparia","fontanesiana","Cusparia fontanesiana","(A.St.-Hil.) Engl.",NA,"Riedel, L","1363",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,"in collibus silvaticis prope Jacarépaguá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2017-09-11 16:28:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rutaceae","Cusparia","fontanesiana","Cusparia fontanesiana","(A.St.-Hil.) Engl.",NA,"Sello, HL","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"loco non addicto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2017-09-11 16:28:41-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rutaceae","Cusparia","fontanesiana","Cusparia fontanesiana","(A.St.-Hil.) Engl.",NA,"Saint-Hilaire, AFCP","s.n.",NA,NA,NA,"Southern America","Brazil","Rio de Janeiro","Rio de Janeiro","Habitat in silvis primaevis prov. Rio de Janeiro pr. Iraruama","-43.21","-22.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-43.21","-22.9",NA,NA,NA,NA,NA
"41","2019-11-21 10:18:42-03","IBt","SP","7005","S","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Brade, AC","7309","1914","06",NA,NA,"Brasil","São Paulo",NA,"Piassaguera-Casqueirinho.",NA,NA,NA,NA,NA,NA,"SP048499","SP048499",NA,NA,"2000","07",NA,NA,NA,NA,NA,NA,NA
"42","2019-11-21 10:18:42-03","IBt","SP","350785","S","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Rossi, L; Kawasaki, ML; Bopp, L","2132","2000","09","18",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha do Jequitibá.","-45.4099998474121","-23.6200008392334","60","80",NA,NA,"SP048496","SP048496","30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2019-11-21 10:18:42-03","IBt","SP","350784","S","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Cordeiro, I","Rossi, L; Kawasaki, ML; Bopp, L","2131","2000","09","18",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha do Jequitibá.","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"SP048498","SP048498","30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-21 10:18:42-03","IBt","SP","350783","S","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Cordeiro, I","Cordeiro, I; et al.","2346","2000","09","28",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba, Trilha do Jequitibá.","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,"SP048497","SP048497","30093","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-03-12 10:23:54-03","IBt","SP","352634","S","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Rossi, L","Rossi, L","s.n.","1992","09","05",NA,"Brasil","São Paulo","Iguape","Estação Ecológica Juréia-Itatins, Núcleo do Rio Verde","-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,NA,NA,"55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2019-11-21 10:18:42-03","IBt","SP","345961","S","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A.St.-Hil.) Kallunki & Pirani","Pirani, JR","Cordeiro, I; Oliveira, RJ","2305","2000","09","06",NA,"Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Núcleo Arpoador, Trilha do Morro do Arpoador, Mata Ombrófila Densa de Encostaca. 25m alt.","-46.9900016784668","-24.3199996948242",NA,NA,NA,"Arvoreta ca. 3m alt., do interior da mata, flores odoríferas, alvo rosadas","SP048495","SP048495","21922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2014-09-23 10:59:35-03","G","G","G00087691","S","Plantae",NA,NA,"Rutaceae","Conchocarpus","fontanesianus","Conchocarpus fontanesianus","(A. St.-Hil.) Kallunki & Pirani","Pirani, J. R.","Martius, C. F. P.",NA,NA,NA,NA,"AMERIQUE DU SUD","Brazil",NA,NA,NA,"-53.08972222","-10.77305556",NA,NA,NA,"Coordinate uncertainty: Precision at the level of country Image URL: No picture available on the institution's web site","G00087691",NA,NA,NA,"2013","01","-53.08972222","-10.77305556",NA,NA,NA,NA,"01"
