"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","typeStatus","identifiedBy","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","verbatimLongitude","verbatimLatitude","individualCount"
"13","2021-03-15 16:37:00-03","NY","NYBG","558914","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","G. G. Hatschbach","331","1946","07","14","South America","Brazil","Paraná","Morretes","Estrada da Graciosa, Boa Vista","-48.8342","-25.4769","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238625' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558914","NY00558914_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","558913","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","J. G. Kuhlmann","s.n.","1922","10","07","South America","Brazil",NA,NA,"Sao Caetano [de Olivelas, Para?]",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238624' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558913","NY00558913_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","558905","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","E. Pereira","623","1949","07","20","South America","Brazil","Rio de Janeiro","Teresópolis","Serra dos Orgaos - Terezopolis","-43.073169","-22.496706","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238616' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558905","NY00558905_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","558911","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","E. Pereira","422","1945","01","14","South America","Brazil","Rio de Janeiro","Teresópolis","Serra dos Orgaos, Terezopolis","-43.073169","-22.496706","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238622' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558911","NY00558911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","558912","PreservedSpecimen","Plantae","Magnoliophyta","Piperales","Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","E. Pereira","422","1945","01","14","South America","Brazil","Rio de Janeiro","Teresópolis","Serra dos Orgaos, Terezopolis","-43.073169","-22.496706","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=238623' target='other'> <mi>dwc_moreinfo</mi></a>","NY00558912","NY00558912_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-12-04 15:26:06-03","PUCPR","HUCP","21665","S","Plantae","Magnoliidae",NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Ariati, V","417","2010","04","09",NA,"Brasil","Paraná","Morretes","Serra da Graciosa","-48.834400177002","-25.476900100708",NA,NA,"HUCP00016422","HUCP00016422",NA,NA,NA,"Machado-Silva","2017","09","27","30514","auto",NA,NA,NA,NA
"19","2019-12-04 15:26:06-03","PUCPR","HUCP","21528","S","Plantae","Magnoliidae",NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Ariati, V","207","2009","06","14",NA,"Brasil","Paraná","Quatro Barras","Vale entre os morros Mãe Catira e Polegar.","-49.0769004821777","-25.3656005859375",NA,NA,"HUCP00016587","HUCP00016587",NA,NA,NA,"Ariati, V",NA,NA,NA,"17116","auto",NA,NA,NA,NA
"20","2019-10-09 11:22:34-03","UFBA","ALCB","101059","PreservedSpecimen","Plantae","Dicotyledon",NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Silva, JM","6993","2008","09","20","Southern America","Brasil","Paraná","Balsa Nova","Serra São Luíz do Purunã.","-49.6356010437012","-25.5839004516602",NA,"Espiga esverdeada.; Sobre pedra; local úmido e sombrio.","ALCB002293","ALCB002293",NA,NA,NA,"Guimarães, EF","2009",NA,NA,"27346","auto",NA,NA,NA,NA
"21","2020-02-08 10:10:02-03","NBC","NL-BOTANY","L.1542133","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Reitz R; Klein RM",NA,"1957","06","21","Southern America","Brazil",NA,NA,"Santa Catarina. Estrada Dona Francisca, Joinvile.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1542133 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1542133","NL-L1542133",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA
"22","2020-12-21 16:39:30-03","MBM","MBM","104698","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","36","1985","11","06","Southern America","Brazil","Paraná","Balsa Nova","Serra S. Luís","-49.6356010437012","-25.5839004516602",NA,"Borda da Cuesta Devoniana, sobre matação de arenito","MBM104698","MBM104698",NA,NA,NA,"Guimarães, E.F.","2009",NA,NA,"27346","auto",NA,NA,NA,NA
"23","2020-12-21 16:39:30-03","MBM","MBM","346598","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Silva, J.M.","6993","2008","09","20","Southern America","Brazil","Paraná","Balsa Nova","Serra São Luís do Purunã","-49.6356010437012","-25.5839004516602",NA,"Espiga esverdeada. Sobre pedra; lugar úmido e sombrio","MBM346598","MBM346598",NA,NA,NA,"Guimarães, E.F.","2009",NA,NA,"27346","auto",NA,NA,NA,NA
"24","2021-02-11 17:21:12-03","UFPR","UPCB","76347","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Kollmann, L.","11125","2008","07","18",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande. Trilha da Balança. Floresta Ombrófila Densa Altomontana.","-41.102","-20.527",NA,"Rupícola na sombra. Espiga verde..",NA,NA,NA,NA,NA,"Guimarães, E. F.","2013","05",NA,NA,NA,NA,"-41.102","-20.527",NA
"25","2021-02-11 17:21:12-03","UFPR","UPCB","55450","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yuncker","Kersten, R.","975","2004","10","04",NA,"Brasil","Paraná","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,"Epífita. Capão de floresta ombrófila nas linhas de drenagem dos campos do segundo planalto, cabeceira da Escarpa Devoniana..",NA,NA,NA,NA,NA,"Borgo, M.",NA,NA,NA,"27346","auto",NA,NA,NA,NA
"26","2021-02-11 17:21:12-03","UFPR","UPCB","49993","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Reginato, M.","55","2004","08",NA,NA,"Brasil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,"Epífita a 4m..","UPCB0036061","UPCB0036061",NA,NA,NA,"Machado-Silva, T.","2017","11","01","12577","auto",NA,NA,NA,NA
"27","2018-06-22 05:25:00-03","MO","MOBOT","2478622","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Pe. Raulino Reitz|Roberto M. Klein","Reitz 4433","1957","6","21","South America","Brazil","Santa Catarina",NA,"Joinville. Estrada Dona Francisca",NA,NA,NA,NA,NA,NA,"550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-07-10 09:48:47-03","MBML","MBML-HERBARIO","22723",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","L. Kollmann; et al","7017","2004","09","05",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.100556","-20.519167",NA,"Epífita na sombra. Espigas verdes, caule avermelhado.","MBML022723",NA,NA,NA,NA,"V.B. Sarnaglia Jr./2012",NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA
"29","2020-07-10 09:48:47-03","MBML","MBML-HERBARIO","30810",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yuncker","L. Kollmann; P. Labiak & F. B. Matos","9999","2007","07","19",NA,"Brasil","Espírito Santo","Castelo","Forno Grande, Parque Estadual de Forno Grande","-41.100556","-20.519167",NA,"Epífita na sombra.","MBML030810",NA,"1660","1660",NA,"V.B. Sarnaglia Jr./Abril-2013",NA,NA,NA,NA,NA,NA,"41W6'2","20S31'9",NA
"30","2020-07-10 09:48:47-03","MBML","MBML-HERBARIO","36403",NA,"Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yuncker","L. Kollmann; et al","11125","2008","07","18",NA,"Brasil","Espírito Santo","Castelo","Parque Estadual do Forno Grande","-41.101667","-20.526944",NA,NA,"MBML036403",NA,NA,NA,NA,"V.B. Sarnaglia Jr./Abril-2013",NA,NA,NA,NA,NA,NA,"41W6'6","20S31'37",NA
"31","2020-09-12 05:00:02-03","US","US","2535278","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","R. Reitz & D. Klein","4453","1957","6","21","South America - Neotropics","Brazil","Joinville",NA,"Estrada Dona Francisca",NA,NA,NA,NA,"US01331306","US01331306_01","550",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"32","2020-09-12 05:00:02-03","US","US","2535523","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","R. Reitz & D. Klein","4433","1957","6","21","South America - Neotropics","Brazil","Joinville",NA,"Estrada Dona Francisca",NA,NA,NA,NA,"US01331307","US01331307_01","550",NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,"1"
"33","2020-09-02 16:35:43-03","Cenargen","CEN","45024","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yuncker","Osmar dos Santos Ribas","2724","1998","09","08",NA,"Brasil","SP","UBATUBA","Morro Corcovado.","-45.0699996948242","-23.4300003051758","Exsicatas","Espiga creme. Doação da Prefeitura Municipal de Curitiba - Museu Botânico Municipal.","CEN00045024","CEN00045024",NA,NA,NA,"M. Carvalho-Silva","2002","09",NA,"34265","auto",NA,NA,NA,"1"
"34","2019-11-13 11:28:17-03","USP","SPF","163139","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Custódio-Filho, A","2404","1984","05","10",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia","-45.866667","-23.633333",NA,"23°38' - 23°39'S, 45°52' - 45°53'W.","SPF00163139","SPF00163139","890","950",NA,"Simão-Bianchini, R",NA,NA,NA,NA,NA,NA,"-45.866667","-23.633333",NA
"35","2021-02-23 13:22:59-03","MN","R-TIPOS","39059","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Moura, I.T.","s.n.",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,"Serra dos Órgãos",NA,NA,NA,NA,"R000039059","R000039059_001",NA,NA,"Paratypus","Yuncker, T.G.","1963",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-02-23 13:22:59-03","MN","R-TIPOS","28363a","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Dusén, P.K.H.","763","1902","07","18",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"R000028363a","R000028363a_001",NA,NA,"Isotypus","Yuncker, T.G.","1961",NA,NA,"19648","auto",NA,NA,NA,NA
"37","2021-02-23 13:22:59-03","MN","R-TIPOS","22722","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Brade, A.C.","10248","1930","06","27",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"R000022722","R000022722_001","1200","1200","Paratypus","Yuncker, T.G.","1961",NA,NA,"19648","auto",NA,NA,NA,NA
"38","2021-02-23 13:22:59-03","MN","R-TIPOS","28363","PreservedSpecimen","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Dusén, P.K.H.","763","1902","07","18",NA,"Brasil","Rio de Janeiro","Itatiaia","Serra de Itatiaia","-44.5633010864258","-22.4960994720459",NA,NA,"R000028363","R000028363_001",NA,NA,"Holotypus","Yuncker, T.G.","1961",NA,NA,"19648","auto",NA,NA,NA,NA
"39","2020-08-20 14:58:46-03","UFSC","FLOR","16846","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Falkenberg, D.B.; Berry, P.E.; Brako, L.","4073","1987","01","09",NA,"Brasil","Rio Grande do Sul","Torres","Faxinal, estrada de acesso ao camping da Itapeva.","-49.7268981933594","-29.3353004455566",NA,"erva epifítica, 2m altura Habitat: interior de mata paludosa","FLOR0016846",NA,"10","10",NA,"Monteiro, D.","2012","11","22","20837","auto",NA,NA,NA,NA
"40","2020-08-20 14:58:46-03","UFSC","FLOR","17259","PreservedSpecimen","Plantae",NA,"Piperales","Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Falkenberg, D.B.","4366","1987","06","06",NA,"Brasil","Santa Catarina","Florianópolis","Morro Costa da Lagoa, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,"erva epífita, sobre tronco caído Habitat: beira de trilha no interior de mata atlântica de encosta","FLOR0017259",NA,"300","300",NA,"Monteiro, D.","2012","11","22","27000","auto",NA,NA,NA,NA
"41","2019-11-21 10:14:14-03","IBt","SP","203944","S","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Custodio Filho, A","2404","1984","05","10",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia, 23°38'-23°39' S, 45°52'-45°53' W.","-45","-23",NA,NA,NA,NA,"890","950",NA,"Simão Bianchini, R",NA,NA,NA,NA,NA,NA,"-45","-23",NA
"42","2019-11-21 10:14:14-03","IBt","SP","197589","S","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Custodio Filho, A","1983","1983","07","08",NA,"Brasil","São Paulo","Biritiba-Mirim","Estação Biológica de Boracéia, 23°38'-23°49' S, 45°52'-45°53' W.","-45","-23",NA,NA,NA,NA,"890","950",NA,"Simão Bianchini, R","1998",NA,NA,NA,NA,NA,"-45","-23",NA
"43","2019-11-21 10:14:14-03","IBt","SP","12600","S","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Usteri, A","s.n.","1906","06","27",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232",NA,NA,"SP001463","SP001463",NA,NA,"Paratype","Yuncker, TG","1961",NA,NA,"57442","auto",NA,NA,NA,NA
"44","2019-11-21 10:14:14-03","IBt","SP","350701","S","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Simão Bianchini, R; Bianchini, S; Rosário, RPG","1465","2000","09","10",NA,"Brasil","São Paulo","Caraguatatuba","Parque Estadual da Serra do Mar, Núcleo Caraguatatuba. Trilha da Lagoa","-45.4099998474121","-23.6200008392334",NA,NA,NA,NA,NA,NA,NA,"Sugiyama, M","2000","11",NA,"30093","auto",NA,NA,NA,NA
"45","2019-11-21 10:14:14-03","IBt","SP","32049","S","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Hoehne, FC","s.n.","1934","09","12",NA,"Brasil","São Paulo","Santo André","E.B. do Alto da Serra de Paranapiacaba, Alto da Serra","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,NA,NA,"Yuncker, TG","1961",NA,NA,"27258","auto",NA,NA,NA,NA
"46","2019-11-21 10:14:14-03","IBt","SP","129961","S","Plantae",NA,NA,"Piperaceae","Peperomia","clivicola","Peperomia clivicola","Yunck.","Mattos, J; Mattos, N","15679","1972","12","27",NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,NA,NA,NA,"Handro, O","1972",NA,NA,"41977","auto",NA,NA,NA,NA
