"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","recordNumber","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount","typeStatus","sex"
"1363","2009-12-01 13:04:00-02","MO","MOBOT","3425628","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","R.S. Secco","Brian M. Boom","1988","11","23","Brazil","Amazonas",NA,"Distrito Agropecuário, Reserva 1501 (km 41) of the WWF/INPA MCS Project. Non-flooded moist forest.","-59.7277778","-2.4072222",NA,NA,"50.00000000","125.00000000",NA,NA,NA,NA,NA,NA,"Boom 8610",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1364","2018-12-29 04:34:00-02","MO","MOBOT","793306","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","A. Prieto (COL)","Agustin Rudas L.|Adriana Prieto|C. Rodríguez","1992","7","13","Colombia","Amazonas","Tarapacá","Corregimiento de Tarapacá. Parque Nacional Natural Amaycayacu. Sector Lorena (R. Cotuhé) bosque de terra-firme. Parcela permanente #2. Cuadrado U7.","-70","-3.03333",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"Rudas Lleras 5270",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"214","4",NA,NA
"1365","2018-12-29 04:34:00-02","MO","MOBOT","793331","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","A. Prieto (COL)","Agustin Rudas L.|Adriana Prieto|C. Rodríguez","1992","7","13","Colombia","Amazonas","Tarapacá","Corregimiento de Tarapacá. Parque Nacional Natural Amaycayacu. Sector Lorena (R. Cotuhé) bosque de terra-firme. Parcela permanente #2. Cuadrado U7.","-70","-3.03333",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"Rudas Lleras 5289",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"214","4",NA,NA
"1366","2018-12-29 04:34:00-02","MO","MOBOT","793433","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","A. Prieto (COL)","Agustin Rudas L.|Adriana Prieto|C. Rodríguez","1992","7","13","Colombia","Amazonas","Tarapacá","Corregimiento de Tarapacá. Parque Nacional Natural Amaycayacu. Sector Lorena (R. Cotuhé) bosque de terra-firme. Parcela permanente #2. Cuadrado U8.","-70","-3.03333",NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,"Rudas Lleras 5315",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"215","4",NA,NA
"1367","2008-05-27 22:02:00-03","MO","MOBOT","811421","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"Santiago Tunqui","1979","12","22","Peru","Amazonas","Condorcanqui","Valle del Rio Santiago. Quebrada Caterpiza, 2-3 km atrás de la comunidad de Caterpiza. Monte virgen.","-77.66666","-3.83333",NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,"Tunqui 431",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"23",NA,NA,NA
"1368","2008-05-27 22:02:00-03","MO","MOBOT","811427","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"Santiago Tunqui","1980","1","1","Peru","Amazonas","Condorcanqui","Valle del Rio Santiago. Quebrada Caterpiza, 2-3 km atrás de la comunidad de Caterpiza. Monte virgen.","-77.66666","-3.83333",NA,NA,"180.00000000",NA,NA,NA,NA,NA,NA,NA,"Tunqui 528",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"27",NA,NA,NA
"1369","2018-06-03 05:28:00-03","MO","MOBOT","882906","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G. Webster (DAV)","Alberto Dik","1994","7","24","Ecuador","Napo","Aguarico","Reserva Etnica Huaorani. Carretera y oleoducto de Maxus en construcción, Km 102-105. Bosque húmedo Tropical. Bosque primario. Suelo rojo.","-76.21666","-0.93333",NA,NA,"248.00000000",NA,NA,NA,NA,NA,NA,NA,"Dik 1454",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370","2013-11-13 05:54:00-02","MO","MOBOT","918187","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G. Webster (DAV)","Milton Aulestia|Oucare, G.|Quihuiñano, B.","1995","1","11","Ecuador","Napo","Aguarico","Reserva Etnica Huaorani. Carretera y oleoducto de Maxus, Km 108. Bosque húmedo Tropical. Bosque primario. Colinas de suelos rojos.","-76.2","-0.98333",NA,NA,"245.00000000",NA,NA,NA,NA,NA,NA,NA,"Aulestia 3022",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371","2014-04-05 06:07:00-03","MO","MOBOT","918708","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G. Webster (DAV)","Milton Aulestia|Bainca","1995","1","13","Ecuador","Napo","Aguarico","Reserva Etnica Huaorani. Carretera y oleoducto de Maxus, Km 108. Area del SPF. Bosque húmedo Tropical. Bosque primario. Terreno plano.","-76.2","-0.98333",NA,NA,"237.00000000",NA,NA,NA,NA,NA,NA,NA,"Aulestia 3093",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372","2014-04-05 06:07:00-03","MO","MOBOT","919120","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G. Webster (DAV)","Milton Aulestia|A. Omehuai|Bainca","1995","1","15","Ecuador","Napo","Aguarico","Reserva Etnica Huaorani. Carretera y oleoducto de Maxus, Km 108. Area del SPF. Bosque húmedo Tropical. Bosque primario. Terreno plano.","-76.2","-0.98333",NA,NA,"237.00000000",NA,NA,NA,NA,NA,NA,NA,"Aulestia 3154",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373","2012-06-15 14:30:00-03","MO","MOBOT","920610","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","R. Liesner (MO).","Randall J. Evans","1994","7","1","Suriname","Para",NA,"Along road from Zanderij to Kraka, 4.4 km from intersection with Zanderij Hwy., 0.5 km before bridge over Sabakoe Creek.","-55.1916666","5.425",NA,NA,"25.00000000",NA,NA,NA,NA,NA,NA,NA,"Evans 1850",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"213","13",NA,NA
"1374","2016-09-26 13:35:00-03","MO","MOBOT","931957","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"Brent Berlin","1973","3","11","Peru","Amazonas","Condorcanqui","Rio Cenepa region. Near Yuwi inci Creek, 6 hour walk from the Pongo Mori, Rio Comaina, on trail to Kusu (Rio Numpatakai).","-78.2166667","-4.45",NA,NA,"518.16000000","609.60000000",NA,NA,NA,NA,NA,NA,"Berlin 937",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"76","1",NA,NA
"1375","2013-02-13 05:33:00-02","MO","MOBOT","939251","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G.L. Webster (DAV)","Luzmila Arroyo P.|Mario Saldias P.|T. Ruiz de Centurión|René Guillén V.","1993","11","15","Bolivia","Santa Cruz","Velasco","Parque Nacional Noel Kempff Mercado.; campamento Las Gamas, bosque de galería, bosque húmedo de 15 hasta 25 m de altura con emergentes hasta 32 m; dominantes Erisma uncinatum y Aspidosperma marcgravianum, con abundante Pseudolmedia; parcela permanente de estudio. Muestra alcoholizada","-60.40305","-14.8075",NA,NA,"850.00000000",NA,NA,NA,NA,NA,NA,NA,"Arroyo Padilla 364",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1376","2008-05-27 22:02:00-03","MO","MOBOT","941111","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G.L. Webster (DAV)","Antony Jardim","1994","5","13","Bolivia","Pando","Manuripi","35 km al norte de Puerto América, entrando bosque alto hasta cerca Alianza X-1, pozo antigua de Mobil con Bertholettia, Couratari, Eschweilera, Cariniana, Apuleia, Hymenaea, Hymenolobium, Enterolobium, Parkia, Brosimum, Pseudolmedia, Castilla, Ficus, Tetragastris, Virola, Iryanthera, Pouteria, Microphilis, Chrysophyllum, Aspidosperma, Hevea, Glycidendron, Mezilaurus, Tabebuia, Jacaranda, Iriartea, Jessenia, Chelyocarpus.. Substrato ultisol con mucho hierro.","-67.98333","-11.73333",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,"Jardim 721",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1377","2008-05-27 22:02:00-03","MO","MOBOT","944280","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"Rubio Kayap","1972","11","17","Peru","Amazonas","Condorcanqui","Rio Cenepa region. Headquarters of Quebrada Yutinca, above Cenepa.",NA,NA,NA,NA,"304.80000000",NA,NA,NA,NA,NA,NA,NA,"Kayap 108",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"16",NA,NA,NA
"1378","2016-09-26 13:33:00-03","MO","MOBOT","945237","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"Rubio Kayap","1973","1","25","Peru","Amazonas","Condorcanqui","Rio Cenepa region. Rio Cenepa. Monte al lado Cenepa.","-78.1622222","-4.6322223",NA,NA,"304.80000000",NA,NA,NA,NA,NA,NA,NA,"Kayap 236",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"27","1",NA,NA
"1379","2008-05-27 22:02:00-03","MO","MOBOT","967387","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G. Webster (DAV)","Camilo Díaz S.|et al.","1994","9","10","Peru","Amazonas","Bagua","Distrito Imaza. Trecha entre Kampaentza y la Comunidad de Hut.","-78.31666","-4.91666",NA,NA,"330.00000000",NA,NA,NA,NA,NA,NA,NA,"Díaz Santibáñez 7157",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"212","7",NA,NA
"1380","2008-05-27 22:02:00-03","MO","MOBOT","967631","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G. Webster (DAV)","Camilo Díaz S.|et al.","1994","10","10","Peru","Amazonas","Bagua","Distrito Imaza. Comunidad Aguaruna de Kampaentza (PUJAIM). Bosque primario en colinas altas. Terrenos de propiedad de Juan Mayán.","-78.31666","-4.91666",NA,NA,"740.00000000",NA,NA,NA,NA,NA,NA,NA,"Díaz Santibáñez 7402",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"222","6",NA,NA
"1381","2008-05-27 22:02:00-03","MO","MOBOT","969240","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G.L. Webster (DAV)","Timothy J. Killeen|T. Grinwood|Pablo Solíz","1995","9","27","Bolivia","Santa Cruz","Velasco","Reserva Forestal Bajo Paraguá; a 30 km al N de cerro Pelao; bosque inundadizo; dosel de 20 m, con emergentes hasta 35 m.","-61.54277","-14.42638",NA,NA,"250.00000000",NA,NA,NA,NA,NA,NA,NA,"Killeen 7667",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1382","2008-08-11 10:46:00-03","MO","MOBOT","993476","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"Alwyn H. Gentry","1977","11","16","Peru","Loreto","Maynas","Quisto Cocha; disturbed scrubby forest on white sand.","-73.2666667","-3.8333333",NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,"Gentry 20726",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1365","7",NA,NA
"1383","2008-08-11 10:46:00-03","MO","MOBOT","993485","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"Alwyn H. Gentry","1977","11","16","Peru","Loreto","Maynas","Quisto Cocha; disturbed scrubby forest on white sand.","-73.2666667","-3.8333333",NA,NA,"140.00000000",NA,NA,NA,NA,NA,NA,NA,"Gentry 20735",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1365","4",NA,NA
"1384","2014-04-04 05:48:00-03","MO","MOBOT","997070","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","Huft","Alwyn H. Gentry|Juan Revilla|Juan Celedonia Ruiz M.|Rodolfo Vásquez","1977","12","7","Peru","Loreto","Requena","Genaro Herrera, Río Ucayali; arboretum; non-inundated forest on mixed sand and clay soil.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gentry 21169",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"1387","7",NA,NA
"1385","2014-12-22 15:49:00-02","MO","MOBOT","100252575","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","R.Liesner (MO)","Wilson Boone","1985","12","2","Brazil","Espírito Santo","Santa Teresa","Nova Lombardia, Goipaboacu.","-40.6002998352051","-19.9356002807617",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boone 931",NA,NA,"South America",NA,"23813","auto",NA,NA,NA,NA,"1",NA,NA
"1386","2021-01-20 11:07:00-03","MO","MOBOT","101244039","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","R.L. Liesner (MO)","Matheus C. Vergne|H. van der Werff|Tiago Arruda Pontes|M. Cruz","2015","11","24","Brazil","Espírito Santo","Sooretama","Reserva Biológica de Sooretama, Trilha do Córrego Cupido.","-40.0978012084961","-19.1968994140625",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vergne 101",NA,NA,"South America",NA,"33715","auto",NA,NA,NA,NA,"1",NA,NA
"1387","2009-12-01 15:26:00-02","MO","MOBOT","100232023","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G. Webster","A.S. Silva","1977","10","16","Brazil","Pará","Marabá","Serra dos Carajás, 13 km from mine headquarters.","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Silva AS23",NA,NA,"South America",NA,"262883","auto",NA,NA,NA,NA,"1",NA,NA
"1388","2009-12-01 14:22:00-02","MO","MOBOT","100231975","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G. Webster","G. Vieira","1979","10","20","Brazil","Rondônia","Ariquemes","A 12 km de Ariquemes, estrada Companhia Frey Rondónia, [.ma] entrada a esquerda.","-63.0407981872559","-9.913330078125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vieira 534",NA,NA,"South America",NA,"67426","auto",NA,NA,NA,NA,"1",NA,NA
"1389","2016-01-01 20:10:00-02","MO","MOBOT","2922763","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"Maria Aparecida de Freitas|R.M. Cardoso|F.J. Menezes","1990","1","7","Brazil","Amazonas",NA,"Distrito Agropecuario-Reserva 1501- Km 41 da Smithsonian ?INPA-Projeto Dinámica Biologica dos Fragmentos Florestais Sul Oeste. De 50- 125 metros de altitude. Terra Firme.","-59.72777","2.40722",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Freitas 542",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1390","2012-04-13 05:14:00-03","MO","MOBOT","2921609","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","P. Berry","Jorge Pérez|Maricela Sosa","1993","2","27","Brazil","Amazonas",NA,"Dpto. Atabapo, Rio Cunucunuma, Raudal Picure.","-65.81111","3.72777",NA,NA,"150.00000000",NA,NA,NA,NA,NA,NA,NA,"Pérez 859",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1391","2008-05-27 22:02:00-03","MO","MOBOT","2924338","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G.L. Webster","G. Vieira","1979","10","5","Brazil","Amazonas",NA,"Município de Porto Velho, Vila Caneco Mineracão Jacundá a 106 km de Porto Velho BR-164 ao nível do mar; mata de terra firme; solo argilo-arenoso.","-62.9","-9.12333",NA,NA,"112.00000000",NA,NA,NA,NA,NA,NA,NA,"Vieira 242",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1392","2009-12-04 16:13:00-02","MO","MOBOT","2922194","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","Michael J. Huft","Carol A. Todzia|James L. Zarucchi|Steven R. Hill|Bruce W. Nelson|C.A. Cid Ferreira|José Guedes|J. Lima dos Santos","1983","7","5","Brazil","Amazonas",NA,"Rio Abacaxis, Terar Preta. Terra Firma forest; clay.","-58.66666","4.36666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Todzia 2318",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1393","2008-05-27 22:02:00-03","MO","MOBOT","2923096","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","M.J. Huft","Michael J. Huft",NA,NA,NA,"Ecuador","Napo",NA,"Anangu. Rain forest on well drained hilly ground in the Parque Nacional Yasuni. Soil temperature.","-76.38333","0.52555",NA,NA,"260.00000000","350.00000000",NA,NA,NA,NA,NA,NA,"Huft 8715",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1394","2010-03-22 18:47:00-03","MO","MOBOT","2923629","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"J. Korning|Karsten Thomsen","1983","10",NA,"Ecuador","Napo",NA,"Añangu. Rain forest on well drained hilly ground in the Parque Nacional Yasuni. Soil temperature 24-25 C.","-76.38333","0.52555",NA,NA,"260.00000000","350.00000000",NA,NA,NA,NA,NA,NA,"Korning 9239",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1395","2010-03-22 18:47:00-03","MO","MOBOT","2923682","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"J. Korning|Karsten Thomsen","1983","10",NA,"Ecuador","Napo",NA,"Añangu. Rain forest on well drained hilly ground in the Parque Nacional Yasuni. Soil temperature 24-25 C.","-76.38333","0.52555",NA,NA,"260.00000000","350.00000000",NA,NA,NA,NA,NA,NA,"Korning 9240",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1396","2010-03-22 18:47:00-03","MO","MOBOT","2923731","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"J. Korning|Karsten Thomsen","1983","10",NA,"Ecuador","Napo",NA,"Añangu. Rain forest on well drained hilly ground in the Parque Nacional Yasuni. Soil temperature 24-25 C.","-76.38333","0.52555",NA,NA,"260.00000000","350.00000000",NA,NA,NA,NA,NA,NA,"Korning 8678",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1397","2011-01-20 17:02:00-02","MO","MOBOT","2923571","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","Ronald Liesner","SEF","1982","5","30","Ecuador","Napo",NA,"Añangu. Rain forest on well drained hilly ground in the Parque Naciona Yasuní. Soil temperature 24-25 C.","-76.38333","0.52555",NA,NA,"260.00000000","350.00000000",NA,NA,NA,NA,NA,NA,"SEF [Studies of Ecuadorean Forests] 8685",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1398","2011-06-09 17:21:00-03","MO","MOBOT","148369","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"John S. Brandbyge|et al.","1981","8","24","Ecuador","Napo",NA,"Lagunas de Cuyabeno. NE part of the first lake. Swamp forest near high water level of the lake.","-76.18333","-0.01666",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"Brandbyge 36074",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1399","2011-04-21 20:10:00-03","MO","MOBOT","1523784","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","M. J. Macía","Manuel J. Macía|A.P. Yanez|comunidad Huaorani de Dicaro","1997","5","15","Ecuador","Orellana",NA,"Parque Nacional Yasuní. Carretera Pompeya Sur-Iro, Tierra firme Km. 89,2. Plot # 20.","-76.2427777","-0.8725",NA,NA,"250.00000000","300.00000000",NA,NA,NA,NA,NA,NA,"Macía 380",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1400","2015-01-19 11:45:00-02","MO","MOBOT","2921077","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"A. Sergio|L. Silva|G. Vieira|James L. Zarucchi","1979","9","20","Brazil","Rondônia",NA,"BR 319. Estrada Manaus-Porto Velho, km 270-275. Mata de terra firme, mexida, solo argiloso.","-61.66666","-5.06666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sergio 1361",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1401","2011-10-07 05:03:00-03","MO","MOBOT","2329561","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","Huft","Sandy Knapp|Jim Mallet","1982","1","5","Guyana","Rupununi",NA,"Ureisha Mountain above Tipuru Village. Summit of mountain is a 5 hour stiff walk from the village. Monsoon forest to cloud forest (=Premontane wet forest). Southern edge of Pakaraima Mountains.","-59.25","4.16666",NA,NA,"500.00000000","1200.00000000",NA,NA,NA,NA,NA,NA,"Knapp 2859",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"131","1",NA,NA
"1402","2012-03-02 05:15:00-03","MO","MOBOT","2402096","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G.L. Webster (DAV)","H. van der Werff|Bruce Gray|Wilson Quizhpe|Juan C. Ronquillo","2004","11","9","Ecuador","Zamora-Chinchipe",NA,"In the vicinity of the mining camp at the Río Tundaime. Along trail to mining site above the camp. Montane forest on sandstone.","-78.40305","-3.57888",NA,NA,"1100.00000000","1400.00000000",NA,NA,NA,NA,NA,NA,"van der Werff 19441",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"369","6",NA,NA
"1403","2009-04-11 14:39:00-03","MO","MOBOT","3076417","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","R.L. Liesner (MO)","Diego Reyes|Carlos Morales","2006","10","6","Ecuador","Zamora-Chinchipe","El Pangui","Cordillera del Cóndor. Valle del Río Quimi, parroquia Tundayme. Cuenca del Río Wawaime. Propiedad de la empresa EcuaCorriente. Bosque muy húmedo premontano, intervenido.","-78.4497222","-3.5519444",NA,NA,"970.00000000",NA,NA,NA,NA,NA,NA,NA,"Reyes 1206",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"10","7",NA,NA
"1404","2014-09-01 08:11:00-03","MO","MOBOT","2384786","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G.L. Webster (DAV)","W. Guerrero|Angela Herrera","2004","5","6","Ecuador","Orellana","Loreto","Comunidad Shuar Tiguano. Al sur del Coca por la vía al Pindo, bloque 14 (ENCAN), en el km 45 vía a los pozos hormiguero. Bosque muy húmedo tropical. Bosque intervenido. Suelo arcilloso amarillento. Proyecto Etnobotanico del Herbario Nacional, financiado por Missouri Botanical Garden (MO).","-76.7819445","-0.7494444",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"Guerrero 150",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"1405","2011-10-20 13:05:00-02","MO","MOBOT","2383299","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G.L. Webster (DAV)","Angela Herrera|W. Guerrero","2004","5","8","Ecuador","Orellana","Loreto","Comunidad Shuar Tiguano. Al sur del Coca por la vía al Pindo, Bloque 14 (ENCAN), en el km 45 vía a los Pozos Hormiguero. Bosque muy húmedo tropical. Bosque intervenido. Suelo arcilloso amarillento. Proyecto Etnobotánico del Herbario Nacional, financiado por Missouri Botanical Garden (MO).","-76.7819445","-0.7494444",NA,NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,"Herrera 265",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"4",NA,NA
"1406","2009-07-16 13:16:00-03","MO","MOBOT","100201270","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.",NA,"V. Mora|Felipe Cardona","1998","8",NA,"Colombia","Caquetá","Solano","Correg. de Araracuara alrededores de la pista aerea.","-72.5","-0.6333333",NA,NA,"150.00000000","250.00000000",NA,NA,NA,NA,NA,NA,"Mora 21",NA,NA,"South America",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"1407","2008-05-27 22:02:00-03","MO","MOBOT","156065","PreservedSpecimen","Plantae","Euphorbiaceae","Aparisthmium","cordatum","Aparisthmium cordatum","(A. Juss.) Baill.","G. Webster","James C. Solomon","1981","9","17","Bolivia","Beni","Vaca Diez","7.7 km N from the road between Riberalta and Guayaramarín, on the old road to Cachuela Esperanza (ca. 18 km E of Riberalta). Primary forest.","-65.83333","-11.08333",NA,NA,"230.00000000",NA,NA,NA,NA,NA,NA,NA,"Solomon 6299",NA,NA,"South America",NA,NA,NA,NA,NA,NA,"205","4",NA,NA
