"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","typeStatus","coordinatePrecision","geoFlag","class","relatedCatalogItem","relationshipType","individualCount","fieldNumber"
"48","2021-03-15 16:37:00-03","NY","NYBG","522219","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","F. C. Hoehne","F. C. Hoehne","68;28149","1931","09","09","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00522219","NY00522219_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339370' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-03-15 16:37:00-03","NY","NYBG","522220","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J. Y. V. Norlind","P. K. H. Dusén","6715","1908","09","12","Brazil","Paraná",NA,"Serra do Mar",NA,NA,NA,NA,NA,NA,"NY00522220","NY00522220_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339357' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2021-03-15 16:37:00-03","NY","NYBG","522223","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J. Y. V. Norlind","P. K. H. Dusén","8488","1909","12","22","Brazil","Paraná","Contenda","Serrinha","-49.5344","-25.6758",NA,NA,NA,NA,"NY00522223","NY00522223_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339358' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2021-03-15 16:37:00-03","NY","NYBG","522226","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J. Y. V. Norlind","P. K. H. Dusén","15443","1914","08","23","Brazil","Paraná","Ipiranga","Casa Ypiranga","-50.5842","-25.0242",NA,NA,NA,NA,"NY00522226","NY00522226_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339359' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2021-03-15 16:37:00-03","NY","NYBG","1654184","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","M. K. Caddah","M. K. Caddah","861","2011","02","10","Brazil","Rio de Janeiro","Santa Maria Madalena","Pico do Desengano. Trilha para o Alto.","-41.91263","-21.89052",NA,NA,"1350",NA,"NY01654184","NY01654184_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568357' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 16:37:00-03","NY","NYBG","522205","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","G. G. Hatschbach","F. Chagas e Silva","s.n.","1983","08","09","Brazil","Paraná","Morretes","Ferrovia Curitiba-Paranaguá, Estaçao Marumbi, trilha para o Pico Marumbi","-48.8342","-25.4769",NA,NA,"1100","1100","NY00522205","NY00522205_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339375' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2021-03-15 16:37:00-03","NY","NYBG","01081565","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","S. Ferreira","199","1990","08","16","Brazil","São Paulo","Iguape","Iguape, Estaçao Ecológica Juréia-Itatins, trilha do Imperador.","-47.173377","-24.51031",NA,NA,NA,NA,"NY01081565","NY01081565_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237953' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2021-03-15 16:37:00-03","NY","NYBG","522229","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J. Y. V. Norlind","P. K. H. Dusén","6715","1908","09","12","Brazil","Paraná",NA,"Serra do Mar",NA,NA,NA,NA,NA,NA,"NY00522229","NY00522229_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339360' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2021-03-15 16:37:00-03","NY","NYBG","02680531","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"L. C. d. S. Giordano","2817","2007","09","26","Brazil","Minas Gerais","Araponga","Parque Estadual Serra do Brigadeiro, trilha do encontro. Floresta Pluvial Atlantica secundária.","-42.5208015441895","-20.6667003631592",NA,NA,"1300",NA,"NY02680531","NY02680531_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2947914' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,"16385","auto",NA,NA,NA,NA,NA
"57","2021-03-15 16:37:00-03","NY","NYBG","522222","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J. J. Wurdack","A. C. Brade","s.n.","1956","09",NA,"Brazil","São Paulo","Piracicaba","Vila Ema","-46.543068","-23.587347",NA,NA,NA,NA,"NY00522222","NY00522222_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339364' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2021-03-15 16:37:00-03","NY","NYBG","522201","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","S. F. Smith","F. Soares","13771","1999","09","07","Brazil","Rio Grande do Sul","Porto Alegre","Bairro Fátima - RS 118","-51.23","-30.0331",NA,NA,NA,NA,"NY00522201","NY00522201_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339368' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-15 16:37:00-03","NY","NYBG","3909713","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","F. Almeda","9043","2005","09","14","Brazil","Minas Gerais","São Roque de Minas","Serra da Canastra National Park. Trailhead to its terminus at Cachoeira Casca d'Anta parte alta.","-46.52236557","-20.28091621",NA,NA,"1120","1120","NY03909713","NY03909713_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=4451397' target='other'> <mi>dwc_moreinfo</mi></a>","South America","Sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-03-15 16:37:00-03","NY","NYBG","1738504","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"R. Goldenberg","1517","2011","02","04","Brazil","Minas Gerais","Ouro Preto","Estrada para Venda do Campo (Lavras Novas)","-43.52636","-20.44483",NA,NA,"1400",NA,"NY01738504","NY01738504_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1568141' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2021-03-15 16:37:00-03","NY","NYBG","685442","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","R. Goldenberg","732","2005","10","17","Brazil","Paraná","Tunas do Paraná","Estrada Tunas - Parque das Lauráceas","-49.0856","-24.9744",NA,NA,NA,NA,"NY00685442","NY00685442_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=894877' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-15 16:37:00-03","NY","NYBG","00925252","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","H. S. Irwin","6235","1964","09","17","Brazil","Distrito Federal","Brasília","Cia. Fercal, ca. 20 km. E. of Brasília.","-47.88","-15.58",NA,NA,"700","1000","NY00925252","NY00925252_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996199' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-03-15 16:37:00-03","NY","NYBG","522210","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","G. G. Hatschbach","G. G. Hatschbach","19696","1968","09","12","Brazil","Paraná",NA,"Barra do Rio Papagaios",NA,NA,NA,NA,NA,NA,"NY00522210","NY00522210_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339373' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-15 16:37:00-03","NY","NYBG","522216","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","F. Markgraf","R. Reitz","1272","1953","11","05","Brazil","Santa Catarina","Palhoça","Campo do Massiambú","-48.62515","-27.834087",NA,NA,"5","5","NY00522216","NY00522216_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339356' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-15 16:37:00-03","NY","NYBG","522227","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J. J. Wurdack","J. R. Mattos","8423A","1960","11","11","Brazil","São Paulo","Sao Paulo","Parque do Estado. Terreno do Instituto de Botanica, ca. 10 km ao sul do centro de Sao Paulo","-46.618358","-23.646109",NA,NA,NA,NA,"NY00522227","NY00522227_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339366' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-15 16:37:00-03","NY","NYBG","522221","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"A. F. M. Glaziou","16964",NA,NA,NA,"Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,"NY00522221","NY00522221_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339381' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-15 16:37:00-03","NY","NYBG","01096209","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","B. Chiaugatto","R. C. Forzza","3677","2004","11","24","Brazil","Minas Gerais","Lima Duarte","Parque Estadual da Serra do Ibitipoca, Monjolinho.","-43.88","-21.68",NA,NA,"1600","1600","NY01096209","NY01096209_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1234780' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-15 16:37:00-03","NY","NYBG","1146293","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","F. A. Michelangeli","P. W. Fritsch","1810","2005","10","15","Brazil","Paraná","Piraquara","Along trail on W slope of Morro Canal. Entrance to the trail is along a road ca. 12 km from BR-277 (the turnoff from BR-277 is ca. 500 m before the Olicia Rodoviaria Federal). Serra do Mar.","-48.98728","-25.51461",NA,NA,"1147","1147","NY01146293","NY01146293_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1336716' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-15 16:37:00-03","NY","NYBG","522207","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","F. C. Hoehne","F. C. Hoehne","28149","1931","09","09","Brazil","São Paulo","Sao Paulo","Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00522207","NY00522207_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339371' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-15 16:37:00-03","NY","NYBG","522200","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","J. H. Kirkbride Jr.","3608","1980","08","19","Brazil","Distrito Federal","Brasília","Perto de Escola Fazendária","-47.82","-15.87",NA,NA,NA,NA,"NY00522200","NY00522200_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339378' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-15 16:37:00-03","NY","NYBG","522203","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"W. Hoehne","s.n.","1940","08","20","Brazil","São Paulo","Sao Paulo","Sao Paulo, Butantá","-46.723823","-23.56563",NA,NA,NA,NA,"NY00522203","NY00522203_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339380' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-15 16:37:00-03","NY","NYBG","522212","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J. J. Wurdack","G. G. Hatschbach","14599","1966","08","12","Brazil","Paraná","Sao José dos Pinhais","Col. S. Andrade","-49.2064","-25.5347",NA,NA,NA,NA,"NY00522212","NY00522212_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339365' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-15 16:37:00-03","NY","NYBG","522218","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","F. Markgraf","R. Reitz","1033","1953","09","24","Brazil","Santa Catarina","Palhoça","Campo do Massiambú","-48.62515","-27.834087",NA,NA,"2","2","NY00522218","NY00522218_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339355' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-15 16:37:00-03","NY","NYBG","522224","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J. J. Wurdack","Collector unspecified","1640","1940",NA,NA,"Brazil","Rio Grande do Sul","Sao Leopoldo","Arredores de Sao Leopoldo","-51.18","-29.75",NA,NA,NA,NA,"NY00522224","NY00522224_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339362' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-15 16:37:00-03","NY","NYBG","00925255","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","F. C. da Silva","441","1980","08","19","Brazil","Distrito Federal","Brasília","Prox. Esc. Fazendária (ESAF).","-47.9294","-15.7797",NA,NA,NA,NA,"NY00925255","NY00925255_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996228' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-15 16:37:00-03","NY","NYBG","522202","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin",NA,"W. Hoehne","s.n.","1948","08","27","Brazil","São Paulo","Sao Paulo",NA,"-46.63","-23.5403",NA,NA,NA,NA,"NY00522202","NY00522202_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339379' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-15 16:37:00-03","NY","NYBG","1281691","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","T. Rolim","T. Rolim","220","2009","11","05","Brazil","Minas Gerais",NA,"Parque Estadual do Itacolomi-PEI, proximidades da base do Itacolomi (CGA).",NA,NA,NA,NA,NA,NA,"NY01281691","NY01281691_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1741371' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-15 16:37:00-03","NY","NYBG","522228","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J. C. Lindeman","J. C. Lindeman","3042","1966","10","14","Brazil","Paraná","Jaguariaíva","Bank of Rio Reis 5 km S of Jaguariaíva","-49.7056","-24.2511",NA,NA,NA,NA,"NY00522228","NY00522228_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339369' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-15 16:37:00-03","NY","NYBG","01318264","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","M. K. Caddah","M. K. Caddah","649","2009","08","05","Brazil","São Paulo","Piquete","Serra da Mantiqueira, Pico do Ataque","-45.2253","-22.5672",NA,NA,"1522","1522","NY01318264","NY01318264_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1305598' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-15 16:37:00-03","NY","NYBG","522214","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","J. J. Wurdack","R. Reitz","3670","1956","09","07","Brazil","Santa Catarina","Palhoça","Piloes","-48.694057","-27.77489",NA,NA,"300","300","NY00522214","NY00522214_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339363' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-15 16:37:00-03","NY","NYBG","478386","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","A. C. Cervi","3719","1992","09","24","Brazil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha, Fortaleza","-49.98","-25.25",NA,NA,NA,NA,"NY00478386","NY00478386_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=200336' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-15 16:37:00-03","NY","NYBG","02098869","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","D. F. Paredes","M. Reginato","1245","2011","02","11","Brazil","Rio de Janeiro","Santa Maria Madalena","Alto do Desengano, estrada de acesso","-41.9112","-21.89375",NA,NA,NA,NA,"NY02098869","NY02098869_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2084835' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-15 16:37:00-03","NY","NYBG","00925248","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Romero","R. Romero","1145","1994","08","22","Brazil","Minas Gerais","São Roque de Minas","Estrada para a cachoeira da Casca D'Anta, PARNA Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,NA,NA,NA,"NY00925248","NY00925248_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=996172' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,"57119","auto",NA,NA,NA,NA,NA
"84","2021-03-15 16:37:00-03","NY","NYBG","522225","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana","Naudin","R. Goldenberg","A. F. M. Glaziou","11609","1879","09","08","Brazil","Rio de Janeiro",NA,"Campos da Bocaina","-44.684548","-23.029725",NA,NA,NA,NA,"NY00522225","NY00522225_01",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339361' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-15 16:37:00-03","NY","NYBG","452429","PreservedSpecimen","Plantae","Melastomataceae","Miconia","sellowiana","Miconia sellowiana pubescens","Cogn.",NA,"Collector unspecified","1256",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"NY00452429","NY00452429_01",NA,NA,NA,"Collector: Pohl or Sellow. Also on this label: Hort. Mus. Berol. 1837. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=478483' target='other'> <mi>dwc_moreinfo</mi></a>","South America","sheet",NA,"Magnoliophyta","Myrtales","pubescens","syntype",NA,NA,NA,NA,NA,NA,NA
